Gene_names,RBBP5_vs_BirA_logFC,RBBP5_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_RBBP5_N1,Peptides_RBBP5_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_RBBP5_N1,Razor___unique_peptides_RBBP5_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_RBBP5_N1,Unique_peptides_RBBP5_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_RBBP5_N1,Identification_type_RBBP5_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_RBBP5_N1,Ratio_H_L_RBBP5_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_RBBP5_N1,Ratio_H_L_normalized_RBBP5_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____RBBP5_N1,Ratio_H_L_variability_____RBBP5_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_RBBP5_N1,Ratio_H_L_count_RBBP5_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_RBBP5_N1,Ratio_H_L_iso_count_RBBP5_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_RBBP5_N1,Ratio_H_L_type_RBBP5_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_RBBP5_N1____,Sequence_coverage_RBBP5_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_RBBP5_N1,Intensity_L_RBBP5_N1,Intensity_H_RBBP5_N1,Intensity_RBBP5_N2,Intensity_L_RBBP5_N2,Intensity_H_RBBP5_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_RBBP5_N1,metacell_Intensity_L_RBBP5_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
SYNCRIP,0.497079033021301,0.084518374875044,O60506;F6UXX1,O60506,21;7,12;3,2;2,Heterogeneous nuclear ribonucleoprotein Q,sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2,2,21,12,2,12,16,14,12,6,9,6,5,0,0,2,1,32.4,24.7,6.9,69.602,623,623;185,0.0,23.02,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25955,0.67183,52.206,33,22,Leave out requantified,0.23017,0.30914,0.14765,0.11701,0.77867,0.68809,0.15736,0.11676,61.817,44.8,109.0,103.27,7,10,7,9,2,4,7,9,Leave out requantified,Leave out requantified,Median,Median,17.7,22.5,24.9,17.8,1714800000,1260100000,454750000,253010000,191780000,61236000,346300000,251230000,95071000,545110000,385700000,159410000,570410000,431370000,139040000,,,,1135,542;674;780;2495;2749;4327;4329;5298;8020;8832;10759;10760;10985;10986;12013;12014;13649;13650;14411;15042;15647,True;False;True;True;True;False;True;True;False;True;True;True;False;True;False;False;False;False;True;False;True,649;650;651;652;812;948;3139;3457;5370;5371;5373;5374;6673;6674;10158;10159;11126;13414;13415;13693;13694;14950;14951;14952;14953;14954;16904;16905;16906;17844;18652;18653;18654;19362,1493;1494;1495;1496;1497;1498;1499;1500;1886;1887;1888;2231;2232;7327;7328;7329;8014;12174;12175;12176;12177;12178;12179;12182;12183;12184;12185;12186;12187;15066;15067;15068;15069;15070;15071;23080;23081;23082;23083;25320;30435;30436;30437;30438;31067;31068;31069;33793;33794;33795;33796;33797;33798;33799;33800;38359;38360;38361;38362;38363;38364;38365;38366;38367;38368;38369;40590;42516;42517;42518;42519;44140,2492;2493;2494;2495;2496;2497;2498;2499;2500;2501;2502;3145;3146;3147;3148;3149;3150;3151;3705;3706;12354;12355;13411;20142;20143;20144;20145;20146;20147;20148;20149;20150;20151;20154;20155;20156;20157;20158;20159;20160;20161;20162;20163;20164;20165;24718;24719;24720;24721;24722;24723;24724;24725;24726;37724;37725;37726;37727;37728;41343;49450;49451;49452;49453;49454;50564;50565;50566;50567;50568;54936;54937;54938;54939;54940;54941;54942;54943;54944;62467;62468;62469;62470;62471;62472;62473;62474;62475;62476;62477;62478;62479;62480;62481;62482;62483;62484;66435;66436;69600;69601;69602;69603;72332,2497;3145;3706;12354;13411;20148;20161;24719;37725;41343;49453;49454;50564;50567;54936;54944;62470;62482;66435;69600;72332,239;595,,100;363,,-1;-1,protein_1136,quanti,quanti,quanti,quanti
PLOD3,2.23755134096896,0.0387685128999938,O60568;H7C2S8;H7C2V1,O60568;H7C2S8,4;3;1,4;3;1,4;3;1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",sp|O60568|PLOD3_HUMAN Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 OS=Homo sapiens OX=9606 GN=PLOD3 PE=1 SV=1;tr|H7C2S8|H7C2S8_HUMAN Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 (Fragment) OS=Homo,3,4,4,4,2,1,2,2,2,1,2,2,2,1,2,2,7.2,7.2,7.2,84.784,738,738;264;270,0.0,5.7757,By MS/MS,By matching,By MS/MS,By MS/MS,1.0365,2.2034,274.16,6,3,Median,0.95461,1.0493,123.19,4.7519,2.2034,1.8733,211.84,6.1112,9.4444,,,464.11,2,1,1,2,0,0,1,2,Median,Median,Median,Median,3.9,2.6,3.3,3.7,6228800000,125180000,6103700000,27649000,13648000,14001000,8524500,4823900,3700600,3345800000,35792000,3310000000,2846900000,70921000,2776000000,,,,1136,1932;3770;7162;14844,True;True;True;True,2425;4675;9041;18367,5758;5759;10666;10667;10668;20467;41837,9789;9790;17590;17591;17592;17593;33658;68463;68464,9789;17591;33658;68463,,,,,-1;-1;-1,protein_1137,quanti,quanti,quanti,quanti
PLIN3,1.95868265431692,0.0127140831996501,O60664;K7ERZ3;K7EL96,O60664;K7ERZ3;K7EL96,14;9;7,14;9;7,10;8;3,Perilipin-3,sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3;tr|K7ERZ3|K7ERZ3_HUMAN Perilipin-3 (Fragment) OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=1;tr|K7EL96|K7EL96_HUMAN Perilipin-3 (Fragment) OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=8,3,14,14,10,5,4,11,9,5,4,11,9,4,3,8,8,38.7,38.7,29.0,47.074,434,434;292;172,0.0,101.01,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36714,1.01,21.791,32,25,Leave out requantified,0.34701,0.39293,0.083486,0.14675,1.0194,0.97475,0.099534,0.15305,21.798,13.156,90.506,84.858,5,5,11,11,2,1,11,11,Leave out requantified,Leave out requantified,Median,Median,22.6,24.9,38.7,32.3,2125400000,1884800000,240610000,282150000,204700000,77447000,154370000,114150000,40215000,868430000,813970000,54462000,820430000,751940000,68486000,,,,1137,2680;5753;5754;7901;8165;8166;8247;11348;11909;12169;13318;13903;13904;15051,True;True;True;True;True;True;True;True;True;True;True;True;True;True,3365;7312;7313;7314;10023;10325;10326;10420;14134;14828;15127;16508;16509;17235;17236;18668,7826;7827;16539;16540;16541;16542;16543;16544;16545;22777;22778;23467;23468;23469;23470;23715;23716;32027;32028;33505;33506;33507;33508;34195;34196;37420;37421;37422;37423;39150;39151;42548;42549,13111;13112;13113;13114;27195;27196;27197;27198;27199;27200;27201;27202;27203;37251;37252;37253;37254;38355;38356;38357;38358;38359;38781;38782;38783;52131;52132;54428;54429;54430;54431;54432;54433;54434;54435;54436;54437;54438;54439;54440;54441;55574;55575;55576;55577;60839;60840;60841;60842;60843;63966;63967;69643;69644,13112;27199;27203;37254;38355;38359;38783;52131;54435;55577;60840;63966;63967;69644,,,,,-1;-1;-1,protein_1138,quanti,quanti,quanti,quanti
KPNA6,-1.02840413513155,0.306152378352452,O60684;Q5TFJ7;P52294;S4R3E5;O15131;C9JYI4,O60684;Q5TFJ7,5;5;2;2;1;1,5;5;2;2;1;1,5;5;2;2;1;1,Importin subunit alpha-7,sp|O60684|IMA7_HUMAN Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1;tr|Q5TFJ7|Q5TFJ7_HUMAN Importin subunit alpha-7 (Fragment) OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1,6,5,5,5,3,3,1,2,3,3,1,2,3,3,1,2,10.1,10.1,10.1,60.029,536,536;321;538;186;536;328,0.0,8.0304,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.66207,1.4828,41.717,9,4,Leave out requantified,0.64545,0.66207,0.29997,0.12497,2.3014,1.4828,0.33619,0.1323,64.482,22.94,,70.164,3,3,1,2,1,0,1,2,Plateau,Leave out requantified,Median,Median,7.5,5.6,2.6,4.7,311400000,216110000,95291000,100130000,62501000,37627000,95631000,52221000,43410000,20109000,15910000,4199400,95532000,85478000,10054000,,,,1139,2753;7293;8744;10526;15597,True;True;True;True;True,3461;9219;11023;13138;19305,8022;8023;20878;20879;25108;29812;29813;29814;44032,13421;13422;34307;34308;41009;48470;48471;48472;48473;48474;48475;48476;48477;48478;72163,13421;34307;41009;48478;72163,,,,,-1;-1;-1;-1;-1;-1,protein_1140,quanti,quanti,quanti,quanti
UGDH,0.309187144944207,0.22406597342768,O60701;E7ETF4;E7EV97;E7ER95;E7ER83;D6RHF4;E9PBD2,O60701,13;3;3;2;2;1;1,13;3;3;2;2;1;1,13;3;3;2;2;1;1,UDP-glucose 6-dehydrogenase,sp|O60701|UGDH_HUMAN UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1,7,13,13,13,7,6,7,6,7,6,7,6,7,6,7,6,31.8,31.8,31.8,55.023,494,494;153;181;84;130;53;55,0.0,29.364,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38312,0.74681,38.028,24,17,Leave out requantified,0.36102,0.3446,0.23441,0.16496,0.78287,0.92254,0.28075,0.17259,46.93,34.941,44.958,68.33,7,6,5,6,4,2,5,6,Leave out requantified,Leave out requantified,Median,Median,17.0,15.8,17.0,14.0,1226800000,947450000,279310000,231500000,169250000,62249000,311010000,191130000,119880000,328270000,285260000,43004000,355970000,301800000,54173000,,,,1140,1684;1950;1951;3185;5690;6084;6364;6430;6901;7551;10133;15719;16722,True;True;True;True;True;True;True;True;True;True;True;True;True,2107;2449;2450;2451;3980;7238;7703;8075;8162;8705;9577;9578;12671;19451;20678,4983;4984;5809;5810;5811;5812;5813;9127;16386;16387;16388;17406;17407;18307;18308;18508;19719;21707;21708;21709;21710;21711;21712;28777;28778;44349;44350;44351;44352;47110,8457;8458;9880;9881;9882;9883;9884;9885;9886;9887;9888;9889;15122;26939;26940;26941;28605;28606;30129;30130;30131;30468;32407;35562;35563;35564;35565;35566;35567;35568;35569;35570;35571;35572;35573;35574;46791;46792;46793;72666;72667;72668;72669;77065,8458;9885;9889;15122;26939;28606;30130;30468;32407;35562;46791;72669;77065,,,,,-1;-1;-1;-1;-1;-1;-1,protein_1141,quanti,quanti,quanti,quanti
SNX2,-1.82415960268585,0.0826432888945842,O60749;D6RC15,O60749,6;2,5;2,5;2,Sorting nexin-2,sp|O60749|SNX2_HUMAN Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2,2,6,5,5,6,6,1,2,5,5,1,2,5,5,1,2,13.7,11.8,11.8,58.47,519,519;265,0.0,78.154,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46968,1.4663,11.273,12,5,Leave out requantified,0.40319,0.54116,0.23641,2.7715,1.428,1.4867,0.25463,3.6421,14.056,8.0754,,400.51,4,5,1,2,1,1,1,2,Leave out requantified,Leave out requantified,Median,Median,13.7,13.7,1.9,4.6,791150000,409560000,381590000,168690000,117210000,51483000,258440000,158990000,99447000,27909000,23440000,4469000,336110000,109920000,226190000,,,,1141,1936;3112;3934;11994;12806;16719,True;True;True;True;True;False,2432;2433;3893;4867;14925;15910;20674,5771;5772;5773;5774;8956;8957;11076;11077;33725;33726;36059;36060;36061;36062;36063;36064;47105;47106,9808;9809;9810;9811;9812;9813;9814;9815;9816;9817;14876;14877;14878;18277;18278;18279;18280;54811;54812;54813;54814;58615;58616;58617;58618;58619;58620;77060;77061,9815;14878;18279;54814;58618;77061,,,,,-1;-1,protein_1142,quanti,quanti,quanti,quanti
PFKFB2,-1.93267233865159,0.00130084988573805,O60825;Q16875;P16118;I1Z9G3;F2Z2I2;Q5W015;Q5VX20;A0A1W2PR17,O60825,3;1;1;1;1;1;1;1,3;1;1;1;1;1;1;1,3;1;1;1;1;1;1;1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase","sp|O60825|F262_HUMAN 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Homo sapiens OX=9606 GN=PFKFB2 PE=1 SV=2",8,3,3,3,2,3,1,1,2,3,1,1,2,3,1,1,6.7,6.7,6.7,58.476,505,505;520;471;244;455;513;526;568,0.0,3.6667,By MS/MS,By MS/MS,By MS/MS,By matching,0.45945,0.82623,28.467,7,1,Leave out requantified,0.3688,0.45307,0.64613,1.0616,0.94681,0.82623,0.69956,1.1587,18.451,33.447,,,2,3,1,1,1,0,0,0,Median,Leave out requantified,Median,Median,4.8,6.7,2.6,2.6,143220000,86267000,56957000,37401000,26482000,10920000,54632000,37912000,16720000,26190000,11376000,14815000,25000000,10498000,14502000,,,,1145,5400;5960;6919,True;True;True,6821;7548;8725,15433;15434;17059;19764;19765;19766;19767,25342;28026;32524;32525;32526,25342;28026;32524,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_1146,quanti,quanti,quanti,quanti
CCDC22,-19.4541852574786,1.02273286113884e-07,O60826,O60826,2,2,2,Coiled-coil domain-containing protein 22,sp|O60826|CCD22_HUMAN Coiled-coil domain-containing protein 22 OS=Homo sapiens OX=9606 GN=CCDC22 PE=1 SV=1,1,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,4.0,4.0,4.0,70.755,627,627,0.0,3.2598,By MS/MS,By MS/MS,,,0.7352,1.2999,45.653,4,2,Linear,0.52409,0.65198,,,1.0301,1.2999,,,70.136,28.148,,,2,2,0,0,1,1,0,0,Median,Median,Median,Median,4.0,4.0,0.0,0.0,52368000,28718000,23650000,23293000,13723000,9570300,29075000,14995000,14080000,0,0,0,0,0,0,,,,1146,2502;9041,True;True,3147;11372,7339;7340;25828;25829,12365;12366;12367;42056;42057,12366;42056,,,,,-1,protein_1147,imputed MEC,imputed MEC,quanti,quanti
EDF1,-1.72694514921238,0.0076611322446731,O60869,O60869,4,4,4,Endothelial differentiation-related factor 1,sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1,1,4,4,4,3,3,1,1,3,3,1,1,3,3,1,1,27.7,27.7,27.7,16.368,148,148,0.0,17.437,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.93051,2.6808,19.583,8,2,Leave out requantified,0.84682,0.9871,0.1068,0.13038,2.7981,2.7235,0.11668,0.13735,21.126,11.219,,,3,3,1,1,0,0,1,1,Leave out requantified,Leave out requantified,Median,Median,17.6,27.0,8.1,8.1,333890000,198320000,135580000,119250000,64969000,54284000,149560000,75257000,74301000,23466000,20674000,2792300,41617000,37416000,4201300,,,,1148,437;438;860;6439,True;True;True;True,523;524;1046;8172,1210;1211;1212;1213;1214;2452;2453;18525,2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;4099;4100;4101;4102;4103;4104;4105;30493,2045;2052;4105;30493,,,,,-1,protein_1149,quanti,quanti,quanti,quanti
DNAJA2,-19.4127304512521,3.75240368856095e-07,O60884,O60884,2,2,2,DnaJ homolog subfamily A member 2,sp|O60884|DNJA2_HUMAN DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1,1,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,4.9,4.9,4.9,45.745,412,412,0.021216,0.91281,By MS/MS,By MS/MS,,,0.5247,1.1161,5.3281,3,1,Median,0.45994,0.56408,,,1.1161,1.1167,,,,7.535,,,1,2,0,0,0,1,0,0,Median,Median,Median,Median,3.6,4.9,0.0,0.0,45370000,29202000,16167000,15933000,10253000,5679700,29437000,18949000,10488000,0,0,0,0,0,0,,,,1149,6001;6002,True;True,7602;7603,17168;17169;17170,28221;28222,28221;28222,,,,,-1,protein_1150,imputed MEC,imputed MEC,quanti,quanti
CUTA,-0.25142737202329,0.542226582377833,O60888;C9IZG4,O60888;C9IZG4,2;1,2;1,2;1,Protein CutA,sp|O60888|CUTA_HUMAN Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2;tr|C9IZG4|C9IZG4_HUMAN Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,22.9,22.9,22.9,19.116,179,179;135,0.0,3.2299,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29238,0.99736,25.056,9,4,Leave out requantified,0.23002,0.43067,0.12621,0.16567,0.83543,1.2496,0.17727,0.21499,15.819,4.5318,,54.942,3,2,1,3,0,0,1,3,Median,Median,Median,Median,22.9,22.9,7.8,22.9,848980000,663510000,185480000,216000000,171620000,44374000,198040000,138850000,59183000,167790000,131750000,36034000,267170000,221280000,45884000,,,,1150,13236;14069,True;True,16411;17430;17431,37194;37195;37196;37197;39576;39577;39578;39579;39580,60485;60486;60487;64633;64634;64635;64636;64637;64638;64639;64640;64641;64642,60487;64639,,,,,-1;-1,protein_1151,quanti,quanti,quanti,quanti
WDR1,-0.433016277090573,0.116197697236957,O75083;D6RD66,O75083;D6RD66,23;12,23;12,23;12,WD repeat-containing protein 1,sp|O75083|WDR1_HUMAN WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4;tr|D6RD66|D6RD66_HUMAN WD repeat-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=1,2,23,23,23,12,15,10,8,12,15,10,8,12,15,10,8,58.3,58.3,58.3,66.193,606,606;245,0.0,49.467,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30573,0.93409,19.315,46,19,Leave out requantified,0.26297,0.3428,0.18064,0.11538,0.90679,0.94643,0.19918,0.1217,22.725,16.382,59.07,36.507,14,15,10,7,3,0,9,7,Leave out requantified,Leave out requantified,Median,Median,33.3,47.2,20.6,22.3,3311900000,2666500000,645400000,803590000,616710000,186880000,1028100000,734100000,294030000,710880000,611450000,99431000,769320000,704250000,65064000,,,,1151,721;2737;3548;4983;5246;5764;6099;6179;6924;7039;7466;7738;9695;10397;10665;13365;13366;14653;15852;16142;16143;16203;16682,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,867;3441;4413;6271;6602;7325;7719;7838;8730;8874;9458;9812;12153;12154;12988;13304;16562;16563;18135;19635;19636;19975;19976;20050;20629,2033;7991;7992;10073;14205;14910;16568;17450;17451;17744;19777;19778;19779;20105;20106;21423;22273;27611;27612;27613;27614;27615;29478;30179;30180;30181;30182;30183;30184;37555;37556;41252;41253;41254;41255;44784;44785;44786;44787;45557;45558;45559;45560;45561;45715;45716;46993;46994;46995,3373;3374;13381;13382;13383;13384;13385;16611;23414;24496;27238;28689;28690;28691;28692;29249;32536;32537;32538;32539;32540;32541;32542;32543;32544;32545;33073;33074;33075;35114;36478;44931;44932;44933;44934;44935;44936;44937;44938;47882;49016;49017;49018;49019;49020;49021;49022;49023;49024;49025;49026;49027;49028;49029;49030;49031;49032;49033;61087;61088;67530;67531;67532;67533;67534;67535;67536;73399;73400;73401;73402;73403;73404;74628;74629;74630;74631;74632;74633;74634;74635;74636;74637;74638;74639;74640;74641;74642;74853;74854;76872;76873;76874;76875;76876,3374;13385;16611;23414;24496;27238;28689;29249;32543;33075;35114;36478;44936;47882;49026;61087;61088;67535;73403;74629;74635;74853;76875,615;616,,21;106,,-1;-1,protein_1152,quanti,quanti,quanti,quanti
CPNE3,0.230628645217571,0.615533038103739,O75131;E5RHZ0;A0A087WYQ3;A0A087WXR6;H0YB26;A0A087WUS8;E5RFT7;Q86YQ8;Q96A23;Q9UBL6;Q8IYJ1;Q96FN4;Q9HCH3;E7ENV7,O75131,12;5;5;4;4;3;2;1;1;1;1;1;1;1,12;5;5;4;4;3;2;1;1;1;1;1;1;1,11;5;5;4;4;3;2;0;0;0;0;0;0;0,Copine-3,sp|O75131|CPNE3_HUMAN Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1,14,12,12,11,5,4,9,7,5,4,9,7,5,4,8,6,21.6,21.6,21.6,60.13,537,537;153;234;139;262;135;79;564;557;633;553;548;593;552,0.0,25.529,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29496,0.8954,17.515,25,20,Leave out requantified,0.2825,0.35185,0.21777,0.20363,0.97252,0.95574,0.2501,0.22298,194.13,21.33,166.36,186.5,5,4,9,7,3,1,9,7,Median,Leave out requantified,Median,Median,11.0,7.3,19.2,16.2,2892500000,1220800000,1671600000,512150000,288370000,223790000,270030000,192870000,77159000,1248000000,433130000,814840000,862330000,306480000,555850000,,,,1153,2441;3609;5067;6199;9659;12095;12890;12891;13075;13076;14451;15793,True;True;True;True;True;True;True;True;True;True;True;True,3075;4480;6368;7873;12114;15044;16008;16009;16218;16219;17889;19561,7204;7205;10239;14421;14422;17837;27530;27531;27532;27533;34004;36281;36282;36759;36760;36761;36762;36763;36764;40688;40689;40690;44620;44621;44622,12185;12186;16881;23753;23754;29377;29378;44769;44770;44771;44772;44773;55266;59000;59001;59002;59748;59749;59750;59751;59752;59753;59754;66585;66586;66587;66588;73118;73119;73120,12185;16881;23753;29377;44773;55266;59000;59002;59749;59754;66587;73119,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1154,quanti,quanti,quanti,quanti
PDCD6,1.30404356724163,0.046061003196338,O75340;A0A024QZ42;H0Y9X3;E7EPW6;A0A087WZ38,O75340;A0A024QZ42,6;3;2;1;1,6;3;2;1;1,6;3;2;1;1,Programmed cell death protein 6,"sp|O75340|PDCD6_HUMAN Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1;tr|A0A024QZ42|A0A024QZ42_HUMAN HCG1985580, isoform CRA_c OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1",5,6,6,6,3,2,5,3,3,2,5,3,3,2,5,3,42.4,42.4,42.4,21.868,191,191;121;104;73;123,0.0,15.634,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46426,1.2378,12.856,13,6,Leave out requantified,0.40479,0.501,0.12835,0.66482,1.1699,1.2606,0.14922,0.69132,9.4482,5.3929,112.89,126.31,3,2,6,2,0,0,5,1,Leave out requantified,Median,Median,Median,23.6,11.0,35.6,16.8,623970000,397730000,226240000,73274000,50986000,22288000,62605000,39960000,22645000,287240000,198040000,89200000,200850000,108740000,92104000,,,,1158,9168;11299;12358;12447;12448;16361,True;True;True;True;True;True,11521;14072;15345;15461;15462;15463;20239,26164;26165;26166;26167;31887;34721;34981;34982;34983;34984;46147;46148;46149;46150,42578;42579;42580;42581;42582;51913;56388;56811;56812;56813;56814;75524;75525;75526;75527;75528;75529;75530;75531,42579;51913;56388;56811;56814;75525,,,,,-1;-1;-1;-1;-1,protein_1159,quanti,quanti,quanti,quanti
ATP6V1G1;ATP6V1G2;ATP6V1G2-DDX39B,0.875146221158257,0.0619060656540863,O75348;O95670;F2Z307,O75348;O95670;F2Z307,2;1;1,2;1;1,2;1;1,V-type proton ATPase subunit G 1;V-type proton ATPase subunit G 2,sp|O75348|VATG1_HUMAN V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3;sp|O95670|VATG2_HUMAN V-type proton ATPase subunit G 2 OS=Homo sapiens OX=9606 GN=ATP6V1G2 PE=1 SV=1;tr|F2Z307|F2Z307_HUMAN V-type proton ATPase subunit G ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21.2,21.2,21.2,13.757,118,118;118;99,0.0,5.6338,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.81189,2.2514,12.424,8,4,Leave out requantified,0.72568,0.90835,0.46978,0.10926,2.3308,2.1747,0.52224,0.12191,14.539,10.31,189.99,10.226,2,2,2,2,0,0,2,2,Median,Median,Median,Median,21.2,21.2,21.2,21.2,326920000,237440000,89480000,70167000,40427000,29741000,61600000,29654000,31946000,110860000,86943000,23922000,84290000,80420000,3870700,,,,1159,1668;10384,True;True,2089;12973;12974,4947;4948;4949;4950;29440;29441;29442;29443;29444,8395;8396;8397;8398;8399;8400;8401;8402;8403;8404;8405;8406;47824;47825;47826;47827;47828;47829;47830;47831;47832;47833;47834,8395;47826,,,,,-1;-1;-1,protein_1160,quanti,quanti,quanti,quanti
