Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP4_N1,Intensity RBBP4_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q9BPX3;H0Y9Z8;D6RA93,Q9BPX3,15;3;2,15;3;2,15;3;2,Condensin complex subunit 3,NCAPG,sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,15,15,18.9,4.31753116899141,4.15777444202647,28.4271438221247,28.2629334198196
Q7Z417,Q7Z417,15,15,15,Nuclear fragile X mental retardation-interacting protein 2,NUFIP2,sp|Q7Z417|NUFP2_HUMAN Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens OX=9606 GN=NUFIP2 PE=1 SV=1,15,15,33.1,4.31753116899141,4.15777444202647,29.2724868395963,28.8662619765581
Q8WUM0,Q8WUM0,15,15,15,Nuclear pore complex protein Nup133,NUP133,sp|Q8WUM0|NU133_HUMAN Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2,15,15,15.5,4.31753116899141,4.15777444202647,27.4855433775616,27.1762653871287
O94913;E9PQ01;E9PKN0;E9PQF9;E9PNY7,O94913;E9PQ01;E9PKN0,15;13;12;3;1,15;13;12;3;1,15;13;12;3;1,Pre-mRNA cleavage complex 2 protein Pcf11,PCF11,sp|O94913|PCF11_HUMAN Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=3;tr|E9PQ01|E9PQ01_HUMAN Pre-mRNA cleavage complex 2 protein Pcf11 (Fragment) OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=8;tr|E9PKN0|E9PKN0_HUMAN Pre-mRN,15,15,12.7,4.31753116899141,4.15777444202647,27.126522365258,27.4321316402918
Q06830;A0A0A0MSI0;A0A0A0MRQ5;H7C3T4,Q06830;A0A0A0MSI0,18;17;6;2,18;17;6;2,15;14;3;0,Peroxiredoxin-1,PRDX1,sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1;tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,18,15,72.9,31.2328932768916,30.0852472587771,30.6605094377275,30.5569121268972
P47897;A0A1B0GVU9;B4DDN1;H7C0R3;A0A0U1RQT0;C9J165;A0A0U1RQM8;A0A0U1RQQ5;A0A0U1RQE9;A0A0U1RRI9;A0A0U1RQU2;A0A1B0GTT3;A0A0U1RQL2;A0A0U1RQX5;A0A0U1RRC8;A0A0U1RQX9;F2Z2V6;A0A0U1RR79,P47897;A0A1B0GVU9;B4DDN1,15;13;10;7;5;5;5;4;4;4;4;4;3;3;3;2;2;1,15;13;10;7;5;5;5;4;4;4;4;4;3;3;3;2;2;1,15;13;10;7;5;5;5;4;4;4;4;4;3;3;3;2;2;1,Glutamine--tRNA ligase,QARS,sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|B4DDN1|B4DDN1_HUMAN Glutamine--tRNA ligase OS=Homo sapiens,15,15,22.8,21.3132395621226,20.9898381448452,27.4909839017573,26.8203118182224
Q96EV2;H0Y3K4;H7C0H2;H0Y3K3;A0A0C4DFS3;H7BXM6;A8MTF7,Q96EV2;H0Y3K4,15;11;2;2;2;2;1,15;11;2;2;2;2;1,15;11;2;2;2;2;1,RNA-binding protein 33,RBM33,sp|Q96EV2|RBM33_HUMAN RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3;tr|H0Y3K4|H0Y3K4_HUMAN RNA-binding protein 33 (Fragment) OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=1,15,15,19.2,4.31753116899141,4.15777444202647,29.0494713584182,28.6963074923476
Q6F5E8;R4GMZ7,Q6F5E8,15;3,15;3,15;3,Leucine-rich repeat-containing protein 16C,RLTPR,"sp|Q6F5E8|CARL2_HUMAN Capping protein, Arp2/3 and myosin-I linker protein 2 OS=Homo sapiens OX=9606 GN=CARMIL2 PE=1 SV=2",15,15,12.5,26.828082623293,24.1289622090662,27.7924072483677,27.581615048171
P27694;I3L4R8;I3L524;I3L2M5,P27694;I3L4R8,15;8;1;1,15;8;1;1,15;8;1;1,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1,sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2;tr|I3L4R8|I3L4R8_HUMAN Replication protein A 70 kDa DNA-binding subunit (Fragment) OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=1,15,15,32.3,4.31753116899141,4.15777444202647,28.8183930367332,28.1309464565535
Q92541;H0YKX1,Q92541,15;5,15;5,15;5,RNA polymerase-associated protein RTF1 homolog,RTF1,sp|Q92541|RTF1_HUMAN RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens OX=9606 GN=RTF1 PE=1 SV=4,15,15,25.1,4.31753116899141,4.15777444202647,28.4338434711404,28.0107866565903
Q9UHR5;J3QQJ0;J3QLH3;X6R3T8;F5H478;J3KRU5;J3QLM2;J3KS14;J3KRR6,Q9UHR5;J3QQJ0;J3QLH3;X6R3T8;F5H478;J3KRU5,15;15;11;10;9;9;6;6;6,15;15;11;10;9;9;6;6;6,15;15;11;10;9;9;6;6;6,SAP30-binding protein,SAP30BP,sp|Q9UHR5|S30BP_HUMAN SAP30-binding protein OS=Homo sapiens OX=9606 GN=SAP30BP PE=1 SV=1;tr|J3QQJ0|J3QQJ0_HUMAN SAP30-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=SAP30BP PE=1 SV=1;tr|J3QLH3|J3QLH3_HUMAN SAP30-binding protein (Fragment) OS=Homo sa,15,15,37.0,28.2661547212555,26.7816928836199,29.9161294391654,30.2318067163099
A3KN83;Q9Y2G9;K7ES28,A3KN83,15;4;4,15;4;4,15;4;4,Protein strawberry notch homolog 1,SBNO1,sp|A3KN83|SBNO1_HUMAN Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1,15,15,15.8,22.2975409969176,20.9242645010333,27.7518113663909,27.164325246798
O60749;D6RC15,O60749,17;6,15;6,15;6,Sorting nexin-2,SNX2,sp|O60749|SNX2_HUMAN Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2,17,15,38.0,4.31753116899141,4.15777444202647,28.3593423317027,28.4463615109868
Q13813;A0A0D9SF54;A0A0D9SGF6,Q13813;A0A0D9SF54;A0A0D9SGF6,15;15;15,15;15;15,15;15;15,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Sp",15,15,8.7,4.31753116899141,4.15777444202647,26.9840279384423,25.9191850391969
Q15208;H0YGN4,Q15208,17;2,17;2,15;0,Serine/threonine-protein kinase 38,STK38,sp|Q15208|STK38_HUMAN Serine/threonine-protein kinase 38 OS=Homo sapiens OX=9606 GN=STK38 PE=1 SV=1,17,15,39.1,26.2442337428826,23.1489388944388,29.4766874993336,29.1832166614114
Q13625;Q96KQ4;H7C5L8;A0A3B3ISJ2,Q13625,15;1;1;1,15;1;1;1,15;1;1;1,Apoptosis-stimulating of p53 protein 2,TP53BP2,sp|Q13625|ASPP2_HUMAN Apoptosis-stimulating of p53 protein 2 OS=Homo sapiens OX=9606 GN=TP53BP2 PE=1 SV=2,15,15,18.9,4.31753116899141,4.15777444202647,28.1504465850283,28.2572338099554
O60763;REV__R4GMN2;REV__Q5VZ89,O60763,15;1;1,15;1;1,15;1;1,General vesicular transport factor p115,USO1,sp|O60763|USO1_HUMAN General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,15,15,21.6,4.31753116899141,4.15777444202647,28.2691904713167,27.9512704837667
Q9Y4P8,Q9Y4P8,15,15,15,WD repeat domain phosphoinositide-interacting protein 2,WIPI2,sp|Q9Y4P8|WIPI2_HUMAN WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens OX=9606 GN=WIPI2 PE=1 SV=1,15,15,47.1,26.4856355007404,25.5840550642423,30.6485594637291,30.4942879963735
Q9NZC7;A0A087WZG5;F5H3R5,Q9NZC7,15;6;4,15;6;4,15;6;4,WW domain-containing oxidoreductase,WWOX,sp|Q9NZC7|WWOX_HUMAN WW domain-containing oxidoreductase OS=Homo sapiens OX=9606 GN=WWOX PE=1 SV=1,15,15,51.0,24.3707262463059,23.5054838531661,29.5042498502499,29.3818313127745
P12956;B1AHC9,P12956;B1AHC9,15;14,15;14,15;14,X-ray repair cross-complementing protein 6,XRCC6,sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2;tr|B1AHC9|B1AHC9_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,15,15,33.7,4.31753116899141,4.15777444202647,28.3498428632047,28.1625016623636
Q9UQR1;G5E9X2;C9K0U4;C9J6Y6,Q9UQR1,15;3;1;1,15;3;1;1,15;3;1;1,Zinc finger protein 148,ZNF148,sp|Q9UQR1|ZN148_HUMAN Zinc finger protein 148 OS=Homo sapiens OX=9606 GN=ZNF148 PE=1 SV=2,15,15,29.2,27.1684438146911,24.840861655148,28.1079412130275,28.2353949716853
P04083;Q5T3N1;Q5T3N0,P04083;Q5T3N1,16;8;5,16;8;5,16;8;5,Annexin A1;Annexin,ANXA1,sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2;tr|Q5T3N1|Q5T3N1_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=1,16,16,51.4,23.4857890263007,22.581459895883,29.6631252011423,29.5971887333906
Q07960;H0YE29;E9PNR6,Q07960;H0YE29,16;13;6,16;13;6,16;13;6,Rho GTPase-activating protein 1,ARHGAP1,sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1;tr|H0YE29|H0YE29_HUMAN Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,16,16,53.5,4.31753116899141,4.15777444202647,28.5501009033005,28.9267986720521
P38606;C9JA17;C9JVW8,P38606,16;4;4,16;4;4,16;4;4,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,16,16,31.3,4.31753116899141,4.15777444202647,28.383356643788,27.898160537079
P22681;A0A0U1RR39;A0A1B0GW38;A0A0U1RQX8;Q13191;A0A2R8YDW4;C9JU85;A0A2R8Y7I2;A0A2R8Y8D8;A0A2R8Y5E1;A0A2R8YFD4;H0Y3L9,P22681;A0A0U1RR39;A0A1B0GW38;A0A0U1RQX8,16;15;15;15;1;1;1;1;1;1;1;1,16;15;15;15;1;1;1;1;1;1;1;1,16;15;15;15;1;1;1;1;1;1;1;1,E3 ubiquitin-protein ligase CBL,CBL,sp|P22681|CBL_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=2;tr|A0A0U1RR39|A0A0U1RR39_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=1;tr|A0A1B0GW38|A0A1B0GW38_HUMAN E3 ubiquitin-protein ligase,16,16,22.0,4.31753116899141,4.15777444202647,28.1682525138832,27.7406614069601
O60563;A0A1W2PQ16;O60583;C9JUL2;H7BZ27;F8WDY7;F2Z2C9,O60563,16;5;2;1;1;1;1,16;5;2;1;1;1;1,16;5;2;1;1;1;1,Cyclin-T1,CCNT1,sp|O60563|CCNT1_HUMAN Cyclin-T1 OS=Homo sapiens OX=9606 GN=CCNT1 PE=1 SV=1,16,16,32.8,25.8722286653449,23.5078488269455,28.8182101624725,28.6383408400569
O60716;C9JZR2;A0A669KB05;A0A669KB62;H0YC95;E9PKL1,O60716;C9JZR2;A0A669KB05;A0A669KB62,16;16;15;14;3;2,16;16;15;14;3;2,16;16;15;14;3;2,Catenin delta-1,CTNND1,sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1;tr|C9JZR2|C9JZR2_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=2;tr|A0A669KB05|A0A669KB05_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=4 SV=1;,16,16,25.3,4.31753116899141,4.15777444202647,28.2818447984008,27.7244889768144
Q9P2B4;B1AMN7,Q9P2B4;B1AMN7,16;10,16;10,16;10,CTTNBP2 N-terminal-like protein,CTTNBP2NL,sp|Q9P2B4|CT2NL_HUMAN CTTNBP2 N-terminal-like protein OS=Homo sapiens OX=9606 GN=CTTNBP2NL PE=1 SV=2;tr|B1AMN7|B1AMN7_HUMAN CTTNBP2 N-terminal-like protein (Fragment) OS=Homo sapiens OX=9606 GN=CTTNBP2NL PE=1 SV=1,16,16,29.7,4.31753116899141,4.15777444202647,28.1723122082998,27.5046097733828
O95786;A2A376,O95786;A2A376,16;13,16;13,16;13,Probable ATP-dependent RNA helicase DDX58,DDX58,sp|O95786|DDX58_HUMAN Antiviral innate immune response receptor RIG-I OS=Homo sapiens OX=9606 GN=DDX58 PE=1 SV=2;tr|A2A376|A2A376_HUMAN Antiviral innate immune response receptor RIG-I OS=Homo sapiens OX=9606 GN=DDX58 PE=1 SV=1,16,16,19.1,4.31753116899141,4.15777444202647,27.7716540848931,27.5904940808165
Q96EB1;A0A1W2PQZ6;A0A1W2PRF5;A0A1W2PR08;A0A1X7SBS0;A0A1W2PPP6;A0A1W2PRF0;A0A1W2PNY5;G5E9D4;A0A1W2PRJ0;A0A1W2PS93;A0A1W2PP47;A0A1W2PQA7;A0A1W2PNW2;E9PPJ9;A0A1W2PQ05;A0A1W2PPR3;A0A1W2PQW5;A0A1W2PP49;A0A1W2PS44;A0A1W2PNY4,Q96EB1;A0A1W2PQZ6;A0A1W2PRF5;A0A1W2PR08;A0A1X7SBS0;A0A1W2PPP6;A0A1W2PRF0;A0A1W2PNY5;G5E9D4;A0A1W2PRJ0;A0A1W2PS93;A0A1W2PP47;A0A1W2PQA7,16;15;15;15;15;15;15;15;15;14;14;11;9;7;5;3;3;1;1;1;1,16;15;15;15;15;15;15;15;15;14;14;11;9;7;5;3;3;1;1;1;1,16;15;15;15;15;15;15;15;15;14;14;11;9;7;5;3;3;1;1;1;1,Elongator complex protein 4,ELP4,sp|Q96EB1|ELP4_HUMAN Elongator complex protein 4 OS=Homo sapiens OX=9606 GN=ELP4 PE=1 SV=2;tr|A0A1W2PQZ6|A0A1W2PQZ6_HUMAN Elongator complex protein 4 OS=Homo sapiens OX=9606 GN=ELP4 PE=1 SV=1;tr|A0A1W2PRF5|A0A1W2PRF5_HUMAN Elongator complex protein 4 OS=Ho,16,16,50.0,24.0256356954329,22.3203642692993,29.5321505478251,29.6969044010042
P06733;A0A2R8Y6G6;K7EM90;A0A2R8YEM5;A0A2R8Y879;K7ERS8;P09104;A0A2R8YEG5;F5H0C8;P13929;A0A2R8Y798;K7EKN2;E5RGZ4;A0A2R8Y6I8;K7EPM1;E5RI09;F5H1C3;E5RG95,P06733;A0A2R8Y6G6;K7EM90,16;14;9;7;6;3;2;2;2;2;2;1;1;1;1;1;1;1,16;14;9;7;6;3;2;2;2;2;2;1;1;1;1;1;1;1,16;14;9;7;6;3;2;2;2;2;2;1;1;1;1;1;1;1,Alpha-enolase;Enolase,ENO1,sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2;tr|A0A2R8Y6G6|A0A2R8Y6G6_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=1;tr|K7EM90|K7EM90_HUMAN Alpha-enolase (Fragment) OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=1,16,16,51.4,22.9900409299089,22.3778175803949,29.4038532444199,29.6209376261824
Q96AC1;H0YJ34;A0A0U1RRM8;H0YJB6;G3V281;G3V5R2;G3V3J0;G3V379,Q96AC1;H0YJ34;A0A0U1RRM8,17;15;13;4;4;3;3;1,17;15;13;4;4;3;3;1,16;14;12;4;4;3;3;1,Fermitin family homolog 2,FERMT2,sp|Q96AC1|FERM2_HUMAN Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1;tr|H0YJ34|H0YJ34_HUMAN Fermitin family homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1;tr|A0A0U1RRM8|A0A0U1RRM8_HUMAN Fermitin family homolog 2 (Fr,17,16,30.3,4.31753116899141,4.15777444202647,28.4371022735109,28.7284842398068
P11413;E7EUI8;E7EM57;E9PD92,P11413;E7EUI8;E7EM57;E9PD92,16;11;10;9,16;11;10;9,16;11;10;9,Glucose-6-phosphate 1-dehydrogenase,G6PD,sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;tr|E7EUI8|E7EUI8_HUMAN Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=8;tr|E7EM57|E7EM57_HUMAN Glucose-6-phosphate 1-,16,16,36.7,25.008512400235,21.9723207554837,27.9150182600643,28.1342801287851
Q9P2D0;E7EPI0;E9PDR5;D6R9F4;H0Y9N7,Q9P2D0;E7EPI0;E9PDR5,16;16;14;4;1,16;16;14;4;1,16;16;14;4;1,Inhibitor of Bruton tyrosine kinase,IBTK,sp|Q9P2D0|IBTK_HUMAN Inhibitor of Bruton tyrosine kinase OS=Homo sapiens OX=9606 GN=IBTK PE=1 SV=3;tr|E7EPI0|E7EPI0_HUMAN Inhibitor of Bruton tyrosine kinase OS=Homo sapiens OX=9606 GN=IBTK PE=1 SV=1;tr|E9PDR5|E9PDR5_HUMAN Inhibitor of Bruton tyrosine kina,16,16,15.7,4.31753116899141,4.15777444202647,27.6991571630762,27.7256594677619
P14923;C9JTX4;C9J826;C9JK18;C9JKY1;P35222;A0A2R8Y804;A0A2R8Y543;A0A2R8Y5C3;A0A2R8Y750;A0A2R8Y5Z1;B4DGU4;A0A2R8YCH5;A0A2R8Y7Z0;A0A2R8Y5A3;A0A2R8Y6G0,P14923,16;6;6;6;6;3;3;3;3;3;3;3;3;3;3;2,16;6;6;6;6;3;3;3;3;3;3;3;3;3;3;2,16;6;6;6;6;3;3;3;3;3;3;3;3;3;3;2,Junction plakoglobin,JUP,sp|P14923|PLAK_HUMAN Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3,16,16,27.4,27.7982911309469,26.9331456547137,26.174799688103,25.6846114490644
Q92945;A0A087WTP3;M0R0I5;M0QYH3;M0QXW7;M0R3J3;M0R251;M0QYG1;M0R263;M0R0C6,Q92945;A0A087WTP3;M0R0I5,17;17;9;6;4;2;1;1;1;1,17;17;9;6;4;2;1;1;1;1,16;16;9;6;4;1;0;0;0;0,Far upstream element-binding protein 2,KHSRP,sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4;tr|A0A087WTP3|A0A087WTP3_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=1;tr|M0R0I5|M0R0I5_HUMAN Far upstream ele,17,16,32.9,24.1333592366503,23.1995767467298,29.1929818505308,29.0900267855409
Q6MZP7;D6REW4,Q6MZP7,16;1,16;1,16;1,Protein lin-54 homolog,LIN54,sp|Q6MZP7|LIN54_HUMAN Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3,16,16,27.4,29.3710670446659,27.9585898839464,27.1937573982806,27.1440406358127
P11137;A0A669KB77;E7EV03,P11137;A0A669KB77,16;16;2,16;16;2,16;16;2,Microtubule-associated protein 2,MAP2,sp|P11137|MTAP2_HUMAN Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=4;tr|A0A669KB77|A0A669KB77_HUMAN Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=4 SV=1,16,16,12.5,4.31753116899141,4.15777444202647,28.0300744524082,27.8028577971359
P40692;A0A669KBK2;A0A669KBB4;H0Y818;A0A669KB03;A0A669KAW3;E7EUC9;A0A087WX20;F2Z298;E9PF25;H0Y5L7;H0Y806;H0Y4N0;H0Y793,P40692;A0A669KBK2;A0A669KBB4;H0Y818;A0A669KB03;A0A669KAW3,16;16;15;14;13;13;5;4;3;3;3;2;1;1,16;16;15;14;13;13;5;4;3;3;3;2;1;1,16;16;15;14;13;13;5;4;3;3;3;2;1;1,DNA mismatch repair protein Mlh1,MLH1,sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1;tr|A0A669KBK2|A0A669KBK2_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=4 SV=1;tr|A0A669KBB4|A0A669KBB4_HUMAN DNA mismatch repair pro,16,16,26.9,23.1350530950639,20.7792448413538,28.2384505155969,27.8271135585776
Q15746;D6R9C2,Q15746,16;2,16;2,16;2,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,"sp|Q15746|MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4",16,16,10.6,4.31753116899141,4.15777444202647,28.1744092184076,27.7258544572931
O60934;A0A0C4DG07;A0A087X1V5;E5RGU1;E2QRP0;E5RGR7;E5RGN7,O60934;A0A0C4DG07,16;14;4;3;2;2;1,16;14;4;3;2;2;1,16;14;4;3;2;2;1,Nibrin,NBN,sp|O60934|NBN_HUMAN Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1;tr|A0A0C4DG07|A0A0C4DG07_HUMAN Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1,16,16,29.7,24.2897063587798,21.458138229822,28.1759324044447,27.8795268820194
Q13416;B8ZZ80;C9JK08,Q13416,16;3;2,16;3;2,16;3;2,Origin recognition complex subunit 2,ORC2,sp|Q13416|ORC2_HUMAN Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2,16,16,44.2,25.4192800006431,23.1031276993148,29.264209378495,29.2246033200505
P51003;G3XAH6;A0A0C4DGK1;G3V3I9;H0YJ00;G3V457;Q9BWT3;F8WAT4;H7C3W0;H0YJL4,P51003;G3XAH6,25;25;12;9;7;6;3;3;2;1,25;25;12;9;7;6;3;3;2;1,16;16;7;6;2;5;2;2;1;1,Poly(A) polymerase alpha,PAPOLA,sp|P51003|PAPOA_HUMAN Poly(A) polymerase alpha OS=Homo sapiens OX=9606 GN=PAPOLA PE=1 SV=4;tr|G3XAH6|G3XAH6_HUMAN Poly(A) polymerase OS=Homo sapiens OX=9606 GN=PAPOLA PE=1 SV=1,25,16,35.6,25.6990909555527,23.8361133518867,29.5553403445164,29.3796642203977
O00541;B5MCF9;B3KXD6;H7C267;H7BYY8,O00541;B5MCF9;B3KXD6,16;16;10;2;1,16;16;10;2;1,16;16;10;2;1,Pescadillo homolog,PES1,sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B5MCF9|B5MCF9_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B3KXD6|B3KXD6_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,16,16,28.2,24.0511737516357,23.027707545665,29.3987257546732,29.13374138027
P47712,P47712,16,16,16,Cytosolic phospholipase A2;Phospholipase A2;Lysophospholipase,PLA2G4A,sp|P47712|PA24A_HUMAN Cytosolic phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G4A PE=1 SV=2,16,16,30.3,4.31753116899141,4.15777444202647,27.9045483553905,28.0881573221133
Q09028;H0YF10;H0YCT5;H0YDK2;H0YEU5;E9PNS6;E9PNS2;E9PIC4;C9JPP3;E9PND5,Q09028,24;10;9;9;7;6;5;5;2;1,24;10;9;9;7;6;5;5;2;1,16;5;5;5;4;3;2;2;2;1,Histone-binding protein RBBP4,RBBP4,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3,24,16,75.5,35.7257813393072,34.8321052249493,26.2332476617513,25.5994606945544
Q5K651;C9JKF1,Q5K651;C9JKF1,17;13,17;13,16;12,Sterile alpha motif domain-containing protein 9,SAMD9,sp|Q5K651|SAMD9_HUMAN Sterile alpha motif domain-containing protein 9 OS=Homo sapiens OX=9606 GN=SAMD9 PE=1 SV=1;tr|C9JKF1|C9JKF1_HUMAN Sterile alpha motif domain-containing protein 9 (Fragment) OS=Homo sapiens OX=9606 GN=SAMD9 PE=1 SV=1,17,16,12.7,4.31753116899141,4.15777444202647,27.556985191395,27.063322660309
Q8NC51,Q8NC51,16,16,16,Plasminogen activator inhibitor 1 RNA-binding protein,SERBP1,sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2,16,16,43.4,26.1578073392644,22.9263654960156,31.5062566965137,31.2033817234385
Q9Y3F4;H0YH33,Q9Y3F4,16;5,16;5,16;5,Serine-threonine kinase receptor-associated protein,STRAP,sp|Q9Y3F4|STRAP_HUMAN Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1,16,16,57.1,4.31753116899141,4.15777444202647,30.2918669959422,30.3109469363954
O43815,O43815,17,17,16,Striatin,STRN,sp|O43815|STRN_HUMAN Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4,17,16,31.9,4.31753116899141,4.15777444202647,28.406734536721,27.9709263344839
P21675;Q8IZX4;H0Y8N6;H0Y9L7,P21675;Q8IZX4,20;11;3;3,20;11;3;3,16;9;0;3,Transcription initiation factor TFIID subunit 1;Transcription initiation factor TFIID subunit 1-like,TAF1;TAF1L,sp|P21675|TAF1_HUMAN Transcription initiation factor TFIID subunit 1 OS=Homo sapiens OX=9606 GN=TAF1 PE=1 SV=2;sp|Q8IZX4|TAF1L_HUMAN Transcription initiation factor TFIID subunit 1-like OS=Homo sapiens OX=9606 GN=TAF1L PE=1 SV=1,20,16,14.0,24.1113980601755,23.1786792582164,28.0153138067187,27.8867534850945
