Gene_names,AMBRA1_vs_BirA_logFC,AMBRA1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DCAF3_N1,Peptides_DCAF3_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DCAF3_N1,Razor___unique_peptides_DCAF3_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DCAF3_N1,Unique_peptides_DCAF3_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DCAF3_N1,Identification_type_DCAF3_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DCAF3_N1,Ratio_H_L_DCAF3_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DCAF3_N1,Ratio_H_L_normalized_DCAF3_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DCAF3_N1,Ratio_H_L_variability_____DCAF3_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DCAF3_N1,Ratio_H_L_count_DCAF3_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DCAF3_N1,Ratio_H_L_iso_count_DCAF3_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DCAF3_N1,Ratio_H_L_type_DCAF3_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DCAF3_N1____,Sequence_coverage_DCAF3_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DCAF3_N1,Intensity_L_DCAF3_N1,Intensity_H_DCAF3_N1,Intensity_DCAF3_N2,Intensity_L_DCAF3_N2,Intensity_H_DCAF3_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF3_N1,metacell_Intensity_L_DCAF3_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
CAPZB,-0.853732085680605,0.0564634536490533,P47756;B1AK87;B1AK88;B1AK85,P47756;B1AK87;B1AK88;B1AK85,9;8;8;6,9;8;8;6,9;8;8;6,F-actin-capping protein subunit beta,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK87|B1AK87_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1;tr|B1AK88|B1AK88_HUMAN F-actin-capping protein subu,4,9,9,9,7,6,5,6,7,6,5,6,7,6,5,6,44.8,44.8,44.8,31.35,277,277;260;301;260,0.0,55.132,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36148,1.0518,23.26,29,16,Leave out requantified,0.30974,0.37564,0.07259,0.10027,1.0727,1.0518,0.088585,0.10668,23.815,20.755,118.29,137.37,8,7,6,8,2,1,6,7,Leave out requantified,Leave out requantified,Median,Median,32.5,29.2,28.2,31.4,1908200000,1496300000,411850000,559510000,415420000,144080000,655630000,484890000,170730000,342210000,308550000,33660000,350830000,287460000,63376000,,,,1591,4476;7595;9902;12006;12625;12828;13389;13643;13644,True;True;True;True;True;True;True;True;True,5648;5649;9676;12513;12514;15113;15879;16117;16814;17107;17108;17109,12714;12715;12716;12717;21835;28246;28247;28248;28249;28250;28251;28252;28253;33961;33962;33963;33964;35636;35637;35638;36205;36206;36207;37823;37824;38501;38502;38503;38504;38505;38506,20989;20990;20991;20992;20993;20994;20995;20996;20997;35878;45873;45874;45875;45876;45877;45878;45879;45880;45881;45882;45883;55218;55219;55220;55221;55222;55223;55224;55225;55226;55227;55228;57896;57897;57898;57899;57900;57901;57902;57903;58776;58777;58778;58779;58780;61451;61452;62528;62529;62530;62531;62532;62533;62534;62535;62536;62537;62538;62539,20994;35878;45877;55222;57902;58778;61452;62529;62539,,,,,-1;-1;-1;-1,protein_1592,quanti,quanti,quanti,quanti
EIF1AX,0.228754223836834,0.485359011301423,P47813;X6RAC9,P47813;X6RAC9,2;2,2;2,2;2,"Eukaryotic translation initiation factor 1A, X-chromosomal","sp|P47813|IF1AX_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2;tr|X6RAC9|X6RAC9_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=1",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,11.8,11.8,11.8,16.46,144,144;116,0.0,7.2298,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35508,0.88593,128.82,4,2,Median,0.32329,0.39,0.65127,0.069073,1.1206,1.024,0.7665,0.074369,,,,,1,1,1,1,0,0,1,1,Median,Median,Median,Median,11.8,11.8,7.6,7.6,190700000,162120000,28587000,42040000,33193000,8847400,43615000,34185000,9430100,53205000,45591000,7613800,51843000,49147000,2695800,,,,1592,8229;10577,True;True,10518;13336,23844;23845;30108;30109,39017;39018;39019;48939;48940;48941,39017;48939,,,,,-1;-1,protein_1593,quanti,quanti,quanti,quanti
QARS,0.52963171829207,0.128814334435828,P47897;A0A1B0GVU9;B4DDN1;H7C0R3;A0A1B0GTT3;A0A0U1RQQ5;A0A0U1RQE9;A0A0U1RQT0;C9J165;A0A0U1RRI9;A0A0U1RQM8;A0A0U1RQX5;A0A0U1RQX9;A0A0U1RQU2;A0A0U1RR66;A0A0U1RRC8;A0A0U1RR79,P47897;A0A1B0GVU9;B4DDN1,22;21;18;8;6;6;4;4;4;4;4;4;3;3;3;3;1,22;21;18;8;6;6;4;4;4;4;4;4;3;3;3;3;1,19;18;18;8;6;6;1;1;3;1;1;4;3;0;3;3;1,Glutamine--tRNA ligase,sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|B4DDN1|B4DDN1_HUMAN Glutamine--tRNA ligase OS=Homo sapiens ,17,22,22,19,11,13,12,16,11,13,12,16,11,12,11,14,29.4,29.4,26.2,87.798,775,775;736;630;253;169;194;187;342;339;182;173;134;83;174;173;91;75,0.0,60.5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36622,1.0167,13.104,48,32,Leave out requantified,0.31206,0.42259,0.12931,0.13928,0.95259,1.0529,0.14197,0.16771,15.992,10.643,85.819,101.46,11,12,11,14,3,4,11,14,Leave out requantified,Leave out requantified,Median,Median,16.3,18.5,17.5,25.3,2291200000,1816200000,475050000,410020000,296060000,113950000,527000000,351470000,175530000,475660000,412230000,63425000,878570000,756430000,122140000,,,,1593,517;887;1360;1441;2733;2734;4131;4599;5820;5855;6351;7532;8118;8382;8593;8594;9973;10543;11880;15424;15515;16914,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,642;643;1119;1754;1755;1849;3487;3488;5200;5824;7491;7540;8136;9593;10368;10369;10691;10935;10936;12604;13293;14946;19313;19441;19442;21197,1485;1486;1487;1488;1489;2622;2623;2624;2625;4148;4149;4150;4151;4388;8131;8132;8133;8134;8135;11755;11756;11757;11758;13104;13105;16880;16881;17001;18291;21626;23474;23475;23476;23477;23478;23479;24189;24190;24735;24736;24737;24738;24739;28452;30027;30028;33626;43566;43880;43881;43882;43883;47907;47908;47909;47910,2464;2465;2466;2467;2468;2469;2470;4350;4351;4352;4353;4354;4355;4356;4357;4358;4359;6986;6987;6988;6989;6990;7411;13672;13673;13674;13675;13676;19387;19388;19389;19390;21631;21632;21633;21634;21635;27724;27725;27920;30033;35554;38440;38441;38442;38443;38444;38445;38446;38447;38448;38449;38450;38451;38452;39552;39553;39554;39555;40420;40421;40422;40423;40424;40425;40426;40427;40428;40429;40430;46232;48822;54703;71209;71718;71719;71720;71721;78344;78345;78346;78347;78348;78349,2469;4353;6987;7411;13672;13676;19389;21635;27724;27920;30033;35554;38444;39555;40424;40429;46232;48822;54703;71209;71719;78345,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1594,quanti,quanti,quanti,quanti
ATP5O,-1.39509656179887,0.0105886499600247,P48047;A0A494C0K9;H7C0C1;H7C086;H7C068,P48047;A0A494C0K9;H7C0C1,9;5;5;2;2,9;5;5;2;2,9;5;5;2;2,"ATP synthase subunit O, mitochondrial","sp|P48047|ATPO_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1;tr|A0A494C0K9|A0A494C0K9_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=4 SV=1;tr|H7C0C1|H7C0C1_HUMAN Uncharacterized p",5,9,9,9,7,7,5,7,7,7,5,7,7,7,5,7,42.7,42.7,42.7,23.277,213,213;155;242;74;86,0.0,111.22,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29826,0.90083,8.5644,26,11,Leave out requantified,0.24632,0.3388,0.17277,0.22683,0.89321,0.96181,0.19411,0.2454,14.676,7.1064,92.809,69.61,7,7,5,7,0,0,4,7,Leave out requantified,Leave out requantified,Median,Median,34.7,34.7,22.1,35.7,1551400000,1185400000,366050000,509000000,395430000,113580000,552990000,402530000,150460000,155710000,127140000,28568000,333710000,260270000,73448000,,,,1594,4166;6244;10019;12722;12723;13995;14929;14930;16748,True;True;True;True;True;True;True;True;True,5242;8007;12663;15992;15993;17531;18708;18709;18710;20998;20999,11839;17994;17995;28587;28588;28589;28590;35882;35883;35884;35885;39494;39495;39496;42165;42166;42167;42168;42169;42170;42171;42172;47475;47476;47477;47478;47479,19520;29492;29493;29494;29495;46474;46475;46476;46477;46478;46479;46480;46481;46482;46483;58254;58255;58256;58257;64248;64249;64250;64251;64252;64253;64254;64255;68951;68952;68953;68954;68955;68956;68957;68958;68959;68960;68961;68962;68963;68964;68965;68966;68967;68968;68969;68970;68971;68972;68973;77717;77718;77719;77720;77721;77722,19520;29495;46481;58255;58256;64250;68953;68965;77718,1172,,84,,-1;-1;-1;-1;-1,protein_1595,quanti,quanti,quanti,quanti
ARCN1,-1.40922394122667,0.063883252104566,P48444;B0YIW6;Q6P1Q5;E9PK34,P48444;B0YIW6;Q6P1Q5,8;7;5;2,8;7;5;2,8;7;5;2,Coatomer subunit delta,sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|B0YIW6|B0YIW6_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|Q6P1Q5|Q6P1Q5_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 P,4,8,8,8,4,5,1,4,4,5,1,4,4,5,1,4,17.4,17.4,17.4,57.21,511,511;552;189;83,0.0,12.505,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38057,1.0495,12.494,13,9,Leave out requantified,0.34646,0.41332,0.36094,0.30291,0.9359,0.99953,0.39376,0.33435,42.283,18.875,,42.41,4,5,1,3,2,3,1,3,Median,Median,Median,Median,9.6,11.4,1.8,8.6,404740000,286680000,118060000,107660000,71421000,36237000,173830000,114350000,59475000,23855000,20776000,3079000,99404000,80137000,19267000,,,,1595,3343;8375;11523;11627;14071;14593;15543;15771,True;True;True;True;True;True;True;True,4233;10682;14506;14634;17621;18289;19478;19787,9673;9674;24167;32714;32715;32716;32988;39708;39709;41197;41198;43976;44701;44702;44703,16016;16017;39511;53288;53289;53290;53291;53292;53293;53688;64627;64628;67254;67255;71934;73114;73115;73116;73117,16016;39511;53293;53688;64627;67255;71934;73115,,,,,-1;-1;-1;-1,protein_1596,quanti,quanti,quanti,quanti
LSS,-2.82523192004974,0.0456243141117863,P48449;A0A0G2JQD0;C9J315,P48449;A0A0G2JQD0,5;4;1,5;4;1,5;4;1,Lanosterol synthase,sp|P48449|LSS_HUMAN Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1;tr|A0A0G2JQD0|A0A0G2JQD0_HUMAN Lanosterol synthase (Fragment) OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1,3,5,5,5,5,4,1,2,5,4,1,2,5,4,1,2,7.9,7.9,7.9,83.308,732,732;549;262,0.0,7.4254,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43758,1.0716,51.55,12,6,Leave out requantified,0.27949,0.68509,0.1756,0.11084,0.76183,1.5074,0.1901,0.11888,62.368,40.852,,109.1,5,4,1,2,2,1,1,2,Leave out requantified,Leave out requantified,Median,Median,7.9,6.6,1.4,3.1,319830000,196490000,123340000,143430000,84727000,58702000,121950000,67383000,54565000,4996000,4052900,943080,49463000,40329000,9133700,,,,1596,282;6786;11127;12557;16698,True;True;True;True;True,351;8695;14008;15804;20938,785;786;19635;19636;19637;31598;31599;31600;31601;35471;47338;47339,1314;1315;32293;32294;32295;32296;32297;32298;32299;51340;51341;51342;51343;57605;77495;77496;77497;77498,1314;32293;51340;57605;77495,,,,,-1;-1;-1,protein_1597,quanti,quanti,quanti,quanti
PSMD8,0.877064627745181,0.239982552943238,P48556;R4GMR5;K7EJC1;K7EJR3,P48556;R4GMR5;K7EJC1;K7EJR3,3;3;2;2,3;3;2;2,3;3;2;2,26S proteasome non-ATPase regulatory subunit 8,sp|P48556|PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2;tr|R4GMR5|R4GMR5_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=1;tr|K7EJC1|K7EJC1_HUMAN 26S prot,4,3,3,3,3,1,2,2,3,1,2,2,3,1,2,2,6.6,6.6,6.6,39.611,350,350;287;172;250,0.0,3.4365,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27379,0.29941,83.279,8,7,Median,0.40655,0.35191,0.26696,0.16197,1.2228,0.82001,0.29066,0.17499,30.26,,6.8242,26.474,2,1,3,2,2,0,3,2,Median,Median,Median,Median,6.6,2.3,4.6,4.6,213400000,168310000,45086000,56783000,37351000,19432000,23462000,17288000,6174700,80550000,66744000,13805000,52603000,46930000,5673900,,,,1598,6549;6552;12128,True;True;True,8405;8406;8410;8411;15277,18972;18973;18974;18975;18976;18977;18985;18986;18987;34297,31211;31212;31213;31214;31215;31216;31239;31240;31241;55699,31214;31239;55699,,,,,-1;-1;-1;-1,protein_1599,quanti,quanti,quanti,quanti
CCT5,-0.25866324564873,0.403375973759038,P48643;E7ENZ3;B7ZAR1;E9PCA1;D6RIZ7;H0Y914,P48643;E7ENZ3;B7ZAR1;E9PCA1,40;36;35;35;3;3,40;36;35;35;3;3,40;36;35;35;3;3,T-complex protein 1 subunit epsilon,sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|E7ENZ3|E7ENZ3_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|B7ZAR1|B7ZAR1_HUMAN T-complex protein 1 subunit epsil,6,40,40,40,22,24,23,23,22,24,23,23,22,24,23,23,76.2,76.2,76.2,59.67,541,541;486;503;520;44;62,0.0,288.87,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29206,0.91267,19.721,117,79,Leave out requantified,0.28651,0.31773,0.095036,0.10131,1.0027,0.88284,0.11009,0.12156,23.903,18.054,87.389,74.891,30,30,27,30,13,9,27,30,Leave out requantified,Leave out requantified,Median,Median,45.7,55.8,46.0,49.0,9888800000,8197300000,1691400000,2391600000,1801700000,589880000,3003200000,2304000000,699150000,2113700000,1924800000,188890000,2380300000,2166800000,213510000,,,,1600,472;1724;1725;2066;2067;2787;3142;3313;4132;4133;4693;4796;5436;5925;5956;6924;7726;8449;8450;8714;9230;9231;9260;10634;10635;10671;12005;12037;12038;12041;12203;12864;13115;14641;14642;14696;14978;15352;16466;16685,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,586;2196;2197;2632;2633;2634;3553;3554;3992;3993;4202;5201;5202;5945;6076;6938;7640;7679;7680;8845;9846;9847;10771;10772;10773;11085;11709;11710;11711;11712;11748;13401;13402;13403;13404;13447;15112;15151;15152;15153;15154;15157;15158;15374;16162;16473;16474;18347;18348;18415;18416;18768;19226;20660;20924,1353;1354;1355;1356;5237;5238;5239;5240;5241;5242;6250;6251;6252;6253;6254;6255;6256;6257;6258;8268;8269;8270;8271;8272;8273;8274;8275;8276;9199;9200;9201;9202;9622;9623;11759;11760;13376;13657;13658;15589;15590;15591;15592;15593;15594;17205;17206;17207;17208;17292;17293;17294;17295;19957;22171;22172;22173;22174;22175;22176;24375;24376;24377;24378;24379;24380;24381;25090;26511;26512;26513;26514;26515;26516;26517;26518;26519;26587;26588;30237;30238;30239;30240;30241;30242;30243;30244;30245;30246;30334;33960;34039;34040;34041;34042;34043;34044;34045;34046;34047;34053;34054;34055;34056;34057;34494;34495;36319;37049;37050;37051;37052;37053;37054;37055;37056;37057;37058;37059;37060;37061;37062;37063;41323;41324;41325;41326;41327;41493;41494;42316;42317;43352;43353;46719;47312;47313;47314;47315;47316,2273;2274;2275;2276;8846;8847;8848;8849;8850;8851;8852;8853;8854;10608;10609;10610;10611;10612;10613;10614;10615;10616;10617;10618;10619;10620;10621;10622;10623;13856;13857;13858;13859;13860;13861;13862;13863;13864;13865;13866;13867;13868;15345;15346;15347;15348;15954;15955;15956;15957;19391;19392;19393;22077;22498;22499;22500;25577;25578;25579;25580;25581;25582;25583;25584;25585;25586;25587;25588;25589;25590;28235;28236;28237;28238;28239;28240;28241;28363;28364;28365;28366;28367;28368;28369;28370;32781;36391;36392;36393;36394;36395;36396;39877;39878;39879;39880;39881;39882;39883;39884;39885;41058;43312;43313;43314;43315;43316;43317;43318;43319;43320;43321;43322;43323;43324;43418;43419;43420;49131;49132;49133;49134;49135;49136;49137;49138;49139;49140;49141;49142;49143;49144;49290;55217;55332;55333;55334;55335;55336;55337;55338;55339;55340;55341;55342;55348;55349;55350;55351;55352;55353;55354;55355;55356;56019;56020;58984;60195;60196;60197;60198;60199;60200;60201;60202;60203;60204;60205;60206;60207;60208;60209;60210;60211;60212;60213;60214;60215;60216;60217;60218;60219;60220;60221;60222;60223;60224;60225;67446;67447;67448;67449;67450;67451;67754;67755;69199;69200;69201;70872;70873;76527;77449;77450;77451;77452;77453;77454;77455;77456;77457;77458;77459;77460;77461;77462;77463,2275;8846;8854;10614;10623;13864;15346;15957;19391;19393;22077;22500;25577;28237;28364;32781;36391;39882;39883;41058;43314;43321;43420;49132;49141;49290;55217;55333;55337;55350;56020;58984;60207;67448;67451;67755;69201;70872;76527;77453,1176;1177;1178;1179;1180;1181,,42;176;226;378;392;514,,-1;-1;-1;-1;-1;-1,protein_1601,quanti,quanti,quanti,quanti
ALDH9A1,-0.349206161038893,0.596818028136308,P49189,P49189,8,8,8,4-trimethylaminobutyraldehyde dehydrogenase,sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,1,8,8,8,5,6,5,2,5,6,5,2,5,6,5,2,23.5,23.5,23.5,53.801,494,494,0.0,30.343,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42309,1.0537,7.3454,17,11,Leave out requantified,0.32627,0.46207,0.59094,0.18458,0.86634,1.1088,0.70353,0.21007,13.84,8.4207,163.45,180.8,4,6,5,2,2,2,5,2,Median,Leave out requantified,Median,Median,15.2,18.6,13.4,5.3,870110000,452430000,417680000,125840000,92202000,33637000,346120000,134870000,211250000,301970000,153630000,148340000,96185000,71731000,24454000,,,,1603,1419;4648;6481;6594;10446;13621;15465;16143,True;True;True;True;True;True;True;True,1825;5885;8316;8464;13165;17083;19372;20241,4336;13245;13246;18749;18750;19111;19112;19113;29749;29750;38457;38458;38459;43724;43725;43726;45755;45756,7319;21868;21869;30856;30857;31458;31459;31460;48413;48414;48415;62456;62457;62458;62459;71442;71443;71444;71445;71446;74918;74919,7319;21868;30856;31459;48413;62459;71442;74919,,,,,-1,protein_1604,quanti,quanti,quanti,quanti
RPL34,0.536775014222222,0.0977251927535828,P49207,P49207,10,10,10,60S ribosomal protein L34,sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,1,10,10,10,4,5,5,6,4,5,5,6,4,5,5,6,50.4,50.4,50.4,13.293,117,117,0.0,16.43,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.24264,0.74293,28.633,20,11,Leave out requantified,0.22132,0.25894,0.08628,0.12154,0.78444,0.67023,0.093951,0.13961,28.412,28.066,153.93,102.43,5,6,5,4,1,1,5,4,Leave out requantified,Leave out requantified,Median,Median,22.2,22.2,34.2,36.8,1774400000,1512100000,262320000,320910000,247800000,73113000,385130000,298380000,86745000,429100000,385600000,43500000,639300000,580330000,58962000,,,,1604,535;536;2037;2137;7231;9737;12179;12327;14528;14529,True;True;True;True;True;True;True;True;True;True,669;670;2598;2724;9213;9214;12321;15343;15527;18209;18210,1550;1551;1552;1553;1554;1555;1556;1557;6179;6436;6437;20784;20785;20786;20787;20788;27809;34435;34436;34874;41023;41024;41025,2556;2557;2558;2559;2560;2561;2562;2563;2564;2565;2566;2567;2568;2569;10486;10882;10883;34177;34178;34179;34180;34181;34182;34183;34184;34185;34186;45218;45219;55916;55917;56627;66992;66993,2556;2562;10486;10883;34178;45219;55917;56627;66992;66993,1183;1184;1185,,19;62;85,,-1,protein_1605,quanti,quanti,quanti,quanti
RPIA,-0.175554760826973,0.792690420398231,P49247,P49247,4,4,4,Ribose-5-phosphate isomerase,sp|P49247|RPIA_HUMAN Ribose-5-phosphate isomerase OS=Homo sapiens OX=9606 GN=RPIA PE=1 SV=3,1,4,4,4,2,1,1,1,2,1,1,1,2,1,1,1,18.6,18.6,18.6,33.269,311,311,0.0,20.551,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.24866,0.6219,63.789,4,2,Median,0.22499,0.46192,,0.2043,0.6219,1.1823,,0.26038,25.084,,,,2,1,0,1,1,0,0,1,Median,Median,Median,Median,8.4,6.1,4.2,6.1,185520000,153350000,32168000,46715000,36233000,10482000,39253000,29217000,10036000,16781000,16781000,0,82772000,71121000,11650000,,,,1605,3757;11384;15621;16491,True;True;True;True,4740;14330;19591;20691,10782;32318;32319;44235;46795,17765;52600;52601;52602;72344;76644,17765;52602;72344;76644,,,,,-1,protein_1606,quanti,quanti,quanti,quanti
LMAN1,-20.8131265811868,2.11742535858767e-06,P49257,P49257,3,3,3,Protein ERGIC-53,sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,1,3,3,3,3,1,0,0,3,1,0,0,3,1,0,0,10.0,10.0,10.0,57.548,510,510,0.0,3.0181,By MS/MS,By MS/MS,,,0.34779,0.92823,17.271,4,3,Median,0.32335,0.37408,,,0.89758,0.95993,,,21.134,,,,3,1,0,0,2,1,0,0,Median,Median,Median,Median,10.0,2.2,0.0,0.0,122560000,87639000,34920000,85252000,62550000,22702000,37307000,25090000,12217000,0,0,0,0,0,0,,,,1606,2500;11946;17227,True;True;True,3199;15032;21597,7501;33801;33802;48784,12702;12703;54970;54971;54972;79782;79783,12703;54970;79782,,,,,-1,protein_1607,imputed MEC,imputed MEC,quanti,quanti
NASP,0.350945790551435,0.264956897513208,P49321;Q5T624;E9PI86;E9PPQ8;H0YDS9;E9PRH9;H0YF33;E9PPR5,P49321;Q5T624;E9PI86,11;7;6;5;5;4;4;3,11;7;6;5;5;4;4;3,11;7;6;5;5;4;4;3,Nuclear autoantigenic sperm protein,sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2;tr|Q5T624|Q5T624_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=1;tr|E9PI86|E9PI86_HUMAN Nuclear autoantigenic sperm prote,8,11,11,11,8,9,10,8,8,9,10,8,8,9,10,8,17.8,17.8,17.8,85.237,788,788;422;256;154;175;268;288;316,0.0,115.77,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41925,1.2291,24.439,37,18,Leave out requantified,0.3801,0.4355,0.059648,0.090369,1.3257,1.2521,0.086674,0.12472,20.646,26.675,135.01,127.99,9,9,9,10,1,1,8,8,Leave out requantified,Leave out requantified,Median,Median,12.4,11.9,14.8,13.8,3916500000,2888200000,1028300000,772400000,558050000,214360000,847660000,579970000,267690000,963290000,781780000,181510000,1333200000,968400000,364770000,,,,1607,1833;2929;5755;7704;7865;9003;10232;12814;12904;13142;16865,True;True;True;True;True;True;True;True;True;True;True,2329;3732;3733;7387;9817;9818;10039;11446;12917;12918;16101;16214;16513;16514;21136,5532;5533;8643;8644;8645;8646;8647;8648;8649;16673;16674;22106;22107;22108;22109;22110;22111;22112;22647;22648;22649;25933;25934;29156;29157;29158;36160;36161;36162;36163;36434;36435;36436;36437;37152;37153;37154;37155;37156;47767;47768;47769;47770,9302;9303;9304;14435;14436;14437;14438;14439;14440;14441;14442;14443;14444;14445;14446;14447;14448;27430;36275;36276;36277;36278;36279;36280;36281;36282;36283;36284;36285;36286;36287;37102;37103;37104;37105;37106;37107;37108;42336;42337;47422;47423;47424;58690;58691;58692;58693;58694;58695;58696;58697;58698;59157;59158;59159;59160;59161;59162;60366;60367;60368;60369;60370;60371;60372;60373;60374;78135;78136;78137;78138;78139,9303;14446;27430;36283;37102;42337;47424;58690;59160;60368;78137,1186,,698,,-1;-1;-1;-1;-1;-1;-1;-1,protein_1608,quanti,quanti,quanti,quanti
