AMBRA1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
FABP5,0.5506372108,0.139911270687648,0,Q01469;I6L8B7;A8MUU1,Q01469;I6L8B7,18;9;3,18;9;3,18;9;3,"Fatty acid-binding protein, epidermal",FABP5,sp|Q01469|FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3;tr|I6L8B7|I6L8B7_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=1,18,18,94.8,135
CAP1,0.0458913029,0.83796424087933,0,Q01518;Q5T0R1;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R9;Q5T0S3;Q5T0R8;P40123;B7Z385;A0A087X0J3;A0A087WZ15;E9PDI2,Q01518;Q5T0R1;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R9,24;14;13;13;13;13;13;13;13;6;5;1;1;1;1;1,24;14;13;13;13;13;13;13;13;6;5;1;1;1;1;1,24;14;13;13;13;13;13;13;13;6;5;1;1;1;1;1,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,CAP1,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5;tr|Q5T0R1|Q5T0R1_HUMAN Adenylyl cyclase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=1;tr|Q5T0R7|Q5T0R7_HUMAN Adenylyl cyclase-a,24,24,56.6,475
HMGCS1,0.2776131908,0.466404804710327,0,Q01581;D6RIW1;P54868,Q01581,17;5;2,17;5;2,17;5;2,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMGCS1,"sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2",17,17,44.8,520
PFKP,1.7856073934,0.00468358684927152,1,Q01813;B1APP6;H0Y757;Q5VSR5;V9GYV7;H0Y3Y3,Q01813;B1APP6,12;8;3;3;2;2,12;8;3;3;2;2,10;8;3;2;2;2,"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,"sp|Q01813|PFKAP_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2;tr|B1APP6|B1APP6_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",12,10,22.1,784
RPL18A,-0.1237272237,0.645619987294446,0,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,21;20;20;19;15,21;20;20;19;15,21;20;20;19;15,60S ribosomal protein L18a,RPL18A,sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2;tr|M0R1A7|M0R1A7_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=1;tr|M0R117|M0R117_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=,21,21,69.9,176
FKBP4,0.3758263697,0.152108533113745,0,Q02790;H0YFG2;F5H1U3;F5H120,Q02790,30;9;5;1,30;9;5;1,30;9;5;1,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,30,30,61.2,459
RPL6,-0.2468445842,0.317300018608514,0,Q02878;F8VZ45;U3KQR5;F8VR69;F8VZA3;F8VWR1;F8VU16,Q02878,19;5;5;3;2;2;2,19;5;5;3;2;2;2,19;5;5;3;2;2;2,60S ribosomal protein L6,RPL6,sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,19,19,51.4,288
LMNB2,0.9257382083,0.11944161426336,0,Q03252,Q03252,15,10,10,Lamin-B2,LMNB2,sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,15,10,24.8,620
GLO1,-0.7582123785,0.152835891570102,0,Q04760,Q04760,10,10,10,Lactoylglutathione lyase,GLO1,sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,10,10,46.7,184
YWHAH,-0.233365034,0.504785752521278,0,Q04917;A2IDB2;F8WEB6;A2IDB1,Q04917,11;5;3;3,6;1;3;3,6;1;3;3,14-3-3 protein eta,YWHAH,sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,11,6,35.8,246
SRSF11,0.6717055579,0.138330323159787,0,Q05519;Q5T760;B4DWT1;S4R3C4;Q5T757,Q05519;Q5T760;B4DWT1,4;4;2;1;1,4;4;2;1;1,4;4;2;1;1,Serine/arginine-rich splicing factor 11,SRSF11,sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|B4DWT1|B4DWT1_HUMAN Serine/ar,4,4,12.4,484
PPAT,0.8494660681,0.0317998818900485,0,Q06203;D6RCC8;D6RE15,Q06203,14;5;1,14;5;1,14;5;1,Amidophosphoribosyltransferase,PPAT,sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1,14,14,33.7,517
GFPT1,0.532428284,0.260373347868656,0,Q06210;O94808;E5RJP4,Q06210,17;4;2,17;4;2,17;4;2,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1,sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3,17,17,28.2,699
PSME1,1.0238727736,0.0885630603513307,0,Q06323;H0YKK6;H0YLU2,Q06323;H0YKK6,10;5;4,10;5;4,10;5;4,Proteasome activator complex subunit 1,PSME1,sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1;tr|H0YKK6|H0YKK6_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,10,10,39.4,249
PRDX1,-0.3194645392,0.228742519548018,0,Q06830;A0A0A0MSI0;A0A0A0MRQ5,Q06830;A0A0A0MSI0,28;26;9,28;26;9,25;23;6,Peroxiredoxin-1,PRDX1,sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1;tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,28,25,79.9,199
CKAP4,-0.6235800515,0.12093072541022,0,Q07065,Q07065,9,9,9,Cytoskeleton-associated protein 4,CKAP4,sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,9,9,21.4,602
KHDRBS1,2.1118329217,0.157134518907749,0,Q07666;Q5VWX1,Q07666,5;1,5;1,5;1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,"sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",5,5,12,443
BAX,0.8567440025,0.0803785910355311,0,Q07812;K4JQN1,Q07812;K4JQN1,2;1,2;1,2;1,Apoptosis regulator BAX,BAX,sp|Q07812|BAX_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1;tr|K4JQN1|K4JQN1_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1,2,2,13.5,192
ARHGAP1,3.639454173,0.0638868705103892,0,Q07960;H0YE29;E9PNR6,Q07960;H0YE29,4;2;1,4;2;1,4;2;1,Rho GTPase-activating protein 1,ARHGAP1,sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1;tr|H0YE29|H0YE29_HUMAN Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,4,4,13.4,439
PPP3CA;PPP3CB,1.8540427226,0.00108665147622536,1,Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8;P48454;H0YC26,Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8,3;2;2;2;2;2;1;1,3;2;2;2;2;2;1;1,3;2;2;2;2;2;1;1,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase,PPP3CA;PPP3CB,sp|Q08209|PP2BA_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1;sp|P16298|PP2BB_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=9606 G,3,3,7.5,521
DHX9,0.6950606509,0.145659789944463,0,Q08211,Q08211,41,41,41,ATP-dependent RNA helicase A,DHX9,sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,41,41,32.2,1270
PPID,1.3374002045,0.0730238033982301,0,Q08752,Q08752,3,3,3,Peptidyl-prolyl cis-trans isomerase D,PPID,sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3,3,3,6.2,370
SSRP1,0.4448235085,0.105995079485347,0,Q08945;A0A0U1RRK2,Q08945,10;1,10;1,10;1,FACT complex subunit SSRP1,SSRP1,sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,10,10,17.9,709
NSUN2,1.2028915579,0.0658918216325608,0,Q08J23;A0A140T9Y7,Q08J23,11;1,11;1,11;1,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2,11,11,17.9,767
RBBP4,-0.7542961957,0.0786918410921371,0,Q09028;H0YCT5;H0YF10;H0YDK2;H0YEU5;E9PNS2;E9PIC4;E9PNS6,Q09028;H0YCT5;H0YF10;H0YDK2,9;5;5;5;4;2;2;2,9;5;5;5;4;2;2;2,4;1;1;1;1;1;1;1,Histone-binding protein RBBP4,RBBP4,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;tr|H0YCT5|H0YCT5_HUMAN Histone-binding protein RBBP4 (Fragment) OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=1;tr|H0YF10|H0YF10_HUMAN Histone-binding protein RBBP4 (,9,4,27.5,425
AHNAK,0.6922928091,0.247849307472285,0,Q09666;E9PQE3;E9PJZ0;E9PKR9;E9PJC6;E9PLK4,Q09666,85;1;1;1;1;1,85;1;1;1;1;1,85;1;1;1;1;1,Neuroblast differentiation-associated protein AHNAK,AHNAK,sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,85,85,31.2,5890
AP1B1,1.4824252146,0.00960083525385398,1,Q10567;C9J1E7;K7EJX1,Q10567;C9J1E7,8;5;1,4;2;0,4;2;0,AP-1 complex subunit beta-1,AP1B1,sp|Q10567|AP1B1_HUMAN AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2;tr|C9J1E7|C9J1E7_HUMAN AP-1 complex subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=1,8,4,9.1,949
SCRN1,1.0754658603,0.0271961102923818,1,Q12765;B8ZZP4;C9J7U9;C9K052,Q12765,5;2;2;2,5;2;2;2,5;2;2;2,Secernin-1,SCRN1,sp|Q12765|SCRN1_HUMAN Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2,5,5,13.5,414
TWF1,0.0434956235,0.898130300239358,0,Q12792;F8VS81;F8VRG3,Q12792;F8VS81,4;2;1,4;2;1,3;1;1,Twinfilin-1,TWF1,sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3;tr|F8VS81|F8VS81_HUMAN Twinfilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=1,4,3,12.9,350
SF3A3,0.1693391904,0.62800790002822,0,Q12874,Q12874,9,9,9,Splicing factor 3A subunit 3,SF3A3,sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1,9,9,18.8,501
AIMP1,1.1616562005,0.00521136885484729,1,Q12904;A0A5F9ZHC5;D6R937,Q12904;A0A5F9ZHC5,7;6;2,7;6;2,7;6;2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2;tr|A0A5F9ZHC5|A0A5F9ZHC5_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9,7,7,32.7,312
ILF2,-0.1031802719,0.762871955033708,0,Q12905;B4DY09;X6R6Z1;A0A0A0MRL0,Q12905;B4DY09;X6R6Z1;A0A0A0MRL0,8;7;4;4,8;7;4;4,8;7;4;4,Interleukin enhancer-binding factor 2,ILF2,sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2;tr|B4DY09|B4DY09_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=1;tr|X6R6Z1|X6R6Z1_HUMAN Interleukin enhancer-binding ,8,8,32.6,390
ILF3,0.6466950394,0.0374813781814628,0,Q12906;K7EKJ9;K7EQR9;K7ERM6;K7ENK6;K7EM82;K7EJ09;K7ER69,Q12906,16;5;4;2;2;2;2;2,16;5;4;2;2;2;2;2,15;5;4;2;2;2;2;2,Interleukin enhancer-binding factor 3,ILF3,sp|Q12906|ILF3_HUMAN Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,16,15,24.7,894
TRAP1,1.3970307671,0.00261663903593172,1,Q12931;I3L0K7;I3L239;I3L2D5;I3L253,Q12931;I3L0K7,20;14;6;2;1,20;14;6;2;1,20;14;6;2;1,"Heat shock protein 75 kDa, mitochondrial",TRAP1,"sp|Q12931|TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3;tr|I3L0K7|I3L0K7_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=1",20,20,33.7,704
ECH1,3.7890722044,0.00023150810581865,1,Q13011;M0QZW4;M0R248,Q13011;M0QZW4;M0R248,5;4;4,2;1;1,2;1;1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,"sp|Q13011|ECH1_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2;tr|M0QZW4|M0QZW4_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=1",5,2,18.6,328
STK4;STK3,1.4935010014,0.237195011492771,0,Q13043;Q13188;F5H5B4;A0A087WVN8,Q13043;Q13188;F5H5B4,3;2;2;1,3;2;2;1,3;2;2;1,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit;Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit,STK4;STK3,sp|Q13043|STK4_HUMAN Serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=STK4 PE=1 SV=2;sp|Q13188|STK3_HUMAN Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=2;tr|F5H5B4|F5H5B4_HUMAN Serine/threonine-protein kinase 4 OS=Ho,3,3,9,487
FLII,-3.3134058029,0.0122536887242418,1,Q13045;J3KS54;J3QQQ2;J3KS39,Q13045;J3KS54,7;4;2;1,7;4;2;1,7;4;2;1,Protein flightless-1 homolog,FLII,sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2;tr|J3KS54|J3KS54_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=1,7,7,8.5,1269
HNRNPA0,-1.0671648243,0.084150448968678,0,Q13151,Q13151,5,5,5,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,5,5,27.5,305
AIMP2,0.185338883,0.444948042459904,0,Q13155;A8MU58,Q13155;A8MU58,3;2,3;2,3;2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,sp|Q13155|AIMP2_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2;tr|A8MU58|A8MU58_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=A,3,3,14.7,320
PRDX4,1.4221037622,0.0266934000136708,1,Q13162;H7C3T4;A6NG45,Q13162;H7C3T4,6;4;2,4;2;2,4;2;2,Peroxiredoxin-4,PRDX4,sp|Q13162|PRDX4_HUMAN Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1;tr|H7C3T4|H7C3T4_HUMAN Peroxiredoxin-4 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,6,4,25.8,271
PAK2,1.4576312798,0.0140182323705317,1,Q13177;H7C1X3;Q13153;H0YCG5;E9PM17;B3KNX7,Q13177,11;4;3;3;3;3,11;4;3;3;3;3,8;2;1;1;1;1,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,sp|Q13177|PAK2_HUMAN Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,11,8,37.8,524
CBX3,0.0227323247,0.943636764197712,0,Q13185;B8ZZ43;C9JMM0;S4R2Y4,Q13185,7;2;2;2,7;2;2;2,6;2;2;2,Chromobox protein homolog 3,CBX3,sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,7,6,42.1,183
PSMD2,0.476436206,0.111328979055069,0,Q13200;H7C2Q3;H7C1H2;C9JPC0,Q13200,18;4;4;4,18;4;4;4,18;4;4;4,26S proteasome non-ATPase regulatory subunit 2,PSMD2,sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3,18,18,28.4,908
SRSF9,1.9875575993,0.00733581700861638,1,Q13242;S4R3G0;H0YIB4,Q13242;S4R3G0;H0YIB4,5;5;4,4;4;4,4;4;4,Serine/arginine-rich splicing factor 9,SRSF9,sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1;tr|S4R3G0|S4R3G0_HUMAN Serine/arginine-rich-splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1;tr|H0YIB4|H0YIB4_HUMAN Serine/arginine-rich-spl,5,4,19,221
TRIM28,0.157902508,0.574627477481803,0,Q13263;M0R0K9;M0R3C0;M0R2I3,Q13263;M0R0K9,16;8;2;1,16;8;2;1,16;8;2;1,Transcription intermediary factor 1-beta,TRIM28,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5;tr|M0R0K9|M0R0K9_HUMAN Transcription intermediary factor 1-beta (Fragment) OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=1,16,16,26.6,835
DHRS2,0.352224589,0.254647154507902,0,Q13268;C9JZP6;H0YJG9;H0YJP4,Q13268;C9JZP6;H0YJG9,15;13;10;6,15;13;10;6,15;13;10;6,"Dehydrogenase/reductase SDR family member 2, mitochondrial",DHRS2,"sp|Q13268|DHRS2_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 SV=4;tr|C9JZP6|C9JZP6_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 S",15,15,50.7,280
G3BP1,-0.0220838573,0.920849616437071,0,Q13283;E5RIZ6;E5RI46;E5RIF8;E5RH42;E5RJU8;E5RH00;D6R9X5;D6R9A4,Q13283,15;7;6;6;6;6;3;2;2,15;7;6;6;6;6;3;2;2,13;5;4;4;4;4;1;0;0,Ras GTPase-activating protein-binding protein 1,G3BP1,sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,15,13,34.3,466
EIF3I,-0.4044898727,0.166137794698304,0,Q13347;Q5TFK1,Q13347,16;5,16;5,16;5,Eukaryotic translation initiation factor 3 subunit I,EIF3I,sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1,16,16,63.1,325
UBE2V1;TMEM189-UBE2V1,1.4210937331,0.00508000694219388,1,Q13404;G3V2F7;I3L0A0;A0A0A0MSL3;E5RIF1;D6RG00;H0YBX6,Q13404;G3V2F7;I3L0A0;A0A0A0MSL3,8;6;6;5;1;1;1,8;6;6;5;1;1;1,6;4;4;4;0;0;0,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1;TMEM189-UBE2V1,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|G3V2F7|G3V2F7_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=4 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Ho,8,6,46.3,147
DYNC1I2,0.874575609,0.138109176000597,0,Q13409;E9PGG1;E7EU01;E7EUM4;E7ERR6;E7ERH4;E7ET01;E7ETL8;E7EQU2;E7ESD3;E7EMU4;E7EV09;E7EQL5,Q13409,5;1;1;1;1;1;1;1;1;1;1;1;1,5;1;1;1;1;1;1;1;1;1;1;1;1,5;1;1;1;1;1;1;1;1;1;1;1;1,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,sp|Q13409|DC1I2_HUMAN Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3,5,5,17.1,638
SF3B2,0.2864879741,0.416217784323186,0,Q13435;E9PPJ0;E9PJ04;H0YCG1;E9PJT3;H0YEX5;E9PIL8,Q13435;E9PPJ0;E9PJ04;H0YCG1,11;9;6;6;5;3;1,11;9;6;6;5;3;1,11;9;6;6;5;3;1,Splicing factor 3B subunit 2,SF3B2,sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2;tr|E9PPJ0|E9PPJ0_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=1;tr|E9PJ04|E9PJ04_HUMAN Splicing factor 3B subunit 2 (Fragment) OS=H,11,11,20,895
PDAP1,0.6023627493,0.158458524259091,0,Q13442,Q13442,4,4,4,28 kDa heat- and acid-stable phosphoprotein,PDAP1,sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,4,4,23.8,181
TUBB3,0.613414113,0.0922406075199575,0,Q13509;A0A0B4J269;G3V2A3;G3V5W4;G3V2R8;G3V3R4;G3V2N6;G3V542;G3V3J6;G3V3W7,Q13509;A0A0B4J269,28;27;8;4;4;4;4;1;1;1,7;6;2;3;3;3;3;1;1;1,7;6;2;3;3;3;3;1;1;1,Tubulin beta-3 chain,TUBB3,sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2;tr|A0A0B4J269|A0A0B4J269_HUMAN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1,28,7,54.4,450
DCTN2,1.0911535536,0.00784872235768348,1,Q13561;F8W1I6;F8VW18;H0YI98;F8VRV7;H0YHL1;F8VX93;F8W0U6,Q13561;F8W1I6;F8VW18,15;12;9;7;6;5;5;1,15;12;9;7;6;5;5;1,15;12;9;7;6;5;5;1,Dynactin subunit 2,DCTN2,sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4;tr|F8W1I6|F8W1I6_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=1;tr|F8VW18|F8VW18_HUMAN Dynactin subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=DCTN2 P,15,15,42.4,401
TRA2A,-0.0162149147,0.971506962973955,0,Q13595,Q13595,2,2,2,Transformer-2 protein homolog alpha,TRA2A,sp|Q13595|TRA2A_HUMAN Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1,2,2,6.4,282
SNX1,0.4539273032,0.119572175112966,0,Q13596;H0YK42;H0YK43;H0YKT3,Q13596;H0YK42,7;6;1;1,7;6;1;1,6;5;1;1,Sorting nexin-1,SNX1,sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3;tr|H0YK42|H0YK42_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1,7,6,15.7,522
