WSB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
NLN,-0.2861971878,0.0584875848823223,0,Q9BYT8;H0YAF7;H0YAK4;E9PCB6,Q9BYT8;H0YAF7;H0YAK4;E9PCB6,3;2;2;2,3;2;2;2,3;2;2;2,"Neurolysin, mitochondrial",NLN,"sp|Q9BYT8|NEUL_HUMAN Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1;tr|H0YAF7|H0YAF7_HUMAN Neurolysin, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=2;tr|H0YAK4|H0YAK4_HUMAN Neurolysin, mitochondrial (Fragment) OS=Homo",3,3,6.4,704
RAB34,-0.1413188514,0.451646518827187,0,Q9BZG1;V9GY61;K7EJW7;K7EIF2;H7C0Y7;C9JBG0;Q96PJ7;E7ES60;C9JY26,Q9BZG1;V9GY61;K7EJW7;K7EIF2;H7C0Y7;C9JBG0;Q96PJ7;E7ES60,4;3;3;3;3;3;3;3;1,4;3;3;3;3;3;3;3;1,4;3;3;3;3;3;3;3;1,Ras-related protein Rab-34,RAB34,"sp|Q9BZG1|RAB34_HUMAN Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1;tr|V9GY61|V9GY61_HUMAN Ras-related protein Rab-34, isoform NARR (Fragment) OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=8;tr|K7EJW7|K7EJW7_HUMAN Ras-related protein Rab",4,4,13.9,259
DPY30,0.8137249061,0.540730788518626,0,Q9C005,Q9C005,2,2,2,Protein dpy-30 homolog,DPY30,sp|Q9C005|DPY30_HUMAN Protein dpy-30 homolog OS=Homo sapiens OX=9606 GN=DPY30 PE=1 SV=1,2,2,27.3,99
UBE2O,0.2041981609,0.674239041347027,0,Q9C0C9;K7ES11;K7EQ12,Q9C0C9,9;4;2,9;4;2,9;4;2,E2/E3 hybrid ubiquitin-protein ligase UBE2O,UBE2O,sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3,9,9,10.3,1292
NAT10,0.0290267273,0.896124860479218,0,Q9H0A0;A0A087WV29;E9PJN6;E9PMU0,Q9H0A0;A0A087WV29,9;7;1;1,9;7;1;1,9;7;1;1,N-acetyltransferase 10,NAT10,sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2;tr|A0A087WV29|A0A087WV29_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=1,9,9,11.7,1025
KLC2,-0.1719446955,0.460537438121327,0,Q9H0B6;E9PQ02;A8MX29;E9PI24;E9PP09;C9JHT2;E9PM83;A8MZ87,Q9H0B6;E9PQ02;A8MX29;E9PI24;E9PP09;C9JHT2;E9PM83;A8MZ87,4;3;3;2;2;2;2;2,4;3;3;2;2;2;2;2,3;2;2;2;2;2;2;1,Kinesin light chain 2,KLC2,sp|Q9H0B6|KLC2_HUMAN Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1;tr|E9PQ02|E9PQ02_HUMAN Kinesin light chain (Fragment) OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1;tr|A8MX29|A8MX29_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC2 ,4,3,9.2,622
ILKAP;ILKAP3,-1.3654043269,0.211067896153207,0,Q9H0C8;E9PC05;F8SNU7;F8SNU6;H7C2I8,Q9H0C8;E9PC05;F8SNU7,4;3;2;1;1,4;3;2;1;1,4;3;2;1;1,Integrin-linked kinase-associated serine/threonine phosphatase 2C,ILKAP;ILKAP3,sp|Q9H0C8|ILKAP_HUMAN Integrin-linked kinase-associated serine/threonine phosphatase 2C OS=Homo sapiens OX=9606 GN=ILKAP PE=1 SV=1;tr|E9PC05|E9PC05_HUMAN Integrin-linked kinase-associated serine/threonine phosphatase 2C (Fragment) OS=Homo sapiens OX=9606 G,4,4,12,392
XRN2,-0.3459367177,0.0254467984341517,0,Q9H0D6,Q9H0D6,10,10,10,5-3 exoribonuclease 2,XRN2,sp|Q9H0D6|XRN2_HUMAN 5-3 exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2 PE=1 SV=1,10,10,11.9,950
DDX47,-0.1529191776,0.185760242134178,0,Q9H0S4;F5H1N9,Q9H0S4,7;1,7;1,7;1,Probable ATP-dependent RNA helicase DDX47,DDX47,sp|Q9H0S4|DDX47_HUMAN Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1,7,7,17.8,455
RAB1B,-0.1929947257,0.115110276423645,0,Q9H0U4;E9PLD0;Q92928;P59190;A0A2R8YDI9;H0YLJ8;H0YL94;G3V196;A0A2R8YFB8,Q9H0U4;E9PLD0,17;13;8;1;1;1;1;1;1,17;13;8;1;1;1;1;1;1,7;7;4;0;0;0;0;0;0,Ras-related protein Rab-1B,RAB1B,sp|Q9H0U4|RAB1B_HUMAN Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1;tr|E9PLD0|E9PLD0_HUMAN Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1,17,7,81.6,201
EHD4,-0.0067702648,0.972554565907071,0,Q9H223,Q9H223,10,9,7,EH domain-containing protein 4,EHD4,sp|Q9H223|EHD4_HUMAN EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,10,7,24.4,541
PNN,-0.3061583014,0.27591287938047,0,Q9H307;G3V5F0;G3V579,Q9H307,4;1;1,4;1;1,4;1;1,Pinin,PNN,sp|Q9H307|PININ_HUMAN Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5,4,4,7.1,717
BOLA2;BOLA2B,-0.0093360327,0.929954934986859,0,Q9H3K6;H3BV85;A0A087WZT3;H3BTW0;A0A0B4J295;H3BVE0;H3BPT9,Q9H3K6;H3BV85;A0A087WZT3;H3BTW0;A0A0B4J295;H3BVE0,6;5;4;3;3;3;2,6;5;4;3;3;3;2,6;5;4;3;3;3;2,BolA-like protein 2,BOLA2;BOLA2B,sp|Q9H3K6|BOLA2_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1;tr|H3BV85|H3BV85_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2B PE=1 SV=2;tr|A0A087WZT3|A0A087WZT3_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2B,6,6,60.5,86
TMX1,-0.715275314,0.0370648840776047,0,Q9H3N1;G3V448,Q9H3N1,4;1,4;1,4;1,Thioredoxin-related transmembrane protein 1,TMX1,sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1,4,4,17.1,280
EHD1,-0.0340421892,0.889291628234464,0,Q9H4M9;A0A024R571;C9JC03;C9JIJ3;C9IZH1;C9J2Z4;C9JDQ8,Q9H4M9;A0A024R571;C9JC03;C9JIJ3;C9IZH1,12;10;8;6;6;4;3,12;10;8;6;6;4;3,5;3;1;3;3;0;0,EH domain-containing protein 1,EHD1,sp|Q9H4M9|EHD1_HUMAN EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2;tr|A0A024R571|A0A024R571_HUMAN EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=1;tr|C9JC03|C9JC03_HUMAN EH domain-containing protein 1 (Fra,12,5,27,534
NOL6,-0.3623944106,0.0667882518064118,0,Q9H6R4;A0A0A0MRW6;A0A0C4DFX0,Q9H6R4;A0A0A0MRW6,6;5;1,6;5;1,6;5;1,Nucleolar protein 6,NOL6,sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2;tr|A0A0A0MRW6|A0A0A0MRW6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=1,6,6,7.2,1146
PTGES2,0.2253782431,0.573285541337257,0,Q9H7Z7;X6RJ95;A6NHH0,Q9H7Z7;X6RJ95,6;3;2,6;3;2,6;3;2,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,PTGES2,sp|Q9H7Z7|PGES2_HUMAN Prostaglandin E synthase 2 OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=1;tr|X6RJ95|X6RJ95_HUMAN Prostaglandin E synthase 2 (Fragment) OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=1,6,6,24.4,377
UBE2Z,-0.5805437212,0.00619570340964778,0,Q9H832;I3L286;I3L4C5;H0Y9X8;D6RB11,Q9H832,7;3;1;1;1,7;3;1;1;1,7;3;1;1;1,Ubiquitin-conjugating enzyme E2 Z,UBE2Z,sp|Q9H832|UBE2Z_HUMAN Ubiquitin-conjugating enzyme E2 Z OS=Homo sapiens OX=9606 GN=UBE2Z PE=1 SV=2,7,7,27.4,354
MOB1A;MOB1B,-0.514909879,0.0603055325194207,0,Q9H8S9;Q7L9L4;D6RCK3,Q9H8S9;Q7L9L4;D6RCK3,4;3;2,4;3;2,4;3;2,MOB kinase activator 1A;MOB kinase activator 1B,MOB1A;MOB1B,sp|Q9H8S9|MOB1A_HUMAN MOB kinase activator 1A OS=Homo sapiens OX=9606 GN=MOB1A PE=1 SV=4;sp|Q7L9L4|MOB1B_HUMAN MOB kinase activator 1B OS=Homo sapiens OX=9606 GN=MOB1B PE=1 SV=3;tr|D6RCK3|D6RCK3_HUMAN MOB kinase activator 1B (Fragment) OS=Homo sapiens OX=9,4,4,22.2,216
SFXN1,-0.1862119378,0.226464852716138,0,Q9H9B4;D6RDG7;S4R2X2;D6RFI0;D6RAE9,Q9H9B4;D6RDG7;S4R2X2;D6RFI0,7;5;5;5;3,6;5;5;5;3,6;5;5;5;3,Sideroflexin-1,SFXN1,sp|Q9H9B4|SFXN1_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4;tr|D6RDG7|D6RDG7_HUMAN Sideroflexin-1 (Fragment) OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=1;tr|S4R2X2|S4R2X2_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=1;tr|,7,6,27.6,322
GRPEL1,-0.3331259051,0.101662629318142,0,Q9HAV7,Q9HAV7,7,7,7,"GrpE protein homolog 1, mitochondrial",GRPEL1,"sp|Q9HAV7|GRPE1_HUMAN GrpE protein homolog 1, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2",7,7,37.8,217
C12orf10,-0.1234094713,0.263413528266301,0,Q9HB07;F8VQQ3;F8VR84;H3BPH3,Q9HB07;F8VQQ3;F8VR84,11;9;8;1,11;9;8;1,11;9;8;1,"UPF0160 protein MYG1, mitochondrial",C12orf10,sp|Q9HB07|MYG1_HUMAN MYG1 exonuclease OS=Homo sapiens OX=9606 GN=MYG1 PE=1 SV=3;tr|F8VQQ3|F8VQQ3_HUMAN MYG1 exonuclease OS=Homo sapiens OX=9606 GN=MYG1 PE=1 SV=1;tr|F8VR84|F8VR84_HUMAN MYG1 exonuclease OS=Homo sapiens OX=9606 GN=MYG1 PE=1 SV=1,11,11,34,376
CACYBP,-0.4847191085,0.251362901642756,0,Q9HB71;B2ZWH1,Q9HB71,10;2,10;2,10;2,Calcyclin-binding protein,CACYBP,sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,10,10,55.3,228
APOBEC3G,-0.0738012518,0.477246110457662,0,Q9HC16,Q9HC16,1,1,1,DNA dC->dU-editing enzyme APOBEC-3G,APOBEC3G,sp|Q9HC16|ABC3G_HUMAN DNA dC->dU-editing enzyme APOBEC-3G OS=Homo sapiens OX=9606 GN=APOBEC3G PE=1 SV=1,1,1,3.1,384
MCCC2,-0.1568268037,0.901379090171495,0,Q9HCC0;D6RD67,Q9HCC0;D6RD67,3;2,3;2,3;2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,"sp|Q9HCC0|MCCB_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=1;tr|D6RD67|D6RD67_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=2",3,3,6,563
RAB18,0.0911047768,0.527283560153741,0,Q9NP72;A0A087X163;Q5W0J0;H0Y6T8,Q9NP72;A0A087X163;Q5W0J0,4;3;2;1,4;3;2;1,4;3;2;1,Ras-related protein Rab-18,RAB18,sp|Q9NP72|RAB18_HUMAN Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1;tr|A0A087X163|A0A087X163_HUMAN Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1;tr|Q5W0J0|Q5W0J0_HUMAN Ras-related protein Rab-18 OS=Homo sapie,4,4,22.3,206
EXOSC4,0.2680280098,0.2911771438171,0,Q9NPD3;E9PPI9;E9PI41,Q9NPD3;E9PPI9;E9PI41,6;3;3,6;3;3,6;3;3,Exosome complex component RRP41,EXOSC4,sp|Q9NPD3|EXOS4_HUMAN Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3;tr|E9PPI9|E9PPI9_HUMAN Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=1;tr|E9PI41|E9PI41_HUMAN Exosome complex component RRP41 (Fra,6,6,25.3,245
NOP10,0.5668553683,0.0211860624315101,0,Q9NPE3;H0YM60,Q9NPE3,4;1,4;1,4;1,H/ACA ribonucleoprotein complex subunit 3,NOP10,sp|Q9NPE3|NOP10_HUMAN H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1,4,4,73.4,64
LZTFL1,-0.1188931611,0.819504379711562,0,Q9NQ48;H7C488,Q9NQ48,3;1,3;1,3;1,Leucine zipper transcription factor-like protein 1,LZTFL1,sp|Q9NQ48|LZTL1_HUMAN Leucine zipper transcription factor-like protein 1 OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1,3,3,18.1,299
TIGAR,-0.010016052,0.926306586490738,0,Q9NQ88;A0A0U1RQD1,Q9NQ88,8;3,8;3,8;3,"Fructose-2,6-bisphosphatase TIGAR",TIGAR,"sp|Q9NQ88|TIGAR_HUMAN Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1",8,8,33,270
RTN4,0.1511039365,0.189002660498684,0,Q9NQC3,Q9NQC3,7,7,2,Reticulon-4,RTN4,sp|Q9NQC3|RTN4_HUMAN Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,7,2,11.3,1192
RPRD1B,-0.0269590137,0.822070421942115,0,Q9NQG5;A2A2M0,Q9NQG5,5;2,5;2,5;2,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B,sp|Q9NQG5|RPR1B_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1,5,5,20.6,326
NIT2,-0.4477880739,0.063348970954223,0,Q9NQR4;H7C579;F8WF70,Q9NQR4;H7C579,6;5;2,6;5;2,6;5;2,Omega-amidase NIT2,NIT2,sp|Q9NQR4|NIT2_HUMAN Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1;tr|H7C579|H7C579_HUMAN Omega-amidase NIT2 (Fragment) OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=8,6,6,34.1,276
EXOSC3,1.0990306209,0.0125868950807517,1,Q9NQT5,Q9NQT5,2,2,2,Exosome complex component RRP40,EXOSC3,sp|Q9NQT5|EXOS3_HUMAN Exosome complex component RRP40 OS=Homo sapiens OX=9606 GN=EXOSC3 PE=1 SV=3,2,2,11.3,275
ANLN,-0.2593038233,0.610296548253775,0,Q9NQW6;H7C3S1;H7C1C2;H7C0Y6;H7C167,Q9NQW6,6;2;2;1;1,6;2;2;1;1,6;2;2;1;1,Actin-binding protein anillin,ANLN,sp|Q9NQW6|ANLN_HUMAN Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2,6,6,7.7,1124
XPNPEP1,0.0856950373,0.620656168168817,0,Q9NQW7;Q5T6H3;Q5T6H2;Q5T6H7,Q9NQW7;Q5T6H3;Q5T6H2;Q5T6H7,6;4;4;4,6;4;4;4,6;4;4;4,Xaa-Pro aminopeptidase 1,XPNPEP1,sp|Q9NQW7|XPP1_HUMAN Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=3;tr|Q5T6H3|Q5T6H3_HUMAN Xaa-Pro aminopeptidase 1 (Fragment) OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=1;tr|Q5T6H2|Q5T6H2_HUMAN Xaa-Pro aminopeptidase 1 (Fragment) OS,6,6,13.5,623
PDLIM7,-0.0899658477,0.379481188184211,0,Q9NR12;D6RF83;H7BYK4;D6RH06;D6RAN1;H0Y8W6,Q9NR12;D6RF83;H7BYK4;D6RH06;D6RAN1,5;4;4;4;3;1,5;4;4;4;3;1,5;4;4;4;3;1,PDZ and LIM domain protein 7,PDLIM7,sp|Q9NR12|PDLI7_HUMAN PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|D6RF83|D6RF83_HUMAN PDZ and LIM domain protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|H7BYK4|H7BYK4_HUMAN PDZ and LIM domain protein 7 (F,5,5,12.5,457
DDX21,0.1012514589,0.585062664741603,0,Q9NR30,Q9NR30,22,22,20,Nucleolar RNA helicase 2,DDX21,sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,22,20,37,783
SAR1A;SAR1B,-1.2184678007,0.258277674742252,0,Q9NR31;Q5SQT8;Q9Y6B6;X1WI22;D6RAA2;D6RDB2;D6RD69;H0Y5E8,Q9NR31;Q5SQT8;Q9Y6B6;X1WI22;D6RAA2;D6RDB2;D6RD69,4;3;2;2;2;2;2;1,4;3;2;2;2;2;2;1,4;3;2;2;2;2;2;1,GTP-binding protein SAR1a;GTP-binding protein SAR1b,SAR1A;SAR1B,sp|Q9NR31|SAR1A_HUMAN GTP-binding protein SAR1a OS=Homo sapiens OX=9606 GN=SAR1A PE=1 SV=1;tr|Q5SQT8|Q5SQT8_HUMAN GTP-binding protein SAR1a OS=Homo sapiens OX=9606 GN=SAR1A PE=1 SV=1;sp|Q9Y6B6|SAR1B_HUMAN GTP-binding protein SAR1b OS=Homo sapiens OX=9606 G,4,4,29.8,198
NANS,0.063864283,0.62390939863364,0,Q9NR45;Q5TBR0;Q5TBR1,Q9NR45,8;1;1,8;1;1,8;1;1,Sialic acid synthase,NANS,sp|Q9NR45|SIAS_HUMAN Sialic acid synthase OS=Homo sapiens OX=9606 GN=NANS PE=1 SV=2,8,8,33.1,359
EIF2B3,-0.0164446316,0.932172335825132,0,Q9NR50;H0Y580;A0A0D9SEN0,Q9NR50;H0Y580,7;5;1,7;5;1,7;5;1,Translation initiation factor eIF-2B subunit gamma,EIF2B3,sp|Q9NR50|EI2BG_HUMAN Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1;tr|H0Y580|H0Y580_HUMAN Translation initiation factor eIF-2B subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1,7,7,20.6,452
POLE3,-0.2311556388,0.233301283245026,0,Q9NRF9,Q9NRF9,4,4,4,DNA polymerase epsilon subunit 3,POLE3,sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens OX=9606 GN=POLE3 PE=1 SV=1,4,4,44.9,147
CHRAC1,0.1108781779,0.284966303162384,0,Q9NRG0;E5RGS9,Q9NRG0;E5RGS9,2;1,2;1,2;1,Chromatin accessibility complex protein 1,CHRAC1,sp|Q9NRG0|CHRC1_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1;tr|E5RGS9|E5RGS9_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1,2,2,17.6,131
AASDHPPT,-0.548000196,0.00359982504272595,0,Q9NRN7;E9PNF3;E9PLW6,Q9NRN7;E9PNF3;E9PLW6,6;3;3,6;3;3,6;3;3,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,AASDHPPT,sp|Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens OX=9606 GN=AASDHPPT PE=1 SV=2;tr|E9PNF3|E9PNF3_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (Fragment) OS=Hom,6,6,20.1,309
HEBP1,-0.9315829787,0.00117957958633044,0,Q9NRV9;A0A3B3IRV5;F5GWX2;H0YG71,Q9NRV9;A0A3B3IRV5,8;7;3;1,8;7;3;1,8;7;3;1,Heme-binding protein 1,HEBP1,sp|Q9NRV9|HEBP1_HUMAN Heme-binding protein 1 OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1;tr|A0A3B3IRV5|A0A3B3IRV5_HUMAN Heme-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1,8,8,50.3,189
APOBEC3C,-0.1239317499,0.427362585686,0,Q9NRW3,Q9NRW3,1,1,1,DNA dC->dU-editing enzyme APOBEC-3C,APOBEC3C,sp|Q9NRW3|ABC3C_HUMAN DNA dC->dU-editing enzyme APOBEC-3C OS=Homo sapiens OX=9606 GN=APOBEC3C PE=1 SV=2,1,1,6.3,190
PHPT1,-0.2519381063,0.15856491375992,0,Q9NRX4,Q9NRX4,2,2,2,14 kDa phosphohistidine phosphatase,PHPT1,sp|Q9NRX4|PHP14_HUMAN 14 kDa phosphohistidine phosphatase OS=Homo sapiens OX=9606 GN=PHPT1 PE=1 SV=1,2,2,28.8,125
FARSB,0.1177208055,0.332864724070993,0,Q9NSD9,Q9NSD9,14,14,14,Phenylalanine--tRNA ligase beta subunit,FARSB,sp|Q9NSD9|SYFB_HUMAN Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,14,14,29.7,589
IARS2,-0.8060985734,0.0611819912054223,0,Q9NSE4,Q9NSE4,5,5,5,"Isoleucine--tRNA ligase, mitochondrial",IARS2,"sp|Q9NSE4|SYIM_HUMAN Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=IARS2 PE=1 SV=2",5,5,6.4,1012
ATG3,-0.5268649078,0.0141358997731253,0,Q9NT62;F8WDI0,Q9NT62;F8WDI0,5;3,5;3,5;3,Ubiquitin-like-conjugating enzyme ATG3,ATG3,sp|Q9NT62|ATG3_HUMAN Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1;tr|F8WDI0|F8WDI0_HUMAN Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1,5,5,16.9,314
FAM49B,-0.1684312298,0.195215188378896,0,Q9NUQ9;A0A1W2PRQ0;A0A087X178;Q9H0Q0;E5RJE1;E5RIR8;E5RJL8;E5RI16,Q9NUQ9;A0A1W2PRQ0;A0A087X178,7;6;4;2;1;1;1;1,7;6;4;2;1;1;1;1,7;6;4;2;1;1;1;1,Protein FAM49B,FAM49B,sp|Q9NUQ9|CYRIB_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1;tr|A0A1W2PRQ0|A0A1W2PRQ0_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1;tr|A0A087X178|A0A087X178_HUMAN CYFIP-related Rac1 int,7,7,26.9,324
DDX19A,-0.5511986393,0.0366934134477023,0,Q9NUU7;I3L0H8;H3BTB3;J3QRH0;H3BSL8;H3BP36;H3BP50,Q9NUU7;I3L0H8,14;12;4;2;2;1;1,14;12;4;2;2;1;1,2;2;2;2;2;1;1,ATP-dependent RNA helicase DDX19A,DDX19A,sp|Q9NUU7|DD19A_HUMAN ATP-dependent RNA helicase DDX19A OS=Homo sapiens OX=9606 GN=DDX19A PE=1 SV=1;tr|I3L0H8|I3L0H8_HUMAN ATP-dependent RNA helicase DDX19A OS=Homo sapiens OX=9606 GN=DDX19A PE=1 SV=1,14,2,43.3,478
IMP3,-0.5027128159,0.142518697784245,0,Q9NV31,Q9NV31,2,2,2,U3 small nucleolar ribonucleoprotein protein IMP3,IMP3,sp|Q9NV31|IMP3_HUMAN U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens OX=9606 GN=IMP3 PE=1 SV=1,2,2,12,184
ATAD3A;ATAD3B,0.7360097488,0.102494075423628,0,Q9NVI7;Q5T9A4;A0A5K1VW56;Q5T2N8;Q5SV16,Q9NVI7;Q5T9A4;A0A5K1VW56,5;3;3;1;1,5;3;3;1;1,5;3;3;1;1,ATPase family AAA domain-containing protein 3A;ATPase family AAA domain-containing protein 3B,ATAD3A;ATAD3B,sp|Q9NVI7|ATD3A_HUMAN ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2;sp|Q5T9A4|ATD3B_HUMAN ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1;tr|A0A5K1VW56|A0A5K1VW56_HUMAN,5,5,7.4,634
DDX18,0.011794031,0.964866261921348,0,Q9NVP1;H7C452,Q9NVP1,13;2,13;2,13;2,ATP-dependent RNA helicase DDX18,DDX18,sp|Q9NVP1|DDX18_HUMAN ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2,13,13,21.8,670
PNPO,-0.396163171,0.0193986689111639,0,Q9NVS9;J3QQV6;J3QQZ9;A0A286YFL3,Q9NVS9;J3QQV6;J3QQZ9;A0A286YFL3,7;6;6;4,7;6;6;4,7;6;6;4,Pyridoxine-5-phosphate oxidase,PNPO,sp|Q9NVS9|PNPO_HUMAN Pyridoxine-5-phosphate oxidase OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=1;tr|J3QQV6|J3QQV6_HUMAN Pyridoxine-5-phosphate oxidase (Fragment) OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=2;tr|J3QQZ9|J3QQZ9_HUMAN Pyridoxine-5-phosphate oxidas,7,7,40.2,261
