Gene_names,DTL_vs_BirA_logFC,DTL_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DTL_N1,Peptides_DTL_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DTL_N1,Razor___unique_peptides_DTL_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DTL_N1,Unique_peptides_DTL_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DTL_N1,Identification_type_DTL_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DTL_N1,Ratio_H_L_DTL_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DTL_N1,Ratio_H_L_normalized_DTL_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DTL_N1,Ratio_H_L_variability_____DTL_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DTL_N1,Ratio_H_L_count_DTL_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DTL_N1,Ratio_H_L_iso_count_DTL_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DTL_N1,Ratio_H_L_type_DTL_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DTL_N1____,Sequence_coverage_DTL_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DTL_N1,Intensity_L_DTL_N1,Intensity_H_DTL_N1,Intensity_DTL_N2,Intensity_L_DTL_N2,Intensity_H_DTL_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DTL_N1,metacell_Intensity_L_DTL_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
PABPC1,1.81603416422481,0.00257670915285676,P11940;A0A087WTT1;E7ERJ7;E7EQV3;H0YAR2;Q9H361;H0YBN4;H0YB86;E5RGH3;E5RJB9;H0YAP2;E5RH24;H0YB75;H0YAS7;H0YAS6;H0YEQ8;E5RHG7;Q4VXU2;H0YC10;E5RGC4;H0YCC8;E5RFD8,P11940;A0A087WTT1;E7ERJ7;E7EQV3;H0YAR2,25;25;24;24;14;12;8;7;7;7;7;6;3;3;3;3;3;3;2;1;1;1,25;25;24;24;14;12;8;7;7;7;7;6;3;3;3;3;3;3;2;1;1;1,14;14;14;14;11;8;2;5;1;0;7;0;2;2;2;0;0;1;2;0;0;0,Polyadenylate-binding protein 1;Polyadenylate-binding protein,sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2;tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1;tr|E7ERJ7|E7ERJ7_HUMAN Polyadenylate-binding protein ,22,25,25,14,13,9,21,21,13,9,21,21,7,3,12,11,40.1,40.1,21.5,70.67,636,636;522;604;591;284;631;174;165;108;129;131;118;183;136;169;112;75;614;42;43;197;61,0.0,125.44,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27203,0.84853,24.506,72,19,Leave out requantified,0.28925,0.29623,0.28347,0.25937,1.011,0.81202,0.8101,0.85602,26.856,6.3873,13.783,29.673,13,10,23,26,6,2,5,6,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,17.8,12.1,33.2,37.1,7665500000,5889800000,1775700000,646060000,473700000,172370000,588390000,439950000,148430000,2879300000,2209200000,670100000,3551700000,2766900000,784790000,,,,14,979;1088;1388;2079;3142;4426;4859;4865;4866;5893;7158;7531;7566;7600;7601;7872;11791;11981;12565;13398;14057;14090;14186;14187;18586,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1019;1134;1452;2180;3280;4606;5059;5066;5067;6162;7505;7889;7924;7962;7963;8245;12326;12516;13116;13964;14645;14678;14775;14776;19333,2854;2855;2856;3202;3203;3204;3205;3206;4154;4155;4156;4157;6319;6320;6321;9234;9235;12663;12664;12665;12666;13888;13889;13912;13913;13914;13915;16983;16984;20811;20812;20813;20814;21889;21977;21978;22077;22078;22079;22080;22081;22082;22083;22084;22085;22814;22815;22816;22817;34059;34592;34593;34594;36196;36197;38366;38367;38368;38369;40299;40300;40406;40645;40646;40647;40648;40649;40650;40651;40652;40653;53397;53398;53399;53400,5477;5478;5479;5480;5481;5482;6118;6119;6120;6121;6122;6123;6124;6125;6126;6127;6128;8054;8055;8056;8057;8058;8059;8060;12529;12530;12531;12532;18038;18039;18040;24267;24268;24269;24270;24271;24272;24273;24274;24275;24276;24277;24278;24279;24280;26640;26641;26642;26643;26644;26704;26705;26706;26707;26708;26709;26710;32468;32469;39966;39967;39968;39969;39970;41912;41913;41914;42083;42084;42085;42249;42250;42251;42252;42253;42254;42255;42256;42257;42258;42259;42260;42261;42262;42263;42264;43668;43669;43670;43671;43672;43673;43674;43675;43676;43677;64278;65301;65302;65303;65304;65305;68297;68298;68299;68300;68301;68302;68303;72124;72125;72126;72127;72128;72129;72130;75741;75742;75743;75744;75919;76344;76345;76346;76347;76348;76349;76350;76351;76352;76353;76354;76355;76356;76357;76358;76359;101118;101119;101120;101121;101122;101123;101124;101125;101126;101127;101128;101129;101130;101131;101132;101133;101134;101135;101136,5478;6119;8059;12532;18039;24270;26643;26705;26709;32469;39967;41913;42085;42251;42263;43672;64278;65303;68300;72124;75741;75919;76349;76357;101130,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_15,quanti,quanti,quanti,quanti
PYCR2,1.23644116285524,0.0340647479204321,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9;A0A087WX69;A0A087WZF0,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9,6;6;5;3;1;1,5;5;4;2;1;1,5;5;4;2;1;1,Pyrroline-5-carboxylate reductase 2;Pyrroline-5-carboxylate reductase,sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|J3KR12|J3KR12_HUMAN Uncharacterized protei,6,6,5,5,3,3,5,5,2,2,4,4,2,2,4,4,25.6,21.6,21.6,33.637,320,320;246;359;319;87;157,0.0,7.6203,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51079,1.1885,20.496,13,4,Leave out requantified,0.58045,0.4806,0.49159,0.40938,1.4289,1.2016,1.108,1.0186,7.9277,35.738,18.422,75.346,2,2,5,4,0,0,2,2,Median,Median,Leave out requantified,Median,11.2,14.7,23.4,23.4,441960000,259840000,182120000,31401000,19066000,12335000,59603000,40066000,19536000,194510000,106590000,87918000,156460000,94122000,62334000,,,,15,4920;11219;13256;14224;14846;16850,True;True;True;False;True;True,5126;11725;13822;14814;15452;17541,14101;14102;14103;32453;38024;38025;40775;40776;40777;40778;40779;40780;40781;42556;42557;42558;42559;48495;48496;48497,27126;27127;27128;61350;71517;71518;71519;76564;76565;76566;76567;76568;76569;76570;76571;76572;76573;76574;76575;76576;76577;76578;76579;76580;76581;79908;79909;79910;79911;79912;79913;79914;79915;79916;79917;79918;79919;79920;79921;79922;79923;79924;79925;79926;79927;91882;91883,27128;61350;71517;76565;79916;91882,,,,,-1;-1;-1;-1;-1;-1,protein_16,quanti,quanti,quanti,quanti
MINOS1;MINOS1-NBL1,-19.776044059508,1.23212681169184e-07,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,MICOS complex subunit MIC10,sp|Q5TGZ0|MIC10_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A087WU07|A0A087WU07_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN MICOS complex subunit MIC1,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,59.0,59.0,59.0,8.8081,78,78;62;39;70;71,0.0,2.6043,By MS/MS,By MS/MS,,,0.43947,1.1147,6.7279,2,1,Median,0.4253,0.45411,,,1.0629,1.169,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,59.0,14.1,0.0,0.0,51101000,35019000,16082000,16839000,12962000,3876800,34262000,22057000,12205000,0,0,0,0,0,0,,,,18,11646;13692,True;True,12177;14264,33661;39189;39190,63531;73642;73643,63531;73643,,,,,-1;-1;-1;-1;-1,protein_19,imputed MEC,imputed MEC,quanti,quanti
CTNNBL1,-0.984421069605968,0.0793969692959276,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,7;7;1,7;7;1,7;7;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,7,7,7,2,3,3,5,2,3,3,5,2,3,3,5,15.8,15.8,15.8,65.173,563,563;568;166,0.0,6.7032,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48142,1.0108,31.148,10,6,Leave out requantified,0.45748,0.57255,0.5731,0.4241,1.2541,1.2588,1.11,0.98434,40.276,40.064,38.51,25.303,2,2,2,4,0,1,2,3,Median,Median,Median,Median,6.0,8.0,5.5,9.2,206280000,137810000,68475000,48875000,30647000,18228000,66051000,43718000,22333000,25490000,17702000,7788400,65866000,45741000,20126000,,,,23,4174;4519;6987;9744;11051;15385;18430,True;True;True;True;True;True;True,4350;4701;7322;10199;11548;16007;19168,11970;11971;12916;12917;20313;20314;28451;28452;32018;44128;44129;44130;52956,23024;23025;23026;24722;24723;39041;39042;54235;60563;83194;83195;83196;83197;100230,23026;24723;39041;54235;60563;83195;100230,,,,,-1;-1;-1,protein_24,quanti,quanti,quanti,quanti
SPCS2,1.45287401560108,0.00394091014312451,A0A087WUC6;Q15005;E9PRB9;E9PL01;E9PI68,A0A087WUC6;Q15005;E9PRB9;E9PL01;E9PI68,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Signal peptidase complex subunit 2,tr|A0A087WUC6|A0A087WUC6_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PRB9|E9PRB9_HUMAN Signal peptidase complex,5,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,19.4,19.4,19.4,25.09,227,227;226;87;157;257,0.0,2.4555,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46046,1.2392,8.0106,5,0,Leave out requantified,0.39914,0.50121,0.48364,0.33701,1.1148,1.2354,1.27,0.9725,,,4.5353,,1,1,2,1,0,0,0,0,Median,Median,Median,Median,8.4,8.4,19.4,19.4,264880000,173150000,91734000,21786000,15680000,6106200,27558000,17259000,10299000,95420000,59291000,36129000,120120000,80919000,39200000,,,,24,3875;12530,True;True,4047;13079,11175;11176;11177;11178;36107;36108,21582;21583;21584;21585;68135,21584;68135,,,,,-1;-1;-1;-1;-1,protein_25,quanti,quanti,quanti,quanti
HNRNPDL,1.48692090863134,0.00867885445165044,O14979;A0A087WUK2,O14979;A0A087WUK2,11;11,11;11,9;9,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,11,11,9,5,5,11,10,5,5,11,10,3,3,9,8,20.5,20.5,18.1,46.437,420,420;363,0.0,28.18,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27054,0.79515,24.729,43,13,Leave out requantified,0.30203,0.30965,0.30022,0.22593,1.0266,0.82943,0.7997,0.7592,17.454,10.792,54.866,15.227,7,6,16,14,1,3,5,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,12.1,12.1,20.5,20.5,7795400000,6109200000,1686100000,733490000,570320000,163170000,792320000,578360000,213960000,3380800000,2626700000,754140000,2888700000,2333900000,554880000,,,,27,2418;2419;2766;3938;4828;4863;11147;11148;12209;13173;14575,True;True;True;True;True;True;True;True;True;True;True,2526;2527;2889;4111;5026;5063;5064;11650;11651;12747;13735;15172,7232;7233;7234;8227;8228;8229;8230;11336;11337;11338;11339;11340;13782;13783;13901;13902;13903;13904;13905;13906;13907;13908;32265;32266;32267;32268;35233;35234;37782;37783;37784;37785;37786;37787;37788;37789;41755;41756;41757;41758;41759;41760;41761,14159;14160;14161;14162;14163;16121;16122;16123;16124;16125;16126;21867;21868;21869;21870;21871;21872;21873;21874;21875;21876;21877;26452;26453;26454;26455;26456;26457;26458;26459;26460;26461;26462;26672;26673;26674;26675;26676;26677;26678;26679;26680;26681;26682;26683;26684;26685;26686;26687;26688;26689;26690;26691;26692;26693;26694;26695;26696;26697;26698;26699;26700;61002;61003;61004;61005;61006;61007;61008;61009;61010;66548;66549;71077;71078;71079;71080;71081;71082;71083;71084;71085;71086;71087;71088;71089;71090;78381;78382;78383;78384;78385;78386;78387;78388;78389;78390,14160;14161;16122;21877;26454;26672;61002;61010;66548;71088;78385,,,,,-1;-1,protein_28,quanti,quanti,quanti,quanti
GPX1,0.874886375862779,0.0482943296926622,P07203;A0A087WUQ6;A0A2R8Y6B6,P07203;A0A087WUQ6;A0A2R8Y6B6,6;6;5,6;6;5,6;6;5,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens ,3,6,6,6,2,1,2,2,2,1,2,2,2,1,2,2,41.4,41.4,41.4,22.088,203,203;202;157,0.0,5.3673,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3086,0.73507,180.49,6,4,Median,6.0326,,0.3086,0.19243,20.649,,0.71978,0.58005,37.214,,31.306,5.1611,2,0,2,2,1,0,1,2,Median,Median,Median,Median,9.9,8.9,19.7,14.3,344430000,144530000,199900000,187400000,16408000,170990000,20086000,20086000,0,49755000,36819000,12935000,87186000,71215000,15970000,,,,28,3036;4230;4231;5421;9354;18741,True;True;True;True;True;True,3170;4408;4409;5669;9790;19491,8942;12127;12128;12129;15681;27234;53841,17483;23321;23322;23323;23324;30103;30104;52012;101953;101954;101955,17483;23322;23324;30103;52012;101954,,,,,-1;-1;-1,protein_29,quanti,quanti,quanti,quanti
EIF5B,-0.580931557125247,0.0816827340524557,O60841;A0A087WUT6,O60841;A0A087WUT6,7;7,7;7,7;7,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,7,7,7,4,5,3,5,4,5,3,5,4,5,3,5,10.4,10.4,10.4,138.83,1220,1220;1220,0.0,8.4179,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26323,0.77308,31.068,17,7,Leave out requantified,0.2905,0.31699,0.29292,0.25256,0.96312,0.86726,0.74262,0.74535,16.995,16.107,24.995,20.093,4,5,3,5,2,2,1,2,Median,Leave out requantified,Median,Leave out requantified,6.6,7.5,4.8,6.9,755060000,544660000,210390000,149510000,111110000,38401000,230380000,158660000,71719000,159090000,121570000,37515000,216080000,153320000,62759000,,,,29,5335;5970;6227;6590;7231;9390;9735,True;True;True;True;True;True;True,5575;6246;6528;6900;7578;9828;10189,15415;17237;17238;17239;17240;18106;18107;18108;19050;21012;27352;27353;27354;28404;28405;28406;28407,29579;33002;33003;33004;33005;33006;33007;34865;36517;40289;40290;52171;52172;52173;54132;54133;54134;54135;54136,29579;33007;34865;36517;40289;52171;54133,,,,,-1;-1,protein_30,quanti,quanti,quanti,quanti
ADRM1,-1.45567979638489,0.00787400217360911,Q16186;A0A087WUX6;A0A087WX59,Q16186;A0A087WUX6;A0A087WX59,2;2;2,2;2;2,2;2;2,Proteasomal ubiquitin receptor ADRM1,sp|Q16186|ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2;tr|A0A087WUX6|A0A087WUX6_HUMAN Proteasomal ubiquitin receptor ADRM1 (Fragment) OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=1;tr|A0A087WX59|A0A087WX59_HUMAN P,3,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,6.4,6.4,6.4,42.153,407,407;141;368,0.0,13.513,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.59236,1.7525,7.5708,6,0,Leave out requantified,0.56893,0.62899,0.59777,0.5152,1.7891,1.7399,1.461,1.6795,12.04,1.2036,,,2,2,1,1,0,0,0,0,Median,Median,Median,Median,6.4,6.4,3.7,3.7,261770000,153120000,108650000,65363000,39466000,25897000,108110000,57749000,50357000,32784000,19917000,12867000,55516000,35983000,19534000,,,,30,4706;15936,True;True,4895;16569,13428;13429;45676;45677;45678;45679,25744;25745;25746;25747;25748;86288;86289;86290;86291;86292;86293;86294;86295;86296;86297;86298;86299;86300;86301;86302;86303;86304;86305;86306,25745;86306,,,,,-1;-1;-1,protein_31,quanti,quanti,quanti,quanti
SPTBN1,1.39117135756281,0.00758001365177689,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,37;37;11,37;37;11,36;36;10,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,37,37,36,12,15,25,25,12,15,25,25,12,15,25,24,21.3,21.3,20.8,274.61,2364,2364;2366;690,0.0,61.747,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47665,1.1999,19.0,78,30,Leave out requantified,0.38968,0.55714,0.48462,0.34427,1.1263,1.2866,1.254,1.0925,30.866,20.836,13.618,14.696,12,15,26,25,4,2,12,12,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,7.3,9.3,14.7,14.3,3344900000,2115400000,1229500000,241110000,166900000,74205000,421280000,261770000,159510000,1374000000,829290000,544750000,1308400000,857430000,451000000,,,,31,1638;2465;3478;3797;4244;6167;7082;7517;7685;7686;8054;8476;8822;9304;9327;9592;10032;10045;10288;10572;10573;10775;11235;11378;12573;12887;13481;14388;15042;15053;15487;15772;16185;16285;16725;17343;18368,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1717;2579;3629;3968;4422;6465;7421;7875;8049;8050;8435;8874;9243;9738;9761;10038;10490;10505;10753;11051;11052;11259;11741;11889;13124;13442;14050;14981;15650;15662;16109;16401;16830;16937;17399;18057;19105,4974;4975;7367;7368;7369;10123;10954;12156;12157;17927;17928;17929;20581;20582;20583;21846;21847;21848;21849;22318;22319;22320;22321;23356;24595;25722;27073;27137;27993;29167;29168;29169;29205;29866;29867;30652;30653;30654;30655;30656;30657;30658;31227;32483;32484;32867;32868;32869;32870;36217;36218;37061;37062;38599;38600;41250;41251;43105;43106;43146;43147;43148;43149;44400;44401;45197;45198;46476;46477;46774;46775;46776;48048;48049;49934;49935;52785;52786,9839;9840;14441;14442;14443;14444;19642;21152;23363;23364;23365;23366;23367;34523;39507;39508;39509;41838;41839;41840;41841;41842;42713;42714;42715;44738;46839;49009;51611;51744;53283;55428;55429;55430;55431;55432;55516;55517;56581;56582;57990;57991;57992;57993;57994;57995;57996;57997;57998;57999;58000;58001;58002;58003;59073;61392;61393;62061;62062;62063;62064;68337;68338;69861;72523;72524;72525;72526;72527;77451;80927;80928;80929;81016;81017;81018;81019;81020;81021;83735;83736;85336;85337;85338;87919;87920;87921;88534;88535;88536;88537;88538;88539;88540;90927;90928;94711;94712;94713;94714;94715;99963;99964,9839;14441;19642;21152;23366;34523;39508;41838;42713;42714;44738;46839;49009;51611;51744;53283;55431;55517;56581;57991;58003;59073;61393;62063;68338;69861;72527;77451;80927;81018;83736;85337;87920;88535;90928;94712;99964,,,,,-1;-1;-1,protein_32,quanti,quanti,quanti,quanti
DDX50,20.0894530508101,5.91172030090167e-08,Q9BQ39;A0A087WVC1,Q9BQ39;A0A087WVC1,5;5,3;3,3;3,ATP-dependent RNA helicase DDX50,sp|Q9BQ39|DDX50_HUMAN ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1;tr|A0A087WVC1|A0A087WVC1_HUMAN ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1,2,5,3,3,1,1,4,4,0,0,2,2,0,0,2,2,8.0,4.3,4.3,82.564,737,737;730,0.0,5.8081,By matching,By matching,By MS/MS,By MS/MS,0.48976,1.1395,28.148,4,2,Median,,,0.53485,0.40469,,,1.1395,1.0142,,,22.444,41.684,0,0,2,2,0,0,1,1,Median,Median,Median,Median,1.6,1.6,6.5,6.5,96563000,65514000,31049000,0,0,0,0,0,0,45890000,29676000,16215000,50672000,35838000,14834000,,,,35,3147;11838;15220;15267;17169,False;False;True;True;True,3285;12373;15833;15881;17878,9245;9246;34181;34182;34183;34184;43613;43736;49449;49450,18055;64526;64527;64528;64529;64530;64531;64532;64533;82018;82280;93732;93733;93734;93735,18055;64529;82018;82280;93734,,,,,-1;-1,protein_36,quanti,quanti,imputed MEC,imputed MEC
MTHFD1L,2.62744715450681,0.000332989435571226,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM1;Q4VXM0;Q5JYA8;Q5JYA3;H0Y327,Q6UB35;A0A087WVM4;B7ZM99,10;10;10;1;1;1;1;1,9;9;9;1;1;1;1;1,9;9;9;1;1;1;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",8,10,9,9,3,3,9,9,2,2,8,9,2,2,8,9,12.1,11.0,11.0,105.79,978,978;913;979;57;92;108;114;332,0.0,13.289,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40994,1.0973,33.46,19,4,Leave out requantified,0.43292,0.73514,0.46456,0.37729,0.81201,1.471,1.1851,1.093,24.103,52.83,36.399,39.198,2,2,7,8,2,0,1,1,Median,Median,Leave out requantified,Leave out requantified,3.9,2.9,10.2,11.0,491410000,314280000,177130000,17913000,12877000,5036200,31192000,16961000,14231000,187260000,119890000,67379000,255040000,164560000,90482000,,,,37,1734;2033;2500;3135;4320;8739;9062;10732;15368;16934,True;True;True;True;True;True;True;True;True;False,1814;2129;2617;3273;4499;9156;9490;11214;15986;17630,5260;5261;5262;6171;6172;6173;7516;7517;9218;9219;9220;12360;12361;25510;25511;25512;26379;31093;31094;44051;44052;44053;48762;48763;48764;48765;48766,10371;10372;10373;10374;12261;12262;14791;14792;14793;18014;18015;18016;23742;23743;23744;48633;48634;48635;48636;48637;50314;58803;58804;58805;83000;83001;83002;83003;83004;92354;92355;92356;92357;92358;92359;92360;92361,10373;12262;14793;18014;23744;48633;50314;58803;83001;92359,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_38,quanti,quanti,quanti,quanti
POLR2E,-20.4655573506951,1.34417802255777e-07,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",7,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,12.4,12.4,12.4,24.551,210,210;184;204;51;68;83;134,0.0,3.7393,By MS/MS,By MS/MS,,,0.73822,2.6374,27.298,3,0,Plateau,0.57692,0.86112,,,1.817,2.1456,,,,36.141,,,1,2,0,0,0,0,0,0,Median,Median,Median,Median,6.7,12.4,0.0,0.0,104930000,56936000,47998000,32334000,20294000,12040000,72599000,36642000,35958000,0,0,0,0,0,0,,,,38,1183;11004,True;True,1232;11500,3496;3497;31878,6678;6679;6680;6681;60319,6680;60319,,,,,-1;-1;-1;-1;-1;-1;-1,protein_39,imputed MEC,imputed MEC,quanti,quanti
