DTL_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
TBRG4,-0.0400116966,0.896671255862549,0,Q969Z0;C9IZN7;C9J7P5,Q969Z0;C9IZN7,5;3;1,5;3;1,5;3;1,Protein TBRG4,TBRG4,sp|Q969Z0|FAKD4_HUMAN FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1;tr|C9IZN7|C9IZN7_HUMAN FAST kinase domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1,5,5,7.4,631
MRPL24,0.2974488659,0.49553273074982,0,Q96A35;X6RJ73;X6RHI2,Q96A35;X6RJ73;X6RHI2,2;2;1,2;2;1,2;2;1,"39S ribosomal protein L24, mitochondrial",MRPL24,"sp|Q96A35|RM24_HUMAN 39S ribosomal protein L24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1;tr|X6RJ73|X6RJ73_HUMAN 39S ribosomal protein L24, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1;tr|X6RHI2|X6RHI2_HUMAN 39S ribo",2,2,13,216
MAGOHB,-0.0693228227,0.641749780824157,0,Q96A72;F5H6N1;F5H124,Q96A72;F5H6N1,7;6;1,7;6;1,1;1;1,Protein mago nashi homolog 2,MAGOHB,sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;tr|F5H6N1|F5H6N1_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1,7,1,57.4,148
LRRC59,0.2094715447,0.165834086613683,0,Q96AG4,Q96AG4,11,11,11,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,11,11,31.9,307
FKBP10,0.0500153715,0.757635360755607,0,Q96AY3;K7ESG6;K7ELI6;C9JPC3;K7EM43,Q96AY3;K7ESG6,5;3;2;1;1,5;3;2;1;1,5;3;2;1;1,Peptidyl-prolyl cis-trans isomerase FKBP10;Peptidyl-prolyl cis-trans isomerase,FKBP10,sp|Q96AY3|FKB10_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1;tr|K7ESG6|K7ESG6_HUMAN Peptidylprolyl isomerase (Fragment) OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1,5,5,9.3,582
FAM136A,0.7118743464,0.248867424677921,0,Q96C01;E7EQY1;C9J2Y4,Q96C01;E7EQY1,5;4;2,5;4;2,5;4;2,Protein FAM136A,FAM136A,sp|Q96C01|F136A_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1;tr|E7EQY1|E7EQY1_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1,5,5,25.4,138
SNRNP40;DKFZp434D199,0.3650456881,0.0471433696951075,0,Q96DI7;Q9NSS8,Q96DI7;Q9NSS8,6;3,6;3,6;3,U5 small nuclear ribonucleoprotein 40 kDa protein,SNRNP40;DKFZp434D199,sp|Q96DI7|SNR40_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1;tr|Q9NSS8|Q9NSS8_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1,6,6,30.3,357
FAHD2A,0.1969129817,0.35595547526176,0,Q96GK7;C9JGM0;Q6P2I3,Q96GK7;C9JGM0,3;2;1,3;2;1,3;2;1,Fumarylacetoacetate hydrolase domain-containing protein 2A,FAHD2A,sp|Q96GK7|FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens OX=9606 GN=FAHD2A PE=1 SV=1;tr|C9JGM0|C9JGM0_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A (Fragment) OS=Homo sapiens OX=9606 GN=FAHD2A PE=1,3,3,10.2,314
MARS2,-0.1589862044,0.332639115799981,0,Q96GW9,Q96GW9,1,1,1,"Methionine--tRNA ligase, mitochondrial",MARS2,"sp|Q96GW9|SYMM_HUMAN Methionine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=MARS2 PE=1 SV=2",1,1,1.7,593
ERO1L,-0.2820392855,0.329199813852736,0,Q96HE7;G3V3E6;G3V5B3;G3V2H0;G3V503,Q96HE7,9;4;2;1;1,9;4;2;1;1,9;4;2;1;1,ERO1-like protein alpha,ERO1L,sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2,9,9,25.2,468
PGAM5,0.177188096,0.412530573968203,0,Q96HS1;F5GXG4,Q96HS1;F5GXG4,6;3,6;3,6;3,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,"sp|Q96HS1|PGAM5_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2;tr|F5GXG4|F5GXG4_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=1",6,6,28.4,289
FUBP3,0.5253237793,0.0234060196334377,0,Q96I24;A0A494C1K6,Q96I24,12;2,11;2,11;2,Far upstream element-binding protein 3,FUBP3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,12,11,29.2,572
RBM17,0.0856436419,0.688189523639282,0,Q96I25;Q5W011;Q5W010,Q96I25;Q5W011;Q5W010,2;1;1,2;1;1,2;1;1,Splicing factor 45,RBM17,sp|Q96I25|SPF45_HUMAN Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1;tr|Q5W011|Q5W011_HUMAN Splicing factor 45 (Fragment) OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1;tr|Q5W010|Q5W010_HUMAN Splicing factor 45 (Fragment) OS=Homo sapiens OX=9606,2,2,4.7,401
SUCLG2,-0.700827748,0.145227026120307,0,Q96I99;E9PDQ8;H0Y852,Q96I99;E9PDQ8,13;11;5,13;11;5,13;11;5,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,"sp|Q96I99|SUCB2_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2;tr|E9PDQ8|E9PDQ8_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 ",13,13,31.5,432
ABHD14B,0.008937898,0.957550245670482,0,Q96IU4;F8W9U3;B4DQI4,Q96IU4;F8W9U3;B4DQI4,7;6;5,7;6;5,7;6;5,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,7,7,41,210
CLPTM1L,-0.3769632565,0.0325154378566018,0,Q96KA5;G5E9Z2,Q96KA5;G5E9Z2,3;2,3;2,3;2,Cleft lip and palate transmembrane protein 1-like protein,CLPTM1L,"sp|Q96KA5|CLP1L_HUMAN Cleft lip and palate transmembrane protein 1-like protein OS=Homo sapiens OX=9606 GN=CLPTM1L PE=1 SV=1;tr|G5E9Z2|G5E9Z2_HUMAN Cisplatin resistance related protein CRR9p, isoform CRA_c OS=Homo sapiens OX=9606 GN=CLPTM1L PE=1 SV=1",3,3,9.1,538
PBK,-0.6667679558,0.0230247800172651,0,Q96KB5;E5RIE1,Q96KB5,7;2,7;2,1;1,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3,7,1,21.7,322
CNDP2,0.0280935203,0.873585829881983,0,Q96KP4;J3QKT2;A0A087WYZ1;J3KSV5;J3QRD0;J3QL02;J3QRA8;J3QKQ0;J3QLU1;J3QR27;J3QQN6;J3KSS4;A0A087WVS2;J3QRH4;J3KRD5;J3QRP4;J3KRJ8,Q96KP4;J3QKT2,18;9;7;7;6;6;6;6;6;6;6;5;3;3;2;2;1,18;9;7;7;6;6;6;6;6;6;6;5;3;3;2;2;1,18;9;7;7;6;6;6;6;6;6;6;5;3;3;2;2;1,Cytosolic non-specific dipeptidase,CNDP2,sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2;tr|J3QKT2|J3QKT2_HUMAN Cytosolic non-specific dipeptidase (Fragment) OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=1,18,18,49.3,475
RBM14,-0.0450767573,0.736550126693016,0,Q96PK6;A0A0A6YYI9;F8WDX3;A0A0A0MSL8;B8ZZ74,Q96PK6,12;3;3;3;3,12;3;3;3;3,12;3;3;3;3,RNA-binding protein 14,RBM14,sp|Q96PK6|RBM14_HUMAN RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,12,12,23,669
VPS35,0.176878207,0.343311180999182,0,Q96QK1;I3L4S0;A0A1W2PP10;A0A3B3ITD4,Q96QK1,8;1;1;1,8;1;1;1,8;1;1;1,Vacuolar protein sorting-associated protein 35,VPS35,sp|Q96QK1|VPS35_HUMAN Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,8,8,14.1,796
PURB,-0.2662112529,0.284450242519632,0,Q96QR8,Q96QR8,7,7,6,Transcriptional activator protein Pur-beta,PURB,sp|Q96QR8|PURB_HUMAN Transcriptional activator protein Pur-beta OS=Homo sapiens OX=9606 GN=PURB PE=1 SV=3,7,6,26.3,312
GFM1,-1.5251563227,0.0423476342921791,1,Q96RP9;F8WAU4;C9IZ01,Q96RP9;F8WAU4;C9IZ01,5;4;4,5;4;4,5;4;4,"Elongation factor G, mitochondrial",GFM1,"sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2;tr|F8WAU4|F8WAU4_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=1;tr|C9IZ01|C9IZ01_HUMAN Elongation factor G, mitochondrial ",5,5,8.8,751
CDC5L,-0.1175904464,0.542222521194264,0,Q99459,Q99459,10,10,10,Cell division cycle 5-like protein,CDC5L,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,10,10,13.1,802
PSMD1,0.1016806839,0.636508447407607,0,Q99460;A0A087WW66;H7C378;C9J9M4;H7BZR6;F8WCE3,Q99460;A0A087WW66,11;10;3;3;2;1,11;10;3;3;2;1,11;10;3;3;2;1,26S proteasome non-ATPase regulatory subunit 1,PSMD1,sp|Q99460|PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2;tr|A0A087WW66|A0A087WW66_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=1,11,11,12.4,953
VAT1,-0.0088921024,0.946983168043968,0,Q99536;K7ERT7;K7ESA3;K7ENX2;K7EM19;K7EJM4,Q99536;K7ERT7,10;5;4;3;3;1,10;5;4;3;3;1,10;5;4;3;3;1,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,sp|Q99536|VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2;tr|K7ERT7|K7ERT7_HUMAN Synaptic vesicle membrane protein VAT-1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=1,10,10,24.9,393
PLIN2,-0.3736852432,0.235685553203647,0,Q99541;Q5SYF3;Q5SYF5;Q5SYF4,Q99541,9;2;2;2,9;2;2;2,9;2;2;2,Perilipin-2,PLIN2,sp|Q99541|PLIN2_HUMAN Perilipin-2 OS=Homo sapiens OX=9606 GN=PLIN2 PE=1 SV=2,9,9,30.4,437
NUP88,-0.1528078725,0.50986670392076,0,Q99567;J3KMX1;I3L2W3;I3L245,Q99567;J3KMX1,4;3;1;1,4;3;1;1,4;3;1;1,Nuclear pore complex protein Nup88,NUP88,sp|Q99567|NUP88_HUMAN Nuclear pore complex protein Nup88 OS=Homo sapiens OX=9606 GN=NUP88 PE=1 SV=2;tr|J3KMX1|J3KMX1_HUMAN Nuclear pore complex protein Nup88 (Fragment) OS=Homo sapiens OX=9606 GN=NUP88 PE=1 SV=1,4,4,8.6,741
EIF3C;EIF3CL,0.1259362836,0.480865303486132,0,Q99613;B5ME19;H3BPE4;H3BTY8;H3BPE3,Q99613;B5ME19,21;19;4;2;2,21;19;4;2;2,21;19;4;2;2,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,21,21,24,913
TTC1,-0.2909090585,0.0649399029400492,0,Q99614;H0YB37,Q99614;H0YB37,2;1,2;1,2;1,Tetratricopeptide repeat protein 1,TTC1,sp|Q99614|TTC1_HUMAN Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1;tr|H0YB37|H0YB37_HUMAN Tetratricopeptide repeat protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1,2,2,7.9,292
DNAJC7,-0.2673720833,0.100939998215699,0,Q99615;K7ESP1;K7EPP7;K7EIH8;K7ER44;K7ELJ8;K7EJE9;K7EJL5;K7EN19;K7EJV7;K7EK03,Q99615;K7ESP1;K7EPP7;K7EIH8;K7ER44;K7ELJ8,6;5;4;4;3;3;2;2;2;2;2,6;5;4;4;3;3;2;2;2;2;2,6;5;4;4;3;3;2;2;2;2;2,DnaJ homolog subfamily C member 7,DNAJC7,sp|Q99615|DNJC7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2;tr|K7ESP1|K7ESP1_HUMAN DnaJ homolog subfamily C member 7 (Fragment) OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=1;tr|K7EPP7|K7EPP7_HUMAN DnaJ homolog subfamil,6,6,16.6,494
PHB2,-0.0407103167,0.816356661988088,0,Q99623;J3KPX7;F5GY37;F5GWA7;F5H3X6;F5H0C5;F5H2D2;U3KPZ5,Q99623;J3KPX7;F5GY37;F5GWA7;F5H3X6,27;26;25;19;16;9;7;1,27;26;25;19;16;9;7;1,27;26;25;19;16;9;7;1,Prohibitin-2,PHB2,sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;tr|J3KPX7|J3KPX7_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;tr|F5GY37|F5GY37_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=1;tr|F5GWA7|F5GWA7_HUMAN Prohi,27,27,72.9,299
KIF2C,-1.0573635046,0.00125969911403002,1,Q99661;Q5JR91;Q8N4N8;Q5JR89,Q99661;Q5JR91,5;3;1;1,5;3;1;1,5;3;1;1,Kinesin-like protein KIF2C;Kinesin-like protein,KIF2C,sp|Q99661|KIF2C_HUMAN Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2;tr|Q5JR91|Q5JR91_HUMAN Kinesin-like protein KIF2C (Fragment) OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=1,5,5,8,725
HSD17B10,0.0938419118,0.64381550912214,0,Q99714;Q5H928,Q99714;Q5H928,16;11,16;11,16;11,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,sp|Q99714|HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3;tr|Q5H928|Q5H928_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=1,16,16,81.6,261
NAP1L4,-0.1815622082,0.217796493039767,0,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2;C9J1B1;E9PP22;H0YCI4,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8,13;11;11;10;10;10;10;9;9;6;5;5;3,11;9;9;8;8;8;8;7;7;6;5;5;3,11;9;9;8;8;8;8;7;7;6;5;5;3,Nucleosome assembly protein 1-like 4,NAP1L4,sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9J6D1|C9J6D1_HUMAN Nucleosome assembly protein 1-like 4 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9JZI7|C9JZI7_HUMAN Nucleosome asse,13,11,36.8,375
CCT7,-0.1113850773,0.421004138190537,0,Q99832;F8WAM2;F8WBP8;A0A0D9SG95,Q99832,36;8;2;1,36;8;2;1,36;8;2;1,T-complex protein 1 subunit eta,CCT7,sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,36,36,72.7,543
PKP2,-0.7834559168,0.0429626828764415,0,Q99959;A0A087WXY2,Q99959,3;1,3;1,3;1,Plakophilin-2,PKP2,sp|Q99959|PKP2_HUMAN Plakophilin-2 OS=Homo sapiens OX=9606 GN=PKP2 PE=1 SV=2,3,3,5.7,881
NIPSNAP1,1.3184443122,0.000821037623448173,1,Q9BPW8;C9JDV8;H7C2U6;F8WCR5,Q9BPW8,5;2;2;1,5;2;2;1,5;2;2;1,Protein NipSnap homolog 1,NIPSNAP1,sp|Q9BPW8|NIPS1_HUMAN Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1,5,5,26.4,284
NCAPG,-0.3620432987,0.0728142642594955,0,Q9BPX3;D6RA93,Q9BPX3;D6RA93,4;3,4;3,4;3,Condensin complex subunit 3,NCAPG,sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1;tr|D6RA93|D6RA93_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,4,4,3.9,1015
ARPC5L,-0.068881072,0.65769314078469,0,Q9BPX5,Q9BPX5,1,1,1,Actin-related protein 2/3 complex subunit 5-like protein,ARPC5L,sp|Q9BPX5|ARP5L_HUMAN Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1,1,1,7.8,153
WDR77,0.0073274713,0.972015332422226,0,Q9BQA1;H0Y711,Q9BQA1;H0Y711,5;3,5;3,5;3,Methylosome protein 50,WDR77,sp|Q9BQA1|MEP50_HUMAN Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1;tr|H0Y711|H0Y711_HUMAN Methylosome protein 50 (Fragment) OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1,5,5,19,342
CORO1B,0.2014294417,0.300825632086707,0,Q9BR76;A0A087WW53;F5H390;F5H0D2,Q9BR76;A0A087WW53;F5H390,9;5;5;2,9;5;5;2,9;5;5;2,Coronin-1B;Coronin,CORO1B,sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1;tr|A0A087WW53|A0A087WW53_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1;tr|F5H390|F5H390_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,9,9,27.4,489
TXNDC17,-0.0972190507,0.540085639259131,0,Q9BRA2;I3L0K2;I3L3M7;I3L2R6,Q9BRA2;I3L0K2;I3L3M7;I3L2R6,6;4;4;4,6;4;4;4,6;4;4;4,Thioredoxin domain-containing protein 17,TXNDC17,sp|Q9BRA2|TXD17_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1;tr|I3L0K2|I3L0K2_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1;tr|I3L3M7|I3L3M7_HUMAN Thioredoxin doma,6,6,42.3,123
GINS3,0.4486279701,0.103427451626146,0,Q9BRX5,Q9BRX5,1,1,1,DNA replication complex GINS protein PSF3,GINS3,sp|Q9BRX5|PSF3_HUMAN DNA replication complex GINS protein PSF3 OS=Homo sapiens OX=9606 GN=GINS3 PE=1 SV=1,1,1,3.7,216
ERP44,0.0929225544,0.525690859355794,0,Q9BS26,Q9BS26,11,11,11,Endoplasmic reticulum resident protein 44,ERP44,sp|Q9BS26|ERP44_HUMAN Endoplasmic reticulum resident protein 44 OS=Homo sapiens OX=9606 GN=ERP44 PE=1 SV=1,11,11,29.1,406
TACO1,0.3046302397,0.178621050797424,0,Q9BSH4,Q9BSH4,2,2,2,Translational activator of cytochrome c oxidase 1,TACO1,sp|Q9BSH4|TACO1_HUMAN Translational activator of cytochrome c oxidase 1 OS=Homo sapiens OX=9606 GN=TACO1 PE=1 SV=1,2,2,7.7,297
ESYT1,0.0738718254,0.700094264818292,0,Q9BSJ8;F8VZB1,Q9BSJ8,17;3,17;3,17;3,Extended synaptotagmin-1,ESYT1,sp|Q9BSJ8|ESYT1_HUMAN Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,17,17,19.6,1104
ANP32E,0.1535056853,0.435046520627614,0,Q9BTT0;E9PPH5;Q5TB19;E9PLC4,Q9BTT0;E9PPH5,3;2;1;1,3;2;1;1,3;2;1;1,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,sp|Q9BTT0|AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1;tr|E9PPH5|E9PPH5_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment) OS=Homo sapiens OX=9606 GN=ANP32,3,3,12.3,268
TUBB6,0.3050637366,0.0592605551629922,0,Q9BUF5;K7ESM5;K7EL29;K7ES63;K7EN98;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EPE5,Q9BUF5;K7ESM5,30;22;9;7;7;6;6;6;6;6;6,19;11;7;3;7;6;6;6;6;6;6,16;8;7;3;7;6;6;6;6;6;6,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,30,16,70.6,446
NTMT1,-0.3702418808,0.0561199248370233,0,Q9BV86;S4R344;S4R3J7,Q9BV86,3;1;1,3;1;1,3;1;1,"N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed",NTMT1,sp|Q9BV86|NTM1A_HUMAN N-terminal Xaa-Pro-Lys N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=NTMT1 PE=1 SV=3,3,3,19.7,223
TUBB2B,0.401204996,0.0230048408418291,0,Q9BVA1,Q9BVA1,33,6,1,Tubulin beta-2B chain,TUBB2B,sp|Q9BVA1|TBB2B_HUMAN Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1,33,1,64,445
PBDC1,-0.0731006687,0.589593436562247,0,Q9BVG4,Q9BVG4,1,1,1,Protein PBDC1,PBDC1,sp|Q9BVG4|PBDC1_HUMAN Protein PBDC1 OS=Homo sapiens OX=9606 GN=PBDC1 PE=1 SV=1,1,1,4.3,233
TMED9,-0.1974911487,0.32545307214276,0,Q9BVK6;Q7Z7H5;F8W7F7,Q9BVK6,4;1;1,4;1;1,4;1;1,Transmembrane emp24 domain-containing protein 9,TMED9,sp|Q9BVK6|TMED9_HUMAN Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TMED9 PE=1 SV=2,4,4,19.6,235
GNL3,0.254989764,0.24884797640987,0,Q9BVP2,Q9BVP2,6,6,6,Guanine nucleotide-binding protein-like 3,GNL3,sp|Q9BVP2|GNL3_HUMAN Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2,6,6,15.1,549
RBM4,-0.213836085,0.194592744272122,0,Q9BWF3;E9PB51;D6R9K7;J3QRR5;Q9BQ04;E9PLB0;E9PM61;U3KQD5,Q9BWF3;E9PB51;D6R9K7;J3QRR5,5;4;3;3;2;2;2;2,5;4;3;3;2;2;2;2,5;4;3;3;2;2;2;2,RNA-binding protein 4,RBM4,sp|Q9BWF3|RBM4_HUMAN RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1;tr|E9PB51|E9PB51_HUMAN RNA-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1;tr|D6R9K7|D6R9K7_HUMAN RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=R,5,5,22,364
SF3B5,-0.3421889245,0.0561170250980657,0,Q9BWJ5,Q9BWJ5,3,3,3,Splicing factor 3B subunit 5,SF3B5,sp|Q9BWJ5|SF3B5_HUMAN Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,3,3,59.3,86
HINT2,-0.4669443938,0.140725589561389,0,Q9BX68,Q9BX68,4,4,4,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,"sp|Q9BX68|HINT2_HUMAN Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1",4,4,41.7,163
SRRT,0.2960928076,0.144739769609911,0,Q9BXP5;H7C3A1;H7C1K0;A0A0A0MSP6,Q9BXP5;H7C3A1,14;13;4;1,14;13;4;1,14;13;4;1,Serrate RNA effector molecule homolog,SRRT,sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1;tr|H7C3A1|H7C3A1_HUMAN Serrate RNA effector molecule homolog (Fragment) OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,14,14,15.1,876
