GNB2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
DDB1,-0.4997785429,0.0555980414907323,0,Q16531;F5GY55;F5H2L3;F5GWI0;F5GZY8;F5H198,Q16531;F5GY55,21;20;4;2;2;1,21;20;4;2;2;1,21;20;4;2;2;1,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,21,21,24,1140
MRPL23,-0.0241450594,0.877171070199094,0,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,4;3;3;3;2,4;3;3;3;2,4;3;3;3;2,"39S ribosomal protein L23, mitochondrial",MRPL23,"sp|Q16540|RM23_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A6NJD9|A6NJD9_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A8MVT4|A8MVT4_HUMAN 39S ribosomal prote",4,4,35.9,153
DBN1,0.011309588,0.952722949256388,0,Q16643;D6R9W4;D6RFI1;D6RCR4;D6R9Q9,Q16643;D6R9W4,9;7;4;3;2,9;7;4;3;2,9;7;4;3;2,Drebrin,DBN1,sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4;tr|D6R9W4|D6R9W4_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1,9,9,16.3,649
FSCN1,0.0981797232,0.515189788133922,0,Q16658;C9JFC0;A0A0A0MSB2;C9JPH9,Q16658,30;6;6;5,30;6;6;5,30;6;6;5,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,30,30,64.7,493
DECR1,0.0087902162,0.980262097703931,0,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2;H0YAW3,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2,6;4;4;3;3;1,6;4;4;3;3;1,6;4;4;3;3;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",6,6,25.1,335
TST,0.1061673592,0.666045603131632,0,Q16762;B1AH48,Q16762;B1AH48,3;2,3;2,3;2,Thiosulfate sulfurtransferase,TST,sp|Q16762|THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4;tr|B1AH48|B1AH48_HUMAN Thiosulfate sulfurtransferase (Fragment) OS=Homo sapiens OX=9606 GN=TST PE=1 SV=1,3,3,12.8,297
CDO1,-0.1209217956,0.392397183305842,0,Q16878,Q16878,2,2,2,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,2,2,21,200
HNRNPUL2;HNRNPUL2-BSCL2,-0.0707114648,0.657468254896779,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,15;12,15;12,15;12,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,15,15,24.9,747
SMU1,-0.3891688073,0.0590065343077139,0,Q2TAY7,Q2TAY7,9,9,9,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,9,9,20.7,513
LEPRE1,-0.0801578405,0.637302004443655,0,Q32P28;E2QRI1,Q32P28,7;3,7;3,7;3,Prolyl 3-hydroxylase 1,LEPRE1,sp|Q32P28|P3H1_HUMAN Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2,7,7,10.9,736
TUBB8,-0.0360637934,0.841484642698273,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,13;12;12,3;3;3,3;3;3,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,13,3,25.2,444
FAM98B,-0.1926172302,0.171821997221071,0,Q52LJ0,Q52LJ0,7,7,5,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,7,5,17.3,433
HSP90AB2P,-0.1556254688,0.351396140176501,0,Q58FF8,Q58FF8,14,3,3,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,14,3,30.2,381
ZNF326,-0.0326238712,0.832715680494235,0,Q5BKZ1;A0A0A0MRN4;E2QRN4,Q5BKZ1,9;4;1,9;4;1,9;4;1,DBIRD complex subunit ZNF326,ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2,9,9,19.2,582
MAGED2,-0.5848244601,0.0435148263155888,0,Q9UNF1;Q5H909;Q5H907,Q9UNF1;Q5H909;Q5H907,5;5;3,5;5;3,5;5;3,Melanoma-associated antigen D2,MAGED2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform ",5,5,12.4,606
DPCD,-0.1025601705,0.577494594070102,0,Q9BVM2;Q5JQQ4,Q9BVM2;Q5JQQ4,1;1,1;1,1;1,Protein DPCD,DPCD,sp|Q9BVM2|DPCD_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=2;tr|Q5JQQ4|Q5JQQ4_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=1,1,1,4.9,203
RRP12,-0.1804049139,0.22701754071968,0,Q5JTH9;A0A087X0G0;A0A087X1U8,Q5JTH9,13;1;1,13;1;1,13;1;1,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,13,13,13,1297
GNAS,-0.0926143805,0.50116332046475,0,Q5JWF2;P63092;A0A590UJ58;B0AZR9;A0A590UJF0;A0A590UJY2;A0A0A0MR13;P38405;A0A590UJB0;A0A590UKB4;A0A590UJR6;A0A590UJQ9;A0A590UJJ0;A0A590UJG5;A0A590UJQ2;A0A590UJS2;S4R3E3;A0A590UJ22;A0A590UJI6;A0A590UKA4;A0A590UK00;A0A590UJX6;X6R7U9;A0A590UK28,Q5JWF2;P63092;A0A590UJ58;B0AZR9;A0A590UJF0;A0A590UJY2;A0A0A0MR13,10;9;7;7;7;7;5;4;4;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1,8;7;7;7;7;7;5;2;4;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1,8;7;7;7;7;7;5;2;4;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,GNAS,sp|Q5JWF2|GNAS1_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2;sp|P63092|GNAS2_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS P,10,8,11.7,1037
SH3BGRL3,-0.4891714887,0.173676338705377,0,Q9H299;Q5T123,Q9H299;Q5T123,2;2,2;2,2;2,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,2,2,31.2,93
PSMB7,-0.3888536751,0.0454519865006087,0,Q99436;Q5TBG5,Q99436;Q5TBG5,1;1,1;1,1;1,Proteasome subunit beta type-7;Proteasome subunit beta type,PSMB7,sp|Q99436|PSB7_HUMAN Proteasome subunit beta type-7 OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1;tr|Q5TBG5|Q5TBG5_HUMAN Proteasome subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1,1,1,2.9,277
CROCC,0.2729536642,0.346357905338599,0,Q5TZA2;B1AKD8,Q5TZA2;B1AKD8,2;1,2;1,2;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1;tr|B1AKD8|B1AKD8_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=2,2,2,1.2,2017
KIAA1614,0.4180001725,0.0404690107105946,0,Q5VZ46,Q5VZ46,3,3,3,Uncharacterized protein KIAA1614,KIAA1614,sp|Q5VZ46|K1614_HUMAN Uncharacterized protein KIAA1614 OS=Homo sapiens OX=9606 GN=KIAA1614 PE=2 SV=3,3,3,2.1,1190
FLNA,-0.0287454403,0.86209071546025,0,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6;H0Y5F3;A0A669KBC6,Q60FE5;P21333;A0A087WWY3,91;90;85;17;6;3;2,83;82;79;11;4;3;2,83;82;79;11;4;3;2,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,91,83,42.3,2620
ATL3,-0.3765057009,0.0324403518613034,0,Q6DD88;F5H6I7;F5GWF8,Q6DD88;F5H6I7,7;6;2,7;6;2,7;6;2,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,7,7,19.2,541
LAMTOR1,-0.0996584667,0.488106474004425,0,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,4;3;3;2;2,4;3;3;2;2,4;3;3;2;2,Ragulator complex protein LAMTOR1,LAMTOR1,sp|Q6IAA8|LTOR1_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2;tr|F5GX19|F5GX19_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=1;tr|F5H3Y3|F5H3Y3_HUMAN Ragulator complex protein LAMT,4,4,33.5,161
SLC25A24,-0.5895110258,0.00564020829198992,0,Q6NUK1;A0A3B3IU96,Q6NUK1,5;1,5;1,5;1,Calcium-binding mitochondrial carrier protein SCaMC-1,SLC25A24,sp|Q6NUK1|SCMC1_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2,5,5,13.2,477
PTRF,-1.6359793467,0.000201250078186504,1,Q6NZI2,Q6NZI2,8,8,8,Polymerase I and transcript release factor,PTRF,sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,8,8,22.3,390
SLC27A4,-0.1579774621,0.346493762551925,0,Q6P1M0,Q6P1M0,1,1,1,Long-chain fatty acid transport protein 4,SLC27A4,sp|Q6P1M0|S27A4_HUMAN Long-chain fatty acid transport protein 4 OS=Homo sapiens OX=9606 GN=SLC27A4 PE=1 SV=1,1,1,1.4,643
PRPF8,0.0798918005,0.56059768844676,0,Q6P2Q9;I3L0J9;I3L3Z8;I3L1T8,Q6P2Q9,37;11;9;1,37;11;9;1,37;11;9;1,Pre-mRNA-processing-splicing factor 8,PRPF8,sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2,37,37,19.5,2335
HIST2H3A,-0.4664906688,0.0306648223204423,0,Q71DI3,Q71DI3,21,21,2,Histone H3.2,HIST2H3A,sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3,21,2,81.6,136
SND1,0.0791202961,0.552965841765065,0,Q7KZF4;H7C597,Q7KZF4,44;11,44;11,44;11,Staphylococcal nuclease domain-containing protein 1,SND1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,44,44,59,910
TRMT10C,-0.0513482585,0.668484126549904,0,Q7L0Y3;C9JVB6,Q7L0Y3;C9JVB6,7;4,7;4,7;4,Mitochondrial ribonuclease P protein 1,TRMT10C,sp|Q7L0Y3|TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2;tr|C9JVB6|C9JVB6_HUMAN tRNA methyltransferase 10 homolog C (Fragment) OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=1,7,7,20.6,403
EIF3M,-0.0572226697,0.675124059741751,0,Q7L2H7;E9PRI2;E7ESM3;H0YCQ8,Q7L2H7,3;1;1;1,3;1;1;1,3;1;1;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,3,3,10.4,374
CYFIP1,0.1154967938,0.466936778771151,0,Q7L576;Q96F07;H0YL50;E7EW33;H7C229;E7EVJ5;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1;A0A0G2JR96;A0A0G2JQT1,Q7L576,6;2;2;2;2;2;1;1;1;1;1;1,6;2;2;2;2;2;1;1;1;1;1;1,6;2;2;2;2;2;1;1;1;1;1;1,Cytoplasmic FMR1-interacting protein 1,CYFIP1,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,6,6,5.5,1253
PABPN1,-0.0358661905,0.829209281414865,0,Q86U42;B4DEH8;G3V4T2;H0YJH9;A6NDY0,Q86U42;B4DEH8;G3V4T2,6;4;4;2;1,6;4;4;2;1,6;4;4;2;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|G3V4T2|G3V4T2_HUMAN Polyadenylate-binding protein 2 OS=H,6,6,28.8,306
KTN1,0.7701854518,0.029868039697687,0,Q86UP2;G3V4Y7;B7Z6P3;G3V5G2;H0YJP2;H0YJZ8;G3V5P0,Q86UP2,15;7;4;3;2;2;2,15;7;4;3;2;2;2,15;7;4;3;2;2;2,Kinectin,KTN1,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,15,15,13.7,1357
ALYREF,-0.0452361743,0.798354597358738,0,Q86V81;E9PB61,Q86V81;E9PB61,9;7,9;7,9;7,THO complex subunit 4,ALYREF,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3;tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,9,9,49.4,257
TSPYL5,0.0712308201,0.741155104308628,0,Q86VY4,Q86VY4,2,2,2,Testis-specific Y-encoded-like protein 5,TSPYL5,sp|Q86VY4|TSYL5_HUMAN Testis-specific Y-encoded-like protein 5 OS=Homo sapiens OX=9606 GN=TSPYL5 PE=1 SV=2,2,2,10.1,417
THOC6,-0.6498914535,0.215942367051555,0,Q86W42,Q86W42,3,3,3,THO complex subunit 6 homolog,THOC6,sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1,3,3,16.7,341
CXorf67,-0.0039951375,0.979436601793392,0,Q86X51,Q86X51,6,6,6,Uncharacterized protein CXorf67,CXorf67,sp|Q86X51|EZHIP_HUMAN EZH inhibitory protein OS=Homo sapiens OX=9606 GN=EZHIP PE=1 SV=1,6,6,15.3,503
HIST2H2AB,0.4987668358,0.134240082854646,0,Q8IUE6,Q8IUE6,14,5,3,Histone H2A type 2-B,HIST2H2AB,sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3,14,3,73.8,130
AHNAK2,0.2656910428,0.246480605437397,0,Q8IVF2,Q8IVF2,6,6,6,Protein AHNAK2,AHNAK2,sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,6,6,5.7,5795
MISP,1.6125439314,0.0962719356309891,0,Q8IVT2,Q8IVT2,5,5,5,Mitotic interactor and substrate of PLK1,MISP,sp|Q8IVT2|MISP_HUMAN Mitotic interactor and substrate of PLK1 OS=Homo sapiens OX=9606 GN=MISP PE=1 SV=1,5,5,9.6,679
,-0.806683467,0.1061979057483,0,Q8IWY7;Q6IQ55,Q8IWY7,7;1,3;1,3;1,,,tr|Q8IWY7|Q8IWY7_HUMAN Tau-tubulin kinase OS=Homo sapiens OX=9606 GN=TTBK2 PE=1 SV=1,7,3,5.4,1649
RHOT2,0.1471417754,0.574198521842996,0,Q8IXI1;H3BST5;I3L2C6;Q8IXI2;H3BMP9;H3BVI5;H3BUX4;H7BXZ6,Q8IXI1;H3BST5,6;3;2;1;1;1;1;1,6;3;2;1;1;1;1;1,6;3;2;1;1;1;1;1,Mitochondrial Rho GTPase 2,RHOT2,sp|Q8IXI1|MIRO2_HUMAN Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;tr|H3BST5|H3BST5_HUMAN Mitochondrial Rho GTPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2,6,6,9.7,618
MRPL41,0.049785113,0.696394875717645,0,Q8IXM3,Q8IXM3,2,2,2,"39S ribosomal protein L41, mitochondrial",MRPL41,"sp|Q8IXM3|RM41_HUMAN 39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",2,2,12.4,137
FTSJ3,0.0090936075,0.955458904318516,0,Q8IY81,Q8IY81,9,9,9,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,9,9,13.2,847
CCAR2,0.224658243,0.228787608248487,0,Q8N163;G3V119;H0YB24;E5RHJ4;H0YC69;E5RGU7;E5RFJ3;H0YC58;A0A087X2B6,Q8N163;G3V119;H0YB24,14;8;8;6;2;2;2;2;2,14;8;8;6;2;2;2;2;2,14;8;8;6;2;2;2;2;2,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2;tr|G3V119|G3V119_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=1;tr|H0YB24|H0YB24_HUMAN Cell cycle a,14,14,20.8,923
NUP93,-1.2014280838,0.00879814365397364,1,Q8N1F7;H3BVG0;H3BV15;H3BV11;H3BRD9;H3BRI8;H3BM93;H3BPA9;H3BVE2;H3BMX0;H3BNN5;H3BP95,Q8N1F7;H3BVG0,10;8;3;2;2;2;2;2;1;1;1;1,10;8;3;2;2;2;2;2;1;1;1;1,10;8;3;2;2;2;2;2;1;1;1;1,Nuclear pore complex protein Nup93,NUP93,sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2;tr|H3BVG0|H3BVG0_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=1,10,10,14,819
CPSF7,-0.7371070898,0.00606512382300486,0,Q8N684;J3QT54;F5H6M0;F5H047;F5H669;C9JM38;C9J286;C9J323;F5H5B7;F5H1W4;F5H2K8;F5H6P5;F5H6A8;F5GXA3,Q8N684;J3QT54;F5H6M0;F5H047;F5H669,6;5;5;5;5;2;2;2;1;1;1;1;1;1,6;5;5;5;5;2;2;2;1;1;1;1;1;1,6;5;5;5;5;2;2;2;1;1;1;1;1;1,Cleavage and polyadenylation specificity factor subunit 7,CPSF7,sp|Q8N684|CPSF7_HUMAN Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1;tr|J3QT54|J3QT54_HUMAN Cleavage and polyadenylation-specificity factor subunit 7 (Fragment) OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=,6,6,15.3,471
ARFGAP1,0.5548134369,0.0714038066349365,0,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHC5;E5RHH7;E5RHT6;F8W1U7;F8VWH9,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHC5,3;2;2;2;2;1;1;1;1,3;2;2;2;2;1;1;1;1,3;2;2;2;2;1;1;1;1,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RIU2|E5RIU2_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=1;tr|F8V,3,3,9.6,406
COLGALT1,-0.2462308629,0.543345043227232,0,Q8NBJ5;M0QYH0;M0QX72,Q8NBJ5,8;2;2,8;2;2,8;2;2,Procollagen galactosyltransferase 1,COLGALT1,sp|Q8NBJ5|GT251_HUMAN Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1,8,8,16.2,622
TXNDC5,-0.1436563336,0.286813151182556,0,Q8NBS9,Q8NBS9,14,14,14,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,14,14,38.7,432
SERBP1,0.2085942905,0.128329980693064,0,Q8NC51,Q8NC51,11,11,11,Plasminogen activator inhibitor 1 RNA-binding protein,SERBP1,sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2,11,11,31.9,408
PDPR,-0.0656266631,0.73003472176847,0,Q8NCN5;H3BQG3;A8MT40;H3BUH3;B7ZAR9,Q8NCN5;H3BQG3;A8MT40,10;7;7;1;1,10;7;7;1;1,10;7;7;1;1,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",PDPR,"sp|Q8NCN5|PDPR_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR PE=1 SV=2;tr|H3BQG3|H3BQG3_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR ",10,10,16.2,879
CMAS,0.0927003171,0.829828280960388,0,Q8NFW8,Q8NFW8,1,1,1,N-acylneuraminate cytidylyltransferase,CMAS,sp|Q8NFW8|NEUA_HUMAN N-acylneuraminate cytidylyltransferase OS=Homo sapiens OX=9606 GN=CMAS PE=1 SV=2,1,1,3.7,434
NPLOC4,-0.2234370764,0.185390363774404,0,Q8TAT6,Q8TAT6,6,6,6,Nuclear protein localization protein 4 homolog,NPLOC4,sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,6,6,8.2,608
RDH11,-0.1972360533,0.173105167403555,0,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,5;4;4;3;3,5;4;4;3;3,5;4;4;3;3,Retinol dehydrogenase 11,RDH11,sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2;tr|G3V2G6|G3V2G6_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=1;tr|G3V234|G3V234_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Ho,5,5,20.1,318
PNPT1,0.2693473598,0.132925057897647,0,Q8TCS8;H7BXF6;F8WBI3;H7C3C5,Q8TCS8,12;3;1;1,12;3;1;1,12;3;1;1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,"sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",12,12,18.5,783
