Gene_names,GNB2_vs_BirA_logFC,GNB2_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_GNB2_N1,Peptides_GNB2_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_GNB2_N1,Razor___unique_peptides_GNB2_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_GNB2_N1,Unique_peptides_GNB2_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_GNB2_N1,Identification_type_GNB2_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_GNB2_N1,Ratio_H_L_GNB2_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_GNB2_N1,Ratio_H_L_normalized_GNB2_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____GNB2_N1,Ratio_H_L_variability_____GNB2_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_GNB2_N1,Ratio_H_L_count_GNB2_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_GNB2_N1,Ratio_H_L_iso_count_GNB2_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_GNB2_N1,Ratio_H_L_type_GNB2_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_GNB2_N1____,Sequence_coverage_GNB2_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_GNB2_N1,Intensity_L_GNB2_N1,Intensity_H_GNB2_N1,Intensity_GNB2_N2,Intensity_L_GNB2_N2,Intensity_H_GNB2_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_GNB2_N1,metacell_Intensity_L_GNB2_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
IGF2BP2,-1.7750766438518,0.0120013153693398,Q9Y6M1;F8W930,Q9Y6M1;F8W930,5;5,5;5,5;5,Insulin-like growth factor 2 mRNA-binding protein 2,sp|Q9Y6M1|IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2;tr|F8W930|F8W930_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,10.7,10.7,10.7,66.121,599,599;605,0.0,6.2579,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50338,1.3202,165.69,8,6,Median,1.8485,1.7052,0.50338,0.50437,5.8498,4.7776,1.1979,1.2153,306.76,216.2,48.051,70.309,2,2,2,2,1,1,2,2,Median,Median,Median,Median,4.7,4.7,4.8,3.8,1115600000,189830000,925720000,453410000,50861000,402550000,581580000,85747000,495840000,41325000,28286000,13039000,39229000,24936000,14293000,,,,942,7078;7560;8380;14423;15758,True;True;True;True;True,9673;10260;11359;19348;21077,21847;21848;23201;25776;43318;47065;47066;47067,39675;39676;42147;46842;77621;84065;84066;84067;84068,39676;42147;46842;77621;84067,,,,,-1;-1,protein_943,quanti,quanti,quanti,quanti
EIF2A,1.31390895585623,0.0366177068601638,Q9BY44;F8WAE5;C9IZE1;H7C5Q3;H7C5R5;F8WF18;F8WAT3,Q9BY44;F8WAE5,7;7;3;2;2;1;1,7;7;3;2;2;1;1,7;7;3;2;2;1;1,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3;tr|F8WAE5|F8WAE5_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=1,7,7,7,7,3,3,6,4,3,3,6,4,3,3,6,4,17.1,17.1,17.1,64.989,585,585;580;236;158;316;59;75,0.0,11.055,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33746,0.93266,10.526,18,9,Leave out requantified,0.29658,0.59572,0.32418,0.32331,0.68254,1.148,0.86622,1.0286,96.496,39.302,22.896,40.954,3,3,7,5,2,1,3,3,Median,Median,Leave out requantified,Median,6.8,5.1,15.6,10.3,584390000,394810000,189570000,75335000,39974000,35361000,78339000,47979000,30360000,254870000,186330000,68539000,175840000,120530000,55313000,,,,943,1710;2177;2871;13196;13943;15476;18398,True;True;True;True;True;True;True,2302;2303;2881;3828;17806;17807;18752;20718;24449,5362;5363;5364;5365;6755;6756;8899;39948;39949;39950;39951;39952;42100;46230;46231;54892;54893;54894,9920;9921;9922;9923;9924;9925;9926;12459;12460;16482;71567;71568;71569;71570;71571;71572;71573;71574;71575;75516;82547;82548;82549;98758;98759,9923;12460;16482;71574;75516;82549;98758,,,,,-1;-1;-1;-1;-1;-1;-1,protein_944,quanti,quanti,quanti,quanti
DDX56,-1.01095117419937,0.249048352820682,Q9NY93;F8WDT8;G3V0G3;H7C3E9;F8WEI3,Q9NY93;F8WDT8;G3V0G3;H7C3E9,4;4;4;3;1,4;4;4;3;1,4;4;4;3;1,Probable ATP-dependent RNA helicase DDX56,sp|Q9NY93|DDX56_HUMAN Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens OX=9606 GN=DDX56 PE=1 SV=1;tr|F8WDT8|F8WDT8_HUMAN Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens OX=9606 GN=DDX56 PE=1 SV=1;tr|G3V0G3|G3V0G3_HUMAN DEAD (Asp-Glu-Ala-,5,4,4,4,2,4,1,1,2,4,1,1,2,4,1,1,10.2,10.2,10.2,61.589,547,547;185;375;396;103,0.0,12.734,By matching,By MS/MS,By MS/MS,By MS/MS,1.8361,3.7189,26.431,8,1,Leave out requantified,1.5495,1.8361,1.7004,2.264,3.1078,4.2632,4.7812,5.8451,6.0705,26.471,,,2,4,1,1,0,1,0,0,Median,Leave out requantified,Median,Median,4.8,10.2,2.6,2.6,177550000,56127000,121420000,17159000,6613600,10545000,105700000,29916000,75782000,33367000,11726000,21640000,21326000,7871100,13455000,,,,949,1020;2270;6001;18362,True;True;True;True,1330;3016;8102;24399,3087;3088;7106;18281;18282;54775;54776;54777,5634;13218;33242;98467;98468;98469,5634;13218;33242;98467,,,,,-1;-1;-1;-1;-1,protein_950,quanti,quanti,quanti,quanti
CPSF6,21.5287769286712,2.10055239177478e-07,Q16630;F8WJN3,Q16630;F8WJN3,3;3,3;3,3;3,Cleavage and polyadenylation specificity factor subunit 6,sp|Q16630|CPSF6_HUMAN Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2;tr|F8WJN3|F8WJN3_HUMAN Cleavage and polyadenylation-specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=1,2,3,3,3,0,0,3,3,0,0,3,3,0,0,3,3,7.1,7.1,7.1,59.209,551,551;478,0.0,21.823,,,By MS/MS,By MS/MS,0.42182,1.216,64.441,6,4,Median,,,0.44904,0.39625,,,1.5449,0.9572,,,64.73,78.538,0,0,3,3,0,0,1,3,Median,Median,Median,Median,0.0,0.0,7.1,7.1,263140000,166920000,96224000,0,0,0,0,0,0,160480000,106590000,53894000,102660000,60334000,42329000,,,,950,3708;14338;17804,True;True;True,4925;19254;23704,11272;11273;43140;43141;53109;53110,20668;20669;77345;77346;77347;77348;95217;95218,20668;77348;95217,,,,,-1;-1,protein_951,quanti,quanti,imputed MEC,imputed MEC
GSDMD,0.0105936850861355,0.990867024924949,P57764;G3V1A6;H0YDB0;E9PIB2,P57764;G3V1A6;H0YDB0;E9PIB2,2;2;1;1,2;2;1;1,2;2;1;1,Gasdermin-D,"sp|P57764|GSDMD_HUMAN Gasdermin-D OS=Homo sapiens OX=9606 GN=GSDMD PE=1 SV=1;tr|G3V1A6|G3V1A6_HUMAN Gasdermin domain containing 1, isoform CRA_d OS=Homo sapiens OX=9606 GN=GSDMD PE=1 SV=1;tr|H0YDB0|H0YDB0_HUMAN Gasdermin-D (Fragment) OS=Homo sapiens OX=960",4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5.8,5.8,5.8,52.8,484,484;532;231;277,0.00049579,2.4259,By MS/MS,By MS/MS,By MS/MS,By matching,0.36984,1.0226,56.963,4,0,Median,0.37387,0.58063,0.11324,0.36586,1.164,1.4413,0.39261,0.89844,,,,,1,1,1,1,0,0,0,0,Median,Median,Median,Median,2.7,2.7,3.1,2.7,160480000,120970000,39510000,30955000,21894000,9060600,31509000,19872000,11636000,78400000,66655000,11744000,19617000,12549000,7068100,,,,955,3671;18168,True;True,4882;24156,11185;54210;54211;54212,20523;97425;97426;97427;97428;97429,20523;97427,,,,,-1;-1;-1;-1,protein_956,quanti,quanti,quanti,quanti
API5,-0.286968643597394,0.669672098004166,Q9BZZ5;G3V1C3;E9PQK6;H0YER7,Q9BZZ5;G3V1C3,8;8;2;2,8;8;2;2,8;8;2;2,Apoptosis inhibitor 5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1,4,8,8,8,2,4,7,4,2,4,7,4,2,4,7,4,17.7,17.7,17.7,59.004,524,524;510;123;294,0.0,17.284,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37354,1.1771,16.317,18,10,Leave out requantified,0.43162,0.41576,0.35443,0.35466,1.5437,1.1859,1.0633,1.084,33.561,16.473,61.602,14.959,2,4,8,4,1,0,6,3,Median,Leave out requantified,Median,Median,3.1,10.1,13.9,9.7,874430000,610370000,264060000,116140000,82554000,33590000,314700000,211160000,103530000,294030000,212020000,82016000,149560000,104640000,44923000,,,,957,3761;6346;7855;9462;14192;14238;14281;16772,True;True;True;True;True;True;True;True,4994;8562;10696;10697;13020;13021;19058;19059;19122;19181;22360,11420;19243;24262;24263;24264;29214;29215;29216;42716;42717;42718;42719;42720;42847;42848;42849;42988;50065;50066,20924;20925;34844;44088;44089;44090;52649;52650;52651;52652;52653;52654;52655;52656;76599;76600;76601;76602;76603;76604;76605;76606;76809;76810;76811;76812;76813;77069;77070;89322;89323;89324;89325,20925;34844;44088;52651;76603;76812;77069;89322,805;806,,202;251,,-1;-1;-1;-1,protein_958,quanti,quanti,quanti,quanti
NRD1,-0.592601386095751,0.515782980131624,O43847;G3V1R5;H0Y5G9;F5H7V1,O43847;G3V1R5;H0Y5G9;F5H7V1,2;2;1;1,2;2;1;1,2;2;1;1,Nardilysin,sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3;tr|G3V1R5|G3V1R5_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=1;tr|H0Y5G9|H0Y5G9_HUMAN Nardilysin (Fragment) OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=1;tr|F5H7V1|F5H7V1_HU,4,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2.2,2.2,2.2,131.7,1151,1151;1087;538;949,0.019171,1.0474,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.52487,1.2956,124.87,5,0,Median,0.48059,0.52487,6.7116,0.48602,1.3152,1.2435,20.667,1.2565,,,,4.3398,1,1,1,2,0,0,0,0,Median,Median,Median,Median,1.1,1.1,1.0,2.2,128830000,64422000,64411000,20299000,13998000,6301400,24134000,15411000,8723300,37648000,6248100,31400000,46751000,28765000,17986000,,,,959,648;20214,True;True,825;26895,1871;1872;1873;60557;60558,3329;3330;3331;3332;3333;109341,3329;109341,,,,,-1;-1;-1;-1,protein_960,quanti,quanti,quanti,quanti
ATP6V1D,-19.4376885211814,2.38642451651301e-06,Q9Y5K8;G3V2V6;G3V341;G3V3T8;H0YJH8;G3V559;G3V2S6,Q9Y5K8;G3V2V6;G3V341;G3V3T8;H0YJH8;G3V559;G3V2S6,2;2;1;1;1;1;1,2;2;1;1;1;1;1,2;2;1;1;1;1;1,V-type proton ATPase subunit D,sp|Q9Y5K8|VATD_HUMAN V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1;tr|G3V2V6|G3V2V6_HUMAN V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1;tr|G3V341|G3V341_HUMAN V-type proton ATPase subunit D (Fragm,7,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,9.3,9.3,9.3,28.262,247,247;148;72;86;153;179;192,0.0,3.2547,By MS/MS,By MS/MS,,,1.0969,3.0017,48.229,3,1,Median,0.75454,1.7705,,,2.1534,3.9461,,,46.973,,,,2,1,0,0,0,1,0,0,Median,Median,Median,Median,9.3,4.5,0.0,0.0,67853000,30734000,37119000,47334000,23117000,24217000,20519000,7616800,12902000,0,0,0,0,0,0,,,,968,15699;19487,True;True,21000;25942,46869;58375;58376,83657;105242;105243,83657;105242,,,,,-1;-1;-1;-1;-1;-1;-1,protein_969,imputed MEC,imputed MEC,quanti,quanti
SNW1,-0.0640116058797489,0.907610625820685,Q13573;G3V3A4;G3V4X8;G3V5R3,Q13573;G3V3A4;G3V4X8,6;6;4;2,6;6;4;2,6;6;4;2,SNW domain-containing protein 1,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V3A4|G3V3A4_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V4X8|G3V4X8_HUMAN SNW domain-containing protein 1 OS=Homo s,4,6,6,6,3,4,4,4,3,4,4,4,3,4,4,4,18.7,18.7,18.7,61.494,536,536;571;374;185,0.0,11.486,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.89103,2.4717,9.8684,17,2,Leave out requantified,0.86749,1.2077,0.86573,0.89752,2.5967,3.1136,2.7022,2.5233,10.626,13.632,18.523,7.9685,3,4,6,4,0,2,0,0,Leave out requantified,Median,Leave out requantified,Leave out requantified,9.5,13.4,14.2,11.9,613500000,302720000,310780000,89051000,43150000,45902000,190010000,91161000,98845000,193260000,100690000,92574000,141180000,67727000,73455000,,,,971,64;1489;5960;9494;10745;21149,True;True;True;True;True;True,65;2004;2005;8044;13060;14708;28105,141;142;143;144;4646;4647;4648;4649;4650;18142;29312;33053;33054;33055;63220;63221;63222,225;226;227;228;229;8429;8430;8431;8432;8433;32928;52824;59488;59489;59490;59491;59492;113989;113990;113991;113992,226;8430;32928;52824;59489;113991,,,,,-1;-1;-1;-1,protein_972,quanti,quanti,quanti,quanti
NUMB,0.669302725200357,0.256564177505483,P49757;G3V3M5;G3V3R1;G3V3Z8;Q9Y6R0;M0QXQ4;M0QYC2;A0A0C4DGH3,P49757;G3V3M5;G3V3R1;G3V3Z8,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,Protein numb homolog,sp|P49757|NUMB_HUMAN Protein numb homolog OS=Homo sapiens OX=9606 GN=NUMB PE=1 SV=2;tr|G3V3M5|G3V3M5_HUMAN Protein numb homolog (Fragment) OS=Homo sapiens OX=9606 GN=NUMB PE=1 SV=8;tr|G3V3R1|G3V3R1_HUMAN Protein numb homolog (Fragment) OS=Homo sapiens OX=9,8,3,3,3,1,2,1,1,1,2,1,1,1,2,1,1,7.2,7.2,7.2,70.803,651,651;223;258;507;609;214;235;568,0.0,4.6183,By MS/MS,By MS/MS,By MS/MS,By matching,0.73606,2.2357,102.78,5,0,Leave out requantified,0.44362,0.61415,0.71007,0.76301,1.0149,0.86524,2.3625,2.1156,,191.05,,,1,2,1,1,0,0,0,0,Median,Median,Median,Median,3.2,4.9,2.3,2.3,105060000,61229000,43827000,12172000,9414900,2756900,17799000,9072800,8726600,47166000,28257000,18909000,27918000,14484000,13434000,,,,974,2284;11624;19915,True;True;True,3035;15829;26478,7155;35513;35514;59580;59581,13309;63707;63708;63709;107566,13309;63709;107566,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_975,quanti,quanti,quanti,quanti
DDX24,18.1866469761681,1.34289012051865e-05,Q9GZR7;G3V529;A0A087WXU8;A0A1W2PRR2;F5GYL3,Q9GZR7;G3V529;A0A087WXU8;A0A1W2PRR2;F5GYL3,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,ATP-dependent RNA helicase DDX24,sp|Q9GZR7|DDX24_HUMAN ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1;tr|G3V529|G3V529_HUMAN ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1;tr|A0A087WXU8|A0A087WXU8_HUMAN ATP-dependent RNA helicase D,5,2,2,2,0,0,2,1,0,0,2,1,0,0,2,1,4.3,4.3,4.3,96.331,859,859;816;485;577;609,0.002751,1.8879,,,By MS/MS,By MS/MS,1.754,3.3766,107.99,3,1,Median,,,0.61406,1.9324,,,1.3337,3.463,,,131.36,,0,0,2,1,0,0,1,0,Median,Median,Median,Median,0.0,0.0,4.3,2.7,41333000,23971000,17362000,0,0,0,0,0,0,32283000,20993000,11291000,9050200,2978800,6071400,,,,979,1460;17037,True;True,1960;22688,4529;4530;50843,8228;8229;8230;90782,8228;90782,821;822,,534;541,,-1;-1;-1;-1;-1,protein_980,quanti,quanti,imputed MEC,imputed MEC
PSMA6,-2.06866120990014,0.0438919069190987,P60900;G3V5Z7;G3V295;G3V3I1;G3V3U4;G3V4S5;G3V2S7;H0YJC4,P60900;G3V5Z7;G3V295;G3V3I1;G3V3U4,13;13;12;11;7;3;3;1,13;13;12;11;7;3;3;1,13;13;12;11;7;3;3;1,Proteasome subunit alpha type-6;Proteasome subunit alpha type,sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V295|G3V295_HUMAN Proteasome subunit alpha type OS=Homo sap,8,13,13,13,8,11,3,6,8,11,3,6,8,11,3,6,48.8,48.8,48.8,27.399,246,246;252;203;148;107;41;67;85,0.0,119.71,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33446,0.94591,11.616,34,10,Leave out requantified,0.31946,0.34163,0.26691,0.35157,1.1957,0.92714,0.92398,1.1358,11.19,10.806,27.289,2.8854,10,13,3,8,2,3,1,4,Leave out requantified,Leave out requantified,Median,Leave out requantified,36.2,44.3,13.0,24.4,3017800000,2198000000,819780000,936220000,699020000,237200000,1223100000,871960000,351150000,179820000,132750000,47062000,678670000,494300000,184370000,,,,980,1015;2020;5737;6285;6731;7872;8359;12230;12231;16513;20679;20680;20792,True;True;True;True;True;True;True;True;True;True;True;True;True,1323;1324;2689;7727;8478;9144;9145;10716;11333;16609;16610;22037;27479;27480;27642,3074;3075;3076;3077;3078;6312;6313;17455;19079;19080;19081;20644;20645;20646;20647;20648;24306;25723;25724;25725;25726;25727;37323;37324;37325;37326;37327;49300;61851;61852;61853;62190;62191;62192,5595;5596;5597;5598;5599;5600;5601;5602;5603;5604;5605;5606;5607;5608;5609;5610;5611;5612;5613;5614;5615;5616;11655;11656;11657;11658;11659;31808;34543;34544;34545;34546;34547;34548;34549;34550;37459;37460;37461;37462;37463;37464;37465;37466;44160;46740;46741;46742;46743;46744;46745;46746;46747;66930;66931;66932;66933;66934;66935;66936;66937;88005;88006;88007;88008;88009;88010;111610;111611;111612;111613;111614;111615;111616;112182;112183;112184;112185;112186,5597;11658;31808;34547;37466;44160;46741;66933;66937;88006;111610;111615;112185,823;824,,30;45,,-1;-1;-1;-1;-1;-1;-1;-1,protein_981,quanti,quanti,quanti,quanti
MRPS22,-0.161390245084984,0.861235384282804,P82650;G5E9W7;G5E9V5;H7C5L9;H7C5H3;H7C5F2,P82650;G5E9W7;G5E9V5;H7C5L9,12;12;12;10;5;3,12;12;12;10;5;3,12;12;12;10;5;3,"28S ribosomal protein S22, mitochondrial","sp|P82650|RT22_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9W7|G5E9W7_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9V5|G5E9V5_HUMAN 28S ribosomal prote",6,12,12,12,5,4,6,2,5,4,6,2,5,4,6,2,26.7,26.7,26.7,41.28,360,360;319;359;121;200;165,0.0,20.269,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34122,0.98147,42.248,16,9,Leave out requantified,0.25564,0.47271,0.34574,0.40131,0.61507,1.1601,0.98147,1.1853,88.268,64.927,45.653,,5,3,7,1,3,1,5,0,Median,Median,Median,Median,10.3,11.4,17.8,6.4,402230000,277740000,124490000,100080000,67165000,32911000,66388000,41020000,25368000,196120000,139670000,56448000,39646000,29879000,9767200,,,,986,4485;4486;7192;7881;8965;11124;12678;12679;13074;20560;20561;21179,True;True;True;True;True;True;True;True;True;True;True;True,5940;5941;9810;10727;12206;12207;15197;17148;17149;17653;27329;27330;28146,13438;13439;13440;13441;22151;22152;24327;24328;27518;27519;34131;38514;38515;38516;39615;61512;61513;63315,24530;24531;24532;24533;24534;24535;40222;40223;44212;44213;49970;49971;61421;69086;69087;69088;69089;70916;111009;111010;114168,24532;24535;40222;44212;49970;61421;69086;69089;70916;111009;111010;114168,827;828,,203;211,,-1;-1;-1;-1;-1;-1,protein_987,quanti,quanti,quanti,quanti
CELF1,2.65110522123619,0.00579493396165276,G5EA30;Q92879;E9PKU1;Q5VZZ6;A0A1B0GUN8;E9PC62;A0A1B0GU44;A0A0J9YX66;A0A0J9YXJ0;O95319;F5H0D8;E9PSH0;E9PQK4;F5H4Y5;V9GYD9;E9PKA1;F5H3J7,G5EA30;Q92879;E9PKU1,8;7;4;3;3;3;3;3;3;3;3;3;3;2;2;1;1,8;7;4;3;3;3;3;3;3;3;3;3;3;2;2;1;1,8;7;4;3;3;3;3;3;3;3;3;3;3;2;2;1;1,CUGBP Elav-like family member 1,"tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1;sp|Q92879|CELF1_HUMAN CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2;tr|E9PKU1|E9PKU1_HUMAN CUGBP Elav-li",17,8,8,8,1,3,7,6,1,3,7,6,1,3,7,6,19.6,19.6,19.6,55.142,514,514;486;114;502;526;521;520;514;533;508;103;95;87;78;440;56;37,0.0,22.313,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43457,1.3275,16.922,18,6,Leave out requantified,0.44789,0.64508,0.44019,0.44528,1.3275,1.2669,1.3183,1.3171,,7.0209,21.581,22.043,1,3,8,6,0,1,3,2,Median,Median,Leave out requantified,Leave out requantified,1.9,8.8,14.8,12.6,817730000,537300000,280430000,26835000,18460000,8375400,58690000,38255000,20435000,466470000,310650000,155820000,265730000,169930000,95802000,,,,987,84;5224;5229;7850;8647;12553;18639;19446,True;True;True;True;True;True;True;True,92;6959;6967;6968;10689;11706;11707;16992;24750;25886,208;15652;15653;15654;15669;15670;15671;15672;15673;15674;24248;24249;26531;26532;26533;26534;38178;38179;55550;58247;58248,339;28491;28492;28493;28494;28495;28496;28497;28525;28526;28527;28528;28529;28530;28531;28532;28533;28534;28535;28536;28537;28538;28539;44062;44063;44064;44065;44066;48298;48299;48300;48301;68476;68477;99951;105023;105024,339;28496;28532;44065;48298;68476;99951;105023,829,,464,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_988,quanti,quanti,quanti,quanti
SEC24C,-0.899994714700007,0.117316427049073,P53992;G5EA31,P53992;G5EA31,6;6,6;6,6;6,Protein transport protein Sec24C,sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3;tr|G5EA31|G5EA31_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=1,2,6,6,6,4,4,2,3,4,4,2,3,4,4,2,3,6.8,6.8,6.8,118.32,1094,1094;1042,0.0,8.9677,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40688,0.97654,20.837,13,1,Leave out requantified,0.39324,0.52254,0.28228,0.31368,0.89666,1.0909,0.65062,0.84201,12.67,19.287,30.536,20.572,4,4,2,3,1,0,0,0,Leave out requantified,Leave out requantified,Median,Leave out requantified,4.5,4.1,2.3,3.7,249420000,173490000,75929000,65326000,47231000,18095000,84051000,51720000,32331000,38548000,29522000,9025200,61495000,45018000,16478000,,,,988,6202;10948;10951;14258;16421;17556,True;True;True;True;True;True,8380;14973;14977;19147;21921;23384,18876;18877;33659;33660;33666;33667;33668;42909;42910;49017;49018;52420;52421,34260;34261;60677;60678;60688;60689;76922;87546;87547;93952,34261;60677;60689;76922;87547;93952,,,,,-1;-1,protein_989,quanti,quanti,quanti,quanti
