Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity WDTC1-N1,Intensity WDTC1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9Y6Y8;A0A0C4DH82;H7C4C4;H7C0V8,Q9Y6Y8,12;3;2;2,12;3;2;2,12;3;2;2,SEC23-interacting protein,SEC23IP,sp|Q9Y6Y8|S23IP_HUMAN SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP PE=1 SV=1,12,12,17.4,4.09524828417093,4.01027517941627,27.9859286869219,27.8103552068781
O95487,O95487,13,13,12,Protein transport protein Sec24B,SEC24B,sp|O95487|SC24B_HUMAN Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2,13,12,12.5,22.586531046741,21.9668400709308,27.5154787211959,27.8653182290019
Q15637;F8WEV5;C9J792,Q15637,14;4;2,14;4;2,12;4;2,Splicing factor 1,SF1,sp|Q15637|SF01_HUMAN Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4,14,12,30.7,23.0642112118638,22.2062775085389,30.3479438859114,30.2787469857731
A0A494C1M0;A0A0U1RQE4;Q5HYK7;A0A0U1RQN2,A0A494C1M0;A0A0U1RQE4;Q5HYK7,12;12;11;1,12;12;11;1,12;12;11;1,SH3 domain-containing protein 19,SH3D19,tr|A0A494C1M0|A0A494C1M0_HUMAN SH3 domain-containing protein 19 OS=Homo sapiens OX=9606 GN=SH3D19 PE=1 SV=1;tr|A0A0U1RQE4|A0A0U1RQE4_HUMAN SH3 domain-containing protein 19 OS=Homo sapiens OX=9606 GN=SH3D19 PE=1 SV=1;sp|Q5HYK7|SH319_HUMAN SH3 domain-contain,12,12,11.9,20.7664415585133,20.5636786132537,26.9127362364299,26.5764342923321
Q96B97;Q5JPT2;Q5VSN0,Q96B97;Q5JPT2,12;12;3,12;12;3,12;12;3,SH3 domain-containing kinase-binding protein 1,SH3KBP1,sp|Q96B97|SH3K1_HUMAN SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens OX=9606 GN=SH3KBP1 PE=1 SV=2;tr|Q5JPT2|Q5JPT2_HUMAN SH3 domain-containing kinase-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SH3KBP1 PE=1 SV=1,12,12,25.4,24.9265555213608,24.2330830550946,27.9760173351871,28.2409994474276
Q8IX90;F5GWG1;F5H8H7,Q8IX90,12;1;1,12;1;1,12;1;1,Spindle and kinetochore-associated protein 3,SKA3,sp|Q8IX90|SKA3_HUMAN Spindle and kinetochore-associated protein 3 OS=Homo sapiens OX=9606 GN=SKA3 PE=1 SV=2,12,12,35.9,24.9005348130451,23.0966604708223,28.6862556832602,28.5677218808425
P61011;G3V4F7;G3V480,P61011;G3V4F7,12;10;2,12;10;2,12;10;2,Signal recognition particle 54 kDa protein,SRP54,sp|P61011|SRP54_HUMAN Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1;tr|G3V4F7|G3V4F7_HUMAN Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1,12,12,26.6,23.7552160407916,21.3246552243477,27.464041386167,27.3863202409199
Q9NYL9;H0YKU1;H0YNJ8;P28289,Q9NYL9;H0YKU1;H0YNJ8,12;7;7;1,12;7;7;1,12;7;7;1,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,12,12,45.5,23.9169779175216,23.3330625140218,27.4390460988411,27.6276319551701
Q14694;J3KT19;H3BVF1;H3BNA1;H3BNL0;Q68D90;H3BQP1;H3BQC6,Q14694,12;4;3;2;1;1;1;1,12;4;3;2;1;1;1;1,12;4;3;2;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 10,USP10,sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,12,12,23.4,21.512775178161,21.1807052878059,27.7907305983951,27.9815259973108
Q9C0J8;B9A053;C9J8B4,Q9C0J8,12;2;2,12;2;2,12;2;2,pre-mRNA 3 end processing protein WDR33,WDR33,sp|Q9C0J8|WDR33_HUMAN pre-mRNA 3 end processing protein WDR33 OS=Homo sapiens OX=9606 GN=WDR33 PE=1 SV=2,12,12,15.7,4.09524828417093,4.01027517941627,28.1952603035962,28.0536717998503
Q9H6S0;D6RA70;D6RF50,Q9H6S0;D6RA70,12;6;1,12;6;1,12;6;1,Probable ATP-dependent RNA helicase YTHDC2,YTHDC2,sp|Q9H6S0|YTDC2_HUMAN 3-5 RNA helicase YTHDC2 OS=Homo sapiens OX=9606 GN=YTHDC2 PE=1 SV=2;tr|D6RA70|D6RA70_HUMAN 3-5 RNA helicase YTHDC2 OS=Homo sapiens OX=9606 GN=YTHDC2 PE=1 SV=1,12,12,11.5,4.09524828417093,4.01027517941627,26.3368802519216,30.8735698296558
Q9UPT8;M0QY97,Q9UPT8;M0QY97,12;11,12;11,12;11,Zinc finger CCCH domain-containing protein 4,ZC3H4,sp|Q9UPT8|ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3;tr|M0QY97|M0QY97_HUMAN Zinc finger CCCH domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=1,12,12,17.1,4.09524828417093,4.01027517941627,28.4291011023309,27.7185569146547
Q7Z3T8,Q7Z3T8,12,12,12,Zinc finger FYVE domain-containing protein 16,ZFYVE16,sp|Q7Z3T8|ZFY16_HUMAN Zinc finger FYVE domain-containing protein 16 OS=Homo sapiens OX=9606 GN=ZFYVE16 PE=1 SV=3,12,12,11.6,22.9490273156858,21.5439896002654,26.9852229869273,27.1361397135734
Q9UQR1;G5E9X2;C9K0U4;C9J6Y6,Q9UQR1,12;3;1;1,12;3;1;1,12;3;1;1,Zinc finger protein 148,ZNF148,sp|Q9UQR1|ZN148_HUMAN Zinc finger protein 148 OS=Homo sapiens OX=9606 GN=ZNF148 PE=1 SV=2,12,12,22.7,4.09524828417093,4.01027517941627,28.1079412130275,28.2353949716853
O15231;H7BZT5;H7C1R1,O15231;H7BZT5,26;20;3,26;20;3,12;9;0,Zinc finger protein 185,ZNF185,sp|O15231|ZN185_HUMAN Zinc finger protein 185 OS=Homo sapiens OX=9606 GN=ZNF185 PE=1 SV=3;tr|H7BZT5|H7BZT5_HUMAN Zinc finger protein 185 OS=Homo sapiens OX=9606 GN=ZNF185 PE=1 SV=2,26,12,53.1,27.9340460729304,26.212023860389,29.7332607634998,29.4768999060001
A0A096LP25;Q6ZSR9;A0A096LNZ0;A0A096LP60,A0A096LP25;Q6ZSR9;A0A096LNZ0,16;12;11;3,13;12;8;0,13;12;8;0,Uncharacterized protein FLJ45252,AAK1,tr|A0A096LP25|A0A096LP25_HUMAN AP2-associated protein kinase 1 (Fragment) OS=Homo sapiens OX=9606 GN=AAK1 PE=1 SV=1;sp|Q6ZSR9|YJ005_HUMAN Uncharacterized protein FLJ45252 OS=Homo sapiens OX=9606 PE=2 SV=2;tr|A0A096LNZ0|A0A096LNZ0_HUMAN AP2-associated prote,16,13,43.2,27.2637394197393,26.228668255161,29.8684125928983,29.7176094389667
O95433;G3V438;H0YJG7;H0YJU2;H0YJ63;G3V3W9,O95433;G3V438,13;9;6;5;4;3,13;9;6;5;4;3,13;9;6;5;4;3,Activator of 90 kDa heat shock protein ATPase homolog 1,AHSA1,sp|O95433|AHSA1_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1;tr|G3V438|G3V438_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1,13,13,47.6,28.3036500528587,27.0946647077602,29.2660206438674,29.3382200288084
Q9H1A4;H0Y564;A0A2R8YF63;F8WAS1,Q9H1A4;H0Y564,13;8;2;1,13;8;2;1,13;8;2;1,Anaphase-promoting complex subunit 1,ANAPC1,sp|Q9H1A4|APC1_HUMAN Anaphase-promoting complex subunit 1 OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1;tr|H0Y564|H0Y564_HUMAN Anaphase-promoting complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1,13,13,8.4,24.1659400115176,22.4725381444567,27.1205035214227,26.0072937181229
Q9H6U6;K7ESE9;K7EJU7;K7EIE2,Q9H6U6;K7ESE9,13;10;1;1,13;10;1;1,13;10;1;1,Breast carcinoma-amplified sequence 3,BCAS3,sp|Q9H6U6|BCAS3_HUMAN Breast carcinoma-amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=1 SV=3;tr|K7ESE9|K7ESE9_HUMAN Breast carcinoma-amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=1 SV=1,13,13,16.7,25.9680719030632,25.2595792104095,26.9256956833273,27.2349840320098
Q6PII3;A0A0B4J1R8;A0A087WYA9,Q6PII3;A0A0B4J1R8;A0A087WYA9,13;11;10,13;11;10,13;11;10,Coiled-coil domain-containing protein 174,CCDC174,sp|Q6PII3|CC174_HUMAN Coiled-coil domain-containing protein 174 OS=Homo sapiens OX=9606 GN=CCDC174 PE=1 SV=3;tr|A0A0B4J1R8|A0A0B4J1R8_HUMAN Coiled-coil domain-containing protein 174 OS=Homo sapiens OX=9606 GN=CCDC174 PE=1 SV=1;tr|A0A087WYA9|A0A087WYA9_HUMA,13,13,27.0,4.09524828417093,4.01027517941627,28.0176517043207,28.0478605406144
Q9UHD1;E9PHZ2;E9PPQ5;E9PIZ4;E9PSD5;E9PL00;E9PIF7,Q9UHD1;E9PHZ2,13;7;5;4;4;2;1,13;7;5;4;4;2;1,13;7;5;4;4;2;1,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2;tr|E9PHZ2|E9PHZ2_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=1,13,13,53.0,27.6344338591394,26.7049056177978,28.8632811701313,28.7633824885925
P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3ISC6;A0A3B3IU89;A0A3B3ITI7;A0A3B3ISK1;A0A3B3ITV3;A0A3B3IU78,P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3ISC6,13;13;12;11;6;4;4;4;3,13;13;12;11;6;4;4;4;3,13;13;12;11;6;4;4;4;3,Coatomer subunit alpha;Xenin;Proxenin,COPA,sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2;tr|A0A3B3IT15|A0A3B3IT15_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=1;tr|A0A3B3IS84|A0A3B3IS84_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9,13,13,14.5,22.2670804090117,21.8715314889924,26.9759626886826,26.6847184481218
Q9UPY3;H0YJZ6,Q9UPY3,13;1,13;1,13;1,Endoribonuclease Dicer,DICER1,sp|Q9UPY3|DICER_HUMAN Endoribonuclease Dicer OS=Homo sapiens OX=9606 GN=DICER1 PE=1 SV=3,13,13,9.2,4.09524828417093,4.01027517941627,26.6065375999491,27.3651122833335
P25685;M0R080;M0QYT3;M0QXK0;M0R1D6;M0QZD0;M0R128;A0A1B0GX60;Q9UDY4,P25685;M0R080,13;7;5;5;4;4;2;2;1,13;7;5;5;4;4;2;2;1,13;7;5;5;4;4;2;2;1,DnaJ homolog subfamily B member 1,DNAJB1,sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4;tr|M0R080|M0R080_HUMAN DnaJ homolog subfamily B member 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=1,13,13,41.5,26.9330330629127,26.3168442840975,28.9349459295265,29.2443834713506
P60842;J3KT12;J3QS69;J3KTB5;J3QL43;J3KSZ0;J3QR64;E7EQG2;J3QLN6;Q14240;J3KTN0;J3KS25;J3QKZ9;J3KSN7;J3KT04;E7EMV8;J3KS93;P38919;F8WE11;E9PBH4;J3QQP0;I3L3H2;J3QL52,P60842;J3KT12;J3QS69;J3KTB5;J3QL43;J3KSZ0;J3QR64,13;11;10;10;8;8;7;6;6;6;5;5;5;2;2;2;2;1;1;1;1;1;1,13;11;10;10;8;8;7;6;6;6;5;5;5;2;2;2;2;1;1;1;1;1;1,13;11;10;10;8;8;7;6;6;6;5;5;5;2;2;2;2;1;1;1;1;1;1,Eukaryotic initiation factor 4A-I,EIF4A1,sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1;tr|J3KT12|J3KT12_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1;tr|J3QS69|J3QS69_HUMAN Eukaryotic initiation factor 4A-,13,13,40.6,25.8316383549044,24.9145621440185,27.8843098165107,27.8101713108432
Q9NQX3;F5H039;G3V582;H0YJ30;G3V4R0;G3V355;H0YJR5;G3V4D2,Q9NQX3;F5H039;G3V582,13;13;7;3;2;2;2;1,13;13;7;3;2;2;2;1,13;13;7;3;2;2;2;1,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,GPHN,sp|Q9NQX3|GEPH_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|F5H039|F5H039_HUMAN Molybdopterin molybdenumtransferase OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|G3V582|G3V582_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1,13,13,26.5,22.3584773603634,21.9687547560588,27.7056967136178,27.8770124057021
O43390;B4DT28;A0A286YEZ8,O43390;B4DT28,18;15;2,18;15;2,13;12;2,Heterogeneous nuclear ribonucleoprotein R,HNRNPR,sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1;tr|B4DT28|B4DT28_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,18,13,32.5,21.1274830543077,20.8767415473845,29.9138491738825,29.3326827445771
Q27J81;A0A0A0MQU1,Q27J81;A0A0A0MQU1,13;9,13;9,13;9,Inverted formin-2,INF2,sp|Q27J81|INF2_HUMAN Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2;tr|A0A0A0MQU1|A0A0A0MQU1_HUMAN Inverted formin-2 (Fragment) OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=1,13,13,13.6,4.09524828417093,4.01027517941627,26.2655646875206,27.2978033448572
A0MZ66,A0MZ66,13,13,13,Shootin-1,KIAA1598,sp|A0MZ66|SHOT1_HUMAN Shootin-1 OS=Homo sapiens OX=9606 GN=SHTN1 PE=1 SV=4,13,13,24.9,21.6597503185707,21.2822766109622,27.3866491540113,27.0604393287893
P52732,P52732,13,13,13,Kinesin-like protein KIF11,KIF11,sp|P52732|KIF11_HUMAN Kinesin-like protein KIF11 OS=Homo sapiens OX=9606 GN=KIF11 PE=1 SV=2,13,13,15.2,23.5011811769739,22.2887040872635,26.8876252217366,27.2121537718886
Q86UP2;G3V4Y7;H0YJZ8;G3V5G2;B7Z6P3;H0YJP2;G3V5P0,Q86UP2;G3V4Y7,14;7;4;4;2;1;1,14;7;4;4;2;1;1,13;7;4;4;2;1;1,Kinectin,KTN1,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1;tr|G3V4Y7|G3V4Y7_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,14,13,13.9,25.3602804738465,23.8688187877062,27.3582526511738,27.4111063432206
Q8IVT2,Q8IVT2,13,13,13,Mitotic interactor and substrate of PLK1,MISP,sp|Q8IVT2|MISP_HUMAN Mitotic interactor and substrate of PLK1 OS=Homo sapiens OX=9606 GN=MISP PE=1 SV=1,13,13,28.1,26.136511343071,23.7300338900292,27.9450308291307,27.7863746317982
Q8IXH7;H0UI80;X6RLT1,Q8IXH7;H0UI80;X6RLT1,13;13;13,13;13;13,13;13;13,Negative elongation factor C/D,NELFCD;TH1L,sp|Q8IXH7|NELFD_HUMAN Negative elongation factor C/D OS=Homo sapiens OX=9606 GN=NELFCD PE=1 SV=2;tr|H0UI80|H0UI80_HUMAN Negative elongation factor C/D OS=Homo sapiens OX=9606 GN=NELFCD PE=1 SV=1;tr|X6RLT1|X6RLT1_HUMAN Negative elongation factor C/D (Fragme,13,13,28.3,22.6804805740991,22.1170981773302,28.0564136325776,27.8827366981631
Q76FK4;F5H101;F8WE42;F5GWN9;A0A0A0MSJ1;F5H532;F5H0I5;F5H8B8;F5GXV1;F5H7D5;F5H797;F5H692,Q76FK4;F5H101;F8WE42;F5GWN9;A0A0A0MSJ1,13;13;11;8;7;3;3;3;2;1;1;1,13;13;11;8;7;3;3;3;2;1;1;1,13;13;11;8;7;3;3;3;2;1;1;1,Nucleolar protein 8,NOL8,sp|Q76FK4|NOL8_HUMAN Nucleolar protein 8 OS=Homo sapiens OX=9606 GN=NOL8 PE=1 SV=1;tr|F5H101|F5H101_HUMAN Nucleolar protein 8 OS=Homo sapiens OX=9606 GN=NOL8 PE=1 SV=1;tr|F8WE42|F8WE42_HUMAN Nucleolar protein 8 (Fragment) OS=Homo sapiens OX=9606 GN=NOL8 PE,13,13,15.3,4.09524828417093,4.01027517941627,27.3960734784561,26.606961112367
P46459;I3L0N3;I3L2G1;I3L0L3;K7EQD6;I3L338;I3L4Q9,P46459;I3L0N3,13;13;2;2;2;1;1,13;13;2;2;2;1;1,13;13;2;2;2;1;1,Vesicle-fusing ATPase,NSF,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,13,13,21.8,21.9681070688757,21.1679105451153,27.3441807543208,27.4906779381188
Q86TB9,Q86TB9,13,13,13,Protein PAT1 homolog 1,PATL1,sp|Q86TB9|PATL1_HUMAN Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2,13,13,21.7,24.1643060631715,22.3398456544772,27.2115969259348,27.257458630364
P50542;B4E0T2;J3KPV0;F5H3X7;F5H5C0;F5H432;F5GXX3;F5H205;F5H637;F5GZ41;F5H0L9;F5GYB4,P50542;B4E0T2;J3KPV0,13;12;7;4;4;3;3;3;3;2;2;2,13;12;7;4;4;3;3;3;3;2;2;2,13;12;7;4;4;3;3;3;3;2;2;2,Peroxisomal targeting signal 1 receptor,PEX5,sp|P50542|PEX5_HUMAN Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=3;tr|B4E0T2|B4E0T2_HUMAN Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=1;tr|J3KPV0|J3KPV0_HUMAN Peroxisomal targeting sig,13,13,28.2,23.1913381919658,21.9979677982356,27.5099790023768,27.4590455753846
Q06190;H7C1M1;Q9Y5P8;A0A0G2JNR6;A0A0G2JN52,Q06190,13;3;1;1;1,13;3;1;1;1,13;3;1;1;1,Serine/threonine-protein phosphatase 2A regulatory subunit B subunit alpha,PPP2R3A,sp|Q06190|P2R3A_HUMAN Serine/threonine-protein phosphatase 2A regulatory subunit B subunit alpha OS=Homo sapiens OX=9606 GN=PPP2R3A PE=1 SV=1,13,13,13.8,24.3925076721838,23.4698583991827,27.2791456487999,26.8084538165441
Q5JSZ5;A0A1W2PQP5;A0A494C0D3;H0Y412;A0A494C065;Q5JT00,Q5JSZ5,15;6;6;3;3;1,13;4;6;3;3;1,13;4;6;3;3;1,Protein PRRC2B,PRRC2B,sp|Q5JSZ5|PRC2B_HUMAN Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2,15,13,10.2,4.09524828417093,4.01027517941627,27.2800311724226,27.4247835679509
B7Z7F3;Q9H6Z4;K7EIJ4;K7EN31;K7EID7;K7ENB9;K7ESQ0;K7EMH9;K7ENJ2;K7EPW1,B7Z7F3;Q9H6Z4,13;12;5;3;2;2;2;1;1;1,13;12;5;3;2;2;2;1;1;1,13;12;5;3;2;2;2;1;1;1,Ran-binding protein 3,RANBP3,tr|B7Z7F3|B7Z7F3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1;sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1,13,13,40.7,25.9233624893975,25.0922871145233,30.2354634502525,29.9165565879594
Q9UHR5;J3QQJ0;J3QLH3;F5H478;J3KRU5;X6R3T8;J3KS14;J3QLM2;J3KRR6,Q9UHR5;J3QQJ0;J3QLH3;F5H478;J3KRU5;X6R3T8,13;13;9;8;8;8;6;4;4,13;13;9;8;8;8;6;4;4,13;13;9;8;8;8;6;4;4,SAP30-binding protein,SAP30BP,sp|Q9UHR5|S30BP_HUMAN SAP30-binding protein OS=Homo sapiens OX=9606 GN=SAP30BP PE=1 SV=1;tr|J3QQJ0|J3QQJ0_HUMAN SAP30-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=SAP30BP PE=1 SV=1;tr|J3QLH3|J3QLH3_HUMAN SAP30-binding protein (Fragment) OS=Homo sa,13,13,33.4,26.0528326893691,25.8289542253446,29.9161294391654,30.2318067163099
Q6IN85;G3V5Z3;H0YIY8;H0YJN6;G3V5A2,Q6IN85;G3V5Z3;H0YIY8,15;14;10;3;2,15;14;10;3;2,13;12;9;3;1,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,SMEK1,sp|Q6IN85|P4R3A_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens OX=9606 GN=PPP4R3A PE=1 SV=1;tr|G3V5Z3|G3V5Z3_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens OX=9606 GN=PPP4R3A PE=1 SV=1,15,13,21.2,4.09524828417093,4.01027517941627,28.1044460686288,28.2919328458676
Q9Y5X1;A0A087WVE4;A0A087WZW2,Q9Y5X1,13;1;1,13;1;1,13;1;1,Sorting nexin-9,SNX9,sp|Q9Y5X1|SNX9_HUMAN Sorting nexin-9 OS=Homo sapiens OX=9606 GN=SNX9 PE=1 SV=1,13,13,31.9,22.0263451262198,21.2775789489305,27.9958802123228,28.4008033629918
Q9NUL3;E7EPX0;E7EVJ4;E5RJN7;E7EVI1;E5RJ67;H0YBY0;E5RFK1;E5RGT3;E5RGQ5,Q9NUL3;E7EPX0;E7EVJ4;E5RJN7;E7EVI1,14;13;13;10;10;5;3;3;2;1,13;12;12;9;9;5;3;3;2;1,13;12;12;9;9;5;3;3;2;1,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,sp|Q9NUL3|STAU2_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=2;tr|E7EPX0|E7EPX0_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=1;tr|E7EVJ4|E7EVJ4_,14,13,36.3,25.1842340017744,24.2667087756384,27.2326988998425,27.2270161038966
Q9UMZ2;A0A087WZS7,Q9UMZ2,13;3,13;3,13;3,Synergin gamma,SYNRG,sp|Q9UMZ2|SYNRG_HUMAN Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2,13,13,14.9,23.4582634148661,22.2046812905946,28.1844231952756,27.7714651886518
O75410;E7EVI4;E7ET87;H0YAY0;E5RFM9;R4GMT7;H0YBT8;B4E3H6;E5RJU4;E5RJG6;A0A0C4DGD3;A0A0C4DGD5;H0Y9C3;Q4VXL4;D6RAA5;Q4VXL8,O75410;E7EVI4;E7ET87;H0YAY0;E5RFM9;R4GMT7,14;11;11;10;8;8;6;5;3;1;1;1;1;1;1;1,14;11;11;10;8;8;6;5;3;1;1;1;1;1;1;1,13;10;10;10;8;8;6;5;3;1;1;1;0;0;0;0,Transforming acidic coiled-coil-containing protein 1,TACC1,sp|O75410|TACC1_HUMAN Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=2;tr|E7EVI4|E7EVI4_HUMAN Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=1;tr|E7ET87|E7ET87_HU,14,13,24.8,21.5562266125998,21.1773076017535,27.7172498887989,27.5983961582337
Q8IWB9;A0A087WVA8;J3KRZ8,Q8IWB9;A0A087WVA8;J3KRZ8,13;12;11,13;12;11,13;12;11,Testis-expressed sequence 2 protein,TEX2,sp|Q8IWB9|TEX2_HUMAN Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=2;tr|A0A087WVA8|A0A087WVA8_HUMAN Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=1;tr|J3KRZ8|J3KRZ8_HUMAN Testis-expressed protein 2 (Fragment) OS=Ho,13,13,17.7,23.027661715718,20.8512518827216,27.7931518011319,27.5017278709603
Q68CZ2;E9PCX8;C9JHU5;C9JWN9;C9JTD0;H0Y4U1;F8VV64,Q68CZ2;E9PCX8,14;9;6;2;2;1;1,14;9;6;2;2;1;1,13;9;6;2;2;0;0,Tensin-3,TNS3,sp|Q68CZ2|TENS3_HUMAN Tensin-3 OS=Homo sapiens OX=9606 GN=TNS3 PE=1 SV=2;tr|E9PCX8|E9PCX8_HUMAN Tensin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TNS3 PE=1 SV=8,14,13,16.5,4.09524828417093,4.01027517941627,27.52738548788,27.0218927451962
Q92618;A0A087WUJ4,Q92618;A0A087WUJ4,13;8,13;8,13;8,Zinc finger protein 516,ZNF516,sp|Q92618|ZN516_HUMAN Zinc finger protein 516 OS=Homo sapiens OX=9606 GN=ZNF516 PE=1 SV=1;tr|A0A087WUJ4|A0A087WUJ4_HUMAN Zinc finger protein 516 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF516 PE=1 SV=1,13,13,17.0,4.09524828417093,4.01027517941627,27.8731444311424,27.047496558515
O15014;E7ERY8,O15014,13;4,13;4,13;4,Zinc finger protein 609,ZNF609,sp|O15014|ZN609_HUMAN Zinc finger protein 609 OS=Homo sapiens OX=9606 GN=ZNF609 PE=1 SV=2,13,13,14.4,4.09524828417093,4.01027517941627,27.2115969259348,27.0774497806166
