Gene_names,PHIP_vs_BirA_logFC,PHIP_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DCAF14_N1,Peptides_DCAF14_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DCAF14_N1,Razor___unique_peptides_DCAF14_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DCAF14_N1,Unique_peptides_DCAF14_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DCAF14_N1,Identification_type_DCAF14_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DCAF14_N1,Ratio_H_L_DCAF14_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DCAF14_N1,Ratio_H_L_normalized_DCAF14_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DCAF14_N1,Ratio_H_L_variability_____DCAF14_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DCAF14_N1,Ratio_H_L_count_DCAF14_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DCAF14_N1,Ratio_H_L_iso_count_DCAF14_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DCAF14_N1,Ratio_H_L_type_DCAF14_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DCAF14_N1____,Sequence_coverage_DCAF14_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DCAF14_N1,Intensity_L_DCAF14_N1,Intensity_H_DCAF14_N1,Intensity_DCAF14_N2,Intensity_L_DCAF14_N2,Intensity_H_DCAF14_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF14_N1,metacell_Intensity_L_DCAF14_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
PYCR2,1.32573425328989,0.0939271649652774,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9;A0A087WX69;A0A087WZF0,Q96C36;A0A087WTV6;J3KR12,7;7;6;2;1;1,6;6;5;1;1;1,6;6;5;1;1;1,Pyrroline-5-carboxylate reductase 2,sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|J3KR12|J3KR12_HUMAN Uncharacterized protei,6,7,6,6,3,3,6,6,2,2,5,5,2,2,5,5,26.2,22.2,22.2,33.637,320,320;246;359;319;87;157,0.0,13.228,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.60976,1.5113,20.588,15,2,Leave out requantified,0.58045,0.60487,0.49697,0.67762,1.4289,1.547,1.4411,1.5625,7.9277,29.18,12.134,23.324,2,3,5,5,0,0,1,1,Median,Plateau,Leave out requantified,Leave out requantified,11.2,14.7,24.1,24.1,832670000,501830000,330840000,31401000,19066000,12335000,85733000,58520000,27212000,444310000,278340000,165970000,271220000,145900000,125320000,,,,20,6014;8202;8203;13499;17121;17870;20291,True;True;True;True;False;True;True,6437;8828;8829;14498;18309;18310;19094;21682,16306;16307;22591;22592;22593;22594;37306;46932;46933;46934;46935;46936;46937;46938;46939;46940;48971;48972;48973;48974;55822;55823;55824;55825,31141;31142;31143;42987;42988;42989;42990;70299;87874;87875;87876;87877;87878;87879;87880;87881;87882;87883;87884;87885;87886;87887;87888;87889;87890;87891;87892;87893;91662;91663;91664;91665;91666;91667;91668;91669;91670;91671;91672;91673;91674;91675;91676;91677;91678;91679;91680;91681;91682;91683;91684;91685;91686;105650;105651;105652;105653;105654,31141;42988;42990;70299;87884;91672;105651,,,,,-1;-1;-1;-1;-1;-1,protein_21,quanti,quanti,quanti,quanti
HNRNPDL,1.6885929597528,0.00867166295073694,A0A087WU03,A0A087WU03,2,2,2,,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,40.4,40.4,40.4,6.7215,57,57,0.008793,1.0728,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.28585,0.77397,27.991,9,0,Leave out requantified,0.33858,0.32527,0.24512,0.26624,1.0106,0.70866,0.81832,0.68018,,46.15,29.304,4.2387,1,2,3,3,0,0,0,0,Median,Median,Plateau,Median,40.4,40.4,40.4,40.4,574250000,445610000,128630000,27175000,19945000,7229600,44137000,31308000,12829000,207220000,161200000,46030000,295710000,233160000,62545000,,,,24,13329;13330,True;True,14315;14316,36832;36833;36834;36835;36836;36837;36838;36839;36840,69414;69415;69416;69417;69418;69419;69420;69421;69422;69423;69424;69425;69426;69427;69428;69429;69430;69431;69432;69433,69415;69427,,,,,-1,protein_25,quanti,quanti,quanti,quanti
CTNNBL1,-1.09348086038842,0.0201561256207888,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,5;5;1,5;5;1,5;5;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,5,5,5,2,2,3,4,2,2,3,4,2,2,3,4,11.2,11.2,11.2,65.173,563,563;568;166,0.0,8.9739,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.53035,1.1754,20.243,10,1,Leave out requantified,0.45748,0.57255,0.53819,0.60755,1.2541,1.2588,1.1043,1.3102,40.276,40.064,9.8768,13.561,2,2,3,3,0,1,0,0,Median,Median,Leave out requantified,Leave out requantified,6.0,6.0,5.2,6.6,246370000,157450000,88928000,48875000,30647000,18228000,66051000,43718000,22333000,72188000,46133000,26055000,59259000,36948000,22312000,,,,29,5524;8474;11760;13307;18516,True;True;True;True;True,5885;9130;12666;14292;19777,14902;14903;23464;32714;32715;36785;36786;50760;50761;50762;50763,28279;28280;44714;61994;69337;69338;69339;69340;69341;69342;69343;95377;95378;95379;95380,28279;44714;61994;69342;95379,,,,,-1;-1;-1,protein_30,quanti,quanti,quanti,quanti
SPCS2,1.32958214246053,0.015425503179477,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Signal peptidase complex subunit 2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PRB9|E9PRB9_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit,5,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,16.8,16.8,16.8,25.003,226,226;87;157;227;257,0.0,2.8999,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50121,1.2354,18.857,5,1,Median,0.39914,0.50121,0.57588,0.46221,1.1148,1.2354,1.6471,1.2117,,,8.3254,,1,1,2,1,0,0,1,0,Median,Median,Median,Median,8.4,8.4,16.8,8.4,362420000,236920000,125500000,21786000,15680000,6106200,27558000,17259000,10299000,194500000,124330000,70163000,118580000,79647000,38928000,,,,30,3362;4775,True;True,3594;5098,9447;12916;12917;12918;12919,18161;24576;24577;24578;24579;24580;24581;24582;24583;24584;24585;24586;24587;24588;24589;24590,18161;24580,,,,,-1;-1;-1;-1;-1,protein_31,quanti,quanti,quanti,quanti
SYMPK,0.975855145288389,0.0473214512909764,Q92797;A0A087WUE9;M0R3C7;M0R1C2;M0R180;M0QXP5,Q92797;A0A087WUE9;M0R3C7,6;6;5;1;1;1,6;6;5;1;1;1,6;6;5;1;1;1,Symplekin,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,6,6,6,6,1,1,5,5,1,1,5,5,1,1,5,5,8.0,8.0,8.0,141.15,1274,1274;1058;673;115;137;142,0.0,5.4093,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31432,0.77655,32.352,12,2,Leave out requantified,0.22597,0.24952,0.28845,0.31138,0.81661,0.6955,0.7529,0.75236,,,35.289,65.242,1,1,5,5,0,0,1,1,Median,Median,Leave out requantified,Leave out requantified,1.6,1.6,6.4,6.5,741230000,531930000,209300000,65737000,53126000,12611000,54102000,40364000,13737000,295390000,217110000,78278000,326000000,221330000,104680000,,,,32,1058;11887;12429;16142;21252;21310,True;True;True;True;True;True,1113;12795;13361;17271;22716;22783,2924;2925;2926;32999;34392;34393;44215;44216;58475;58476;58687;58688,5431;62467;64857;64858;82894;82895;82896;110751;110752;111200;111201,5431;62467;64857;82894;110751;111200,,,,,-1;-1;-1;-1;-1;-1,protein_33,quanti,quanti,quanti,quanti
HNRNPDL,1.74711998827109,0.00669086751203242,O14979;A0A087WUK2,O14979;A0A087WUK2,15;15,15;15,13;13,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,15,15,13,5,5,15,11,5,5,15,11,3,3,13,9,36.2,36.2,33.8,46.437,420,420;363,0.0,73.629,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.24186,0.72215,24.481,60,22,Leave out requantified,0.30203,0.30965,0.23944,0.26659,1.0266,0.82943,0.72256,0.74939,17.454,10.792,21.961,24.296,7,6,26,21,1,3,10,8,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,12.1,12.1,36.2,28.8,13658000000,10691000000,2967300000,733490000,570320000,163170000,792320000,578360000,213960000,7439300000,5881600000,1557700000,4693400000,3660900000,1032500000,,,,33,2816;2817;3275;4847;5909;5950;13416;13417;14724;15447;15904;17550;19914;20415;22010,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3008;3009;3500;5170;6310;6311;6359;6360;14408;14409;14410;15792;16546;17029;18762;21264;21823;23508,8007;8008;8009;8010;8011;8012;8013;9201;9202;9203;9204;13094;13095;13096;13097;13098;13099;15919;15920;15921;15922;15923;16056;16057;16058;16059;16060;16061;16062;16063;16064;16065;37083;37084;37085;37086;37087;40626;40627;40628;40629;42461;43599;43600;43601;43602;43603;43604;48085;48086;48087;48088;48089;48090;48091;54638;54639;56202;56203;60528,15309;15310;15311;15312;15313;15314;15315;15316;17644;17645;17646;17647;17648;17649;17650;17651;24898;24899;24900;24901;24902;24903;24904;24905;24906;24907;24908;24909;24910;24911;24912;24913;24914;30300;30301;30302;30303;30304;30555;30556;30557;30558;30559;30560;30561;30562;30563;30564;30565;30566;30567;30568;30569;30570;30571;30572;30573;30574;30575;30576;30577;30578;30579;69886;69887;69888;69889;69890;69891;69892;69893;76576;76577;76578;76579;79945;81887;81888;81889;81890;81891;81892;81893;81894;81895;81896;90017;90018;90019;90020;90021;90022;90023;90024;90025;90026;103339;103340;103341;106344;106345;106346;114501,15312;15316;17651;24900;30300;30565;69886;69891;76577;79945;81896;90019;103339;106345;114501,,,,,-1;-1,protein_34,quanti,quanti,quanti,quanti
GPX1,1.97142885960226,0.00289159067614509,P07203;A0A087WUQ6;A0A2R8Y6B6;A0A494C1C9;A0A494C118,P07203;A0A087WUQ6;A0A2R8Y6B6,6;6;5;1;1,6;6;5;1;1,6;6;5;1;1,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens ,5,6,6,6,2,1,2,4,2,1,2,4,2,1,2,4,32.5,32.5,32.5,22.088,203,203;202;157;104;170,0.0,7.7196,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.17058,0.47384,218.09,8,5,Leave out requantified,6.0326,,0.12877,0.12433,20.649,,0.3718,0.29433,37.214,,34.299,26.608,2,0,2,4,1,0,0,4,Median,Median,Median,Median,9.9,8.9,14.3,28.1,618200000,382940000,235260000,187400000,16408000,170990000,20086000,20086000,0,176090000,147800000,28295000,234610000,198650000,35967000,,,,35,3574;3661;5184;5185;11277;22528,True;True;True;True;True;True,3816;3910;5528;5529;12144;24055,9938;10148;10149;14023;14024;14025;31297;61939;61940,19081;19453;19454;26601;26602;26603;26604;26605;26606;59372;117105;117106;117107;117108,19081;19454;26602;26606;59372;117106,,,,,-1;-1;-1;-1;-1,protein_36,quanti,quanti,quanti,quanti
MYEF2,18.9770625078905,1.48657736948332e-05,Q9P2K5;A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;A0A0C4DGV1;H0YN19,Q9P2K5;A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;A0A0C4DGV1;H0YN19,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Myelin expression factor 2,sp|Q9P2K5|MYEF2_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3;tr|A0A087WUT0|A0A087WUT0_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=1;tr|A0A0A0MQW0|A0A0A0MQW0_HUMAN Myelin expression factor 2 OS=Ho,6,2,2,2,0,0,2,1,0,0,2,1,0,0,2,1,6.2,6.2,6.2,64.121,600,600;547;576;600;211;290,0.0034722,1.5883,,,By MS/MS,By matching,0.5144,0.9706,82.026,3,1,Median,,,0.74797,0.5144,,,1.9257,0.9706,,,101.62,,0,0,2,1,0,0,1,0,Median,Median,Median,Median,0.0,0.0,6.2,4.0,139030000,53401000,85627000,0,0,0,0,0,0,125290000,45387000,79901000,13740000,8013800,5726400,,,,36,8071;11000,True;True,8689;11845,22205;22206;30519,42263;57830,42263;57830,,,,,-1;-1;-1;-1;-1;-1,protein_37,quanti,quanti,imputed MEC,imputed MEC
EIF5B,-1.08770107050065,0.0973864869510632,O60841;A0A087WUT6,O60841;A0A087WUT6,9;9,9;9,9;9,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,9,9,9,4,5,4,5,4,5,4,5,4,5,4,5,13.5,13.5,13.5,138.83,1220,1220;1220,0.0,8.9191,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38885,0.96471,24.808,19,8,Leave out requantified,0.2905,0.31699,0.5148,0.41001,0.96312,0.86726,1.3685,0.99129,13.49,16.107,43.351,14.517,4,5,4,6,3,2,1,2,Median,Leave out requantified,Leave out requantified,Leave out requantified,5.2,7.5,6.5,9.0,851020000,557960000,293060000,128700000,96916000,31787000,230380000,158660000,71719000,187000000,95167000,91831000,304940000,207210000,97723000,,,,37,1036;6492;7281;7583;8004;8761;10220;11317;11742,True;True;True;True;True;True;True;True;True,1089;6967;7827;8169;8617;9443;11013;12191;12647,2868;2869;17733;19940;19941;20895;20896;22002;22003;22004;24285;24286;28346;31438;31439;31440;31441;32655;32656,5347;5348;33818;37873;37874;37875;39822;41829;46275;46276;53752;59584;59585;59586;59587;59588;59589;59590;61848;61849;61850,5347;33818;37874;39822;41829;46276;53752;59585;61850,,,,,-1;-1,protein_38,quanti,quanti,quanti,quanti
PDLIM2,18.8879907606408,1.99086451918179e-05,Q96JY6;C9JS55;A0A087WVI1;A0A087WU48;F8WFB8;A0A087WUQ1;E5RGS7;H0YBP7;B3KPU0;C9J760;C9J0X3;C9K0F0;C9JSR2;H7C1D1,Q96JY6;C9JS55;A0A087WVI1;A0A087WU48;F8WFB8;A0A087WUQ1;E5RGS7;H0YBP7;B3KPU0;C9J760;C9J0X3;C9K0F0;C9JSR2;H7C1D1,2;2;2;1;1;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1;1;1,PDZ and LIM domain protein 2,sp|Q96JY6|PDLI2_HUMAN PDZ and LIM domain protein 2 OS=Homo sapiens OX=9606 GN=PDLIM2 PE=1 SV=1;tr|C9JS55|C9JS55_HUMAN PDZ and LIM domain protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM2 PE=1 SV=1;tr|A0A087WVI1|A0A087WVI1_HUMAN PDZ and LIM domain prot,14,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,7.4,7.4,7.4,37.458,352,352;254;325;18;38;72;132;141;146;153;173;180;235;291,0.0,7.819,,,By MS/MS,By MS/MS,0.43018,0.79991,19.871,3,0,Median,,,0.43018,0.41479,,,0.79991,0.92045,,,,25.658,0,0,1,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,4.3,7.4,76213000,50827000,25386000,0,0,0,0,0,0,10659000,7403100,3255900,65554000,43424000,22130000,,,,42,1575;11753,True;True,1683;12659,4515;4516;32704,8509;8510;8511;8512;8513;61983,8510;61983,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_43,quanti,quanti,imputed MEC,imputed MEC
MTHFD1L,3.81658171193852,0.000264010857365806,A0A087WVM4;B7ZM99;Q6UB35;H0Y327;Q5JYA8;Q5JYA3;Q4VXM0;Q4VXM1,A0A087WVM4;B7ZM99;Q6UB35,19;19;18;6;3;3;2;1,18;18;17;6;3;3;2;1,18;18;17;6;3;3;2;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|B7ZM99|B7ZM99_HUMAN MTHFD1L protein OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;sp|Q6UB35|C1TM_HUMAN Monofunctional C",8,19,18,18,3,3,15,14,2,2,14,14,2,2,14,14,26.7,25.6,25.6,99.31,913,913;979;978;332;108;114;92;57,0.0,25.975,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45974,1.1865,50.817,31,9,Leave out requantified,0.43292,0.47874,0.44322,0.53032,0.81201,1.0123,1.149,1.2981,24.103,0.026599,28.513,57.892,2,2,14,13,2,0,4,3,Median,Median,Leave out requantified,Leave out requantified,4.2,3.8,21.1,20.4,1882900000,1213500000,669390000,17913000,12877000,5036200,36297000,23316000,12982000,946040000,623660000,322380000,882630000,553640000,328990000,,,,43,2044;2385;2928;3067;3786;4497;5300;5301;5818;10475;10906;12253;12937;13512;18494;20086;20393;20537;22518,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True,2183;2551;3131;3281;4041;4798;5649;5650;6211;11291;11750;13183;13900;14511;19750;21446;21798;21958;24045,5873;5874;6859;6860;8310;8311;8695;10476;10477;12164;14310;14311;14312;15701;29182;29183;29184;30288;30289;33949;33950;33951;35738;35739;37336;50681;50682;50683;55133;56141;56142;56143;56144;56145;56550;56551;61909;61910,11212;11213;13221;13222;15982;15983;15984;15985;16741;16742;20075;20076;23120;27156;27157;27158;29860;55370;55371;55372;55373;55374;55375;55376;57442;57443;64102;64103;64104;67322;67323;67324;70351;95186;95187;95188;95189;95190;104275;106219;106220;106221;106222;106223;106224;106225;106226;106227;107105;107106;107107;117055;117056,11212;13222;15982;16741;20075;23120;27156;27157;29860;55372;57443;64103;67322;70351;95188;104275;106219;107105;117055,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_44,quanti,quanti,quanti,quanti
POLR2E,0.316367064725391,0.439454909367006,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7,3;3;3;1;1;1;1,3;3;3;1;1;1;1,3;3;3;1;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",7,3,3,3,1,2,2,2,1,2,2,2,1,2,2,2,25.2,25.2,25.2,24.551,210,210;184;204;51;68;83;134,0.0,3.3338,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.63127,1.6617,10.648,7,0,Leave out requantified,0.57692,0.86112,0.53637,0.68607,1.817,2.1456,1.4705,1.661,,36.141,13.756,7.7976,1,2,2,2,0,0,0,0,Median,Median,Median,Median,6.7,12.4,19.5,19.5,387630000,222540000,165090000,32334000,20294000,12040000,72599000,36642000,35958000,152240000,96129000,56109000,130460000,69480000,60981000,,,,45,1388;13252;16156,True;True;True,1479;14236;17285,3937;3938;3939;3940;36627;44248;44249,7400;7401;7402;7403;7404;7405;7406;7407;7408;7409;69061;82956;82957,7407;69061;82957,,,,,-1;-1;-1;-1;-1;-1;-1,protein_46,quanti,quanti,quanti,quanti
EPT1,20.2513321057625,1.00902234774641e-06,Q9C0D9;A0A087WW58;C9JAG1,Q9C0D9;A0A087WW58;C9JAG1,2;2;1,2;2;1,2;2;1,Ethanolaminephosphotransferase 1,sp|Q9C0D9|EPT1_HUMAN Ethanolaminephosphotransferase 1 OS=Homo sapiens OX=9606 GN=SELENOI PE=1 SV=3;tr|A0A087WW58|A0A087WW58_HUMAN Ethanolaminephosphotransferase 1 OS=Homo sapiens OX=9606 GN=SELENOI PE=1 SV=1;tr|C9JAG1|C9JAG1_HUMAN Ethanolaminephosphotransf,3,2,2,2,0,0,2,1,0,0,2,1,0,0,2,1,8.1,8.1,8.1,45.228,397,397;396;180,0.018162,0.73446,,,By MS/MS,By MS/MS,0.56369,1.5602,22.11,3,0,Plateau,,,0.52407,0.4371,,,1.4107,1.0032,,,14.249,,0,0,2,1,0,0,0,0,Median,Median,Median,Median,0.0,0.0,8.1,4.5,159980000,101500000,58483000,0,0,0,0,0,0,116080000,71904000,44177000,43901000,29594000,14306000,,,,46,897;15533,True;True,940;16636,2444;2445;42681,4550;4551;4552;4553;4554;4555;80362;80363,4551;80363,,,,,-1;-1;-1,protein_47,quanti,quanti,imputed MEC,imputed MEC
POLD2,-19.5562743959354,1.51433687882854e-07,P49005;F8W8R3;A0A087WWF6;C9JHC7;H7C1B3;C9IZD2;C9J8Z7;C9JLE1,P49005;F8W8R3;A0A087WWF6;C9JHC7,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,DNA polymerase delta subunit 2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,8,3,3,3,1,2,0,0,1,2,0,0,1,2,0,0,8.5,8.5,8.5,51.289,469,469;455;504;257;83;148;155;220,0.0013316,1.7632,By MS/MS,By MS/MS,,,2.9798,7.1664,54.271,3,2,Plateau,0.92703,2.2451,,,2.4934,5.3717,,,,44.312,,,1,2,0,0,1,1,0,0,Median,Median,Median,Median,3.0,5.5,0.0,0.0,70267000,23171000,47096000,19603000,8997400,10606000,50664000,14173000,36491000,0,0,0,0,0,0,,,,47,5097;11240;20185,True;True;True,5435;12101;21565,13773;31178;55485,26138;59063;104942;104943,26138;59063;104942,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_48,imputed MEC,imputed MEC,quanti,quanti
TRAPPC3,-2.54755163291376,0.00402555591159363,O43617;A0A087WWM0;A0A087WYS5;A6NKE1,O43617;A0A087WWM0;A0A087WYS5,3;3;2;1,3;3;2;1,3;3;2;1,Trafficking protein particle complex subunit 3,sp|O43617|TPPC3_HUMAN Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WWM0|A0A087WWM0_HUMAN Trafficking protein particle complex subunit OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WYS5|A0A087W,4,3,3,3,3,3,1,1,3,3,1,1,3,3,1,1,18.9,18.9,18.9,20.274,180,180;188;114;118,0.0,4.5948,By MS/MS,By MS/MS,By matching,By MS/MS,0.65049,1.6176,8.272,8,1,Leave out requantified,0.58903,0.74572,0.58445,0.59372,1.6285,1.9146,1.181,1.3806,1.6152,10.365,,,3,3,1,1,1,0,0,0,Median,Leave out requantified,Median,Median,18.9,18.9,4.4,4.4,223930000,136250000,87673000,65771000,39388000,26383000,95300000,56013000,39287000,21409000,13845000,7564000,41446000,27007000,14439000,,,,48,5579;11144;15945,True;True;True,5950;11999;17072,15069;15070;30925;30926;30927;30928;43742;43743,28624;28625;28626;58645;58646;58647;58648;58649;82122;82123;82124,28625;58646;82124,,,,,-1;-1;-1;-1,protein_49,quanti,quanti,quanti,quanti
