PHIP_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MOGS,-0.1957913725,0.147519553636665,0,Q13724;A0A3B3IRK6;A0A3B3IRW2;A0A3B3IS52;A0A3B3ITC1;A0A3B3IRI7;C9JDQ1;A0A3B3ITU6;B8ZZE2,Q13724;A0A3B3IRK6;A0A3B3IRW2,11;9;8;5;3;2;2;2;2,11;9;8;5;3;2;2;2;2,11;9;8;5;3;2;2;2;2,Mannosyl-oligosaccharide glucosidase,MOGS,sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5;tr|A0A3B3IRK6|A0A3B3IRK6_HUMAN Mannosyl-oligosaccharide glucosidase (Fragment) OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=1;tr|A0A3B3IRW2|A0A3B3IRW2_HUMAN Mann,11,11,21.6,837
ALCAM,0.3306273677,0.0316713496505857,0,Q13740;F5GXJ9;H7C543,Q13740;F5GXJ9,16;15;7,16;15;7,16;15;7,CD166 antigen,ALCAM,sp|Q13740|CD166_HUMAN CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2;tr|F5GXJ9|F5GXJ9_HUMAN CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=1,16,16,37.6,583
SPTAN1,-0.1352424348,0.564956432791241,0,Q13813;A0A0D9SGF6;A0A0D9SF54;A0A0D9SFF6;A0A1B0GTB7;A0A1B0GV13;A0A1B0GUH3;A0A0D9SFH4,Q13813;A0A0D9SGF6;A0A0D9SF54,52;51;50;3;2;2;1;1,52;51;50;3;2;2;1;1,52;51;50;3;2;2;1;1,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Sp",52,52,29.9,2472
DDX39B,-0.0323422746,0.791123002859429,0,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12;F6S4E6;A0A140T996;A0A140TA18;F6UJC5;A0A140T9X9;H0Y400;A0A140T9K1;A0A140T973;F6R6M7;A0A140T9L4;A0A0G2JJL7;F6QYI9;A0A0G2JHN7;F6S2B7;F6U6E2;H0YCC6;A0A140T9N3;A0A140T9K2,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12;F6S4E6,23;22;18;17;15;13;13;12;10;10;10;10;9;8;8;7;7;6;6;5;5;5;4;2;2,23;22;18;17;15;13;13;12;10;10;10;10;9;8;8;7;7;6;6;5;5;5;4;2;2,10;10;9;9;7;6;6;5;6;7;7;7;3;5;5;2;4;1;1;1;1;1;3;1;1,Spliceosome RNA helicase DDX39B,DDX39B,sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|Q5STU3|Q5STU3_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=2;tr|A0A0G2JJZ9|A0A0G2JJZ9_HUMAN Spliceosome RNA helicase DDX,23,10,61.4,428
EXOSC2,-0.1331709506,0.284383044937022,0,Q13868;A3KFL2;A3KFL5;A3KFL1,Q13868;A3KFL2;A3KFL5;A3KFL1,8;6;6;4,8;6;6;4,8;6;6;4,Exosome complex component RRP4,EXOSC2,sp|Q13868|EXOS2_HUMAN Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=2;tr|A3KFL2|A3KFL2_HUMAN Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=1;tr|A3KFL5|A3KFL5_HUMAN Exosome complex component RRP4 (Fragme,8,8,29.4,293
CKAP5,-0.5513334089,0.0721682600353131,0,Q14008;E9PQH5;H0YDX5,Q14008,7;1;1,7;1;1,7;1;1,Cytoskeleton-associated protein 5,CKAP5,sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,7,7,5.3,2032
IL18,0.1269555002,0.552066261097283,0,Q14116,Q14116,10,10,10,Interleukin-18,IL18,sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18 PE=1 SV=1,10,10,63.2,193
BOP1,0.2212525702,0.196898140886399,0,Q14137;A0A075B729,Q14137,13;3,13;3,13;3,Ribosome biogenesis protein BOP1,BOP1,sp|Q14137|BOP1_HUMAN Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,13,13,28,746
EIF3A,0.0014377371,0.98984804109899,0,Q14152,Q14152,29,29,29,Eukaryotic translation initiation factor 3 subunit A,EIF3A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,29,29,24.7,1382
TTLL12,1.3045694391,0.0951870808608731,0,Q14166,Q14166,5,5,5,Tubulin--tyrosine ligase-like protein 12,TTLL12,sp|Q14166|TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2,5,5,12.4,644
FHL2,-0.0823249282,0.623036511820601,0,Q14192,Q14192,4,4,4,Four and a half LIM domains protein 2,FHL2,sp|Q14192|FHL2_HUMAN Four and a half LIM domains protein 2 OS=Homo sapiens OX=9606 GN=FHL2 PE=1 SV=3,4,4,22.9,279
DPYSL3,-0.231101651,0.108051755695157,0,Q14195;H0YBT4;D6RF19;Q14117,Q14195,16;6;2;1,14;4;2;1,13;3;2;0,Dihydropyrimidinase-related protein 3,DPYSL3,sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,16,13,42.5,570
DYNC1H1,0.0184210349,0.901951089527394,0,Q14204;A0A2R8Y706;A0A2R8Y5T0;A0A2R8Y6H2;A0A2R8YFZ7;A0A2R8Y542;H0YJ21;A0A2R8Y6I5;A0A2R8YGC7,Q14204;A0A2R8Y706,55;35;27;23;22;17;8;5;4,55;35;27;23;22;17;8;5;4,55;35;27;23;22;17;8;5;4,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5;tr|A0A2R8Y706|A0A2R8Y706_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1,55,55,15.8,4646
EIF2B1,1.0183624571,0.138985125552968,0,Q14232,Q14232,4,4,4,Translation initiation factor eIF-2B subunit alpha,EIF2B1,sp|Q14232|EI2BA_HUMAN Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1,4,4,12.8,305
EIF4A2,-1.0980875396,0.000969921768731466,1,Q14240;E7EQG2,Q14240;E7EQG2,16;14,5;3,5;3,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2,sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2;tr|E7EQG2|E7EQG2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=1,16,5,41.5,407
TRIM25,-0.0998312758,0.741579399847736,0,Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,5;4,5;4,5;4,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,5,5,11.3,630
FLNC,0.7506046876,0.00592835669444821,0,Q14315,Q14315,97,97,88,Filamin-C,FLNC,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,97,88,42.2,2725
FKBP8,-0.566437539,0.0822215213819843,0,Q14318;U3KQ64;A0A0A0MTJ1;M0R2K9;U3KQI1;M0R1Q0;M0R1S6;M0R2Q6,Q14318;U3KQ64;A0A0A0MTJ1;M0R2K9,6;3;3;3;2;1;1;1,6;3;3;3;2;1;1;1,6;3;3;3;2;1;1;1,Peptidyl-prolyl cis-trans isomerase FKBP8;Peptidyl-prolyl cis-trans isomerase,FKBP8,sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2;tr|U3KQ64|U3KQ64_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 (Fragment) OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=1;tr|A0A0A0MTJ1|A0A0A0MTJ1_HUMAN,6,6,20.9,412
GNA13,-0.4625146707,0.014030682540219,0,Q14344,Q14344,3,3,3,Guanine nucleotide-binding protein subunit alpha-13,GNA13,sp|Q14344|GNA13_HUMAN Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens OX=9606 GN=GNA13 PE=1 SV=2,3,3,11.9,377
GALE,0.1084107853,0.34850562211998,0,Q14376;Q5QPP3;Q5QPP9;Q5QPP4;Q5QPP1,Q14376;Q5QPP3,7;5;3;3;1,7;5;3;3;1,7;5;3;3;1,UDP-glucose 4-epimerase,GALE,sp|Q14376|GALE_HUMAN UDP-glucose 4-epimerase OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=2;tr|Q5QPP3|Q5QPP3_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=1,7,7,35.9,348
RBM39,-0.0589067787,0.673095711893855,0,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6;Q5QP23;Q5QP22;Q86U06;A0A0U1RQW2,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6;Q5QP23,9;7;7;7;5;2;1;1,9;7;7;7;5;2;1;1,9;7;7;7;5;2;1;1,RNA-binding protein 39,RBM39,sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2;tr|A0A0U1RQH7|A0A0U1RQH7_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=1;tr|H0Y4X3|H0Y4X3_HUMAN RNA-binding protein 39 (Fragment) OS=,9,9,24.2,530
MCM6,-0.6771949783,0.0126413221698314,0,Q14566,Q14566,26,26,26,DNA replication licensing factor MCM6,MCM6,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,26,26,33,821
SMC1A,-0.2869581954,0.117112524226345,0,Q14683;G8JLG1;H0Y7K8;V9GYN9;V9GY57,Q14683;G8JLG1,14;13;5;1;1,14;13;5;1;1,14;13;5;1;1,Structural maintenance of chromosomes protein 1A;Structural maintenance of chromosomes protein,SMC1A,sp|Q14683|SMC1A_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2;tr|G8JLG1|G8JLG1_HUMAN Structural maintenance of chromosomes protein OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,14,14,14.1,1233
USP10,-0.2172721953,0.158064708599836,0,Q14694;H3BNL0;Q68D90;H3BNS8;H3BQP1;H3BNA1;H3BVF1;J3KT19,Q14694,4;1;1;1;1;1;1;1,4;1;1;1;1;1;1;1,4;1;1;1;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 10,USP10,sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,4,4,8.1,798
GANAB,-0.0134408376,0.929670680593647,0,Q14697;F5H6X6;E9PKU7;E9PNH1,Q14697;F5H6X6;E9PKU7,38;35;33;7,38;35;33;7,38;35;33;7,Neutral alpha-glucosidase AB,GANAB,sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3;tr|F5H6X6|F5H6X6_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1;tr|E9PKU7|E9PKU7_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens,38,38,53,944
MVP,-0.2760927692,0.0708174466238435,0,Q14764;H3BRL2;H3BQK6;H3BP76;H3BUK7;H3BNF6;H3BNF2;H3BUP3;H3BQE7;H3BPZ2,Q14764,26;6;6;5;5;5;2;2;2;1,26;6;6;5;5;5;2;2;2;1,26;6;6;5;5;5;2;2;2;1,Major vault protein,MVP,sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,26,26,43.1,893
LASP1,-0.2684301392,0.0943798274438451,0,Q14847;C9J9W2;F6S2S5;K7ESD6,Q14847;C9J9W2,9;7;2;1,9;7;2;1,9;7;2;1,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,9,9,37.5,261
KPNB1,-0.0698667271,0.645596871464398,0,Q14974;J3KTM9;J3QR48;J3QKQ5;J3KS06;J3QRG4,Q14974;J3KTM9,28;18;9;4;1;1,28;18;9;4;1;1,28;18;9;4;1;1,Importin subunit beta-1,KPNB1,sp|Q14974|IMB1_HUMAN Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2;tr|J3KTM9|J3KTM9_HUMAN Importin subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=1,28,28,36.8,876
PSMD6,0.2076202684,0.421064273353024,0,Q15008;C9J0E9;C9J7B7,Q15008,7;3;2,7;3;2,7;3;2,26S proteasome non-ATPase regulatory subunit 6,PSMD6,sp|Q15008|PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,7,7,19,389
SEPT2,-0.4120824311,0.0213698869403676,0,Q15019;B5MCX3;H7C2Y0;C9J2Q4;C9JB25;C9J938;H7C310;C9IZU3;C9IY94;C9JQJ4;C9JZI2;F8WB65;C9JFT1;A0A1B0GXJ2;C9JT15;B5MD47;C9JSE7;H7C1T1,Q15019;B5MCX3;H7C2Y0,15;13;8;7;7;6;6;6;4;4;3;3;3;3;2;2;2;1,15;13;8;7;7;6;6;6;4;4;3;3;3;3;2;2;2;1,15;13;8;7;7;6;6;6;4;4;3;3;3;3;2;2;2;1,Septin-2,SEPT2,sp|Q15019|SEPT2_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|B5MCX3|B5MCX3_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|H7C2Y0|H7C2Y0_HUMAN Septin-2 (Fragment) OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1,15,15,54,361
NCAPD2,-2.1435602812,0.0371150926076542,1,Q15021;E7EN77;F5H431;F5GZK7,Q15021;E7EN77,5;3;1;1,5;3;1;1,5;3;1;1,Condensin complex subunit 1,NCAPD2,sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3;tr|E7EN77|E7EN77_HUMAN Condensin complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=2,5,5,5.3,1401
EFTUD2,-0.8714466714,0.00178780418074192,0,Q15029;K7EP67;K7EJ74;K7EIT3,Q15029,38;15;8;1,36;13;6;1,36;13;6;1,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,38,36,50.4,972
KARS,-0.0189428616,0.896382410882267,0,Q15046;H3BVA8;J3KRL2;H3BPV7;H3BRC9,Q15046,21;5;4;2;1,21;5;4;2;1,21;5;4;2;1,Lysine--tRNA ligase,KARS,sp|Q15046|SYK_HUMAN Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,21,21,36.2,597
RRS1,0.4491669862,0.0108606939904016,0,Q15050,Q15050,5,5,5,Ribosome biogenesis regulatory protein homolog,RRS1,sp|Q15050|RRS1_HUMAN Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2,5,5,23.3,365
EIF4H,-0.0116318442,0.919974685435278,0,Q15056,Q15056,4,4,4,Eukaryotic translation initiation factor 4H,EIF4H,sp|Q15056|IF4H_HUMAN Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,4,4,26.2,248
PDIA6,-0.171995766,0.182980338069396,0,Q15084,Q15084,22,22,22,Protein disulfide-isomerase A6,PDIA6,sp|Q15084|PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,22,22,58.9,440
PAFAH1B3,-0.3620011635,0.0659744835755524,0,Q15102;M0R1K3;M0R389;M0QXS6;M0R323;M0QZT2,Q15102;M0R1K3,7;4;3;1;1;1,7;4;3;1;1;1,7;4;3;1;1;1,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,sp|Q15102|PA1B3_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1;tr|M0R1K3|M0R1K3_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B,7,7,49.4,231
PLEC,0.1950183799,0.131617722138561,0,Q15149;H0YDN1;E9PMV1;E9PKG0;E9PQ28;E9PIA2,Q15149;H0YDN1,319;247;38;9;2;2,319;247;38;9;2;2,308;236;38;9;2;2,Plectin,PLEC,sp|Q15149|PLEC_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3;tr|H0YDN1|H0YDN1_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=9,319,308,65.6,4684
PPA1,0.250564558,0.0945774960454025,0,Q15181;Q5SQT6,Q15181;Q5SQT6,14;7,14;7,14;7,Inorganic pyrophosphatase,PPA1,sp|Q15181|IPYR_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2;tr|Q5SQT6|Q5SQT6_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=1,14,14,65.4,289
NONO,-0.1848213468,0.145674917033252,0,Q15233;C9JYS8;C9IZL7;H7C367;C9J4X2;C9JJ13,Q15233;C9JYS8,31;18;15;15;7;2,29;18;13;13;7;2,29;18;13;13;7;2,Non-POU domain-containing octamer-binding protein,NONO,sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4;tr|C9JYS8|C9JYS8_HUMAN Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=8,31,29,61.1,471
RCN1,-0.2978531459,0.295917062876741,0,Q15293;E9PP27,Q15293,8;1,8;1,8;1,Reticulocalbin-1,RCN1,sp|Q15293|RCN1_HUMAN Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,8,8,31.4,331
PCBP1,-0.2221096185,0.0965690510994767,0,Q15365,Q15365,20,20,16,Poly(rC)-binding protein 1,PCBP1,sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,20,16,76.4,356
PCBP2,-0.2205215299,0.0886454743986577,0,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6;H3BSS4;H3BND9,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6,15;14;13;9;8;8;4;3,11;10;10;5;6;5;4;3,6;5;5;4;4;4;2;2,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sa,15,6,60.8,365
TCEB2,-0.0916897786,0.499296569004042,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,4;3;2;2,4;3;2;2,4;3;2;2,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|B8ZZU8|B8ZZU8_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|I3L0M9|I3L0M9_HUMAN El,4,4,45.8,118
SF3B3,-0.6787551486,0.00211732002952197,0,Q15393;H3BMB0;J3QL37;I3L4G7;J3QRB2;J3QKV4,Q15393,42;2;2;2;1;1,42;2;2;2;1;1,42;2;2;2;1;1,Splicing factor 3B subunit 3,SF3B3,sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,42,42,37,1217
CNN3,0.0577423508,0.606193557195258,0,Q15417;E9PDU6,Q15417,9;4,9;4,8;4,Calponin-3,CNN3,sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,9,8,28.6,329
SAFB,-0.2176724511,0.133926889585268,0,Q15424;K7ES42,Q15424,11;3,11;3,6;3,Scaffold attachment factor B1,SAFB,sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,11,6,17.5,915
SF3A2,0.3345221309,0.0273626819343519,0,Q15428;K7EMT0,Q15428,8;2,8;2,8;2,Splicing factor 3A subunit 2,SF3A2,sp|Q15428|SF3A2_HUMAN Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2,8,8,18.8,464
SF3A1,-0.0583558239,0.737291182473177,0,Q15459;H7C1L2;F8WB66,Q15459,15;3;1,15;3;1,15;3;1,Splicing factor 3A subunit 1,SF3A1,sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,15,15,25.3,793
SF1,0.3704022697,0.0226001605353478,0,Q15637;F8WEV5;C9J792,Q15637,7;2;1,7;2;1,7;2;1,Splicing factor 1,SF1,sp|Q15637|SF01_HUMAN Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4,7,7,16.6,639
TRIP13,0.3882562323,0.104837005852675,0,Q15645;H0YAL2,Q15645;H0YAL2,4;2,4;2,4;2,Pachytene checkpoint protein 2 homolog,TRIP13,sp|Q15645|PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2;tr|H0YAL2|H0YAL2_HUMAN Pachytene checkpoint protein 2 homolog (Fragment) OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=1,4,4,13.2,432
MAPRE1,0.097508528,0.684526045051121,0,Q15691,Q15691,9,9,9,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,9,9,55.6,268
ELAVL1,0.0423194655,0.764210368753009,0,Q15717;M0QZR9;M0R055;A0A494C015;A0A0A0MRX1;A0A494C147;B1APY9;A0A494C0F8;A0A494C1D9;A0A494C0Q5;A0A494C0M6;P26378;A0A494C011;A0A0R4J2E6;A0A494C173;Q12926;B1AM48,Q15717;M0QZR9,15;9;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1,15;9;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1,15;9;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1,ELAV-like protein 1,ELAVL1,sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2;tr|M0QZR9|M0QZR9_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=1,15,15,53.1,326
NSDHL,-0.2243910459,0.294109987827443,0,Q15738;C9JDR0,Q15738;C9JDR0,11;7,11;7,11;7,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL,"sp|Q15738|NSDHL_HUMAN Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2;tr|C9JDR0|C9JDR0_HUMAN Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (Fragment) OS=Homo sapiens OX=9606 GN=NSDHL PE=1",11,11,49.6,373
SLC1A5,0.0683941922,0.650978080773764,0,Q15758;M0QXM4;M0QX44,Q15758;M0QXM4,5;4;1,5;4;1,5;4;1,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2;tr|M0QXM4|M0QXM4_HUMAN Amino acid transporter OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=1,5,5,12.9,541
TOMM34,0.3665007273,0.0764917512730983,0,Q15785,Q15785,14,14,14,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,14,14,57.9,309
