Unnamed: 0,BTRCvsBirA,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
FSCN1,0.6385032443769,0.0284135063040691,0,Q16658,28;5;5;4,28;5;5;4,28;5;5;4,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,28,28,58.6,493,-0.6385032443769,0.0284135063040691
DECR1,-0.388164529803753,0.100432059314274,0,Q16698;E5RJG7;E5RFV2,5;3;3;2;2;1,5;3;3;2;2;1,5;3;3;2;2;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",5,5,19.7,335,0.388164529803753,0.100432059314274
NDUFA5,0.425931144895947,0.0810075739008934,0,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5,4;3;3;3;2;1,4;3;3;3;2;1,4;3;3;3;2;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1;t,4,4,42.2,116,-0.425931144895947,0.0810075739008934
TST,-0.535707459635148,0.198802420593026,0,Q16762;B1AH48,2;1,2;1,2;1,Thiosulfate sulfurtransferase,TST,sp|Q16762|THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4;tr|B1AH48|B1AH48_HUMAN Thiosulfate sulfurtransferase (Fragment) OS=Homo sapiens OX=9606 GN=TST PE=1 SV=1,2,2,10.4,297,0.535707459635148,0.198802420593026
PCK2,-1.37515401543785,0.00811920453994098,1,Q16822;H0YML5;H0YM31,2;1;1,2;1;1,2;1;1,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCK2,"sp|Q16822|PCKGM_HUMAN Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens OX=9606 GN=PCK2 PE=1 SV=4;tr|H0YML5|H0YML5_HUMAN Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens OX=9606 GN=PCK2 PE=1 SV=1;tr|H0YM31|H0YM31_",2,2,4.1,640,1.37515401543785,0.00811920453994098
UPP1,0.227302401607048,0.294866576185675,0,Q16831;F8WD51;C9J486;C9JIP2;B4DND0;C9K0J2,6;5;5;5;5;3,6;5;5;5;5;3,6;5;5;5;5;3,Uridine phosphorylase 1,UPP1,sp|Q16831|UPP1_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|F8WD51|F8WD51_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|C9J486|C9J486_HUMAN Uridine phosphorylase 1 (Fragment) OS=Homo sapiens OX=960,6,6,20.6,310,-0.227302401607048,0.294866576185675
CDO1,0.4092062354098,0.168621616074978,0,Q16878,2,2,2,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,2,2,21,200,-0.4092062354098,0.168621616074978
HNRNPUL2;HNRNPUL2-BSCL2,-0.830226825917649,0.0245437810864394,0,Q1KMD3;H3BQZ7,12;11,12;11,12;11,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,12,12,21.2,747,0.830226825917649,0.0245437810864394
SMU1,0.804327522003855,0.0841417658114946,0,Q2TAY7,6,6,6,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,6,6,14.4,513,-0.804327522003855,0.0841417658114946
TRMT5,0.211598192751297,0.418518431199551,0,Q32P41,2,2,2,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,sp|Q32P41|TRM5_HUMAN tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,2,2,4.7,509,-0.211598192751297,0.418518431199551
MAP7D1,0.351651942633831,0.493027605720259,0,Q3KQU3,2,2,2,MAP7 domain-containing protein 1,MAP7D1,sp|Q3KQU3|MA7D1_HUMAN MAP7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAP7D1 PE=1 SV=1,2,2,3,841,-0.351651942633831,0.493027605720259
UAP1L1,-0.170963036280654,0.604174099477548,0,Q3KQV9,4;1,3;1,3;1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L1,sp|Q3KQV9|UAP1L_HUMAN UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Homo sapiens OX=9606 GN=UAP1L1 PE=1 SV=2,4,3,7.9,507,0.170963036280654,0.604174099477548
DAK;TKFC,0.886787915597902,0.381436795310923,0,Q3LXA3;H0YCY6;I3L252,5;4;3,5;4;3,5;4;3,Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing),DAK;TKFC,sp|Q3LXA3|TKFC_HUMAN Triokinase/FMN cyclase OS=Homo sapiens OX=9606 GN=TKFC PE=1 SV=2;tr|H0YCY6|H0YCY6_HUMAN Triokinase/FMN cyclase (Fragment) OS=Homo sapiens OX=9606 GN=TKFC PE=1 SV=1;tr|I3L252|I3L252_HUMAN Triokinase/FMN cyclase (Fragment) OS=Homo sapien,5,5,13.6,575,-0.886787915597902,0.381436795310923
HSDL1,-0.794220159909871,0.0067352510357002,0,Q3SXM5;H3BNH5;H3BQI7;H3BT52,2;1;1;1,2;1;1;1,2;1;1;1,Inactive hydroxysteroid dehydrogenase-like protein 1,HSDL1,sp|Q3SXM5|HSDL1_HUMAN Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Homo sapiens OX=9606 GN=HSDL1 PE=1 SV=3;tr|H3BNH5|H3BNH5_HUMAN Inactive hydroxysteroid dehydrogenase-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HSDL1 PE=1 SV=1;tr|H3BQI,2,2,10.9,330,0.794220159909871,0.0067352510357002
TUBB8,0.544876436034652,0.0366288077561493,0,Q3ZCM7;A0A075B736;Q5SQY0,12;11;11,2;2;2,2;2;2,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,12,2,25.2,444,-0.544876436034652,0.0366288077561493
HYDIN,0.0125413840793525,0.967991388171691,0,Q4G0P3,2,2,2,Hydrocephalus-inducing protein homolog,HYDIN,sp|Q4G0P3|HYDIN_HUMAN Hydrocephalus-inducing protein homolog OS=Homo sapiens OX=9606 GN=HYDIN PE=1 SV=3,2,2,0.5,5121,-0.0125413840793525,0.967991388171691
MRPL51,1.07275180805891,0.00292847629976402,1,Q4U2R6;M0R176;A0A087WU28;A0A0B4J2C1,2;1;1;1,2;1;1;1,2;1;1;1,"39S ribosomal protein L51, mitochondrial",MRPL51,"sp|Q4U2R6|RM51_HUMAN 39S ribosomal protein L51, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|M0R176|M0R176_HUMAN 39S ribosomal protein L51, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|A0A087WU28|A0A087WU28_HUMAN 39S ribosom",2,2,25,128,-1.07275180805891,0.00292847629976402
FLYWCH1,1.90537058874773,0.0324088446350918,1,Q4VC44;I3L1A7;I3L188;J3KNW1,2;1;1;1,2;1;1;1,2;1;1;1,FLYWCH-type zinc finger-containing protein 1,FLYWCH1,sp|Q4VC44|FWCH1_HUMAN FLYWCH-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=FLYWCH1 PE=1 SV=2;tr|I3L1A7|I3L1A7_HUMAN FLYWCH-type zinc finger-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FLYWCH1 PE=1 SV=1;tr|I3L188|I3L188_HUM,2,2,3.5,716,-1.90537058874773,0.0324088446350918
FAM98B,0.197584747669455,0.527722538171067,0,Q52LJ0,5,5,3,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,5,3,14.5,433,-0.197584747669455,0.527722538171067
TP53I3,-0.088912697154949,0.621084861156293,0,Q53FA7;H7BZH6,4;2,4;2,4;2,Quinone oxidoreductase PIG3,TP53I3,sp|Q53FA7|QORX_HUMAN Quinone oxidoreductase PIG3 OS=Homo sapiens OX=9606 GN=TP53I3 PE=1 SV=2;tr|H7BZH6|H7BZH6_HUMAN Quinone oxidoreductase PIG3 (Fragment) OS=Homo sapiens OX=9606 GN=TP53I3 PE=1 SV=1,4,4,17.2,332,0.088912697154949,0.621084861156293
LACTB2,0.511250747145452,0.0339428600357198,0,Q53H82,3,3,3,Beta-lactamase-like protein 2,LACTB2,sp|Q53H82|LACB2_HUMAN Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2,3,3,13.2,288,-0.511250747145452,0.0339428600357198
ACTBL2,0.0797067296439078,0.692816802565272,0,Q562R1,15,2,2,Beta-actin-like protein 2,ACTBL2,sp|Q562R1|ACTBL_HUMAN Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2,15,2,33.8,376,-0.0797067296439078,0.692816802565272
OCIAD2,-0.418504090126296,0.222319260132276,0,Q56VL3,3;1;1,3;1;1,3;1;1,OCIA domain-containing protein 2,OCIAD2,sp|Q56VL3|OCAD2_HUMAN OCIA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=OCIAD2 PE=1 SV=1,3,3,19.5,154,0.418504090126296,0.222319260132276
HSP90AB2P,0.164917986124253,0.448748311834916,0,Q58FF8,13,3,3,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,13,3,23.1,381,-0.164917986124253,0.448748311834916
ZNF326,-0.164326264167351,0.722645517850587,0,Q5BKZ1;A0A0A0MRN4,4;3;1,4;3;1,4;3;1,DBIRD complex subunit ZNF326,ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2;tr|A0A0A0MRN4|A0A0A0MRN4_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=1,4,4,8.8,582,0.164326264167351,0.722645517850587
MAGED2,0.416299168821855,0.306791656911345,0,Q9UNF1;Q5H909;Q5H907,8;8;6;1;1;1,8;8;6;1;1;1,8;8;6;1;1;1,Melanoma-associated antigen D2,MAGED2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform",8,8,17.5,606,-0.416299168821855,0.306791656911345
PAGE2;PAGE2B,-1.22245338338877,0.0011389749823974,1,Q7Z2X7;Q5JRK9;X6R922;Q5JRL0,3;3;3;3,3;3;3;3,3;3;3;3,P antigen family member 2;Putative G antigen family E member 3,PAGE2;PAGE2B,sp|Q7Z2X7|PAGE2_HUMAN P antigen family member 2 OS=Homo sapiens OX=9606 GN=PAGE2 PE=1 SV=1;sp|Q5JRK9|GGEE3_HUMAN Putative G antigen family E member 3 OS=Homo sapiens OX=9606 GN=PAGE2B PE=3 SV=1;tr|X6R922|X6R922_HUMAN P antigen family member 2 OS=Homo sapie,3,3,28.8,111,1.22245338338877,0.0011389749823974
RRP12,0.520665927074451,0.0370346636795259,0,Q5JTH9,7;1,7;1,7;1,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,7,7,6.2,1297,-0.520665927074451,0.0370346636795259
SNX5,-0.980156940001302,0.0281504088529888,0,Q9Y5X3;Q5QPE5;U3KQL0;U3KQP5;Q5QPE4,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Sorting nexin-5,SNX5,sp|Q9Y5X3|SNX5_HUMAN Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1;tr|Q5QPE5|Q5QPE5_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1;tr|U3KQL0|U3KQL0_HUMAN Sorting nexin 5 isoform 2 OS=Homo sapiens OX=9606 GN=SNX5 PE=1,2,2,4.5,404,0.980156940001302,0.0281504088529888
EXOSC6,-1.64257484266822,0.00093802124177113,1,Q5RKV6,2,2,2,Exosome complex component MTR3,EXOSC6,sp|Q5RKV6|EXOS6_HUMAN Exosome complex component MTR3 OS=Homo sapiens OX=9606 GN=EXOSC6 PE=1 SV=1,2,2,9.9,272,1.64257484266822,0.00093802124177113
HP1BP3,-0.132752873449399,0.558155299383948,0,Q5SSJ5;X6RGJ2;B0QZK9;B0QZK8;B0QZK4;Q5SWC8,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Heterochromatin protein 1-binding protein 3,HP1BP3,sp|Q5SSJ5|HP1B3_HUMAN Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1;tr|X6RGJ2|X6RGJ2_HUMAN Heterochromatin protein 1-binding protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1;tr|B0QZK9|B0QZK9_HUMAN H,2,2,5.1,553,0.132752873449399,0.558155299383948
NOL9,-0.548385601501869,0.160883769593188,0,Q5SY16,2,2,2,Polynucleotide 5-hydroxyl-kinase NOL9,NOL9,sp|Q5SY16|NOL9_HUMAN Polynucleotide 5-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1,2,2,3,702,0.548385601501869,0.160883769593188
SZT2,0.814181956663276,0.00722912519100026,0,Q5T011,2,2,2,Protein SZT2,SZT2,sp|Q5T011|SZT2_HUMAN KICSTOR complex protein SZT2 OS=Homo sapiens OX=9606 GN=SZT2 PE=1 SV=3,2,2,1,3432,-0.814181956663276,0.00722912519100026
SH3BGRL3,0.121526922419546,0.554085914180974,0,Q9H299;Q5T123,4;4,4;4,4;4,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,4,4,38.7,93,-0.121526922419546,0.554085914180974
FKBP15,-2.3777844387331,0.000175589151270002,1,Q5T1M5,4,4,4,FK506-binding protein 15,FKBP15,sp|Q5T1M5|FKB15_HUMAN FK506-binding protein 15 OS=Homo sapiens OX=9606 GN=FKBP15 PE=1 SV=2,4,4,6.3,1219,2.3777844387331,0.000175589151270002
HEATR1,0.430242467585904,0.211599715356945,0,Q9H583;Q5T3Q7;Q6P664,2;2;1,2;2;1,2;2;1,"HEAT repeat-containing protein 1;HEAT repeat-containing protein 1, N-terminally processed",HEATR1,sp|Q9H583|HEAT1_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3;tr|Q5T3Q7|Q5T3Q7_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=1;tr|Q6P664|Q6P664_HUMAN HEAT repeat-containing protein 1 O,2,2,0.9,2144,-0.430242467585904,0.211599715356945
UBR4,2.24524540461615,0.00754456821406509,1,Q5T4S7;X6R960,2;1,2;1,2;1,E3 ubiquitin-protein ligase UBR4,UBR4,sp|Q5T4S7|UBR4_HUMAN E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1;tr|X6R960|X6R960_HUMAN E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,2,2,0.6,5183,-2.24524540461615,0.00754456821406509
C9orf64,0.0760853985713033,0.746183926251823,0,Q5T6V5;Q5T6V6;Q5T6V7,4;2;2,4;2;2,4;2;2,UPF0553 protein C9orf64,C9orf64,sp|Q5T6V5|QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1;tr|Q5T6V6|Q5T6V6_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1;tr|Q5T6V7|Q5T6V7_HUMAN Queuosine salvage protein OS=Homo sapiens OX=96,4,4,14.1,341,-0.0760853985713033,0.746183926251823
TM9SF3,-0.14064443624165,0.498345452186919,0,Q9HD45;Q5TB53,3;3,3;3,3;3,Transmembrane 9 superfamily member 3,TM9SF3,sp|Q9HD45|TM9S3_HUMAN Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2;tr|Q5TB53|Q5TB53_HUMAN Transmembrane 9 superfamily member (Fragment) OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=8,3,3,3.4,589,0.14064443624165,0.498345452186919
LSM14B,-0.589328960517571,0.0352567334609856,0,Q9BX40;Q5TBP9;Q5TBQ0,2;2;1,2;2;1,2;2;1,Protein LSM14 homolog B,LSM14B,sp|Q9BX40|LS14B_HUMAN Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1;tr|Q5TBP9|Q5TBP9_HUMAN Protein LSM14 homolog B (Fragment) OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1;tr|Q5TBQ0|Q5TBQ0_HUMAN Protein LSM14 homolog B (Fragment) OS=Hom,2,2,9.6,385,0.589328960517571,0.0352567334609856
NT5DC1,-0.0362531787857017,0.840514456301178,0,Q5TFE4;Q5QPD0,2;1,2;1,2;1,5-nucleotidase domain-containing protein 1,NT5DC1,sp|Q5TFE4|NT5D1_HUMAN 5-nucleotidase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NT5DC1 PE=1 SV=1;tr|Q5QPD0|Q5QPD0_HUMAN 5-nucleotidase domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NT5DC1 PE=1 SV=1,2,2,7.9,455,0.0362531787857017,0.840514456301178
CROCC,0.9703693746672,0.0111282569387697,0,Q5TZA2,3;1,3;1,3;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1,3,3,1.8,2017,-0.9703693746672,0.0111282569387697
FLNA,0.497182263340951,0.102701651481697,0,Q60FE5;P21333;A0A087WWY3,64;63;59;13;6;2;1,59;58;56;10;4;2;1,59;58;56;10;4;2;1,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,64,59,32.3,2620,-0.497182263340951,0.102701651481697
ZFYVE26,0.562762877416583,0.0541283245562986,0,Q68DK2;G3V2D8,3;2;1,3;2;1,3;2;1,Zinc finger FYVE domain-containing protein 26,ZFYVE26,sp|Q68DK2|ZFY26_HUMAN Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZFYVE26 PE=1 SV=3;tr|G3V2D8|G3V2D8_HUMAN Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZFYVE26 PE=1 SV=1,3,3,2.1,2539,-0.562762877416583,0.0541283245562986
HEATR6,1.0450582817849,0.0374593394848095,1,Q6AI08;K7EKW7;K7ELA5;K7ESP5;K7ELR8;K7EIX2,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,HEAT repeat-containing protein 6,HEATR6,sp|Q6AI08|HEAT6_HUMAN HEAT repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=HEATR6 PE=1 SV=1;tr|K7EKW7|K7EKW7_HUMAN HEAT repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=HEATR6 PE=1 SV=1;tr|K7ELA5|K7ELA5_HUMAN HEAT repeat-containing protein 6 (,2,2,3,1181,-1.0450582817849,0.0374593394848095
ATL3,0.183346882754997,0.387431720995883,0,Q6DD88;F5H6I7,6;5;2,6;5;2,6;5;2,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,6,6,18.5,541,-0.183346882754997,0.387431720995883
RLTPR,-0.415342596574719,0.0817706775403398,0,Q6F5E8,2,2,2,Leucine-rich repeat-containing protein 16C,RLTPR,"sp|Q6F5E8|CARL2_HUMAN Capping protein, Arp2/3 and myosin-I linker protein 2 OS=Homo sapiens OX=9606 GN=CARMIL2 PE=1 SV=2",2,2,1.3,1435,0.415342596574719,0.0817706775403398
HIST2H2AA3;HIST2H2AC,-0.0417949485479985,0.856096971849195,0,Q6FI13;Q16777,13;12,13;12,3;3,Histone H2A type 2-A;Histone H2A type 2-C,HIST2H2AA3;HIST2H2AC,sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3;sp|Q16777|H2A2C_HUMAN Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,13,3,76.2,130,0.0417949485479985,0.856096971849195
CIAPIN1,0.0194320269909494,0.925434081374675,0,Q6FI81;H3BV90;H3BT65,4;3;2;1;1;1,4;3;2;1;1;1,4;3;2;1;1;1,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,4,4,19.9,312,-0.0194320269909494,0.925434081374675
SMYD5,-3.3286106175795,4.57904945612177e-05,1,Q6GMV2;C9IYN9,3;2;1;1,3;2;1;1,3;2;1;1,SET and MYND domain-containing protein 5,SMYD5,sp|Q6GMV2|SMYD5_HUMAN SET and MYND domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=2;tr|C9IYN9|C9IYN9_HUMAN SET and MYND domain-containing protein 5 (Fragment) OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=1,3,3,10.3,418,3.3286106175795,4.57904945612177e-05
TWF2,-0.667086898296471,0.025531373739136,0,Q6IBS0;D6RG15,6;5,5;4,2;2,Twinfilin-2,TWF2,sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2;tr|D6RG15|D6RG15_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=1,6,2,25.2,349,0.667086898296471,0.025531373739136
SLC25A24,0.5419182079765,0.0910287748802903,0,Q6NUK1,4;1,4;1,4;1,Calcium-binding mitochondrial carrier protein SCaMC-1,SLC25A24,sp|Q6NUK1|SCMC1_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2,4,4,9.9,477,-0.5419182079765,0.0910287748802903
PTRF,0.824475166246852,0.0136748811338931,0,Q6NZI2,6,6,6,Polymerase I and transcript release factor,PTRF,sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,6,6,19.2,390,-0.824475166246852,0.0136748811338931
MRPL14,-0.997876086806868,0.0133351591519709,0,Q6P1L8,3,3,3,"39S ribosomal protein L14, mitochondrial",MRPL14,"sp|Q6P1L8|RM14_HUMAN 39S ribosomal protein L14, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL14 PE=1 SV=1",3,3,24.1,145,0.997876086806868,0.0133351591519709
EDC4,0.30820717743845,0.333724805491665,0,Q6P2E9,8;2,8;2,8;2,Enhancer of mRNA-decapping protein 4,EDC4,sp|Q6P2E9|EDC4_HUMAN Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1,8,8,8.6,1401,-0.30820717743845,0.333724805491665
PRPF8,0.304544010768054,0.14521197803926,0,Q6P2Q9,21;6;5,21;6;5,21;6;5,Pre-mRNA-processing-splicing factor 8,PRPF8,sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2,21,21,12.4,2335,-0.304544010768054,0.14521197803926
FAHD1,-0.0907569888205506,0.811040048721669,0,Q6P587,3,3,3,"Acylpyruvase FAHD1, mitochondrial",FAHD1,"sp|Q6P587|FAHD1_HUMAN Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2",3,3,20.1,224,0.0907569888205506,0.811040048721669
WDR82,0.253261561274628,0.254683872424659,0,Q6UXN9,2,2,2,WD repeat-containing protein 82,WDR82,sp|Q6UXN9|WDR82_HUMAN WD repeat-containing protein 82 OS=Homo sapiens OX=9606 GN=WDR82 PE=1 SV=1,2,2,8.3,313,-0.253261561274628,0.254683872424659
