Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF12_N1,Intensity DCAF12_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q13330;E7ESY4;H0Y4T7;Q9BTC8;E9PCS8;E7EQY4;E7EV10;F8W9Y9;F6RRE2;E9PF88;H7C3F3;H0YIT0,Q13330;E7ESY4;H0Y4T7,16;16;9;6;6;6;6;4;4;2;1;1,16;16;9;6;6;6;6;4;4;2;1;1,13;13;7;3;3;3;3;4;1;2;1;1,Metastasis-associated protein MTA1,MTA1,sp|Q13330|MTA1_HUMAN Metastasis-associated protein MTA1 OS=Homo sapiens OX=9606 GN=MTA1 PE=1 SV=2;tr|E7ESY4|E7ESY4_HUMAN Metastasis-associated protein MTA1 OS=Homo sapiens OX=9606 GN=MTA1 PE=1 SV=1;tr|H0Y4T7|H0Y4T7_HUMAN Metastasis-associated protein MTA1,16,13,28.1,26.7182956041955,27.4475837163278,24.5053066323831,24.8885080445399
Q13459;M0R300;M0R0P8;M0QZY4;B2RTY4;M0R2J3;M0R332;M0QXP0;H3BRD5,Q13459;M0R300;M0R0P8,13;13;13;2;1;1;1;1;1,13;13;13;2;1;1;1;1;1,13;13;13;2;1;1;1;1;1,Unconventional myosin-IXb,MYO9B,sp|Q13459|MYO9B_HUMAN Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=3;tr|M0R300|M0R300_HUMAN Unconventional myosin-IXb (Fragment) OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=8;tr|M0R0P8|M0R0P8_HUMAN Unconventional myosin-IXb OS=Homo sapie,13,13,7.7,4.25377280271413,4.41538556284283,26.9331456547137,26.0972192724156
Q9BPX3;D6RA93;H0Y9Z8,Q9BPX3,13;2;2,13;2;2,13;2;2,Condensin complex subunit 3,NCAPG,sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,13,13,16.1,23.8468982453372,25.5710143554098,28.2494785783847,28.2629334198196
Q15003;E9PHA2;C9J470;C9JZP1;H7C415,Q15003;E9PHA2;C9J470,13;13;10;4;3,13;13;10;4;3,13;13;10;4;3,Condensin complex subunit 2,NCAPH,sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=3;tr|E9PHA2|E9PHA2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=1;tr|C9J470|C9J470_HUMAN Condensin complex subunit 2 (Fragment) OS=Homo,13,13,23.1,24.3822861363047,25.2547224341179,27.9455332283065,27.8894831679572
P46459;I3L0N3;I3L2G1;I3L0L3;K7EQD6;I3L338;I3L4Q9,P46459;I3L0N3,13;13;2;2;2;1;1,13;13;2;2;2;1;1,13;13;2;2;2;1;1,Vesicle-fusing ATPase,NSF,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,13,13,21.6,4.25377280271413,4.41538556284283,27.3666970668755,27.4906779381188
Q86TB9,Q86TB9,13,13,13,Protein PAT1 homolog 1,PATL1,sp|Q86TB9|PATL1_HUMAN Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2,13,13,21.7,4.25377280271413,4.41538556284283,27.2115969259348,27.257458630364
Q8WW12,Q8WW12,13,13,13,PEST proteolytic signal-containing nuclear protein,PCNP,sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,13,13,52.8,29.5726448946664,30.4346986254764,30.2306620835612,29.9519929845246
P13797;A0A0A0MSQ0;H7C4N2;U3KQI3,P13797;A0A0A0MSQ0,20;20;6;3,15;15;6;1,13;13;4;1,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,20,13,41.4,4.25377280271413,4.41538556284283,28.5034349556532,28.1437001308872
Q9NVM4;H3BNC0;H3BPZ8;H3BSS9;H3BRD3;H3BNS2;H3BRQ9;H3BTY1,Q9NVM4;H3BNC0,13;11;5;3;2;2;2;1,13;11;5;3;2;2;2;1,13;11;5;3;2;2;2;1,Protein arginine N-methyltransferase 7,PRMT7,sp|Q9NVM4|ANM7_HUMAN Protein arginine N-methyltransferase 7 OS=Homo sapiens OX=9606 GN=PRMT7 PE=1 SV=1;tr|H3BNC0|H3BNC0_HUMAN Protein arginine N-methyltransferase 7 OS=Homo sapiens OX=9606 GN=PRMT7 PE=1 SV=1,13,13,26.4,23.3153419712826,27.7353768038318,28.1394614209655,28.0329139901454
Q6P2Q9;I3L0J9;I3L3Z8,Q6P2Q9;I3L0J9,13;8;3,13;8;3,13;8;3,Pre-mRNA-processing-splicing factor 8,PRPF8,sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2;tr|I3L0J9|I3L0J9_HUMAN Pre-mRNA-processing-splicing factor 8 (Fragment) OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=8,13,13,7.4,21.717370184648,23.1932571957409,27.0563102617438,26.6747872988567
P26599;A0A0U1RRM4;A6NLN1;K7EKJ7;K7ES59;A0A0D9SF20;K7ELW5;K7EK45;A0A087WU68;O95758;A0A087WUW5;X6R242,P26599;A0A0U1RRM4;A6NLN1;K7EKJ7,13;13;12;7;5;5;3;3;2;1;1;1,13;13;12;7;5;5;3;3;2;1;1;1,13;13;12;7;5;5;3;3;2;1;1;1,Polypyrimidine tract-binding protein 1,PTBP1,sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine t,13,13,44.8,27.682509984912,28.8684714687978,28.252459354323,28.4593583208965
Q96S38;A0A087X1U5;F5H7T0;F6RJM5,Q96S38;A0A087X1U5;F5H7T0;F6RJM5,13;11;11;11,13;11;11;11,13;11;11;11,Ribosomal protein S6 kinase delta-1,RPS6KC1,sp|Q96S38|KS6C1_HUMAN Ribosomal protein S6 kinase delta-1 OS=Homo sapiens OX=9606 GN=RPS6KC1 PE=1 SV=2;tr|A0A087X1U5|A0A087X1U5_HUMAN Ribosomal protein S6 kinase delta-1 OS=Homo sapiens OX=9606 GN=RPS6KC1 PE=1 SV=1;tr|F5H7T0|F5H7T0_HUMAN Ribosomal protein,13,13,16.4,4.25377280271413,4.41538556284283,26.9287480502618,26.8330388891484
O95197,O95197,13,13,13,Reticulon-3,RTN3,sp|O95197|RTN3_HUMAN Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3 PE=1 SV=2,13,13,18.3,4.25377280271413,4.41538556284283,27.8187891847926,27.5030937002705
O95487,O95487,14,14,13,Protein transport protein Sec24B,SEC24B,sp|O95487|SC24B_HUMAN Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2,14,13,13.6,4.25377280271413,4.41538556284283,27.6613252494684,28.0144627219416
A0A494C1M0;A0A0U1RQE4;Q5HYK7;A0A0U1RQN2,A0A494C1M0;A0A0U1RQE4;Q5HYK7,13;13;12;1,13;13;12;1,13;13;12;1,SH3 domain-containing protein 19,SH3D19,tr|A0A494C1M0|A0A494C1M0_HUMAN SH3 domain-containing protein 19 OS=Homo sapiens OX=9606 GN=SH3D19 PE=1 SV=1;tr|A0A0U1RQE4|A0A0U1RQE4_HUMAN SH3 domain-containing protein 19 OS=Homo sapiens OX=9606 GN=SH3D19 PE=1 SV=1;sp|Q5HYK7|SH319_HUMAN SH3 domain-contain,13,13,14.1,4.25377280271413,4.41538556284283,26.9127362364299,26.7952592829843
Q13796;C9IZC6;F5H3B6;Q9ULL8,Q13796,15;6;6;1,15;6;6;1,13;4;4;0,Protein Shroom2,SHROOM2,sp|Q13796|SHRM2_HUMAN Protein Shroom2 OS=Homo sapiens OX=9606 GN=SHROOM2 PE=1 SV=1,15,13,13.2,4.25377280271413,4.41538556284283,27.2488002695468,27.0894207384659
Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,13;12;4,13;12;4,13;12;4,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,"sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",13,13,7.7,30.3711917068813,28.0331766278263,26.4585450415058,25.2896482926731
Q14241;A0A024RAC6,Q14241;A0A024RAC6,13;13,13;13,13;13,Transcription elongation factor B polypeptide 3,TCEB3,sp|Q14241|ELOA1_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2;tr|A0A024RAC6|A0A024RAC6_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=1,13,13,17.7,26.0549036825773,27.4687869698628,27.4469530299611,27.175504170891
Q14694;J3KT19;H3BVF1;H3BNA1;H3BNL0;Q68D90;H3BQP1;H3BQC6,Q14694,13;4;3;2;1;1;1;1,13;4;3;2;1;1;1;1,13;4;3;2;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 10,USP10,sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,13,13,26.4,4.25377280271413,4.41538556284283,27.7907305983951,28.0713245448055
P23381;G3V3H8;G3V3Y5;H0YJP3;G3V423;G3V5U1;G3V456;G3V277,P23381,13;5;5;4;3;3;3;3,13;5;5;4;3;3;3;3,13;5;5;4;3;3;3;3,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",13,13,40.1,24.4015196476966,25.1491870546752,28.6473933169003,28.4988402001751
Q9Y2W2;F5GXS9,Q9Y2W2,21;1,21;1,13;0,WW domain-binding protein 11,WBP11,sp|Q9Y2W2|WBP11_HUMAN WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1,21,13,34.5,27.2229695288079,29.5376220880257,29.0179436753162,28.7194384881871
P46937;H0YCI3,P46937;H0YCI3,14;8,14;8,13;7,Transcriptional coactivator YAP1,YAP1,sp|P46937|YAP1_HUMAN Transcriptional coactivator YAP1 OS=Homo sapiens OX=9606 GN=YAP1 PE=1 SV=2;tr|H0YCI3|H0YCI3_HUMAN Transcriptional coactivator YAP1 (Fragment) OS=Homo sapiens OX=9606 GN=YAP1 PE=1 SV=1,14,13,47.8,25.7723494171468,27.1370197336195,30.256761573029,29.7427666282547
P38606;C9JA17;C9JVW8,P38606,14;4;4,14;4;4,14;4;4,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,14,14,29.8,4.25377280271413,4.41538556284283,28.0841069385694,27.9286351147229
Q99700;V9GY86;A0A5F9ZHW5;H0YH87;A0A5F9ZHX3;A0A2R8Y7P6;A0A2R8YDM9;A0A2R8Y5A6;A0A2R8Y7E6;A0A5F9ZI57;F8VQP2;F8WB06;A0A5F9ZHH4;F8W0B5;A0A5F9ZH85;F8VRK6;F8WB05,Q99700;V9GY86;A0A5F9ZHW5;H0YH87;A0A5F9ZHX3;A0A2R8Y7P6;A0A2R8YDM9;A0A2R8Y5A6;A0A2R8Y7E6;A0A5F9ZI57;F8VQP2;F8WB06;A0A5F9ZHH4;F8W0B5;A0A5F9ZH85,14;14;14;14;14;14;14;14;14;14;13;13;12;9;8;4;1,14;14;14;14;14;14;14;14;14;14;13;13;12;9;8;4;1,14;14;14;14;14;14;14;14;14;14;13;13;12;9;8;4;1,Ataxin-2,ATXN2,sp|Q99700|ATX2_HUMAN Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=2;tr|V9GY86|V9GY86_HUMAN Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=1;tr|A0A5F9ZHW5|A0A5F9ZHW5_HUMAN Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=1;tr|H0YH87|H0YH87_HUMAN At,14,14,16.1,4.25377280271413,4.41538556284283,28.3958692551016,27.9691155232864
P24941;G3V5T9;E7ESI2;Q00526;K7EJ83;G3V317,P24941;G3V5T9;E7ESI2,16;16;11;4;3;2,16;16;11;4;3;2,14;14;9;2;2;1,Cyclin-dependent kinase 2,CDK2,sp|P24941|CDK2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=2;tr|G3V5T9|G3V5T9_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=1;tr|E7ESI2|E7ESI2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=,16,14,64.8,24.9491342123385,26.6204482807974,27.3503488352841,27.6189792479719
Q96JQ2;G3V3D8;G3V4C0,Q96JQ2,14;2;1,14;2;1,14;2;1,Calmin,CLMN,sp|Q96JQ2|CLMN_HUMAN Calmin OS=Homo sapiens OX=9606 GN=CLMN PE=1 SV=1,14,14,18.2,4.25377280271413,4.41538556284283,28.2517824458318,27.8590502597059
P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3ISC6;A0A3B3IU89;A0A3B3ITI7;A0A3B3ISK1;A0A3B3ITV3;A0A3B3IU78,P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3ISC6,14;13;13;12;6;4;4;4;3,14;13;13;12;6;4;4;4;3,14;13;13;12;6;4;4;4;3,Coatomer subunit alpha;Xenin;Proxenin,COPA,sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2;tr|A0A3B3IT15|A0A3B3IT15_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=1;tr|A0A3B3IS84|A0A3B3IS84_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9,14,14,15.8,4.25377280271413,4.41538556284283,27.1235654159939,26.7874337192125
P55060,P55060,14,14,14,Exportin-2,CSE1L,sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,14,14,18.6,24.4935667070373,26.0823110081878,27.9454215991637,28.0132384072868
P68104;Q5VTE0;A0A087WVQ9;A0A087WV01;A6PW80;Q5JR01,P68104;Q5VTE0;A0A087WVQ9;A0A087WV01,26;26;23;19;8;8,26;26;23;19;8;8,14;14;14;10;3;3,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;tr|A0A087WVQ9|A0A087WVQ9_HUMAN Elongation factor 1-a,26,14,55.0,31.1793774352048,31.701612969621,32.4618041920419,32.4455921735615
P15311;E7EQR4,P15311;E7EQR4,22;22,22;22,14;14,Ezrin,EZR,sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4;tr|E7EQR4|E7EQR4_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=3,22,14,37.5,23.5674390215039,24.6499301954625,30.222739268646,30.364736684744
P39748;I3L3E9;F5H1Y3,P39748;I3L3E9,14;7;5,14;7;5,14;7;5,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1;tr|I3L3E9|I3L3E9_HUMAN Flap endonuclease 1 (Fragment) OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,14,14,49.2,27.9820702667709,29.2527300288155,29.3214149794022,29.2611182719274
O14929;F8W9G7;F8WEW1,O14929,14;3;1,14;3;1,14;3;1,Histone acetyltransferase type B catalytic subunit,HAT1,sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=1,14,14,43.0,30.0386548416115,31.2860934587735,28.5142374666356,28.1709284196016
Q53T59;F6TR53;B5MC96;A0A494C0K6;H7BZZ1;A0A0D9SFN1;H7C0Y9;F8WDN8,Q53T59;F6TR53;B5MC96,14;12;10;3;2;1;1;1,14;12;10;3;2;1;1;1,14;12;10;3;2;1;1;1,HCLS1-binding protein 3,HS1BP3,sp|Q53T59|H1BP3_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|F6TR53|F6TR53_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|B5MC96|B5MC96_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=H,14,14,40.3,4.25377280271413,4.41538556284283,29.8010236110686,29.4754317302584
P07900;G3V2J8;Q14568;Q58FG0;Q58FG1,P07900,33;14;8;5;1,14;6;2;2;0,14;6;2;2;0,Heat shock protein HSP 90-alpha,HSP90AA1,sp|P07900|HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,33,14,33.7,26.4731298706475,27.8117030620339,27.189144987279,27.4212559984357
Q13123;E7EQZ7;D6REL4;D6RAY9;A0A0C4DGW5,Q13123;E7EQZ7,14;9;5;2;2,14;9;5;2;2,14;9;5;2;2,Protein Red,IK,sp|Q13123|RED_HUMAN Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3;tr|E7EQZ7|E7EQZ7_HUMAN Protein Red (Fragment) OS=Homo sapiens OX=9606 GN=IK PE=1 SV=1,14,14,33.4,25.3556508559855,27.5682656852846,27.7413045484833,28.0699427754477
G3V2E7;G3V5R9;E7EVH7;G3V3H3;Q07866;F8W6L3;G5E9S8;G3V2P7;H0YG16;H0YJL0;H0YJT3;H0YJU9;Q9NSK0;C9J8T5;H7C4M1;C9JZE5;H0YGB8,G3V2E7;G3V5R9;E7EVH7;G3V3H3;Q07866;F8W6L3;G5E9S8,20;20;20;20;20;20;19;5;4;3;3;3;2;1;1;1;1,20;20;20;20;20;20;19;5;4;3;3;3;2;1;1;1;1,14;14;14;14;14;14;14;5;4;3;3;3;0;0;0;0;1,Kinesin light chain 1,KLC1,tr|G3V2E7|G3V2E7_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=1;tr|G3V5R9|G3V5R9_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=1;tr|E7EVH7|E7EVH7_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 PE=3 SV=1;tr|G3V3H3,20,14,44.8,4.25377280271413,4.41538556284283,28.6985943022547,28.2688782624123
Q93052;C9JUT4;A0A087WZF1;C9JXK9;C9JIY7;C9JT42;C9J3U9;C9J1K7;C9J5C8;C9J4E3;C9JE51;C9J2R5,Q93052;C9JUT4;A0A087WZF1;C9JXK9,14;12;12;7;5;5;5;5;5;5;4;4,14;12;12;7;5;5;5;5;5;5;4;4,14;12;12;7;5;5;5;5;5;5;4;4,Lipoma-preferred partner,LPP,"sp|Q93052|LPP_HUMAN Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|C9JUT4|C9JUT4_HUMAN LIM domain containing preferred translocation partner in lipoma, isoform CRA_e OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|A0A087WZF1|A0A087WZF1_HU",14,14,33.0,20.5665334987602,23.6653128292286,28.8559951152269,28.7042130529296
P16333;C9JAB9;C9JVV5;C9J869;H7C5C7;C9K098;C9J0K5,P16333;C9JAB9;C9JVV5;C9J869,15;10;8;8;7;6;4,15;10;8;8;7;6;4,14;10;7;7;6;5;3,Cytoplasmic protein NCK1,NCK1,sp|P16333|NCK1_HUMAN Cytoplasmic protein NCK1 OS=Homo sapiens OX=9606 GN=NCK1 PE=1 SV=1;tr|C9JAB9|C9JAB9_HUMAN Cytoplasmic protein NCK1 (Fragment) OS=Homo sapiens OX=9606 GN=NCK1 PE=1 SV=1;tr|C9JVV5|C9JVV5_HUMAN Cytoplasmic protein NCK1 (Fragment) OS=Homo,15,14,44.3,4.25377280271413,4.41538556284283,29.21562919805,28.825507111914
Q8IXH7;H0UI80;X6RLT1,Q8IXH7;H0UI80;X6RLT1,14;14;14,14;14;14,14;14;14,Negative elongation factor C/D,NELFCD;TH1L,sp|Q8IXH7|NELFD_HUMAN Negative elongation factor C/D OS=Homo sapiens OX=9606 GN=NELFCD PE=1 SV=2;tr|H0UI80|H0UI80_HUMAN Negative elongation factor C/D OS=Homo sapiens OX=9606 GN=NELFCD PE=1 SV=1;tr|X6RLT1|X6RLT1_HUMAN Negative elongation factor C/D (Fragme,14,14,31.5,27.5887083459173,28.6316267551583,28.0382100216485,27.8827366981631
P19838;A0A494C1E9;A0A494C157;D6RF93;D6RH30;D6RC45,P19838;A0A494C1E9,14;8;5;4;3;2,14;8;5;4;3;2,14;8;5;4;3;2,Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit,NFKB1,sp|P19838|NFKB1_HUMAN Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens OX=9606 GN=NFKB1 PE=1 SV=2;tr|A0A494C1E9|A0A494C1E9_HUMAN Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens OX=9606 GN=NFKB1 PE=1 SV=1,14,14,20.6,4.25377280271413,4.41538556284283,27.8493583283658,27.7132561308314
Q9UKX7;B0QY21,Q9UKX7,14;1,14;1,14;1,Nuclear pore complex protein Nup50,NUP50,sp|Q9UKX7|NUP50_HUMAN Nuclear pore complex protein Nup50 OS=Homo sapiens OX=9606 GN=NUP50 PE=1 SV=2,14,14,42.3,26.9467048131216,28.4412644112576,27.6649907041647,28.4577547830377
Q9NTZ6;A6PVI1;A6PVI0;Q5JX62,Q9NTZ6,14;3;3;3,14;3;3;3,14;3;3;3,RNA-binding protein 12,RBM12,sp|Q9NTZ6|RBM12_HUMAN RNA-binding protein 12 OS=Homo sapiens OX=9606 GN=RBM12 PE=1 SV=1,14,14,18.2,24.7537888409457,25.5513630395672,27.9339898132529,27.4820075469314
P49756;E9PQU5;H0YE46,P49756,14;4;2,14;4;2,14;4;2,RNA-binding protein 25,RBM25,sp|P49756|RBM25_HUMAN RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3,14,14,21.7,27.1532523503351,27.7190793936249,28.0058170926712,28.1024950946116
Q14498;G3XAC6;A0A0U1RQH7;H0Y4X3;A0A0U1RQW2;Q5QP23;Q5QP22;Q86U06;F8WF24;F2Z2Z5;A8MYG5;G3V5Z6;H0YJJ3;G3XAP0;A0A087X122;G3V546,Q14498;G3XAC6;A0A0U1RQH7;H0Y4X3,16;13;10;10;7;6;5;3;3;3;3;2;2;2;1;1,16;13;10;10;7;6;5;3;3;3;3;2;2;2;1;1,14;11;10;10;7;4;3;3;1;1;1;2;2;2;1;1,RNA-binding protein 39,RBM39,sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2;tr|G3XAC6|G3XAC6_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=1;tr|A0A0U1RQH7|A0A0U1RQH7_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapien,16,14,37.5,28.378527776303,28.6623443658362,24.5108694198183,24.211931059298
A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256,A0A087X0M4;Q9BWU0,14;13;6;1,14;13;6;1,14;13;6;1,Kanadaptin,SLC4A1AP,tr|A0A087X0M4|A0A087X0M4_HUMAN Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1;sp|Q9BWU0|NADAP_HUMAN Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1,14,14,25.6,25.6676051294929,26.9018470552,27.2468087218314,26.3046947270831
Q13813;A0A0D9SF54;A0A0D9SGF6,Q13813;A0A0D9SF54;A0A0D9SGF6,14;14;14,14;14;14,14;14;14,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Sp",14,14,7.6,4.25377280271413,4.41538556284283,27.0060311900287,25.7243458516609
Q8WVM7;Q68DW7;H7C595;C9JJQ0,Q8WVM7;Q68DW7,18;16;1;1,18;16;1;1,14;13;1;1,Cohesin subunit SA-1,STAG1;DKFZp781D1416,sp|Q8WVM7|STAG1_HUMAN Cohesin subunit SA-1 OS=Homo sapiens OX=9606 GN=STAG1 PE=1 SV=3;tr|Q68DW7|Q68DW7_HUMAN Cohesin subunit SA-1 OS=Homo sapiens OX=9606 GN=STAG1 PE=1 SV=1,18,14,18.8,25.1944902602049,25.9910752735136,28.0586343159019,27.7284518025637
O95793;A0A087X1A5;Q5JW30;Q5JW28;F6UDC6,O95793;A0A087X1A5;Q5JW30,15;14;14;4;1,15;14;14;4;1,14;13;13;4;1,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,15,14,35.9,23.8133310615146,24.4330366183772,28.2770625263071,28.5377886906059
Q9UMZ2;A0A087WZS7,Q9UMZ2,14;3,14;3,14;3,Synergin gamma,SYNRG,sp|Q9UMZ2|SYNRG_HUMAN Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2,14,14,16.1,23.8214314506894,23.8011774240412,28.1844231952756,27.8659671217592
