Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP5-N1,Intensity RBBP5-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
P08238;Q58FF7;F8W026,P08238,30;13;2,30;13;2,14;5;0,Heat shock protein HSP 90-beta,HSP90AB1,sp|P08238|HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,30,14,39.6,27.210203870008,28.70898828484,31.1632697683532,31.3268884802645
F8W930;Q9Y6M1;Q9NZI8,F8W930;Q9Y6M1,15;15;1,15;15;1,14;14;0,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,tr|F8W930|F8W930_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1;sp|Q9Y6M1|IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,15,14,29.9,4.17591035104535,4.22706700329514,28.6297175786649,28.7565591219615
Q13123;E7EQZ7;D6REL4;D6RAY9;A0A0C4DGW5,Q13123;E7EQZ7,14;9;5;2;2,14;9;5;2;2,14;9;5;2;2,Protein Red,IK,sp|Q13123|RED_HUMAN Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3;tr|E7EQZ7|E7EQZ7_HUMAN Protein Red (Fragment) OS=Homo sapiens OX=9606 GN=IK PE=1 SV=1,14,14,33.4,26.056930375676,27.569932075222,27.633048317577,28.0699427754477
Q96HW7;F8WAA7;E9PIM3,Q96HW7,14;2;1,14;2;1,14;2;1,Integrator complex subunit 4,INTS4,sp|Q96HW7|INT4_HUMAN Integrator complex subunit 4 OS=Homo sapiens OX=9606 GN=INTS4 PE=1 SV=2,14,14,19.7,25.3857115539448,26.787184592111,24.8656132164364,24.0521693431693
P14923;C9JTX4;C9J826;C9JK18;C9JKY1;P35222;A0A2R8Y804;A0A2R8Y543;A0A2R8Y5C3;A0A2R8Y750;A0A2R8Y5Z1;B4DGU4;A0A2R8YCH5;A0A2R8Y7Z0;A0A2R8Y5A3;A0A2R8Y6G0,P14923,14;4;4;4;4;2;2;2;2;2;2;2;2;2;2;1,14;4;4;4;4;2;2;2;2;2;2;2;2;2;2;1,14;4;4;4;4;2;2;2;2;2;2;2;2;2;2;1,Junction plakoglobin,JUP,sp|P14923|PLAK_HUMAN Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3,14,14,24.4,26.0154626949485,25.3529265362467,26.174799688103,25.9345860542377
Q63ZY3;K7ERU2;K7EIU4;Q14678;Q5W0W2;Q5W0W3,Q63ZY3,14;5;5;1;1;1,14;5;5;1;1;1,14;5;5;1;1;1,KN motif and ankyrin repeat domain-containing protein 2,KANK2,sp|Q63ZY3|KANK2_HUMAN KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1,14,14,21.9,4.17591035104535,4.22706700329514,27.6887251949323,27.5205829545524
E7EVH7;G3V2E7;G3V5R9;G3V3H3;Q07866;F8W6L3;G5E9S8;H0YG16;G3V2P7;H0YJL0;H0YJT3;H0YJU9;Q9NSK0;C9J8T5;H7C4M1;C9JZE5;H0YGB8,E7EVH7;G3V2E7;G3V5R9;G3V3H3;Q07866;F8W6L3;G5E9S8,20;19;19;19;19;19;18;4;4;3;3;3;2;1;1;1;1,20;19;19;19;19;19;18;4;4;3;3;3;2;1;1;1;1,14;13;13;13;13;13;13;4;4;3;3;3;0;0;0;0;1,Kinesin light chain 1,KLC1,tr|E7EVH7|E7EVH7_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 PE=3 SV=1;tr|G3V2E7|G3V2E7_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=1;tr|G3V5R9|G3V5R9_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=1;tr|G3V3H3,20,14,32.2,22.8159145256487,23.1502567569881,28.6437516205334,28.2688782624123
Q9H089;F8WFC6;H7C2X7,Q9H089,14;5;5,14;5;5,14;5;5,Large subunit GTPase 1 homolog,LSG1,sp|Q9H089|LSG1_HUMAN Large subunit GTPase 1 homolog OS=Homo sapiens OX=9606 GN=LSG1 PE=1 SV=2,14,14,28.3,23.2377363066711,21.464882725891,27.6826439274468,27.8132331886445
Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4;C9JEM7;H7C2C7;F8W954;F8WF98;H7C0W2;H7C3C2;H7C2M8,Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4,14;14;11;7;4;4;3;3;3;2;2,14;14;11;7;4;4;3;3;3;2;2,14;14;11;7;4;4;3;3;3;2;2,Negative elongation factor A,NELFA,sp|Q9H3P2|NELFA_HUMAN Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=3;tr|A0A0C4DFX9|A0A0C4DFX9_HUMAN Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=1;tr|H0Y3X6|H0Y3X6_HUMAN Negative elongation factor A (Fragme,14,14,44.5,27.6751239288232,29.0285998962972,27.4735169946579,27.0169082386815
Q0ZGT2;H7BXY5;E7EUA0;E7ETM8,Q0ZGT2;H7BXY5;E7EUA0;E7ETM8,14;12;10;9,14;12;10;9,14;12;10;9,Nexilin,NEXN,sp|Q0ZGT2|NEXN_HUMAN Nexilin OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;tr|H7BXY5|H7BXY5_HUMAN Nexilin (Fragment) OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;tr|E7EUA0|E7EUA0_HUMAN Nexilin (Fragment) OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;tr|E7ETM8|E7ETM8_,14,14,21.8,4.17591035104535,4.22706700329514,27.8099873913647,26.8857648797111
Q9H814,Q9H814,14,14,14,Phosphorylated adapter RNA export protein,PHAX,sp|Q9H814|PHAX_HUMAN Phosphorylated adapter RNA export protein OS=Homo sapiens OX=9606 GN=PHAX PE=1 SV=1,14,14,40.6,27.6905912087338,28.3245728262225,28.0476005627713,28.5132964107787
Q6ZUJ8,Q6ZUJ8,14,14,14,Phosphoinositide 3-kinase adapter protein 1,PIK3AP1,sp|Q6ZUJ8|BCAP_HUMAN Phosphoinositide 3-kinase adapter protein 1 OS=Homo sapiens OX=9606 GN=PIK3AP1 PE=1 SV=2,14,14,26.6,4.17591035104535,4.22706700329514,28.1156504596944,27.4050308055595
P09884;A0A087WU64;A6NMQ1,P09884;A0A087WU64;A6NMQ1,14;13;13,14;13;13,14;13;13,DNA polymerase alpha catalytic subunit;DNA polymerase,POLA1,sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2;tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1;tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,14,14,13.4,23.0438349944487,26.7773095019388,24.7341237073633,26.9438020052189
Q99460;A0A087WW66;H7C378;H7BZR6;C9J9M4,Q99460;A0A087WW66,14;14;5;1;1,14;14;5;1;1,14;14;5;1;1,26S proteasome non-ATPase regulatory subunit 1,PSMD1,sp|Q99460|PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2;tr|A0A087WW66|A0A087WW66_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=1,14,14,21.4,23.1666193377506,24.6213709078135,27.7856265723038,27.1918765622918
P47897;A0A1B0GVU9;B4DDN1;H7C0R3;A0A0U1RQQ5;A0A0U1RQT0;A0A1B0GTT3;A0A0U1RQM8;C9J165;A0A0U1RQE9;A0A0U1RRI9;A0A0U1RQU2;A0A0U1RQX5;A0A0U1RRC8;A0A0U1RQL2;A0A0U1RQX9;F2Z2V6;A0A0U1RR79,P47897;A0A1B0GVU9;B4DDN1;H7C0R3,14;13;10;7;4;4;4;4;4;3;3;3;3;3;2;2;1;1,14;13;10;7;4;4;4;4;4;3;3;3;3;3;2;2;1;1,14;13;10;7;4;4;4;4;4;3;3;3;3;3;2;2;1;1,Glutamine--tRNA ligase,QARS,sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|B4DDN1|B4DDN1_HUMAN Glutamine--tRNA ligase OS=Homo sapiens,14,14,21.3,4.17591035104535,4.22706700329514,27.2143790088967,26.5768667332728
Q9NTZ6;A6PVI1;A6PVI0;Q5JX62,Q9NTZ6,14;3;3;3,14;3;3;3,14;3;3;3,RNA-binding protein 12,RBM12,sp|Q9NTZ6|RBM12_HUMAN RNA-binding protein 12 OS=Homo sapiens OX=9606 GN=RBM12 PE=1 SV=1,14,14,18.2,23.2232605250779,25.5650288425426,27.7242287387004,27.4820075469314
P18583;H7C1M2;J3QSZ5,P18583,14;6;4,14;6;4,14;6;4,Protein SON,SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4,14,14,9.7,25.5248625753946,25.8549554848289,27.2955280762149,27.557496539297
Q96T58;H0Y5U7;F6WRY4;A0A669KB49,Q96T58,14;2;2;2,14;2;2;2,14;2;2;2,Msx2-interacting protein,SPEN,sp|Q96T58|MINT_HUMAN Msx2-interacting protein OS=Homo sapiens OX=9606 GN=SPEN PE=1 SV=1,14,14,5.8,25.0301902465531,25.9341135816476,24.9829406710452,23.9843780179307
Q13813;A0A0D9SF54;A0A0D9SGF6,Q13813;A0A0D9SF54;A0A0D9SGF6,14;14;14,14;14;14,14;14;14,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Sp",14,14,7.6,4.17591035104535,4.22706700329514,27.0060311900287,25.285103590797
Q8NEF9,Q8NEF9,14,14,14,Serum response factor-binding protein 1,SRFBP1,sp|Q8NEF9|SRFB1_HUMAN Serum response factor-binding protein 1 OS=Homo sapiens OX=9606 GN=SRFBP1 PE=1 SV=1,14,14,35.9,24.5945145990922,27.7193405621703,27.7409186979752,27.6777469502956
Q9Y2Z0,Q9Y2Z0,14,14,14,Suppressor of G2 allele of SKP1 homolog,SUGT1,sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3,14,14,49.6,22.7298887215172,24.8901328842667,28.7700791933094,28.3933344808003
A0A024RAC6;Q14241,A0A024RAC6;Q14241,14;13,14;13,14;13,Transcription elongation factor B polypeptide 3,TCEB3,tr|A0A024RAC6|A0A024RAC6_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=1;sp|Q14241|ELOA1_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2,14,14,21.6,27.7187528664432,28.4552481315963,27.4469530299611,26.5100846738616
Q8IWB9;A0A087WVA8;J3KRZ8,Q8IWB9;A0A087WVA8;J3KRZ8,14;13;11,14;13;11,14;13;11,Testis-expressed sequence 2 protein,TEX2,sp|Q8IWB9|TEX2_HUMAN Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=2;tr|A0A087WVA8|A0A087WVA8_HUMAN Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=1;tr|J3KRZ8|J3KRZ8_HUMAN Testis-expressed protein 2 (Fragment) OS=Ho,14,14,21.7,4.17591035104535,4.22706700329514,28.041503668332,27.4782315622422
Q9UPN9;H0Y612,Q9UPN9;H0Y612,14;13,14;13,14;13,E3 ubiquitin-protein ligase TRIM33,TRIM33,sp|Q9UPN9|TRI33_HUMAN E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens OX=9606 GN=TRIM33 PE=1 SV=3;tr|H0Y612|H0Y612_HUMAN E3 ubiquitin-protein ligase TRIM33 (Fragment) OS=Homo sapiens OX=9606 GN=TRIM33 PE=1 SV=1,14,14,13.8,27.5150274794549,27.3216515202758,26.5295168193679,26.5695699802371
Q9UJA5,Q9UJA5,14,14,14,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6,sp|Q9UJA5|TRM6_HUMAN tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens OX=9606 GN=TRMT6 PE=1 SV=1,14,14,34.6,27.0017431944782,28.1214919395491,25.1280182428117,25.2568470368809
O60763;REV__R4GMN2,O60763,15;1,15;1,14;0,General vesicular transport factor p115,USO1,sp|O60763|USO1_HUMAN General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,15,14,21.6,4.17591035104535,4.22706700329514,28.2200194197022,27.7579263794722
Q15061;C9IZK7;C9JEE7,Q15061,14;6;1,14;6;1,14;6;1,WD repeat-containing protein 43,WDR43,sp|Q15061|WDR43_HUMAN WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3,14,14,32.2,27.8946380345788,29.1063694458175,26.8859975536961,26.3193618965643
Q9UPT8;M0QY97,Q9UPT8;M0QY97,14;12,14;12,14;12,Zinc finger CCCH domain-containing protein 4,ZC3H4,sp|Q9UPT8|ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3;tr|M0QY97|M0QY97_HUMAN Zinc finger CCCH domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=1,14,14,22.0,23.6699040731751,26.9820702667709,28.501879693643,27.9002353625194
Q8ND82;Q9UJJ2;H0YN90,Q8ND82;Q9UJJ2,17;11;3,17;11;3,14;8;0,Zinc finger protein 280C,ZNF280C,sp|Q8ND82|Z280C_HUMAN Zinc finger protein 280C OS=Homo sapiens OX=9606 GN=ZNF280C PE=1 SV=1;tr|Q9UJJ2|Q9UJJ2_HUMAN Zinc finger protein 280C (Fragment) OS=Homo sapiens OX=9606 GN=ZNF280C PE=1 SV=1,17,14,26.7,26.992480618912,28.4674659983599,23.9420798914577,23.840477525467
Q9UEY8,Q9UEY8,15,15,15,Gamma-adducin,ADD3,sp|Q9UEY8|ADDG_HUMAN Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1,15,15,24.8,4.17591035104535,4.22706700329514,28.6047716254332,28.5883151874353
P38606;C9JA17;C9JVW8,P38606,15;4;4,15;4;4,15;4;4,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,15,15,32.4,23.5854671741956,24.2758999892962,28.0841069385694,27.8327371647845
Q08AD1;H0Y4Z1,Q08AD1,15;2,15;2,15;2,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,sp|Q08AD1|CAMP2_HUMAN Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens OX=9606 GN=CAMSAP2 PE=1 SV=3,15,15,16.3,4.17591035104535,4.22706700329514,28.0820267012899,27.7614815373676
P22681;A0A0U1RR39;A0A1B0GW38;A0A0U1RQX8;Q13191;A0A2R8YDW4;C9JU85;A0A2R8Y7I2;A0A2R8Y8D8;A0A2R8Y5E1;A0A2R8YFD4;H0Y3L9,P22681;A0A0U1RR39;A0A1B0GW38;A0A0U1RQX8,15;14;14;14;1;1;1;1;1;1;1;1,15;14;14;14;1;1;1;1;1;1;1;1,15;14;14;14;1;1;1;1;1;1;1;1,E3 ubiquitin-protein ligase CBL,CBL,sp|P22681|CBL_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=2;tr|A0A0U1RR39|A0A0U1RR39_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=1;tr|A0A1B0GW38|A0A1B0GW38_HUMAN E3 ubiquitin-protein ligase,15,15,20.4,4.17591035104535,4.22706700329514,28.0285472056947,27.61329892476
Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7;H3BQ23;H3BTZ8,Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7,15;13;12;11;10;7;1,15;13;12;11;10;7;1,15;13;12;11;10;7;1,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,15,15,57.4,23.0320248694075,25.7111697466548,29.6607984238152,29.8685744958408
Q9BZJ0;Q5JY65,Q9BZJ0;Q5JY65,15;15,15;15,15;15,Crooked neck-like protein 1,CRNKL1,sp|Q9BZJ0|CRNL1_HUMAN Crooked neck-like protein 1 OS=Homo sapiens OX=9606 GN=CRNKL1 PE=1 SV=4;tr|Q5JY65|Q5JY65_HUMAN Crooked neck-like protein 1 OS=Homo sapiens OX=9606 GN=CRNKL1 PE=1 SV=1,15,15,18.9,27.3560708178669,28.0222632437871,25.4942383954269,25.7094090643219
P25685;M0R080;M0QYT3;M0QXK0;M0R1D6;M0QZD0;Q9UDY4;M0R128;A0A1B0GX60,P25685,15;7;4;4;3;3;1;1;1,15;7;4;4;3;3;1;1;1,15;7;4;4;3;3;1;1;1,DnaJ homolog subfamily B member 1,DNAJB1,sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4,15,15,40.0,26.8298978670516,28.9645785265182,28.75837125361,28.8961693587533
P05198;G3V4T5;H0YJS4,P05198;G3V4T5;H0YJS4,15;11;10,15;11;10,15;11;10,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1,sp|P05198|IF2A_HUMAN Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3;tr|G3V4T5|G3V4T5_HUMAN Eukaryotic translation initiation factor 2 subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=1;tr|H0YJ,15,15,52.4,23.4522743626537,25.3598449837167,29.2427492293775,29.2148421682448
A0A1C7CYX1;Q6PJG2;A0A0A0MSU2;H7C1L3,A0A1C7CYX1;Q6PJG2;A0A0A0MSU2,15;13;13;5,15;13;13;5,15;13;13;5,ELM2 and SANT domain-containing protein 1,ELMSAN1,tr|A0A1C7CYX1|A0A1C7CYX1_HUMAN Mitotic deacetylase-associated SANT domain protein OS=Homo sapiens OX=9606 GN=MIDEAS PE=1 SV=1;sp|Q6PJG2|MDEAS_HUMAN Mitotic deacetylase-associated SANT domain protein OS=Homo sapiens OX=9606 GN=MIDEAS PE=1 SV=2;tr|A0A0A0MSU2,15,15,22.3,25.9758971101449,27.2820658164083,27.3033016599468,26.7176421209027
Q96EB1;A0A1W2PQZ6;A0A1W2PRF5;A0A1W2PR08;A0A1X7SBS0;A0A1W2PPP6;A0A1W2PRF0;A0A1W2PNY5;G5E9D4;A0A1W2PRJ0;A0A1W2PS93;A0A1W2PP47;A0A1W2PQA7;A0A1W2PNW2;E9PPJ9;A0A1W2PQ05;A0A1W2PPR3;A0A1W2PQW5;A0A1W2PP49;A0A1W2PS44;A0A1W2PNY4,Q96EB1;A0A1W2PQZ6;A0A1W2PRF5;A0A1W2PR08;A0A1X7SBS0;A0A1W2PPP6;A0A1W2PRF0;A0A1W2PNY5;G5E9D4;A0A1W2PRJ0;A0A1W2PS93;A0A1W2PP47;A0A1W2PQA7,15;14;14;14;14;14;14;14;14;13;13;10;9;6;5;3;3;1;1;1;1,15;14;14;14;14;14;14;14;14;13;13;10;9;6;5;3;3;1;1;1;1,15;14;14;14;14;14;14;14;14;13;13;10;9;6;5;3;3;1;1;1;1,Elongator complex protein 4,ELP4,sp|Q96EB1|ELP4_HUMAN Elongator complex protein 4 OS=Homo sapiens OX=9606 GN=ELP4 PE=1 SV=2;tr|A0A1W2PQZ6|A0A1W2PQZ6_HUMAN Elongator complex protein 4 OS=Homo sapiens OX=9606 GN=ELP4 PE=1 SV=1;tr|A0A1W2PRF5|A0A1W2PRF5_HUMAN Elongator complex protein 4 OS=Ho,15,15,45.8,4.17591035104535,4.22706700329514,29.3889289262729,29.6969044010042
Q9NZB2;A0A0C4DG79;A0A494C0Y9;A0A0C4DH52;Q5T035,Q9NZB2;A0A0C4DG79,15;9;5;3;1,15;9;5;3;1,15;9;5;3;1,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,sp|Q9NZB2|F120A_HUMAN Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2;tr|A0A0C4DG79|A0A0C4DG79_HUMAN Constitutive coactivator of PPAR-gamma-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FAM120A PE=1,15,15,18.9,4.17591035104535,4.22706700329514,27.4091649534698,27.0798926118043
P39748;I3L3E9;F5H1Y3,P39748;I3L3E9,15;9;5,15;9;5,15;9;5,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1;tr|I3L3E9|I3L3E9_HUMAN Flap endonuclease 1 (Fragment) OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,15,15,45.0,27.5448055240405,29.1454990330534,29.2538347562431,29.1724552831291
Q96AC1;H0YJ34;A0A0U1RRM8;H0YJB6;G3V281;G3V5R2;G3V3J0;Q9BQL6;G3V379;G3V1L6,Q96AC1;H0YJ34;A0A0U1RRM8,15;13;11;4;4;3;2;1;1;1,15;13;11;4;4;3;2;1;1;1,15;13;11;4;4;3;2;1;1;1,Fermitin family homolog 2,FERMT2,sp|Q96AC1|FERM2_HUMAN Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1;tr|H0YJ34|H0YJ34_HUMAN Fermitin family homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1;tr|A0A0U1RRM8|A0A0U1RRM8_HUMAN Fermitin family homolog 2 (Fr,15,15,26.5,4.17591035104535,4.22706700329514,28.4371022735109,28.3010786751698
P85037;U3KQ26,P85037,17;2,17;2,15;2,Forkhead box protein K1,FOXK1,sp|P85037|FOXK1_HUMAN Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1,17,15,32.6,24.9808072470774,27.0183947870262,27.7844413509302,27.8392404131775
P11413;E7EUI8;E7EM57;E9PD92,P11413;E7EUI8;E7EM57;E9PD92,15;10;9;8,15;10;9;8,15;10;9;8,Glucose-6-phosphate 1-dehydrogenase,G6PD,sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;tr|E7EUI8|E7EUI8_HUMAN Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=8;tr|E7EM57|E7EM57_HUMAN Glucose-6-phosphate 1-,15,15,35.1,4.17591035104535,4.22706700329514,27.9150182600643,27.9901015395258
P22102;C9JZG2;C9JKQ7;C9JBJ1;C9JTV6;F8WD69;A0A140TA71,P22102,15;2;2;2;2;2;1,15;2;2;2;2;2;1,15;2;2;2;2;2;1,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,15,15,22.2,4.17591035104535,4.22706700329514,28.0841576386113,27.7263743005708
Q92917,Q92917,15,15,15,G patch domain and KOW motifs-containing protein,GPKOW,sp|Q92917|GPKOW_HUMAN G-patch domain and KOW motifs-containing protein OS=Homo sapiens OX=9606 GN=GPKOW PE=1 SV=2,15,15,48.3,27.3143823908639,28.3848803638044,27.4836228055896,27.8226231476748
P13984,P13984,15,15,15,General transcription factor IIF subunit 2,GTF2F2,sp|P13984|T2FB_HUMAN General transcription factor IIF subunit 2 OS=Homo sapiens OX=9606 GN=GTF2F2 PE=1 SV=2,15,15,65.9,27.1280969302611,29.0061917421989,27.5425933666315,27.5504679172282
O14879,O14879,15,15,15,Interferon-induced protein with tetratricopeptide repeats 3,IFIT3,sp|O14879|IFIT3_HUMAN Interferon-induced protein with tetratricopeptide repeats 3 OS=Homo sapiens OX=9606 GN=IFIT3 PE=1 SV=1,15,15,45.7,4.17591035104535,4.22706700329514,29.1984487884738,29.0123860969325
Q9NS73;S4R3N2;A0A087X1L0;S4R2X9;S4R3P6;S4R3Y0,Q9NS73;S4R3N2;A0A087X1L0;S4R2X9;S4R3P6,15;13;13;13;9;4,15;13;13;13;9;4,15;13;13;13;9;4,MAP3K12-binding inhibitory protein 1,MBIP,sp|Q9NS73|MBIP1_HUMAN MAP3K12-binding inhibitory protein 1 OS=Homo sapiens OX=9606 GN=MBIP PE=1 SV=2;tr|S4R3N2|S4R3N2_HUMAN MAP3K12-binding inhibitory protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=MBIP PE=1 SV=1;tr|A0A087X1L0|A0A087X1L0_HUMAN MAP3K12-bin,15,15,53.5,26.9425721337568,28.1374595424253,4.42759069901186,4.36970281032512
P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,15;15;15;15;12;11,15;15;15;15;12;11,15;15;15;15;12;11,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,"sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3;tr|V9GYY3|V9GYY3_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=2;tr|A0A384N5Y3|A0A384N5Y3_HUMAN C-1-tet",15,15,20.2,4.17591035104535,4.22706700329514,28.4285022168911,27.769448754984
Q15746;D6R9C2,Q15746,15;2,15;2,15;2,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,"sp|Q15746|MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4",15,15,9.9,4.17591035104535,4.22706700329514,28.071222236892,27.5459839558323
