Unnamed: 0,CIAO1_vs_BirA,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
ERO1L,-2.6316136368,0.00131083672779228,1,Q96HE7;G3V3E6;G3V2H0;G3V503;G3V5B3,Q96HE7;G3V3E6,4;2;1;1;1,4;2;1;1;1,4;2;1;1;1,ERO1-like protein alpha,ERO1L,sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2;tr|G3V3E6|G3V3E6_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=1,4,4,11.5,468,2.6316136367978,0.00131083672779228
FUBP3,0.080184572,0.929398060162527,0,Q96I24;A0A494C1K6,Q96I24,8;1,7;1,7;1,Far upstream element-binding protein 3,FUBP3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,8,7,22.4,572,-0.0801845719999996,0.929398060162527
ABHD14B,-1.1541188095,0.0187367329211533,1,Q96IU4;F8W9U3;B4DQI4,Q96IU4;F8W9U3;B4DQI4,8;7;5,8;7;5,8;7;5,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,8,8,53.3,210,1.15411880945386,0.0187367329211533
PBK,-1.8578257595,0.0408827184124962,1,Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,10;7;3,10;7;3,10;7;3,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,10,10,35.1,322,1.8578257595305,0.0408827184124962
CNDP2,-0.6602150179,0.465320935992159,0,Q96KP4;J3QKT2;J3KSV5;A0A087WYZ1;J3QQN6;J3QR27;J3QLU1;J3QKQ0;J3QRD0;J3QRA8;J3QL02;J3KSS4;A0A087WVS2;J3KRD5;J3QRP4;J3QRH4,Q96KP4;J3QKT2;J3KSV5;A0A087WYZ1,16;9;8;8;7;7;7;7;7;7;7;6;3;2;2;2,16;9;8;8;7;7;7;7;7;7;7;6;3;2;2;2,16;9;8;8;7;7;7;7;7;7;7;6;3;2;2;2,Cytosolic non-specific dipeptidase,CNDP2,sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2;tr|J3QKT2|J3QKT2_HUMAN Cytosolic non-specific dipeptidase (Fragment) OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=1;tr|J3KSV5|J3KSV5_HUMAN Cytosolic non-specifi,16,16,43.8,475,0.660215017940292,0.465320935992159
PRRC1,-2.0117491057,0.0209183115168029,1,Q96M27,Q96M27,3,3,3,Protein PRRC1,PRRC1,sp|Q96M27|PRRC1_HUMAN Protein PRRC1 OS=Homo sapiens OX=9606 GN=PRRC1 PE=1 SV=1,3,3,7.4,445,2.0117491056698,0.0209183115168029
DOCK7,-18.3740877269,3.09295187353487e-07,1,Q96N67;A0A0U1RQG7;A0A0U1RRC1;A0A0U1RQJ5;A0A1B0GUE9;A0A1B0GWE0,Q96N67,3;1;1;1;1;1,3;1;1;1;1;1,3;1;1;1;1;1,Dedicator of cytokinesis protein 7,DOCK7,sp|Q96N67|DOCK7_HUMAN Dedicator of cytokinesis protein 7 OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=4,3,3,2.6,2140,18.3740877269092,3.09295187353487e-07
ARAP1,0.1341862221,0.7173883626321,0,Q96P48,Q96P48,2,2,2,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",ARAP1,"sp|Q96P48|ARAP1_HUMAN Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ARAP1 PE=1 SV=3",2,2,2.9,1450,-0.134186222053649,0.7173883626321
IPO9,-2.9605079978,0.0022970705333914,1,Q96P70,Q96P70,2,2,2,Importin-9,IPO9,sp|Q96P70|IPO9_HUMAN Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3,2,2,3.6,1041,2.96050799775842,0.0022970705333914
RBM14,-2.2448347845,0.00108054285716181,1,Q96PK6;A0A0A6YYI9;F8WDX3;A0A0A0MSL8;B8ZZ74,Q96PK6,13;4;4;4;4,13;4;4;4;4,13;4;4;4;4,RNA-binding protein 14,RBM14,sp|Q96PK6|RBM14_HUMAN RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,13,13,24.7,669,2.24483478448825,0.00108054285716181
PUS7,-18.5707094427,1.01135490034323e-07,1,Q96PZ0;E7EUH7,Q96PZ0;E7EUH7,2;1,2;1,2;1,Pseudouridylate synthase 7 homolog,PUS7,sp|Q96PZ0|PUS7_HUMAN Pseudouridylate synthase 7 homolog OS=Homo sapiens OX=9606 GN=PUS7 PE=1 SV=2;tr|E7EUH7|E7EUH7_HUMAN Pseudouridylate synthase 7 homolog OS=Homo sapiens OX=9606 GN=PUS7 PE=1 SV=1,2,2,3.6,661,18.5707094426545,1.01135490034323e-07
VPS35,-2.8335626586,0.0012733376840203,1,Q96QK1;I3L4S0;A0A1W2PP10;A0A3B3ITD4,Q96QK1,8;1;1;1,8;1;1;1,8;1;1;1,Vacuolar protein sorting-associated protein 35,VPS35,sp|Q96QK1|VPS35_HUMAN Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,8,8,14.1,796,2.8335626586133,0.0012733376840203
PURB,-0.4236023909,0.220626638066343,0,Q96QR8,Q96QR8,4,4,4,Transcriptional activator protein Pur-beta,PURB,sp|Q96QR8|PURB_HUMAN Transcriptional activator protein Pur-beta OS=Homo sapiens OX=9606 GN=PURB PE=1 SV=3,4,4,12.2,312,0.423602390879749,0.220626638066343
GFM1,-3.7738478242,0.000483365235987498,1,Q96RP9;F8WAU4;C9IZ01,Q96RP9;F8WAU4;C9IZ01,4;3;3,4;3;3,4;3;3,"Elongation factor G, mitochondrial",GFM1,"sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2;tr|F8WAU4|F8WAU4_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=1;tr|C9IZ01|C9IZ01_HUMAN Elongation factor G, mitochondrial",4,4,7.2,751,3.77384782421155,0.000483365235987498
NUDCD1,-0.8312641334,0.0544418210193879,0,Q96RS6;E5RGX7,Q96RS6,3;1,3;1,3;1,NudC domain-containing protein 1,NUDCD1,sp|Q96RS6|NUDC1_HUMAN NudC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NUDCD1 PE=1 SV=2,3,3,4.5,583,0.831264133371553,0.0544418210193879
STRBP,0.0852991502,0.900607048141834,0,Q96SI9,Q96SI9,2,2,2,Spermatid perinuclear RNA-binding protein,STRBP,sp|Q96SI9|STRBP_HUMAN Spermatid perinuclear RNA-binding protein OS=Homo sapiens OX=9606 GN=STRBP PE=1 SV=1,2,2,4.6,672,-0.0852991502359481,0.900607048141834
MMS19,-2.0156678721,0.00649718625769857,1,Q96T76;H7C1W5;H7C0A9;F8WCH8;B0QZ77;Q5T454;H0Y746,Q96T76;H7C1W5,4;2;1;1;1;1;1,4;2;1;1;1;1;1,4;2;1;1;1;1;1,MMS19 nucleotide excision repair protein homolog,MMS19,sp|Q96T76|MMS19_HUMAN MMS19 nucleotide excision repair protein homolog OS=Homo sapiens OX=9606 GN=MMS19 PE=1 SV=2;tr|H7C1W5|H7C1W5_HUMAN MMS19 nucleotide excision repair protein homolog (Fragment) OS=Homo sapiens OX=9606 GN=MMS19 PE=1 SV=1,4,4,7.2,1030,2.01566787211805,0.00649718625769857
FAM129B,3.2419034235,0.100576195274317,0,Q96TA1,Q96TA1,2,2,2,Niban-like protein 1,FAM129B,sp|Q96TA1|NIBA2_HUMAN Protein Niban 2 OS=Homo sapiens OX=9606 GN=NIBAN2 PE=1 SV=3,2,2,4.7,746,-3.24190342347623,0.100576195274317
PSMB7,3.4971774484,0.000477155002787315,1,Q99436;Q5TBG5,Q99436;Q5TBG5,2;1,2;1,2;1,Proteasome subunit beta type-7;Proteasome subunit beta type,PSMB7,sp|Q99436|PSB7_HUMAN Proteasome subunit beta type-7 OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1;tr|Q5TBG5|Q5TBG5_HUMAN Proteasome subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1,2,2,7.2,277,-3.4971774484338,0.000477155002787315
CDC5L,0.475714512,0.14056533000269,0,Q99459,Q99459,3,3,3,Cell division cycle 5-like protein,CDC5L,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,3,3,3.6,802,-0.475714511975614,0.14056533000269
PSMD1,-1.713714409,0.00475929252331412,1,Q99460;A0A087WW66;H7C378;C9J9M4;H7BZR6;F8WCE3,Q99460;A0A087WW66,12;11;4;4;2;1,12;11;4;4;2;1,12;11;4;4;2;1,26S proteasome non-ATPase regulatory subunit 1,PSMD1,sp|Q99460|PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2;tr|A0A087WW66|A0A087WW66_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=1,12,12,14.5,953,1.7137144089668,0.00475929252331412
PARK7,-4.0587013545,0.000188018872599687,1,Q99497;K7ELW0;K7EN27,Q99497;K7ELW0,11;10;5,11;10;5,11;10;5,Protein deglycase DJ-1,PARK7,sp|Q99497|PARK7_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2;tr|K7ELW0|K7ELW0_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=1,11,11,65.6,189,4.058701354488,0.000188018872599687
VAT1,-2.7740312514,0.000772749700212662,1,Q99536;K7ESA3;K7ERT7;K7ENX2;K7EM19;K7EJM4,Q99536,13;6;6;2;2;1,13;6;6;2;2;1,13;6;6;2;2;1,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,sp|Q99536|VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2,13,13,31.6,393,2.7740312514287,0.000772749700212662
PLIN2,-0.2660536264,0.500660211527451,0,Q99541;Q5SYF5;Q5SYF3;Q5SYF4,Q99541,12;3;2;2,12;3;2;2,12;3;2;2,Perilipin-2,PLIN2,sp|Q99541|PLIN2_HUMAN Perilipin-2 OS=Homo sapiens OX=9606 GN=PLIN2 PE=1 SV=2,12,12,43,437,0.266053626434198,0.500660211527451
S100A13,-0.703697767,0.0624423930249412,0,Q99584,Q99584,2,2,2,Protein S100-A13,S100A13,sp|Q99584|S10AD_HUMAN Protein S100-A13 OS=Homo sapiens OX=9606 GN=S100A13 PE=1 SV=1,2,2,27.6,98,0.7036977669867,0.0624423930249412
EIF3C;EIF3CL,-3.4278110616,0.00466068268873166,1,Q99613;B5ME19;H3BPE4,Q99613;B5ME19,17;15;1,17;15;1,17;15;1,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,17,17,20.7,913,3.42781106156616,0.00466068268873166
TTC1,-17.9666127158,1.57882264777159e-06,1,Q99614;H0YB37,Q99614;H0YB37,3;2,3;2,3;2,Tetratricopeptide repeat protein 1,TTC1,sp|Q99614|TTC1_HUMAN Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1;tr|H0YB37|H0YB37_HUMAN Tetratricopeptide repeat protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1,3,3,10.6,292,17.966612715755,1.57882264777159e-06
PHB2,-2.0482340471,0.00125355430863587,1,Q99623;J3KPX7;F5GY37;F5GWA7;F5H3X6;F5H0C5;F5H2D2;U3KPZ5,Q99623;J3KPX7;F5GY37;F5GWA7;F5H3X6,28;27;25;19;15;9;7;1,28;27;25;19;15;9;7;1,28;27;25;19;15;9;7;1,Prohibitin-2,PHB2,sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;tr|J3KPX7|J3KPX7_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;tr|F5GY37|F5GY37_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=1;tr|F5GWA7|F5GWA7_HUMAN Prohi,28,28,74.9,299,2.0482340470963,0.00125355430863587
HSD17B10,-1.067593902,0.0147250790259704,1,Q99714;Q5H928,Q99714;Q5H928,13;9,13;9,13;9,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,sp|Q99714|HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3;tr|Q5H928|Q5H928_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=1,13,13,71.3,261,1.06759390201374,0.0147250790259704
NAP1L4,-2.0857080884,0.00149583531215802,1,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2;C9J1B1;E9PP22;H0YCI4,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2,12;11;11;10;10;10;10;9;9;6;5;5;2,10;9;9;8;8;8;8;7;7;6;5;5;2,10;9;9;8;8;8;8;7;7;6;5;5;2,Nucleosome assembly protein 1-like 4,NAP1L4,sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9J6D1|C9J6D1_HUMAN Nucleosome assembly protein 1-like 4 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9JZI7|C9JZI7_HUMAN Nucleosome asse,12,10,32.8,375,2.0857080883529,0.00149583531215802
NAPG,-0.0616431944,0.866243248535943,0,Q99747,Q99747,2,2,2,Gamma-soluble NSF attachment protein,NAPG,sp|Q99747|SNAG_HUMAN Gamma-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPG PE=1 SV=1,2,2,8.3,312,0.0616431944194862,0.866243248535943
CCT7,-0.8983808382,0.381415113753161,0,Q99832;F8WAM2;F8WBP8;A0A0D9SG95,Q99832,36;9;2;1,36;9;2;1,36;9;2;1,T-complex protein 1 subunit eta,CCT7,sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,36,36,61,543,0.898380838202953,0.381415113753161
NIPSNAP1,-1.766886097,0.0286480811090416,1,Q9BPW8;C9JDV8;H7C2U6,Q9BPW8,5;2;2,5;2;2,5;2;2,Protein NipSnap homolog 1,NIPSNAP1,sp|Q9BPW8|NIPS1_HUMAN Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1,5,5,28.5,284,1.76688609696535,0.0286480811090416
WDR77,-1.2194709326,0.0311280876837935,1,Q9BQA1;H0Y711,Q9BQA1;H0Y711,4;2,4;2,4;2,Methylosome protein 50,WDR77,sp|Q9BQA1|MEP50_HUMAN Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1;tr|H0Y711|H0Y711_HUMAN Methylosome protein 50 (Fragment) OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1,4,4,11.1,342,1.21947093259815,0.0311280876837935
APOL2,-17.4780235746,6.45817867732857e-06,1,Q9BQE5;J3KQL8;E9PM95;B0QYK8,Q9BQE5;J3KQL8;E9PM95,4;3;2;1,4;3;2;1,4;3;2;1,Apolipoprotein L2,APOL2,sp|Q9BQE5|APOL2_HUMAN Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=1;tr|J3KQL8|J3KQL8_HUMAN Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=2;tr|E9PM95|E9PM95_HUMAN Apolipoprotein L2 (Fragment) OS=Homo sapiens OX=9606 GN=APOL2 PE=1,4,4,21.7,337,17.4780235746305,6.45817867732857e-06
CORO1B,-1.231142517,0.0183763551073663,1,Q9BR76;A0A087WW53;F5H390;F5H0D2,Q9BR76;A0A087WW53;F5H390,9;6;6;2,9;6;6;2,9;6;6;2,Coronin-1B;Coronin,CORO1B,sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1;tr|A0A087WW53|A0A087WW53_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1;tr|F5H390|F5H390_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,9,9,25.4,489,1.2311425170338,0.0183763551073663
TXNDC17,-1.8103248558,0.00412539761796993,1,Q9BRA2;I3L0K2;I3L3M7;I3L2R6,Q9BRA2;I3L0K2;I3L3M7;I3L2R6,6;4;4;4,6;4;4;4,6;4;4;4,Thioredoxin domain-containing protein 17,TXNDC17,sp|Q9BRA2|TXD17_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1;tr|I3L0K2|I3L0K2_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1;tr|I3L3M7|I3L3M7_HUMAN Thioredoxin doma,6,6,42.3,123,1.8103248558277,0.00412539761796993
ERP44,2.0292873445,0.00306747281364563,1,Q9BS26,Q9BS26,8,8,8,Endoplasmic reticulum resident protein 44,ERP44,sp|Q9BS26|ERP44_HUMAN Endoplasmic reticulum resident protein 44 OS=Homo sapiens OX=9606 GN=ERP44 PE=1 SV=1,8,8,24.9,406,-2.0292873444974,0.00306747281364563
TACO1,-1.8807516493,0.00389599022393829,1,Q9BSH4,Q9BSH4,3,3,3,Translational activator of cytochrome c oxidase 1,TACO1,sp|Q9BSH4|TACO1_HUMAN Translational activator of cytochrome c oxidase 1 OS=Homo sapiens OX=9606 GN=TACO1 PE=1 SV=1,3,3,13.8,297,1.8807516493418,0.00389599022393829
ESYT1,-1.5132660675,0.0135228443742561,1,Q9BSJ8;F8VZB1,Q9BSJ8,9;2,9;2,9;2,Extended synaptotagmin-1,ESYT1,sp|Q9BSJ8|ESYT1_HUMAN Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,9,9,10.3,1104,1.51326606745605,0.0135228443742561
TMEM43,-2.4350644831,0.0919015897008148,0,Q9BTV4,Q9BTV4,3,3,3,Transmembrane protein 43,TMEM43,sp|Q9BTV4|TMM43_HUMAN Transmembrane protein 43 OS=Homo sapiens OX=9606 GN=TMEM43 PE=1 SV=1,3,3,8,400,2.43506448313837,0.0919015897008148
TUBB6,-2.3434695332,0.00133770159319029,1,Q9BUF5;K7ESM5;K7EL29;K7EN98;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EPE5;K7ES63,Q9BUF5;K7ESM5,30;22;9;7;6;6;6;6;6;6;5,20;12;7;7;6;6;6;6;6;6;2,17;9;7;7;6;6;6;6;6;6;2,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,30,17,69.7,446,2.3434695331793,0.00133770159319029
BDH2;SLC9B2,-0.2620713389,0.402352763630514,0,Q9BUT1;D6RFG2;D6R9P2;D6R9U8;D6RIR6,Q9BUT1;D6RFG2;D6R9P2;D6R9U8;D6RIR6,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,3-hydroxybutyrate dehydrogenase type 2,BDH2;SLC9B2,sp|Q9BUT1|BDH2_HUMAN 3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens OX=9606 GN=BDH2 PE=1 SV=2;tr|D6RFG2|D6RFG2_HUMAN 3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens OX=9606 GN=BDH2 PE=1 SV=1;tr|D6R9P2|D6R9P2_HUMAN Sodium/hydrogen exchanger 9,2,2,14.3,245,0.262071338884234,0.402352763630514
NTMT1,-20.3901005773,2.19659654413094e-07,1,Q9BV86;S4R344;S4R3J7,Q9BV86,3;1;1,3;1;1,3;1;1,"N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed",NTMT1,sp|Q9BV86|NTM1A_HUMAN N-terminal Xaa-Pro-Lys N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=NTMT1 PE=1 SV=3,3,3,19.7,223,20.390100577263,2.19659654413094e-07
TMEM109,-2.2150422782,0.00112438259116067,1,Q9BVC6,Q9BVC6,2,2,2,Transmembrane protein 109,TMEM109,sp|Q9BVC6|TM109_HUMAN Transmembrane protein 109 OS=Homo sapiens OX=9606 GN=TMEM109 PE=1 SV=1,2,2,8.2,243,2.2150422782395,0.00112438259116067
TMED9,-3.7164312496,0.000116610212378848,1,Q9BVK6;Q7Z7H5;F8W7F7,Q9BVK6,5;1;1,5;1;1,5;1;1,Transmembrane emp24 domain-containing protein 9,TMED9,sp|Q9BVK6|TMED9_HUMAN Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TMED9 PE=1 SV=2,5,5,19.6,235,3.71643124962125,0.000116610212378848
GNL3,-1.1193821983,0.0157901642695433,1,Q9BVP2,Q9BVP2,5,5,5,Guanine nucleotide-binding protein-like 3,GNL3,sp|Q9BVP2|GNL3_HUMAN Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2,5,5,10.7,549,1.119382198265,0.0157901642695433
ELOVL1,-0.6000989373,0.161788980831217,0,Q9BW60,Q9BW60,2,2,2,Elongation of very long chain fatty acids protein 1,ELOVL1,sp|Q9BW60|ELOV1_HUMAN Elongation of very long chain fatty acids protein 1 OS=Homo sapiens OX=9606 GN=ELOVL1 PE=1 SV=1,2,2,6.5,279,0.600098937294502,0.161788980831217
ACAT2,-0.5359207559,0.276292330194003,0,Q9BWD1,Q9BWD1,4,4,4,"Acetyl-CoA acetyltransferase, cytosolic",ACAT2,"sp|Q9BWD1|THIC_HUMAN Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2 PE=1 SV=2",4,4,19.4,397,0.535920755940152,0.276292330194003
RBM4,-1.0962837302,0.0113120744092617,1,Q9BWF3;E9PB51,Q9BWF3;E9PB51,2;1,2;1,2;1,RNA-binding protein 4,RBM4,sp|Q9BWF3|RBM4_HUMAN RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1;tr|E9PB51|E9PB51_HUMAN RNA-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1,2,2,12.1,364,1.09628373021039,0.0113120744092617
SF3B5,-2.0713561523,0.0230891119454064,1,Q9BWJ5,Q9BWJ5,3,3,3,Splicing factor 3B subunit 5,SF3B5,sp|Q9BWJ5|SF3B5_HUMAN Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,3,3,59.3,86,2.0713561523483,0.0230891119454064
HINT2,-4.5143928561,0.00022384296959996,1,Q9BX68,Q9BX68,2,2,2,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,"sp|Q9BX68|HINT2_HUMAN Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1",2,2,19,163,4.51439285606774,0.00022384296959996
QTRT1,-1.6369642485,0.00361490796248157,1,Q9BXR0;K7EL95;K7ESP6;K7EJ21,Q9BXR0,3;1;1;1,3;1;1;1,3;1;1;1,Queuine tRNA-ribosyltransferase,QTRT1,sp|Q9BXR0|TGT_HUMAN Queuine tRNA-ribosyltransferase catalytic subunit 1 OS=Homo sapiens OX=9606 GN=QTRT1 PE=1 SV=3,3,3,10.2,403,1.63696424851485,0.00361490796248157
ITPA,0.4929029868,0.144142816651524,0,Q9BY32,Q9BY32,3,3,3,Inosine triphosphate pyrophosphatase,ITPA,sp|Q9BY32|ITPA_HUMAN Inosine triphosphate pyrophosphatase OS=Homo sapiens OX=9606 GN=ITPA PE=1 SV=2,3,3,16,194,-0.492902986813966,0.144142816651524
EIF2A,-1.1464558295,0.0130509843265212,1,Q9BY44;F8WAE5;C9IZE1;H7C5Q3;F8WF18;F8WAT3;H7C5R5,Q9BY44;F8WAE5;C9IZE1,7;6;5;2;1;1;1,7;6;5;2;1;1;1,7;6;5;2;1;1;1,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3;tr|F8WAE5|F8WAE5_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=1;tr|C9IZE1|C9IZE1_HUMAN Eukaryotic tra,7,7,18.1,585,1.1464558295304,0.0130509843265212
MRPL20,1.3527892106,0.00788813472252363,1,Q9BYC9;I3L2X1,Q9BYC9;I3L2X1,2;1,2;1,2;1,"39S ribosomal protein L20, mitochondrial",MRPL20,"sp|Q9BYC9|RM20_HUMAN 39S ribosomal protein L20, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL20 PE=1 SV=1;tr|I3L2X1|I3L2X1_HUMAN 39S ribosomal protein L20, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL20 PE=1 SV=1",2,2,14.1,149,-1.35278921055076,0.00788813472252363
