Gene_names,RBBP7_vs_BirA_logFC,RBBP7_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_RBBP7_N1,Peptides_RBBP7_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_RBBP7_N1,Razor___unique_peptides_RBBP7_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_RBBP7_N1,Unique_peptides_RBBP7_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_RBBP7_N1,Identification_type_RBBP7_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_RBBP7_N1,Ratio_H_L_RBBP7_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_RBBP7_N1,Ratio_H_L_normalized_RBBP7_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____RBBP7_N1,Ratio_H_L_variability_____RBBP7_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_RBBP7_N1,Ratio_H_L_count_RBBP7_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_RBBP7_N1,Ratio_H_L_iso_count_RBBP7_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_RBBP7_N1,Ratio_H_L_type_RBBP7_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_RBBP7_N1____,Sequence_coverage_RBBP7_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_RBBP7_N1,Intensity_L_RBBP7_N1,Intensity_H_RBBP7_N1,Intensity_RBBP7_N2,Intensity_L_RBBP7_N2,Intensity_H_RBBP7_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_RBBP7_N1,metacell_Intensity_L_RBBP7_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
NUDT5,-0.662102088396448,0.107294759447901,Q9UKK9;A6NFX8;H0YEY4;A6NCQ0;A6NJU6,Q9UKK9;A6NFX8,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,ADP-sugar pyrophosphatase,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1,5,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,15.5,15.5,15.5,24.327,219,219;232;137;180;186,0.0,4.3225,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30776,1.008,7.3752,11,5,Leave out requantified,0.27847,0.36117,0.035161,0.13261,1.0191,1.0013,0.039876,0.15685,11.347,3.9528,31.494,80.204,3,3,3,2,0,0,3,2,Leave out requantified,Leave out requantified,Median,Median,15.5,15.5,9.1,9.1,682770000,547620000,135150000,230210000,170040000,60176000,220620000,161670000,58950000,155190000,147940000,7246100,76751000,67972000,8778900,,,,373,5263;13689;15738,True;True;True,6456;16492;18972;18973,14272;14273;36454;36455;36456;36457;42074;42075;42076;42077;42078,23649;59919;59920;59921;59922;59923;59924;69375;69376;69377;69378;69379;69380;69381;69382;69383;69384,23649;59919;69376,,,,,-1;-1;-1;-1;-1,protein_374,quanti,quanti,quanti,quanti
SMCHD1,18.6369492533064,3.71619041631087e-05,A6NHR9;J3KTL8;J3KRK8,A6NHR9;J3KTL8,3;2;1,3;2;1,3;2;1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,sp|A6NHR9|SMHD1_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2;tr|J3KTL8|J3KTL8_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (Frag,3,3,3,3,0,0,2,1,0,0,2,1,0,0,2,1,2.4,2.4,2.4,226.37,2005,2005;1388;49,0.0011855,2.2761,,,By MS/MS,By MS/MS,0.53042,0.58844,64.724,2,2,Median,,,0.33125,0.84935,,,0.37234,0.92996,,,,,0,0,1,1,0,0,1,1,Median,Median,Median,Median,0.0,0.0,1.9,0.5,44440000,32969000,11471000,0,0,0,0,0,0,38772000,30249000,8523200,5668700,2720600,2948100,,,,374,1382;3888;6505,True;True;True,1691;4683;7985,3929;10380;17737,6769;17315;29384,6769;17315;29384,,,,,-1;-1;-1,protein_375,quanti,quanti,imputed MEC,imputed MEC
USP14,-1.00994912712055,0.0204641601504775,P54578;A6NJA2;J3QQT6;J3KS55,P54578;A6NJA2,9;9;1;1,9;9;1;1,9;9;1;1,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3;tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2,4,9,9,9,8,6,3,3,8,6,3,3,8,6,3,3,18.2,18.2,18.2,56.068,494,494;448;20;28,0.0,28.018,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30544,0.9286,8.6964,22,12,Leave out requantified,0.25189,0.34898,0.12335,0.13354,0.87456,0.9286,0.13796,0.14675,10.293,10.062,44.733,153.8,8,6,4,4,4,1,4,3,Leave out requantified,Leave out requantified,Median,Median,18.2,16.4,8.5,7.1,800390000,567330000,233060000,307430000,191980000,115460000,263770000,191050000,72721000,116110000,106610000,9506000,113080000,77699000,35377000,,,,377,1496;6571;8772;8832;9049;11794;13107;16244;16245,True;True;True;True;True;True;True;True;True,1826;1827;8061;10712;10784;11028;14244;15795;19556;19557,4233;4234;4235;4236;4237;4238;17901;17902;23762;23763;23896;23897;24399;24400;24401;31346;31347;34871;34872;34873;43318;43319,7273;7274;7275;7276;7277;7278;7279;29652;29653;29654;39049;39050;39237;39238;39239;39240;39973;39974;39975;39976;51230;51231;51232;51233;57088;57089;57090;57091;57092;71303;71304,7278;29652;39049;39240;39973;51233;57092;71303;71304,,,,,-1;-1;-1;-1,protein_378,quanti,quanti,quanti,quanti
RNPEP,0.678888931106904,0.226778933331989,Q9H4A4;A6NKB8;A0A087WUS4;A0A087WU27;C9JMZ3,Q9H4A4;A6NKB8;A0A087WUS4;A0A087WU27,8;8;4;4;2,8;8;4;4;2,8;8;4;4;2,Aminopeptidase B,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;tr|A6NKB8|A6NKB8_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=1;tr|A0A087WUS4|A0A087WUS4_HUMAN Aminopeptidase B (Fragment) OS=Homo sapiens OX=9606 GN=RNPEP ,5,8,8,8,4,3,6,3,4,3,6,3,4,3,6,3,15.5,15.5,15.5,72.595,650,650;611;151;171;344,0.0,14.485,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33479,0.89541,19.673,14,9,Leave out requantified,0.25072,0.51062,0.081144,0.15652,0.7047,1.1354,0.090685,0.17778,13.916,33.812,131.17,140.72,4,3,3,4,2,0,3,4,Median,Leave out requantified,Median,Median,7.2,6.9,10.5,5.7,404780000,318210000,86565000,100000000,72327000,27675000,77362000,53775000,23587000,92520000,86222000,6297400,134900000,105890000,29006000,,,,378,483;778;7082;7899;8936;11734;14583;15802,True;True;True;True;True;True;True;True,564;924;925;8683;9697;10902;14177;14178;17545;19046,1294;1295;1296;2156;2157;19263;19264;21530;21531;24135;24136;24137;31224;31225;38854;38855;42232,2197;2198;2199;2200;3638;3639;3640;31965;31966;35466;35467;39575;39576;39577;50997;50998;63989;63990;69649,2200;3640;31966;35467;39575;50997;63990;69649,,,,,-1;-1;-1;-1;-1,protein_379,quanti,quanti,quanti,quanti
CRYZ,-0.407706659111046,0.184035946457138,Q08257;A6NP24;C9JH92,Q08257;A6NP24;C9JH92,6;6;5,6;6;5,6;6;5,Quinone oxidoreductase,sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|A6NP24|A6NP24_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|C9JH92|C9JH92_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens,3,6,6,6,4,4,3,2,4,4,3,2,4,4,3,2,23.1,23.1,23.1,35.206,329,329;243;206,0.0,19.68,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30269,0.76921,10.963,13,9,Leave out requantified,0.30138,0.41087,0.19903,0.2134,0.86758,0.91625,0.21495,0.2436,25.021,26.362,115.66,56.935,4,4,3,2,2,2,3,2,Median,Median,Median,Median,15.2,20.1,13.4,10.3,450180000,323550000,126630000,118260000,88735000,29528000,142410000,97733000,44678000,128260000,82124000,46133000,61251000,54962000,6288800,,,,382,583;2539;11962;14486;14487;14673,True;True;True;True;True;True,679;3085;14448;17430;17431;17651,1558;1559;1560;1561;7018;31822;38577;38578;38579;38580;38581;39106;39107,2633;2634;2635;2636;2637;2638;11907;52046;52047;63531;63532;63533;63534;63535;63536;64403;64404,2638;11907;52046;63531;63536;64404,,,,,-1;-1;-1,protein_383,quanti,quanti,quanti,quanti
MANF,-1.28630167700851,0.0372905831596587,P55145;A8K878;H7C2D6,P55145;A8K878,4;4;1,4;4;1,4;4;1,Mesencephalic astrocyte-derived neurotrophic factor,sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3;tr|A8K878|A8K878_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=1,3,4,4,4,3,2,1,1,3,2,1,1,3,2,1,1,35.7,35.7,35.7,20.7,182,182;185;71,0.0,4.9849,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27402,0.85539,21.329,4,2,Median,0.2627,0.28218,,,0.85539,0.80905,,,17.074,32.284,,,2,2,0,0,1,1,0,0,Median,Median,Median,Median,23.1,23.6,7.7,7.7,342500000,274890000,67610000,86971000,68688000,18283000,180880000,131550000,49326000,35993000,35993000,0,38653000,38653000,0,,,,390,4075;6121;7056;7664,True;True;True;True,4905;7540;8648;9420,10885;16736;16737;19182;20935;20936;20937,18192;27791;27792;31820;34560;34561;34562;34563;34564;34565;34566,18192;27791;31820;34560,,,,,-1;-1;-1,protein_391,quanti,quanti,quanti,quanti
SUMO2;SUMO3;SUMO4,0.109931973215222,0.918015185741895,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,3;3;3;3;2,3;3;3;3;2,3;3;3;3;2,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4,sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3;sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2;tr|A8MUA9|A8MUA9_HUMAN SMT3 suppressor of mif two 3 homo,5,3,3,3,1,1,2,1,1,1,2,1,1,1,2,1,24.2,24.2,24.2,10.871,95,95;103;135;147;95,0.0,23.625,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.64395,2.3823,221.1,5,3,Median,0.64395,0.77938,0.039443,1.9741,2.4448,2.3823,0.050765,3.5136,,,62.236,,1,1,2,1,0,0,2,1,Median,Median,Median,Median,12.6,12.6,15.8,8.4,1026800000,721200000,305640000,213570000,124840000,88724000,259300000,127070000,132230000,443770000,429920000,13843000,110210000,39360000,70847000,,,,395,8668;14260;14261,True;True;True,10584;17165;17166,23503;37995;37996;37997;37998,38687;62575;62576;62577;62578;62579;62580;62581;62582;62583;62584,38687;62579;62584,210;211,,33;45,,-1;-1;-1;-1;-1,protein_396,quanti,quanti,quanti,quanti
ATP5J,20.7020682924898,9.15328441699945e-08,P18859;A8MUH2,P18859;A8MUH2,2;2,2;2,2;2,"ATP synthase-coupling factor 6, mitochondrial","sp|P18859|ATP5J_HUMAN ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1;tr|A8MUH2|A8MUH2_HUMAN ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1",2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,20.4,20.4,20.4,12.587,108,108;119,0.00063816,2.6822,,,By MS/MS,By MS/MS,0.42494,0.48948,221.45,4,4,Median,,,0.42494,0.20031,,,0.49441,0.22686,,,206.42,313.76,0,0,2,2,0,0,2,2,Median,Median,Median,Median,0.0,0.0,20.4,20.4,154500000,76663000,77841000,0,0,0,0,0,0,95630000,43640000,51989000,58874000,33023000,25851000,,,,396,7857;11380,True;True,9646;13765,21415;21416;30333;30334,35279;35280;35281;35282;49648;49649,35282;49648,212,,46,,-1;-1,protein_397,quanti,quanti,imputed MEC,imputed MEC
RPL23A,0.246280427382587,0.624434866243537,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,6;6;6;6;5;4,6;6;6;6;5;4,6;6;6;6;5;4,60S ribosomal protein L23a,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,6,6,6,6,4,4,5,4,4,4,5,4,4,4,5,4,34.6,34.6,34.6,17.695,156,156;158;175;194;170;70,0.0,24.4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34868,1.0225,27.562,17,8,Leave out requantified,0.3084,0.34947,0.22158,0.032411,1.13,1.0155,0.25658,0.04257,21.938,31.388,179.58,222.29,4,5,5,3,1,0,4,3,Leave out requantified,Leave out requantified,Median,Median,16.7,16.7,32.1,23.7,1676000000,1337500000,338520000,239140000,180080000,59057000,633140000,462320000,170820000,529560000,463740000,65820000,274180000,231350000,42832000,,,,397,5111;7183;7533;7534;9501;10592,True;True;True;True;True;True,6253;8814;8815;9261;9262;11567;12836,13802;13803;19535;19536;19537;19538;20534;20535;20536;20537;20538;20539;25577;25578;25579;25580;28308;28309,22902;22903;22904;22905;32346;32347;32348;32349;32350;32351;32352;32353;32354;32355;33896;33897;33898;33899;33900;33901;33902;33903;41863;41864;41865;41866;41867;41868;46328;46329,22902;32354;33897;33903;41868;46329,,,,,-1;-1;-1;-1;-1;-1,protein_398,quanti,quanti,quanti,quanti
EIF3L,-0.0449531653711439,0.921007175254799,Q9Y262;B0QY89;B0QY90;H7C3A0;C9JHP4;C9K0Q7;H0Y7E6,Q9Y262;B0QY89;B0QY90,12;12;10;2;2;2;1,12;12;10;2;2;2;1,12;12;10;2;2;2;1,Eukaryotic translation initiation factor 3 subunit L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,7,12,12,12,8,6,6,6,8,6,6,6,8,6,6,6,31.2,31.2,31.2,66.726,564,564;607;466;127;150;183;109,0.0,41.754,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34278,1.2276,61.557,22,14,Leave out requantified,0.34278,0.38253,0.21092,0.24116,1.2276,0.91784,0.25141,0.26605,61.085,82.561,138.37,160.96,8,6,4,4,3,3,4,4,Leave out requantified,Leave out requantified,Median,Median,20.2,15.6,14.0,12.9,959380000,675690000,283680000,307150000,189670000,117470000,216910000,143860000,73051000,308200000,247150000,61053000,127120000,95011000,32107000,,,,402,3749;6418;6795;7463;9561;9987;10128;10442;11323;14136;14539;16072,True;True;True;True;True;True;True;True;True;True;True;True,4525;7889;8321;9175;11633;12137;12305;12661;13693;17016;17492;19347,10036;10037;17522;17523;17524;18455;18456;20344;20345;25720;25721;26807;27153;27154;27155;27946;27947;27948;30172;37648;37649;38721;38722;38723;42866;42867;42868;42869,16742;16743;29024;29025;29026;30616;30617;30618;30619;30620;30621;33592;33593;42121;42122;42123;43859;43860;43861;44418;44419;44420;44421;45733;45734;45735;45736;49402;61947;61948;61949;61950;61951;61952;63762;63763;63764;70613;70614;70615;70616;70617,16743;29025;30617;33593;42121;43859;44418;45736;49402;61951;63762;70613,,,,,-1;-1;-1;-1;-1;-1;-1,protein_403,quanti,quanti,quanti,quanti
CPNE1,-19.9760205011335,1.88077377954616e-06,Q99829;F2Z2V0;B0QZ18;H0Y524;A6PVH9;E7ENH5,Q99829;F2Z2V0;B0QZ18;H0Y524;A6PVH9,3;3;3;2;2;1,3;3;3;2;2;1,2;2;2;1;1;0,Copine-1,sp|Q99829|CPNE1_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|F2Z2V0|F2Z2V0_HUMAN Copine-1 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|B0QZ18|B0QZ18_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|H0Y524|H0Y524_HUMA,6,3,3,2,2,2,0,0,2,2,0,0,2,1,0,0,8.6,8.6,5.6,59.058,537,537;533;542;208;481;427,0.0,3.1906,By MS/MS,By MS/MS,,,0.67655,1.5369,110.45,4,2,Median,1.1592,0.67655,,,2.621,1.5369,,,171.09,66.932,,,2,2,0,0,1,1,0,0,Median,Median,Median,Median,5.6,6.7,0.0,0.0,126860000,54488000,72368000,34145000,13384000,20761000,92711000,41105000,51606000,0,0,0,0,0,0,,,,404,2443;2761;9512,True;True;True,2974;3363;11578,6803;7590;7591;25611,11606;12859;41917,11606;12859;41917,,,,,-1;-1;-1;-1;-1;-1,protein_405,imputed MEC,imputed MEC,quanti,quanti
MPST,0.0475385668001032,0.94370015471406,P25325;B1AH49,P25325;B1AH49,5;5,5;5,5;5,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3;tr|B1AH49|B1AH49_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=1,2,5,5,5,3,2,3,2,3,2,3,2,3,2,3,2,18.9,18.9,18.9,33.178,297,297;224,0.0,7.8515,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34352,1.0057,1.1994,11,7,Leave out requantified,0.29015,0.43119,0.1681,0.14443,0.83293,1.1747,0.18246,0.16144,14.966,23.391,16.37,70.479,3,2,3,3,1,0,3,3,Median,Median,Median,Median,10.8,10.8,12.5,9.4,314020000,246370000,67645000,73303000,53605000,19698000,96465000,66748000,29717000,47538000,41337000,6201600,96710000,84681000,12028000,,,,405,491;673;1286;1287;1494,True;True;True;True;True,574;575;791;1581;1582;1583;1824,1316;1317;1318;1832;1833;3672;3673;3674;3675;3676;4230,2232;2233;2234;3100;6298;6299;6300;6301;6302;6303;7270,2234;3100;6299;6302;7270,,,,,-1;-1,protein_406,quanti,quanti,quanti,quanti
MCM5,-0.201536882332519,0.505098811742201,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,18;18;4;4;1,18;18;4;4;1,18;18;4;4;1,DNA replication licensing factor MCM5;DNA helicase,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,5,18,18,18,12,14,10,9,12,14,10,9,12,14,10,9,30.4,30.4,30.4,82.285,734,734;691;150;230;57,0.0,89.418,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.53938,1.3968,15.367,39,19,Leave out requantified,0.38743,0.57283,0.19922,0.22457,1.1105,1.4693,0.2242,0.24986,11.623,16.398,149.49,91.31,12,14,6,7,5,1,6,7,Leave out requantified,Leave out requantified,Median,Median,21.0,23.7,18.8,16.1,1882200000,1332200000,550020000,474140000,321250000,152890000,658640000,406150000,252490000,421540000,335160000,86376000,327920000,269650000,58269000,,,,406,629;754;2222;3341;4997;5566;6359;7394;8843;10908;11315;11590;11944;12053;12257;14655;14959;15063,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,734;895;2704;4047;6108;6877;7825;9098;10796;13213;13685;14023;14426;14555;14798;17630;18037;18165,1694;1695;1696;2091;2092;6184;9000;9001;9002;13508;13509;15219;17394;17395;17396;20163;20164;20165;23917;23918;29166;29167;29168;30160;30161;30874;30875;30876;31764;32050;32051;32052;32053;32620;32621;32622;39056;39057;39982;39983;39984;40278;40279;40280;40281,2857;2858;2859;2860;2861;3536;3537;10528;15094;15095;15096;22424;22425;22426;25269;28858;28859;28860;33300;33301;33302;33303;33304;33305;33306;33307;33308;39262;39263;47852;47853;47854;47855;49386;50464;50465;50466;50467;50468;50469;51934;51935;51936;52396;52397;52398;52399;52400;52401;52402;53300;53301;53302;53303;53304;53305;64320;64321;64322;65854;65855;65856;65857;66406;66407;66408;66409;66410,2858;3537;10528;15094;22425;25269;28860;33306;39262;47855;49386;50464;51935;52398;53302;64322;65855;66406,214,,627,,-1;-1;-1;-1;-1,protein_407,quanti,quanti,quanti,quanti
PSMD10,1.76472409109624,0.0269280293277254,O75832;B1AJY7;B1AJY5,O75832;B1AJY7;B1AJY5,2;2;1,2;2;1,2;2;1,26S proteasome non-ATPase regulatory subunit 10,sp|O75832|PSD10_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY7|B1AJY7_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY5|B1AJY5_HUMAN 26S ,3,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,13.3,13.3,13.3,24.428,226,226;193;185,0.00062073,2.5412,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38056,0.95412,3.1085,2,0,Median,0.32886,0.44038,,,0.97532,0.93338,,,,,,,1,1,0,0,0,0,0,0,Median,Median,Median,Median,4.0,4.0,4.0,13.3,146570000,134510000,12054000,26864000,20984000,5879800,17851000,11677000,6174500,49506000,49506000,0,52347000,52347000,0,,,,408,4153;4402,True;True,5003;5337;5338;5339,11064;11791;11792;11793;11794;11795;11796,18491;19724;19725;19726;19727;19728;19729;19730,18491;19724,216,,221,,-1;-1;-1,protein_409,quanti,quanti,quanti,quanti
PEA15,0.330093163083465,0.687204065688904,Q15121;B1AKZ5,Q15121;B1AKZ5,2;2,2;2,2;2,Astrocytic phosphoprotein PEA-15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,21.5,21.5,21.5,15.04,130,130;108,0.0,3.6822,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37766,0.96981,139.19,5,4,Median,0.43474,0.43061,0.043824,0.15049,0.99127,1.0003,0.047515,0.17161,,4.3844,,,1,2,1,1,1,1,1,1,Median,Median,Median,Median,9.2,21.5,9.2,9.2,107900000,82674000,25223000,11809000,7044600,4764400,54284000,36304000,17980000,24927000,23717000,1209900,16877000,15608000,1269300,,,,410,11729;15006,True;True,14172;18091,31215;31216;31217;31218;40097,50986;50987;50988;50989;50990;50991;66092,50986;66092,,,,,-1;-1,protein_411,quanti,quanti,quanti,quanti
PRPS1;PRPS1L1,-0.208989080856313,0.626426487112322,P60891;B1ALA9;A0A2R8Y7H4;P21108;B7ZB02;B1ALA7;H7C540;A0A0B4J207;Q15244,P60891;B1ALA9;A0A2R8Y7H4;P21108;B7ZB02,6;6;5;3;3;2;2;2;1,6;6;5;3;3;2;2;2;1,2;2;2;1;0;1;0;0;1,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|A0A2R8Y7H4|A0A2R8Y7H4_HUMAN Ribose-phosphate pyr,9,6,6,2,5,4,3,4,5,4,3,4,2,1,1,1,25.8,25.8,8.5,34.834,318,318;285;321;318;114;168;173;318;40,0.0,11.877,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27906,0.92393,4.3722,17,10,Leave out requantified,0.28445,0.28755,0.15401,0.050918,0.96813,0.71083,0.20682,0.08286,8.0572,23.905,102.98,85.827,5,4,3,5,1,2,3,4,Leave out requantified,Median,Median,Median,20.8,15.4,11.9,15.4,1029800000,819410000,210410000,316820000,249290000,67528000,264740000,200180000,64556000,252490000,183800000,68690000,195770000,186130000,9636600,,,,412,6438;10263;11077;15448;15711;15813,True;True;True;True;True;True,7911;12454;13406;18610;18611;18940;18941;19058,17575;27482;27483;27484;29576;41247;41248;41249;41250;41251;41252;42007;42008;42009;42010;42262;42263;42264;42265,29099;44950;44951;44952;48484;48485;68005;68006;68007;68008;68009;68010;68011;68012;68013;68014;69269;69270;69271;69272;69273;69274;69275;69276;69277;69278;69690;69691;69692;69693;69694,29099;44950;48484;68010;69273;69690,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_413,quanti,quanti,quanti,quanti
