Gene_names,WDR26_vs_BirA_logFC,WDR26_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_Bira_alone_N1,Peptides_Bira_alone_N2,Peptides_WDR26_N1,Peptides_WDR26_N2,Razor___unique_peptides_Bira_alone_N1,Razor___unique_peptides_Bira_alone_N2,Razor___unique_peptides_WDR26_N1,Razor___unique_peptides_WDR26_N2,Unique_peptides_Bira_alone_N1,Unique_peptides_Bira_alone_N2,Unique_peptides_WDR26_N1,Unique_peptides_WDR26_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_Bira_alone_N1,Identification_type_Bira_alone_N2,Identification_type_WDR26_N1,Identification_type_WDR26_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_Bira_alone_N1,Ratio_H_L_Bira_alone_N2,Ratio_H_L_WDR26_N1,Ratio_H_L_WDR26_N2,Ratio_H_L_normalized_Bira_alone_N1,Ratio_H_L_normalized_Bira_alone_N2,Ratio_H_L_normalized_WDR26_N1,Ratio_H_L_normalized_WDR26_N2,Ratio_H_L_variability_____Bira_alone_N1,Ratio_H_L_variability_____Bira_alone_N2,Ratio_H_L_variability_____WDR26_N1,Ratio_H_L_variability_____WDR26_N2,Ratio_H_L_count_Bira_alone_N1,Ratio_H_L_count_Bira_alone_N2,Ratio_H_L_count_WDR26_N1,Ratio_H_L_count_WDR26_N2,Ratio_H_L_iso_count_Bira_alone_N1,Ratio_H_L_iso_count_Bira_alone_N2,Ratio_H_L_iso_count_WDR26_N1,Ratio_H_L_iso_count_WDR26_N2,Ratio_H_L_type_Bira_alone_N1,Ratio_H_L_type_Bira_alone_N2,Ratio_H_L_type_WDR26_N1,Ratio_H_L_type_WDR26_N2,Sequence_coverage_Bira_alone_N1____,Sequence_coverage_Bira_alone_N2____,Sequence_coverage_WDR26_N1____,Sequence_coverage_WDR26_N2____,Intensity,Intensity_L,Intensity_H,Intensity_Bira_alone_N1,Intensity_L_Bira_alone_N1,Intensity_H_Bira_alone_N1,Intensity_Bira_alone_N2,Intensity_L_Bira_alone_N2,Intensity_H_Bira_alone_N2,Intensity_WDR26_N1,Intensity_L_WDR26_N1,Intensity_H_WDR26_N1,Intensity_WDR26_N2,Intensity_L_WDR26_N2,Intensity_H_WDR26_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_WDR26_N1,metacell_Intensity_L_WDR26_N2,metacell_Intensity_L_Bira_alone_N1,metacell_Intensity_L_Bira_alone_N2
MINOS1;MINOS1-NBL1,-19.8488235901511,2.63088765894088e-07,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,MICOS complex subunit MIC10,sp|Q5TGZ0|MIC10_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A087WU07|A0A087WU07_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN MICOS complex subunit MIC1,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,59.0,59.0,59.0,8.8081,78,78;62;39;70;71,0.0,2.4552,By MS/MS,By MS/MS,,,0.43947,1.1147,6.7279,2,1,Median,0.4253,0.45411,,,1.0629,1.169,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,59.0,14.1,0.0,0.0,51101000,35019000,16082000,16839000,12962000,3876800,34262000,22057000,12205000,0,0,0,0,0,0,,,,24,13243;15362,True;True,15678;18105,37875;43488;43489,72700;83021;83022,72700;83021,,,,,-1;-1;-1;-1;-1,protein_25,imputed MEC,imputed MEC,quanti,quanti
CTNNBL1,0.474316821109557,0.219243269670227,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,7;7;1,7;7;1,7;7;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,7,7,7,2,3,3,5,2,3,3,5,2,3,3,5,15.8,15.8,15.8,65.173,563,563;568;166,0.0,7.6043,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51377,1.2566,19.493,11,3,Leave out requantified,0.45748,0.57255,0.51002,0.51838,1.2541,1.2588,1.2185,1.3308,40.276,40.064,10.17,13.085,2,2,3,4,0,1,0,2,Median,Median,Leave out requantified,Linear,6.0,8.0,8.3,9.2,409690000,262710000,146970000,48875000,30647000,18228000,66051000,43718000,22333000,158510000,100520000,57988000,136250000,87821000,48425000,,,,28,4739;5105;7911;11033;12520;17133;20643,True;True;True;True;True;True;True,5536;5955;9412;13155;14859;20145;24225,13193;14214;14215;22738;31852;31853;31854;35932;35933;48663;48664;48665;58669,25561;27448;27449;27450;44169;61539;61540;61541;69055;69056;69057;69058;93140;93141;93142;93143;112936,25561;27449;44169;61540;69056;93142;112936,7;8,,457;458,,-1;-1;-1,protein_29,quanti,quanti,quanti,quanti
SPCS2,1.05785354955985,0.0457169004780383,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Signal peptidase complex subunit 2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PRB9|E9PRB9_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit,5,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,12.4,12.4,12.4,25.003,226,226;87;157;227;257,0.0,2.9731,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.57971,1.5116,31.946,5,0,Leave out requantified,0.39914,0.50121,0.57085,0.45812,1.1148,1.2354,1.4935,1.2692,,,33.65,,1,1,2,1,0,0,0,0,Median,Median,Median,Median,8.4,8.4,12.4,8.4,242170000,160520000,81651000,21786000,15680000,6106200,27558000,17259000,10299000,107340000,71879000,35466000,85483000,55704000,29779000,,,,29,4437;10381,True;True,5183;12348,12342;12343;12344;12345;29846,23923;23924;23925;23926;23927;23928;23929;23930;57450,23930;57450,,,,,-1;-1;-1;-1;-1,protein_30,quanti,quanti,quanti,quanti
SYMPK,21.1320604917885,2.88225848011192e-06,Q92797;A0A087WUE9;M0R3C7;M0R1C2;M0R180;M0QXP5,Q92797;A0A087WUE9;M0R3C7,5;5;4;1;1;1,5;5;4;1;1;1,5;5;4;1;1;1,Symplekin,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,6,5,5,5,0,0,4,2,0,0,4,2,0,0,4,2,6.8,6.8,6.8,141.15,1274,1274;1058;673;115;137;142,0.0,3.4663,,,By MS/MS,By MS/MS,0.50751,1.1053,21.776,6,1,Leave out requantified,,,0.34677,0.41806,,,0.85977,0.94672,,,37.374,21.903,0,0,4,2,0,0,1,0,Median,Median,Median,Median,0.0,0.0,4.9,2.9,220000000,156120000,63879000,0,0,0,0,0,0,141510000,103600000,37905000,78496000,52523000,25974000,,,,31,1018;4841;15020;17947;19751,True;True;True;True;True,1168;5652;17717;21071;23203,2858;13472;42564;42565;50963;56238;56239,5474;26100;81327;81328;81329;97869;97870;97871;108453;108454;108455,5474;26100;81327;97871;108454,,,,,-1;-1;-1;-1;-1;-1,protein_32,quanti,quanti,imputed MEC,imputed MEC
HNRNPDL,1.91780156903591,0.00153120879881049,O14979;A0A087WUK2,O14979;A0A087WUK2,17;17,17;17,15;15,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,17,17,15,5,5,13,14,5,5,13,14,3,3,11,12,34.8,34.8,32.4,46.437,420,420;363,0.0,38.899,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2726,0.69801,27.652,59,17,Leave out requantified,0.29615,0.30965,0.30426,0.20364,1.0052,0.82943,0.83316,0.57534,16.776,10.792,22.97,18.446,6,6,23,24,1,3,5,8,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,12.1,12.1,31.7,33.1,11794000000,9090600000,2703800000,704150000,547960000,156200000,792320000,578360000,213960000,4463700000,3340600000,1123100000,5834200000,4623700000,1210600000,,,,32,2695;2696;3109;4496;5463;5501;12636;12637;12638;13907;14794;16282;18113;18451;18940;20493;20494,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3147;3148;3149;3647;3648;5243;6391;6392;6441;6442;6443;14981;14982;14983;14984;16420;17458;17459;19172;21263;21649;22256;24048;24049;24050,7828;7829;7830;7831;8964;8965;8966;8967;8968;8969;12494;12495;12496;12497;12498;12499;15229;15230;15367;15368;15369;15370;15371;15372;15373;15374;15375;15376;15377;15378;36228;36229;36230;36231;36232;36233;39653;39654;41957;41958;41959;41960;41961;41962;41963;41964;46192;46193;46194;46195;46196;51433;52379;52380;52381;52382;53968;58261;58262;58263,15295;15296;15297;15298;15299;15300;15301;17496;17497;17498;17499;17500;17501;17502;17503;17504;17505;17506;17507;24204;24205;24206;24207;24208;24209;24210;24211;24212;24213;24214;24215;24216;24217;24218;24219;24220;24221;24222;24223;29580;29581;29582;29583;29584;29859;29860;29861;29862;29863;29864;29865;29866;29867;29868;29869;29870;29871;29872;29873;29874;29875;29876;29877;29878;29879;29880;29881;29882;29883;29884;29885;29886;29887;29888;29889;29890;29891;29892;29893;29894;29895;29896;29897;69633;69634;69635;69636;69637;69638;69639;69640;76132;76133;80312;80313;80314;80315;80316;80317;80318;80319;80320;80321;80322;80323;88094;88095;88096;88097;88098;88099;88100;88101;88102;98858;100801;100802;103898;112213;112214;112215;112216,15295;15301;17503;24206;29583;29896;69633;69635;69640;76133;80321;88097;98858;100801;103898;112214;112216,9;10;11,,197;204;306,,-1;-1,protein_33,quanti,quanti,quanti,quanti
MYEF2,19.7134627141385,1.25050501904728e-07,Q9P2K5;A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;A0A0C4DGV1;H0YN19;H0YKS1,Q9P2K5;A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;A0A0C4DGV1;H0YN19,3;3;3;3;2;2;1,3;3;3;3;2;2;1,3;3;3;3;2;2;1,Myelin expression factor 2,sp|Q9P2K5|MYEF2_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3;tr|A0A087WUT0|A0A087WUT0_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=1;tr|A0A0A0MQW0|A0A0A0MQW0_HUMAN Myelin expression factor 2 OS=Ho,7,3,3,3,0,0,1,2,0,0,1,2,0,0,1,2,8.0,8.0,8.0,64.121,600,600;547;576;600;211;290;126,0.0,4.6248,,,By MS/MS,By MS/MS,1.4777,4.0567,86.509,3,2,Median,,,1.4777,1.3895,,,4.0567,3.3595,,,,121.37,0,0,1,2,0,0,1,1,Median,Median,Median,Median,0.0,0.0,1.8,6.2,185880000,55832000,130040000,0,0,0,0,0,0,71148000,23688000,47460000,114730000,32144000,82584000,,,,34,7531;10332;12706,True;True;True,8952;12297;15059,21497;29724;36407,41662;57237;57238;69996,41662;57237;69996,,,,,-1;-1;-1;-1;-1;-1;-1,protein_35,quanti,quanti,imputed MEC,imputed MEC
EIF5B,-2.27446385219788,0.00978917931273866,O60841;A0A087WUT6,O60841;A0A087WUT6,7;7,7;7,7;7,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,7,7,7,4,5,1,3,4,5,1,3,4,5,1,3,10.4,10.4,10.4,138.83,1220,1220;1220,0.0,6.6739,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33014,0.86099,16.28,14,5,Leave out requantified,0.31215,0.31699,0.3632,0.44758,1.0431,0.86726,0.94421,0.87395,17.143,16.107,,63.797,5,5,1,3,2,2,0,1,Median,Leave out requantified,Median,Median,6.6,7.5,1.7,4.6,636860000,433570000,203290000,192110000,141760000,50347000,230380000,158660000,71719000,50495000,32635000,17860000,163870000,100510000,63365000,,,,35,6029;6777;7060;7465;8176;10631;11017,True;True;True;True;True;True;True,7124;8034;8413;8872;9730;12658;13135,17121;19280;19281;20237;20238;20239;21305;23535;30624;30625;30626;30627;31782;31783,33250;37343;37344;37345;39329;39330;41261;45698;59084;59085;59086;59087;59088;61382;61383;61384,33250;37344;39329;41261;45698;59085;61384,,,,,-1;-1,protein_36,quanti,quanti,quanti,quanti
SPTBN1,1.30207120819524,0.0123806321352927,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,45;45;11,45;45;11,44;44;10,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,45,45,44,14,18,28,30,14,18,28,30,14,18,28,29,24.8,24.8,24.4,274.61,2364,2364;2366;690,0.0,73.711,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42718,1.0491,26.954,92,26,Leave out requantified,0.43561,0.55391,0.37995,0.38136,1.17,1.214,0.97129,0.97668,66.727,23.38,35.758,23.173,14,19,30,29,5,3,9,9,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.3,11.5,15.0,16.9,4036200000,2702700000,1333500000,285170000,183290000,101880000,510590000,317460000,193130000,1519200000,1035300000,483850000,1721200000,1166600000,554630000,,,,37,1878;2736;2750;2864;3011;3073;3125;4011;4087;4127;4333;4822;6994;7311;8008;8506;8699;9533;9534;10535;10785;11372;11386;11986;11987;12190;12202;12734;12913;14575;15120;16242;16243;16673;16769;16784;17243;17570;17576;18039;18164;18678;19186;19392;20574,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2196;3199;3213;3354;3527;3598;3672;3673;4699;4782;4832;5066;5632;8334;8704;9536;10113;10333;11376;11377;12534;12535;12849;13538;13558;14245;14246;14482;14498;15089;15299;17198;17837;19127;19128;19606;19714;19733;20271;20644;20650;21175;21323;21914;22555;22789;24145,5513;7951;7976;7977;7978;7979;8336;8337;8713;8714;8849;8850;9031;9032;11234;11235;11424;11530;12069;12070;13419;13420;13421;20045;20943;23037;23038;24465;24466;24467;24468;24988;27509;27510;27511;27512;30296;30297;31088;32701;32746;32747;34398;34399;34400;34401;34402;34403;34404;34405;35006;35038;36466;36467;36468;36469;36940;36941;36942;36943;41383;42858;42859;46087;46088;46089;46090;46091;47316;47569;47570;47571;47620;47621;47622;47623;48957;49838;49848;49849;51205;51206;51207;51208;51582;51583;51584;51585;53065;54701;54702;54703;55258;55259;58498,10816;15564;15605;15606;15607;15608;15609;15610;16382;16383;17053;17054;17055;17270;17271;17272;17273;17274;17275;17668;17669;21790;21791;21792;21793;22139;22350;22351;23404;23405;25990;25991;25992;25993;25994;25995;25996;38986;40620;40621;44785;44786;44787;47453;47454;47455;47456;47457;48494;52983;52984;52985;52986;58425;58426;58427;58428;59910;63038;63136;63137;66100;66101;66102;66103;66104;66105;66106;66107;66108;66109;66110;66111;66112;66113;66114;67319;67379;70100;70101;70102;70924;70925;70926;70927;70928;79278;79279;79280;79281;81815;81816;81817;81818;81819;87928;87929;87930;90253;90791;90792;90793;90903;90904;90905;90906;90907;90908;90909;93709;95450;95476;98327;98328;98329;98330;99124;99125;99126;99127;99128;102086;102087;105402;105403;105404;105405;106583;106584;106585;106586;106587;112674,10816;15564;15607;16382;17054;17272;17669;21793;22139;22351;23404;25992;38986;40620;44787;47455;48494;52983;52985;58427;59910;63038;63137;66108;66113;67319;67379;70100;70924;79280;81817;87929;87930;90253;90793;90907;93709;95450;95476;98327;99128;102086;105403;106587;112674,,,,,-1;-1;-1,protein_38,quanti,quanti,quanti,quanti
PDLIM2,19.2763972828366,2.60740671930856e-06,Q96JY6;C9JS55;A0A087WVI1;A0A087WU48;F8WFB8;A0A087WUQ1;E5RGS7;H0YBP7;B3KPU0;C9J760;C9J0X3;C9K0F0;C9JSR2;H7C1D1,Q96JY6;C9JS55;A0A087WVI1;A0A087WU48;F8WFB8;A0A087WUQ1;E5RGS7;H0YBP7;B3KPU0;C9J760;C9J0X3;C9K0F0;C9JSR2;H7C1D1,2;2;2;1;1;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1;1;1,PDZ and LIM domain protein 2,sp|Q96JY6|PDLI2_HUMAN PDZ and LIM domain protein 2 OS=Homo sapiens OX=9606 GN=PDLIM2 PE=1 SV=1;tr|C9JS55|C9JS55_HUMAN PDZ and LIM domain protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM2 PE=1 SV=1;tr|A0A087WVI1|A0A087WVI1_HUMAN PDZ and LIM domain prot,14,2,2,2,0,0,2,1,0,0,2,1,0,0,2,1,7.4,7.4,7.4,37.458,352,352;254;325;18;38;72;132;141;146;153;173;180;235;291,0.0,4.1399,,,By MS/MS,By MS/MS,0.5287,1.0777,16.68,3,2,Median,,,0.49439,0.63781,,,1.0223,1.3447,,,7.46,,0,0,2,1,0,0,2,0,Median,Median,Median,Median,0.0,0.0,7.4,4.3,64784000,42297000,22488000,0,0,0,0,0,0,40694000,26791000,13903000,24090000,15506000,8584900,,,,42,1540;11027,True;True,1797;13149,4470;4471;4472;31841,8588;8589;8590;8591;61526,8589;61526,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_43,quanti,quanti,imputed MEC,imputed MEC
MTHFD1L,4.22584540907015,0.000180925953741987,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM0;Q5JYA8;Q5JYA3;H0Y327;Q4VXM1,Q6UB35;A0A087WVM4;B7ZM99,14;14;14;2;2;2;2;1,13;13;13;2;2;2;2;1,13;13;13;2;2;2;2;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",8,14,13,13,2,2,12,8,1,1,12,8,1,1,12,8,19.8,18.8,18.8,105.79,978,978;913;979;92;108;114;332;57,0.0,17.815,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.52855,1.2971,41.117,21,4,Leave out requantified,0.4209,0.50587,0.50146,0.52928,0.9629,1.0125,1.2978,1.215,,,43.737,15.768,1,1,11,8,1,0,1,2,Median,Median,Leave out requantified,Leave out requantified,2.2,2.0,17.2,10.2,1102200000,680880000,421360000,12170000,8631800,3537900,15610000,10571000,5039600,598640000,350630000,248010000,475820000,311040000,164780000,,,,44,1986;2268;2318;2797;3557;4904;7347;9839;10244;12154;17115;18916;19067;20994,True;True;True;True;True;True;True;True;True;True;True;False;True;True,2312;2637;2703;3273;4173;5730;8742;11741;12205;14439;20118;22229;22414;24624,5811;5812;6613;6787;8129;8130;10117;10118;13652;13653;21021;21022;28483;28484;28485;29520;34884;34885;48585;48586;48587;53903;53904;53905;53906;54361;59621,11389;11390;12978;13417;15957;15958;15959;15960;19731;19732;26420;26421;26422;40760;40761;40762;40763;40764;54867;54868;54869;54870;54871;54872;54873;56895;67065;67066;67067;67068;67069;67070;92945;92946;92947;92948;103777;103778;103779;103780;103781;103782;103783;104707;114804,11390;12978;13417;15958;19732;26422;40763;54872;56895;67067;92946;103777;104707;114804,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_45,quanti,quanti,quanti,quanti
POLR2E,1.3031561506452,0.00658688258667999,P19388;A0A087WVZ9;A0A0A0MQR7;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7;A0A087WVN5;A0A087WWX0,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",5,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,19.5,19.5,19.5,24.551,210,210;184;204;83;134,0.0,3.2582,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5869,1.6176,1.1452,8,1,Leave out requantified,0.57692,1.0045,0.62493,0.52659,1.817,2.7703,1.6046,1.4637,,,8.0022,108.71,1,1,3,3,0,0,0,1,Median,Median,Median,Median,6.7,6.7,19.5,19.5,437740000,248670000,189070000,32334000,20294000,12040000,51338000,24547000,26791000,154180000,96368000,57816000,199880000,107460000,92420000,,,,46,1347;15035,True;True,1573;1574;17732,3881;3882;3883;3884;3885;42599;42600;42601,7472;7473;7474;7475;7476;7477;7478;7479;7480;81396,7475;81396,,,,,-1;-1;-1;-1;-1,protein_47,quanti,quanti,quanti,quanti
EPT1,20.5008364451158,1.44634152494369e-06,Q9C0D9;C9JAG1;A0A087WW58,Q9C0D9;C9JAG1;A0A087WW58,2;2;2,2;2;2,2;2;2,Ethanolaminephosphotransferase 1,sp|Q9C0D9|EPT1_HUMAN Ethanolaminephosphotransferase 1 OS=Homo sapiens OX=9606 GN=SELENOI PE=1 SV=3;tr|C9JAG1|C9JAG1_HUMAN Ethanolaminephosphotransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=SELENOI PE=1 SV=1;tr|A0A087WW58|A0A087WW58_HUMAN Ethanolamineph,3,2,2,2,0,0,2,1,0,0,2,1,0,0,2,1,4.5,4.5,4.5,45.228,397,397;180;396,0.0098522,1.1652,,,By MS/MS,By MS/MS,0.47699,1.0086,18.217,5,2,Median,,,0.49038,0.41527,,,1.1963,0.89277,,,15.108,17.246,0,0,3,2,0,0,1,1,Median,Median,Median,Median,0.0,0.0,4.5,4.5,138910000,97731000,41180000,0,0,0,0,0,0,87743000,59805000,27938000,51167000,37926000,13241000,,,,49,862;863,True;True,985;986,2388;2389;2390;2391;2392,4564;4565;4566;4567;4568;4569;4570,4564;4565,,,,,-1;-1;-1,protein_50,quanti,quanti,imputed MEC,imputed MEC
THOC1,19.3952654469345,1.72341209978538e-07,Q96FV9;A0A087WWS1;R4GMN4;J3KRD7;J3QQZ3;J3KT14,Q96FV9;A0A087WWS1;R4GMN4,3;3;2;1;1;1,3;3;2;1;1;1,3;3;2;1;1;1,THO complex subunit 1,sp|Q96FV9|THOC1_HUMAN THO complex subunit 1 OS=Homo sapiens OX=9606 GN=THOC1 PE=1 SV=1;tr|A0A087WWS1|A0A087WWS1_HUMAN THO complex subunit 1 OS=Homo sapiens OX=9606 GN=THOC1 PE=1 SV=1;tr|R4GMN4|R4GMN4_HUMAN THO complex subunit 1 (Fragment) OS=Homo sapiens O,6,3,3,3,0,0,2,1,0,0,2,1,0,0,2,1,5.6,5.6,5.6,75.665,657,657;657;272;86;121;251,0.049948,0.50604,,,By MS/MS,By MS/MS,0.47681,1.1568,20.804,2,2,Median,,,0.41314,0.55029,,,0.99853,1.3401,,,,,0,0,1,1,0,0,1,1,Median,Median,Median,Median,0.0,0.0,3.5,2.1,70646000,44347000,26299000,0,0,0,0,0,0,28911000,20823000,8087500,41735000,23524000,18212000,,,,54,7974;15028;16190,True;True;True,9499;17725;19069,22952;42583;45935,44613;81366;87654,44613;81366;87654,,,,,-1;-1;-1;-1;-1;-1,protein_55,quanti,quanti,imputed MEC,imputed MEC
