ATG_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
IGBP1,1.0454441601,0.07202201877557,0,P78318,P78318,3,3,3,Immunoglobulin-binding protein 1,IGBP1,sp|P78318|IGBP1_HUMAN Immunoglobulin-binding protein 1 OS=Homo sapiens OX=9606 GN=IGBP1 PE=1 SV=1,3,3,16.8,339,1.04544416011095,0.07202201877557
EIF4G2,-2.0920459749,0.00109442704326884,1,P78344;D3DQV9;H0Y3P2;H0YCH5;E9PKF8;H0YE22;H0YD77,P78344;D3DQV9;H0Y3P2,11;10;9;5;3;2;2,11;10;9;5;3;2;2,11;10;9;5;3;2;2,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,sp|P78344|IF4G2_HUMAN Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1;tr|D3DQV9|D3DQV9_HUMAN Eukaryotic translation initiation factor 4 gamma 2 (Fragment) OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1;tr|H0Y3P2|,11,11,15.5,907,-2.09204597490535,0.00109442704326884
RPP30,-0.579717759,0.526841366956199,0,P78346;Q5VU11;Q5VU10,P78346;Q5VU11;Q5VU10,2;2;1,2;2;1,2;2;1,Ribonuclease P protein subunit p30,RPP30,sp|P78346|RPP30_HUMAN Ribonuclease P protein subunit p30 OS=Homo sapiens OX=9606 GN=RPP30 PE=1 SV=1;tr|Q5VU11|Q5VU11_HUMAN Ribonuclease P protein subunit p30 (Fragment) OS=Homo sapiens OX=9606 GN=RPP30 PE=1 SV=1;tr|Q5VU10|Q5VU10_HUMAN Ribonuclease P protei,2,2,8.6,268,-0.579717759002116,0.526841366956199
CCT2,-1.4074999599,0.0256835707212036,1,P78371;F5GWF6;F8VQ14,P78371;F5GWF6;F8VQ14,44;41;37,44;41;37,44;41;37,T-complex protein 1 subunit beta,CCT2,sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4;tr|F5GWF6|F5GWF6_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=2;tr|F8VQ14|F8VQ14_HUMAN T-complex protein 1 subunit beta OS=Hom,44,44,84.9,535,-1.407499959882,0.0256835707212036
RAE1,1.3157362526,0.0222265462986333,1,P78406;E9PPG9;E9PQ57;B0QZ36,P78406;E9PPG9;E9PQ57,4;3;3;1,4;3;3;1,4;3;3;1,mRNA export factor,RAE1,sp|P78406|RAE1L_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1;tr|E9PPG9|E9PPG9_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1;tr|E9PQ57|E9PQ57_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1,4,4,14.9,368,1.3157362525844,0.0222265462986333
GSTO1,1.0294688764,0.08240688043019,0,P78417;Q5TA02;Q5TA01,P78417;Q5TA02;Q5TA01,15;13;11,15;13;11,15;13;11,Glutathione S-transferase omega-1,GSTO1,sp|P78417|GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2;tr|Q5TA02|Q5TA02_HUMAN Glutathione S-transferase omega-1 (Fragment) OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=1;tr|Q5TA01|Q5TA01_HUMAN Glutathione S-transfera,15,15,55.6,241,1.02946887641565,0.08240688043019
PRKDC,-1.0798877728,0.0262981209911461,1,P78527;F5GX40,P78527,54;1,54;1,54;1,DNA-dependent protein kinase catalytic subunit,PRKDC,sp|P78527|PRKDC_HUMAN DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3,54,54,15.6,4128,-1.07988777276595,0.0262981209911461
ARG2,-0.217112999,0.588796112568534,0,P78540,P78540,2,2,2,"Arginase-2, mitochondrial",ARG2,"sp|P78540|ARGI2_HUMAN Arginase-2, mitochondrial OS=Homo sapiens OX=9606 GN=ARG2 PE=1 SV=1",2,2,11.9,354,-0.21711299900684,0.588796112568534
MRPS6,-3.0672480649,0.000631560963893621,1,P82932,P82932,2,2,2,"28S ribosomal protein S6, mitochondrial",MRPS6,"sp|P82932|RT06_HUMAN 28S ribosomal protein S6, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS6 PE=1 SV=3",2,2,18.4,125,-3.06724806488595,0.000631560963893621
MRPS9,-0.7321321015,0.0469674427011445,0,P82933,P82933,6,6,6,"28S ribosomal protein S9, mitochondrial",MRPS9,"sp|P82933|RT09_HUMAN 28S ribosomal protein S9, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS9 PE=1 SV=2",6,6,18.9,396,-0.732132101537102,0.0469674427011445
SARNP,-0.3458579181,0.297490940705055,0,P82979;F8VZQ9;H0YHG0;F8VS12,P82979;F8VZQ9;H0YHG0,8;7;6;3,8;7;6;3,8;7;6;3,SAP domain-containing ribonucleoprotein,SARNP,sp|P82979|SARNP_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=3;tr|F8VZQ9|F8VZQ9_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=1;tr|H0YHG0|H0YHG0_HUMAN Uncharacterized protei,8,8,35.7,210,-0.3458579181473,0.297490940705055
LACTB,-1.6204643496,0.00336006863272625,1,P83111;H0YNN5,P83111,5;2,5;2,5;2,"Serine beta-lactamase-like protein LACTB, mitochondrial",LACTB,"sp|P83111|LACTB_HUMAN Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=2",5,5,10.4,547,-1.6204643495616,0.00336006863272625
RPL24,-1.4858482045,0.00404027370931762,1,P83731;C9JXB8;C9JNW5,P83731;C9JXB8;C9JNW5,10;9;9,10;9;9,10;9;9,60S ribosomal protein L24,RPL24,sp|P83731|RL24_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JXB8|C9JXB8_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JNW5|C9JNW5_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 G,10,10,42.7,157,-1.4858482045175,0.00404027370931762
ARF1;ARF3,-1.456889241,0.0366020043538766,1,P84077;P61204;F5H423;F5H0C7;H0YGG7,P84077;P61204;F5H423,7;5;4;3;1,7;5;4;3;1,5;3;2;1;1,ADP-ribosylation factor 1;ADP-ribosylation factor 3,ARF1;ARF3,sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2;tr|F5H423|F5H423_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV,7,5,66.9,181,-1.456889241014,0.0366020043538766
ERH,-3.5725158261,0.00202218205940795,1,P84090;G3V279,P84090;G3V279,7;4,7;4,7;4,Enhancer of rudimentary homolog,ERH,sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1;tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,7,7,55.8,104,-3.5725158261162,0.00202218205940795
RHOG,0.5122292677,0.128496921755611,0,P84095,P84095,4,3,3,Rho-related GTP-binding protein RhoG,RHOG,sp|P84095|RHOG_HUMAN Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1,4,3,36.6,191,0.512229267746663,0.128496921755611
FOXK1,-2.8160079514,0.0625009314360802,0,P85037,P85037,4,4,4,Forkhead box protein K1,FOXK1,sp|P85037|FOXK1_HUMAN Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1,4,4,9.3,733,-2.81600795138455,0.0625009314360802
RBM10;RBM6,-1.2292131361,0.0237152254355668,1,P98175;P78332;E9PGM9,P98175;P78332;E9PGM9,2;1;1,2;1;1,2;1;1,RNA-binding protein 10;RNA-binding protein 6,RBM10;RBM6,sp|P98175|RBM10_HUMAN RNA-binding protein 10 OS=Homo sapiens OX=9606 GN=RBM10 PE=1 SV=3;sp|P78332|RBM6_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5;tr|E9PGM9|E9PGM9_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 S,2,2,2.4,930,-1.2292131361029,0.0237152254355668
RBM3,-3.1494544227,0.000445718238663732,1,P98179,P98179,4,4,4,RNA-binding protein 3,RBM3,sp|P98179|RBM3_HUMAN RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1,4,4,28.7,157,-3.1494544227424,0.000445718238663732
TFAM,0.2935814015,0.593839404408969,0,Q00059;H7BYN3,Q00059;H7BYN3,7;5,7;5,7;5,"Transcription factor A, mitochondrial",TFAM,"sp|Q00059|TFAM_HUMAN Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1;tr|H7BYN3|H7BYN3_HUMAN Transcription factor A, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1",7,7,29.3,246,0.293581401497844,0.593839404408969
PURA,0.5841172443,0.084922948945505,0,Q00577,Q00577,2,2,2,Transcriptional activator protein Pur-alpha,PURA,sp|Q00577|PURA_HUMAN Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2,2,2,8.4,322,0.584117244334158,0.084922948945505
CLTC,-2.1845333748,0.00153999809430903,1,Q00610;A0A087WVQ6;J3KS13;P53675;A0A087WX41;K7EJJ5;J3KSQ2;J3KRF5;J3QL20;F5H5N6;A0A087WV74;A0A087WXH4,Q00610;A0A087WVQ6,93;91;33;18;17;10;6;5;3;1;1;1,93;91;33;18;17;10;6;5;3;1;1;1,93;91;33;18;17;10;6;5;3;1;1;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,93,93,49.6,1675,-2.18453337481875,0.00153999809430903
NFKB2,-0.1328899892,0.713605941820508,0,Q00653,Q00653,5,5,5,Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit,NFKB2,sp|Q00653|NFKB2_HUMAN Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens OX=9606 GN=NFKB2 PE=1 SV=4,5,5,7.7,900,-0.132889989181491,0.713605941820508
FKBP3,-1.6690403528,0.0194728283891501,1,Q00688;G3V5F2,Q00688,15;3,15;3,15;3,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,sp|Q00688|FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,15,15,59.8,224,-1.6690403528385,0.0194728283891501
SORD,-0.7467145591,0.224394696570384,0,Q00796;H0YLA4;H0YKB3,Q00796;H0YLA4,11;9;4,11;9;4,11;9;4,Sorbitol dehydrogenase,SORD,sp|Q00796|DHSO_HUMAN Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4;tr|H0YLA4|H0YLA4_HUMAN Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=1,11,11,45.7,357,-0.746714559119999,0.224394696570384
HNRNPU,-1.5598709757,0.00876124945136302,1,Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PPE9;A0A1W2PRI6;A0A1W2PP22;A0A1W2PNG3,Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PRZ7;A0A1W2PQD4,40;39;38;36;34;32;32;31;31;31;28;22;6;4;3;2,40;39;38;36;34;32;32;31;31;31;28;22;6;4;3;2,40;39;38;36;34;32;32;31;31;31;28;22;6;4;3;2,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6;tr|A0A1W2PPS1|A0A1W2PPS1_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=1;tr|A0A1X7SBS1|A0A1X7SBS1_HUMAN,40,40,44.2,825,-1.5598709757399,0.00876124945136302
FABP5,-1.903262261,0.024280991741875,1,Q01469;I6L8B7;A8MUU1,Q01469;I6L8B7,16;8;3,16;8;3,16;8;3,"Fatty acid-binding protein, epidermal",FABP5,sp|Q01469|FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3;tr|I6L8B7|I6L8B7_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=1,16,16,94.8,135,-1.9032622610271,0.024280991741875
CAP1,-1.4647932132,0.0513600894268102,0,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9;Q5T0R8;Q5T0S3,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9,20;11;11;11;11;11;11;11;11;5;5,20;11;11;11;11;11;11;11;11;5;5,20;11;11;11;11;11;11;11;11;5;5,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,CAP1,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5;tr|Q5T0R7|Q5T0R7_HUMAN Adenylyl cyclase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=1;tr|Q5T0R6|Q5T0R6_HUMAN Adenylyl cyclase-a,20,20,46.1,475,-1.46479321317426,0.0513600894268102
HMGCS1,-1.539304064,0.00942746425153669,1,Q01581;D6RIW1,Q01581,12;3,12;3,12;3,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMGCS1,"sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2",12,12,38.1,520,-1.5393040640335,0.00942746425153669
SLC7A5;SLC7A6;SLC7A7,-1.4499709846,0.0251896669153098,1,Q01650;Q92536;Q9UM01;H0YJ95;A0A0C4DGL4;G3V4Z6,Q01650;Q92536;Q9UM01;H0YJ95;A0A0C4DGL4;G3V4Z6,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,Large neutral amino acids transporter small subunit 1;Y+L amino acid transporter 2;Y+L amino acid transporter 1,SLC7A5;SLC7A6;SLC7A7,sp|Q01650|LAT1_HUMAN Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2;sp|Q92536|YLAT2_HUMAN Y+L amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC7A6 PE=1 SV=3;sp|Q9UM01|YLAT1_HUMAN Y+L amino acid trans,2,2,4.9,507,-1.4499709845879,0.0251896669153098
DR1,-19.0158291942,1.19683395010609e-06,1,Q01658,Q01658,3,3,3,Protein Dr1,DR1,sp|Q01658|NC2B_HUMAN Protein Dr1 OS=Homo sapiens OX=9606 GN=DR1 PE=1 SV=1,3,3,21,176,-19.0158291941937,1.19683395010609e-06
PFKP,-0.8602228097,0.0440921980549449,0,Q01813;B1APP6;Q5VSR5;H0Y757;V9GYV7;H0Y3Y3;V9GY25,Q01813;B1APP6,15;9;4;3;3;2;1,15;9;4;3;3;2;1,13;9;3;3;3;2;1,"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,"sp|Q01813|PFKAP_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2;tr|B1APP6|B1APP6_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",15,13,27.2,784,-0.860222809683397,0.0440921980549449
PLCB3,-0.0698631031,0.802502801711923,0,Q01970,Q01970,2,2,2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3,"sp|Q01970|PLCB3_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 OS=Homo sapiens OX=9606 GN=PLCB3 PE=1 SV=2",2,2,2.3,1234,-0.069863103053238,0.802502801711923
ALDH6A1,-0.1368300142,0.744050709490916,0,Q02252;G3V4Z4,Q02252;G3V4Z4,3;2,3;2,3;2,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,"sp|Q02252|MMSA_HUMAN Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2;tr|G3V4Z4|G3V4Z4_HUMAN Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=AL",3,3,14.2,535,-0.136830014237138,0.744050709490916
HIST1H1A,-2.6623077181,0.0547744254004467,0,Q02539,Q02539,10,2,2,Histone H1.1,HIST1H1A,sp|Q02539|H11_HUMAN Histone H1.1 OS=Homo sapiens OX=9606 GN=H1-1 PE=1 SV=3,10,2,32.6,215,-2.66230771808971,0.0547744254004467
RPL18A,-1.8632795211,0.00208898193981498,1,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,22;21;21;20;15,22;21;21;20;15,22;21;21;20;15,60S ribosomal protein L18a,RPL18A,sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2;tr|M0R1A7|M0R1A7_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=1;tr|M0R117|M0R117_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=,22,22,69.9,176,-1.86327952113945,0.00208898193981498
FKBP4,-1.6246235218,0.00855171042110106,1,Q02790;H0YFG2;F5H1U3,Q02790,29;9;5,29;9;5,29;9;5,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,29,29,55.3,459,-1.6246235218286,0.00855171042110106
PLOD1,-1.7074802485,0.00290701296026478,1,Q02809;Q5JXB8;Q5JXB7,Q02809,3;1;1,3;1;1,3;1;1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,"sp|Q02809|PLOD1_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2",3,3,4.4,727,-1.70748024848205,0.00290701296026478
RPL6,-1.3351200935,0.0136495605334871,1,Q02878;F8VZ45;U3KQR5;F8VR69;F8VZA3;F8VWR1;F8VU16,Q02878,22;6;6;4;2;2;2,22;6;6;4;2;2;2,22;6;6;4;2;2;2,60S ribosomal protein L6,RPL6,sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,22,22,55.9,288,-1.33512009349905,0.0136495605334871
LMNB2,-2.3316247373,0.00279068231900031,1,Q03252,Q03252,16,11,11,Lamin-B2,LMNB2,sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,16,11,24.4,620,-2.33162473733415,0.00279068231900031
GBE1,0.4484604727,0.183907607008834,0,Q04446;E9PGM4,Q04446;E9PGM4,3;2,3;2,3;2,"1,4-alpha-glucan-branching enzyme",GBE1,"sp|Q04446|GLGB_HUMAN 1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3;tr|E9PGM4|E9PGM4_HUMAN 1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=1",3,3,6.1,702,0.44846047270706,0.183907607008834
GLO1,-1.7034964132,0.0497130138328952,1,Q04760,Q04760,7,7,7,Lactoylglutathione lyase,GLO1,sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,7,7,29.9,184,-1.70349641322155,0.0497130138328952
YWHAH,-1.928165135,0.0192282626754482,1,Q04917;F8WEB6;A2IDB1,Q04917,9;3;3,5;3;3,5;3;3,14-3-3 protein eta,YWHAH,sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,9,5,31.3,246,-1.92816513502285,0.0192282626754482
CSTF1,-0.3171278893,0.612768544239071,0,Q05048;A0A0A0MSZ9,Q05048;A0A0A0MSZ9,3;2,3;2,3;2,Cleavage stimulation factor subunit 1,CSTF1,sp|Q05048|CSTF1_HUMAN Cleavage stimulation factor subunit 1 OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1;tr|A0A0A0MSZ9|A0A0A0MSZ9_HUMAN Cleavage stimulation factor subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1,3,3,11.1,431,-0.317127889317854,0.612768544239071
SRSF11,-1.4875682083,0.00705175881925074,1,Q05519;Q5T760;B4DWT1;S4R3C4;Q5T757,Q05519;Q5T760;B4DWT1,4;4;2;1;1,4;4;2;1;1,4;4;2;1;1,Serine/arginine-rich splicing factor 11,SRSF11,sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|B4DWT1|B4DWT1_HUMAN Serine/ar,4,4,12.4,484,-1.48756820826395,0.00705175881925074
PTPN11,-0.5459292344,0.204949272178169,0,Q06124;H0YF12;A0A1W2PPU4,Q06124,3;1;1,3;1;1,2;1;1,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,sp|Q06124|PTN11_HUMAN Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=3,3,2,5.9,593,-0.545929234412151,0.204949272178169
PPAT,-1.1257301735,0.0602664197514374,0,Q06203;D6RCC8;D6RE15,Q06203,14;5;1,14;5;1,14;5;1,Amidophosphoribosyltransferase,PPAT,sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1,14,14,33.7,517,-1.12573017349975,0.0602664197514374
GFPT1,-2.0607943102,0.0030263087298062,1,Q06210;O94808;E5RJP4,Q06210,15;3;1,15;3;1,15;3;1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1,sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3,15,15,26.2,699,-2.0607943101814,0.0030263087298062
PSME1,-1.9748911043,0.0104161154644888,1,Q06323;H0YKK6;H0YLU2,Q06323,10;4;3,10;4;3,10;4;3,Proteasome activator complex subunit 1,PSME1,sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,10,10,35.3,249,-1.97489110432405,0.0104161154644888
PRDX1,-2.2315427309,0.002144987957336,1,Q06830;A0A0A0MSI0;A0A0A0MRQ5,Q06830;A0A0A0MSI0,26;24;9,26;24;9,23;21;6,Peroxiredoxin-1,PRDX1,sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1;tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,26,23,80.9,199,-2.23154273086405,0.002144987957336
CKAP4,-4.3417869411,0.000173922179637089,1,Q07065,Q07065,10,10,10,Cytoskeleton-associated protein 4,CKAP4,sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,10,10,24.6,602,-4.34178694110425,0.000173922179637089
KHDRBS1,-2.5202072256,0.00257141740197034,1,Q07666;Q5VWX1,Q07666,6;1,6;1,6;1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,"sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",6,6,13.3,443,-2.52020722558035,0.00257141740197034
BAX,-1.7061999558,0.00967161016560978,1,Q07812;K4JQN1,Q07812;K4JQN1,2;1,2;1,2;1,Apoptosis regulator BAX,BAX,sp|Q07812|BAX_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1;tr|K4JQN1|K4JQN1_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1,2,2,13.5,192,-1.7061999557993,0.00967161016560978
ARHGAP1,-0.4894487366,0.658580483401665,0,Q07960;H0YE29;E9PNR6,Q07960;H0YE29,5;3;1,5;3;1,5;3;1,Rho GTPase-activating protein 1,ARHGAP1,sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1;tr|H0YE29|H0YE29_HUMAN Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,5,5,14.4,439,-0.489448736634295,0.658580483401665
