RFWD2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,0.1669099104,0.708062770551997,0,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12;N0E644;A0A0G2JM58,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12,5;5;4;4;4;1;1,5;5;4;4;4;1;1,5;5;4;4;4;1;1,Casein kinase II subunit beta,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,sp|P67870|CSK2B_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1;tr|Q5SRQ6|Q5SRQ6_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=2;tr|Q5SRQ3|Q5SRQ3_HUMAN Casein kinase II subunit beta OS=Homo sa,5,5,30.7,215;234;228;304;304;161;161
ACTC1;ACTA1,0.0407098792,0.838653228161558,0,P68032;P68133;A6NL76,P68032;P68133;A6NL76,31;30;24,5;5;5,2;2;2,"Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle",ACTC1;ACTA1,"sp|P68032|ACTC_HUMAN Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1;sp|P68133|ACTS_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1;tr|A6NL76|A6NL76_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens O",31,2,42.7,377;377;254
EEF1A1;EEF1A1P5,-0.0800025048,0.56073825542823,0,P68104;Q5VTE0;A0A087WVQ9;A0A087WV01;Q5JR01;A6PW80,P68104;Q5VTE0;A0A087WVQ9;A0A087WV01,32;31;29;22;10;9,32;31;29;22;10;9,16;16;16;11;4;4,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;tr|A0A087WVQ9|A0A087WVQ9_HUMAN Elongation factor 1-a,32,16,70.6,462;462;441;426;145;106
TUBA1B;TUBA4A,-0.0098921361,0.934384609667485,0,P68363;P68366;C9JDS9,P68363;P68366,41;26;9,41;26;9,4;4;0,Tubulin alpha-1B chain;Tubulin alpha-4A chain,TUBA1B;TUBA4A,sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,41,4,72.5,451;448;156
TUBB4B,-0.0309569694,0.796575221339233,0,P68371,P68371,39,39,2,Tubulin beta-4B chain,TUBB4B,sp|P68371|TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,39,2,70.6,445
EIF4G2,0.2562933237,0.438711809473015,0,P78344;D3DQV9;H0Y3P2;E9PKF8;H0YCH5;H0YE22;H0YD77,P78344;D3DQV9;H0Y3P2,13;12;11;5;5;2;2,13;12;11;5;5;2;2,13;12;11;5;5;2;2,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,sp|P78344|IF4G2_HUMAN Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1;tr|D3DQV9|D3DQV9_HUMAN Eukaryotic translation initiation factor 4 gamma 2 (Fragment) OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1;tr|H0Y3P2|,13,13,18,907;907;869;185;444;234;282
CCT2,-0.0149668024,0.913039894701083,0,P78371;F5GWF6;F8VQ14,P78371;F5GWF6;F8VQ14,45;41;38,45;41;38,45;41;38,T-complex protein 1 subunit beta,CCT2,sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4;tr|F5GWF6|F5GWF6_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=2;tr|F8VQ14|F8VQ14_HUMAN T-complex protein 1 subunit beta OS=Hom,45,45,83.9,535;530;416
PRKDC,-0.0377462168,0.820997495762687,0,P78527;F5GX40,P78527,111;3,111;3,111;3,DNA-dependent protein kinase catalytic subunit,PRKDC,sp|P78527|PRKDC_HUMAN DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3,111,111,30.5,4128;70
MRPS5,-0.0207212866,0.909042544965312,0,P82675,P82675,3,3,3,"28S ribosomal protein S5, mitochondrial",MRPS5,"sp|P82675|RT05_HUMAN 28S ribosomal protein S5, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS5 PE=1 SV=2",3,3,8.8,430
MRPS9,-0.0662137095,0.627434600423993,0,P82933,P82933,11,11,11,"28S ribosomal protein S9, mitochondrial",MRPS9,"sp|P82933|RT09_HUMAN 28S ribosomal protein S9, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS9 PE=1 SV=2",11,11,40.9,396
HMGN5,-0.1402024369,0.708429524684911,0,P82970;Q5JSK7;Q5JSK8;Q5JSL0;Q5JSK6,P82970;Q5JSK7;Q5JSK8;Q5JSL0;Q5JSK6,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,High mobility group nucleosome-binding domain-containing protein 5,HMGN5,sp|P82970|HMGN5_HUMAN High mobility group nucleosome-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=HMGN5 PE=1 SV=1;tr|Q5JSK7|Q5JSK7_HUMAN High mobility group nucleosome-binding domain-containing protein 5 (Fragment) OS=Homo sapiens OX=9606,1,1,5.3,282;89;102;148;161
SARNP,-0.1224466322,0.412122798291284,0,P82979;F8VZQ9;H0YHG0;F8VS12,P82979;F8VZQ9;H0YHG0,13;11;11;4,13;11;11;4,13;11;11;4,SAP domain-containing ribonucleoprotein,SARNP,sp|P82979|SARNP_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=3;tr|F8VZQ9|F8VZQ9_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=1;tr|H0YHG0|H0YHG0_HUMAN Uncharacterized protei,13,13,51.9,210;213;523;52
LACTB,0.0494904166,0.708159611355558,0,P83111;H0YNN5,P83111,9;2,9;2,9;2,"Serine beta-lactamase-like protein LACTB, mitochondrial",LACTB,"sp|P83111|LACTB_HUMAN Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=2",9,9,18.8,547;126
RPL24,0.07070359,0.592107798702549,0,P83731;C9JXB8;C9JNW5,P83731;C9JXB8;C9JNW5,10;9;9,10;9;9,10;9;9,60S ribosomal protein L24,RPL24,sp|P83731|RL24_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JXB8|C9JXB8_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JNW5|C9JNW5_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 G,10,10,42.7,157;121;150
ARF1;ARF3,-0.1473394797,0.397184072983854,0,P84077;P61204;F5H423;F5H0C7;P84085;H0YGG7;C9J1Z8;F5H1V1;F5H6T5;F8WDB3,P84077;P61204;F5H423,8;7;5;3;2;2;2;1;1;1,8;7;5;3;2;2;2;1;1;1,6;5;3;1;0;2;0;0;0;0,ADP-ribosylation factor 1;ADP-ribosylation factor 3,ARF1;ARF3,sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2;tr|F5H423|F5H423_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV,8,6,71.8,181;181;210;102;180;62;150;40;50;59
ERH,-0.0405241172,0.838263598764478,0,P84090;G3V279,P84090;G3V279,7;4,7;4,7;4,Enhancer of rudimentary homolog,ERH,sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1;tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,7,7,55.8,104;71
RHOG,-0.3023810457,0.0534480666123268,0,P84095,P84095,6,5,5,Rho-related GTP-binding protein RhoG,RHOG,sp|P84095|RHOG_HUMAN Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1,6,5,49.2,191
RBM10,-0.7281918097,0.0330824928107012,0,P98175;P78332;E9PGM9,P98175,4;1;1,4;1;1,4;1;1,RNA-binding protein 10,RBM10,sp|P98175|RBM10_HUMAN RNA-binding protein 10 OS=Homo sapiens OX=9606 GN=RBM10 PE=1 SV=3,4,4,5.1,930;1123;991
RBM3,0.0864175991,0.627167373537595,0,P98179,P98179,6,6,6,RNA-binding protein 3,RBM3,sp|P98179|RBM3_HUMAN RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1,6,6,40.8,157
TFAM,-0.4543859145,0.123704683159767,0,Q00059;H7BYN3,Q00059;H7BYN3,5;3,5;3,5;3,"Transcription factor A, mitochondrial",TFAM,"sp|Q00059|TFAM_HUMAN Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1;tr|H7BYN3|H7BYN3_HUMAN Transcription factor A, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1",5,5,19.1,246;219
CLTC,-0.1385746425,0.281211589645885,0,Q00610;A0A087WVQ6;J3KS13;P53675;A0A087WX41;K7EJJ5;J3KSQ2;J3KRF5;J3QL20;F5H5N6;A0A087WV74;A0A087WXH4,Q00610;A0A087WVQ6,82;81;29;16;15;9;6;5;3;1;1;1,82;81;29;16;15;9;6;5;3;1;1;1,82;81;29;16;15;9;6;5;3;1;1;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,82,82,47.6,1675;1679;612;1640;1260;222;122;131;97;169;369;463
FKBP3,0.0959280525,0.506076499814225,0,Q00688;G3V5F2,Q00688,10;1,10;1,10;1,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,sp|Q00688|FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,10,10,45.1,224;65
HNRNPU,-0.051518333,0.698789728136143,0,Q00839;A0A1W2PPS1;A0A1W2PP35;A0A1X7SBS1;Q5RI18;A0A1W2PPH7;A0A1W2PQL0;A0A1W2PP34;A0A1W2PPL4;A0A1W2PQ74;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PPE9;A0A1W2PRI6;A0A1W2PP22;A0A1W2PNG3,Q00839;A0A1W2PPS1;A0A1W2PP35;A0A1X7SBS1;Q5RI18;A0A1W2PPH7;A0A1W2PQL0;A0A1W2PP34;A0A1W2PPL4;A0A1W2PQ74;A0A1W2PRZ7;A0A1W2PQD4,49;48;46;46;43;40;39;39;39;38;36;28;6;5;3;2,49;48;46;46;43;40;39;39;39;38;36;28;6;5;3;2,49;48;46;46;43;40;39;39;39;38;36;28;6;5;3;2,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6;tr|A0A1W2PPS1|A0A1W2PPS1_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=1;tr|A0A1W2PP35|A0A1W2PP35_HUMAN ,49,49,46.9,825;804;728;744;602;549;527;546;547;372;302;327;48;128;181;70
SPTBN1,-0.2651432336,0.176946998649756,0,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,55;53;14,55;53;14,53;51;12,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,"sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",55,53,28.8,2364;2366;690
FABP5,-0.1058181292,0.578297255044258,0,Q01469;I6L8B7;A8MUU1,Q01469;I6L8B7,15;8;3,15;8;3,15;8;3,"Fatty acid-binding protein, epidermal",FABP5,sp|Q01469|FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3;tr|I6L8B7|I6L8B7_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=1,15,15,94.8,135;101;101
CAP1,-0.2621736204,0.0906022438021414,0,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9;Q5T0R8;Q5T0S3;P40123;B7Z385;A0A087X0J3;A0A087WZ15;E9PDI2,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9,19;10;10;10;10;10;10;10;10;4;4;1;1;1;1;1,19;10;10;10;10;10;10;10;10;4;4;1;1;1;1;1,19;10;10;10;10;10;10;10;10;4;4;1;1;1;1;1,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,CAP1,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5;tr|Q5T0R7|Q5T0R7_HUMAN Adenylyl cyclase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=1;tr|Q5T0R6|Q5T0R6_HUMAN Adenylyl cyclase-a,19,19,44.4,475;174;176;179;201;203;208;215;262;58;145;477;365;394;394;451
HMGCS1,-0.4789678002,0.285853905679704,0,Q01581;D6RIW1,Q01581,17;4,17;4,17;4,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMGCS1,"sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2",17,17,54.6,520;95
PLCB3,-0.0676314473,0.610680753149825,0,Q01970,Q01970,3,3,3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3,"sp|Q01970|PLCB3_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 OS=Homo sapiens OX=9606 GN=PLCB3 PE=1 SV=2",3,3,3.1,1234
ALDH6A1,0.5269775425,0.148636326063762,0,Q02252;G3V4Z4,Q02252;G3V4Z4,6;3,6;3,6;3,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,"sp|Q02252|MMSA_HUMAN Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2;tr|G3V4Z4|G3V4Z4_HUMAN Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=AL",6,6,20.4,535;252
FKBP4,-0.122391948,0.414980243068671,0,Q02790;H0YFG2;F5H1U3,Q02790,26;7;5,26;7;5,26;7;5,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,26,26,54.2,459;84;86
PLOD1,-0.2165862643,0.475662692862098,0,Q02809;Q5JXB8;Q5JXB7,Q02809,12;1;1,12;1;1,12;1;1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,"sp|Q02809|PLOD1_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2",12,12,19.4,727;225;283
RPL6,0.2129356468,0.159526368782127,0,Q02878;F8VZ45;U3KQR5;F8VR69;F8VZA3;F8VWR1;F8VU16,Q02878,20;8;8;4;4;4;4,20;8;8;4;4;4;4,20;8;8;4;4;4;4,60S ribosomal protein L6,RPL6,sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,20,20,56.2,288;159;160;63;105;118;120
LMNB2,0.0115206254,0.954671198157835,0,Q03252,Q03252,24,20,20,Lamin-B2,LMNB2,sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,24,20,42.1,620
GLO1,1.2269128789,0.130081498675884,0,Q04760,Q04760,8,8,8,Lactoylglutathione lyase,GLO1,sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,8,8,40.8,184
SSBP1,-0.2083572586,0.36494869772876,0,Q04837;A0A0G2JLD8;E7EUY5;C9K0U8,Q04837;A0A0G2JLD8;E7EUY5;C9K0U8,9;8;8;6,9;8;8;6,9;8;8;6,"Single-stranded DNA-binding protein, mitochondrial",SSBP1,"sp|Q04837|SSBP_HUMAN Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1;tr|A0A0G2JLD8|A0A0G2JLD8_HUMAN Single-stranded DNA-binding protein, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1;tr|E7",9,9,62.2,148;134;135;121
CSTF1,-0.2595441763,0.195627830542452,0,Q05048;A0A0A0MSZ9;A3KFI9,Q05048;A0A0A0MSZ9,10;7;1,10;7;1,10;7;1,Cleavage stimulation factor subunit 1,CSTF1,sp|Q05048|CSTF1_HUMAN Cleavage stimulation factor subunit 1 OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1;tr|A0A0A0MSZ9|A0A0A0MSZ9_HUMAN Cleavage stimulation factor subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1,10,10,30.2,431;345;142
SRSF11,-0.0692245493,0.685539603480436,0,Q05519;Q5T760;B4DWT1;S4R3C4;Q5T757,Q05519;Q5T760;B4DWT1,4;4;2;1;1,4;4;2;1;1,4;4;2;1;1,Serine/arginine-rich splicing factor 11,SRSF11,sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|B4DWT1|B4DWT1_HUMAN Serine/ar,4,4,12.4,484;389;128;80;424
GFPT1,2.1762177151,0.215354602576583,0,Q06210;O94808;E5RJP4,Q06210,12;3;1,12;3;1,12;3;1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1,sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3,12,12,24.6,699;682;216
PSME1,-0.3889402612,0.0781698000426669,0,Q06323;H0YKK6;H0YLU2,Q06323;H0YKK6,6;4;1,6;4;1,6;4;1,Proteasome activator complex subunit 1,PSME1,sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1;tr|H0YKK6|H0YKK6_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,6,6,22.5,249;90;114
RING1;RNF2,-0.0695852513,0.671389713130277,0,Q06587;Q99496;X6RFN3,Q06587;Q99496;X6RFN3,4;2;2,4;2;2,4;2;2,E3 ubiquitin-protein ligase RING1;E3 ubiquitin-protein ligase RING2,RING1;RNF2,sp|Q06587|RING1_HUMAN E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1 PE=1 SV=2;sp|Q99496|RING2_HUMAN E3 ubiquitin-protein ligase RING2 OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=1;tr|X6RFN3|X6RFN3_HUMAN E3 ubiquitin-protein ligase RING2 (F,4,4,14,406;336;245
PRDX1,0.0837865758,0.509147872838798,0,Q06830;A0A0A0MSI0;A0A0A0MRQ5,Q06830;A0A0A0MSI0,25;24;8,25;24;8,22;21;5,Peroxiredoxin-1,PRDX1,sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1;tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,25,22,76.4,199;171;97
CKAP4,-0.0985664911,0.509823743946058,0,Q07065,Q07065,18,18,18,Cytoskeleton-associated protein 4,CKAP4,sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,18,18,42,602
KHDRBS1,0.0907785605,0.499690808300955,0,Q07666;Q5VWX1,Q07666,8;1,8;1,8;1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,"sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",8,8,24.2,443;349
ARHGAP1,-0.1454303726,0.645658562467273,0,Q07960,Q07960,5,5,2,Rho GTPase-activating protein 1,ARHGAP1,sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,5,2,13.4,439
DHX9,-0.0124234689,0.922993652206353,0,Q08211,Q08211,50,50,50,ATP-dependent RNA helicase A,DHX9,sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,50,50,42.7,1270
LGALS3BP,1.0077905515,0.0228408880907439,1,Q08380;K7EJY8;K7ESM3;K7EKQ5;K7EP36,Q08380,5;1;1;1;1,5;1;1;1;1,5;1;1;1;1,Galectin-3-binding protein,LGALS3BP,sp|Q08380|LG3BP_HUMAN Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1,5,5,12.5,585;144;209;210;259
SSRP1,-0.3195463388,0.062355590448505,0,Q08945;E9PMD4;A0A0U1RRK2,Q08945,21;5;4,21;5;4,21;5;4,FACT complex subunit SSRP1,SSRP1,sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,21,21,34,709;173;225
NSUN2,0.5670990111,0.113713134676665,0,Q08J23;A0A140T9Y7,Q08J23,15;1,15;1,15;1,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2,15,15,25.8,767;202
RBBP4,-0.3062418143,0.0766322357050761,0,Q09028;H0YF10;H0YCT5;H0YDK2;H0YEU5;E9PNS2;E9PIC4;E9PNS6,Q09028;H0YF10,15;8;7;7;6;2;2;2,15;8;7;7;6;2;2;2,9;3;3;3;3;1;1;1,Histone-binding protein RBBP4,RBBP4,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;tr|H0YF10|H0YF10_HUMAN Histone-binding protein RBBP4 (Fragment) OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=1,15,9,50.6,425;207;180;262;167;62;87;104
AHNAK,0.0957525614,0.802257032899546,0,Q09666;E9PQE3;E9PJZ0;E9PKR9;E9PJC6;E9PLK4,Q09666,196;3;3;3;3;3,196;3;3;3;3;3,196;3;3;3;3;3,Neuroblast differentiation-associated protein AHNAK,AHNAK,sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,196,196,54.8,5890;85;121;123;131;144
AP1B1,-0.069100069,0.581930815805106,0,Q10567;C9J1E7;K7EJX1;K7EN71;K7ERB2,Q10567,9;4;1;1;1,5;1;0;0;0,5;1;0;0;0,AP-1 complex subunit beta-1,AP1B1,sp|Q10567|AP1B1_HUMAN AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2,9,5,9.3,949;578;80;132;151
PMPCA,-0.2488546057,0.117213708711916,0,Q10713;Q5SXN9,Q10713,16;5,16;5,16;5,Mitochondrial-processing peptidase subunit alpha,PMPCA,sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2,16,16,39,525;271
TWF1,-0.1986189188,0.320214763863539,0,Q12792;F8VS81;F8VRG3,Q12792;F8VS81,5;3;1,5;3;1,4;2;1,Twinfilin-1,TWF1,sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3;tr|F8VS81|F8VS81_HUMAN Twinfilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=1,5,4,16.6,350;291;59
SF3A3,0.0065849177,0.961404644199605,0,Q12874,Q12874,12,12,12,Splicing factor 3A subunit 3,SF3A3,sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1,12,12,29.3,501
ILF2,0.0357779119,0.768829533246504,0,Q12905;B4DY09;X6R6Z1;A0A0A0MRL0,Q12905;B4DY09;X6R6Z1;A0A0A0MRL0,11;10;6;6,11;10;6;6,11;10;6;6,Interleukin enhancer-binding factor 2,ILF2,sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2;tr|B4DY09|B4DY09_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=1;tr|X6R6Z1|X6R6Z1_HUMAN Interleukin enhancer-binding ,11,11,46.2,390;352;115;150
