DET1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
LACTB,0.1480022215,0.304032441799386,0,P83111;H0YNN5,P83111,5;2,5;2,5;2,"Serine beta-lactamase-like protein LACTB, mitochondrial",LACTB,"sp|P83111|LACTB_HUMAN Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=2",5,5,10.1,547
RPL24,-0.0256530421,0.857090117609636,0,P83731;C9JXB8;C9JNW5,P83731;C9JXB8;C9JNW5,11;10;10,11;10;10,11;10;10,60S ribosomal protein L24,RPL24,sp|P83731|RL24_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JXB8|C9JXB8_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JNW5|C9JNW5_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 G,11,11,47.1,157
ARF1;ARF3,-0.0310963153,0.89744745433235,0,P84077;P61204;F5H423;F5H0C7;P84085;C9J1Z8;F5H1V1;F5H6T5;H0YGG7,P84077;P61204;F5H423,7;6;5;3;2;2;1;1;1,7;6;5;3;2;2;1;1;1,5;4;3;1;0;0;0;0;1,ADP-ribosylation factor 1;ADP-ribosylation factor 3,ARF1;ARF3,sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2;tr|F5H423|F5H423_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV,7,5,68.5,181
ERH,0.0209638301,0.897613907333886,0,P84090;G3V279,P84090;G3V279,7;4,7;4,7;4,Enhancer of rudimentary homolog,ERH,sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1;tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,7,7,62.5,104
RHOG,0.6433550923,0.132104195554958,0,P84095,P84095,5,4,4,Rho-related GTP-binding protein RhoG,RHOG,sp|P84095|RHOG_HUMAN Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1,5,4,41.9,191
SRSF3,-0.259239567,0.299674525161155,0,P84103;A0A087X2D0,P84103;A0A087X2D0,6;5,6;5,6;5,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,6,6,45.1,164
RBM10;RBM6,-0.1822213402,0.544167028537643,0,P98175;P78332;E9PGM9,P98175;P78332;E9PGM9,2;1;1,2;1;1,2;1;1,RNA-binding protein 10;RNA-binding protein 6,RBM10;RBM6,sp|P98175|RBM10_HUMAN RNA-binding protein 10 OS=Homo sapiens OX=9606 GN=RBM10 PE=1 SV=3;sp|P78332|RBM6_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5;tr|E9PGM9|E9PGM9_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 S,2,2,2.4,930
RBM3,0.1872434197,0.421395264600711,0,P98179,P98179,5,5,5,RNA-binding protein 3,RBM3,sp|P98179|RBM3_HUMAN RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1,5,5,36.3,157
TFAM,-0.3972086793,0.190120973338682,0,Q00059;H7BYN3,Q00059;H7BYN3,5;3,5;3,5;3,"Transcription factor A, mitochondrial",TFAM,"sp|Q00059|TFAM_HUMAN Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1;tr|H7BYN3|H7BYN3_HUMAN Transcription factor A, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1",5,5,17.9,246
SLC25A3,0.1446620772,0.286828275144299,0,Q00325,Q00325,11,11,1,"Phosphate carrier protein, mitochondrial",SLC25A3,"sp|Q00325|MPCP_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2",11,1,24,362
CLTC,-0.1194086088,0.410552876013367,0,Q00610;A0A087WVQ6;J3KS13;P53675;A0A087WX41;K7EJJ5;J3KSQ2;J3KRF5;J3QL20;F5H5N6;A0A087WV74;A0A087WXH4,Q00610;A0A087WVQ6,88;87;30;17;16;8;6;4;3;1;1;1,88;87;30;17;16;8;6;4;3;1;1;1,88;87;30;17;16;8;6;4;3;1;1;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,88,88,48.7,1675
FKBP3,-0.0936135981,0.581788125228199,0,Q00688;G3V5F2,Q00688,14;3,14;3,14;3,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,sp|Q00688|FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,14,14,50.9,224
HNRNPU,-0.144585258,0.275726837483396,0,Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQL0;A0A1W2PP34;A0A1W2PQ74;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PPE9;A0A1W2PRI6;A0A1W2PP22;A0A1W2PNG3,Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQL0;A0A1W2PP34;A0A1W2PQ74;A0A1W2PRZ7;A0A1W2PQD4,51;50;48;45;42;39;39;38;38;37;35;27;6;5;3;2,51;50;48;45;42;39;39;38;38;37;35;27;6;5;3;2,51;50;48;45;42;39;39;38;38;37;35;27;6;5;3;2,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6;tr|A0A1W2PPS1|A0A1W2PPS1_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=1;tr|A0A1X7SBS1|A0A1X7SBS1_HUMAN ,51,51,47.6,825
FABP5,0.5773347805,0.119590735731627,0,Q01469;I6L8B7;A8MUU1,Q01469;I6L8B7,11;7;3,11;7;3,11;7;3,"Fatty acid-binding protein, epidermal",FABP5,sp|Q01469|FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3;tr|I6L8B7|I6L8B7_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=1,11,11,90.4,135
CAP1,0.0399709637,0.863531519796026,0,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9;Q5T0R8;Q5T0S3;B7Z385;E9PDI2,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9,19;11;11;11;11;11;11;11;10;5;5;1;1,19;11;11;11;11;11;11;11;10;5;5;1;1,18;11;11;11;11;11;11;11;10;5;5;0;0,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,CAP1,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5;tr|Q5T0R7|Q5T0R7_HUMAN Adenylyl cyclase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=1;tr|Q5T0R6|Q5T0R6_HUMAN Adenylyl cyclase-a,19,18,42.1,475
RPL18A,0.2268545075,0.183034865202,0,Q02543;M0R117;M0R1A7;M0R3D6;M0R0P7,Q02543;M0R117;M0R1A7;M0R3D6;M0R0P7,21;20;19;18;13,21;20;19;18;13,21;20;19;18;13,60S ribosomal protein L18a,RPL18A,sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2;tr|M0R117|M0R117_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=1;tr|M0R1A7|M0R1A7_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=,21,21,73.3,176
FKBP4,0.2390308485,0.140272544234533,0,Q02790;H0YFG2;F5H1U3,Q02790,26;9;4,26;9;4,26;9;4,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,26,26,55.8,459
RPL6,-0.0112621546,0.929879601703371,0,Q02878;F8VZ45;U3KQR5;F8VR69;F8VZA3;F8VWR1;F8VU16,Q02878,20;5;5;3;2;2;2,20;5;5;3;2;2;2,20;5;5;3;2;2;2,60S ribosomal protein L6,RPL6,sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,20,20,53.1,288
LMNB2,-0.0375274422,0.854698448390385,0,Q03252,Q03252,26,20,20,Lamin-B2,LMNB2,sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,26,20,40.3,620
GLO1,0.4529894842,0.37849563430004,0,Q04760,Q04760,6,6,6,Lactoylglutathione lyase,GLO1,sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,6,6,25.5,184
YWHAH,0.2074629253,0.19856924141214,0,Q04917;F8WEB6;A2IDB1,Q04917,9;2;2,4;2;2,4;2;2,14-3-3 protein eta,YWHAH,sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,9,4,30.5,246
CSTF1,-0.5612391292,0.0812868012048107,0,Q05048;A0A0A0MSZ9,Q05048,5;2,5;2,5;2,Cleavage stimulation factor subunit 1,CSTF1,sp|Q05048|CSTF1_HUMAN Cleavage stimulation factor subunit 1 OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1,5,5,16.2,431
SRSF11,0.0374061908,0.836321276778198,0,Q05519;Q5T760;B4DWT1;S4R3C4;Q5T757,Q05519;Q5T760;B4DWT1,4;4;2;1;1,4;4;2;1;1,4;4;2;1;1,Serine/arginine-rich splicing factor 11,SRSF11,sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|B4DWT1|B4DWT1_HUMAN Serine/ar,4,4,12.4,484
GFPT1,0.0959112695,0.688492872994061,0,Q06210;O94808;E5RJP4,Q06210,10;3;1,10;3;1,10;3;1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1,sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3,10,10,18.5,699
PSME1,-0.4151648627,0.0432443686073475,0,Q06323;H0YKK6;H0YLU2,Q06323;H0YKK6;H0YLU2,8;4;4,8;4;4,8;4;4,Proteasome activator complex subunit 1,PSME1,sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1;tr|H0YKK6|H0YKK6_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1;tr|H0YLU2|H0YLU2_HUMAN Proteasome activator com,8,8,34.9,249
RING1;RNF2,-0.4707711409,0.0631895326017512,0,Q06587;Q99496;X6RFN3,Q06587;Q99496;X6RFN3,1;1;1,1;1;1,1;1;1,E3 ubiquitin-protein ligase RING1;E3 ubiquitin-protein ligase RING2,RING1;RNF2,sp|Q06587|RING1_HUMAN E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1 PE=1 SV=2;sp|Q99496|RING2_HUMAN E3 ubiquitin-protein ligase RING2 OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=1;tr|X6RFN3|X6RFN3_HUMAN E3 ubiquitin-protein ligase RING2 (F,1,1,3.4,406
CKAP4,-0.0707722734,0.701208510443352,0,Q07065,Q07065,15,15,15,Cytoskeleton-associated protein 4,CKAP4,sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,15,15,34.6,602
KHDRBS1,0.050753717,0.803130594453077,0,Q07666;Q5VWX1,Q07666,8;1,8;1,8;1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,"sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",8,8,16,443
BAX,0.3171074584,0.261415569530473,0,Q07812;K4JQN1,Q07812;K4JQN1,2;1,2;1,2;1,Apoptosis regulator BAX,BAX,sp|Q07812|BAX_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1;tr|K4JQN1|K4JQN1_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1,2,2,13.5,192
PPP3CA;PPP3CB,0.3025380036,0.135481308369305,0,Q08209;E9PPC8;E9PK68;E7ETC2;Q5F2F8;P48454;H0YC26,Q08209;E9PPC8;E9PK68;E7ETC2;Q5F2F8,4;3;3;2;2;1;1,4;3;3;2;2;1;1,2;2;2;0;0;0;0,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase,PPP3CA;PPP3CB,sp|Q08209|PP2BA_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1;tr|E9PPC8|E9PPC8_HUMAN Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1;tr|,4,2,7.5,521
DHX9,-0.2092211541,0.16321986015873,0,Q08211,Q08211,50,50,50,ATP-dependent RNA helicase A,DHX9,sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,50,50,38.2,1270
LGALS3BP,0.1685681023,0.546374532581057,0,Q08380,Q08380,3,3,3,Galectin-3-binding protein,LGALS3BP,sp|Q08380|LG3BP_HUMAN Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1,3,3,6.7,585
SSRP1,-0.4401351499,0.0447190221355986,0,Q08945;E9PMD4;A0A0U1RRK2,Q08945,16;4;1,16;4;1,16;4;1,FACT complex subunit SSRP1,SSRP1,sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,16,16,27.5,709
RBBP4,-0.3328213167,0.0637044876774124,0,Q09028;H0YCT5;H0YF10;H0YDK2;H0YEU5;E9PNS2;E9PIC4;E9PNS6,Q09028;H0YCT5;H0YF10;H0YDK2;H0YEU5,10;6;6;6;5;2;2;2,10;6;6;6;5;2;2;2,5;2;2;2;2;1;1;1,Histone-binding protein RBBP4,RBBP4,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;tr|H0YCT5|H0YCT5_HUMAN Histone-binding protein RBBP4 (Fragment) OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=1;tr|H0YF10|H0YF10_HUMAN Histone-binding protein RBBP4 (,10,5,34.8,425
AHNAK,-0.0358065528,0.924231679143063,0,Q09666;E9PLK4;E9PJZ0;E9PKR9;E9PJC6;E9PQE3,Q09666,154;4;3;3;3;2,154;4;3;3;3;2,154;4;3;3;3;2,Neuroblast differentiation-associated protein AHNAK,AHNAK,sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,154,154,49.5,5890
CPSF1,-0.3239068585,0.548799425688666,0,Q10570,Q10570,6,6,6,Cleavage and polyadenylation specificity factor subunit 1,CPSF1,sp|Q10570|CPSF1_HUMAN Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens OX=9606 GN=CPSF1 PE=1 SV=2,6,6,4.2,1443
PMPCA,0.1164426796,0.668996356181138,0,Q10713;Q5SXN9,Q10713,11;2,11;2,11;2,Mitochondrial-processing peptidase subunit alpha,PMPCA,sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2,11,11,25.1,525
SF3A3,-0.1372941767,0.337945032112279,0,Q12874,Q12874,10,10,10,Splicing factor 3A subunit 3,SF3A3,sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1,10,10,18.2,501
ILF2,-0.0395237855,0.764861095303474,0,Q12905;B4DY09;X6R6Z1;A0A0A0MRL0,Q12905;B4DY09,10;9;4;4,10;9;4;4,10;9;4;4,Interleukin enhancer-binding factor 2,ILF2,sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2;tr|B4DY09|B4DY09_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=1,10,10,37.4,390
ILF3,0.1281552705,0.401977931068237,0,Q12906;K7EKJ9;K7EQR9;K7EJ09;K7ER69;K7ERM6;K7ENK6;K7EM82;K7ELV3;K7EKY0,Q12906,23;8;7;3;3;2;2;2;2;1,23;8;7;3;3;2;2;2;2;1,22;8;7;3;3;2;2;2;2;1,Interleukin enhancer-binding factor 3,ILF3,sp|Q12906|ILF3_HUMAN Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,23,22,31.5,894
TRAP1,0.2818337027,0.0886396878147888,0,Q12931;I3L0K7;I3L239;I3L2D5;I3L253,Q12931;I3L0K7,21;16;8;2;1,21;16;8;2;1,21;16;8;2;1,"Heat shock protein 75 kDa, mitochondrial",TRAP1,"sp|Q12931|TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3;tr|I3L0K7|I3L0K7_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=1",21,21,36.2,704
FLII,-0.0237092246,0.873366479565399,0,Q13045;J3KS54;J3KS39;J3QQQ2,Q13045,5;2;1;1,5;2;1;1,5;2;1;1,Protein flightless-1 homolog,FLII,sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2,5,5,4.3,1269
IK,0.1631318603,0.295843837120241,0,Q13123;E7EQZ7;D6REL4,Q13123;E7EQZ7,3;2;1,3;2;1,3;2;1,Protein Red,IK,sp|Q13123|RED_HUMAN Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3;tr|E7EQZ7|E7EQZ7_HUMAN Protein Red (Fragment) OS=Homo sapiens OX=9606 GN=IK PE=1 SV=1,3,3,5.7,557
HNRNPA0,-0.2350028036,0.245643509364853,0,Q13151,Q13151,11,11,11,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,11,11,36.7,305
AIMP2,0.0672349124,0.627328844519618,0,Q13155;A8MU58;F8WCL2,Q13155;A8MU58,5;3;1,5;3;1,5;3;1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,sp|Q13155|AIMP2_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2;tr|A8MU58|A8MU58_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=A,5,5,24.7,320
PRDX4,-1.0096319007,0.269882799867317,0,Q13162;H7C3T4;A6NG45;A6NJJ0,Q13162;H7C3T4,7;5;2;1,5;3;2;1,5;3;2;1,Peroxiredoxin-4,PRDX4,sp|Q13162|PRDX4_HUMAN Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1;tr|H7C3T4|H7C3T4_HUMAN Peroxiredoxin-4 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,7,5,35.1,271
CBX3,-0.4872133556,0.021176563779749,0,Q13185;B8ZZ43;C9JMM0;S4R2Y4,Q13185,8;2;2;2,8;2;2;2,6;2;2;2,Chromobox protein homolog 3,CBX3,sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,8,6,42.1,183
PSMD2,-0.3139139497,0.243639027188406,0,Q13200;H7C1H2;C9JPC0;H7C2Q3,Q13200,16;5;3;2,16;5;3;2,16;5;3;2,26S proteasome non-ATPase regulatory subunit 2,PSMD2,sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3,16,16,23.1,908
SRSF9,0.0027969224,0.987814817765534,0,Q13242;S4R3G0;H0YIB4,Q13242;S4R3G0;H0YIB4,5;5;4,4;4;4,4;4;4,Serine/arginine-rich splicing factor 9,SRSF9,sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1;tr|S4R3G0|S4R3G0_HUMAN Serine/arginine-rich-splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1;tr|H0YIB4|H0YIB4_HUMAN Serine/arginine-rich-spl,5,4,19,221
SRSF5,-0.0391622111,0.834413942221338,0,Q13243;B4DJK0;B4DUA4;G3V5K8,Q13243;B4DJK0;B4DUA4,4;2;2;1,3;1;1;1,3;1;1;1,Serine/arginine-rich splicing factor 5,SRSF5,sp|Q13243|SRSF5_HUMAN Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1;tr|B4DJK0|B4DJK0_HUMAN Serine/arginine-rich-splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1;tr|B4DUA4|B4DUA4_HUMAN Serine/arginine-rich-spl,4,3,15.1,272
TRIM28,0.4622937711,0.0194041671330595,0,Q13263;M0R0K9;M0R3C0;M0R2I3,Q13263;M0R0K9,20;10;3;2,20;10;3;2,20;10;3;2,Transcription intermediary factor 1-beta,TRIM28,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5;tr|M0R0K9|M0R0K9_HUMAN Transcription intermediary factor 1-beta (Fragment) OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=1,20,20,31.1,835
DHRS2,-0.7066620153,0.011068648870858,0,Q13268;C9JZP6;H0YJG9;H0YJP4,Q13268;C9JZP6;H0YJG9,30;22;19;12,30;22;19;12,30;22;19;12,"Dehydrogenase/reductase SDR family member 2, mitochondrial",DHRS2,"sp|Q13268|DHRS2_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 SV=4;tr|C9JZP6|C9JZP6_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 S",30,30,88.9,280
G3BP1,0.0254283605,0.847998647754128,0,Q13283;E5RIZ6;E5RI46;E5RIF8;E5RH42;E5RJU8;E5RH00;D6R9X5;D6R9A4,Q13283;E5RIZ6,15;8;7;7;7;7;3;2;2,15;8;7;7;7;7;3;2;2,13;6;5;5;5;5;1;0;0,Ras GTPase-activating protein-binding protein 1,G3BP1,sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1;tr|E5RIZ6|E5RIZ6_HUMAN Ras GTPase-activating protein-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,15,13,30,466
EIF3I,0.0377598727,0.784981620386663,0,Q13347;Q5TFK1,Q13347,13;3,13;3,13;3,Eukaryotic translation initiation factor 3 subunit I,EIF3I,sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1,13,13,49.5,325
CTBP1,0.6132592785,0.0595762339241473,0,Q13363;D6RAX2;E7ESU7;E7EPF8;H0Y8W7;E9PGB1;H0Y9M9;H0Y8U5,Q13363;D6RAX2;E7ESU7;E7EPF8;H0Y8W7,6;4;3;3;3;2;2;1,6;4;3;3;3;2;2;1,4;3;2;2;2;2;1;0,C-terminal-binding protein 1,CTBP1,sp|Q13363|CTBP1_HUMAN C-terminal-binding protein 1 OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=2;tr|D6RAX2|D6RAX2_HUMAN C-terminal-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=8;tr|E7ESU7|E7ESU7_HUMAN C-terminal-binding protein 1 (Fra,6,4,17.3,440
UBE2V1;TMEM189-UBE2V1,0.3024594759,0.37757168247211,0,Q13404;G3V2F7;I3L0A0;E5RIF1;D6RG00;A0A0A0MSL3;G3V113;H0YBX6,Q13404;G3V2F7;I3L0A0,4;2;2;1;1;1;1;1,4;2;2;1;1;1;1;1,3;1;1;0;0;1;0;0,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1;TMEM189-UBE2V1,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|G3V2F7|G3V2F7_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=4 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Ho,4,3,30.6,147
