WDTC1_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPS23,0.2329412594,0.164031654230765,0,P62266;D6RD47;D6RDJ2;D6RIX0;D6R9I7,P62266;D6RD47,10;7;2;2;2,10;7;2;2;2,10;7;2;2;2,40S ribosomal protein S23,RPS23,sp|P62266|RS23_HUMAN 40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3;tr|D6RD47|D6RD47_HUMAN 40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=1,10,10,51.7,143
RPS18,0.4231349013,0.00635120480606195,0,P62269;A0A0G2JQH2;Q5GGW2;J3JS69,P62269,20;7;7;5,20;7;7;5,20;7;7;5,40S ribosomal protein S18,RPS18,sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3,20,20,69.1,152
RPS29,0.410248261,0.0161118218982203,0,P62273;A0A087WTT6;A0A2R8Y851;A0A2R8Y6P7,P62273;A0A087WTT6;A0A2R8Y851;A0A2R8Y6P7,4;3;3;2,4;3;3;2,4;3;3;2,40S ribosomal protein S29,RPS29,sp|P62273|RS29_HUMAN 40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=2;tr|A0A087WTT6|A0A087WTT6_HUMAN 40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=1;tr|A0A2R8Y851|A0A2R8Y851_HUMAN 40S ribosomal protein S29 OS=Homo s,4,4,48.2,56
RPS13,0.2641083224,0.0697588727046899,0,P62277;J3KMX5;E9PS50,P62277;J3KMX5,18;15;8,18;15;8,18;15;8,40S ribosomal protein S13,RPS13,sp|P62277|RS13_HUMAN 40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2;tr|J3KMX5|J3KMX5_HUMAN 40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=1,18,18,76.2,151
RPS11,0.3991633556,0.013577085146804,0,P62280;M0QZC5;M0R1H5;M0R1H6,P62280;M0QZC5,22;19;8;3,22;19;8;3,22;19;8;3,40S ribosomal protein S11,RPS11,sp|P62280|RS11_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3;tr|M0QZC5|M0QZC5_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=1,22,22,80.4,158
SNRPE,-0.1859164426,0.100085834501325,0,P62304;A6NHK2,P62304;A6NHK2,4;2,4;2,4;2,Small nuclear ribonucleoprotein E,SNRPE,sp|P62304|RUXE_HUMAN Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1;tr|A6NHK2|A6NHK2_HUMAN Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1,4,4,59.8,92
SNRPF,-0.3719044984,0.150817923453707,0,P62306;A0A0B4J254;F8W0W6,P62306;A0A0B4J254;F8W0W6,4;2;2,4;2;2,4;2;2,Small nuclear ribonucleoprotein F,SNRPF,sp|P62306|RUXF_HUMAN Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1;tr|A0A0B4J254|A0A0B4J254_HUMAN Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1;tr|F8W0W6|F8W0W6_HUMAN Small nuclear ribonucleopro,4,4,58.1,86
LSM3,-0.1933358364,0.110131449003093,0,P62310,P62310,4,4,4,U6 snRNA-associated Sm-like protein LSm3,LSM3,sp|P62310|LSM3_HUMAN U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens OX=9606 GN=LSM3 PE=1 SV=2,4,4,42.2,102
SNRPD1,0.1611101661,0.116960217208314,0,P62314;J3QLI9;J3QLR7,P62314;J3QLI9,4;3;1,4;3;1,4;3;1,Small nuclear ribonucleoprotein Sm D1,SNRPD1,sp|P62314|SMD1_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1;tr|J3QLI9|J3QLI9_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1,4,4,41.2,119
SNRPD2,-0.1329290648,0.281594911358959,0,P62316;K7ERG4;K7EJB5,P62316,7;3;2,7;3;2,7;3;2,Small nuclear ribonucleoprotein Sm D2,SNRPD2,sp|P62316|SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1,7,7,74.6,118
SNRPD3,-0.2126768974,0.0652809673974832,0,P62318;H3BT13,P62318;H3BT13,10;6,10;6,10;6,Small nuclear ribonucleoprotein Sm D3,SNRPD3,sp|P62318|SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1;tr|H3BT13|H3BT13_HUMAN Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1,10,10,61.1,126
TMSB4X,-0.4673846356,0.443960616048013,0,P62328,P62328,2,2,2,Thymosin beta-4;Hematopoietic system regulatory peptide,TMSB4X,sp|P62328|TYB4_HUMAN Thymosin beta-4 OS=Homo sapiens OX=9606 GN=TMSB4X PE=1 SV=2,2,2,31.8,44
PSMC6,0.1132419559,0.30252436725193,0,P62333;A0A087X2I1;H0YJS8;H0YJC0;H0YJX2;H0YJY8;H0YJE9;H0YJT1,P62333;A0A087X2I1;H0YJS8;H0YJC0,18;17;9;9;4;1;1;1,18;17;9;9;4;1;1;1,18;17;9;9;4;1;1;1,26S protease regulatory subunit 10B,PSMC6,sp|P62333|PRS10_HUMAN 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1;tr|A0A087X2I1|A0A087X2I1_HUMAN 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1;tr|H0YJS8|H0YJS8_HUMAN 26S proteasome reg,18,18,50.4,389
RPL7A,0.308249872,0.0265345637078985,0,P62424;Q5T8U2;Q5T8U3,P62424;Q5T8U2,24;15;11,24;15;11,24;15;11,60S ribosomal protein L7a,RPL7A,sp|P62424|RL7A_HUMAN 60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2;tr|Q5T8U2|Q5T8U2_HUMAN 60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=1,24,24,59,266
ETF1,0.2779919578,0.0263811920718063,0,P62495;B7Z7P8;D6RCB3;D6RJE8;I3L492,P62495;B7Z7P8;D6RCB3,6;5;3;2;2,6;5;3;2;2,6;5;3;2;2,Eukaryotic peptide chain release factor subunit 1,ETF1,sp|P62495|ERF1_HUMAN Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=3;tr|B7Z7P8|B7Z7P8_HUMAN Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=1;tr|D6RCB3|D6RCB3_HUMAN Eukar,6,6,17.4,437
RPS4X,0.2939316532,0.0232816859039304,0,P62701;P22090;C9JEH7;Q8TD47,P62701,21;7;7;5,21;7;7;5,21;7;7;5,"40S ribosomal protein S4, X isoform",RPS4X,"sp|P62701|RS4X_HUMAN 40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",21,21,71.9,263
PPP2CA;PPP2CB,-0.4648510958,0.00828460970574122,0,P67775;P62714;H0YC23;E5RHC1;E5RFI3;E5RHP4;E7ESG8;H0YBN9,P67775;P62714;H0YC23,8;8;5;3;2;2;2;1,8;8;5;3;2;2;2;1,7;7;5;2;1;1;1;1,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PPP2CA;PPP2CB,sp|P67775|PP2AA_HUMAN Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP2CA PE=1 SV=1;sp|P62714|PP2AB_HUMAN Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens OX=9606 G,8,7,37.9,309
RPS6,0.1572855654,0.253872998025909,0,P62753;A2A3R5;A2A3R7,P62753;A2A3R5,16;11;5,16;11;5,16;11;5,40S ribosomal protein S6,RPS6,sp|P62753|RS6_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1;tr|A2A3R5|A2A3R5_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1,16,16,49.8,249
HIST1H4A,-0.7208986996,0.00142018441360948,0,P62805,P62805,20,20,20,Histone H4,HIST1H4A,sp|P62805|H4_HUMAN Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2,20,20,68.9,103
RPL23,0.2246605162,0.0697823099270874,0,P62829;C9JD32;B9ZVP7;J3KT29;J3KTJ3,P62829;C9JD32;B9ZVP7;J3KT29,10;7;7;7;3,10;7;7;7;3,10;7;7;7;3,60S ribosomal protein L23,RPL23,sp|P62829|RL23_HUMAN 60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1;tr|C9JD32|C9JD32_HUMAN 60S ribosomal protein L23 (Fragment) OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1;tr|B9ZVP7|B9ZVP7_HUMAN 60S ribosomal protein L23 OS=Homo sapien,10,10,52.9,140
RPS25,0.3631225801,0.0203842799362492,0,P62851,P62851,9,9,9,40S ribosomal protein S25,RPS25,sp|P62851|RS25_HUMAN 40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1,9,9,42.4,125
RPS26;RPS26P11,0.4105389334,0.00991679723003694,0,P62854;Q5JNZ5,P62854;Q5JNZ5,4;2,4;2,4;2,40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,sp|P62854|RS26_HUMAN 40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3;sp|Q5JNZ5|RS26L_HUMAN Putative 40S ribosomal protein S26-like 1 OS=Homo sapiens OX=9606 GN=RPS26P11 PE=5 SV=1,4,4,31.3,115
RPS28,0.5474791396,0.00392680751727114,0,P62857,P62857,9,9,9,40S ribosomal protein S28,RPS28,sp|P62857|RS28_HUMAN 40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1,9,9,85.5,69
GNB1,-0.1341451151,0.279857209417438,0,P62873;F6UT28;F6X3N5;B1AKQ8;B3KVK2;P16520;C9JD14;F5H8J8;F5H100;F5H0S8;E9PCP0,P62873;F6UT28;F6X3N5;B1AKQ8,11;8;7;6;4;1;1;1;1;1;1,7;4;3;2;4;0;0;0;0;0;0,6;3;2;2;4;0;0;0;0;0;0,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,sp|P62873|GBB1_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3;tr|F6UT28|F6UT28_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=GN,11,6,48.2,340
RBX1,-0.1433856993,0.151694933322813,0,P62877,P62877,2,2,2,"E3 ubiquitin-protein ligase RBX1;E3 ubiquitin-protein ligase RBX1, N-terminally processed",RBX1,sp|P62877|RBX1_HUMAN E3 ubiquitin-protein ligase RBX1 OS=Homo sapiens OX=9606 GN=RBX1 PE=1 SV=1,2,2,17.6,108
GNB2,-0.2898573995,0.0228543365952064,0,P62879;C9JIS1;C9JXA5;E7EP32;C9JZN1,P62879;C9JIS1;C9JXA5;E7EP32;C9JZN1,12;11;11;10;8,12;11;11;10;8,7;6;6;5;3,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GNB2,sp|P62879|GBB2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3;tr|C9JIS1|C9JIS1_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (Fragment) OS=Homo sapiens OX=9606 GN=GN,12,7,48.2,340
RPL39;RPL39P5,0.3194792825,0.11383887563522,0,P62891;Q59GN2,P62891;Q59GN2,2;2,2;2,2;2,60S ribosomal protein L39;Putative 60S ribosomal protein L39-like 5,RPL39;RPL39P5,sp|P62891|RL39_HUMAN 60S ribosomal protein L39 OS=Homo sapiens OX=9606 GN=RPL39 PE=1 SV=2;sp|Q59GN2|R39L5_HUMAN Putative 60S ribosomal protein L39-like 5 OS=Homo sapiens OX=9606 GN=RPL39P5 PE=5 SV=2,2,2,23.5,51
RPL31,0.4765789584,0.00532074771679003,0,P62899;H7C2W9;C9JU56;B7Z4E3;B7Z4C8;B8ZZK4,P62899;H7C2W9;C9JU56;B7Z4E3;B7Z4C8;B8ZZK4,9;8;8;8;8;6,9;8;8;8;8;6,9;8;8;8;8;6,60S ribosomal protein L31,RPL31,sp|P62899|RL31_HUMAN 60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1;tr|H7C2W9|H7C2W9_HUMAN 60S ribosomal protein L31 (Fragment) OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1;tr|C9JU56|C9JU56_HUMAN 60S ribosomal protein L31 (Fragment) OS=,9,9,53.6,125
RPL10A,0.3163140259,0.0178617653392709,0,P62906,P62906,12,12,12,60S ribosomal protein L10a,RPL10A,sp|P62906|RL10A_HUMAN 60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2,12,12,46.5,217
RPL11,0.2945830149,0.0313984083447554,0,P62913;Q5VVC8,P62913;Q5VVC8,11;9,11;9,11;9,60S ribosomal protein L11,RPL11,sp|P62913|RL11_HUMAN 60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2;tr|Q5VVC8|Q5VVC8_HUMAN 60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2,11,11,51.1,178
RPL8,0.1466474754,0.240898131483097,0,P62917;E9PKU4;E9PKZ0;G3V1A1;E9PP36,P62917;E9PKU4;E9PKZ0;G3V1A1,15;14;13;11;6,15;14;13;11;6,15;14;13;11;6,60S ribosomal protein L8,RPL8,sp|P62917|RL8_HUMAN 60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2;tr|E9PKU4|E9PKU4_HUMAN 60S ribosomal protein L8 (Fragment) OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=1;tr|E9PKZ0|E9PKZ0_HUMAN 60S ribosomal protein L8 (Fragment) OS=Homo s,15,15,61.9,257
PPIA,-0.1279762042,0.238847808915004,0,P62937;F8WE65;C9J5S7;F5H284;Q9Y536;P0DN26;A0A0H2UH34;A0A0B4J2A2;A0A075B767;A0A075B759;P0DN37;E5RIZ5,P62937;F8WE65;C9J5S7,25;15;15;3;3;3;3;3;3;3;2;2,25;15;15;3;3;3;3;3;3;3;2;2,25;15;15;3;3;3;3;3;3;3;2;2,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2;tr|F8WE65|F8WE65_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=1;tr|C9J5S7|C9J5S7_HUMAN Peptidyl-prolyl cis-trans isome,25,25,98.2,165
FKBP1A;FKBP12-Exip2,-0.2438032341,0.143525990792013,0,P62942;Q1JUQ5;Q5W0X3;A0A087WZM5;Q1JUQ3;A0A087WTS4;A0A087WV48;Q5VVH2,P62942;Q1JUQ5;Q5W0X3;A0A087WZM5,5;3;3;3;2;2;2;1,5;3;3;3;2;2;2;1,5;3;3;3;2;2;2;1,Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase,FKBP1A;FKBP12-Exip2,sp|P62942|FKB1A_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens OX=9606 GN=FKBP1A PE=1 SV=2;tr|Q1JUQ5|Q1JUQ5_HUMAN Peptidylprolyl isomerase OS=Homo sapiens OX=9606 GN=FKBP1A PE=1 SV=1;tr|Q5W0X3|Q5W0X3_HUMAN Peptidylprolyl isomerase OS=Homo,5,5,38,108
RPS27A;UBC;UBB;UBA52,0.3217840101,0.624769350940984,0,P62979;P0CG48;P0CG47;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;A0A2R8Y422;F5H388;B4DV12;F5H265;F5H2Z3;F5GYU3;F5H6Q2;J3QTR3;J3QS39;P62987;M0R1M6;Q49A90;M0R1V7;M0R2S1;F5GZ39;J3QSA3,P62979;P0CG48;P0CG47;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;A0A2R8Y422;F5H388;B4DV12;F5H265;F5H2Z3;F5GYU3;F5H6Q2;J3QTR3;J3QS39;P62987,9;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;2;2,9;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;2;2,9;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;2;2,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-C;Ubiquitin;Polyubiquitin-B;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40,RPS27A;UBC;UBB;UBA52,sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2;sp|P0CG48|UBC_HUMAN Polyubiquitin-C OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=3;sp|P0CG47|UBB_HUMAN Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1,9,9,53.2,156
GRB2,-0.1002075293,0.749483838595413,0,P62993;J3KT38;J3QRL5,P62993,5;1;1,5;1;1,5;1;1,Growth factor receptor-bound protein 2,GRB2,sp|P62993|GRB2_HUMAN Growth factor receptor-bound protein 2 OS=Homo sapiens OX=9606 GN=GRB2 PE=1 SV=1,5,5,22.6,217
RAC1;RAC3,-0.6536034983,0.00244469202050095,0,P63000;P60763;P15153;J3KSC4;J3QLK0;B1AH77;B1AH80;B1AH78,P63000;P60763,10;6;4;4;4;3;3;2,10;6;4;4;4;3;3;2,9;5;3;4;4;3;3;1,Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3,RAC1;RAC3,sp|P63000|RAC1_HUMAN Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1;sp|P60763|RAC3_HUMAN Ras-related C3 botulinum toxin substrate 3 OS=Homo sapiens OX=9606 GN=RAC3 PE=1 SV=1,10,9,43.8,192
AP2B1,0.1766379539,0.142050965605207,0,P63010;A0A087X253;K7EN71;K7ERB2;A0A087WU93;A0A087WZQ6,P63010;A0A087X253,5;4;2;2;2;2,3;2;1;1;1;1,3;2;1;1;1;1,AP-2 complex subunit beta,AP2B1,sp|P63010|AP2B1_HUMAN AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1;tr|A0A087X253|A0A087X253_HUMAN AP complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,5,3,7.5,937
YWHAZ,-0.1563524897,0.141604933319677,0,P63104;E7EX29;E7ESK7;B0AZS6;E5RIR4;E9PD24;E7EVZ2;E5RGE1;H0YB80;B7Z2E6,P63104;E7EX29;E7ESK7;B0AZS6,23;21;16;13;10;10;10;8;8;7,23;21;16;13;10;10;10;8;8;7,17;15;13;9;8;8;8;7;4;4,14-3-3 protein zeta/delta,YWHAZ,sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7EX29|E7EX29_HUMAN 14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7ESK7|E7ESK7_HUMAN 14-3-3 protein zeta/delta (Fragment) OS,23,17,77.1,245
PPP2R2A,0.2781008995,0.374060657312376,0,P63151;A0A590UJY3;A0A590UJJ1;E5RFR9;Q66LE6;Q00005;E5RIY1;Q9Y2T4;E5RHQ2;E5RJV2;H0YB06,P63151;A0A590UJY3;A0A590UJJ1,9;6;5;4;3;2;2;1;1;1;1,9;6;5;4;3;2;2;1;1;1;1,9;6;5;4;3;2;2;1;1;1;1,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PPP2R2A,sp|P63151|2ABA_HUMAN Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R2A PE=1 SV=1;tr|A0A590UJY3|A0A590UJY3_HUMAN Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B OS=Homo s,9,9,31.1,447
RPL38,0.2044532065,0.306650020130379,0,P63173;J3KT73;J3QL01;J3KSP2,P63173;J3KT73;J3QL01,4;3;3;1,4;3;3;1,4;3;3;1,60S ribosomal protein L38,RPL38,sp|P63173|RL38_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2;tr|J3KT73|J3KT73_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=1;tr|J3QL01|J3QL01_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 G,4,4,57.1,70
RPS21,0.3059534859,0.0239800630096973,0,P63220;Q8WVC2;Q9BYK1;Q9BYK2,P63220;Q8WVC2;Q9BYK1,11;9;7;2,11;9;7;2,11;9;7;2,40S ribosomal protein S21,RPS21,sp|P63220|RS21_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1;tr|Q8WVC2|Q8WVC2_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1;tr|Q9BYK1|Q9BYK1_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 G,11,11,92.8,83
GNB2L1,0.1125067933,0.25574001865487,0,P63244;J3KPE3;D6RHH4;H0Y8W2;D6RAC2;D6RBD0;D6R9L0;D6R9Z1;H0YAF8;D6RFZ9;D6RFX4;E9PD14;D6RAU2;D6REE5;H0YAM7;D6RGK8;D6R909;H0Y8R5;D6RHJ5;D6RF23;D6RDI0;H0Y9P0,P63244;J3KPE3;D6RHH4;H0Y8W2;D6RAC2;D6RBD0;D6R9L0;D6R9Z1;H0YAF8;D6RFZ9;D6RFX4;E9PD14;D6RAU2;D6REE5;H0YAM7,23;20;20;15;15;14;14;14;14;14;14;14;14;14;13;7;7;5;5;4;4;3,23;20;20;15;15;14;14;14;14;14;14;14;14;14;13;7;7;5;5;4;4;3,23;20;20;15;15;14;14;14;14;14;14;14;14;14;13;7;7;5;5;4;4;3,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",GNB2L1,sp|P63244|RACK1_HUMAN Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3;tr|J3KPE3|J3KPE3_HUMAN Receptor of-activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=1;tr|D6RHH4|D6RHH4_HUMAN Receptor of-activate,23,23,68.1,317
ACTG1,0.413527703,0.0335692420848784,0,P63261;I3L3I0;I3L1U9;I3L4N8;I3L3R2;J3KT65;K7EM38,P63261;I3L3I0;I3L1U9;I3L4N8,55;31;31;29;20;18;16,55;31;31;29;20;18;16,3;3;3;3;3;3;3,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",ACTG1,"sp|P63261|ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1;tr|I3L3I0|I3L3I0_HUMAN Actin, cytoplasmic 2 (Fragment) OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1;tr|I3L1U9|I3L1U9_HUMAN Actin, cytoplasmic 2 (Fragment) OS=Homo sapiens OX",55,3,99.5,375
SUPT4H1,-0.2390347289,0.210565657868439,0,P63272;J3KSQ6;D3DTZ5;J3QSB9,P63272;J3KSQ6;D3DTZ5;J3QSB9,4;2;2;2,4;2;2;2,4;2;2;2,Transcription elongation factor SPT4,SUPT4H1,sp|P63272|SPT4H_HUMAN Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1;tr|J3KSQ6|J3KSQ6_HUMAN Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1;tr|D3DTZ5|D3DTZ5_HUMAN Suppressor of Ty 4 homol,4,4,59,117
TMSB10,-0.1171958305,0.379932102904786,0,P63313,P63313,3,3,3,Thymosin beta-10,TMSB10,sp|P63313|TYB10_HUMAN Thymosin beta-10 OS=Homo sapiens OX=9606 GN=TMSB10 PE=1 SV=2,3,3,68.2,44
YBX1,0.2945693242,0.20513946032713,0,P67809;H0Y449;C9J5V9,P67809;H0Y449,9;5;4,9;5;4,5;5;2,Nuclease-sensitive element-binding protein 1,YBX1,sp|P67809|YBOX1_HUMAN Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3;tr|H0Y449|H0Y449_HUMAN Y-box-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=1,9,5,40.1,324
TPM4,0.7378285667,0.00144105594964883,0,P67936;A0A2R8YGX3;A0A2R8Y5V9;A0A2R8YE05;K7ENT6;A0A2R8YEU4;A0A2R8YH90;A0A2R8YHD2;A0A590UJB9;A0A590UK79;A0A5F9UN72;K7EPB9,P67936;A0A2R8YGX3;A0A2R8Y5V9;A0A2R8YE05;K7ENT6;A0A2R8YEU4;A0A2R8YH90;A0A2R8YHD2,13;12;12;8;8;7;7;7;5;5;3;1,7;6;6;2;2;1;1;1;5;5;2;1,6;5;5;1;1;0;0;0;5;5;1;1,Tropomyosin alpha-4 chain,TPM4,sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3;tr|A0A2R8YGX3|A0A2R8YGX3_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1;tr|A0A2R8Y5V9|A0A2R8Y5V9_HUMAN Tropomyosin alpha-4 chain OS=Homo sap,13,6,50.8,248
