Gene_names,EED_vs_BirA_logFC,EED_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_EED_N1,Peptides_EED_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_EED_N1,Razor___unique_peptides_EED_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_EED_N1,Unique_peptides_EED_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_EED_N1,Identification_type_EED_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_EED_N1,Ratio_H_L_EED_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_EED_N1,Ratio_H_L_normalized_EED_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____EED_N1,Ratio_H_L_variability_____EED_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_EED_N1,Ratio_H_L_count_EED_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_EED_N1,Ratio_H_L_iso_count_EED_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_EED_N1,Ratio_H_L_type_EED_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_EED_N1____,Sequence_coverage_EED_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_EED_N1,Intensity_L_EED_N1,Intensity_H_EED_N1,Intensity_EED_N2,Intensity_L_EED_N2,Intensity_H_EED_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_EED_N1,metacell_Intensity_L_EED_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
SPCS2,-1.88009001835822,0.0208918584970624,Q15005;E9PL01;A0A087WUC6;E9PI68;E9PRB9;H0YE04,Q15005;E9PL01;A0A087WUC6;E9PI68;E9PRB9;H0YE04,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Signal peptidase complex subunit 2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|A0A087WUC6|A0A087WUC6_HUMAN Signal peptidase complex,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,11.9,11.9,11.9,25.003,226,226;157;227;257;87;166,0.0,3.7733,By MS/MS,By MS/MS,By MS/MS,By matching,0.45393,1.0703,13.021,4,0,Leave out requantified,0.39914,0.50121,0.46007,0.4613,1.1148,1.2354,0.98832,0.9642,,,,,1,1,1,1,0,0,0,0,Median,Median,Median,Median,8.4,8.4,3.5,3.5,71054000,46414000,24640000,21786000,15680000,6106200,27558000,17259000,10299000,13985000,9331000,4653800,7725700,4145100,3580600,,,,38,3941;14636,True;True,5074;19151,11530;11531;42818;42819,21665;21666;21667;77733,21665;77733,,,,,-1;-1;-1;-1;-1;-1,protein_39,quanti,quanti,quanti,quanti
HNRNPDL,0.874876386611991,0.115808600391324,O14979;A0A087WUK2,O14979;A0A087WUK2,17;17,15;15,14;14,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,17,15,14,5,5,15,11,3,3,13,9,3,3,12,9,23.6,23.1,23.1,46.437,420,420;363,0.0,29.709,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30189,0.80824,28.879,44,22,Leave out requantified,0.26747,0.35794,0.24736,0.3202,0.99733,0.99823,0.66269,0.92463,24.301,31.894,29.919,37.961,4,4,21,15,1,3,8,10,Median,Median,Leave out requantified,Leave out requantified,12.1,12.1,23.6,21.0,4833800000,3632800000,1201000000,613900000,479620000,134290000,719970000,522960000,197010000,2164400000,1624900000,539530000,1335500000,1005300000,330220000,,,,42,2393;2852;4002;4922;4923;4954;4955;8100;11715;11716;12896;13825;13826;15280;17003;19155;19156,True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True,3085;3686;3687;5148;5149;5150;5151;6372;6373;6427;6428;6429;6430;10712;15496;15497;16956;18144;18145;18146;18147;19945;19946;22122;24932;24933,7218;8539;8540;8541;8542;8543;8544;8545;11683;11684;11685;11686;11687;11688;11689;11690;11691;11692;11693;14381;14382;14514;14515;14516;14517;14518;14519;14520;14521;14522;14523;14524;14525;14526;14527;24238;24239;34803;34804;38056;38057;40533;40534;40535;40536;40537;40538;40539;40540;40541;40542;40543;40544;40545;44654;44655;44656;44657;44658;44659;44660;44661;49772;56170;56171;56172,13743;16174;16175;16176;16177;16178;16179;16180;16181;16182;16183;16184;16185;21926;21927;21928;21929;21930;21931;21932;21933;21934;21935;21936;21937;21938;21939;21940;21941;21942;21943;21944;21945;21946;21947;26954;26955;27195;27196;27197;27198;27199;27200;27201;27202;27203;27204;27205;27206;27207;27208;27209;27210;27211;27212;27213;27214;27215;27216;27217;27218;27219;27220;27221;27222;27223;27224;27225;27226;27227;27228;27229;27230;27231;45200;45201;45202;45203;45204;63602;63603;63604;69478;73743;73744;73745;73746;73747;73748;73749;73750;73751;73752;73753;73754;73755;73756;73757;73758;73759;73760;73761;73762;73763;73764;73765;73766;73767;73768;81070;81071;81072;81073;81074;81075;81076;81077;81078;81079;81080;81081;81082;91010;91011;102913;102914;102915,13743;16181;21932;26954;26955;27228;27231;45202;63602;63604;69478;73744;73751;81074;91011;102913;102915,26;27;28;29;30;31;32,,180;197;204;289;302;306;311,,-1;-1,protein_43,quanti,quanti,quanti,quanti
MYEF2,20.6022477385702,2.89848367682337e-06,Q9P2K5;A0A087WUT0;A0A0A0MR39;H0YKS1;A0A0C4DGV1;H0YN19;A0A0A0MQW0,Q9P2K5;A0A087WUT0;A0A0A0MR39;H0YKS1;A0A0C4DGV1;H0YN19;A0A0A0MQW0,3;3;3;2;2;2;2,3;3;3;2;2;2;2,3;3;3;2;2;2;2,Myelin expression factor 2,sp|Q9P2K5|MYEF2_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3;tr|A0A087WUT0|A0A087WUT0_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=1;tr|A0A0A0MR39|A0A0A0MR39_HUMAN Myelin expression factor 2 OS=Ho,7,3,3,3,0,0,3,1,0,0,3,1,0,0,3,1,5.7,5.7,5.7,64.121,600,600;547;600;126;211;290;576,0.0,4.0701,,,By MS/MS,By MS/MS,0.4512,1.2484,71.179,4,4,Median,,,0.72895,0.55725,,,2.1245,1.5494,,,87.104,,0,0,3,1,0,0,3,1,Median,Median,Plateau,Median,0.0,0.0,5.7,1.8,212230000,105060000,107160000,0,0,0,0,0,0,178620000,82810000,95810000,33606000,22253000,11354000,,,,46,6891;9512;11780,True;True;True,9129;12717;15571,20679;28690;34971;34972,38443;52865;63939;63940;63941;63942,38443;52865;63940,35,,521,,-1;-1;-1;-1;-1;-1;-1,protein_47,quanti,quanti,imputed MEC,imputed MEC
EIF5B,-2.41691350577036,0.0185678643909669,O60841;A0A087WUT6,O60841;A0A087WUT6,6;6,6;6,6;6,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,6,6,6,4,5,1,1,4,5,1,1,4,5,1,1,9.1,9.1,9.1,138.83,1220,1220;1220,0.0,7.7783,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31783,0.92873,16.975,12,5,Leave out requantified,0.31215,0.31699,0.50311,0.35239,1.0431,0.86726,1.3486,1.0332,17.143,16.107,,,5,5,1,1,2,2,1,0,Median,Leave out requantified,Median,Median,6.6,7.5,1.6,1.6,545090000,389860000,155230000,192110000,141760000,50347000,230380000,158660000,71719000,31042000,22981000,8062000,91559000,66459000,25100000,,,,47,5467;6149;6404;7439;9810;10196,True;True;True;True;True;True,7187;8129;8520;9871;13115;13633,16299;18384;18385;19335;19336;19337;22406;22407;29582;29583;30724;30725,30440;34172;34173;34174;36025;36026;41711;41712;41713;54574;56599;56600;56601,30440;34174;36026;41712;54574;56599,,,,,-1;-1,protein_48,quanti,quanti,quanti,quanti
SPTBN1,1.97069861470631,0.017954122729465,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,38;38;9,38;38;9,38;38;9,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,38,38,38,12,17,30,23,12,17,30,23,12,17,30,23,22.8,22.8,22.8,274.61,2364,2364;2366;690,0.0,85.696,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38768,1.0624,33.248,98,29,Leave out requantified,0.37059,0.55391,0.33951,0.42406,1.0998,1.214,0.97828,1.1493,33.111,19.498,34.961,50.398,12,17,41,28,5,2,15,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,7.1,11.0,16.7,12.4,4364200000,3032600000,1331600000,240790000,169700000,71085000,465780000,289260000,176520000,2398900000,1728900000,669980000,1258700000,844710000,414030000,,,,48,1085;1724;2568;2672;2781;2864;3579;3642;3680;3856;4319;6348;6630;7284;7740;7908;8536;8805;9713;10782;11087;11088;11273;11809;11972;13559;14150;15085;15247;15675;15768;15780;16206;16516;16940;17050;18160;19225,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1407;2248;3303;3445;3446;3596;3706;4606;4685;4739;4963;5575;5576;8439;8813;9668;10238;10457;11395;11822;12986;12987;14358;14731;14732;14969;15608;15609;15814;17795;17796;18551;19716;19905;20431;20544;20560;21108;21502;22036;22181;22182;23668;23669;25030;25031,3216;5256;5257;7688;7689;7690;7691;8027;8028;8029;8342;8343;8597;8598;8599;10530;10531;10706;10819;11278;11279;12608;12609;12610;12611;19168;19992;21950;21951;21952;23234;23235;23236;23237;23724;25668;26654;26655;29292;29293;29294;29295;29296;32286;33094;33095;33096;33097;33098;33099;33100;33101;33650;35047;35048;35049;35050;35051;35052;35053;35474;35475;35476;35477;39806;39807;39808;39809;41427;41428;44138;44556;44557;45836;45837;46094;46095;46136;46137;46138;46139;46140;47404;48255;48256;49563;49564;49895;49896;49897;49898;49899;53361;53362;53363;53364;56384;56385;56386,6005;10052;10053;14555;14556;14557;14558;14559;15270;15271;15272;15812;15813;15814;15815;15816;15817;15818;16329;16330;16331;19751;19752;19753;19754;20056;20281;20282;21185;21186;23600;23601;23602;23603;23604;23605;23606;35742;37230;40884;43254;43255;43256;43257;43258;44163;47569;49168;49169;54029;54030;54031;54032;54033;54034;54035;59135;60532;60533;60534;60535;60536;60537;60538;60539;60540;60541;60542;60543;60544;60545;60546;60547;61575;64060;64061;64062;64063;64064;64065;64066;64067;64068;64069;64070;64757;64758;64759;64760;64761;72521;72522;72523;72524;72525;72526;72527;72528;75233;75234;75235;75236;75237;80159;80160;80161;80907;80908;83159;83160;83664;83665;83666;83667;83668;83669;83746;83747;83748;83749;83750;83751;86261;87923;87924;90572;90573;90574;91238;91239;91240;91241;91242;91243;91244;91245;97797;97798;97799;97800;97801;97802;97803;103300;103301,6005;10052;14559;15270;15816;16331;19754;20056;20281;21186;23603;35742;37230;40884;43257;44163;47569;49168;54029;59135;60542;60546;61575;64065;64758;72523;75237;80160;80908;83159;83664;83751;86261;87923;90573;91240;97802;103301,36,,832,,-1;-1;-1,protein_49,quanti,quanti,quanti,quanti
MTHFD1L,3.50335428093002,0.00117463912615891,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM1;Q4VXM0;Q5JYA8;Q5JYA3;H0Y327,Q6UB35;A0A087WVM4;B7ZM99,10;10;10;1;1;1;1;1,8;8;8;1;1;1;1;1,8;8;8;1;1;1;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",8,10,8,8,3,2,9,8,2,1,8,6,2,1,8,6,11.8,10.0,10.0,105.79,978,978;913;979;57;92;108;114;332,0.0,12.731,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48422,1.2949,19.98,21,6,Leave out requantified,0.43292,0.50587,0.47463,0.494,0.81201,1.0125,1.1953,1.1964,24.103,,17.075,21.704,2,1,11,7,2,0,3,1,Median,Median,Leave out requantified,Leave out requantified,3.9,2.0,10.7,8.5,588560000,402810000,185750000,17913000,12877000,5036200,15610000,10571000,5039600,344990000,235280000,109700000,210050000,144080000,65967000,,,,53,1820;2607;3199;3965;9090;11236;16085;17441;17735;19613,True;True;True;False;True;True;True;True;False;True,2357;2358;3361;4130;5102;12204;14917;14918;20934;22692;23122;25526,5531;5532;5533;5534;5535;5536;7834;7835;9519;9520;11582;11583;27595;27596;27597;33517;33518;33519;47041;47042;47043;51089;52096;52097;52098;52099;52100;57457,10514;10515;10516;10517;10518;14888;14889;14890;14891;14892;18039;18040;21743;21744;21745;21746;21747;21748;50883;50884;50885;50886;50887;50888;61315;61316;61317;61318;61319;85531;85532;85533;85534;85535;93476;93477;93478;95371;95372;95373;95374;95375;95376;95377;95378;95379;105292,10516;14891;18039;21748;50886;61317;85535;93478;95375;105292,38,,727,,-1;-1;-1;-1;-1;-1;-1;-1,protein_54,quanti,quanti,quanti,quanti
NOMO2;NOMO1;NOMO3,1.01260828466278,0.138138747126679,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117;H3BUC9;A0A087WTD5,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117,3;3;3;3;3;3;3;3;1;1,3;3;3;3;3;3;3;3;1;1,3;3;3;3;3;3;3;3;1;1,Nodal modulator 2;Nodal modulator 1;Nodal modulator 3,sp|Q5JPE7|NOMO2_HUMAN Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1;sp|Q15155|NOMO1_HUMAN Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5;sp|P69849|NOMO3_HUMAN Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=1 SV=2;tr|A0A0,10,3,3,3,1,2,2,2,1,2,2,2,1,2,2,2,4.3,4.3,4.3,139.44,1267,1267;1222;1222;1100;1100;1267;1267;1267;144;282,0.0,6.7505,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.65281,1.8497,1.9505,7,1,Leave out requantified,0.48568,1.0379,0.64722,0.65845,1.3624,2.5853,1.8323,1.8672,,45.404,3.2542,0.64681,1,2,2,2,0,1,0,0,Median,Median,Median,Median,2.1,2.8,3.6,3.6,246800000,137070000,109730000,22146000,11101000,11044000,59938000,27286000,32651000,75617000,42495000,33122000,89096000,56188000,32908000,,,,59,3570;14241;15264,True;True;True,4596;18665;19928,10512;10513;41696;41697;41698;41699;44611;44612,19726;19727;75711;75712;75713;75714;81012,19726;75714;81012,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_60,quanti,quanti,quanti,quanti
RBM15,19.6999678347572,6.40108530418218e-06,Q96T37;A0A494C001;A0A499FJY3;A0A087WWP4,Q96T37;A0A494C001;A0A499FJY3;A0A087WWP4,3;3;3;3,3;3;3;3,3;3;3;3,Putative RNA-binding protein 15,sp|Q96T37|RBM15_HUMAN RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=2;tr|A0A494C001|A0A494C001_HUMAN RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=2;tr|A0A499FJY3|A0A499FJY3_HUMAN RNA-binding protein 15 OS=Homo sapiens O,4,3,3,3,0,0,3,1,0,0,3,1,0,0,3,1,4.9,4.9,4.9,107.19,977,977;896;925;933,0.0,3.7976,,,By MS/MS,By MS/MS,0.31666,0.92438,25.248,3,0,Plateau,,,0.34382,0.31666,,,0.92438,0.68582,,,26.094,,0,0,2,1,0,0,0,0,Median,Median,Median,Median,0.0,0.0,4.9,1.7,84632000,60684000,23948000,0,0,0,0,0,0,66851000,50169000,16682000,17780000,10515000,7265700,,,,63,11363;16926;19479,True;True;True,15082;22018;25358,33903;33904;49524;57073,62016;62017;62018;62019;90505;104584,62017;90505;104584,,,,,-1;-1;-1;-1,protein_64,quanti,quanti,imputed MEC,imputed MEC
TPM3,-1.59864671966169,0.0857237436850863,A0A087WWU8;D6R904;A0A494C0G0;A0A2R8YEU4;A0A2R8YH90;A0A2R8YE05;K7ENT6;A0A2R8YHD2;Q5VU61;A0A5F9UN72,A0A087WWU8;D6R904,25;14;8;7;7;7;7;7;6;1,25;14;8;7;7;7;7;7;6;1,9;9;3;0;0;0;0;0;6;0,,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,10,25,25,9,16,20,12,19,16,20,12,19,8,9,6,7,79.3,79.3,20.7,26.42,227,227;95;87;173;220;226;245;248;49;158,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35877,1.11,24.685,101,25,Leave out requantified,0.30416,0.35677,0.42272,0.41308,1.0545,1.0568,1.3021,1.2255,16.58,24.912,27.954,25.349,23,27,18,33,9,5,3,8,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,58.6,70.0,40.5,70.0,17960000000,12731000000,5229200000,4485400000,3330400000,1154900000,7099400000,4982800000,2116700000,1455100000,1035900000,419230000,4920600000,3382200000,1538300000,,,,64,701;702;703;1277;1745;2480;3510;3552;3553;5588;6214;7513;7514;7534;7535;8335;8473;8474;8998;8999;10313;11182;11916;13872;16091,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,873;874;875;876;877;1665;1666;2274;3196;4527;4574;4575;7349;8229;8230;9955;9956;9957;9958;9980;9981;11077;11078;11079;11307;11308;12072;12073;12074;12075;12076;12077;13775;14844;15750;18212;20944,1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;3823;3824;3825;3826;3827;3828;3829;3830;5314;5315;5316;5317;7471;10368;10369;10462;10463;10464;10465;10466;10467;10468;10469;10470;16682;18653;18654;18655;18656;18657;22584;22585;22586;22587;22588;22589;22590;22591;22592;22593;22594;22595;22596;22597;22598;22639;22640;22641;22642;22643;24991;24992;24993;24994;24995;24996;24997;25507;25508;27232;27233;27234;27235;27236;27237;27238;27239;27240;27241;27242;27243;27244;27245;27246;27247;27248;27249;31035;31036;31037;33350;35327;40711;40712;40713;47071;47072;47073;47074,3592;3593;3594;3595;3596;3597;3598;3599;3600;3601;3602;3603;3604;3605;3606;3607;3608;3609;3610;3611;3612;3613;3614;3615;3616;3617;3618;3619;3620;3621;3622;3623;3624;3625;3626;3627;3628;3629;3630;3631;3632;3633;3634;3635;3636;3637;3638;3639;7090;7091;7092;7093;7094;7095;7096;7097;7098;7099;7100;7101;7102;7103;7104;10156;10157;10158;10159;14145;19477;19478;19479;19480;19626;19627;19628;19629;19630;19631;19632;19633;19634;19635;19636;19637;19638;19639;31118;34718;34719;34720;34721;34722;34723;34724;34725;41994;41995;41996;41997;41998;41999;42000;42001;42002;42003;42004;42005;42006;42007;42008;42009;42010;42011;42012;42013;42014;42015;42016;42017;42018;42019;42020;42021;42022;42023;42024;42025;42026;42027;42084;42085;42086;42087;42088;42089;42090;42091;42092;42093;42094;42095;42096;46476;46477;46478;46479;46480;46481;46482;46483;46484;46485;46486;46487;46488;46489;46490;47331;47332;50176;50177;50178;50179;50180;50181;50182;50183;50184;50185;50186;50187;50188;50189;50190;50191;50192;50193;50194;50195;50196;50197;50198;50199;50200;50201;50202;50203;50204;50205;50206;50207;50208;57124;57125;60945;64518;74052;74053;74054;74055;74056;74057;85615;85616;85617;85618;85619,3593;3605;3634;7101;10156;14145;19480;19626;19631;31118;34718;41997;42017;42091;42096;46487;47331;47332;50178;50202;57124;60945;64518;74056;85615,44;45;46;47;48;49;50,,11;13;76;82;92;104;132,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_65,quanti,quanti,quanti,quanti
SRP19,-20.3880730327241,2.79644726723662e-07,P09132;A0A087WWU9;A0A087WYR0;D6RBG4;A0A2R8Y4M3;A0A2U3TZN1,P09132;A0A087WWU9;A0A087WYR0;D6RBG4;A0A2R8Y4M3;A0A2U3TZN1,2;2;2;1;1;1,2;2;2;1;1;1,2;2;2;1;1;1,Signal recognition particle 19 kDa protein,"sp|P09132|SRP19_HUMAN Signal recognition particle 19 kDa protein OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=3;tr|A0A087WWU9|A0A087WWU9_HUMAN HCG2039564, isoform CRA_a OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=1;tr|A0A087WYR0|A0A087WYR0_HUMAN Signal recognitio",6,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,27.1,27.1,27.1,16.156,144,144;104;120;43;77;101,0.0,2.4141,By MS/MS,By MS/MS,,,0.45297,1.3079,56.758,2,1,Median,0.61076,0.33594,,,1.9537,0.87551,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,13.2,13.9,0.0,0.0,76614000,51845000,24770000,33794000,20268000,13526000,42820000,31577000,11243000,0,0,0,0,0,0,,,,65,15135;18189,True;True,19778;23705,44287;53437,80463;97904,80463;97904,,,,,-1;-1;-1;-1;-1;-1,protein_66,imputed MEC,imputed MEC,quanti,quanti
RPL17;RPL17-C18orf32,0.547877719103816,0.256620153852004,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3QLC8;A0A0A0MRF8;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3QLC8;A0A0A0MRF8,13;13;13;13;13;12;12;12;10;10;9;5,13;13;13;13;13;12;12;12;10;10;9;5,13;13;13;13;13;12;12;12;10;10;9;5,60S ribosomal protein L17,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,12,13,13,13,7,7,11,9,7,7,11,9,7,7,11,9,60.3,60.3,60.3,21.397,184,184;169;171;174;228;129;131;138;97;174;190;56,0.0,75.172,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30861,0.94265,23.433,54,12,Leave out requantified,0.25731,0.24872,0.35954,0.33552,0.92904,0.68431,1.042,0.96091,21.591,22.963,15.565,8.9725,9,9,17,19,5,1,1,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,40.2,38.6,53.8,48.4,5077500000,3585400000,1492200000,752730000,594580000,158150000,737060000,584550000,152520000,1564300000,1108600000,455670000,2023500000,1297600000,725840000,,,,71,3013;3641;5378;7410;8579;12326;13732;13733;14162;18257;19296;19527;19528,True;True;True;True;True;True;True;True;True;True;True;True;True,3896;4683;4684;7054;9834;11462;11463;11464;11465;16248;18023;18024;18566;23782;25127;25128;25414;25415;25416,9035;10701;10702;10703;10704;10705;15991;15992;22323;22324;25843;25844;25845;25846;25847;25848;25849;25850;25851;25852;25853;25854;36454;36455;36456;36457;40263;40264;40265;40266;40267;41465;41466;41467;41468;41469;41470;53599;53600;53601;53602;56560;56561;56562;56563;56564;56565;56566;57219;57220;57221;57222;57223;57224,17171;20050;20051;20052;20053;20054;20055;29889;29890;29891;29892;41572;41573;41574;41575;41576;47851;47852;47853;47854;47855;47856;47857;47858;47859;47860;47861;47862;47863;47864;47865;47866;47867;66565;66566;66567;66568;66569;66570;66571;73239;73240;73241;73242;73243;73244;73245;73246;73247;75322;75323;75324;75325;75326;75327;75328;98178;98179;98180;98181;98182;98183;98184;98185;103563;103564;103565;103566;103567;103568;103569;103570;103571;103572;103573;103574;103575;104865;104866;104867;104868;104869;104870;104871;104872;104873;104874;104875,17171;20053;29890;41573;47857;66567;73241;73246;75327;98182;103569;104871;104875,53;54;55;56,,37;49;55;86,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_72,quanti,quanti,quanti,quanti
