EED_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
TOMM34,0.3006902261,0.0870984256043197,0,Q15785,Q15785,8,8,8,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,8,8,39.5,309
RAB11B;RAB11A,-0.3670903226,0.0307143431372636,0,Q15907;P62491;H3BMH2;H3BSC1;B4DQU5;P57735,Q15907;P62491;H3BMH2;H3BSC1,14;13;13;13;2;1,14;13;13;13;2;1,14;13;13;13;2;1,Ras-related protein Rab-11B;Ras-related protein Rab-11A,RAB11B;RAB11A,sp|Q15907|RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;sp|P62491|RB11A_HUMAN Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3;tr|H3BMH2|H3BMH2_HUMAN Ras-related protein Rab-11A (Fragment) OS=Hom,14,14,50.9,218
ADRM1,0.0354840249,0.844397999477727,0,Q16186;A0A087WUX6;A0A087WX59,Q16186;A0A087WUX6;A0A087WX59,4;2;2,4;2;2,4;2;2,Proteasomal ubiquitin receptor ADRM1,ADRM1,sp|Q16186|ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2;tr|A0A087WUX6|A0A087WUX6_HUMAN Proteasomal ubiquitin receptor ADRM1 (Fragment) OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=1;tr|A0A087WX59|A0A087WX59_HUMAN P,4,4,15.5,407
DDB1,-0.5677546383,0.0770650288922199,0,Q16531;F5GY55;F5GWI0;F5GZY8;F5H2L3;F5H198,Q16531;F5GY55,18;17;2;2;2;1,18;17;2;2;2;1,18;17;2;2;2;1,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,18,18,23,1140
MRPL23,0.0553774007,0.806315772536582,0,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,4;3;3;3;2,4;3;3;3;2,4;3;3;3;2,"39S ribosomal protein L23, mitochondrial",MRPL23,"sp|Q16540|RM23_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A6NJD9|A6NJD9_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A8MVT4|A8MVT4_HUMAN 39S ribosomal prote",4,4,35.9,153
FSCN1,0.1616771857,0.28314032757916,0,Q16658;C9JPH9;C9JFC0;A0A0A0MSB2,Q16658,26;5;5;5,26;5;5;5,26;5;5;5,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,26,26,63.9,493
DECR1,-0.5502460451,0.00907681472681596,0,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2;H0YAW3,Q16698;E5RJG7;E5RFV2,7;4;4;3;3;1,7;4;4;3;3;1,7;4;4;3;3;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",7,7,33.4,335
TST,0.1907155635,0.185912190827055,0,Q16762;B1AH48,Q16762;B1AH48,3;2,3;2,3;2,Thiosulfate sulfurtransferase,TST,sp|Q16762|THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4;tr|B1AH48|B1AH48_HUMAN Thiosulfate sulfurtransferase (Fragment) OS=Homo sapiens OX=9606 GN=TST PE=1 SV=1,3,3,12.8,297
CDO1,-0.145855794,0.327030884977799,0,Q16878,Q16878,1,1,1,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,1,1,3.5,200
HNRNPUL2;HNRNPUL2-BSCL2,-0.1632913,0.241454741353738,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,14;12,14;12,14;12,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,14,14,27.4,747
SMU1,-0.4550342007,0.0557515787672942,0,Q2TAY7,Q2TAY7,10,10,10,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,10,10,22.6,513
LEPRE1,-0.3188241768,0.0715059937353558,0,Q32P28;E2QRI1;H7C2W6,Q32P28,5;2;1,5;2;1,5;2;1,Prolyl 3-hydroxylase 1,LEPRE1,sp|Q32P28|P3H1_HUMAN Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2,5,5,9.9,736
TRMT5,-0.5596274021,0.00481910022984422,0,Q32P41,Q32P41,2,2,2,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,sp|Q32P41|TRM5_HUMAN tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,2,2,7.3,509
TUBB8,-0.260966173,0.0684053735860915,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,13;12;12,3;3;3,3;3;3,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,13,3,25.2,444
FAM98B,-0.0752364026,0.56538404161126,0,Q52LJ0,Q52LJ0,8,8,5,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,8,5,14.8,433
HSP90AB2P,-0.566616033,0.0188282086170046,0,Q58FF8,Q58FF8,10,2,2,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,10,2,22,381
ZNF326,-0.1178761909,0.37642578983228,0,Q5BKZ1;A0A0A0MRN4;E2QRN4,Q5BKZ1;A0A0A0MRN4,9;5;1,9;5;1,9;5;1,DBIRD complex subunit ZNF326,ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2;tr|A0A0A0MRN4|A0A0A0MRN4_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=1,9,9,15.6,582
MAGED2,-0.7552239128,0.0216615976196773,0,Q9UNF1;Q5H909;Q5H907,Q9UNF1;Q5H909;Q5H907,5;5;3,5;5;3,5;5;3,Melanoma-associated antigen D2,MAGED2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform ",5,5,12.4,606
RRP12,0.0361559027,0.809878602724845,0,Q5JTH9,Q5JTH9,12,12,12,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,12,12,11.3,1297
SH3BGRL3,-0.3360656432,0.19637938311313,0,Q9H299;Q5T123,Q9H299;Q5T123,4;4,4;4,4;4,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,4,4,38.7,93
CROCC,-0.4012437223,0.0696530870447509,0,Q5TZA2;B1AKD8,Q5TZA2,3;1,3;1,3;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1,3,3,1.8,2017
FLNA,-0.0729865322,0.617625644469301,0,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6;A0A669KBC6;H0Y5F3,Q60FE5;P21333;A0A087WWY3,78;77;72;15;5;2;2,71;70;67;10;3;2;2,71;70;67;10;3;2;2,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,78,71,36.5,2620
ATL3,-0.1731100209,0.182538645492791,0,Q6DD88;F5H6I7;F5GWF8,Q6DD88;F5H6I7,5;4;2,5;4;2,5;4;2,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,5,5,15,541
HIST2H2AA3;HIST2H2AC,-0.0754005336,0.590961303086157,0,Q6FI13;Q16777,Q6FI13;Q16777,16;15,3;3,3;3,Histone H2A type 2-A;Histone H2A type 2-C,HIST2H2AA3;HIST2H2AC,sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3;sp|Q16777|H2A2C_HUMAN Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,16,3,78.5,130
LAMTOR1,-0.3442041906,0.0294566332436981,0,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,Q6IAA8;F5GX19;F5H3Y3,3;2;2;1;1,3;2;2;1;1,3;2;2;1;1,Ragulator complex protein LAMTOR1,LAMTOR1,sp|Q6IAA8|LTOR1_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2;tr|F5GX19|F5GX19_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=1;tr|F5H3Y3|F5H3Y3_HUMAN Ragulator complex protein LAMT,3,3,23.6,161
SLC25A24,-0.5107048334,0.0146661959603855,0,Q6NUK1;A0A3B3IU96,Q6NUK1,5;1,5;1,5;1,Calcium-binding mitochondrial carrier protein SCaMC-1,SLC25A24,sp|Q6NUK1|SCMC1_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2,5,5,13.2,477
PTRF,-1.7896773713,0.000184973633416671,1,Q6NZI2,Q6NZI2,7,7,7,Polymerase I and transcript release factor,PTRF,sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,7,7,11.8,390
SLC27A4,-0.0827787611,0.600262785203914,0,Q6P1M0,Q6P1M0,3,3,3,Long-chain fatty acid transport protein 4,SLC27A4,sp|Q6P1M0|S27A4_HUMAN Long-chain fatty acid transport protein 4 OS=Homo sapiens OX=9606 GN=SLC27A4 PE=1 SV=1,3,3,4.7,643
PRPF8,-0.0663935502,0.677307684272825,0,Q6P2Q9;I3L0J9;I3L3Z8,Q6P2Q9,32;9;8,32;9;8,32;9;8,Pre-mRNA-processing-splicing factor 8,PRPF8,sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2,32,32,15.9,2335
FAHD1,0.4009359953,0.077479322264725,0,Q6P587,Q6P587,4,4,4,"Acylpyruvase FAHD1, mitochondrial",FAHD1,"sp|Q6P587|FAHD1_HUMAN Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2",4,4,33.9,224
UBR3,0.1141140955,0.479576397762352,0,Q6ZT12,Q6ZT12,4,4,3,E3 ubiquitin-protein ligase UBR3,UBR3,sp|Q6ZT12|UBR3_HUMAN E3 ubiquitin-protein ligase UBR3 OS=Homo sapiens OX=9606 GN=UBR3 PE=2 SV=2,4,3,4,1888
HIST2H3A,-0.4986106061,0.0127613872944284,0,Q71DI3,Q71DI3,21,21,2,Histone H3.2,HIST2H3A,sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3,21,2,72.1,136
SND1,-0.0080475715,0.948081589125353,0,Q7KZF4;H7C597,Q7KZF4,44;12,44;12,44;12,Staphylococcal nuclease domain-containing protein 1,SND1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,44,44,61.3,910
TRMT10C,0.0149015591,0.896878863100084,0,Q7L0Y3;C9JVB6,Q7L0Y3;C9JVB6,7;4,7;4,7;4,Mitochondrial ribonuclease P protein 1,TRMT10C,sp|Q7L0Y3|TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2;tr|C9JVB6|C9JVB6_HUMAN tRNA methyltransferase 10 homolog C (Fragment) OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=1,7,7,20.6,403
EIF3M,-0.0737736129,0.655634220312808,0,Q7L2H7;E9PRI2;E7ESM3,Q7L2H7,3;1;1,3;1;1,3;1;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,3,3,7.8,374
CYFIP1,0.3462011474,0.0784331948081571,0,Q7L576;A0A0G2JR96;A0A0G2JQT1;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1,Q7L576,6;2;2;1;1;1;1,6;2;2;1;1;1;1,3;1;1;1;1;1;1,Cytoplasmic FMR1-interacting protein 1,CYFIP1,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,6,3,5.4,1253
PABPN1,0.2356393111,0.330876923017435,0,Q86U42;B4DEH8;G3V4T2;H0YJH9;A6NDY0,Q86U42;B4DEH8;G3V4T2,6;4;4;2;1,6;4;4;2;1,6;4;4;2;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|G3V4T2|G3V4T2_HUMAN Polyadenylate-binding protein 2 OS=H,6,6,28.8,306
ALYREF,-0.3163546115,0.0385998060418405,0,Q86V81;E9PB61,Q86V81;E9PB61,8;6,8;6,8;6,THO complex subunit 4,ALYREF,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3;tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,8,8,49,257
THOC6,-0.4353984304,0.205631767820535,0,Q86W42,Q86W42,4,4,4,THO complex subunit 6 homolog,THOC6,sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1,4,4,19.6,341
CXorf67,0.0041418341,0.979893321082183,0,Q86X51,Q86X51,7,7,7,Uncharacterized protein CXorf67,CXorf67,sp|Q86X51|EZHIP_HUMAN EZH inhibitory protein OS=Homo sapiens OX=9606 GN=EZHIP PE=1 SV=1,7,7,13.3,503
HIST2H2AB,0.2666813066,0.367556809043557,0,Q8IUE6,Q8IUE6,12,5,3,Histone H2A type 2-B,HIST2H2AB,sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3,12,3,73.8,130
AHNAK2,-0.0659024324,0.776932468553578,0,Q8IVF2,Q8IVF2,6,6,6,Protein AHNAK2,AHNAK2,sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,6,6,5.7,5795
RHOT2,0.2270668945,0.235726817052846,0,Q8IXI1;H3BST5;I3L2C6;Q8IXI2;H3BMP9;H3BVI5;H3BUX4;H7BXZ6,Q8IXI1,6;2;2;1;1;1;1;1,6;2;2;1;1;1;1;1,6;2;2;1;1;1;1;1,Mitochondrial Rho GTPase 2,RHOT2,sp|Q8IXI1|MIRO2_HUMAN Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2,6,6,12,618
MRPL41,-0.1798057906,0.236613689958267,0,Q8IXM3,Q8IXM3,2,2,2,"39S ribosomal protein L41, mitochondrial",MRPL41,"sp|Q8IXM3|RM41_HUMAN 39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",2,2,12.4,137
FTSJ3,0.0486905818,0.707002599869363,0,Q8IY81,Q8IY81,7,7,7,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,7,7,10.7,847
CCAR2,-0.0105946592,0.949982121455245,0,Q8N163;G3V119;H0YB24;E5RHJ4;H0YC69;E5RFJ3;H0YC58;E5RGU7;A0A087X2B6,Q8N163;G3V119;H0YB24,14;8;8;5;3;3;3;2;2,14;8;8;5;3;3;3;2;2,14;8;8;5;3;3;3;2;2,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2;tr|G3V119|G3V119_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=1;tr|H0YB24|H0YB24_HUMAN Cell cycle a,14,14,20.4,923
NUP93,-1.1788165635,0.00495704196205477,1,Q8N1F7;H3BVG0;H3BPA9;H3BMX0;H3BV11;H3BRI8;H3BP95;H3BM93;H3BV15;H3BVE2;H3BNN5;H3BRD9,Q8N1F7;H3BVG0,9;8;3;2;2;2;2;2;1;1;1;1,9;8;3;2;2;2;2;2;1;1;1;1,9;8;3;2;2;2;2;2;1;1;1;1,Nuclear pore complex protein Nup93,NUP93,sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2;tr|H3BVG0|H3BVG0_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=1,9,9,13.1,819
MMGT1,-0.3617511198,0.0935593614073869,0,Q8N4V1,Q8N4V1,2,2,2,Membrane magnesium transporter 1,MMGT1,sp|Q8N4V1|MMGT1_HUMAN Membrane magnesium transporter 1 OS=Homo sapiens OX=9606 GN=MMGT1 PE=1 SV=1,2,2,26.7,131
COLGALT1,-0.3690646727,0.388696129840723,0,Q8NBJ5;M0QX72;M0QYH0,Q8NBJ5,8;2;1,8;2;1,8;2;1,Procollagen galactosyltransferase 1,COLGALT1,sp|Q8NBJ5|GT251_HUMAN Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1,8,8,18.5,622
TXNDC5,-0.1209095979,0.361659809044425,0,Q8NBS9,Q8NBS9,13,13,13,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,13,13,40.3,432
NGDN,-0.1163316181,0.370968119779859,0,Q8NEJ9;G3V4G1,Q8NEJ9;G3V4G1,2;1,2;1,2;1,Neuroguidin,NGDN,sp|Q8NEJ9|NGDN_HUMAN Neuroguidin OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=1;tr|G3V4G1|G3V4G1_HUMAN Neuroguidin (Fragment) OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=8,2,2,10.2,315
RDH11,-0.225536595,0.0974797493784746,0,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,4;3;3;2;2,4;3;3;2;2,4;3;3;2;2,Retinol dehydrogenase 11,RDH11,sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2;tr|G3V2G6|G3V2G6_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=1;tr|G3V234|G3V234_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Ho,4,4,16.4,318
PNPT1,0.4195006716,0.0199854722055196,0,Q8TCS8;H7BXF6;H7C3C5;F8WBI3,Q8TCS8,12;3;2;1,12;3;2;1,12;3;2;1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,"sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",12,12,17.8,783
ZC3H15,0.0727940023,0.684750515304718,0,Q8WU90,Q8WU90,1,1,1,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,1,1,2.3,426
PPP1R13L,-0.2789718368,0.0705565687372063,0,Q8WUF5,Q8WUF5,2,2,2,RelA-associated inhibitor,PPP1R13L,sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4,2,2,3.1,828
NUP133,-0.819060241,0.0288292899827132,0,Q8WUM0,Q8WUM0,9,9,9,Nuclear pore complex protein Nup133,NUP133,sp|Q8WUM0|NU133_HUMAN Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2,9,9,13.8,1156
PSPC1,0.3368302779,0.386498401081621,0,Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,6;4,6;4,6;4,Paraspeckle component 1,PSPC1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,6,6,18.9,523
DDX1,-0.0343554403,0.808966071277403,0,Q92499;F1T0B3;A0A087X2G1,Q92499;F1T0B3;A0A087X2G1,18;17;17,18;17;17,18;17;17,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 O,18,18,37.3,740
H1FX,-0.4363750081,0.0767294781753307,0,Q92522,Q92522,8,8,8,Histone H1x,H1FX,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,8,8,37.6,213
CCT6B,-0.2364367747,0.0941963427389454,0,Q92526,Q92526,7,1,1,T-complex protein 1 subunit zeta-2,CCT6B,sp|Q92526|TCPW_HUMAN T-complex protein 1 subunit zeta-2 OS=Homo sapiens OX=9606 GN=CCT6B PE=1 SV=5,7,1,10.4,530
HSPH1,-0.0297325071,0.884197339342612,0,Q92598;R4GN69,Q92598,28;6,26;6,7;4,Heat shock protein 105 kDa,HSPH1,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,28,7,36.4,858
GCN1L1,0.0813677281,0.550118432274495,0,Q92616,Q92616,24,24,24,Translational activator GCN1,GCN1L1,sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,24,24,11.6,2671
HDAC2,-0.4302183962,0.0157004441736994,0,Q92769;H3BM24;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;E5RFI6,Q92769,11;5;3;3;3;3;3;3;2,11;5;3;3;3;3;3;3;2,5;2;0;0;0;0;0;0;0,Histone deacetylase 2,HDAC2,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,11,5,27.7,488
UFD1L,0.1155279487,0.364503834655663,0,Q92890;C9IZG3;C9J6N9,Q92890;C9IZG3,4;2;1,4;2;1,4;2;1,Ubiquitin fusion degradation protein 1 homolog,UFD1L,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3;tr|C9IZG3|C9IZG3_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 (Fragment) OS=Homo sapiens OX=9606,4,4,14.7,307
UPF1,0.0633526109,0.637714435912723,0,Q92900,Q92900,10,10,10,Regulator of nonsense transcripts 1,UPF1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,10,10,10.5,1129
