FBXW8_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
IL18,-0.0755201972,0.598558597555563,0,Q14116,Q14116,12,12,12,Interleukin-18,IL18,sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18 PE=1 SV=1,12,12,79.3,193
BOP1,0.1605473151,0.178717799806889,0,Q14137;A0A075B729,Q14137,11;3,11;3,11;3,Ribosome biogenesis protein BOP1,BOP1,sp|Q14137|BOP1_HUMAN Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,11,11,18,746
EIF3A,0.081192576,0.395535050770659,0,Q14152,Q14152,25,25,25,Eukaryotic translation initiation factor 3 subunit A,EIF3A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,25,25,21.5,1382
TTLL12,0.0455546557,0.820861850611567,0,Q14166,Q14166,5,5,5,Tubulin--tyrosine ligase-like protein 12,TTLL12,sp|Q14166|TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2,5,5,14.3,644
DPYSL3,-0.4210498738,0.0164906815609977,0,Q14195;H0YBT4;D6RF19;Q14117,Q14195,16;6;2;1,14;4;2;1,13;3;2;0,Dihydropyrimidinase-related protein 3,DPYSL3,sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,16,13,42.5,570
DYNC1H1,-0.3326096687,0.0167461076935133,0,Q14204;A0A2R8Y706;A0A2R8Y5T0;A0A2R8Y6H2;A0A2R8YFZ7;A0A2R8Y542;H0YJ21;A0A2R8Y6I5;A0A2R8YGC7,Q14204;A0A2R8Y706;A0A2R8Y5T0,44;29;24;19;18;15;8;4;4,44;29;24;19;18;15;8;4;4,44;29;24;19;18;15;8;4;4,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5;tr|A0A2R8Y706|A0A2R8Y706_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1;tr|A0A2R8Y5T0|A0A2R8Y5T0_HUMAN C,44,44,12.6,4646
EIF4A2,-0.8597493567,0.0030600586125238,0,Q14240;E7EQG2,Q14240;E7EQG2,18;16,5;3,5;3,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2,sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2;tr|E7EQG2|E7EQG2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=1,18,5,43.5,407
CTTN,-0.2578679962,0.0702698746562318,0,Q14247,Q14247,6,6,6,Src substrate cortactin,CTTN,sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,6,6,18.4,550
FLNC,1.2636113399,0.000843204981314522,1,Q14315,Q14315,64,59,58,Filamin-C,FLNC,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,64,58,27.8,2725
GNA13,-2.9934179869,4.96706451479509e-05,1,Q14344,Q14344,2,2,2,Guanine nucleotide-binding protein subunit alpha-13,GNA13,sp|Q14344|GNA13_HUMAN Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens OX=9606 GN=GNA13 PE=1 SV=2,2,2,8.5,377
GALE,-0.8171321689,0.000863577695519806,0,Q14376;Q5QPP3;Q5QPP1;Q5QPP4;Q5QPP9,Q14376;Q5QPP3;Q5QPP1;Q5QPP4,14;9;8;7;3,14;9;8;7;3,14;9;8;7;3,UDP-glucose 4-epimerase,GALE,sp|Q14376|GALE_HUMAN UDP-glucose 4-epimerase OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=2;tr|Q5QPP3|Q5QPP3_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=1;tr|Q5QPP1|Q5QPP1_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sap,14,14,74.7,348
RBM39,0.0417692776,0.743537181625342,0,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6;Q5QP23;Q5QP22,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6;Q5QP23,6;4;4;4;3;2,6;4;4;4;3;2,5;3;3;3;2;1,RNA-binding protein 39,RBM39,sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2;tr|A0A0U1RQH7|A0A0U1RQH7_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=1;tr|H0Y4X3|H0Y4X3_HUMAN RNA-binding protein 39 (Fragment) OS=,6,5,16.2,530
MCM6,-0.1369443403,0.364939786989929,0,Q14566,Q14566,25,25,25,DNA replication licensing factor MCM6,MCM6,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,25,25,36.2,821
USP10,-0.4334741612,0.0196784967218058,0,Q14694;H3BNL0;Q68D90;H3BNA1;H3BVF1;J3KT19,Q14694,3;1;1;1;1;1,3;1;1;1;1;1,3;1;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 10,USP10,sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,3,3,6.8,798
GANAB,-0.3476607631,0.037273511181008,0,Q14697;F5H6X6;E9PKU7;E9PNH1,Q14697;F5H6X6;E9PKU7,31;29;27;5,31;29;27;5,31;29;27;5,Neutral alpha-glucosidase AB,GANAB,sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3;tr|F5H6X6|F5H6X6_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1;tr|E9PKU7|E9PKU7_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens,31,31,48.2,944
MVP,-0.7058246382,0.00102772470618272,0,Q14764;H3BRL2;H3BQK6;H3BP76;H3BUK7;H3BNF6;H3BPZ2;H3BNF2;H3BUP3;H3BQE7,Q14764,32;6;6;5;5;5;2;2;2;2,32;6;6;5;5;5;2;2;2;2,32;6;6;5;5;5;2;2;2;2,Major vault protein,MVP,sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,32,32,45.7,893
LASP1,0.0293526128,0.821528009842779,0,Q14847;C9J9W2;F6S2S5;K7ESD6,Q14847;C9J9W2,9;7;2;1,9;7;2;1,9;7;2;1,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,9,9,37.5,261
KPNB1,0.0244824388,0.794540804070994,0,Q14974;J3KTM9;J3QR48;J3QKQ5;J3KS06,Q14974;J3KTM9,26;16;9;4;1,26;16;9;4;1,26;16;9;4;1,Importin subunit beta-1,KPNB1,sp|Q14974|IMB1_HUMAN Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2;tr|J3KTM9|J3KTM9_HUMAN Importin subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=1,26,26,33.6,876
PSMD6,0.4967264849,0.0885165931877202,0,Q15008;C9J7B7;C9J0E9,Q15008;C9J7B7;C9J0E9,4;2;2,4;2;2,4;2;2,26S proteasome non-ATPase regulatory subunit 6,PSMD6,sp|Q15008|PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1;tr|C9J7B7|C9J7B7_HUMAN 26S proteasome non-ATPase regulatory subunit 6 (Fragment) OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1;tr|C9J0E9|C9J0E9_HUM,4,4,13.1,389
SEPT2,-0.3059598334,0.0224917971433039,0,Q15019;B5MCX3;C9J2Q4;C9JB25;C9J938;H7C2Y0;H7C310;C9IZU3;C9IY94;C9JQJ4;C9JZI2;B5MD47;F8WB65;C9JFT1;A0A1B0GXJ2;C9JT15;C9JSE7;H7C1T1,Q15019;B5MCX3;C9J2Q4;C9JB25;C9J938;H7C2Y0,16;14;10;9;8;8;7;7;6;5;4;3;3;3;3;2;2;1,16;14;10;9;8;8;7;7;6;5;4;3;3;3;3;2;2;1,16;14;10;9;8;8;7;7;6;5;4;3;3;3;3;2;2;1,Septin-2,SEPT2,sp|Q15019|SEPT2_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|B5MCX3|B5MCX3_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|C9J2Q4|C9J2Q4_HUMAN Septin-2 (Fragment) OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|C9JB25|C9JB2,16,16,53.7,361
NCAPD2,-1.0403463933,0.192121390808589,0,Q15021;E7EN77,Q15021,3;1,3;1,3;1,Condensin complex subunit 1,NCAPD2,sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,3,3,3.2,1401
EFTUD2,-0.3287492055,0.0496155184700983,0,Q15029;K7EP67;K7EJ74,Q15029,18;6;4,16;4;2,16;4;2,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,18,16,21.4,972
KARS,0.0133320793,0.914130541575453,0,Q15046;H3BVA8;J3KRL2;H3BPV7;H3BRC9,Q15046,13;5;4;2;1,13;5;4;2;1,13;5;4;2;1,Lysine--tRNA ligase,KARS,sp|Q15046|SYK_HUMAN Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,13,13,25.3,597
EIF4H,-0.1069441592,0.29083351761336,0,Q15056,Q15056,5,5,5,Eukaryotic translation initiation factor 4H,EIF4H,sp|Q15056|IF4H_HUMAN Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,5,5,28.6,248
EEA1,-0.7455877007,0.0605284119357321,0,Q15075,Q15075,7,7,7,Early endosome antigen 1,EEA1,sp|Q15075|EEA1_HUMAN Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,7,7,6.1,1411
PDIA6,-0.2836168503,0.030392934985296,0,Q15084,Q15084,18,18,18,Protein disulfide-isomerase A6,PDIA6,sp|Q15084|PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,18,18,48,440
PAFAH1B3,-0.4765913517,0.00848054013237142,0,Q15102;M0R389;M0R1K3;M0QZT2;M0QXS6;M0R323,Q15102;M0R389;M0R1K3,12;8;6;5;4;4,12;8;6;5;4;4,12;8;6;5;4;4,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,sp|Q15102|PA1B3_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1;tr|M0R389|M0R389_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B,12,12,74.9,231
PLEC,0.4203092601,0.00672392379664982,0,Q15149;H0YDN1;E9PMV1;P58107;A0A075B730;E9PKG0;E9PQ28;E9PIA2;A0A5F9ZGX0,Q15149;H0YDN1,220;168;20;8;8;7;2;2;1,220;168;20;8;8;7;2;2;1,219;167;20;8;8;7;2;2;0,Plectin,PLEC,sp|Q15149|PLEC_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3;tr|H0YDN1|H0YDN1_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=9,220,219,49.7,4684
PPA1,0.1262441863,0.237733691349102,0,Q15181;Q5SQT6,Q15181;Q5SQT6,14;7,14;7,14;7,Inorganic pyrophosphatase,PPA1,sp|Q15181|IPYR_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2;tr|Q5SQT6|Q5SQT6_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=1,14,14,65.4,289
NONO,-0.1836887431,0.110546372565214,0,Q15233;C9JYS8;C9IZL7;H7C367;C9J4X2;C9JJ13,Q15233;C9JYS8;C9IZL7,26;16;15;10;6;2,26;16;15;10;6;2,24;16;13;8;6;2,Non-POU domain-containing octamer-binding protein,NONO,sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4;tr|C9JYS8|C9JYS8_HUMAN Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=8;tr|C9IZL7|C9IZL7_,26,24,52,471
QPRT,-0.7129093842,0.0133275694775354,0,Q15274;H3BP73,Q15274,7;1,7;1,7;1,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT,sp|Q15274|NADC_HUMAN Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens OX=9606 GN=QPRT PE=1 SV=3,7,7,24.6,297
RCN1,-0.4761134766,0.118366612279778,0,Q15293,Q15293,4,4,4,Reticulocalbin-1,RCN1,sp|Q15293|RCN1_HUMAN Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,4,4,14.2,331
PCBP1,-0.2784991052,0.0320535291313699,0,Q15365,Q15365,20,20,16,Poly(rC)-binding protein 1,PCBP1,sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,20,16,76.4,356
SF3B3,-0.3752037896,0.0168256599447557,0,Q15393;H3BMB0;I3L4G7,Q15393,31;1;1,31;1;1,31;1;1,Splicing factor 3B subunit 3,SF3B3,sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,31,31,29.4,1217
CNN3,0.278500576,0.0360624791485082,0,Q15417;E9PDU6,Q15417;E9PDU6,10;6,9;6,9;6,Calponin-3;Calponin,CNN3,sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1;tr|E9PDU6|E9PDU6_HUMAN Calponin (Fragment) OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,10,9,31,329
SAFB,1.6494540202,0.204927462590265,0,Q15424;K7ES42,Q15424,5;2,5;2,4;2,Scaffold attachment factor B1,SAFB,sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,5,4,7.9,915
SF3A2,0.6965594872,0.0016371474085701,0,Q15428;K7EMT0,Q15428,5;2,5;2,5;2,Splicing factor 3A subunit 2,SF3A2,sp|Q15428|SF3A2_HUMAN Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2,5,5,14.9,464
SF3A1,-0.0102927778,0.924236068246343,0,Q15459;F8WB66;H7C1L2,Q15459,10;1;1,10;1;1,10;1;1,Splicing factor 3A subunit 1,SF3A1,sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,10,10,14.2,793
TRIP13,0.1562943857,0.443081910391492,0,Q15645;H0YAL2,Q15645,3;1,3;1,3;1,Pachytene checkpoint protein 2 homolog,TRIP13,sp|Q15645|PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2,3,3,10.2,432
MAPRE1,0.1793617418,0.183559543986892,0,Q15691,Q15691,12,12,12,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,12,12,72.4,268
ELAVL1,0.009351178,0.934368003808437,0,Q15717;M0QZR9;M0R055,Q15717;M0QZR9,10;5;2,10;5;2,10;5;2,ELAV-like protein 1,ELAVL1,sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2;tr|M0QZR9|M0QZR9_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=1,10,10,44.2,326
MYLK,-0.4541074995,0.0104157106868824,0,Q15746,Q15746,1,1,1,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,"sp|Q15746|MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4",1,1,0.4,1914
TOMM34,0.1962575703,0.217771082531116,0,Q15785,Q15785,11,11,11,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,11,11,50.8,309
UBE2V2,-0.0035588118,0.97582097548051,0,Q15819;G3V113;H0YBP9,Q15819;G3V113;H0YBP9,5;4;3,2;1;1,2;1;1,Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4;tr|G3V113|G3V113_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=1;tr|H0YBP9|H0YBP9_HUMAN Ubiquitin-conjug,5,2,35.2,145
NEDD8;NEDD8-MDP1,0.2350397702,0.285262400554533,0,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,3;2;2;2;2,3;2;2;2;2,3;2;2;2;2,NEDD8,NEDD8;NEDD8-MDP1,sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1;tr|F8VSA6|F8VSA6_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=4 SV=1;tr|E9PS38|E9PS38_HUMAN NEDD8-MDP1 readthrough OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=4 SV=2;tr|S4R3E9|S4R3E9_HU,3,3,40.7,81
ZYX,0.444203961,0.102798007934206,0,Q15942;H0Y2Y8;C9IZ41;H7C3D3;H7C3R3,Q15942;H0Y2Y8;C9IZ41,6;5;3;2;1,6;5;3;2;1,6;5;3;2;1,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|C9IZ41|C9IZ41_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,6,6,17.8,572
ADRM1,0.2105786784,0.0847192868382649,0,Q16186;A0A087WUX6;A0A087WX59,Q16186;A0A087WUX6;A0A087WX59,3;2;2,3;2;2,3;2;2,Proteasomal ubiquitin receptor ADRM1,ADRM1,sp|Q16186|ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2;tr|A0A087WUX6|A0A087WUX6_HUMAN Proteasomal ubiquitin receptor ADRM1 (Fragment) OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=1;tr|A0A087WX59|A0A087WX59_HUMAN P,3,3,8.6,407
CCDC6,-0.3610772684,0.15669544056403,0,Q16204,Q16204,6,6,6,Coiled-coil domain-containing protein 6,CCDC6,sp|Q16204|CCDC6_HUMAN Coiled-coil domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CCDC6 PE=1 SV=2,6,6,28.3,474
UAP1,0.9371855192,0.016022136057315,0,Q16222,Q16222,6,6,5,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1,sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3,6,5,15.5,522
DDB1,-0.162828717,0.142064403984718,0,Q16531;F5GY55;F5H2L3;F5GWI0;F5GZY8;F5H198,Q16531;F5GY55,21;19;3;2;2;2,21;19;3;2;2;2,21;19;3;2;2;2,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,21,21,27.8,1140
MRPL23,-0.1134720648,0.626002159348353,0,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,4;3;3;3;2,4;3;3;3;2,4;3;3;3;2,"39S ribosomal protein L23, mitochondrial",MRPL23,"sp|Q16540|RM23_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A6NJD9|A6NJD9_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A8MVT4|A8MVT4_HUMAN 39S ribosomal prote",4,4,35.9,153
CDC37,0.1225071586,0.414857591794335,0,Q16543;K7EQA9;K7EKQ2;K7EL68;K7EIU0,Q16543;K7EQA9;K7EKQ2,7;5;4;2;1,7;5;4;2;1,7;5;4;2;1,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,7,7,24.9,378
FSCN1,0.1007116985,0.383647310395857,0,Q16658;C9JFC0;A0A0A0MSB2;C9JPH9,Q16658,30;5;5;4,30;5;5;4,30;5;5;4,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,30,30,65.5,493
DECR1,-0.8629935107,0.000419137667045309,0,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2;H0YAW3,Q16698;E5RJG7;E5RFV2,5;3;3;2;2;1,5;3;3;2;2;1,5;3;3;2;2;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",5,5,19.7,335
NDUFA5,0.0634383257,0.584076577149234,0,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5;A0A087WXR5,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5,4;3;3;3;2;1,4;3;3;3;2;1,4;3;3;3;2;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1;t,4,4,42.2,116
TST,-0.1996554383,0.28033917689041,0,Q16762;B1AH48,Q16762;B1AH48,2;1,2;1,2;1,Thiosulfate sulfurtransferase,TST,sp|Q16762|THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4;tr|B1AH48|B1AH48_HUMAN Thiosulfate sulfurtransferase (Fragment) OS=Homo sapiens OX=9606 GN=TST PE=1 SV=1,2,2,10.4,297
UPP1,-0.4394062955,0.050537592639424,0,Q16831;F8WD51;C9J486;C9JIP2;B4DND0;C9K0J2,Q16831;F8WD51;C9J486;C9JIP2;B4DND0,5;4;4;4;4;2,5;4;4;4;4;2,5;4;4;4;4;2,Uridine phosphorylase 1,UPP1,sp|Q16831|UPP1_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|F8WD51|F8WD51_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|C9J486|C9J486_HUMAN Uridine phosphorylase 1 (Fragment) OS=Homo sapiens OX=960,5,5,20.6,310
CDO1,0.3853589515,0.0206760451315529,0,Q16878,Q16878,2,2,2,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,2,2,21,200
HNRNPUL2;HNRNPUL2-BSCL2,-0.4119008812,0.0100407881783532,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,12;11,12;11,12;11,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,12,12,23.2,747
SMU1,-0.399397504,0.0403184529231305,0,Q2TAY7,Q2TAY7,6,6,6,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,6,6,13.8,513
