Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF17-N1,Intensity DCAF17-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q9Y6Y8;H7C4C4;H7C0V8;A0A0C4DH82,Q9Y6Y8,11;2;2;2,11;2;2;2,11;2;2;2,SEC23-interacting protein,SEC23IP,sp|Q9Y6Y8|S23IP_HUMAN SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP PE=1 SV=1,11,11,14.9,4.15692208665737,4.02835033526782,27.9859286869219,27.5101299592715
Q96B97;Q5JPT2;Q5VSN0,Q96B97;Q5JPT2,11;11;3,11;11;3,11;11;3,SH3 domain-containing kinase-binding protein 1,SH3KBP1,sp|Q96B97|SH3K1_HUMAN SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens OX=9606 GN=SH3KBP1 PE=1 SV=2;tr|Q5JPT2|Q5JPT2_HUMAN SH3 domain-containing kinase-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SH3KBP1 PE=1 SV=1,11,11,22.7,4.15692208665737,4.02835033526782,28.0635283922225,28.1336434043758
Q8TE77;A0A087WWG1;E9PIT5;C9JUG3;E9PMS1,Q8TE77;A0A087WWG1,11;7;5;3;1,11;7;5;3;1,11;7;5;3;1,Protein phosphatase Slingshot homolog 3,SSH3,sp|Q8TE77|SSH3_HUMAN Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2;tr|A0A087WWG1|A0A087WWG1_HUMAN Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=1,11,11,18.2,21.176699100736,20.5416190724307,27.4936583193252,27.1825301428574
O75410;E7EVI4;E7ET87;H0YAY0;E5RFM9;R4GMT7;H0YBT8;B4E3H6;E5RJU4;E5RJG6;A0A0C4DGD3;A0A0C4DGD5;H0Y9C3;Q4VXL4;D6RAA5;Q4VXL8,O75410;E7EVI4;E7ET87;H0YAY0;E5RFM9;R4GMT7,12;9;9;8;6;6;5;4;2;1;1;1;1;1;1;1,12;9;9;8;6;6;5;4;2;1;1;1;1;1;1;1,11;8;8;8;6;6;5;4;2;1;1;1;0;0;0;0,Transforming acidic coiled-coil-containing protein 1,TACC1,sp|O75410|TACC1_HUMAN Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=2;tr|E7EVI4|E7EVI4_HUMAN Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=1;tr|E7ET87|E7ET87_HU,12,11,20.1,4.15692208665737,4.02835033526782,27.6716191318588,27.3507703431729
Q9NYL9;H0YKU1;H0YNJ8;P28289,Q9NYL9;H0YKU1;H0YNJ8,11;6;6;1,11;6;6;1,11;6;6;1,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,11,11,39.8,4.15692208665737,4.02835033526782,27.4390460988411,27.6276319551701
Q68CZ2;E9PCX8;C9JHU5;Q63HR2;H0Y4U1;F8VV64,Q68CZ2;E9PCX8,12;7;4;1;1;1,12;7;4;1;1;1,11;7;4;0;0;0,Tensin-3,TNS3,sp|Q68CZ2|TENS3_HUMAN Tensin-3 OS=Homo sapiens OX=9606 GN=TNS3 PE=1 SV=2;tr|E9PCX8|E9PCX8_HUMAN Tensin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TNS3 PE=1 SV=8,12,11,13.9,4.15692208665737,4.02835033526782,27.2777276794828,27.0218927451962
Q12792;F8VS81;F8W1Q9;F8VRG3,Q12792;F8VS81,13;9;3;2,11;7;2;2,11;7;2;2,Twinfilin-1,TWF1,sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3;tr|F8VS81|F8VS81_HUMAN Twinfilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=1,13,11,49.4,4.15692208665737,4.02835033526782,27.9585898839464,27.7837547248296
Q9C0C9;K7EQ12,Q9C0C9,32;5,32;5,11;5,E2/E3 hybrid ubiquitin-protein ligase UBE2O,UBE2O,sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3,32,11,36.6,4.15692208665737,4.02835033526782,30.3532126633724,30.0169082386815
Q8NE71;H0YGW7;A0A0G2JIC2;Q5STZ8,Q8NE71;H0YGW7,12;10;3;3,12;10;3;3,12;10;3;3,ATP-binding cassette sub-family F member 1,ABCF1,sp|Q8NE71|ABCF1_HUMAN ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2;tr|H0YGW7|H0YGW7_HUMAN ATP-binding cassette sub-family F member 1 (Fragment) OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=1,12,12,18.2,4.15692208665737,4.02835033526782,27.8178138553662,27.777936515309
Q9H1A4;H0Y564;F8WAS1;A0A2R8YF63,Q9H1A4;H0Y564,12;7;1;1,12;7;1;1,12;7;1;1,Anaphase-promoting complex subunit 1,ANAPC1,sp|Q9H1A4|APC1_HUMAN Anaphase-promoting complex subunit 1 OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1;tr|H0Y564|H0Y564_HUMAN Anaphase-promoting complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1,12,12,7.8,4.15692208665737,4.02835033526782,26.9828318992247,25.8544086356758
Q9UJX5;D6RAP6;D6RFM7,Q9UJX5,12;3;2,12;3;2,12;3;2,Anaphase-promoting complex subunit 4,ANAPC4,sp|Q9UJX5|APC4_HUMAN Anaphase-promoting complex subunit 4 OS=Homo sapiens OX=9606 GN=ANAPC4 PE=1 SV=2,12,12,20.4,4.15692208665737,4.02835033526782,27.4883811401795,26.992480618912
Q5T5U3;A0A1B0GV73;A0A087WW76;A0A452Q6Z5;E7ESW5;A0A1B0GTZ9;Q5JSD8;H0Y468;A0A1B0GW11;H0Y5T2,Q5T5U3;A0A1B0GV73;A0A087WW76;A0A452Q6Z5;E7ESW5;A0A1B0GTZ9,12;10;9;9;7;6;4;2;1;1,12;10;9;9;7;6;4;2;1;1,12;10;9;9;7;6;4;2;1;1,Rho GTPase-activating protein 21,ARHGAP21,sp|Q5T5U3|RHG21_HUMAN Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=2;tr|A0A1B0GV73|A0A1B0GV73_HUMAN Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=1;tr|A0A087WW76|A0A087WW76_HUMAN Rho GTPase-act,12,12,7.6,4.15692208665737,4.02835033526782,26.8356913460965,26.8931918976111
Q2TAZ0;H7C3T2,Q2TAZ0;H7C3T2,13;11,12;10,12;10,Autophagy-related protein 2 homolog A,ATG2A,sp|Q2TAZ0|ATG2A_HUMAN Autophagy-related protein 2 homolog A OS=Homo sapiens OX=9606 GN=ATG2A PE=1 SV=3;tr|H7C3T2|H7C3T2_HUMAN Autophagy-related protein 2 homolog A (Fragment) OS=Homo sapiens OX=9606 GN=ATG2A PE=1 SV=1,13,12,8.2,4.15692208665737,4.02835033526782,27.0009914831742,26.2951426754925
Q9UHD1;E9PHZ2;E9PPQ5;E9PIZ4;E9PSD5;E9PL00;E9PIF7,Q9UHD1;E9PHZ2,12;6;5;4;4;2;1,12;6;5;4;4;2;1,12;6;5;4;4;2;1,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2;tr|E9PHZ2|E9PHZ2_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=1,12,12,47.6,24.00062542595,22.4553563208475,28.9508534917583,29.0324148467905
Q8IZD4;F5GZK9;F5H4R4;B4DVJ6,Q8IZD4;F5GZK9,12;7;4;4,12;7;4;4,12;7;4;4,mRNA-decapping enzyme 1B,DCP1B,sp|Q8IZD4|DCP1B_HUMAN mRNA-decapping enzyme 1B OS=Homo sapiens OX=9606 GN=DCP1B PE=1 SV=2;tr|F5GZK9|F5GZK9_HUMAN mRNA-decapping enzyme 1B OS=Homo sapiens OX=9606 GN=DCP1B PE=1 SV=1,12,12,29.5,4.15692208665737,4.02835033526782,28.6467412358221,28.4357519559705
P68104;Q5VTE0;A0A087WVQ9;A0A087WV01;A6PW80;Q5JR01,P68104;Q5VTE0;A0A087WVQ9;A0A087WV01,20;19;18;15;5;5,20;19;18;15;5;5,12;11;12;9;2;2,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;tr|A0A087WVQ9|A0A087WVQ9_HUMAN Elongation factor 1-a,20,12,57.6,28.1372152207527,26.8183625592995,32.4771364129888,32.439957604247
P55884;C9JZG1;C9JQN7,P55884;C9JZG1,12;6;3,12;6;3,12;6;3,Eukaryotic translation initiation factor 3 subunit B,EIF3B,sp|P55884|EIF3B_HUMAN Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=3;tr|C9JZG1|C9JZG1_HUMAN Eukaryotic translation initiation factor 3 subunit B (Fragment) OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=1,12,12,20.1,4.15692208665737,4.02835033526782,27.3390063023534,27.0199858194717
P60842;J3KT12;J3QS69;J3KTB5;J3QL43;J3QR64;J3KSZ0;E7EQG2;J3QLN6;Q14240;J3KS25;J3QKZ9;J3KTN0;J3KSN7;J3KT04;E7EMV8;J3KS93;P38919;F8WE11;E9PBH4;J3QQP0;I3L3H2;J3QL52,P60842;J3KT12;J3QS69;J3KTB5;J3QL43;J3QR64;J3KSZ0;E7EQG2;J3QLN6;Q14240,12;10;9;9;8;7;7;6;6;6;5;5;4;2;2;2;2;1;1;1;1;1;1,12;10;9;9;8;7;7;6;6;6;5;5;4;2;2;2;2;1;1;1;1;1;1,12;10;9;9;8;7;7;6;6;6;5;5;4;2;2;2;2;1;1;1;1;1;1,"Eukaryotic initiation factor 4A-I;Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A1;EIF4A2,sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1;tr|J3KT12|J3KT12_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1;tr|J3QS69|J3QS69_HUMAN Eukaryotic initiation factor 4A-,12,12,35.0,24.9242916886076,24.4827667543998,27.8214679458187,27.5976860307135
Q8N3X1;F5GXL1,Q8N3X1,12;2,12;2,12;2,Formin-binding protein 4,FNBP4,sp|Q8N3X1|FNBP4_HUMAN Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3,12,12,14.9,4.15692208665737,4.02835033526782,27.962952737128,27.9667525659425
Q8IY81,Q8IY81,12,12,12,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,12,12,22.8,4.15692208665737,4.02835033526782,28.733341585393,28.6043121177538
P19367;P52789;B1AR62;E9PB90;Q2TB90;P52790,P19367,12;3;3;3;2;1,12;3;3;3;2;1,12;3;3;3;2;1,Hexokinase-1,HK1,sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,12,12,14.0,4.15692208665737,4.02835033526782,27.1644211611045,27.0897237938269
P52272;A0A087X0X3;M0R019;M0R2T0;M0R2I7;M0QYQ7;M0R0N3;M0R0Y6;M0QY96;M0QYL3,P52272;A0A087X0X3,28;28;12;11;9;9;9;5;5;4,28;28;12;11;9;9;9;5;5;4,12;12;8;7;3;6;6;5;3;0,Heterogeneous nuclear ribonucleoprotein M,HNRNPM,sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3;tr|A0A087X0X3|A0A087X0X3_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1,28,12,42.6,4.15692208665737,4.02835033526782,29.8557575514628,29.6541541303354
P07900;G3V2J8;Q14568;Q58FF6;Q58FG0;Q58FG1,P07900,26;11;6;5;3;1,12;5;2;0;1;0,12;5;2;0;1;0,Heat shock protein HSP 90-alpha,HSP90AA1,sp|P07900|HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,26,12,28.7,23.5422750006096,22.016177144642,27.189144987279,27.6996867139116
Q12906;K7EQR9;K7EKJ9;K7ERM6;K7ENK6;K7EM82;K7EJ09;K7ER69;K7EQ75,Q12906,15;4;4;2;2;2;2;2;1,15;4;4;2;2;2;2;2;1,12;4;4;2;2;2;2;2;1,Interleukin enhancer-binding factor 3,ILF3,sp|Q12906|ILF3_HUMAN Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,15,12,17.4,4.15692208665737,4.02835033526782,28.5129951432149,28.1571616376084
P52732,P52732,12,12,12,Kinesin-like protein KIF11,KIF11,sp|P52732|KIF11_HUMAN Kinesin-like protein KIF11 OS=Homo sapiens OX=9606 GN=KIF11 PE=1 SV=2,12,12,13.9,4.15692208665737,4.02835033526782,26.8876252217366,27.1205035214227
G3V2E7;G3V5R9;E7EVH7;G3V3H3;Q07866;F8W6L3;G5E9S8;H0YG16;G3V2P7;H0YJL0;H0YJT3;H0YJU9;Q9NSK0;C9J8T5;H7C4M1;C9JZE5;H0YGB8,G3V2E7;G3V5R9;E7EVH7;G3V3H3;Q07866;F8W6L3;G5E9S8,19;19;19;19;19;19;18;4;3;3;3;3;2;1;1;1;1,19;19;19;19;19;19;18;4;3;3;3;3;2;1;1;1;1,12;12;12;12;12;12;12;4;3;3;3;3;0;0;0;0;1,Kinesin light chain 1,KLC1,tr|G3V2E7|G3V2E7_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=1;tr|G3V5R9|G3V5R9_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=1;tr|E7EVH7|E7EVH7_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 PE=3 SV=1;tr|G3V3H3,19,12,40.5,4.15692208665737,4.02835033526782,28.9190884061098,28.5591389310865
Q93052;C9JUT4;A0A087WZF1;C9JXK9;C9JIY7;C9JT42;C9J3U9;C9J1K7;C9J5C8;C9J4E3;C9JE51;C9J2R5,Q93052;C9JUT4;A0A087WZF1;C9JXK9,12;10;10;6;4;4;4;4;4;4;3;3,12;10;10;6;4;4;4;4;4;4;3;3,12;10;10;6;4;4;4;4;4;4;3;3,Lipoma-preferred partner,LPP,"sp|Q93052|LPP_HUMAN Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|C9JUT4|C9JUT4_HUMAN LIM domain containing preferred translocation partner in lipoma, isoform CRA_e OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|A0A087WZF1|A0A087WZF1_HU",12,12,28.9,4.15692208665737,4.02835033526782,28.5304771247704,28.6884917734133
E7EVA0;B5MEG9;H7C456;H0Y2V1;F8W9U4;A0A0J9YVV8;A0A0J9YW37,E7EVA0,72;19;13;12;11;4;4,72;19;13;12;11;4;4,12;3;0;0;0;0;0,Microtubule-associated protein,MAP4,tr|E7EVA0|E7EVA0_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=1,72,12,36.9,25.4026909833827,24.4484031966344,35.0692802083397,34.8344147063881
Q9Y4K4;G3V4T8;G3V3V7;G3V4Q4;G3V5C6,Q9Y4K4,12;3;2;2;2,12;3;2;2;2,12;3;2;2;2,Mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5,sp|Q9Y4K4|M4K5_HUMAN Mitogen-activated protein kinase kinase kinase kinase 5 OS=Homo sapiens OX=9606 GN=MAP4K5 PE=1 SV=2,12,12,21.6,4.15692208665737,4.02835033526782,27.9859286869219,27.4460064831535
P33991;A0A3B3IU45;E5RG31;A0A3B3IT92;A0A3B3ITP6;A0A3B3IS57;A0A3B3IRR8,P33991;A0A3B3IU45;E5RG31;A0A3B3IT92;A0A3B3ITP6;A0A3B3IS57,12;12;11;11;10;10;2,12;12;11;11;10;10;2,12;12;11;11;10;10;2,DNA replication licensing factor MCM4,MCM4,sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5;tr|A0A3B3IU45|A0A3B3IU45_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=1;tr|E5RG31|E5RG31_HUMAN DNA replication licensing factor MCM4 (Fragmen,12,12,18.2,4.15692208665737,4.02835033526782,27.7776857426609,26.281676802067
P26038;V9GZ54,P26038,19;5,13;3,12;3,Moesin,MSN,sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,19,12,29.1,4.15692208665737,4.02835033526782,26.9829406710452,27.462872044217
Q15003;E9PHA2;C9J470;H7C415;C9JZP1,Q15003;E9PHA2;C9J470,12;12;9;3;3,12;12;9;3;3,12;12;9;3;3,Condensin complex subunit 2,NCAPH,sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=3;tr|E9PHA2|E9PHA2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=1;tr|C9J470|C9J470_HUMAN Condensin complex subunit 2 (Fragment) OS=Homo,12,12,21.1,4.15692208665737,4.02835033526782,27.9455332283065,27.7632558364073
P46459;I3L0N3;I3L2G1;I3L0L3;K7EQD6;I3L338;I3L4Q9,P46459;I3L0N3,12;12;2;2;2;1;1,12;12;2;2;2;1;1,12;12;2;2;2;1;1,Vesicle-fusing ATPase,NSF,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,12,12,20.2,4.15692208665737,4.02835033526782,27.3666970668755,27.3959101020853
Q86TB9,Q86TB9,12,12,12,Protein PAT1 homolog 1,PATL1,sp|Q86TB9|PATL1_HUMAN Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2,12,12,20.5,4.15692208665737,4.02835033526782,27.2115969259348,27.1515114832783
Q6NYC8;A0A0G2JHC2,Q6NYC8;A0A0G2JHC2,12;12,12;12,12;12,Phostensin,PPP1R18,sp|Q6NYC8|PPR18_HUMAN Phostensin OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1;tr|A0A0G2JHC2|A0A0G2JHC2_HUMAN PPP1R18 OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1,12,12,30.8,4.15692208665737,4.02835033526782,28.4651319175387,27.4076261650017
P13861;H7C1L0;H7C330;P31323;C9J830;H7C4A9,P13861;H7C1L0,12;6;4;2;2;1,12;6;4;2;2;1,12;6;4;2;2;1,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2;tr|H7C1L0|H7C1L0_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit (Fragment) OS=Homo sapiens OX=9606 GN=PRK,12,12,41.6,4.15692208665737,4.02835033526782,27.6480793997746,27.5375665495567
Q9NVM4;H3BNC0;H3BPZ8;H3BSS9;H3BRD3;H3BNS2;H3BRQ9;H3BTY1,Q9NVM4;H3BNC0,12;10;5;3;2;2;2;1,12;10;5;3;2;2;2;1,12;10;5;3;2;2;2;1,Protein arginine N-methyltransferase 7,PRMT7,sp|Q9NVM4|ANM7_HUMAN Protein arginine N-methyltransferase 7 OS=Homo sapiens OX=9606 GN=PRMT7 PE=1 SV=1;tr|H3BNC0|H3BNC0_HUMAN Protein arginine N-methyltransferase 7 OS=Homo sapiens OX=9606 GN=PRMT7 PE=1 SV=1,12,12,26.7,4.15692208665737,4.02835033526782,28.3436302608953,27.9387079947381
Q05397;H0YBP1;E7ESA6;H0YBZ1;H0YB16;E9PEI4;B4DWJ1;E5RHD8;E5RGA6;E5RH01;E5RG66;E5RI72;E5RI03;E5RFW9;H0YB99;E5RJI4;E5RIK4;E5RG80;E5RJQ2;E5RG54;Q14289;E5RH48;H0YAS0;E5RJP0;H0YB33,Q05397;H0YBP1;E7ESA6;H0YBZ1;H0YB16;E9PEI4,12;12;12;10;10;9;5;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1,12;12;12;10;10;9;5;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1,12;12;12;10;10;9;5;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1,Focal adhesion kinase 1,PTK2,sp|Q05397|FAK1_HUMAN Focal adhesion kinase 1 OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=2;tr|H0YBP1|H0YBP1_HUMAN Focal adhesion kinase 1 (Fragment) OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=1;tr|E7ESA6|E7ESA6_HUMAN Focal adhesion kinase 1 OS=Homo sapiens OX=960,12,12,15.2,4.15692208665737,4.02835033526782,27.6751912453918,27.3276595397185
P04843;B7Z4L4;F8WF32,P04843;B7Z4L4,12;7;3,12;7;3,12;7;3,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,sp|P04843|RPN1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1;tr|B7Z4L4|B7Z4L4_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606,12,12,27.0,4.15692208665737,4.02835033526782,27.1464704794849,26.9681817933813
Q9P2E9;A0A087WVV2;F8W7S5;A0A087WU26;Q8N4C6;V9GY78;H0YDJ4;H9KV85;E9PN67;C9J066,Q9P2E9;A0A087WVV2;F8W7S5,12;12;10;3;1;1;1;1;1;1,12;12;10;3;1;1;1;1;1;1,12;12;10;3;1;1;1;1;1;1,Ribosome-binding protein 1,RRBP1,sp|Q9P2E9|RRBP1_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5;tr|A0A087WVV2|A0A087WVV2_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=1;tr|F8W7S5|F8W7S5_HUMAN Ribosome-binding protein 1 OS=Homo sapie,12,12,11.4,4.15692208665737,4.02835033526782,27.2583575618161,27.1756945126079
O95197,O95197,12,12,12,Reticulon-3,RTN3,sp|O95197|RTN3_HUMAN Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3 PE=1 SV=2,12,12,16.2,4.15692208665737,4.02835033526782,27.8187891847926,27.4081122755384
Q15637;F8WEV5;C9J792,Q15637,14;4;2,14;4;2,12;4;2,Splicing factor 1,SF1,sp|Q15637|SF01_HUMAN Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4,14,12,30.7,4.15692208665737,4.02835033526782,30.3689045196256,30.2787469857731
A0A494C1M0;A0A0U1RQE4;Q5HYK7;A0A0U1RQN2,A0A494C1M0;A0A0U1RQE4;Q5HYK7,12;12;11;1,12;12;11;1,12;12;11;1,SH3 domain-containing protein 19,SH3D19,tr|A0A494C1M0|A0A494C1M0_HUMAN SH3 domain-containing protein 19 OS=Homo sapiens OX=9606 GN=SH3D19 PE=1 SV=1;tr|A0A0U1RQE4|A0A0U1RQE4_HUMAN SH3 domain-containing protein 19 OS=Homo sapiens OX=9606 GN=SH3D19 PE=1 SV=1;sp|Q5HYK7|SH319_HUMAN SH3 domain-contain,12,12,11.9,4.15692208665737,4.02835033526782,26.9127362364299,26.5764342923321
Q9Y5X1;A0A087WVE4;A0A087WZW2,Q9Y5X1,12;1;1,12;1;1,12;1;1,Sorting nexin-9,SNX9,sp|Q9Y5X1|SNX9_HUMAN Sorting nexin-9 OS=Homo sapiens OX=9606 GN=SNX9 PE=1 SV=1,12,12,30.8,4.15692208665737,4.02835033526782,27.8854739844503,28.4008033629918
Q8NEF9,Q8NEF9,12,12,12,Serum response factor-binding protein 1,SRFBP1,sp|Q8NEF9|SRFB1_HUMAN Serum response factor-binding protein 1 OS=Homo sapiens OX=9606 GN=SRFBP1 PE=1 SV=1,12,12,31.9,22.8260953395816,22.3312250293515,27.6821080826787,27.6777469502956
P61011;G3V4F7;G3V480,P61011;G3V4F7,12;10;2,12;10;2,12;10;2,Signal recognition particle 54 kDa protein,SRP54,sp|P61011|SRP54_HUMAN Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1;tr|G3V4F7|G3V4F7_HUMAN Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1,12,12,26.6,4.15692208665737,4.02835033526782,27.464041386167,27.3863202409199
P05455;E7ERC4;E9PGX9;E9PFL9,P05455;E7ERC4;E9PGX9,12;7;6;4,12;7;6;4,12;7;6;4,Lupus La protein,SSB,sp|P05455|LA_HUMAN Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2;tr|E7ERC4|E7ERC4_HUMAN Lupus La protein (Fragment) OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=1;tr|E9PGX9|E9PGX9_HUMAN Lupus La protein (Fragment) OS=Homo sapiens OX=9606 GN=SSB PE=1,12,12,33.3,4.15692208665737,4.02835033526782,27.7205804675176,27.5983961582337
Q8WVM7;Q68DW7;H7C595,Q8WVM7;Q68DW7,16;14;1,16;14;1,12;11;1,Cohesin subunit SA-1,STAG1;DKFZp781D1416,sp|Q8WVM7|STAG1_HUMAN Cohesin subunit SA-1 OS=Homo sapiens OX=9606 GN=STAG1 PE=1 SV=3;tr|Q68DW7|Q68DW7_HUMAN Cohesin subunit SA-1 OS=Homo sapiens OX=9606 GN=STAG1 PE=1 SV=1,16,12,16.1,4.15692208665737,4.02835033526782,28.0322834645685,27.4861574210018
