Gene_names,GRWD1_vs_BirA_logFC,GRWD1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_GRWD1_N1,Peptides_GRWD1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_GRWD1_N1,Razor___unique_peptides_GRWD1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_GRWD1_N1,Unique_peptides_GRWD1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_GRWD1_N1,Identification_type_GRWD1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_GRWD1_N1,Ratio_H_L_GRWD1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_GRWD1_N1,Ratio_H_L_normalized_GRWD1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____GRWD1_N1,Ratio_H_L_variability_____GRWD1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_GRWD1_N1,Ratio_H_L_count_GRWD1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_GRWD1_N1,Ratio_H_L_iso_count_GRWD1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_GRWD1_N1,Ratio_H_L_type_GRWD1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_GRWD1_N1____,Sequence_coverage_GRWD1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_GRWD1_N1,Intensity_L_GRWD1_N1,Intensity_H_GRWD1_N1,Intensity_GRWD1_N2,Intensity_L_GRWD1_N2,Intensity_H_GRWD1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_GRWD1_N1,metacell_Intensity_L_GRWD1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
GRHPR,-0.277626900659261,0.575523319408242,Q9UBQ7;U3KQ56,Q9UBQ7;U3KQ56,9;7,9;7,9;7,Glyoxylate reductase/hydroxypyruvate reductase,sp|Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1;tr|U3KQ56|U3KQ56_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1,2,9,9,9,7,6,5,6,7,6,5,6,7,6,5,6,46.6,46.6,46.6,35.668,328,328;358,0.0,17.306,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41572,1.0907,31.013,23,6,Leave out requantified,0.31094,0.41572,0.41691,0.32842,1.1152,1.1406,0.90807,0.72636,25.093,33.286,43.669,45.839,7,5,6,5,2,0,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,38.7,31.7,25.6,28.4,1431600000,977290000,454340000,397260000,288920000,108340000,232690000,160910000,71780000,567580000,378350000,189230000,234100000,149110000,84990000,,,,2543,60;4572;5495;6035;6683;10889;11370;11893;12660,True;True;True;True;True;True;True;True;True,64;5339;6474;7217;7975;12944;13486;14092;14992,141;142;14035;14036;14037;17101;17102;17103;17104;19108;19109;19110;19111;21170;21171;21172;21173;34393;34394;35761;35762;35763;35764;37372;39617,231;28581;28582;28583;28584;28585;34787;34788;34789;34790;34791;34792;34793;34794;34795;39146;39147;39148;39149;39150;39151;43486;43487;43488;43489;43490;43491;43492;69832;72583;72584;72585;72586;72587;72588;72589;72590;72591;72592;72593;75982;80285,231;28582;34788;39147;43490;69832;72593;75982;80285,,,,,-1;-1,protein_2544,quanti,quanti,quanti,quanti
CTSZ,-0.645311367829549,0.0729489298417974,Q9UBR2,Q9UBR2,3,3,3,Cathepsin Z,sp|Q9UBR2|CATZ_HUMAN Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1,1,3,3,3,2,2,2,1,2,2,2,1,2,2,2,1,11.9,11.9,11.9,33.868,303,303,0.0,5.5767,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.74416,2.0367,15.466,7,2,Leave out requantified,0.69872,0.99595,0.76775,0.93495,2.1574,2.6538,1.551,2.0249,23.608,8.6602,16.188,,2,2,2,1,0,1,1,0,Median,Median,Median,Median,8.6,8.6,7.3,4.0,284290000,150740000,133550000,61520000,38597000,22922000,85940000,38369000,47572000,97461000,53659000,43802000,39370000,20117000,19253000,,,,2544,11870;11914;15825,True;True;True,14062;14114;18633,37295;37296;37424;37425;37426;37427;49352,75804;75805;75806;76064;76065;76066;76067;76068;76069;76070;76071;100670,75806;76071;100670,,,,,-1,protein_2545,quanti,quanti,quanti,quanti
UBA2,-0.277930059578456,0.358723718014298,Q9UBT2;K7EPL2;U3KQ55;U3KQ93;K7ESK7,Q9UBT2;K7EPL2,6;5;1;1;1,6;5;1;1;1,5;4;0;1;1,SUMO-activating enzyme subunit 2,sp|Q9UBT2|SAE2_HUMAN SUMO-activating enzyme subunit 2 OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2;tr|K7EPL2|K7EPL2_HUMAN SUMO-activating enzyme subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2,5,6,6,5,3,3,3,2,3,3,3,2,2,3,3,2,12.7,12.7,10.3,71.223,640,640;262;54;166;215,0.0,6.3485,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33586,0.6409,22.968,10,4,Leave out requantified,0.33586,0.34181,0.37725,0.33829,0.95103,0.79008,0.72616,0.67378,30.879,30.474,21.196,9.0418,3,2,3,2,2,1,1,0,Median,Median,Median,Median,5.6,6.6,7.0,4.7,284310000,205200000,79116000,70369000,50945000,19424000,59093000,43845000,15249000,104250000,73588000,30666000,50597000,36819000,13777000,,,,2545,1468;3430;5581;9950;11899;16398,True;True;True;True;True;True,1716;4002;6585;11849;14099;19355,4711;4712;4713;10605;10606;17388;31560;31561;37387;37388;51437,9811;9812;9813;9814;9815;9816;9817;21574;21575;35432;35433;64171;64172;76002;76003;105150;105151,9816;21574;35432;64172;76002;105150,,,,,-1;-1;-1;-1;-1,protein_2546,quanti,quanti,quanti,quanti
NDRG3,1.08649025593799,0.0286978934530963,Q9UGV2;F8WBF9;Q5TH30;Q5TH29,Q9UGV2;F8WBF9;Q5TH30,3;2;2;1,3;2;2;1,3;2;2;1,Protein NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 ",4,3,3,3,1,1,2,3,1,1,2,3,1,1,2,3,11.5,11.5,11.5,41.408,375,375;280;388;187,0.00063171,3.082,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.55882,1.2206,10.695,7,0,Leave out requantified,0.35357,0.5324,0.60149,0.55882,1.1082,1.3625,1.2579,1.1551,,,3.5318,14.178,1,1,2,3,0,0,0,0,Median,Median,Median,Leave out requantified,2.7,2.7,7.2,11.5,298170000,183150000,115020000,31822000,22902000,8919600,40603000,24642000,15961000,128340000,75482000,52853000,97410000,60121000,37290000,,,,2548,5244;9641;17384,True;True;True,6186;11508;20505,16403;16404;30695;30696;30697;30698;54419,33574;33575;33576;62559;62560;62561;62562;62563;62564;62565;62566;62567;62568;111307,33574;62559;111307,,,,,-1;-1;-1;-1,protein_2549,quanti,quanti,quanti,quanti
LIMA1,2.71748847337365,0.00315144317720647,Q9UHB6;F8VQE1;F8VS07;F8VRN8;F8VVQ7;F8VTU2,Q9UHB6;F8VQE1;F8VS07,12;11;10;3;1;1,12;11;10;3;1;1,12;11;10;3;1;1,LIM domain and actin-binding protein 1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,6,12,12,12,1,2,11,7,1,2,11,7,1,2,11,7,20.6,20.6,20.6,85.225,759,759;598;456;388;111;130,0.0,44.308,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.65811,1.4066,68.942,19,2,Leave out requantified,0.32776,0.4039,0.67221,0.74626,1.1298,1.0765,1.3898,1.6129,,8.1463,72.939,10.127,1,2,10,6,1,0,1,0,Median,Median,Leave out requantified,Leave out requantified,1.4,4.0,20.2,12.4,1889000000,1146700000,742310000,48826000,34237000,14589000,104810000,73901000,30913000,1285400000,792140000,493230000,449970000,246390000,203580000,,,,2551,3460;7092;7457;9189;10017;13591;13826;13902;13903;13913;15915;17759,True;True;True;True;True;True;True;True;True;True;True;True,4039;8447;8867;10996;11925;16050;16308;16393;16394;16404;18738;20942,10692;22406;23513;23514;29384;29385;31727;31728;42460;42461;43112;43359;43360;43361;43381;49634;49635;49636;49637;55502;55503,21803;45874;48265;48266;48267;59963;59964;59965;59966;59967;59968;59969;59970;64501;64502;64503;64504;64505;64506;64507;64508;86102;86103;86104;86105;86106;86107;87403;87886;87887;87888;87889;87890;87891;87892;87893;87894;87926;101239;101240;101241;101242;101243;101244;101245;101246;101247;101248;101249;101250;101251;113538;113539,21803;45874;48265;59966;64501;86107;87403;87887;87894;87926;101240;113538,,,,,-1;-1;-1;-1;-1;-1,protein_2552,quanti,quanti,quanti,quanti
SRP68,-1.5080184695436,0.131288331850644,Q9UHB9,Q9UHB9,7,7,7,Signal recognition particle subunit SRP68,sp|Q9UHB9|SRP68_HUMAN Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2,1,7,7,7,4,4,1,3,4,4,1,3,4,4,1,3,16.9,16.9,16.9,70.729,627,627,0.0,5.985,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42024,0.86723,16.243,11,2,Leave out requantified,0.33417,0.43382,0.49222,0.59867,0.91629,0.85725,0.96863,1.1861,11.051,24.47,,18.131,3,4,1,3,0,1,0,1,Leave out requantified,Leave out requantified,Median,Median,10.2,11.3,2.1,6.5,264060000,175460000,88600000,57075000,41158000,15917000,118600000,77572000,41030000,29714000,18323000,11391000,58671000,38409000,20262000,,,,2552,1004;2182;3715;4856;8347;13175;17324,True;True;True;True;True;True;True,1153;2551;4332;5692;9992;15574;20438,3107;6984;11406;11407;14959;14960;26528;26529;41155;54254;54255;54256,6339;14534;23239;23240;30613;54148;83402;110991;110992;110993;110994;110995,6339;14534;23240;30613;54148;83402;110993,,,,,-1,protein_2553,quanti,quanti,quanti,quanti
CHORDC1,1.51727636053728,0.00689505341329124,Q9UHD1;E9PHZ2;E9PIZ4;E9PSD5;E9PPQ5;E9PL00;E9PIF7,Q9UHD1;E9PHZ2,12;9;3;3;3;1;1,12;9;3;3;3;1;1,12;9;3;3;3;1;1,Cysteine and histidine-rich domain-containing protein 1,sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2;tr|E9PHZ2|E9PHZ2_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=1,7,12,12,12,3,1,9,7,3,1,9,7,3,1,9,7,37.0,37.0,37.0,37.489,332,332;144;116;120;184;39;117,0.0,20.908,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.65618,1.4093,32.673,20,3,Leave out requantified,0.18114,0.28141,0.6509,0.7079,0.65509,0.82415,1.4054,1.5287,39.021,,24.423,36.109,3,1,9,7,2,0,1,0,Median,Median,Leave out requantified,Leave out requantified,16.0,4.8,28.6,18.7,1272400000,783150000,489240000,108080000,86465000,21618000,93201000,68258000,24944000,745100000,426010000,319100000,326010000,202420000,123580000,,,,2553,1208;4126;7530;10438;10439;11845;12769;14310;14311;15104;15168;16953,True;True;True;True;True;True;True;True;True;True;True;True,1403;4812;8947;12434;12435;14035;15111;16848;16849;17786;17856;20012,3790;3791;12636;23720;23721;23722;23723;33132;33133;33134;33135;37220;39913;44595;44596;44597;46999;47000;47169;53157,7643;7644;7645;7646;7647;7648;25660;48692;48693;48694;48695;48696;48697;48698;48699;48700;48701;48702;67332;67333;67334;67335;67336;67337;67338;67339;67340;67341;75640;80879;90401;90402;90403;90404;90405;90406;90407;95530;95829;95830;95831;95832;95833;108816,7645;25660;48701;67333;67337;75640;80879;90402;90407;95530;95833;108816,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2554,quanti,quanti,quanti,quanti
SEPT9,-0.788788781277937,0.0503254446872027,Q9UHD8;K7EL40;K7EK18;K7ENL0;K7ER52;K7EQD7;K7EIE4;K7EPY1;K7EJV0;K7ELJ9;K7EJZ2;K7EJ51;K7ER14;K7EIR4;K7ENQ5;K7EJL9;K7EN52;K7EKN4;K7ER34,Q9UHD8,23;10;8;7;6;6;6;5;5;4;4;4;4;2;2;2;2;2;2,23;10;8;7;6;6;6;5;5;4;4;4;4;2;2;2;2;2;2,23;10;8;7;6;6;6;5;5;4;4;4;4;2;2;2;2;2;2,Septin-9,sp|Q9UHD8|SEPT9_HUMAN Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2,19,23,23,23,10,15,12,7,10,15,12,7,10,15,12,7,49.0,49.0,49.0,65.401,586,586;209;195;152;151;165;157;151;125;144;135;134;159;104;127;189;115;107;90,0.0,42.701,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43762,1.0823,14.999,48,13,Leave out requantified,0.32872,0.38543,0.53907,0.56958,1.1688,0.96557,1.1314,1.0805,20.962,11.43,12.932,13.787,10,15,14,9,2,6,4,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,24.4,29.5,30.5,16.9,2341300000,1607000000,734260000,472700000,344510000,128190000,739560000,520990000,218580000,819890000,544680000,275200000,309160000,196870000,112290000,,,,2554,390;1934;1935;2563;3877;7231;8546;10008;10219;10910;12432;12485;12688;12774;13086;13827;14068;14203;14605;16606;16943;16944;17658,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,446;2246;2247;3012;4515;8609;10236;11915;12158;12968;14729;14791;15022;15116;15474;16309;16574;16575;16730;17195;19594;20001;20002;20003;20823,1174;6127;6128;6129;8202;8203;11907;11908;22861;27276;27277;27278;27279;31707;32366;32367;32368;34431;34432;34433;34434;38918;39056;39697;39698;39925;39926;39927;39928;40876;43113;43841;43842;43843;43844;43845;44280;44281;45534;45535;52053;53135;53136;53137;53138;53139;53140;53141;55220,2415;12617;12618;12619;12620;16963;24241;24242;24243;24244;24245;24246;24247;24248;24249;24250;46840;55694;55695;55696;55697;55698;64459;65722;65723;65724;65725;69884;69885;69886;69887;69888;69889;69890;69891;78892;79145;80427;80428;80903;80904;80905;80906;80907;80908;80909;80910;80911;80912;80913;80914;82815;87404;88849;88850;88851;88852;88853;88854;88855;88856;88857;88858;88859;89716;92488;92489;92490;92491;92492;92493;92494;92495;92496;92497;106457;108771;108772;108773;108774;108775;108776;108777;108778;108779;108780;108781;108782;108783;108784;108785;112857,2415;12618;12620;16963;24245;46840;55695;64459;65725;69890;78892;79145;80428;80906;82815;87404;88849;89716;92490;106457;108779;108785;112857,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2555,quanti,quanti,quanti,quanti
PFDN2,-0.0762357859561789,0.789306107960357,Q9UHV9,Q9UHV9,5,5,5,Prefoldin subunit 2,sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1,1,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,37.7,37.7,37.7,16.648,154,154,0.0,37.946,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.70448,1.6028,12.007,19,7,Leave out requantified,0.39651,0.45555,0.74177,0.84437,1.4015,1.2192,1.399,1.6431,39.834,32.637,10.884,12.553,4,4,6,5,2,2,2,1,Median,Median,Leave out requantified,Leave out requantified,27.9,27.9,26.6,22.7,1458100000,875420000,582690000,257100000,164700000,92403000,283150000,194680000,88464000,665420000,381040000,284390000,252440000,135000000,117440000,,,,2556,3501;4510;6528;11220;13950,True;True;True;True;True,4083;5266;7765;7766;13310;16446,10790;13832;13833;13834;13835;20514;20515;20516;20517;20518;20519;20520;20521;20522;35333;35334;35335;43500;43501,21990;28150;28151;28152;28153;28154;28155;28156;42027;42028;42029;42030;42031;42032;42033;42034;42035;42036;42037;42038;42039;42040;42041;42042;42043;71629;71630;71631;71632;71633;71634;71635;88191;88192;88193,21990;28152;42036;71631;88192,,,,,-1,protein_2557,quanti,quanti,quanti,quanti
TRMT112,0.335287645049188,0.248401960338395,Q9UI30;F5GX77;F5GYQ2,Q9UI30;F5GX77;F5GYQ2,7;6;4,7;6;4,7;6;4,Multifunctional methyltransferase subunit TRM112-like protein,sp|Q9UI30|TR112_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1;tr|F5GX77|F5GX77_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV,3,7,7,7,5,6,4,5,5,6,4,5,5,6,4,5,66.4,66.4,66.4,14.199,125,125;106;81,0.0,24.695,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.6166,3.7623,19.951,21,0,Leave out requantified,1.2704,1.9196,1.5304,1.5532,4.0063,4.3195,3.2376,3.4181,23.553,15.771,5.4619,14.891,4,6,6,5,0,0,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,56.8,56.8,42.4,53.6,1483500000,552220000,931300000,191000000,78149000,112850000,325280000,122540000,202750000,651600000,236720000,414870000,315640000,114820000,200830000,,,,2558,4679;4914;5292;6197;9482;10867;15710,True;True;True;True;True;True;True,5481;5773;6242;7394;11328;11329;12910;18489,14436;14437;15235;15236;15237;16539;16540;16541;16542;19545;19546;19547;19548;30247;30248;30249;30250;30251;30252;34308;34309;48921;48922;48923;48924;48925,29503;29504;29505;29506;29507;29508;29509;29510;31258;31259;31260;31261;31262;33841;33842;33843;33844;33845;40001;40002;40003;40004;40005;40006;40007;40008;61705;61706;61707;61708;61709;61710;61711;69677;69678;69679;69680;99766;99767;99768;99769;99770;99771,29504;31262;33841;40004;61708;69680;99767,,,,,-1;-1;-1,protein_2559,quanti,quanti,quanti,quanti
TRMT6,19.1545043102287,1.49538649955401e-07,Q9UJA5,Q9UJA5,2,2,2,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,sp|Q9UJA5|TRM6_HUMAN tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens OX=9606 GN=TRMT6 PE=1 SV=1,1,2,2,2,0,1,1,1,0,1,1,1,0,1,1,1,3.4,3.4,3.4,55.799,497,497,0.027515,0.8079,,By MS/MS,By MS/MS,By MS/MS,6.1223,13.812,10.041,2,2,Median,,,6.444,5.8167,,,14.828,12.865,,,,,0,0,1,1,0,0,1,1,Median,Median,Median,Median,0.0,1.4,2.0,2.0,363500000,36964000,326540000,0,0,0,0,0,0,263010000,22523000,240480000,100500000,14441000,86058000,,,,2560,222;9964,True;True,250;11865,607;608;31594,1198;1199;64241,1198;64241,,,,,-1,protein_2561,quanti,quanti,imputed MEC,imputed MEC
DBNL,0.47304500240293,0.596908931278851,Q9UJU6;F8WBG8;B4DDD6;H0Y5J4;F2Z2V3;F8WB73;F8WCK3;F2Z3E3;F8WC20;F8WBB2;F8WFE1,Q9UJU6;F8WBG8;B4DDD6;H0Y5J4,8;5;5;4;1;1;1;1;1;1;1,8;5;5;4;1;1;1;1;1;1;1,8;5;5;4;1;1;1;1;1;1;1,Drebrin-like protein,sp|Q9UJU6|DBNL_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|F8WBG8|F8WBG8_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|B4DDD6|B4DDD6_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;,11,8,8,8,3,2,8,2,3,2,8,2,3,2,8,2,20.9,20.9,20.9,48.207,430,430;128;406;359;27;31;40;48;50;62;87,0.0,26.25,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5439,1.2469,18.121,14,2,Leave out requantified,0.46963,0.56706,0.53215,0.72473,1.4596,1.4605,1.1616,1.4426,0.065734,14.115,17.856,22.339,2,2,8,2,0,0,2,0,Median,Median,Leave out requantified,Median,8.8,5.1,20.9,5.1,676180000,426020000,250150000,70663000,49918000,20744000,82119000,51815000,30304000,469660000,294070000,175580000,53737000,30217000,23520000,,,,2563,1443;4124;4332;4333;4417;11447;15371;16451,True;True;True;True;True;True;True;True,1688;4810;5045;5046;5147;13576;18099;19418,4638;12633;13277;13278;13279;13548;35999;36000;36001;36002;47901;47902;47903;47904;51597,9682;25655;26953;26954;26955;26956;27535;73068;73069;73070;73071;73072;73073;73074;73075;97592;97593;97594;97595;105473,9682;25655;26953;26955;27535;73075;97593;105473,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2564,quanti,quanti,quanti,quanti
DCTN4,-1.41154376241829,0.00350062744576338,Q9UJW0;E5RGG1;H9KVE0,Q9UJW0,5;2;2,5;2;2,5;2;2,Dynactin subunit 4,sp|Q9UJW0|DCTN4_HUMAN Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1,3,5,5,5,3,3,1,1,3,3,1,1,3,3,1,1,14.1,14.1,14.1,52.337,460,460;114;134,0.0,4.8026,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39517,0.81082,17.18,8,3,Leave out requantified,0.34211,0.43681,0.35019,0.43286,0.77866,0.8722,0.68914,0.83217,18.769,12.955,,,3,3,1,1,1,2,0,0,Median,Median,Median,Median,6.7,8.3,3.7,2.8,130230000,92477000,37749000,39904000,28874000,11030000,46881000,30819000,16063000,29733000,23062000,6671600,13707000,9722600,3984400,,,,2564,2246;6884;7019;9437;14118,True;True;True;True;True,2620;8215;8368;11282;16630,7176;21814;21815;22207;22208;22209;30156;43975,14919;44800;44801;45514;45515;45516;45517;45518;61583;89092,14919;44801;45516;61583;89092,,,,,-1;-1;-1,protein_2565,quanti,quanti,quanti,quanti
STOML2,-0.0478939185140348,0.89759672703196,Q9UJZ1;A0A087WYB4;F2Z2I8,Q9UJZ1;A0A087WYB4,9;7;2,9;7;2,9;7;2,"Stomatin-like protein 2, mitochondrial","sp|Q9UJZ1|STML2_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1;tr|A0A087WYB4|A0A087WYB4_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1",3,9,9,9,4,7,5,6,4,7,5,6,4,7,5,6,51.4,51.4,51.4,38.534,356,356;310;101,0.0,15.731,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34113,0.81025,13.844,27,4,Leave out requantified,0.26911,0.33319,0.37317,0.38408,0.77583,0.78712,0.78768,0.81812,16.405,16.91,24.526,20.269,5,9,7,6,2,2,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,21.9,42.1,26.4,32.3,1323400000,921660000,401760000,173450000,130610000,42839000,356360000,262300000,94061000,571100000,377200000,193900000,222510000,151550000,70962000,,,,2566,1544;1937;2847;6668;6710;6851;11905;12145;13050,True;True;True;True;True;True;True;True;True,1805;2249;3345;7957;8002;8171;14105;14382;15430,4933;4934;6131;6132;6133;6134;9051;9052;21115;21116;21117;21118;21119;21250;21251;21252;21690;21691;37399;37400;37401;37402;37403;37404;38078;40774;40775,10278;10279;10280;12622;12623;12624;12625;18672;43373;43374;43375;43376;43377;43378;43379;43380;43622;43623;43624;43625;43626;43627;43628;43629;43630;43631;43632;44521;76015;76016;76017;76018;76019;76020;76021;76022;76023;76024;76025;76026;76027;76028;77357;77358;82632;82633,10278;12622;18672;43380;43626;44521;76018;77358;82633,,,,,-1;-1;-1,protein_2567,quanti,quanti,quanti,quanti
MRTO4,0.432147194255354,0.479484938316618,Q9UKD2,Q9UKD2,5,5,5,mRNA turnover protein 4 homolog,sp|Q9UKD2|MRT4_HUMAN mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2,1,5,5,5,1,1,3,3,1,1,3,3,1,1,3,3,30.5,30.5,30.5,27.56,239,239,0.0,11.408,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.55484,1.0987,11.364,8,2,Leave out requantified,0.32644,0.3418,0.52268,0.68169,0.87098,0.95819,1.0372,1.3269,,,15.152,8.8287,1,1,3,3,1,0,0,1,Median,Median,Leave out requantified,Median,5.0,10.0,15.5,15.5,247160000,156380000,90778000,19278000,13974000,5304500,61931000,46136000,15796000,101100000,63114000,37981000,64856000,33159000,31697000,,,,2567,5608;8603;9885;13806;17615,True;True;True;True;True,6620;10299;11777;16287;20777,17485;27430;27431;31382;43060;43061;55102;55103,35636;55997;55998;63832;87299;87300;87301;87302;87303;87304;112641;112642;112643;112644,35636;55997;63832;87302;112641,,,,,-1,protein_2568,quanti,quanti,quanti,quanti
