NUP43_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
CDC37,0.2434755829,0.15348639675301,0,Q16543;K7EQA9;K7EKQ2;K7EL68;K7EIU0,Q16543;K7EQA9;K7EKQ2,6;4;3;2;1,6;4;3;2;1,6;4;3;2;1,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,6,6,23.8,378
TAF9;TAF9B,-0.2371536567,0.701829649892582,0,Q16594;Q9HBM6;D6RHW1;D6RIY1;D6RGK3;D6RIV9;D6RIE8,Q16594;Q9HBM6;D6RHW1;D6RIY1;D6RGK3;D6RIV9;D6RIE8,2;1;1;1;1;1;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Transcription initiation factor TFIID subunit 9;Transcription initiation factor TFIID subunit 9B,TAF9;TAF9B,sp|Q16594|TAF9_HUMAN Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1;sp|Q9HBM6|TAF9B_HUMAN Transcription initiation factor TFIID subunit 9B OS=Homo sapiens OX=9606 GN=TAF9B PE=1 SV=1;tr|D6RHW1|D6RHW1_HUMAN Transcri,2,2,12.9,264
DBN1,-0.3965406325,0.0492898001945525,0,Q16643;D6R9W4;D6RFI1;D6RCR4;D6R9Q9,Q16643;D6R9W4;D6RFI1,6;5;4;2;1,6;5;4;2;1,6;5;4;2;1,Drebrin,DBN1,sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4;tr|D6R9W4|D6R9W4_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1;tr|D6RFI1|D6RFI1_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1,6,6,9.1,649
FSCN1,-0.1535035413,0.408176637540632,0,Q16658;C9JPH9;C9JFC0;A0A0A0MSB2,Q16658,24;4;4;4,24;4;4;4,24;4;4;4,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,24,24,52.9,493
DECR1,-0.3992038387,0.0830569562098712,0,Q16698;E5RJG7;E5RFV2;E5RID6,Q16698;E5RJG7;E5RFV2;E5RID6,6;4;4;3,6;4;4;3,3;1;1;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",6,3,25.4,335
NDUFA5,-0.0057028147,0.96701837377071,0,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5;A0A087WXR5,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5,4;3;3;3;2;1,4;3;3;3;2;1,4;3;3;3;2;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1;t,4,4,42.2,116
TST,-0.2788493962,0.162824106991403,0,Q16762;B1AH48,Q16762,3;1,3;1,3;1,Thiosulfate sulfurtransferase,TST,sp|Q16762|THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4,3,3,13.8,297
NDUFA9,1.0476278579,0.0149319538362496,1,Q16795;A0A3B3ISG8;F5H0J3;F5GY40,Q16795;A0A3B3ISG8,10;8;2;2,10;8;2;2,10;8;2;2,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,"sp|Q16795|NDUA9_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2;tr|A0A3B3ISG8|A0A3B3ISG8_HUMAN Ricin B-type lectin domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1",10,10,36.6,377
UPP1,0.3354941929,0.225612577457742,0,Q16831;F8WD51;C9J486;C9JIP2;B4DND0;C9K0J2,Q16831;F8WD51;C9J486;C9JIP2;B4DND0;C9K0J2,6;5;5;5;5;3,6;5;5;5;5;3,6;5;5;5;5;3,Uridine phosphorylase 1,UPP1,sp|Q16831|UPP1_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|F8WD51|F8WD51_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|C9J486|C9J486_HUMAN Uridine phosphorylase 1 (Fragment) OS=Homo sapiens OX=960,6,6,20.6,310
CDO1,0.2001457604,0.307924658665154,0,Q16878,Q16878,2,2,2,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,2,2,21,200
HNRNPUL2;HNRNPUL2-BSCL2,-0.131587075,0.33317006967108,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,14;13,14;13,14;13,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,14,14,26.8,747
SMU1,-0.2128856514,0.289315471610193,0,Q2TAY7,Q2TAY7,11,11,11,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,11,11,25.9,513
LEPRE1,-0.3750057057,0.139929723991349,0,Q32P28;E2QRI1;H7C2W6,Q32P28,10;4;3,10;4;3,10;4;3,Prolyl 3-hydroxylase 1,LEPRE1,sp|Q32P28|P3H1_HUMAN Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2,10,10,15.2,736
TUBB8,-0.1684346907,0.275166245173229,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,12;11;11,2;2;2,2;2;2,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,12,2,25.2,444
MRPL51,0.3966932377,0.149421823755708,0,Q4U2R6;M0R176;A0A087WU28;A0A0B4J2C1,Q4U2R6;M0R176;A0A087WU28;A0A0B4J2C1,2;1;1;1,2;1;1;1,2;1;1;1,"39S ribosomal protein L51, mitochondrial",MRPL51,"sp|Q4U2R6|RM51_HUMAN 39S ribosomal protein L51, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|M0R176|M0R176_HUMAN 39S ribosomal protein L51, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|A0A087WU28|A0A087WU28_HUMAN 39S ribosom",2,2,25,128
FAM98B,0.417687461,0.0985263423156199,0,Q52LJ0,Q52LJ0,6,6,4,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,6,4,14.5,433
HSP90AB2P,-0.2039567883,0.164410028662265,0,Q58FF8,Q58FF8,12,3,3,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,12,3,28.1,381
ZNF326,-0.201432616,0.196354938854748,0,Q5BKZ1;A0A0A0MRN4;E2QRN4,Q5BKZ1,8;3;1,8;3;1,8;3;1,DBIRD complex subunit ZNF326,ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2,8,8,18.9,582
NOMO2;NOMO1;NOMO3,-0.4979878233,0.319217723218798,0,Q5JPE7;Q15155;P69849;J3KN36;A0A0G2JN29;A0A087X117;A0A0G2JP90;A0A087WW46;H3BMJ6;H3BTW1;H3BUC9;H3BPS9;A0A087WTD5,Q5JPE7;Q15155;P69849;J3KN36;A0A0G2JN29;A0A087X117;A0A0G2JP90;A0A087WW46,10;9;9;9;9;9;8;8;1;1;1;1;1,10;9;9;9;9;9;8;8;1;1;1;1;1,10;9;9;9;9;9;8;8;1;1;1;1;1,Nodal modulator 2;Nodal modulator 1;Nodal modulator 3,NOMO2;NOMO1;NOMO3,sp|Q5JPE7|NOMO2_HUMAN Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1;sp|Q15155|NOMO1_HUMAN Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5;sp|P69849|NOMO3_HUMAN Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=1 SV=2;tr|J3KN,10,10,13.9,1267
RRP12,-0.4844684832,0.0166558426960431,0,Q5JTH9;A0A087X1U8,Q5JTH9,13;1,13;1,13;1,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,13,13,16,1297
ENTPD8,-0.3813894472,0.0370378666752182,0,Q5MY95,Q5MY95,1,1,1,Ectonucleoside triphosphate diphosphohydrolase 8,ENTPD8,sp|Q5MY95|ENTP8_HUMAN Ectonucleoside triphosphate diphosphohydrolase 8 OS=Homo sapiens OX=9606 GN=ENTPD8 PE=1 SV=2,1,1,1.8,495
SH3BGRL3,0.2859119048,0.090112425096783,0,Q9H299;Q5T123,Q9H299;Q5T123,3;3,3;3,3;3,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,3,3,38.7,93
FAXC,0.1747814509,0.202407445633945,0,Q5TGI0,Q5TGI0,2,2,2,Failed axon connections homolog,FAXC,sp|Q5TGI0|FAXC_HUMAN Failed axon connections homolog OS=Homo sapiens OX=9606 GN=FAXC PE=2 SV=2,2,2,4.6,409
CROCC,0.8726785112,0.0747624661349281,0,Q5TZA2;B1AKD8,Q5TZA2,3;1,3;1,3;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1,3,3,2,2017
FLNA,0.0642774441,0.678935304066785,0,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6;H0Y5F3;A0A669KBC6,Q60FE5;P21333;A0A087WWY3,69;68;63;13;5;2;1,63;62;59;9;3;2;1,63;62;59;9;3;2;1,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,69,63,33.9,2620
ATL3,-0.1300659486,0.448343295788352,0,Q6DD88;F5H6I7;F5GWF8,Q6DD88;F5H6I7,7;6;2,7;6;2,7;6;2,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,7,7,20.3,541
HIST2H2AA3;HIST2H2AC,-0.3244304263,0.105062533660652,0,Q6FI13;Q16777,Q6FI13;Q16777,13;12,13;12,3;3,Histone H2A type 2-A;Histone H2A type 2-C,HIST2H2AA3;HIST2H2AC,sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3;sp|Q16777|H2A2C_HUMAN Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,13,3,76.2,130
LAMTOR1,-0.031489755,0.836752112237777,0,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,4;3;3;2;2,4;3;3;2;2,4;3;3;2;2,Ragulator complex protein LAMTOR1,LAMTOR1,sp|Q6IAA8|LTOR1_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2;tr|F5GX19|F5GX19_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=1;tr|F5H3Y3|F5H3Y3_HUMAN Ragulator complex protein LAMT,4,4,33.5,161
SLC25A24,-0.7047698707,0.0203681722888578,0,Q6NUK1;A0A3B3IU96,Q6NUK1,9;1,9;1,9;1,Calcium-binding mitochondrial carrier protein SCaMC-1,SLC25A24,sp|Q6NUK1|SCMC1_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2,9,9,21.4,477
PTRF,-1.7322851089,0.000740636352158292,1,Q6NZI2,Q6NZI2,9,9,9,Polymerase I and transcript release factor,PTRF,sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,9,9,27.4,390
SLC27A4,-0.0013156397,0.994030141790204,0,Q6P1M0,Q6P1M0,1,1,1,Long-chain fatty acid transport protein 4,SLC27A4,sp|Q6P1M0|S27A4_HUMAN Long-chain fatty acid transport protein 4 OS=Homo sapiens OX=9606 GN=SLC27A4 PE=1 SV=1,1,1,1.4,643
PRPF8,-0.0027924176,0.984147991872673,0,Q6P2Q9;I3L0J9;I3L3Z8;I3L1T8,Q6P2Q9,40;12;7;1,40;12;7;1,40;12;7;1,Pre-mRNA-processing-splicing factor 8,PRPF8,sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2,40,40,22.8,2335
FAHD1,-0.0211888003,0.875539024980551,0,Q6P587,Q6P587,4,4,4,"Acylpyruvase FAHD1, mitochondrial",FAHD1,"sp|Q6P587|FAHD1_HUMAN Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2",4,4,33.9,224
LARP1,0.4929125095,0.0258344049303564,0,Q6PKG0;A0A0B4J210;E5RH50;H0YC33;H0YBR8;E5RHK4;H0YAN4;H0YBW1,Q6PKG0;A0A0B4J210;E5RH50;H0YC33,6;5;4;3;1;1;1;1,6;5;4;3;1;1;1;1,6;5;4;3;1;1;1;1,La-related protein 1,LARP1,sp|Q6PKG0|LARP1_HUMAN La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2;tr|A0A0B4J210|A0A0B4J210_HUMAN La-related protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=5;tr|E5RH50|E5RH50_HUMAN La-related protein 1 (Fragment) OS=Homo s,6,6,8.5,1096
HIST2H3A,-0.6326065322,0.0407930708059135,0,Q71DI3,Q71DI3,19,2,2,Histone H3.2,HIST2H3A,sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3,19,2,72.1,136
SND1,0.2086815901,0.235881595922784,0,Q7KZF4;H7C597,Q7KZF4,37;9,37;9,37;9,Staphylococcal nuclease domain-containing protein 1,SND1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,37,37,56,910
TRMT10C,-0.307937468,0.150335035730954,0,Q7L0Y3;C9JVB6,Q7L0Y3;C9JVB6,12;8,12;8,12;8,Mitochondrial ribonuclease P protein 1,TRMT10C,sp|Q7L0Y3|TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2;tr|C9JVB6|C9JVB6_HUMAN tRNA methyltransferase 10 homolog C (Fragment) OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=1,12,12,41.9,403
EIF3M,-0.0384015921,0.791783337069301,0,Q7L2H7;E9PRI2;E7ESM3;H0YCQ8;J3KNJ2,Q7L2H7,6;2;2;2;1,6;2;2;2;1,6;2;2;2;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,6,6,17.4,374
CYFIP1,0.3596384025,0.0683414292427625,0,Q7L576;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1;A0A0G2JR96;A0A0G2JQT1,Q7L576,4;1;1;1;1;1;1,4;1;1;1;1;1;1,2;1;1;1;1;1;1,Cytoplasmic FMR1-interacting protein 1,CYFIP1,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,4,2,3.4,1253
HUWE1,0.2054558255,0.462613887644728,0,Q7Z6Z7;H0Y659,Q7Z6Z7;H0Y659,7;4,7;4,7;4,E3 ubiquitin-protein ligase HUWE1,HUWE1,sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3;tr|H0Y659|H0Y659_HUMAN E3 ubiquitin-protein ligase HUWE1 (Fragment) OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=1,7,7,2.4,4374
PABPN1,0.3999262347,0.071884693963326,0,Q86U42;B4DEH8;G3V4T2;H0YJH9;A6NDY0,Q86U42;B4DEH8;G3V4T2,6;4;4;2;1,6;4;4;2;1,6;4;4;2;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|G3V4T2|G3V4T2_HUMAN Polyadenylate-binding protein 2 OS=H,6,6,28.8,306
KTN1,-0.3640256214,0.0424405461231989,0,Q86UP2;G3V4Y7;B7Z6P3;H0YJP2;G3V5P0;G3V5G2;H0YJZ8,Q86UP2,20;6;4;2;2;2;1,20;6;4;2;2;2;1,20;6;4;2;2;2;1,Kinectin,KTN1,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,20,20,21.1,1357
ALYREF,-0.0447681117,0.79379308917948,0,Q86V81;E9PB61,Q86V81;E9PB61,9;7,9;7,9;7,THO complex subunit 4,ALYREF,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3;tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,9,9,49.4,257
RTTN,-0.0197189031,0.943102815835434,0,Q86VV8;J3KSV7;J3KTD2;A0A1W2PQI7;A0A1W2PPP3,Q86VV8,3;1;1;1;1,3;1;1;1;1,3;1;1;1;1,Rotatin,RTTN,sp|Q86VV8|RTTN_HUMAN Rotatin OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=3,3,3,2.5,2226
THOC6,-0.3719884227,0.233101049244683,0,Q86W42,Q86W42,4,4,4,THO complex subunit 6 homolog,THOC6,sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1,4,4,18.2,341
CXorf67,-0.1689090028,0.309070990202479,0,Q86X51,Q86X51,6,6,6,Uncharacterized protein CXorf67,CXorf67,sp|Q86X51|EZHIP_HUMAN EZH inhibitory protein OS=Homo sapiens OX=9606 GN=EZHIP PE=1 SV=1,6,6,14.7,503
CARM1,0.3867532108,0.0631228101826755,0,Q86X55;K7EK20;K7EPK1;K7EQB9;K7EQA8,Q86X55,5;2;2;1;1,5;2;2;1;1,5;2;2;1;1,Histone-arginine methyltransferase CARM1,CARM1,sp|Q86X55|CARM1_HUMAN Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3,5,5,15.6,608
HIST2H2AB,0.444989361,0.190431286711147,0,Q8IUE6,Q8IUE6,10,3,3,Histone H2A type 2-B,HIST2H2AB,sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3,10,3,65.4,130
AHNAK2,-0.0063414981,0.961201491113048,0,Q8IVF2,Q8IVF2,8,8,8,Protein AHNAK2,AHNAK2,sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,8,8,7.7,5795
RHOT2,0.0515447665,0.691983070691577,0,Q8IXI1;H3BST5;I3L2C6;Q8IXI2;H3BMP9;H3BVI5;H3BUX4;H7BXZ6,Q8IXI1;H3BST5;I3L2C6,6;4;3;1;1;1;1;1,6;4;3;1;1;1;1;1,6;4;3;1;1;1;1;1,Mitochondrial Rho GTPase 2,RHOT2,sp|Q8IXI1|MIRO2_HUMAN Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;tr|H3BST5|H3BST5_HUMAN Mitochondrial Rho GTPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;tr|I3L2C6|I3L2C6_HUMAN Mitochondrial Rho GTPase 2 (Fragment),6,6,13.9,618
MRPL41,0.1596466374,0.282047681751947,0,Q8IXM3,Q8IXM3,3,3,3,"39S ribosomal protein L41, mitochondrial",MRPL41,"sp|Q8IXM3|RM41_HUMAN 39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",3,3,23.4,137
FTSJ3,0.0952225221,0.457557759109959,0,Q8IY81;J3QSE2;J3KS36,Q8IY81,16;2;2,16;2;2,16;2;2,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,16,16,28.6,847
CCAR2,0.0558331521,0.744918816119204,0,Q8N163;G3V119;H0YB24;E5RHJ4;H0YC69;E5RFJ3;H0YC58;E5RGU7;A0A087X2B6,Q8N163;G3V119;H0YB24,18;10;10;6;4;4;4;3;2,18;10;10;6;4;4;4;3;2,18;10;10;6;4;4;4;3;2,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2;tr|G3V119|G3V119_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=1;tr|H0YB24|H0YB24_HUMAN Cell cycle a,18,18,26.7,923
NDUFAF2,-0.369793933,0.171038324238993,0,Q8N183;D6RA56,Q8N183;D6RA56,2;1,2;1,2;1,"Mimitin, mitochondrial",NDUFAF2,sp|Q8N183|NDUF2_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1;tr|D6RA56|D6RA56_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=N,2,2,17.8,169
NUP93,-1.1838595238,0.000654581225677182,1,Q8N1F7;H3BVG0;H3BRD9;H3BV15;H3BRI8;H3BM93;H3BVE2;H3BNN5;H3BV11;H3BPA9,Q8N1F7;H3BVG0,12;11;4;3;3;3;2;2;2;2,12;11;4;3;3;3;2;2;2;2,9;8;4;3;2;2;2;1;2;1,Nuclear pore complex protein Nup93,NUP93,sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2;tr|H3BVG0|H3BVG0_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=1,12,9,16.1,819
MMGT1,-0.0420751158,0.820035449598404,0,Q8N4V1,Q8N4V1,2,2,2,Membrane magnesium transporter 1,MMGT1,sp|Q8N4V1|MMGT1_HUMAN Membrane magnesium transporter 1 OS=Homo sapiens OX=9606 GN=MMGT1 PE=1 SV=1,2,2,26.7,131
ARFGAP1,0.3010324757,0.244667660041148,0,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHH7;E5RHC5;F8W1U7;F8VWH9;E5RHT6,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHH7;E5RHC5;F8W1U7;F8VWH9,4;2;2;2;2;2;2;2;1,4;2;2;2;2;2;2;2;1,4;2;2;2;2;2;2;2;1,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RIU2|E5RIU2_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=1;tr|F8V,4,4,11.8,406
