Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TLE1-N1,Intensity TLE1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q8IZD4;F5GZK9;F5H4R4;B4DVJ6,Q8IZD4;F5GZK9,13;8;4;4,13;8;4;4,13;8;4;4,mRNA-decapping enzyme 1B,DCP1B,sp|Q8IZD4|DCP1B_HUMAN mRNA-decapping enzyme 1B OS=Homo sapiens OX=9606 GN=DCP1B PE=1 SV=2;tr|F5GZK9|F5GZK9_HUMAN mRNA-decapping enzyme 1B OS=Homo sapiens OX=9606 GN=DCP1B PE=1 SV=1,13,13,33.1,4.55156783181132,4.41900817165282,28.7134528038657,28.4977748627897
O14531;Q5T0Q6,O14531;Q5T0Q6,13;8,13;8,13;8,Dihydropyrimidinase-related protein 4,DPYSL4,sp|O14531|DPYL4_HUMAN Dihydropyrimidinase-related protein 4 OS=Homo sapiens OX=9606 GN=DPYSL4 PE=1 SV=2;tr|Q5T0Q6|Q5T0Q6_HUMAN Dihydropyrimidinase-related protein 4 OS=Homo sapiens OX=9606 GN=DPYSL4 PE=1 SV=1,13,13,36.0,4.55156783181132,4.41900817165282,28.3328321040384,28.2700375550653
O95905;C9J316;F2Z2R1;C9JGV1,O95905,13;6;3;3,13;6;3;3,13;6;3;3,Protein SGT1,ECD,sp|O95905|ECD_HUMAN Protein ecdysoneless homolog OS=Homo sapiens OX=9606 GN=ECD PE=1 SV=1,13,13,23.3,4.55156783181132,4.41900817165282,27.7883053254433,28.2163232797419
Q7Z2Z2;A0A3B3ITU1,Q7Z2Z2,13;3,13;3,13;3,Elongation factor Tu GTP-binding domain-containing protein 1,EFTUD1,sp|Q7Z2Z2|EFL1_HUMAN Elongation factor-like GTPase 1 OS=Homo sapiens OX=9606 GN=EFL1 PE=1 SV=2,13,13,14.0,4.55156783181132,4.41900817165282,26.9171828441776,27.4503397320355
Q9NRA8;B1AKL4;B1AKL5;B0QYZ7;B1AKL6,Q9NRA8;B1AKL4,13;11;5;3;2,13;11;5;3;2,13;11;5;3;2,Eukaryotic translation initiation factor 4E transporter,EIF4ENIF1,sp|Q9NRA8|4ET_HUMAN Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens OX=9606 GN=EIF4ENIF1 PE=1 SV=2;tr|B1AKL4|B1AKL4_HUMAN Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens OX=9606 GN=EIF4ENIF1 PE=1 SV=1,13,13,21.8,4.55156783181132,4.41900817165282,27.6793587501551,27.7118130421005
Q09472;A0A669KB12;A0A0U1RR87,Q09472;A0A669KB12,20;20;2,20;20;2,13;13;2,Histone acetyltransferase p300,EP300,sp|Q09472|EP300_HUMAN Histone acetyltransferase p300 OS=Homo sapiens OX=9606 GN=EP300 PE=1 SV=2;tr|A0A669KB12|A0A669KB12_HUMAN Histone acetyltransferase p300 OS=Homo sapiens OX=9606 GN=EP300 PE=4 SV=1,20,13,10.1,29.1195638965449,28.9623184581714,4.43729856701432,4.39899271413031
Q8WXI9;A0A0U1RRM1;A0A0U1RR30;A0A0U1RR34;A0A0U1RRK3;A0A1B0GW07,Q8WXI9;A0A0U1RRM1,14;14;6;5;4;1,14;14;6;5;4;1,13;13;5;5;4;1,Transcriptional repressor p66-beta,GATAD2B,sp|Q8WXI9|P66B_HUMAN Transcriptional repressor p66-beta OS=Homo sapiens OX=9606 GN=GATAD2B PE=1 SV=1;tr|A0A0U1RRM1|A0A0U1RRM1_HUMAN Transcriptional repressor p66-beta OS=Homo sapiens OX=9606 GN=GATAD2B PE=1 SV=1,14,13,32.0,28.8840477492108,28.5558157151604,27.5081662865223,26.8985065486026
O14964;I3L1P5;I3L1E3;I3L165;I3L2H4,O14964;I3L1P5,13;8;4;2;1,13;8;4;2;1,13;8;4;2;1,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS,sp|O14964|HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1;tr|I3L1P5|I3L1P5_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate (Fragment) OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=,13,13,17.4,24.6570916148532,23.4586389048368,28.1579325911905,27.9461470342471
P52597;A0A1B0GW42,P52597,15;4,15;4,13;4,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",HNRNPF,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,15,13,56.4,32.1576796674566,31.8930182637224,29.1573062227902,28.7685341297895
Q13123;E7EQZ7;D6REL4;D6RAY9;A0A0C4DGW5,Q13123;E7EQZ7,13;8;5;2;2,13;8;5;2;2,13;8;5;2;2,Protein Red,IK,sp|Q13123|RED_HUMAN Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3;tr|E7EQZ7|E7EQZ7_HUMAN Protein Red (Fragment) OS=Homo sapiens OX=9606 GN=IK PE=1 SV=1,13,13,32.7,26.9475968110112,25.0205157739429,28.0384193657744,28.0699427754477
Q27J81;A0A0A0MQU1,Q27J81;A0A0A0MQU1,13;9,13;9,13;9,Inverted formin-2,INF2,sp|Q27J81|INF2_HUMAN Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2;tr|A0A0A0MQU1|A0A0A0MQU1_HUMAN Inverted formin-2 (Fragment) OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=1,13,13,13.6,4.55156783181132,4.41900817165282,26.1952790800087,27.2978033448572
P52732,P52732,13,13,13,Kinesin-like protein KIF11,KIF11,sp|P52732|KIF11_HUMAN Kinesin-like protein KIF11 OS=Homo sapiens OX=9606 GN=KIF11 PE=1 SV=2,13,13,15.2,4.55156783181132,4.41900817165282,26.8876252217366,27.2121537718886
Q96Q89;A0A0A0MSJ5,Q96Q89,13;2,13;2,13;2,Kinesin-like protein KIF20B,KIF20B,sp|Q96Q89|KI20B_HUMAN Kinesin-like protein KIF20B OS=Homo sapiens OX=9606 GN=KIF20B PE=1 SV=3,13,13,9.2,27.3699445997232,26.3138553873153,4.43729856701432,4.39899271413031
Q02241;A0A2U3TZL8;H7BYN4;A0A2R8Y531;H0YME6;H0YMJ4,Q02241;A0A2U3TZL8;H7BYN4,13;13;13;4;4;1,13;13;13;4;4;1,13;13;13;4;4;1,Kinesin-like protein KIF23;Kinesin-like protein,KIF23,sp|Q02241|KIF23_HUMAN Kinesin-like protein KIF23 OS=Homo sapiens OX=9606 GN=KIF23 PE=1 SV=3;tr|A0A2U3TZL8|A0A2U3TZL8_HUMAN Kinesin-like protein OS=Homo sapiens OX=9606 GN=KIF23 PE=1 SV=1;tr|H7BYN4|H7BYN4_HUMAN Kinesin-like protein OS=Homo sapiens OX=9606 G,13,13,19.4,27.6204482807974,27.5248476337803,27.1987297873464,26.6853870124977
Q9UGP4;C9JRJ5,Q9UGP4;C9JRJ5,13;13,13;13,13;13,LIM domain-containing protein 1,LIMD1,sp|Q9UGP4|LIMD1_HUMAN LIM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMD1 PE=1 SV=1;tr|C9JRJ5|C9JRJ5_HUMAN LIM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMD1 PE=1 SV=1,13,13,31.2,25.0266068518591,23.7215064383044,28.483545929505,28.5930260325708
Q93052;C9JUT4;A0A087WZF1;C9JXK9;C9JIY7;C9JT42;C9J3U9;C9J1K7;C9J5C8;C9J4E3;C9JE51;C9J2R5,Q93052;C9JUT4;A0A087WZF1;C9JXK9,13;11;11;7;4;4;4;4;4;4;3;3,13;11;11;7;4;4;4;4;4;4;3;3,13;11;11;7;4;4;4;4;4;4;3;3,Lipoma-preferred partner,LPP,"sp|Q93052|LPP_HUMAN Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|C9JUT4|C9JUT4_HUMAN LIM domain containing preferred translocation partner in lipoma, isoform CRA_e OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|A0A087WZF1|A0A087WZF1_HU",13,13,33.0,4.55156783181132,4.41900817165282,28.7576085282204,28.7558272659275
P46087;F5GWB7;F5H709;F5H5X6;F5GYR3;F5H359;F5H8G6,P46087,13;3;3;3;3;1;1,13;3;3;3;3;1;1,13;3;3;3;3;1;1,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,13,13,18.8,26.7601493796008,24.6600877541765,27.8251128044863,27.7156144395557
P49116;C9JKS0;C9JMI6;H7C3R1;H7C3L1;C9J2Y1,P49116,13;6;3;3;3;1,13;6;3;3;3;1,13;6;3;3;3;1,Nuclear receptor subfamily 2 group C member 2,NR2C2,sp|P49116|NR2C2_HUMAN Nuclear receptor subfamily 2 group C member 2 OS=Homo sapiens OX=9606 GN=NR2C2 PE=1 SV=1,13,13,33.6,28.7957856727673,28.3855799121772,26.2057929511579,26.2745143709612
Q29RF7;H0Y9L6;H0Y9L9,Q29RF7,14;3;2,14;3;2,13;3;2,Sister chromatid cohesion protein PDS5 homolog A,PDS5A,sp|Q29RF7|PDS5A_HUMAN Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1,14,13,13.5,4.55156783181132,4.41900817165282,27.4767647417398,26.9868510048254
P50542;B4E0T2;J3KPV0;F5H3X7;F5H5C0;F5H432;F5GXX3;F5H205;F5GZ41;F5H0L9;F5GYB4;F5H637,P50542;B4E0T2,13;13;6;3;3;2;2;2;2;2;2;2,13;13;6;3;3;2;2;2;2;2;2;2,13;13;6;3;3;2;2;2;2;2;2;2,Peroxisomal targeting signal 1 receptor,PEX5,sp|P50542|PEX5_HUMAN Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=3;tr|B4E0T2|B4E0T2_HUMAN Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=1,13,13,29.3,4.55156783181132,4.41900817165282,27.5099790023768,27.6763351467458
Q16513;B1AL79;H0Y5V5,Q16513;B1AL79,13;7;2,13;7;2,13;7;2,Serine/threonine-protein kinase N2,PKN2,"sp|Q16513|PKN2_HUMAN Serine/threonine-protein kinase N2 OS=Homo sapiens OX=9606 GN=PKN2 PE=1 SV=1;tr|B1AL79|B1AL79_HUMAN Protein kinase N2, isoform CRA_b OS=Homo sapiens OX=9606 GN=PKN2 PE=1 SV=1",13,13,15.3,4.55156783181132,4.41900817165282,27.5872066185588,26.8511470152596
Q06190;H7C1M1;Q9Y5P8;A0A0G2JNR6;A0A0G2JN52,Q06190,13;3;1;1;1,13;3;1;1;1,13;3;1;1;1,Serine/threonine-protein phosphatase 2A regulatory subunit B subunit alpha,PPP2R3A,sp|Q06190|P2R3A_HUMAN Serine/threonine-protein phosphatase 2A regulatory subunit B subunit alpha OS=Homo sapiens OX=9606 GN=PPP2R3A PE=1 SV=1,13,13,13.8,4.55156783181132,4.41900817165282,27.2791456487999,26.5510842905182
Q06830;A0A0A0MSI0;A0A0A0MRQ5;P32119;Q13162;H7C3T4,Q06830;A0A0A0MSI0,13;12;5;1;1;1,13;12;5;1;1;1,13;12;5;1;1;1,Peroxiredoxin-1,PRDX1,sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1;tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,13,13,69.8,26.9468163430231,25.5485731224855,30.6605094377275,30.5569121268972
B7Z7F3;Q9H6Z4;K7EIJ4;K7EN31;K7EID7;K7ENB9;K7ESQ0;K7EMH9;K7ENJ2,B7Z7F3;Q9H6Z4,14;13;6;3;2;2;2;1;1,14;13;6;3;2;2;2;1;1,13;12;6;3;1;1;2;1;0,Ran-binding protein 3,RANBP3,tr|B7Z7F3|B7Z7F3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1;sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1,14,13,43.1,28.2325159328111,27.7359577678598,30.2281406902518,29.9165565879594
Q96PK6;A0A0A6YYI9;F8WDX3;A0A0A0MSL8;B8ZZ74,Q96PK6,13;3;3;3;3,13;3;3;3;3,13;3;3;3;3,RNA-binding protein 14,RBM14,sp|Q96PK6|RBM14_HUMAN RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,13,13,23.0,30.0178375108817,29.386751923976,22.7531981712314,21.3449460145919
Q6F5E8;R4GMZ7,Q6F5E8,13;2,13;2,13;2,Leucine-rich repeat-containing protein 16C,RLTPR,"sp|Q6F5E8|CARL2_HUMAN Capping protein, Arp2/3 and myosin-I linker protein 2 OS=Homo sapiens OX=9606 GN=CARMIL2 PE=1 SV=2",13,13,11.9,4.55156783181132,4.41900817165282,27.7924072483677,27.6250555268235
Q15418;E9PGT3;P51812;B7ZB17;B1AXG1;B4DG22;B7Z3B5;Q5SVM6;F2Z2J1;Q15349;Q9UK32;A0A2R8Y7S9;D6R910;E9PMM7;E9PAN7;D6RA62;D6RE03;D6RHW7,Q15418;E9PGT3,15;15;5;5;5;5;4;4;4;4;4;3;3;3;3;2;2;2,14;14;4;4;4;4;4;4;4;4;3;3;3;3;3;2;2;2,13;13;3;3;3;3;3;3;3;3;2;3;3;3;3;2;2;2,Ribosomal protein S6 kinase alpha-1;Ribosomal protein S6 kinase,RPS6KA1,sp|Q15418|KS6A1_HUMAN Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens OX=9606 GN=RPS6KA1 PE=1 SV=2;tr|E9PGT3|E9PGT3_HUMAN Ribosomal protein S6 kinase OS=Homo sapiens OX=9606 GN=RPS6KA1 PE=1 SV=1,15,13,25.7,4.55156783181132,4.41900817165282,27.4558360189087,27.3678636891635
A3KN83,A3KN83,18,18,13,Protein strawberry notch homolog 1,SBNO1,sp|A3KN83|SBNO1_HUMAN Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1,18,13,18.4,28.2381771484637,27.104296087337,27.8569746524655,27.0619846872841
Q9UPN6;A0A0A0MT33,Q9UPN6;A0A0A0MT33,16;16,16;16,13;13,Protein SCAF8,SCAF8,sp|Q9UPN6|SCAF8_HUMAN SR-related and CTD-associated factor 8 OS=Homo sapiens OX=9606 GN=SCAF8 PE=1 SV=1;tr|A0A0A0MT33|A0A0A0MT33_HUMAN SR-related and CTD-associated factor 8 OS=Homo sapiens OX=9606 GN=SCAF8 PE=1 SV=1,16,13,15.9,28.1007419713533,28.6608154211942,25.3081367947499,25.412932099999
Q9Y6Y8;A0A0C4DH82;H7C4C4;H7C0V8,Q9Y6Y8,13;4;3;3,13;4;3;3,13;4;3;3,SEC23-interacting protein,SEC23IP,sp|Q9Y6Y8|S23IP_HUMAN SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP PE=1 SV=1,13,13,17.5,4.55156783181132,4.41900817165282,27.9859286869219,27.8528739738043
O95793;A0A087X1A5;Q5JW30;Q5JW28,O95793;A0A087X1A5;Q5JW30,14;13;13;3,14;13;13;3,13;12;12;3,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,14,13,34.1,4.55156783181132,4.41900817165282,28.1941802486694,28.4311753158635
Q9Y2Z0,Q9Y2Z0,13,13,13,Suppressor of G2 allele of SKP1 homolog,SUGT1,sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3,13,13,46.8,26.1038560522451,24.37471104387,30.2486419515851,28.5425195696014
Q9UMZ2;A0A087WZS7,Q9UMZ2,13;3,13;3,13;3,Synergin gamma,SYNRG,sp|Q9UMZ2|SYNRG_HUMAN Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2,13,13,14.9,4.55156783181132,4.41900817165282,28.1844231952756,27.7714651886518
Q6IBS0;D6RG15;H0Y858;F8W645;H7C5I2,Q6IBS0;D6RG15,15;12;6;1;1,15;12;6;1;1,13;10;5;0;1,Twinfilin-2,TWF2,sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2;tr|D6RG15|D6RG15_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=1,15,13,60.7,4.55156783181132,4.41900817165282,29.8283853225746,29.5369369641045
P23381;G3V3H8;G3V3Y5;H0YJP3;G3V423;G3V5U1;G3V456;G3V277,P23381,13;5;5;4;3;3;3;3,13;5;5;4;3;3;3;3,13;5;5;4;3;3;3;3,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",13,13,40.1,4.55156783181132,4.41900817165282,28.6239748432739,28.4988402001751
Q9Y4P8,Q9Y4P8,13,13,13,WD repeat domain phosphoinositide-interacting protein 2,WIPI2,sp|Q9Y4P8|WIPI2_HUMAN WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens OX=9606 GN=WIPI2 PE=1 SV=1,13,13,41.9,26.9522707731152,26.0339537552611,30.6247941453497,30.4835651489102
Q9UEY8,Q9UEY8,14,14,14,Gamma-adducin,ADD3,sp|Q9UEY8|ADDG_HUMAN Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1,14,14,22.2,4.55156783181132,4.41900817165282,28.5375665495567,28.5682656852846
P0C7T5,P0C7T5,14,14,14,Ataxin-1-like,ATXN1L,sp|P0C7T5|ATX1L_HUMAN Ataxin-1-like OS=Homo sapiens OX=9606 GN=ATXN1L PE=1 SV=1,14,14,23.1,30.1384608289203,29.5867056951994,22.6692725488048,21.2651640422366
Q8WXX7;A0A2R8Y568;A0A024RDL5;A0A2R8Y522;Q75MD7;A0A2R8Y8C6;A0A087WVB5;H7C090;A0A590UJP3;H7C2P0,Q8WXX7;A0A2R8Y568;A0A024RDL5;A0A2R8Y522;Q75MD7;A0A2R8Y8C6;A0A087WVB5,14;14;14;14;14;14;13;2;2;1,14;14;14;14;14;14;13;2;2;1,14;14;14;14;14;14;13;2;2;1,Autism susceptibility gene 2 protein,AUTS2,sp|Q8WXX7|AUTS2_HUMAN Autism susceptibility gene 2 protein OS=Homo sapiens OX=9606 GN=AUTS2 PE=1 SV=1;tr|A0A2R8Y568|A0A2R8Y568_HUMAN Autism susceptibility gene 2 protein OS=Homo sapiens OX=9606 GN=AUTS2 PE=1 SV=1;tr|A0A024RDL5|A0A024RDL5_HUMAN Autism susce,14,14,14.9,29.9644408187874,29.8150519271713,4.43729856701432,4.39899271413031
Q6ZRI6;H3BMJ2,Q6ZRI6;H3BMJ2,14;13,14;13,14;13,Uncharacterized protein C15orf39,C15orf39,sp|Q6ZRI6|CO039_HUMAN Uncharacterized protein C15orf39 OS=Homo sapiens OX=9606 GN=C15orf39 PE=1 SV=3;tr|H3BMJ2|H3BMJ2_HUMAN Uncharacterized protein C15orf39 (Fragment) OS=Homo sapiens OX=9606 GN=C15orf39 PE=1 SV=1,14,14,19.5,29.3150352726931,28.5417075530297,24.6175087177701,24.392047420273
Q08AD1;H0Y4Z1,Q08AD1,14;2,14;2,14;2,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,sp|Q08AD1|CAMP2_HUMAN Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens OX=9606 GN=CAMSAP2 PE=1 SV=3,14,14,14.4,4.55156783181132,4.41900817165282,28.0820267012899,27.704575866467
Q6PII3;A0A0B4J1R8;A0A087WYA9,Q6PII3;A0A0B4J1R8;A0A087WYA9,14;12;11,14;12;11,14;12;11,Coiled-coil domain-containing protein 174,CCDC174,sp|Q6PII3|CC174_HUMAN Coiled-coil domain-containing protein 174 OS=Homo sapiens OX=9606 GN=CCDC174 PE=1 SV=3;tr|A0A0B4J1R8|A0A0B4J1R8_HUMAN Coiled-coil domain-containing protein 174 OS=Homo sapiens OX=9606 GN=CCDC174 PE=1 SV=1;tr|A0A087WYA9|A0A087WYA9_HUMA,14,14,28.9,27.8907011461138,26.9237705042124,28.0176517043207,27.9507144676343
O60563;A0A1W2PQ16,O60563,16;5,16;5,14;4,Cyclin-T1,CCNT1,sp|O60563|CCNT1_HUMAN Cyclin-T1 OS=Homo sapiens OX=9606 GN=CCNT1 PE=1 SV=1,16,14,32.8,30.8375571986383,30.4688840523998,28.8182101624725,28.5832302264571
Q96JQ2;G3V3D8;G3V4C0,Q96JQ2,14;2;1,14;2;1,14;2;1,Calmin,CLMN,sp|Q96JQ2|CLMN_HUMAN Calmin OS=Homo sapiens OX=9606 GN=CLMN PE=1 SV=1,14,14,18.2,4.55156783181132,4.41900817165282,28.2397710603489,27.8590502597059
P55060,P55060,14,14,14,Exportin-2,CSE1L,sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,14,14,18.6,4.55156783181132,4.41900817165282,28.0115865984133,28.0132384072868
Q9NPI6;A0A087WT55;A0A087WXD0;A0A087WVE6,Q9NPI6,14;5;4;4,14;5;4;4,14;5;4;4,mRNA-decapping enzyme 1A,DCP1A,sp|Q9NPI6|DCP1A_HUMAN mRNA-decapping enzyme 1A OS=Homo sapiens OX=9606 GN=DCP1A PE=1 SV=3,14,14,38.8,23.7811675804756,23.4291782283915,29.2477369440806,28.7949495521943
P25685;M0R080;M0QYT3;M0QXK0;M0R1D6;M0QZD0;M0R128;A0A1B0GX60;Q9UDY4,P25685;M0R080,14;8;5;5;4;4;2;2;1,14;8;5;5;4;4;2;2;1,14;8;5;5;4;4;2;2;1,DnaJ homolog subfamily B member 1,DNAJB1,sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4;tr|M0R080|M0R080_HUMAN DnaJ homolog subfamily B member 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=1,14,14,46.5,28.4952605933804,26.499752720788,28.9349459295265,29.2683205784077
P05198;G3V4T5;H0YJS4,P05198;G3V4T5;H0YJS4,14;10;9,14;10;9,14;10;9,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1,sp|P05198|IF2A_HUMAN Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3;tr|G3V4T5|G3V4T5_HUMAN Eukaryotic translation initiation factor 2 subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=1;tr|H0YJ,14,14,48.9,25.6853975975416,25.027661715718,29.3481972273499,29.2148421682448
P15311;E7EQR4,P15311;E7EQR4,22;22,22;22,14;14,Ezrin,EZR,sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4;tr|E7EQR4|E7EQR4_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=3,22,14,37.5,23.8116663190461,23.3934899661149,30.2037317646972,30.3188320110896
Q8N3X1;F5GXL1,Q8N3X1,14;2,14;2,14;2,Formin-binding protein 4,FNBP4,sp|Q8N3X1|FNBP4_HUMAN Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3,14,14,18.3,27.4030812173697,26.7358286849589,27.962952737128,28.0260157910241
P49915,P49915,14,14,14,GMP synthase [glutamine-hydrolyzing],GMPS,sp|P49915|GUAA_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1,14,14,28.4,24.6986936465932,23.4674970939411,27.955655494096,27.5172822781023
P29084;E5RH41;E5RIW4;E5RK24,P29084;E5RH41,14;7;4;3,14;7;4;3,14;7;4;3,Transcription initiation factor IIE subunit beta,GTF2E2,sp|P29084|T2EB_HUMAN Transcription initiation factor IIE subunit beta OS=Homo sapiens OX=9606 GN=GTF2E2 PE=1 SV=1;tr|E5RH41|E5RH41_HUMAN Transcription initiation factor IIE subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=GTF2E2 PE=1 SV=1,14,14,50.9,27.4546600046266,26.5240106563071,29.2494333677161,28.9106221460097
Q9P2D0;E7EPI0;E9PDR5;D6R9F4,Q9P2D0;E7EPI0;E9PDR5,14;14;12;4,14;14;12;4,14;14;12;4,Inhibitor of Bruton tyrosine kinase,IBTK,sp|Q9P2D0|IBTK_HUMAN Inhibitor of Bruton tyrosine kinase OS=Homo sapiens OX=9606 GN=IBTK PE=1 SV=3;tr|E7EPI0|E7EPI0_HUMAN Inhibitor of Bruton tyrosine kinase OS=Homo sapiens OX=9606 GN=IBTK PE=1 SV=1;tr|E9PDR5|E9PDR5_HUMAN Inhibitor of Bruton tyrosine kina,14,14,13.4,4.55156783181132,4.41900817165282,27.5435523846676,27.6056195629847
O14879,O14879,14,14,14,Interferon-induced protein with tetratricopeptide repeats 3,IFIT3,sp|O14879|IFIT3_HUMAN Interferon-induced protein with tetratricopeptide repeats 3 OS=Homo sapiens OX=9606 GN=IFIT3 PE=1 SV=1,14,14,39.0,4.55156783181132,4.41900817165282,29.1664578340908,29.0123860969325
A0MZ66,A0MZ66,14,14,14,Shootin-1,KIAA1598,sp|A0MZ66|SHOT1_HUMAN Shootin-1 OS=Homo sapiens OX=9606 GN=SHTN1 PE=1 SV=4,14,14,28.5,24.5563713345771,23.8570323377399,27.3866491540113,27.0604393287893
Q6MZP7,Q6MZP7,14,14,14,Protein lin-54 homolog,LIN54,sp|Q6MZP7|LIN54_HUMAN Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3,14,14,28.2,28.5226046373072,28.6040999879136,27.1937573982806,27.1440406358127
Q9H089;F8WFC6;H7C2X7,Q9H089,14;5;5,14;5;5,14;5;5,Large subunit GTPase 1 homolog,LSG1,sp|Q9H089|LSG1_HUMAN Large subunit GTPase 1 homolog OS=Homo sapiens OX=9606 GN=LSG1 PE=1 SV=2,14,14,28.3,4.55156783181132,4.41900817165282,27.6826439274468,27.8132331886445
O60934;A0A0C4DG07;A0A087X1V5;E5RGU1;E2QRP0;E5RGR7;E5RGN7,O60934;A0A0C4DG07,14;12;3;3;2;2;1,14;12;3;3;2;2;1,14;12;3;3;2;2;1,Nibrin,NBN,sp|O60934|NBN_HUMAN Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1;tr|A0A0C4DG07|A0A0C4DG07_HUMAN Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1,14,14,26.3,27.5093750167943,27.3835214478824,28.0664055627733,27.8795268820194
