Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP7_N1,Intensity RBBP7_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q9UQR0;B4DRC2;H0Y6S1,Q9UQR0;B4DRC2,18;9;3,18;9;3,18;9;3,Sex comb on midleg-like protein 2,SCML2,sp|Q9UQR0|SCML2_HUMAN Sex comb on midleg-like protein 2 OS=Homo sapiens OX=9606 GN=SCML2 PE=1 SV=1;tr|B4DRC2|B4DRC2_HUMAN Sex comb on midleg-like protein 2 OS=Homo sapiens OX=9606 GN=SCML2 PE=1 SV=1,18,18,35.7,24.6853335387476,25.9207530008841,28.858072131193,28.7129282828488
P23246;H0Y9K7;H0Y9U2,P23246,19;5;2,18;5;2,18;5;2,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",19,18,35.4,25.5998579201665,26.3473948267971,29.8021644715122,29.7244401857436
Q92797;A0A087WUE9;M0R3C7;M0R180;M0QXP5;M0R033;M0R1C2;M0R039,Q92797;A0A087WUE9;M0R3C7,18;14;10;3;3;2;2;1,18;14;10;3;3;2;2;1,18;14;10;3;3;2;2;1,Symplekin,SYMPK,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,18,18,20.0,4.05855270270621,4.16046733447314,27.6075256022659,27.4460853857782
Q5T6F2;A2A305;A0A0D9SFI5;Q5JV08,Q5T6F2;A2A305,18;9;3;2,18;9;3;2,18;9;3;2,Ubiquitin-associated protein 2,UBAP2,sp|Q5T6F2|UBAP2_HUMAN Ubiquitin-associated protein 2 OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1;tr|A2A305|A2A305_HUMAN Ubiquitin-associated protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1,18,18,26.5,26.5715386803165,27.4006405214046,30.5384364066983,30.2110630801372
Q8IZH2;F8WDA0;C9JCZ8,Q8IZH2,65;3;3,65;3;3,18;3;3,5-3 exoribonuclease 1,XRN1,sp|Q8IZH2|XRN1_HUMAN 5-3 exoribonuclease 1 OS=Homo sapiens OX=9606 GN=XRN1 PE=1 SV=1,65,18,47.1,29.2420904696935,30.1703315493598,31.5196741466373,31.333461377643
Q5VUA4,Q5VUA4,18,18,18,Zinc finger protein 318,ZNF318,sp|Q5VUA4|ZN318_HUMAN Zinc finger protein 318 OS=Homo sapiens OX=9606 GN=ZNF318 PE=1 SV=2,18,18,9.8,25.1482950298087,26.0701168488842,26.7835674064366,26.9829406710452
Q9BX63;J3QKX0;J3KS24;J3QQP5,Q9BX63,19;3;2;1,19;3;2;1,19;3;2;1,Fanconi anemia group J protein,BRIP1,sp|Q9BX63|FANCJ_HUMAN Fanconi anemia group J protein OS=Homo sapiens OX=9606 GN=BRIP1 PE=1 SV=2,19,19,21.1,26.5424162474169,27.8151282945874,26.9403333141876,27.0726538878865
Q14677,Q14677,19,19,19,Clathrin interactor 1,CLINT1,sp|Q14677|EPN4_HUMAN Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1 PE=1 SV=1,19,19,33.1,25.1018942637397,26.4733931262762,30.0585311040661,30.3590909400067
Q9UKF6;G5E9W3;C9JZH6,Q9UKF6;G5E9W3,19;17;1,19;17;1,19;17;1,Cleavage and polyadenylation specificity factor subunit 3,CPSF3,"sp|Q9UKF6|CPSF3_HUMAN Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=1;tr|G5E9W3|G5E9W3_HUMAN Cleavage and polyadenylation specific factor 3, 73kDa, isoform CRA_b OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=",19,19,30.0,25.6766176180033,27.4925127473843,29.5015570513424,29.2772399304748
Q14195;H0YBT4;D6RF19;H0YB87,Q14195,23;7;3;1,20;5;2;1,19;4;2;1,Dihydropyrimidinase-related protein 3,DPYSL3,sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,23,19,60.5,28.0741862247708,28.617228446756,30.2975628610681,30.2527074745473
Q2NKX8;B5MDQ0,Q2NKX8;B5MDQ0,19;18,19;18,19;18,DNA excision repair protein ERCC-6-like,ERCC6L,sp|Q2NKX8|ERC6L_HUMAN DNA excision repair protein ERCC-6-like OS=Homo sapiens OX=9606 GN=ERCC6L PE=1 SV=1;tr|B5MDQ0|B5MDQ0_HUMAN DNA excision repair protein ERCC-6-like OS=Homo sapiens OX=9606 GN=ERCC6L PE=1 SV=1,19,19,22.7,25.6531873081801,28.0122262326694,27.7935859461941,27.836413897885
O14929;F8W9G7;F8WEW1,O14929,19;3;2,19;3;2,19;3;2,Histone acetyltransferase type B catalytic subunit,HAT1,sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=1,19,19,66.1,33.6529882263695,34.8951871867681,28.4521479656141,27.8451162468341
Q5SSJ5;X6RGJ2;B0QZK4;Q5SWC8;B0QZK9;B0QZK8,Q5SSJ5;X6RGJ2;B0QZK4;Q5SWC8,19;16;13;12;3;3,19;16;13;12;3;3,19;16;13;12;3;3,Heterochromatin protein 1-binding protein 3,HP1BP3,sp|Q5SSJ5|HP1B3_HUMAN Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1;tr|X6RGJ2|X6RGJ2_HUMAN Heterochromatin protein 1-binding protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1;tr|B0QZK4|B0QZK4_HUMAN H,19,19,31.3,25.7222103000876,26.7447084202146,29.3014057995957,29.1936399178411
P11021,P11021,20,19,19,78 kDa glucose-regulated protein,HSPA5,sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,20,19,33.8,26.4194086031472,27.290175818442,29.4559535676295,29.2014199213225
P13796;Q5TBN3;Q5TBN5,P13796,24;6;1,24;6;1,19;3;1,Plastin-2,LCP1,sp|P13796|PLSL_HUMAN Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6,24,19,48.5,22.002610397394,23.8532905163338,29.6860552671953,29.2310971509926
Q9UNF1;Q5H909;Q5H907;Q9Y5V3;Q12816;A0A087X070;G5E9N2,Q9UNF1;Q5H909;Q5H907,19;18;15;1;1;1;1,19;18;15;1;1;1;1,19;18;15;1;1;1;1,Melanoma-associated antigen D2,MAGED2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform",19,19,38.8,26.3161019571944,28.0071012004915,29.0192170395377,29.1822222870823
Q8TD19;G3V459;G3V5V0;G3V2Z5,Q8TD19,19;4;1;1,19;4;1;1,19;4;1;1,Serine/threonine-protein kinase Nek9,NEK9,sp|Q8TD19|NEK9_HUMAN Serine/threonine-protein kinase Nek9 OS=Homo sapiens OX=9606 GN=NEK9 PE=1 SV=2,19,19,27.0,25.1214721778215,26.4747086843382,29.0050139444899,28.8938573006598
O94916;J3KRL6;J3QKS5,O94916,19;5;1,19;5;1,19;5;1,Nuclear factor of activated T-cells 5,NFAT5,sp|O94916|NFAT5_HUMAN Nuclear factor of activated T-cells 5 OS=Homo sapiens OX=9606 GN=NFAT5 PE=1 SV=1,19,19,16.9,24.3622552785725,26.0603362460097,29.1004913511771,28.6689849352612
Q14207;H0YET3;E9PKJ1,Q14207,19;9;1,19;9;1,19;9;1,Protein NPAT,NPAT,sp|Q14207|NPAT_HUMAN Protein NPAT OS=Homo sapiens OX=9606 GN=NPAT PE=1 SV=3,19,19,17.8,27.6277015245513,28.7262118696673,24.8427841246847,23.8872533451935
Q13177;H7C1X3,Q13177,25;8,25;8,19;6,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,sp|Q13177|PAK2_HUMAN Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,25,19,61.1,24.6952988188404,26.1308679243737,29.3041724845287,28.9652118128346
O60664;K7ERZ3;K7EL96;K7ER39;K7EJD0,O60664;K7ERZ3,19;13;8;6;1,19;13;8;6;1,19;13;8;6;1,Perilipin-3,PLIN3,sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3;tr|K7ERZ3|K7ERZ3_HUMAN Perilipin-3 (Fragment) OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=1,19,19,71.0,29.3341116940947,30.3056299391393,32.2241777920885,32.3836295903391
Q16576;E9PC52;Q5JP01;Q5JP02;Q5JNZ6,Q16576;E9PC52;Q5JP01,30;28;16;11;2,30;28;16;11;2,19;17;12;7;1,Histone-binding protein RBBP7,RBBP7,sp|Q16576|RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;tr|E9PC52|E9PC52_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;tr|Q5JP01|Q5JP01_HUMAN Histone-binding protein RBBP7 (Fragment) O,30,19,80.5,35.9575299705856,37.0924051105952,26.2332476617513,25.5994606945544
Q15208;Q9Y2H1;H0YGN4;F5H277,Q15208,19;2;2;2,19;2;2;2,19;2;2;2,Serine/threonine-protein kinase 38,STK38,sp|Q15208|STK38_HUMAN Serine/threonine-protein kinase 38 OS=Homo sapiens OX=9606 GN=STK38 PE=1 SV=1,19,19,48.8,27.7398248941233,28.3858267306388,29.4729362696809,29.1751948120304
P21675;Q8IZX4;H7BY98;H7C2K9;H0Y8N6;H0Y9L7,P21675;Q8IZX4,19;11;5;5;4;3,19;11;5;5;4;3,19;11;5;5;4;3,Transcription initiation factor TFIID subunit 1;Transcription initiation factor TFIID subunit 1-like,TAF1;TAF1L,sp|P21675|TAF1_HUMAN Transcription initiation factor TFIID subunit 1 OS=Homo sapiens OX=9606 GN=TAF1 PE=1 SV=2;sp|Q8IZX4|TAF1L_HUMAN Transcription initiation factor TFIID subunit 1-like OS=Homo sapiens OX=9606 GN=TAF1L PE=1 SV=1,19,19,13.0,26.0652759299826,26.5096015410207,27.8633697977434,27.8867534850945
O95759;J3KQ40;Q0IIM8;D6RFZ2;J3KN75,O95759;J3KQ40,19;19;1;1;1,19;19;1;1;1,19;19;1;1;1,TBC1 domain family member 8,TBC1D8,sp|O95759|TBCD8_HUMAN TBC1 domain family member 8 OS=Homo sapiens OX=9606 GN=TBC1D8 PE=1 SV=3;tr|J3KQ40|J3KQ40_HUMAN TBC1 domain family member 8 OS=Homo sapiens OX=9606 GN=TBC1D8 PE=1 SV=1,19,19,22.6,25.6650856107303,27.5137481941981,28.6747199634367,28.3003369184145
Q96AY4;A0A087WW06,Q96AY4;A0A087WW06,19;19,19;19,19;19,Tetratricopeptide repeat protein 28,TTC28,sp|Q96AY4|TTC28_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4;tr|A0A087WW06|A0A087WW06_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=1,19,19,11.1,26.2290351430874,27.3073031079073,24.8334008751097,23.960568523328
Q15942;H0Y2Y8;H7C3D3;C9IZ41;C9JJK5;H7C3R3,Q15942;H0Y2Y8,19;18;6;4;4;2,19;18;6;4;4;2,19;18;6;4;4;2,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,19,19,53.7,26.4704326061717,27.1009925480002,30.2829495499985,30.0538789125149
Q92667;I3L0W0;I3L2A2;I3L2N7;I3L0K6;I3L364;I3L3K1;I3NI36,Q92667,20;9;8;8;5;3;2;1,20;9;8;8;5;3;2;1,20;9;8;8;5;3;2;1,"A-kinase anchor protein 1, mitochondrial",AKAP1,"sp|Q92667|AKAP1_HUMAN A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1",20,20,30.9,21.0196423049998,22.4679945321121,28.7730071179972,28.429819436852
Q8N6T3;F8VWH9;E5RHC5;F8W1U7;E5RHT6;F8VWB3;E5RHH7;H0YIQ0;E5RGL6;E5RIU2,Q8N6T3;F8VWH9;E5RHC5;F8W1U7;E5RHT6,20;18;14;14;12;5;5;3;3;1,20;18;14;14;12;5;5;3;3;1,20;18;14;14;12;5;5;3;3;1,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|F8VWH9|F8VWH9_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=1;tr|E5RHC5|E5RHC5_,20,20,54.7,26.9347210179911,28.37484368109,30.281955311637,30.6239225315962
Q3V6T2;A0A2U3TZV9;A0A2R8Y7B1;A0A2R8YG73;A0A2R8Y4W8;A0A2R8Y4X4;A0A2R8YG52;A0A2R8YGU1;A0A087WXD9;A0A2R8Y7D9;A0A2R8Y6B2;A0A2R8Y820;A0A2R8Y885;A0A2R8YCU9;H7C2C6;H0Y470;H0Y7U8;A0A2R8YDS8;A0A2R8YD81;A0A2R8Y7D4;A0A2R8Y5D7;A0A2R8Y4Z5;A0A2R8Y846;H0Y7K3;A0A2R8YD99;A0A2R8Y7L3;A0A2R8YCW0;A0A2R8Y4C6;A0A2R8YFK8;A0A2R8YFV1;A0A2R8Y802,Q3V6T2;A0A2U3TZV9;A0A2R8Y7B1;A0A2R8YG73;A0A2R8Y4W8;A0A2R8Y4X4;A0A2R8YG52;A0A2R8YGU1;A0A087WXD9;A0A2R8Y7D9;A0A2R8Y6B2,20;19;18;18;18;18;13;13;13;11;11;7;7;7;6;6;5;5;5;5;5;2;2;2;2;2;1;1;1;1;1,20;19;18;18;18;18;13;13;13;11;11;7;7;7;6;6;5;5;5;5;5;2;2;2;2;2;1;1;1;1;1,20;19;18;18;18;18;13;13;13;11;11;7;7;7;6;6;5;5;5;5;5;2;2;2;2;2;1;1;1;1;1,Girdin,CCDC88A,sp|Q3V6T2|GRDN_HUMAN Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=2;tr|A0A2U3TZV9|A0A2U3TZV9_HUMAN Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=1;tr|A0A2R8Y7B1|A0A2R8Y7B1_HUMAN Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=1;tr|A0A2R8YG73|A0A,20,20,13.6,28.8558466424586,26.8729096748095,24.1375084017951,24.3431014158444
Q14203;E7EX90;Q6AWB1;E7EWF7;C9J1B7;C9JZA4;C9JTE5;C9JJN7;C9JJD0;C9JKG6;E9PCY0,Q14203;E7EX90;Q6AWB1,20;20;10;6;1;1;1;1;1;1;1,20;20;10;6;1;1;1;1;1;1;1,20;20;10;6;1;1;1;1;1;1;1,Dynactin subunit 1,DCTN1;DKFZp686E0752,sp|Q14203|DCTN1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3;tr|E7EX90|E7EX90_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=1;tr|Q6AWB1|Q6AWB1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=1,20,20,20.8,26.0617169437124,25.9965591707572,28.6843171607313,28.1226277838558
O00571;A0A2R8YF78;A0A2R8Y5G6;A0A0D9SF53;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YDT5;A0A2R8Y7T2;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A0D9SFB3;F6S8Q4;O15523;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;C9J081;H0Y960;C9J8G5;A0A2R8Y4D2,O00571;A0A2R8YF78;A0A2R8Y5G6;A0A0D9SF53;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YDT5;A0A2R8Y7T2;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A0D9SFB3;F6S8Q4;O15523;A0A2R8YDH3,23;23;23;23;23;23;23;23;23;23;23;23;23;23;19;18;17;9;7;2;1;1;1,23;23;23;23;23;23;23;23;23;23;23;23;23;23;19;18;17;9;7;2;1;1;1,20;20;20;20;20;20;20;20;20;20;20;20;20;20;16;15;14;9;7;1;0;1;1,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A2R8YF78|A0A2R8YF78_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y5G6|A0A2R8Y5G6_HUMAN ATP-dependent RNA he,23,20,40.5,27.2974535370017,28.2529104502684,29.7871534481983,29.5783792566064
Q14126;J3KSI6,Q14126,20;4,20;4,20;4,Desmoglein-2,DSG2,sp|Q14126|DSG2_HUMAN Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2,20,20,28.0,23.8316141958355,25.074063697696,30.00142108045,29.7336648276961
P23588;E7EX17;F8VP89;F8VSC7;F8VX11;F8W0K0;F8VYE9;F8VRU1,P23588;E7EX17;F8VP89;F8VSC7;F8VX11;F8W0K0,20;20;12;11;11;10;8;6,20;20;12;11;11;10;8;6,20;20;12;11;11;10;8;6,Eukaryotic translation initiation factor 4B,EIF4B,sp|P23588|IF4B_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2;tr|E7EX17|E7EX17_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=1;tr|F8VP89|F8VP89_HUMAN Eukaryotic tran,20,20,38.3,26.9163857436178,28.4090435298245,31.0146489396435,31.1147697123968
P55010;H0YLZ1;H0YN40;H0YMJ8;H0YM54;H0YK11;H0YK29,P55010;H0YLZ1;H0YN40,20;11;11;8;8;3;2,20;11;11;8;8;3;2,20;11;11;8;8;3;2,Eukaryotic translation initiation factor 5,EIF5,sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2;tr|H0YLZ1|H0YLZ1_HUMAN Eukaryotic translation initiation factor 5 (Fragment) OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=1;tr|H0YN40|H0YN40_HUMAN Eukaryoti,20,20,42.7,28.0107333113615,28.8972085772682,32.0296664671631,32.1182709122816
Q86YP4;C9JGN4;C9JHD7;C9JJK9;C9JMI3;C9JVY3;V9GY85;H7C3H1;V9GYX5,Q86YP4,22;6;6;6;5;4;4;4;3,22;6;6;6;5;4;4;4;3,20;6;6;6;5;4;4;4;3,Transcriptional repressor p66-alpha,GATAD2A,sp|Q86YP4|P66A_HUMAN Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1,22,20,47.4,27.6151948519319,29.489663969848,24.9322897365678,24.9623019080311
Q13325;Q5T764;P09914,Q13325,20;1;1,20;1;1,20;1;1,Interferon-induced protein with tetratricopeptide repeats 5,IFIT5,sp|Q13325|IFIT5_HUMAN Interferon-induced protein with tetratricopeptide repeats 5 OS=Homo sapiens OX=9606 GN=IFIT5 PE=1 SV=1,20,20,51.7,29.3378798858621,29.342189514979,30.3991741194072,30.7805044248487
O60502;H7C3X0,O60502,20;5,20;5,20;5,Protein O-GlcNAcase,MGEA5,sp|O60502|OGA_HUMAN Protein O-GlcNAcase OS=Homo sapiens OX=9606 GN=OGA PE=1 SV=2,20,20,29.1,23.5453359374686,22.7832676464104,28.8384591649327,29.1975351639664
Q8WX93;A0A3B3ISX8;H0YA05;H0Y952;D6RBB1;D6R9Z5;D6RBH5;D6R9F5;F8WA26,Q8WX93,20;6;5;3;2;1;1;1;1,20;6;5;3;2;1;1;1;1,20;6;5;3;2;1;1;1;1,Palladin,PALLD,sp|Q8WX93|PALLD_HUMAN Palladin OS=Homo sapiens OX=9606 GN=PALLD PE=1 SV=3,20,20,18.8,26.3193618965643,27.5321505478251,29.0156859984869,28.9129931443631
Q9H792;H0YN99;H3BUZ5,Q9H792;H0YN99,20;12;6,20;12;6,20;12;6,Pseudopodium-enriched atypical kinase 1,PEAK1,sp|Q9H792|PEAK1_HUMAN Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=4;tr|H0YN99|H0YN99_HUMAN Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=1,20,20,14.9,24.022506662493,23.2199714305831,28.1947438564667,27.8685597781422
Q06124;A0A1W2PPU4;A0A0U1RRI0;H0YF12,Q06124,20;9;8;3,20;9;8;3,20;9;8;3,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,sp|Q06124|PTN11_HUMAN Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=3,20,20,42.8,24.4420874879056,25.9050880090092,29.2219330685463,29.1750758101876
Q5T8P6;A0A087X0H9;E2PSN0,Q5T8P6;A0A087X0H9,22;21;5,20;19;5,20;19;5,RNA-binding protein 26,RBM26,sp|Q5T8P6|RBM26_HUMAN RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=3;tr|A0A087X0H9|A0A087X0H9_HUMAN RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=1,22,20,19.2,23.1863439959723,25.4680256163036,29.1328103405224,29.3485982603331
Q9H6T3,Q9H6T3,20,20,20,RNA polymerase II-associated protein 3,RPAP3,sp|Q9H6T3|RPAP3_HUMAN RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2,20,20,37.4,26.7296190840917,27.4009661862007,29.3777420735025,29.3738486045768
Q9UBB9;H0Y4U8;F6UKU9;F6SQZ1;F6XM96,Q9UBB9,20;2;1;1;1,20;2;1;1;1,20;2;1;1;1,Tuftelin-interacting protein 11,TFIP11,sp|Q9UBB9|TFP11_HUMAN Tuftelin-interacting protein 11 OS=Homo sapiens OX=9606 GN=TFIP11 PE=1 SV=1,20,20,30.8,25.100772042849,26.6332562336595,28.1716443380884,27.9038591424114
Q13263;M0R0K9;M0R3C0;M0R2I3,Q13263;M0R0K9,20;11;3;2,20;11;3;2,20;11;3;2,Transcription intermediary factor 1-beta,TRIM28,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5;tr|M0R0K9|M0R0K9_HUMAN Transcription intermediary factor 1-beta (Fragment) OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=1,20,20,36.9,25.8102203520779,26.1237232730437,30.3928433645012,30.1086143036992
Q9NW82;D6RIW8,Q9NW82;D6RIW8,20;13,20;13,20;13,WD repeat-containing protein 70,WDR70,sp|Q9NW82|WDR70_HUMAN WD repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=WDR70 PE=1 SV=1;tr|D6RIW8|D6RIW8_HUMAN WD repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=WDR70 PE=1 SV=1,20,20,40.2,24.9781469359445,25.7878073292213,29.4276433806527,29.0276511708963
Q2M2I8;E9PG46;A0A096LP60;Q9NSY1;K4DI97,Q2M2I8;E9PG46,24;19;3;2;2,24;19;3;2;2,21;19;0;2;2,AP2-associated protein kinase 1,AAK1,sp|Q2M2I8|AAK1_HUMAN AP2-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=AAK1 PE=1 SV=3;tr|E9PG46|E9PG46_HUMAN AP2-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=AAK1 PE=1 SV=1,24,21,31.8,27.0326513046435,28.3809235940778,30.5220620562157,30.2377442112063
Q9BR76;A0A087WW53;F5H390;F5H0D2;A9Z1Z3,Q9BR76,21;9;9;3;1,21;9;9;3;1,21;9;9;3;1,Coronin-1B,CORO1B,sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,21,21,43.8,30.9004513186669,32.0755256857445,33.6032202000888,33.2081437463693
P17812;A0A3B3IRI2;B4E1E0;A0A3B3IRQ8;A0A3B3ITF6;A0A3B3ITB8;A0A3B3ISY3;A0A3B3ITH9;Q9NRF8,P17812;A0A3B3IRI2;B4E1E0;A0A3B3IRQ8;A0A3B3ITF6;A0A3B3ITB8,21;21;16;15;15;13;4;4;2,21;21;16;15;15;13;4;4;2,21;21;16;15;15;13;4;4;2,CTP synthase 1;CTP synthase,CTPS1,sp|P17812|PYRG1_HUMAN CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2;tr|A0A3B3IRI2|A0A3B3IRI2_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr|B4E1E0|B4E1E0_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr|A0A3B3I,21,21,45.7,27.5285782291588,27.8106616481887,30.5270125539137,30.3432913912755
P17844;J3KTA4;J3QSF1;J3KRZ1;Q92841;J3QRQ7;A0A1X7SBZ2;A0A5H1ZRQ2;A0A1W2PQ51;J3KRX8;J3KTQ4;X6RLV5;J3QR02;A0A0U1RQJ0;J3QRN5,P17844;J3KTA4,22;22;9;8;6;6;6;6;6;3;3;2;2;1;1,21;21;8;7;5;6;5;5;5;3;3;2;2;1;1,21;21;8;7;5;6;5;5;5;3;3;2;2;1;1,Probable ATP-dependent RNA helicase DDX5,DDX5,sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1;tr|J3KTA4|J3KTA4_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,22,21,39.9,25.0934965498824,26.0292425667439,29.0332554098081,29.3002278043657
O43143,O43143,22,22,21,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15,sp|O43143|DHX15_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,22,21,33.5,26.1024950946116,26.262987167159,28.4285820826485,28.2630677844138
