PWP1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
COLGALT1,-0.2787434638,0.513961502212603,0,Q8NBJ5;M0QYH0;M0QX72,Q8NBJ5,13;3;3,13;3;3,13;3;3,Procollagen galactosyltransferase 1,COLGALT1,sp|Q8NBJ5|GT251_HUMAN Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1,13,13,30.5,622
TXNDC5,0.0148924118,0.886618134691831,0,Q8NBS9,Q8NBS9,17,17,17,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,17,17,44.9,432
PDPR,-0.2324447023,0.187026297302161,0,Q8NCN5;A8MT40;H3BQG3;H3BUH3;B7ZAR9,Q8NCN5;A8MT40;H3BQG3,9;7;6;1;1,9;7;6;1;1,9;7;6;1;1,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",PDPR,"sp|Q8NCN5|PDPR_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR PE=1 SV=2;tr|A8MT40|A8MT40_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR ",9,9,13.9,879
NGDN,0.3256160302,0.0304504379219079,0,Q8NEJ9;G3V4G1;H0YJ17,Q8NEJ9,3;1;1,3;1;1,3;1;1,Neuroguidin,NGDN,sp|Q8NEJ9|NGDN_HUMAN Neuroguidin OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=1,3,3,14.6,315
NUP43,-0.7598712464,0.0118782272708575,0,Q8NFH3,Q8NFH3,3,3,3,Nucleoporin Nup43,NUP43,sp|Q8NFH3|NUP43_HUMAN Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1,3,3,10.8,380
PLBD2,0.5652978621,0.0190654100221984,0,Q8NHP8,Q8NHP8,3,3,3,Putative phospholipase B-like 2;Putative phospholipase B-like 2 32 kDa form;Putative phospholipase B-like 2 45 kDa form,PLBD2,sp|Q8NHP8|PLBL2_HUMAN Putative phospholipase B-like 2 OS=Homo sapiens OX=9606 GN=PLBD2 PE=1 SV=2,3,3,5.4,589
NPLOC4,0.6474943678,0.0877140345925731,0,Q8TAT6,Q8TAT6,8,8,8,Nuclear protein localization protein 4 homolog,NPLOC4,sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,8,8,11.7,608
RDH11,-0.365372229,0.025138674012949,0,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,Q8TC12;G3V2G6;G3V234;H0YIZ8,7;6;5;4;3,7;6;5;4;3,7;6;5;4;3,Retinol dehydrogenase 11,RDH11,sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2;tr|G3V2G6|G3V2G6_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=1;tr|G3V234|G3V234_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Ho,7,7,27.7,318
LRRC20,0.0910661093,0.66779968748759,0,Q8TCA0;X6RK58;A0A0A0MS58,Q8TCA0;X6RK58;A0A0A0MS58,2;2;1,2;2;1,2;2;1,Leucine-rich repeat-containing protein 20,LRRC20,sp|Q8TCA0|LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=1;tr|X6RK58|X6RK58_HUMAN Leucine-rich repeat-containing protein 20 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=7;tr|A0A0A0MS58|A0A0A0MS58_HUM,2,2,10.3,184
PNPT1,0.3135265285,0.0407067977322975,0,Q8TCS8;H7C3C5;H7BXF6;F8WBI3,Q8TCS8,18;3;3;1,18;3;3;1,18;3;3;1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,"sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",18,18,26.3,783
ZC3H15,-0.0252608205,0.883515512900458,0,Q8WU90,Q8WU90,1,1,1,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,1,1,2.3,426
PPP1R13L,-0.5751583727,0.019801049388374,0,Q8WUF5;K7EPP1;K7EN03,Q8WUF5,3;1;1,3;1;1,3;1;1,RelA-associated inhibitor,PPP1R13L,sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4,3,3,5.9,828
NUP133,-1.3172006296,0.00515602262379234,1,Q8WUM0,Q8WUM0,12,12,12,Nuclear pore complex protein Nup133,NUP133,sp|Q8WUM0|NU133_HUMAN Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2,12,12,14.6,1156
PDCD6IP,-0.1578888442,0.281534754729595,0,Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;C9IZF9;F8WDK9,Q8WUM4,14;5;4;4;4;2,14;5;4;4;4;2,14;5;4;4;4;2,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,14,14,22.1,868
SCFD1,-0.0481282972,0.768175568585444,0,Q8WVM8;G3V3K9;G3V4I1;G3V5F3;H0YJY1;J3KNG4;G3V5E2,Q8WVM8,8;2;2;2;2;2;1,8;2;2;2;2;2;1,8;2;2;2;2;2;1,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,8,8,18.2,642
FAR1,-0.5374686197,0.40499665677793,0,Q8WVX9;E9PNW8,Q8WVX9;E9PNW8,3;2,3;2,3;2,Fatty acyl-CoA reductase 1,FAR1,sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens OX=9606 GN=FAR1 PE=1 SV=1;tr|E9PNW8|E9PNW8_HUMAN Fatty acyl-CoA reductase (Fragment) OS=Homo sapiens OX=9606 GN=FAR1 PE=1 SV=1,3,3,8.3,515
UBLCP1,-0.1477054623,0.254942335572979,0,Q8WVY7,Q8WVY7,1,1,1,Ubiquitin-like domain-containing CTD phosphatase 1,UBLCP1,sp|Q8WVY7|UBCP1_HUMAN Ubiquitin-like domain-containing CTD phosphatase 1 OS=Homo sapiens OX=9606 GN=UBLCP1 PE=1 SV=2,1,1,2.2,318
PCNP,-0.2398468479,0.150871744143788,0,Q8WW12,Q8WW12,3,3,3,PEST proteolytic signal-containing nuclear protein,PCNP,sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,3,3,13.5,178
PSPC1,0.1756744808,0.613740458945508,0,Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,7;5,7;5,7;5,Paraspeckle component 1,PSPC1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,7,7,22,523
H1FX,-0.0094565222,0.946876864322705,0,Q92522,Q92522,8,8,8,Histone H1x,H1FX,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,8,8,30.5,213
CCT6B,-0.3685425648,0.0208435388649362,0,Q92526,Q92526,6,1,1,T-complex protein 1 subunit zeta-2,CCT6B,sp|Q92526|TCPW_HUMAN T-complex protein 1 subunit zeta-2 OS=Homo sapiens OX=9606 GN=CCT6B PE=1 SV=5,6,1,9.6,530
HSPH1,-0.3464832128,0.030400343043386,0,Q92598;R4GN69,Q92598,31;5,28;5,8;4,Heat shock protein 105 kDa,HSPH1,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,31,8,38.1,858
GCN1L1,-0.0321850396,0.789981026922391,0,Q92616,Q92616,21,21,21,Translational activator GCN1,GCN1L1,sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,21,21,9.8,2671
TFG,-0.9577678809,0.0233232425147289,0,Q92734;C9JTY3;C9JUE0;C9JJP5,Q92734;C9JTY3;C9JUE0;C9JJP5,4;3;3;3,4;3;3;3,4;3;3;3,Protein TFG,TFG,sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2;tr|C9JTY3|C9JTY3_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JUE0|C9JUE0_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JJP5,4,4,16.2,400
HDAC2,-0.5244449294,0.00498560546519824,0,Q92769;H3BM24;E5RFI6;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;E5RK19,Q92769,9;4;2;2;2;2;2;2;2;1,9;4;2;2;2;2;2;2;2;1,6;2;0;0;0;0;0;0;0;0,Histone deacetylase 2,HDAC2,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,9,6,30.7,488
RAD50,-0.6209197186,0.00729726691515299,0,Q92878;A0A1W2PQ90;A0A494C1B7;E7ESD9;A0A494BZX5;A0A494C122;A0A494C0Y7;E7EN38;A0A494BZW0;E9PM98;H7C0V2;H7C0P8;A0A494BZX8,Q92878;A0A1W2PQ90;A0A494C1B7;E7ESD9;A0A494BZX5;A0A494C122,8;7;6;4;4;4;3;3;1;1;1;1;1,8;7;6;4;4;4;3;3;1;1;1;1;1,8;7;6;4;4;4;3;3;1;1;1;1;1,DNA repair protein RAD50,RAD50,sp|Q92878|RAD50_HUMAN DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1;tr|A0A1W2PQ90|A0A1W2PQ90_HUMAN Zinc-hook domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=2;tr|A0A494C1B7|A0A494C1B7_HUMAN DNA repair protein RAD50 (Fragment,8,8,7.4,1312
UFD1L,0.123187813,0.284876285835411,0,Q92890;C9J6N9;C9IZG3,Q92890,5;2;2,5;2;2,5;2;2,Ubiquitin fusion degradation protein 1 homolog,UFD1L,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3,5,5,18.9,307
UPF1,0.01668756,0.892776739850861,0,Q92900,Q92900,14,14,14,Regulator of nonsense transcripts 1,UPF1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,14,14,14.7,1129
SMARCC1,-0.7662424921,0.00299681940467383,0,Q92922;F8WE13,Q92922,10;1,5;1,5;1,SWI/SNF complex subunit SMARCC1,SMARCC1,sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,10,5,11.2,1105
TNPO1,0.0394762606,0.695714551914783,0,Q92973;E7EW37;O14787;A0A075B780;K7ENW1;K7ESC1;S4R398,Q92973,11;4;3;3;2;2;2,11;4;3;3;2;2;2,11;4;3;3;2;2;2,Transportin-1,TNPO1,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,11,11,17.8,898
EMG1,-0.2441258722,0.160253114721213,0,Q92979;V9GYP5;A0A087WWQ2;A0A087WVM7,Q92979;V9GYP5;A0A087WWQ2;A0A087WVM7,6;4;4;3,6;4;4;3,6;4;4;3,Ribosomal RNA small subunit methyltransferase NEP1,EMG1,sp|Q92979|NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4;tr|V9GYP5|V9GYP5_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 (Fragment) OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=2;tr|A0A087WWQ2|A,6,6,35.2,244
TBRG4,-0.0866372051,0.780569820561748,0,Q969Z0;C9IZN7;C9J7P5;H7C4R5,Q969Z0;C9IZN7,7;4;2;1,7;4;2;1,7;4;2;1,Protein TBRG4,TBRG4,sp|Q969Z0|FAKD4_HUMAN FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1;tr|C9IZN7|C9IZN7_HUMAN FAST kinase domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1,7,7,12.8,631
MAGOHB,0.0465758331,0.720060130331556,0,Q96A72;F5H6N1;F5H124,Q96A72;F5H6N1,9;7;1,9;7;1,1;1;1,Protein mago nashi homolog 2,MAGOHB,sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;tr|F5H6N1|F5H6N1_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1,9,1,64.9,148
LRRC59,0.1765300123,0.160911801401704,0,Q96AG4,Q96AG4,11,11,11,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,11,11,31.9,307
FKBP10,0.1279748527,0.328374733085123,0,Q96AY3;K7ESG6;K7ELI6;C9JPC3;K7EM43,Q96AY3;K7ESG6;K7ELI6,4;3;2;1;1,4;3;2;1;1,4;3;2;1;1,Peptidyl-prolyl cis-trans isomerase FKBP10;Peptidyl-prolyl cis-trans isomerase,FKBP10,sp|Q96AY3|FKB10_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1;tr|K7ESG6|K7ESG6_HUMAN Peptidylprolyl isomerase (Fragment) OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1;tr|K7ELI6|K7ELI6_HUMAN Peptidylprolyl isomer,4,4,7.2,582
FAM136A,-0.3575039215,0.112675404194931,0,Q96C01;E7EQY1;C9J2Y4,Q96C01;E7EQY1,5;4;2,5;4;2,5;4;2,Protein FAM136A,FAM136A,sp|Q96C01|F136A_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1;tr|E7EQY1|E7EQY1_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1,5,5,25.4,138
PYCR2,-0.2883983596,0.0673239713247941,0,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9;A0A087WX69;A0A087WZF0,Q96C36;A0A087WTV6;J3KR12,9;8;7;4;2;2,8;7;6;3;2;2,8;7;6;3;2;2,Pyrroline-5-carboxylate reductase 2,PYCR2,sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|J3KR12|J3KR12_HUMAN Uncharacterized protei,9,8,34.1,320
PPP1R14B,0.8183421865,0.0152025009905658,0,Q96C90,Q96C90,2,2,2,Protein phosphatase 1 regulatory subunit 14B,PPP1R14B,sp|Q96C90|PP14B_HUMAN Protein phosphatase 1 regulatory subunit 14B OS=Homo sapiens OX=9606 GN=PPP1R14B PE=1 SV=3,2,2,34.7,147
SNRNP40;DKFZp434D199,0.0272682566,0.800821033728298,0,Q96DI7;Q9NSS8,Q96DI7;Q9NSS8,10;6,10;6,10;6,U5 small nuclear ribonucleoprotein 40 kDa protein,SNRNP40;DKFZp434D199,sp|Q96DI7|SNR40_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1;tr|Q9NSS8|Q9NSS8_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1,10,10,42.9,357
FAHD2A;FAHD2B,-0.0624138998,0.717036696493492,0,Q96GK7;Q6P2I3;C9JGM0,Q96GK7;Q6P2I3;C9JGM0,4;2;2,4;2;2,4;2;2,Fumarylacetoacetate hydrolase domain-containing protein 2A;Fumarylacetoacetate hydrolase domain-containing protein 2B,FAHD2A;FAHD2B,sp|Q96GK7|FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens OX=9606 GN=FAHD2A PE=1 SV=1;sp|Q6P2I3|FAH2B_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2B OS=Homo sapiens OX=9606 GN=FAHD2B PE=1 SV=1;tr|C9J,4,4,15,314
ERO1L,-0.149006868,0.440371043626103,0,Q96HE7;G3V3E6;G3V503;G3V5B3;G3V2H0,Q96HE7,12;5;2;2;1,12;5;2;2;1,12;5;2;2;1,ERO1-like protein alpha,ERO1L,sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2,12,12,31,468
PGAM5,-0.1942772988,0.139522403735403,0,Q96HS1;F5GXG4,Q96HS1;F5GXG4,10;5,10;5,10;5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,"sp|Q96HS1|PGAM5_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2;tr|F5GXG4|F5GXG4_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=1",10,10,41.5,289
FUBP3,0.2459815556,0.139473707372768,0,Q96I24;A0A494C1K6,Q96I24,13;2,12;2,12;2,Far upstream element-binding protein 3,FUBP3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,13,12,29.2,572
SUCLG2,-0.2645774992,0.0527697054490674,0,Q96I99;E9PDQ8;H0Y852,Q96I99;E9PDQ8,11;10;4,11;10;4,11;10;4,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,"sp|Q96I99|SUCB2_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2;tr|E9PDQ8|E9PDQ8_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 ",11,11,25.9,432
ABHD14B,0.0828279406,0.510882102889721,0,Q96IU4;F8W9U3;B4DQI4,Q96IU4;F8W9U3;B4DQI4,8;7;5,8;7;5,8;7;5,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,8,8,53.3,210
PBK,-0.6076984634,0.00997792055197856,0,Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,8;6;2,8;6;2,8;6;2,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,8,8,31.1,322
CNDP2,0.0070144918,0.948092387081027,0,Q96KP4;J3QKT2;J3KSV5;A0A087WYZ1;J3QQN6;J3QR27;J3QLU1;J3QKQ0;J3QRD0;J3QRA8;J3QL02;J3KSS4;A0A087WVS2;J3KRD5;J3QRP4;J3QRH4,Q96KP4;J3QKT2,14;7;6;6;5;5;5;5;5;5;5;4;3;2;2;2,14;7;6;6;5;5;5;5;5;5;5;4;3;2;2;2,14;7;6;6;5;5;5;5;5;5;5;4;3;2;2;2,Cytosolic non-specific dipeptidase,CNDP2,sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2;tr|J3QKT2|J3QKT2_HUMAN Cytosolic non-specific dipeptidase (Fragment) OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=1,14,14,41.3,475
RBM14,-0.0551128887,0.601129296671417,0,Q96PK6;A0A0A6YYI9;F8WDX3;A0A0A0MSL8;B8ZZ74,Q96PK6,20;5;5;5;5,20;5;5;5;5,20;5;5;5;5,RNA-binding protein 14,RBM14,sp|Q96PK6|RBM14_HUMAN RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,20,20,33.5,669
VPS35,-0.2182148272,0.257367259435528,0,Q96QK1;I3L4S0;A0A1W2PP10;A0A3B3ITD4,Q96QK1,8;1;1;1,8;1;1;1,8;1;1;1,Vacuolar protein sorting-associated protein 35,VPS35,sp|Q96QK1|VPS35_HUMAN Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,8,8,14.1,796
PURB,0.8773616503,0.019688444464115,0,Q96QR8,Q96QR8,5,5,5,Transcriptional activator protein Pur-beta,PURB,sp|Q96QR8|PURB_HUMAN Transcriptional activator protein Pur-beta OS=Homo sapiens OX=9606 GN=PURB PE=1 SV=3,5,5,14.4,312
GFM1,-1.0234924488,0.389648175725397,0,Q96RP9;C9IZ01;F8WAU4,Q96RP9;C9IZ01;F8WAU4,11;9;8,11;9;8,11;9;8,"Elongation factor G, mitochondrial",GFM1,"sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2;tr|C9IZ01|C9IZ01_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=1;tr|F8WAU4|F8WAU4_HUMAN Elongation factor G, mitochondrial ",11,11,22,751
PSMB7,-0.6843863187,0.00249078553749531,0,Q99436;Q5TBG5,Q99436;Q5TBG5,2;1,2;1,2;1,Proteasome subunit beta type-7;Proteasome subunit beta type,PSMB7,sp|Q99436|PSB7_HUMAN Proteasome subunit beta type-7 OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1;tr|Q5TBG5|Q5TBG5_HUMAN Proteasome subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1,2,2,7.9,277
CDC5L,-0.2826279171,0.156251967480955,0,Q99459,Q99459,12,12,12,Cell division cycle 5-like protein,CDC5L,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,12,12,20.3,802
PSMD1,-0.2923345887,0.215508636612715,0,Q99460;A0A087WW66;H7C378;C9J9M4;H7BZR6;F8WCE3,Q99460;A0A087WW66,14;13;4;3;2;1,14;13;4;3;2;1,14;13;4;3;2;1,26S proteasome non-ATPase regulatory subunit 1,PSMD1,sp|Q99460|PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2;tr|A0A087WW66|A0A087WW66_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=1,14,14,19.4,953
RNF2;RING1,-0.3433510941,0.147084806064808,0,X6RFN3;Q99496;Q06587,X6RFN3;Q99496;Q06587,4;4;3,4;4;3,4;4;3,E3 ubiquitin-protein ligase RING2;E3 ubiquitin-protein ligase RING1,RNF2;RING1,tr|X6RFN3|X6RFN3_HUMAN E3 ubiquitin-protein ligase RING2 (Fragment) OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=2;sp|Q99496|RING2_HUMAN E3 ubiquitin-protein ligase RING2 OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=1;sp|Q06587|RING1_HUMAN E3 ubiquitin-protein ligas,4,4,21.2,245
VAT1,-0.0663764685,0.600975294593562,0,Q99536;K7ESA3;K7ERT7;K7ENX2;K7EM19;K7EJM4,Q99536;K7ESA3,10;5;4;3;3;1,10;5;4;3;3;1,10;5;4;3;3;1,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,sp|Q99536|VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2;tr|K7ESA3|K7ESA3_HUMAN Synaptic vesicle membrane protein VAT-1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=1,10,10,30.5,393
PLIN2,-0.8799843239,0.0477708923753438,0,Q99541;Q5SYF5;Q5SYF3;Q5SYF4,Q99541,12;3;2;2,12;3;2;2,12;3;2;2,Perilipin-2,PLIN2,sp|Q99541|PLIN2_HUMAN Perilipin-2 OS=Homo sapiens OX=9606 GN=PLIN2 PE=1 SV=2,12,12,43.7,437
EIF3C;EIF3CL,0.0823599325,0.632756272778401,0,Q99613;B5ME19;H3BPE4;H3BTY8;H3BPE3,Q99613;B5ME19,20;18;3;2;2,20;18;3;2;2,20;18;3;2;2,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,20,20,24.4,913
TTC1,-0.196721544,0.155943909708628,0,Q99614;H0YB37,Q99614;H0YB37,2;1,2;1,2;1,Tetratricopeptide repeat protein 1,TTC1,sp|Q99614|TTC1_HUMAN Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1;tr|H0YB37|H0YB37_HUMAN Tetratricopeptide repeat protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1,2,2,7.9,292
