Gene_names,PWP1_vs_BirA_logFC,PWP1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_PWP1_N1,Peptides_PWP1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_PWP1_N1,Razor___unique_peptides_PWP1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_PWP1_N1,Unique_peptides_PWP1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_PWP1_N1,Identification_type_PWP1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_PWP1_N1,Ratio_H_L_PWP1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_PWP1_N1,Ratio_H_L_normalized_PWP1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____PWP1_N1,Ratio_H_L_variability_____PWP1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_PWP1_N1,Ratio_H_L_count_PWP1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_PWP1_N1,Ratio_H_L_iso_count_PWP1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_PWP1_N1,Ratio_H_L_type_PWP1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_PWP1_N1____,Sequence_coverage_PWP1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_PWP1_N1,Intensity_L_PWP1_N1,Intensity_H_PWP1_N1,Intensity_PWP1_N2,Intensity_L_PWP1_N2,Intensity_H_PWP1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_PWP1_N1,metacell_Intensity_L_PWP1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
PABPC1,2.1251319115033,0.00120807801076697,P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2;Q9H361;H0YBN4;E5RGH3;E5RJB9;H0YAP2;H0YB86;E5RH24;H0YB75;H0YAS6;H0YAS7;E5RHG7;H0YC10;E5RGC4;E5RFD8;Q96DU9,P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2,30;30;29;28;16;14;11;8;8;8;7;7;4;4;3;3;2;1;1;1,30;30;29;28;16;14;11;8;8;8;7;7;4;4;3;3;2;1;1;1,15;15;15;15;10;10;3;1;0;7;5;0;3;3;2;0;2;0;0;0,Polyadenylate-binding protein 1;Polyadenylate-binding protein,sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2;tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1;tr|E7EQV3|E7EQV3_HUMAN Polyadenylate-binding protein ,20,30,30,15,13,9,24,26,13,9,24,26,6,2,12,13,46.9,46.9,25.2,70.67,636,636;522;591;604;284;631;174;108;129;131;165;118;183;169;136;75;42;43;61;382,0.0,112.22,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26822,0.77457,30.548,89,32,Leave out requantified,0.28925,0.29623,0.25284,0.26148,1.011,0.81202,0.80898,0.72052,26.856,6.3873,43.016,20.235,13,9,31,36,6,1,11,14,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,17.8,12.1,41.2,45.1,12769000000,9829900000,2938700000,646060000,473700000,172370000,567070000,423870000,143200000,4933400000,3865900000,1067500000,6622000000,5066400000,1555700000,,,,15,1077;1191;1529;2304;3533;4456;4979;5464;5471;5472;6674;8083;8510;8546;8581;8582;8872;9334;10055;12963;12964;13399;13620;14286;15205;15954;15992;16092;16093;21145,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1147;1273;1274;1275;1637;2469;3780;4770;5325;5865;5874;5875;5876;7215;8773;9225;9261;9300;9301;9302;9619;10126;10918;14009;14010;14478;14710;15411;16391;17195;17234;17340;17341;22760,3120;3121;3122;3123;3487;3488;3489;3490;3491;3492;3493;3494;4511;4512;4513;4514;4515;6837;6838;6839;10142;10143;10144;12609;14051;14052;14053;14054;15451;15452;15479;15480;15481;15482;19081;19082;19083;23448;23449;23450;23451;24647;24648;24649;24736;24737;24840;24841;24842;24843;24844;24845;24846;24847;24848;24849;24850;25644;25645;25646;25647;27016;29173;29174;37351;37352;38625;38626;38627;39239;39240;39241;41062;41063;41064;43534;43535;43536;43537;45666;45667;45779;46028;46029;46030;46031;46032;46033;46034;46035;60653;60654;60655;60656,5853;5854;5855;5856;5857;5858;5859;5860;6548;6549;6550;6551;6552;6553;6554;6555;6556;8613;8614;8615;8616;8617;8618;8619;8620;8621;8622;8623;13271;13272;13273;13274;13275;19452;19453;19454;19455;19456;19457;19458;24051;26706;26707;26708;26709;26710;26711;26712;26713;26714;26715;26716;26717;26718;26719;26720;26721;26722;26723;29410;29411;29412;29413;29414;29415;29416;29485;29486;29487;29488;29489;36122;36123;36124;36125;36126;36127;44725;44726;44727;44728;44729;44730;44731;44732;46887;47066;47067;47068;47262;47263;47264;47265;47266;47267;47268;47269;47270;47271;47272;47273;47274;47275;47276;47277;47278;47279;47280;47281;47282;47283;48862;48863;48864;48865;51310;55192;55193;55194;55195;55196;70251;70252;70253;72661;72662;72663;72664;72665;72666;72667;72668;73834;73835;73836;73837;77309;77310;77311;77312;77313;81525;81526;81527;81528;81529;81530;81531;81532;85514;85515;85688;86169;86170;86171;86172;86173;86174;86175;86176;86177;86178;86179;86180;86181;86182;86183;114468;114469;114470;114471;114472;114473;114474;114475;114476;114477;114478;114479,5858;6548;8622;13272;19457;24051;26715;29413;29486;29488;36124;44726;46887;47067;47276;47280;48863;51310;55196;70251;70252;72665;73834;77310;81531;85515;85688;86178;86182;114476,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_16,quanti,quanti,quanti,quanti
HNRNPDL,0.566498298451162,0.0788868967793807,A0A087WU03,A0A087WU03,2,2,2,,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,40.4,40.4,40.4,6.7215,57,57,0.0037943,1.5646,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29596,0.72952,42.049,7,0,Leave out requantified,0.33858,0.32527,0.23309,0.2587,1.0106,0.70866,0.6395,0.59955,,46.15,28.608,9.1182,1,2,2,2,0,0,0,0,Median,Median,Median,Median,40.4,40.4,40.4,31.6,281300000,218850000,62450000,27175000,19945000,7229600,44137000,31308000,12829000,105620000,85510000,20114000,104370000,82091000,22277000,,,,18,12544;12545,True;True,13569;13570,36218;36219;36220;36221;36222;36223;36224,68210;68211;68212;68213;68214;68215;68216;68217;68218;68219;68220;68221;68222;68223,68214;68219,,,,,-1,protein_19,quanti,quanti,quanti,quanti
MINOS1;MINOS1-NBL1,-20.0590788556743,3.66033716811575e-07,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,MICOS complex subunit MIC10,sp|Q5TGZ0|MIC10_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A087WU07|A0A087WU07_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN MICOS complex subunit MIC1,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,59.0,59.0,59.0,8.8081,78,78;62;39;70;71,0.0,2.3549,By MS/MS,By MS/MS,,,0.43947,1.1147,6.7279,2,1,Median,0.4253,0.45411,,,1.0629,1.169,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,59.0,14.1,0.0,0.0,51101000,35019000,16082000,16839000,12962000,3876800,34262000,22057000,12205000,0,0,0,0,0,0,,,,19,13226;15556,True;True,14296;16765,38151;44468;44469,71765;83217;83218,71765;83217,,,,,-1;-1;-1;-1;-1,protein_20,imputed MEC,imputed MEC,quanti,quanti
CTNNBL1,0.555070315847491,0.0681137372932555,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,6;6;1,6;6;1,6;6;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,6,6,6,3,2,6,6,3,2,6,6,3,2,6,6,11.7,11.7,11.7,65.173,563,563;568;166,0.0,9.3922,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46668,1.2797,19.353,16,1,Leave out requantified,0.44754,0.57255,0.41205,0.50427,1.3396,1.2588,0.90696,1.1537,28.733,40.064,30.849,11.299,3,2,5,6,0,1,0,0,Leave out requantified,Median,Leave out requantified,Leave out requantified,8.7,6.0,11.7,11.7,595980000,398020000,197970000,76188000,48086000,28102000,66051000,43718000,22333000,200910000,139670000,61238000,252830000,166540000,86292000,,,,23,3274;5084;7889;11039;12526;17443,True;True;True;True;True;True,3507;5435;8555;11981;13551;18771,9463;9464;9465;9466;14326;14327;22838;22839;32097;32098;32099;32100;36178;36179;50001;50002;50003;50004,18212;27231;27232;27233;27234;43568;43569;60824;68135;68136;68137;68138;68139;68140;68141;93749;93750;93751;93752;93753;93754,18212;27231;43568;60824;68137;93750,,,,,-1;-1;-1,protein_24,quanti,quanti,quanti,quanti
SPCS2,1.34446119590408,0.0133012383286736,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Signal peptidase complex subunit 2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PRB9|E9PRB9_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit,5,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,12.4,12.4,12.4,25.003,226,226;87;157;227;257,0.0,4.2652,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48464,1.1736,38.438,6,1,Median,0.39914,0.50121,0.46862,0.52358,1.1148,1.2354,1.0595,1.4164,,,54.178,,1,1,3,1,0,0,1,0,Median,Median,Median,Median,8.4,8.4,12.4,8.4,329650000,226330000,103320000,21786000,15680000,6106200,27558000,17259000,10299000,166560000,116840000,49724000,113750000,76555000,37190000,,,,24,4343;10359,True;True,4654;11237,12308;12309;12310;12311;30020;30021,23481;23482;23483;23484;23485;23486;56809;56810;56811,23486;56811,,,,,-1;-1;-1;-1;-1,protein_25,quanti,quanti,quanti,quanti
SYMPK,20.9001616385113,2.81616727981167e-06,Q92797;M0R3C7;A0A087WUE9;M0R1C2;M0R180;M0QXP5,Q92797;M0R3C7;A0A087WUE9,4;4;4;1;1;1,4;4;4;1;1;1,4;4;4;1;1;1,Symplekin,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,6,4,4,4,0,0,3,2,0,0,3,2,0,0,3,2,4.6,4.6,4.6,141.15,1274,1274;673;1058;115;137;142,0.0,3.6979,,,By MS/MS,By MS/MS,0.34733,0.82761,42.04,5,3,Median,,,0.31503,0.48974,,,0.82347,1.1617,,,46.059,47.954,0,0,3,2,0,0,2,1,Median,Median,Median,Median,0.0,0.0,3.3,2.4,222950000,148190000,74755000,0,0,0,0,0,0,142070000,101370000,40705000,80873000,46823000,34050000,,,,26,11667;15178;15198;20096,True;True;True;True,12635;16363;16384;21645,33734;43464;43465;43519;57711,63601;81394;81395;81499;109036;109037,63601;81394;81499;109036,,,,,-1;-1;-1;-1;-1;-1,protein_27,quanti,quanti,imputed MEC,imputed MEC
HNRNPDL,1.795675950717,0.00117070177864827,O14979;A0A087WUK2,O14979;A0A087WUK2,15;15,15;15,13;13,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,15,15,13,5,5,13,12,5,5,13,12,3,3,11,10,35.2,35.2,32.9,46.437,420,420;363,0.0,38.268,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.23336,0.67189,23.612,57,18,Leave out requantified,0.30203,0.30965,0.24057,0.24014,1.0266,0.82943,0.73319,0.63877,17.454,10.792,16.33,23.281,7,6,24,20,1,3,10,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,12.1,12.1,35.2,28.8,12931000000,10191000000,2739400000,733490000,570320000,163170000,792320000,578360000,213960000,5895700000,4773000000,1122700000,5509300000,4269600000,1239600000,,,,27,2671;2672;3089;4415;5430;5469;12630;12631;12632;13884;14546;14970;16541;18806;20829,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2858;2859;3307;4726;5824;5825;5871;5872;13659;13660;13661;14984;15686;16143;16144;17817;17818;20232;22420,7823;7824;7825;7826;7827;7828;7829;7830;8949;8950;8951;8952;12496;12497;12498;12499;12500;12501;15326;15327;15328;15329;15467;15468;15469;15470;15471;15472;15473;15474;15475;15476;36461;36462;36463;39979;39980;39981;41778;42898;42899;42900;42901;42902;42903;42904;47316;47317;47318;47319;47320;47321;47322;47323;53888;53889;59758,15065;15066;15067;15068;15069;15070;15071;15072;15073;15074;15075;15076;17246;17247;17248;17249;17250;17251;17252;17253;17254;23807;23808;23809;23810;23811;23812;23813;23814;23815;23816;23817;23818;23819;23820;23821;23822;23823;23824;29195;29196;29197;29198;29199;29200;29451;29452;29453;29454;29455;29456;29457;29458;29459;29460;29461;29462;29463;29464;29465;29466;29467;29468;29469;29470;29471;29472;29473;29474;29475;29476;29477;29478;29479;29480;29481;68648;68649;68650;75298;75299;75300;78540;80450;80451;80452;80453;80454;80455;80456;80457;80458;80459;80460;80461;80462;80463;80464;80465;80466;88550;88551;88552;88553;88554;88555;88556;88557;88558;88559;88560;88561;88562;88563;88564;101613;112839,15070;15074;17254;23809;29197;29455;68648;68649;68650;75298;78540;80453;88553;101613;112839,,,,,-1;-1,protein_28,quanti,quanti,quanti,quanti
SLIRP,1.6118717670829,0.00110871235083866,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,7;7;7;7;7;6;2;2;1,7;7;7;7;7;6;2;2;1,7;7;7;7;7;6;2;2;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,7,7,7,4,3,6,6,4,3,6,6,4,3,6,6,67.9,67.9,67.9,12.349,109,109;92;96;98;124;76;56;72;40,0.0,36.395,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.56793,1.7389,22.046,24,2,Leave out requantified,0.49915,0.65421,0.54082,0.73321,1.3419,1.7047,1.7595,2.0327,25.744,24.211,24.267,21.892,4,4,8,8,0,1,1,0,Leave out requantified,Median,Leave out requantified,Leave out requantified,34.9,33.9,56.9,55.0,3523500000,2120100000,1403300000,198090000,131270000,66827000,225870000,136470000,89404000,1453800000,924440000,529390000,1645700000,927950000,717720000,,,,28,2547;3598;5958;13293;14915;15024;15879,True;True;True;True;True;True;True,2726;3847;6427;14365;16083;16202;17112,7491;7492;7493;7494;7495;7496;7497;10307;10308;17056;38314;38315;38316;38317;38318;38319;42738;42739;42740;43070;45402;45403;45404;45405,14517;14518;14519;14520;14521;14522;14523;14524;14525;14526;14527;19765;19766;19767;32509;32510;72111;72112;72113;72114;72115;72116;72117;72118;72119;72120;72121;72122;80162;80163;80164;80165;80166;80167;80744;80745;80746;85007;85008;85009;85010;85011;85012;85013;85014;85015;85016;85017;85018;85019;85020,14518;19767;32510;72119;80162;80746;85018,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_29,quanti,quanti,quanti,quanti
GPX1,1.28761488792689,0.162940782149778,P07203;A0A087WUQ6;A0A2R8Y6B6,P07203;A0A087WUQ6;A0A2R8Y6B6,7;7;6,7;7;6,7;7;6,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens ,3,7,7,7,2,1,1,4,2,1,1,4,2,1,1,4,41.4,41.4,41.4,22.088,203,203;202;157,0.0,12.7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27605,0.76346,195.03,7,4,Leave out requantified,6.0326,,0.1189,0.13129,20.649,,0.35526,0.33933,37.214,,,71.167,2,0,1,4,1,0,1,2,Median,Median,Median,Median,9.9,8.9,8.4,28.1,522660000,291510000,231150000,187400000,16408000,170990000,20086000,20086000,0,56697000,48827000,7870200,258480000,206190000,52283000,,,,29,3409;4762;4763;6098;10577;13367;21325,True;True;True;True;True;True;True,3650;5099;5100;6585;11476;14446;22948,9808;13455;13456;17464;30689;38552;61158;61159,18831;25570;25571;25572;25573;33275;33276;33277;58187;72559;115454;115455;115456,18831;25571;25573;33275;58187;72559;115454,,,,,-1;-1;-1,protein_30,quanti,quanti,quanti,quanti
EIF5B,-2.77140571970429,0.14585734151289,O60841;A0A087WUT6,O60841;A0A087WUT6,8;8,8;8,8;8,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,8,8,8,5,5,1,5,5,5,1,5,5,5,1,5,12.2,12.2,12.2,138.83,1220,1220;1220,0.0,10.05,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34471,0.99907,29.885,16,7,Leave out requantified,0.31215,0.31699,1.0913,0.38555,1.0431,0.86726,2.2873,1.0383,15.326,16.107,,12.521,5,5,1,5,3,2,0,2,Median,Leave out requantified,Median,Leave out requantified,7.8,7.5,1.9,7.5,740130000,501180000,238950000,171310000,127570000,43732000,230380000,158660000,71719000,18131000,10907000,7223100,320320000,204040000,116280000,,,,30,969;5996;6755;7048;8160;9584;10617;11025,True;True;True;True;True;True;True;True,1020;6469;7308;7645;8851;10404;11524;11965,2747;2748;17166;19364;19365;19366;20347;20348;23669;27787;30833;30834;30835;32038;32039;32040,5126;5127;5128;32684;36695;36696;36697;36698;38742;45106;52680;58396;58397;58398;58399;58400;60700;60701;60702,5126;32684;36696;38742;45106;52680;58398;60702,,,,,-1;-1,protein_31,quanti,quanti,quanti,quanti
SPTBN1,2.23311444257036,0.000947432758250921,Q01082;A0A087WUZ3;F8W6C1;O15020;A4QPE4,Q01082;A0A087WUZ3,58;58;18;2;2,58;58;18;2;2,57;57;17;1;1,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",5,58,58,57,14,17,46,47,14,17,46,47,14,17,46,46,32.2,32.2,31.8,274.61,2364,2364;2366;690;2390;934,0.0,132.06,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37059,0.95424,25.302,129,44,Leave out requantified,0.40976,0.55333,0.2944,0.37881,1.0998,1.2498,0.89397,0.95654,54.51,24.247,22.54,28.941,14,18,49,48,5,3,21,15,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.6,10.7,25.5,27.3,8428500000,5690600000,2738000000,291160000,193840000,97321000,492290000,306590000,185700000,3872300000,2630500000,1241800000,3772800000,2559700000,1213100000,,,,31,1827;2712;2727;2834;2993;3055;3106;3902;3954;4059;4225;4248;4249;4782;6862;6895;6975;6985;7293;7995;8495;8680;8681;8989;9539;9540;10513;10549;10774;10848;11388;11403;11978;11979;12190;12262;12735;12908;14294;14627;14658;15308;16324;16504;16966;16967;17055;17074;17088;17553;17899;17905;18396;18397;18519;19021;19726;20902,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1958;2904;2919;3036;3202;3264;3328;4173;4227;4344;4525;4552;4553;5119;7431;7465;7556;7576;7911;8673;9210;9411;9412;9748;10359;10360;11405;11406;11443;11694;11771;12341;12357;12967;12968;13194;13272;13769;13952;15420;15775;15810;16506;17591;17779;18259;18260;18354;18374;18391;18889;19258;19264;19787;19788;19923;20467;21253;22498,5427;7948;7972;7973;7974;7975;8307;8308;8689;8690;8828;8829;9029;9030;11115;11233;11234;11516;11965;11966;12045;12046;12047;12048;13502;13503;13504;13505;19725;19833;20091;20159;20160;20161;21043;21044;23164;23165;23166;24605;24606;24607;24608;25129;25130;25131;25132;25133;25994;27638;27639;27640;27641;27642;30488;30489;30490;30491;30492;30579;30580;31312;31542;31543;32965;32966;33007;33008;34598;34599;34600;34601;34602;34603;34604;34605;35214;35215;35422;36728;36729;36730;36731;37211;37212;37213;37214;41087;41088;42010;42011;42097;42098;42099;43809;43810;46728;46729;47223;47224;47225;48579;48580;48581;48827;48828;48869;48870;48919;48920;48921;48922;48923;50321;50322;51260;51261;51275;51276;52717;52718;52719;52720;53069;53070;53071;54558;54559;56705;56706;59977;59978,10467;15340;15382;15383;15384;15385;15386;15387;15388;15389;16108;16109;16110;16762;16763;16764;16765;16766;16767;16768;17023;17024;17025;17026;17027;17446;17447;17448;21236;21440;21441;21442;21443;21444;21995;21996;21997;22828;22829;22994;22995;22996;22997;25652;25653;25654;25655;25656;25657;25658;25659;25660;25661;37419;37671;38274;38404;38405;38406;38407;40042;40043;44193;44194;44195;44196;46817;46818;46819;46820;47840;47841;47842;47843;47844;47845;47846;47847;47848;47849;49515;52398;52399;52400;52401;52402;52403;52404;52405;57746;57747;57748;57749;57750;57751;57893;57894;59219;59641;59642;59643;62280;62377;62378;65176;65177;65178;65179;65180;65181;65182;65183;65184;65185;65186;65187;65188;65189;65190;65191;66341;66342;66764;69133;69134;69135;69136;69137;70002;70003;70004;70005;70006;70007;77355;77356;78939;78940;79088;79089;79090;79091;79092;79093;82009;82010;82011;82012;82013;87461;87462;87463;88391;90806;90807;90808;90809;90810;91312;91313;91379;91380;91381;91382;91493;91494;91495;91496;91497;91498;91499;94382;94383;96266;96267;96296;96297;96298;99244;99245;99246;99247;99248;99249;99250;99962;99963;99964;99965;99966;99967;99968;99969;99970;99971;102892;102893;102894;107251;107252;113235;113236,10467;15340;15385;16109;16764;17023;17448;21236;21441;21996;22828;22994;22996;25654;37419;37671;38274;38404;40042;44195;46819;47841;47846;49515;52401;52404;57746;57893;59219;59641;62280;62377;65182;65188;66342;66764;69136;70005;77356;78940;79092;82011;87461;88391;90807;90808;91313;91381;91497;94382;96267;96297;99244;99245;99969;102893;107251;113235,,,,,-1;-1;-1;-1;-1,protein_32,quanti,quanti,quanti,quanti
ZMYND8,17.9443777192141,3.59904407383006e-06,Q9ULU4;A0A087WV57;A0A087WYS3;H7C4X9;A0A087WVZ6,Q9ULU4;A0A087WV57;A0A087WYS3;H7C4X9;A0A087WVZ6,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Protein kinase C-binding protein 1,sp|Q9ULU4|PKCB1_HUMAN Protein kinase C-binding protein 1 OS=Homo sapiens OX=9606 GN=ZMYND8 PE=1 SV=2;tr|A0A087WV57|A0A087WV57_HUMAN Protein kinase C-binding protein 1 OS=Homo sapiens OX=9606 GN=ZMYND8 PE=1 SV=1;tr|A0A087WYS3|A0A087WYS3_HUMAN Protein kinase,5,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,2.1,2.1,2.1,131.69,1186,1186;767;1087;1095;1136,0.049603,0.49955,,,By MS/MS,By MS/MS,0.53842,1.1694,95.856,2,0,Median,,,1.0578,0.27405,,,2.3032,0.59375,,,,,0,0,1,1,0,0,0,0,Median,Median,Median,Median,0.0,0.0,1.3,0.8,31591000,19251000,12340000,0,0,0,0,0,0,14619000,5910900,8708300,16972000,13340000,3631500,,,,35,4479;9077,True;True,4795;9845,12681;26241,24186;49978,24186;49978,,,,,-1;-1;-1;-1;-1,protein_36,quanti,quanti,imputed MEC,imputed MEC
