SMU1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
HNRNPU,0.2884225801,0.283996172716184,0,Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PPE9;A0A1W2PRI6;A0A1W2PP22;A0A1W2PNG3,Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PRZ7;A0A1W2PQD4,41;40;39;36;34;32;32;31;31;31;29;23;6;3;3;1,41;40;39;36;34;32;32;31;31;31;29;23;6;3;3;1,41;40;39;36;34;32;32;31;31;31;29;23;6;3;3;1,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6;tr|A0A1W2PPS1|A0A1W2PPS1_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=1;tr|A0A1X7SBS1|A0A1X7SBS1_HUMAN ,41,41,43.9,825
FABP5,0.0416550504,0.868917883144101,0,Q01469;I6L8B7;A8MUU1,Q01469;I6L8B7,18;10;3,18;10;3,18;10;3,"Fatty acid-binding protein, epidermal",FABP5,sp|Q01469|FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3;tr|I6L8B7|I6L8B7_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=1,18,18,94.8,135
CAP1,-0.2075579258,0.39638758334769,0,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9;Q5T0R8;Q5T0S3,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9,19;11;11;11;11;11;11;11;10;5;5,19;11;11;11;11;11;11;11;10;5;5,19;11;11;11;11;11;11;11;10;5;5,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,CAP1,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5;tr|Q5T0R7|Q5T0R7_HUMAN Adenylyl cyclase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=1;tr|Q5T0R6|Q5T0R6_HUMAN Adenylyl cyclase-a,19,19,46.1,475
HMGCS1,-0.1113411311,0.645702718834924,0,Q01581;D6RIW1;P54868,Q01581,16;4;1,16;4;1,16;4;1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMGCS1,"sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2",16,16,44.8,520
PFKP,2.1190717573,0.000909055726394712,1,Q01813;B1APP6;H0Y757;H0Y3Y3;Q5VSR5;V9GYV7,Q01813;B1APP6,10;7;2;2;2;1,10;7;2;2;2;1,8;7;2;2;1;1,"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,"sp|Q01813|PFKAP_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2;tr|B1APP6|B1APP6_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",10,8,17.9,784
RPL18A,-0.3265932281,0.217486499977511,0,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,21;20;20;19;15,21;20;20;19;15,21;20;20;19;15,60S ribosomal protein L18a,RPL18A,sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2;tr|M0R1A7|M0R1A7_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=1;tr|M0R117|M0R117_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=,21,21,69.9,176
FKBP4,0.0808854349,0.740892968723882,0,Q02790;H0YFG2;F5H1U3,Q02790,29;9;5,29;9;5,29;9;5,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,29,29,52.5,459
RPL6,-0.1912630999,0.505111439858064,0,Q02878;F8VZ45;U3KQR5;F8VR69;F8VZA3;F8VWR1;F8VU16,Q02878,21;6;6;4;2;2;2,21;6;6;4;2;2;2,21;6;6;4;2;2;2,60S ribosomal protein L6,RPL6,sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,21,21,55.9,288
LMNB2,0.0842007373,0.800960923853839,0,Q03252,Q03252,14,10,10,Lamin-B2,LMNB2,sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,14,10,20.8,620
GLO1,-0.5250814041,0.146512047232249,0,Q04760,Q04760,8,8,8,Lactoylglutathione lyase,GLO1,sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,8,8,40.8,184
YWHAH,0.4740037408,0.280160199847284,0,Q04917;A2IDB2;F8WEB6;A2IDB1,Q04917,11;4;3;3,7;1;3;3,7;1;3;3,14-3-3 protein eta,YWHAH,sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,11,7,44.3,246
CSTF1,1.5217476418,0.00338726081499283,1,Q05048;A0A0A0MSZ9;A3KFI9,Q05048;A0A0A0MSZ9,5;3;1,5;3;1,5;3;1,Cleavage stimulation factor subunit 1,CSTF1,sp|Q05048|CSTF1_HUMAN Cleavage stimulation factor subunit 1 OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1;tr|A0A0A0MSZ9|A0A0A0MSZ9_HUMAN Cleavage stimulation factor subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1,5,5,17.6,431
SRSF11,0.8276298559,0.0171993182980754,0,Q05519;Q5T760;B4DWT1;S4R3C4;Q5T757,Q05519;Q5T760;B4DWT1,4;4;2;1;1,4;4;2;1;1,4;4;2;1;1,Serine/arginine-rich splicing factor 11,SRSF11,sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|B4DWT1|B4DWT1_HUMAN Serine/ar,4,4,12.4,484
PPAT,1.5466080234,0.00114331808126,1,Q06203;D6RCC8;D6RE15,Q06203,13;5;1,13;5;1,13;5;1,Amidophosphoribosyltransferase,PPAT,sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1,13,13,31.1,517
GFPT1,0.4637795215,0.384223105890872,0,Q06210;O94808;E5RJP4,Q06210,14;3;1,14;3;1,14;3;1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1,sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3,14,14,23.7,699
PSME1,-0.0858469859,0.860455900655599,0,Q06323;H0YKK6;H0YLU2,Q06323,8;3;3,8;3;3,8;3;3,Proteasome activator complex subunit 1,PSME1,sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,8,8,35.3,249
PRDX1,-0.1560761974,0.551296117889049,0,Q06830;A0A0A0MSI0;A0A0A0MRQ5,Q06830;A0A0A0MSI0,27;25;9,27;25;9,24;22;6,Peroxiredoxin-1,PRDX1,sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1;tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,27,24,80.9,199
CKAP4,-0.0016909642,0.995194457804615,0,Q07065,Q07065,12,12,12,Cytoskeleton-associated protein 4,CKAP4,sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,12,12,28.4,602
KHDRBS1,1.3842760901,0.0106941850639571,1,Q07666;Q5VWX1,Q07666,6;1,6;1,6;1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,"sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",6,6,12,443
BAX,0.2523955546,0.553681983464399,0,Q07812;K4JQN1,Q07812;K4JQN1,2;1,2;1,2;1,Apoptosis regulator BAX,BAX,sp|Q07812|BAX_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1;tr|K4JQN1|K4JQN1_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1,2,2,13.5,192
ARHGAP1,2.8476778748,0.073842772910957,0,Q07960;H0YE29;E9PNR6,Q07960;H0YE29,5;3;1,5;3;1,5;3;1,Rho GTPase-activating protein 1,ARHGAP1,sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1;tr|H0YE29|H0YE29_HUMAN Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,5,5,15.3,439
DHX9,0.6464992597,0.0489439505670457,0,Q08211,Q08211,39,39,39,ATP-dependent RNA helicase A,DHX9,sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,39,39,31,1270
PPID,1.0007831965,0.0500271888720151,1,Q08752,Q08752,5,5,5,Peptidyl-prolyl cis-trans isomerase D,PPID,sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3,5,5,15.9,370
SSRP1,-0.083967096,0.719757361682984,0,Q08945;E9PMD4;A0A0U1RRK2,Q08945,14;2;2,14;2;2,14;2;2,FACT complex subunit SSRP1,SSRP1,sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,14,14,23.7,709
NSUN2,0.6349533295,0.116505698457582,0,Q08J23,Q08J23,11,11,11,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2,11,11,17.7,767
RBBP4,-0.1277757561,0.72074987677565,0,Q09028;H0YCT5;H0YF10;H0YDK2;H0YEU5;E9PNS2;E9PIC4;E9PNS6,Q09028;H0YCT5;H0YF10;H0YDK2;H0YEU5,10;6;6;6;5;2;2;2,10;6;6;6;5;2;2;2,5;2;2;2;2;1;1;1,Histone-binding protein RBBP4,RBBP4,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;tr|H0YCT5|H0YCT5_HUMAN Histone-binding protein RBBP4 (Fragment) OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=1;tr|H0YF10|H0YF10_HUMAN Histone-binding protein RBBP4 (,10,5,34.8,425
AHNAK,1.8910604375,0.143854704658168,0,Q09666;E9PQE3;E9PJZ0;E9PKR9;E9PJC6;E9PLK4,Q09666,63;1;1;1;1;1,63;1;1;1;1;1,63;1;1;1;1;1,Neuroblast differentiation-associated protein AHNAK,AHNAK,sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,63,63,26.8,5890
PMPCA,2.2475262685,0.00586925889103281,1,Q10713;Q5SXN9,Q10713,7;3,7;3,7;3,Mitochondrial-processing peptidase subunit alpha,PMPCA,sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2,7,7,15.4,525
SCRN1,0.510160068,0.259570414194654,0,Q12765;B8ZZP4;C9J7U9;C9K052,Q12765,5;2;2;2,5;2;2;2,5;2;2;2,Secernin-1,SCRN1,sp|Q12765|SCRN1_HUMAN Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2,5,5,13.5,414
TWF1,0.2000547788,0.458483379137617,0,Q12792;F8VS81;F8VRG3,Q12792;F8VS81,4;2;1,4;2;1,3;1;1,Twinfilin-1,TWF1,sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3;tr|F8VS81|F8VS81_HUMAN Twinfilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=1,4,3,12.9,350
SF3A3,0.4701370574,0.121593703067084,0,Q12874,Q12874,8,8,8,Splicing factor 3A subunit 3,SF3A3,sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1,8,8,17,501
AIMP1,2.3630382699,0.0121813127453646,1,Q12904;A0A5F9ZHC5;D6R937,Q12904;A0A5F9ZHC5,7;6;2,7;6;2,7;6;2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2;tr|A0A5F9ZHC5|A0A5F9ZHC5_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9,7,7,32.7,312
ILF2,0.067226252,0.767190741498285,0,Q12905;B4DY09;X6R6Z1;A0A0A0MRL0,Q12905;B4DY09;X6R6Z1;A0A0A0MRL0,9;8;5;5,9;8;5;5,9;8;5;5,Interleukin enhancer-binding factor 2,ILF2,sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2;tr|B4DY09|B4DY09_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=1;tr|X6R6Z1|X6R6Z1_HUMAN Interleukin enhancer-binding ,9,9,38.5,390
ILF3,0.4707602845,0.158538547630491,0,Q12906;K7EQR9;K7EKJ9;K7ERM6;K7ENK6;K7EM82;K7EJ09;K7ER69,Q12906,19;6;5;2;2;2;2;2,19;6;5;2;2;2;2;2,18;6;5;2;2;2;2;2,Interleukin enhancer-binding factor 3,ILF3,sp|Q12906|ILF3_HUMAN Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,19,18,27.3,894
TRAP1,1.2204375327,0.0034306765791797,1,Q12931;I3L0K7;I3L239;I3L2D5;I3L253,Q12931;I3L0K7,23;17;8;2;1,23;17;8;2;1,23;17;8;2;1,"Heat shock protein 75 kDa, mitochondrial",TRAP1,"sp|Q12931|TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3;tr|I3L0K7|I3L0K7_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=1",23,23,36.5,704
FLII,0.1959579024,0.749119240795403,0,Q13045;J3KS54;J3QQQ2;J3KS39,Q13045;J3KS54,7;4;2;1,7;4;2;1,7;4;2;1,Protein flightless-1 homolog,FLII,sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2;tr|J3KS54|J3KS54_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=1,7,7,8.5,1269
HNRNPA0,-0.032830711,0.949668834348228,0,Q13151,Q13151,4,4,4,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,4,4,25.2,305
AIMP2,0.1877560643,0.526153183811508,0,Q13155;A8MU58,Q13155;A8MU58,4;3,4;3,4;3,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,sp|Q13155|AIMP2_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2;tr|A8MU58|A8MU58_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=A,4,4,16.9,320
PRDX4,1.0883998496,0.0476939383239637,1,Q13162;H7C3T4;A6NJJ0;A6NG45,Q13162;H7C3T4,6;5;1;1,4;3;1;1,4;3;1;1,Peroxiredoxin-4,PRDX4,sp|Q13162|PRDX4_HUMAN Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1;tr|H7C3T4|H7C3T4_HUMAN Peroxiredoxin-4 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,6,4,30.6,271
PAK2,1.7682228266,0.00714358904561362,1,Q13177;H7C1X3;Q13153;O75914;H0YCG5;E9PM17;B3KNX7;A0A087X294;B1AKS5,Q13177,11;4;3;3;3;3;3;3;1,11;4;3;3;3;3;3;3;1,11;4;3;3;3;3;3;3;1,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,sp|Q13177|PAK2_HUMAN Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,11,11,37.8,524
CBX3,-0.3885726865,0.384453351744723,0,Q13185;B8ZZ43;C9JMM0;S4R2Y4,Q13185,7;2;2;2,7;2;2;2,6;2;2;2,Chromobox protein homolog 3,CBX3,sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,7,6,42.1,183
PSMD2,0.2745084576,0.287966918319127,0,Q13200;H7C1H2;C9JPC0;H7C2Q3,Q13200,20;5;5;4,20;5;5;4,20;5;5;4,26S proteasome non-ATPase regulatory subunit 2,PSMD2,sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3,20,20,31.7,908
SRSF9,-0.2376149611,0.627942140574431,0,Q13242;S4R3G0;H0YIB4,Q13242;S4R3G0;H0YIB4,5;5;4,4;4;4,4;4;4,Serine/arginine-rich splicing factor 9,SRSF9,sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1;tr|S4R3G0|S4R3G0_HUMAN Serine/arginine-rich-splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1;tr|H0YIB4|H0YIB4_HUMAN Serine/arginine-rich-spl,5,4,19,221
TRIM28,-0.3121313442,0.345707778659772,0,Q13263;M0R0K9;M0R3C0,Q13263;M0R0K9,15;8;2,15;8;2,15;8;2,Transcription intermediary factor 1-beta,TRIM28,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5;tr|M0R0K9|M0R0K9_HUMAN Transcription intermediary factor 1-beta (Fragment) OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=1,15,15,27.1,835
DHRS2,0.0295644109,0.940906549343528,0,Q13268;C9JZP6;H0YJG9;H0YJP4,Q13268;C9JZP6;H0YJG9,17;15;11;7,17;15;11;7,17;15;11;7,"Dehydrogenase/reductase SDR family member 2, mitochondrial",DHRS2,"sp|Q13268|DHRS2_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 SV=4;tr|C9JZP6|C9JZP6_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 S",17,17,55.7,280
G3BP1,-0.3037960819,0.330369981703976,0,Q13283;E5RIZ6;E5RI46;E5RIF8;E5RH42;E5RJU8;E5RH00;D6R9X5;D6R9A4,Q13283,13;6;5;5;5;5;3;2;2,13;6;5;5;5;5;3;2;2,11;4;3;3;3;3;1;0;0,Ras GTPase-activating protein-binding protein 1,G3BP1,sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,13,11,33,466
EIF3I,-0.3431332518,0.263770043381786,0,Q13347;Q5TFK1,Q13347,11;2,11;2,11;2,Eukaryotic translation initiation factor 3 subunit I,EIF3I,sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1,11,11,33.5,325
UBE2V1;TMEM189-UBE2V1,0.1164040645,0.753246528711606,0,Q13404;G3V2F7;I3L0A0;A0A0A0MSL3;E5RIF1;D6RG00;H0YBX6,Q13404;G3V2F7;I3L0A0;A0A0A0MSL3,8;6;6;5;1;1;1,8;6;6;5;1;1;1,5;3;3;3;0;0;0,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1;TMEM189-UBE2V1,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|G3V2F7|G3V2F7_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=4 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Ho,8,5,40.8,147
SF3B2,-0.3332446668,0.391467628963952,0,Q13435;E9PPJ0;E9PJ04;H0YCG1;E9PJT3;H0YEX5,Q13435;E9PPJ0,9;8;4;4;3;3,9;8;4;4;3;3,9;8;4;4;3;3,Splicing factor 3B subunit 2,SF3B2,sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2;tr|E9PPJ0|E9PPJ0_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=1,9,9,17.2,895
PDAP1,1.0279668339,0.0305169039652611,1,Q13442,Q13442,5,5,5,28 kDa heat- and acid-stable phosphoprotein,PDAP1,sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,5,5,23.8,181
TUBB3,0.6028268306,0.127829913906989,0,Q13509;A0A0B4J269;G3V2A3;G3V5W4;G3V2R8;G3V3R4;G3V2N6;G3V542;G3V3J6;G3V3W7,Q13509;A0A0B4J269,27;26;8;3;3;3;3;1;1;1,6;5;2;2;2;2;2;1;1;1,6;5;2;2;2;2;2;1;1;1,Tubulin beta-3 chain,TUBB3,sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2;tr|A0A0B4J269|A0A0B4J269_HUMAN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1,27,6,54.4,450
HDAC1,0.0960880561,0.670241103947322,0,Q13547;Q5TEE2;E5RFI6;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;H3BM24;E5RK19,Q13547;Q5TEE2,7;4;2;2;2;2;2;2;2;2;1,7;4;2;2;2;2;2;2;2;2;1,3;0;0;0;0;0;0;0;0;0;0,Histone deacetylase 1,HDAC1,sp|Q13547|HDAC1_HUMAN Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1;tr|Q5TEE2|Q5TEE2_HUMAN Histone deacetylase 1 (Fragment) OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1,7,3,20.7,482
DCTN2,0.989628276,0.0138586730277189,0,Q13561;F8W1I6;F8VW18;H0YI98;F8VRV7;H0YHL1;F8VX93;F8W0U6,Q13561;F8W1I6;F8VW18,13;10;8;6;5;4;3;2,13;10;8;6;5;4;3;2,13;10;8;6;5;4;3;2,Dynactin subunit 2,DCTN2,sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4;tr|F8W1I6|F8W1I6_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=1;tr|F8VW18|F8VW18_HUMAN Dynactin subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=DCTN2 P,13,13,35.9,401
TRA2A,-0.5392777892,0.129797089381457,0,Q13595,Q13595,2,2,2,Transformer-2 protein homolog alpha,TRA2A,sp|Q13595|TRA2A_HUMAN Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1,2,2,6.4,282
SNX1,0.7548510758,0.0191330107559909,0,Q13596;H0YK42;H0YK43;H0YKT3,Q13596;H0YK42,7;6;1;1,6;5;1;1,6;5;1;1,Sorting nexin-1,SNX1,sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3;tr|H0YK42|H0YK42_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1,7,6,15.7,522
TSTA3,-0.2089916647,0.382714917046967,0,Q13630;E9PKL9;E9PLH9;E9PP14;A0A0J9YX13;H0YCP7;E9PP60;H0YE90,Q13630;E9PKL9;E9PLH9;E9PP14;A0A0J9YX13,9;7;5;5;5;2;2;1,9;7;5;5;5;2;2;1,9;7;5;5;5;2;2;1,GDP-L-fucose synthase,TSTA3,sp|Q13630|FCL_HUMAN GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1;tr|E9PKL9|E9PKL9_HUMAN GDP-L-fucose synthase (Fragment) OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1;tr|E9PLH9|E9PLH9_HUMAN GDP-L-fucose synthase (Fragment) OS=Homo sapiens ,9,9,31.8,321
