Gene_names,SMU1_vs_BirA_logFC,SMU1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_SMU1_N1,Peptides_SMU1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_SMU1_N1,Razor___unique_peptides_SMU1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_SMU1_N1,Unique_peptides_SMU1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_SMU1_N1,Identification_type_SMU1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_SMU1_N1,Ratio_H_L_SMU1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_SMU1_N1,Ratio_H_L_normalized_SMU1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____SMU1_N1,Ratio_H_L_variability_____SMU1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_SMU1_N1,Ratio_H_L_count_SMU1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_SMU1_N1,Ratio_H_L_iso_count_SMU1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_SMU1_N1,Ratio_H_L_type_SMU1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_SMU1_N1____,Sequence_coverage_SMU1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_SMU1_N1,Intensity_L_SMU1_N1,Intensity_H_SMU1_N1,Intensity_SMU1_N2,Intensity_L_SMU1_N2,Intensity_H_SMU1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_SMU1_N1,metacell_Intensity_L_SMU1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
PYCR2,-1.61288093667279,0.00982341097936363,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9;A0A087WX69;A0A087WZF0,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9,4;4;3;2;1;1,3;3;2;1;1;1,3;3;2;1;1;1,Pyrroline-5-carboxylate reductase 2;Pyrroline-5-carboxylate reductase,sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|J3KR12|J3KR12_HUMAN Uncharacterized protei,6,4,3,3,3,3,2,2,2,2,1,1,2,2,1,1,16.9,12.8,12.8,33.637,320,320;246;359;319;87;157,0.0,3.6906,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.55665,1.4457,26.644,6,2,Leave out requantified,0.58045,0.4806,0.15232,0.15582,1.4289,1.2016,0.17951,0.18265,7.9277,35.738,,,2,2,1,1,0,0,1,1,Median,Median,Median,Median,11.2,14.7,9.1,9.1,116860000,80928000,35934000,31401000,19066000,12335000,59603000,40066000,19536000,12490000,10532000,1957800,13370000,11265000,2105200,,,,19,10496;13279;13841;15731,True;False;True;True,13267;16633;16634;17297;19647,30431;38017;38018;38019;38020;38021;38022;39584;39585;39586;39587;45210,49219;61467;61468;61469;61470;61471;61472;61473;61474;61475;61476;61477;61478;61479;61480;61481;64027;64028;64029;64030;64031;64032;64033;64034;64035;64036;64037;64038;64039;64040;64041;64042;73651,49219;61475;64030;73651,,,,,-1;-1;-1;-1;-1;-1,protein_20,quanti,quanti,quanti,quanti
HNRNPDL,0.00345574992097752,0.992067256981592,A0A087WU03,A0A087WU03,2,2,2,,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,40.4,40.4,40.4,6.7215,57,57,0.0011501,2.3104,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37448,0.98212,38.532,3,0,Plateau,0.33858,0.32527,,,1.0106,0.70866,,,,46.15,,,1,2,0,0,0,0,0,0,Median,Median,Median,Median,40.4,40.4,40.4,31.6,133090000,113040000,20058000,27175000,19945000,7229600,44137000,31308000,12829000,24360000,24360000,0,37424000,37424000,0,,,,23,10350;10351,True;True,13100;13101,30044;30045;30046;30047;30048;30049,48547;48548;48549;48550;48551;48552;48553;48554;48555;48556;48557,48548;48557,,,,,-1,protein_24,quanti,quanti,quanti,quanti
MINOS1;MINOS1-NBL1,-19.6375380169206,1.99255195862665e-07,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,MICOS complex subunit MIC10,sp|Q5TGZ0|MIC10_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A087WU07|A0A087WU07_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN MICOS complex subunit MIC1,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,59.0,59.0,59.0,8.8081,78,78;62;39;70;71,0.0,2.5922,By MS/MS,By MS/MS,,,0.43947,1.1147,6.7279,2,1,Median,0.4253,0.45411,,,1.0629,1.169,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,59.0,14.1,0.0,0.0,51101000,35019000,16082000,16839000,12962000,3876800,34262000,22057000,12205000,0,0,0,0,0,0,,,,24,10990;12783,True;True,13872;16021,31756;36550;36551,51310;59070;59071,51310;59071,,,,,-1;-1;-1;-1;-1,protein_25,imputed MEC,imputed MEC,quanti,quanti
MRPL45,-20.444609076213,4.12909538895749e-07,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,2;2;2;2,2;2;2;2,2;2;2;2,"39S ribosomal protein L45, mitochondrial","sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A087WU62|A0A087WU62_HUMAN 39S",4,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,11.1,11.1,11.1,35.351,306,306;256;256;306,0.0,2.3681,By MS/MS,By MS/MS,,,0.59883,1.5318,61.528,3,0,Plateau,0.15657,0.426,,,0.45017,1.07,,,,50.732,,,1,2,0,0,0,0,0,0,Median,Median,Median,Median,4.6,11.1,0.0,0.0,92277000,62933000,29344000,25014000,20747000,4267700,67262000,42186000,25076000,0,0,0,0,0,0,,,,26,7208;9277,True;True,9181;11816,21117;21118;27184,34516;34517;34518;34519;44101;44102,34519;44101,,,,,-1;-1;-1;-1,protein_27,imputed MEC,imputed MEC,quanti,quanti
CTNNBL1,-1.02603370282761,0.00939774339474539,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,5;5;1,5;5;1,5;5;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,5,5,5,2,3,2,2,2,3,2,2,2,3,2,2,11.7,11.7,11.7,65.173,563,563;568;166,0.0,5.2637,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49762,0.94825,80.303,5,2,Median,0.45748,0.57255,,0.2001,1.2541,1.2588,,0.23427,40.276,40.064,,,2,2,0,1,0,1,0,1,Median,Median,Median,Median,6.0,8.0,3.7,3.7,160510000,117700000,42810000,48875000,30647000,18228000,66051000,43718000,22333000,21744000,21744000,0,23838000,21589000,2249000,,,,29,4231;9131;10329;14349;17161,True;True;True;True;True,5331;11639;13078;17916;21431,12314;26830;26831;30002;30003;41130;41131;41132;49340,20185;43605;48478;48479;48480;66780;66781;66782;66783;80281,20185;43605;48478;66780;80281,11;12,,457;458,,-1;-1;-1,protein_30,quanti,quanti,quanti,quanti
SPCS2,-0.347263322260474,0.470894288972265,Q15005;E9PL01;A0A087WUC6;E9PI68;E9PRB9;H0YE04,Q15005;E9PL01;A0A087WUC6;E9PI68;E9PRB9;H0YE04,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Signal peptidase complex subunit 2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|A0A087WUC6|A0A087WUC6_HUMAN Signal peptidase complex,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,11.9,11.9,11.9,25.003,226,226;157;227;257;87;166,0.0,3.1092,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39914,1.1148,75.624,3,1,Median,0.39914,0.50121,0.2804,,1.1148,1.2354,0.31766,,,,,,1,1,1,0,0,0,1,0,Median,Median,Median,Median,8.4,8.4,8.4,3.5,86439000,66362000,20076000,21786000,15680000,6106200,27558000,17259000,10299000,26410000,22739000,3670700,10685000,10685000,0,,,,30,3666;13022,True;True,4657;16315,10793;10794;10795;37257,17699;17700;17701;60197,17699;60197,,,,,-1;-1;-1;-1;-1;-1,protein_31,quanti,quanti,quanti,quanti
GMPPA,-19.5166848864613,2.30631131569035e-06,Q96IJ6;A0A087WUI8;A0A0U1RRC2;C9J255;F8WD54,Q96IJ6;A0A087WUI8;A0A0U1RRC2;C9J255;F8WD54,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Mannose-1-phosphate guanyltransferase alpha,sp|Q96IJ6|GMPPA_HUMAN Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1;tr|A0A087WUI8|A0A087WUI8_HUMAN Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1;tr|A0A0U1RRC2|A0A0U1RRC2_HUMA,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,6.7,6.7,6.7,46.291,420,420;399;114;179;290,0.0,4.9403,By MS/MS,By MS/MS,,,0.42916,1.0267,28.484,3,3,Median,0.39617,0.76296,,,0.98496,1.6047,,,5.873,,,,2,1,0,0,2,1,0,0,Median,Median,Median,Median,6.7,3.6,0.0,0.0,50894000,32961000,17933000,33410000,21940000,11470000,17484000,11021000,6463000,0,0,0,0,0,0,,,,32,1960;15181,True;True,2509;18934,6034;43469;43470,10253;70832;70833,10253;70833,,,,,-1;-1;-1;-1;-1,protein_33,imputed MEC,imputed MEC,quanti,quanti
HNRNPDL,-0.101466894209896,0.8572551612192,O14979;A0A087WUK2,O14979;A0A087WUK2,8;8,6;6,6;6,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,8,6,6,5,5,7,7,3,3,5,5,3,3,5,5,19.0,16.7,16.7,46.437,420,420;363,0.0,19.284,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25898,0.90432,20.857,22,18,Leave out requantified,0.26747,0.30965,0.22904,0.19109,0.99733,0.94758,0.24958,0.18959,24.301,30.473,81.494,145.21,4,3,7,8,1,2,7,8,Median,Median,Median,Median,12.1,12.1,15.0,17.4,2484000000,1973800000,510200000,613900000,479620000,134290000,538810000,404600000,134210000,387480000,317110000,70365000,943810000,772470000,171330000,,,,33,2633;3717;4552;10428;11545;12330;13591;15187,True;True;False;True;True;True;False;True,3376;3377;4713;4714;5763;5764;13190;14526;15502;15503;15504;17007;18942,7965;7966;7967;7968;7969;10936;10937;10938;10939;13270;13271;13272;13273;13274;13275;13276;13277;30257;30258;33208;35337;35338;35339;35340;35341;35342;35343;35344;35345;38887;38888;38889;38890;43488;43489,13342;13343;13344;13345;13346;13347;17925;17926;17927;17928;17929;17930;17931;17932;17933;17934;17935;21812;21813;21814;21815;21816;21817;21818;21819;21820;21821;21822;21823;21824;21825;21826;21827;21828;21829;21830;21831;21832;48913;48914;53707;57077;57078;57079;57080;57081;57082;57083;57084;57085;57086;57087;57088;57089;57090;57091;62857;62858;62859;62860;62861;62862;70873;70874,13342;17931;21828;48913;53707;57080;62862;70873,13;14,,289;311,,-1;-1,protein_34,quanti,quanti,quanti,quanti
SLIRP,-0.792240467423348,0.0511289371966781,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,4;4;4;4;4;3;1,4;4;4;4;4;3;1,4;4;4;4;4;3;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",7,4,4,4,4,3,1,1,4,3,1,1,4,3,1,1,34.9,34.9,34.9,12.349,109,109;92;96;98;124;76;40,0.0,8.4954,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44633,1.3121,52.695,9,2,Leave out requantified,0.49915,0.66547,0.072101,0.22164,1.3419,1.977,0.097476,0.27932,25.744,25.125,,,4,3,1,1,0,1,1,0,Leave out requantified,Median,Median,Median,34.9,33.9,9.2,12.8,609140000,434580000,174560000,198090000,131270000,66827000,203540000,123680000,79855000,116270000,104010000,12259000,91245000,75626000,15619000,,,,34,2226;11043;12301;13063,True;True;True;True,2845;13929;15466;16359,6779;6780;31874;31875;31876;35232;37367;37368;37369,11465;11466;51501;51502;51503;56886;60365;60366;60367;60368;60369;60370;60371;60372;60373,11465;51501;56886;60367,,,,,-1;-1;-1;-1;-1;-1;-1,protein_35,quanti,quanti,quanti,quanti
GPX1,2.24612199184099,0.0192505189972894,P07203;A0A087WUQ6;A0A2R8Y6B6;A0A494C1C9;A0A494C118,P07203;A0A087WUQ6;A0A2R8Y6B6,5;5;4;1;1,5;5;4;1;1,5;5;4;1;1,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens ,5,5,5,5,1,1,2,3,1,1,2,3,1,1,2,3,24.1,24.1,24.1,22.088,203,203;202;157;104;170,0.0,7.7239,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.13976,0.14761,255.92,4,3,Median,4.9986,,,0.13264,15.871,,,0.12748,,,,61.104,1,0,0,3,0,0,0,3,Median,Median,Median,Median,5.4,8.9,10.8,15.3,194090000,157520000,36575000,33134000,6201300,26933000,20086000,20086000,0,50382000,50382000,0,90488000,80846000,9641900,,,,35,2816;2879;3970;3971;8777,True;True;True;True;True,3616;3691;5025;5026;11193,8516;8517;8680;11634;11635;11636;25802,14227;14228;14458;19088;19089;19090;19091;19092;19093;41984,14227;14458;19089;19092;41984,,,,,-1;-1;-1;-1;-1,protein_36,quanti,quanti,quanti,quanti
EIF5B,-1.84518471973653,0.00499663697906919,O60841;A0A087WUT6,O60841;A0A087WUT6,7;7,7;7,7;7,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,7,7,7,4,5,2,2,4,5,2,2,4,5,2,2,9.7,9.7,9.7,138.83,1220,1220;1220,0.0,9.2145,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2981,0.83484,19.889,12,6,Leave out requantified,0.31215,0.31699,0.066775,0.25756,1.0431,0.86726,0.069989,0.24757,17.143,16.107,,,5,5,1,1,2,2,1,1,Median,Leave out requantified,Median,Median,6.6,7.5,3.1,2.1,539090000,404320000,134780000,192110000,141760000,50347000,230380000,158660000,71719000,66576000,64872000,1704200,50028000,39022000,11007000,,,,38,2991;5007;5622;5863;6795;8812;9122,True;True;True;True;True;True;True,3823;6386;7187;7538;8693;11244;11627,8972;14732;16563;16564;17403;17404;17405;20057;25920;25921;25922;26791;26792;26793,14906;24143;27045;27046;27047;28470;28471;32825;42130;42131;42132;42133;43528;43529;43530;43531,14906;24143;27047;28471;32825;42132;43528,,,,,-1;-1,protein_39,quanti,quanti,quanti,quanti
BSG,-1.09175960238996,0.259816718370061,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192;R4GN83,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192,5;5;5;3;3;2,5;5;5;3;3;2,5;5;5;3;3;2,Basigin,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|R4GMX5|R4GMX,6,5,5,5,2,3,1,3,2,3,1,3,2,3,1,3,17.4,17.4,17.4,42.2,385,385;189;221;84;160;52,0.0,7.2083,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36676,0.9659,126.71,10,10,Median,0.48525,0.46176,0.12659,0.15663,1.6998,1.2796,0.13726,0.17219,0.53148,29.483,,67.306,2,4,1,3,2,4,1,3,Median,Median,Median,Median,6.5,9.1,3.6,12.5,464840000,348760000,116080000,100670000,66260000,34409000,208450000,141610000,66843000,30890000,26159000,4731000,124830000,114730000,10100000,,,,39,3695;5273;12775;12785;13625,True;True;True;True;True,4689;6728;16013;16023;17044,10866;10867;10868;15531;36538;36554;36555;38979;38980;38981;38982,17818;17819;17820;25435;59053;59054;59076;59077;63002;63003;63004;63005;63006,17818;25435;59054;59076;63003,,,,,-1;-1;-1;-1;-1;-1,protein_40,quanti,quanti,quanti,quanti
SPTBN1,-0.518044611872103,0.232984034411656,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,26;26;8,26;26;8,26;26;8,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,26,26,26,13,16,6,10,13,16,6,10,13,16,6,10,16.2,16.2,16.2,274.61,2364,2364;2366;690,0.0,37.261,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48249,1.1669,25.321,44,22,Leave out requantified,0.38968,0.55333,0.17403,0.1886,1.057,1.2498,0.19055,0.18398,30.668,24.247,83.049,52.542,13,16,6,9,5,2,6,9,Leave out requantified,Leave out requantified,Median,Median,7.8,10.1,3.3,5.5,1137100000,843220000,293860000,251530000,176790000,74740000,448180000,278800000,169390000,164070000,142410000,21660000,273300000,245230000,28075000,,,,40,1574;2354;2561;3580;3984;5807;6650;7062;7227;7943;8729;9862;9863;10045;10511;10680;12132;12575;13560;14034;14047;14429;15128;15228;16015;16164,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2013;3011;3287;4556;5042;7463;8515;9006;9204;10166;11134;12511;12512;12738;13285;13286;13499;15246;15781;16969;17518;17535;18015;18867;18994;20021;20200,4852;7143;7144;7145;7768;10561;10562;11671;11672;11673;17243;19650;20737;20738;20739;20740;21163;23328;25654;25655;28718;28719;28720;28721;28722;28723;29235;30468;30469;30917;30918;34786;35972;35973;38807;40136;40137;40174;40175;41348;43323;43324;43616;46126;46543,8212;12040;12041;12042;13066;17348;17349;19143;19144;19145;19146;19147;19148;28231;32176;32177;33896;33897;33898;33899;34586;38027;41726;41727;41728;46366;46367;46368;46369;46370;46371;46372;46373;46374;47215;49271;49272;49942;49943;49944;56214;58110;58111;58112;58113;58114;62745;64938;64939;64993;64994;64995;67210;70566;70567;70568;71072;75157;75885,8212;12042;13066;17349;19146;28231;32176;33897;34586;38027;41728;46370;46374;47215;49272;49943;56214;58114;62745;64939;64993;67210;70567;71072;75157;75885,,,,,-1;-1;-1,protein_41,quanti,quanti,quanti,quanti
RRBP1,1.8340544400572,0.00464706636933682,Q9P2E9;F8W7S5;A0A087WVV2,Q9P2E9;F8W7S5;A0A087WVV2,4;4;4,4;4;4,3;3;3,Ribosome-binding protein 1,sp|Q9P2E9|RRBP1_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5;tr|F8W7S5|F8W7S5_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=1;tr|A0A087WVV2|A0A087WVV2_HUMAN Ribosome-binding protein 1 OS=Homo sapie,3,4,4,3,1,1,2,2,1,1,2,2,1,1,1,1,3.5,3.5,2.8,152.45,1410,1410;751;934,0.0,9.6336,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31166,0.35666,65.418,6,4,Median,0.40935,0.45159,0.19939,0.30773,0.93034,0.96619,0.23304,0.35514,,,26.514,,1,1,3,1,0,0,3,1,Median,Median,Median,Median,0.9,1.1,1.5,1.6,113650000,92106000,21541000,11464000,6192600,5271500,18170000,11898000,6271100,46333000,39962000,6371000,37681000,34054000,3627800,,,,45,1354;2342;9498;13012,True;True;True;True,1746;2998;12074;16303;16304,4205;7121;27742;27743;37230;37231;37232,7096;12007;44889;44890;60157;60158;60159,7096;12007;44890;60157,,,,,-1;-1;-1,protein_46,quanti,quanti,quanti,quanti
NOMO2;NOMO1;NOMO3,-19.67920083708,1.14866607206118e-06,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,Nodal modulator 2;Nodal modulator 1;Nodal modulator 3,sp|Q5JPE7|NOMO2_HUMAN Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1;sp|Q15155|NOMO1_HUMAN Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5;sp|P69849|NOMO3_HUMAN Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=1 SV=2;tr|A0A0,8,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,2.8,2.8,2.8,139.44,1267,1267;1222;1222;1100;1100;1267;1267;1267,0.0,3.2779,By MS/MS,By MS/MS,,,0.77802,1.8754,48.975,3,1,Median,0.48568,1.0379,,,1.3624,2.5853,,,,45.404,,,1,2,0,0,0,1,0,0,Median,Median,Median,Median,2.1,2.8,0.0,0.0,82083000,38388000,43695000,22146000,11101000,11044000,59938000,27286000,32651000,0,0,0,0,0,0,,,,47,3323;12664,True;True,4237;15890,9877;9878;36241;36242,16286;16287;58550;58551,16286;58551,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_48,imputed MEC,imputed MEC,quanti,quanti
POLD2,-19.0551381734357,1.54389748694396e-07,P49005;F8W8R3;A0A087WWF6;C9JHC7;H7C1B3;C9IZD2;C9J8Z7;C9JLE1,P49005;F8W8R3;A0A087WWF6;C9JHC7,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,DNA polymerase delta subunit 2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,8,3,3,3,1,2,0,0,1,2,0,0,1,2,0,0,8.5,8.5,8.5,51.289,469,469;455;504;257;83;148;155;220,0.0016978,2.2063,By MS/MS,By MS/MS,,,2.9798,7.1664,54.271,3,2,Plateau,0.92703,2.2451,,,2.4934,5.3717,,,,44.312,,,1,2,0,0,1,1,0,0,Median,Median,Median,Median,3.0,5.5,0.0,0.0,70267000,23171000,47096000,19603000,8997400,10606000,50664000,14173000,36491000,0,0,0,0,0,0,,,,48,3899;8750;15646,True;True;True,4939;11161;19534,11437;25711;44920,18744;41817;73125;73126,18744;41817;73125,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_49,imputed MEC,imputed MEC,quanti,quanti
