FBXW5_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
HIST2H2AB,0.1951911052,0.496889899144651,0,Q8IUE6,Q8IUE6,10,3,3,Histone H2A type 2-B,HIST2H2AB,sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3,10,3,65.4,130
AHNAK2,-0.3483855205,0.14629530515632,0,Q8IVF2,Q8IVF2,4,4,4,Protein AHNAK2,AHNAK2,sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,4,4,5.2,5795
RHOT2,-0.2425710322,0.126520066923182,0,Q8IXI1;H3BST5;I3L2C6;Q8IXI2;H3BMP9;H3BVI5;H3BUX4;H3BU27;H7BXZ6,Q8IXI1;H3BST5;I3L2C6,6;3;3;1;1;1;1;1;1,6;3;3;1;1;1;1;1;1,6;3;3;1;1;1;1;1;1,Mitochondrial Rho GTPase 2,RHOT2,sp|Q8IXI1|MIRO2_HUMAN Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;tr|H3BST5|H3BST5_HUMAN Mitochondrial Rho GTPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;tr|I3L2C6|I3L2C6_HUMAN Mitochondrial Rho GTPase 2 (Fragment),6,6,11.3,618
MRPL41,0.40179663,0.0289857924726936,0,Q8IXM3,Q8IXM3,3,3,3,"39S ribosomal protein L41, mitochondrial",MRPL41,"sp|Q8IXM3|RM41_HUMAN 39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",3,3,23.4,137
FTSJ3,-0.012307432,0.931195136702513,0,Q8IY81,Q8IY81,16,16,16,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,16,16,26.8,847
CCAR2,-0.0918058407,0.584826891753301,0,Q8N163;G3V119;H0YB24;E5RHJ4;H0YC69;E5RFJ3;H0YC58;E5RGU7;A0A087X2B6,Q8N163;G3V119;H0YB24,16;9;9;6;3;3;3;2;2,16;9;9;6;3;3;3;2;2,16;9;9;6;3;3;3;2;2,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2;tr|G3V119|G3V119_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=1;tr|H0YB24|H0YB24_HUMAN Cell cycle a,16,16,23.5,923
NDUFAF2,-0.3728889771,0.0536849937409533,0,Q8N183;D6RA56;H0YA50,Q8N183;D6RA56,4;2;1,4;2;1,4;2;1,"Mimitin, mitochondrial",NDUFAF2,sp|Q8N183|NDUF2_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1;tr|D6RA56|D6RA56_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=N,4,4,28.4,169
NUP93,-1.3502268708,0.00214362071048932,1,Q8N1F7;H3BVG0;H3BV15;H3BRD9;H3BPA9;H3BVE2;H3BMX0;H3BV11;H3BRI8;H3BP95;H3BM93;H3BNN5,Q8N1F7;H3BVG0,14;12;5;4;3;2;2;2;2;2;2;1,14;12;5;4;3;2;2;2;2;2;2;1,14;12;5;4;3;2;2;2;2;2;2;1,Nuclear pore complex protein Nup93,NUP93,sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2;tr|H3BVG0|H3BVG0_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=1,14,14,20,819
MMGT1,-0.0887691649,0.639736773261422,0,Q8N4V1,Q8N4V1,2,2,2,Membrane magnesium transporter 1,MMGT1,sp|Q8N4V1|MMGT1_HUMAN Membrane magnesium transporter 1 OS=Homo sapiens OX=9606 GN=MMGT1 PE=1 SV=1,2,2,26.7,131
ARFGAP1,0.1097434807,0.449883106845989,0,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHC5;E5RHH7;E5RHT6;F8W1U7;F8VWH9,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHC5,3;2;2;2;2;1;1;1;1,3;2;2;2;2;1;1;1;1,3;2;2;2;2;1;1;1;1,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RIU2|E5RIU2_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=1;tr|F8V,3,3,9.6,406
COLGALT1,-0.2490400015,0.506543715764077,0,Q8NBJ5;M0QYH0;M0QX72,Q8NBJ5,9;2;2,9;2;2,9;2;2,Procollagen galactosyltransferase 1,COLGALT1,sp|Q8NBJ5|GT251_HUMAN Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1,9,9,18.6,622
TXNDC5,-0.077616408,0.576671263960323,0,Q8NBS9,Q8NBS9,16,16,16,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,16,16,41.4,432
PDPR,-0.4384525306,0.0184694769200311,0,Q8NCN5;A8MT40;H3BQG3;B7ZAR9;H3BUH3,Q8NCN5;A8MT40;H3BQG3,16;13;11;2;1,16;13;11;2;1,16;13;11;2;1,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",PDPR,"sp|Q8NCN5|PDPR_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR PE=1 SV=2;tr|A8MT40|A8MT40_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR ",16,16,24.5,879
MAPK1IP1L,0.4002393364,0.503104224887445,0,Q8NDC0,Q8NDC0,1,1,1,MAPK-interacting and spindle-stabilizing protein-like,MAPK1IP1L,sp|Q8NDC0|MISSL_HUMAN MAPK-interacting and spindle-stabilizing protein-like OS=Homo sapiens OX=9606 GN=MAPK1IP1L PE=1 SV=4,1,1,6.9,245
NGDN,0.1806476131,0.253917576746778,0,Q8NEJ9;H0YJ17;G3V4G1,Q8NEJ9;H0YJ17,4;2;1,4;2;1,4;2;1,Neuroguidin,NGDN,sp|Q8NEJ9|NGDN_HUMAN Neuroguidin OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=1;tr|H0YJ17|H0YJ17_HUMAN Neuroguidin (Fragment) OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=1,4,4,17.8,315
OR14C36,-0.4364405743,0.136795823407213,0,Q8NHC7,Q8NHC7,1,1,1,Olfactory receptor 14C36,OR14C36,sp|Q8NHC7|O14CZ_HUMAN Olfactory receptor 14C36 OS=Homo sapiens OX=9606 GN=OR14C36 PE=3 SV=1,1,1,4.5,312
PLBD2,-0.0910618914,0.602223315743513,0,Q8NHP8,Q8NHP8,3,3,3,Putative phospholipase B-like 2;Putative phospholipase B-like 2 32 kDa form;Putative phospholipase B-like 2 45 kDa form,PLBD2,sp|Q8NHP8|PLBL2_HUMAN Putative phospholipase B-like 2 OS=Homo sapiens OX=9606 GN=PLBD2 PE=1 SV=2,3,3,5.4,589
NPLOC4,0.0008167611,0.996077132615666,0,Q8TAT6,Q8TAT6,6,6,6,Nuclear protein localization protein 4 homolog,NPLOC4,sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,6,6,9.5,608
RDH11,-0.2749323916,0.105840206478205,0,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,7;6;6;4;4,7;6;6;4;4,7;6;6;4;4,Retinol dehydrogenase 11,RDH11,sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2;tr|G3V2G6|G3V2G6_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=1;tr|G3V234|G3V234_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Ho,7,7,21.7,318
PNPT1,0.2221958797,0.144511560371389,0,Q8TCS8;H7C3C5;H7BXF6;F8WBI3,Q8TCS8,22;3;3;1,22;3;3;1,22;3;3;1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,"sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",22,22,30.5,783
GPX8,-0.0367494748,0.822517787095016,0,Q8TED1;E7ETY7;J3KNB5,Q8TED1;E7ETY7,5;4;1,5;4;1,5;4;1,Probable glutathione peroxidase 8;Glutathione peroxidase,GPX8,sp|Q8TED1|GPX8_HUMAN Probable glutathione peroxidase 8 OS=Homo sapiens OX=9606 GN=GPX8 PE=1 SV=2;tr|E7ETY7|E7ETY7_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX8 PE=1 SV=1,5,5,26.3,209
IPO4,0.1431874289,0.443936972523175,0,Q8TEX9;H0YN07;H0YMR4;H0YN14;H0YK93;H0YLV0;H0YL92;H0YKG5,Q8TEX9;H0YN07;H0YMR4;H0YN14,6;4;4;4;1;1;1;1,6;4;4;4;1;1;1;1,6;4;4;4;1;1;1;1,Importin-4,IPO4,sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2;tr|H0YN07|H0YN07_HUMAN Importin-4 (Fragment) OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=1;tr|H0YMR4|H0YMR4_HUMAN Importin-4 (Fragment) OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=1;tr|H0YN1,6,6,8.2,1081
ZC3H15,-0.1541149316,0.457353715627575,0,Q8WU90,Q8WU90,1,1,1,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,1,1,2.3,426
NUP133,-1.1039531968,0.00956741096019082,1,Q8WUM0,Q8WUM0,12,12,12,Nuclear pore complex protein Nup133,NUP133,sp|Q8WUM0|NU133_HUMAN Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2,12,12,13.1,1156
PDCD6IP,-0.3490484224,0.0856677328904642,0,Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;C9IZF9;F8WDK9,Q8WUM4,14;5;4;4;4;2,14;5;4;4;4;2,14;5;4;4;4;2,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,14,14,22.1,868
SCFD1,-0.2200431543,0.168111986464337,0,Q8WVM8;G3V3K9;G3V4I1;G3V5F3;J3KNG4,Q8WVM8,8;1;1;1;1,8;1;1;1;1,8;1;1;1;1,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,8,8,18.8,642
PSPC1,0.0212597398,0.9236941658745,0,Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,7;5,7;5,7;5,Paraspeckle component 1,PSPC1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,7,7,19.3,523
H1FX,0.0121483227,0.950510798161123,0,Q92522,Q92522,7,7,7,Histone H1x,H1FX,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,7,7,33.8,213
HSPH1,-0.0228296701,0.871866210845099,0,Q92598;R4GN69,Q92598,31;6,28;6,6;4,Heat shock protein 105 kDa,HSPH1,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,31,6,38.6,858
TFG,-0.9590857398,0.0204028580983226,0,Q92734;C9JTY3;C9JUE0;C9JJP5,Q92734;C9JTY3;C9JUE0;C9JJP5,4;3;3;3,4;3;3;3,4;3;3;3,Protein TFG,TFG,sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2;tr|C9JTY3|C9JTY3_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JUE0|C9JUE0_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JJP5,4,4,16.2,400
HDAC2,-0.2685307697,0.116217769095931,0,Q92769;H3BM24;E5RFI6;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9,Q92769,10;3;2;2;2;2;2;2;2,10;3;2;2;2;2;2;2;2,5;1;0;0;0;0;0;0;0,Histone deacetylase 2,HDAC2,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,10,5,29.1,488
RAD50,-0.7204659291,0.0415383581083341,0,Q92878;A0A1W2PQ90;A0A494C1B7;E7ESD9;A0A494BZX5;A0A494C122;A0A494C0Y7;E7EN38;A0A494BZW0;E9PM98;H7C0P8;A0A494BZX8,Q92878;A0A1W2PQ90;A0A494C1B7;E7ESD9;A0A494BZX5;A0A494C122,6;5;4;3;3;3;2;2;1;1;1;1,6;5;4;3;3;3;2;2;1;1;1;1,6;5;4;3;3;3;2;2;1;1;1;1,DNA repair protein RAD50,RAD50,sp|Q92878|RAD50_HUMAN DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1;tr|A0A1W2PQ90|A0A1W2PQ90_HUMAN Zinc-hook domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=2;tr|A0A494C1B7|A0A494C1B7_HUMAN DNA repair protein RAD50 (Fragment,6,6,5.4,1312
UFD1L,0.3950484961,0.0442622808036062,0,Q92890;C9J6N9;C9IZG3,Q92890,5;2;2,5;2;2,5;2;2,Ubiquitin fusion degradation protein 1 homolog,UFD1L,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3,5,5,18.9,307
UPF1,-0.1024798456,0.475895719136844,0,Q92900,Q92900,15,15,15,Regulator of nonsense transcripts 1,UPF1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,15,15,16.5,1129
SMARCC1,-1.247933153,0.000295584548512119,1,Q92922;F8WE13,Q92922,9;1,9;1,4;1,SWI/SNF complex subunit SMARCC1,SMARCC1,sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,9,4,9.5,1105
TNPO1,0.0901838591,0.509946941677197,0,Q92973;O14787;E7EW37;A0A075B780;K7ENW1;K7ESC1;S4R398,Q92973,10;3;3;3;2;2;2,10;3;3;3;2;2;2,10;3;3;3;2;2;2,Transportin-1,TNPO1,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,10,10,16.1,898
EMG1,-0.3476973913,0.0821519898518605,0,Q92979;V9GYP5;A0A087WWQ2;A0A087WVM7,Q92979;V9GYP5;A0A087WWQ2,4;3;3;1,4;3;3;1,4;3;3;1,Ribosomal RNA small subunit methyltransferase NEP1,EMG1,sp|Q92979|NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4;tr|V9GYP5|V9GYP5_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 (Fragment) OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=2;tr|A0A087WWQ2|A,4,4,23.8,244
MYDGF,-0.0558484378,0.700887907776037,0,Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,8;4;4,8;4;4,8;4;4,Myeloid-derived growth factor,MYDGF,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,8,8,37.6,173
TBRG4,-0.1138694955,0.71626897869752,0,Q969Z0;C9IZN7;C9J7P5;H7C4R5,Q969Z0;C9IZN7,10;5;3;3,10;5;3;3,10;5;3;3,Protein TBRG4,TBRG4,sp|Q969Z0|FAKD4_HUMAN FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1;tr|C9IZN7|C9IZN7_HUMAN FAST kinase domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1,10,10,23,631
MAGOHB,-0.1437442794,0.389530724125399,0,Q96A72;F5H6N1;F5H3U9;F5H124,Q96A72;F5H6N1,9;7;2;1,9;7;2;1,1;1;0;1,Protein mago nashi homolog 2,MAGOHB,sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;tr|F5H6N1|F5H6N1_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1,9,1,64.9,148
LRRC59,0.2502060381,0.109172149178737,0,Q96AG4,Q96AG4,14,14,14,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,14,14,38.1,307
FKBP10,-0.2574543507,0.143628933497149,0,Q96AY3;K7ESG6;K7ELI6;C9JPC3;K7EM43,Q96AY3;K7ESG6,5;3;2;1;1,5;3;2;1;1,5;3;2;1;1,Peptidyl-prolyl cis-trans isomerase FKBP10;Peptidyl-prolyl cis-trans isomerase,FKBP10,sp|Q96AY3|FKB10_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1;tr|K7ESG6|K7ESG6_HUMAN Peptidylprolyl isomerase (Fragment) OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1,5,5,9.3,582
FAM136A,-0.139233109,0.429030983418132,0,Q96C01;E7EQY1;C9J2Y4,Q96C01;E7EQY1,5;4;2,5;4;2,5;4;2,Protein FAM136A,FAM136A,sp|Q96C01|F136A_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1;tr|E7EQY1|E7EQY1_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1,5,5,25.4,138
PYCR2,-0.1438869157,0.363292600745551,0,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9;A0A087WX69;A0A087WZF0,Q96C36;A0A087WTV6;J3KR12,9;8;7;4;2;2,8;7;6;3;2;2,8;7;6;3;2;2,Pyrroline-5-carboxylate reductase 2,PYCR2,sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|J3KR12|J3KR12_HUMAN Uncharacterized protei,9,8,34.1,320
RMDN1,-0.3155981209,0.0795442803975526,0,Q96DB5;H0YC67;H0YB03;E5RH53;H0YC27;H0YBD9;H0YB83;E7EWZ7;H0YAP5,Q96DB5;H0YC67;H0YB03;E5RH53;H0YC27;H0YBD9;H0YB83,5;4;4;4;3;3;3;1;1,5;4;4;4;3;3;3;1;1,5;4;4;4;3;3;3;1;1,Regulator of microtubule dynamics protein 1,RMDN1,sp|Q96DB5|RMD1_HUMAN Regulator of microtubule dynamics protein 1 OS=Homo sapiens OX=9606 GN=RMDN1 PE=1 SV=1;tr|H0YC67|H0YC67_HUMAN Regulator of microtubule dynamics protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RMDN1 PE=1 SV=1;tr|H0YB03|H0YB03_HUMAN Regu,5,5,15.9,314
SNRNP40,0.3853141548,0.0459405229008345,0,Q96DI7;Q9NSS8,Q96DI7,11;5,11;5,11;5,U5 small nuclear ribonucleoprotein 40 kDa protein,SNRNP40,sp|Q96DI7|SNR40_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1,11,11,49.9,357
FAHD2A;FAHD2B,-0.2563718302,0.117982914410182,0,Q96GK7;C9JGM0;Q6P2I3;C9J5B6,Q96GK7;C9JGM0;Q6P2I3,4;3;2;1,4;3;2;1,4;3;2;1,Fumarylacetoacetate hydrolase domain-containing protein 2A;Fumarylacetoacetate hydrolase domain-containing protein 2B,FAHD2A;FAHD2B,sp|Q96GK7|FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens OX=9606 GN=FAHD2A PE=1 SV=1;tr|C9JGM0|C9JGM0_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A (Fragment) OS=Homo sapiens OX=9606 GN=FAHD2A PE=1,4,4,20.1,314
ERO1L,-0.1102038945,0.568715058427431,0,Q96HE7;G3V3E6;G3V503;G3V5B3;G3V2H0,Q96HE7,13;6;3;3;1,13;6;3;3;1,13;6;3;3;1,ERO1-like protein alpha,ERO1L,sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2,13,13,34.8,468
PGAM5,-0.595942006,0.00625315315623906,0,Q96HS1;F5GXG4,Q96HS1,11;4,11;4,11;4,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,"sp|Q96HS1|PGAM5_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2",11,11,42.2,289
FUBP3,0.1845084791,0.209098947751941,0,Q96I24;A0A494C1K6,Q96I24,16;3,15;3,15;3,Far upstream element-binding protein 3,FUBP3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,16,15,34.3,572
SUCLG2,-0.2850559853,0.0786839857688596,0,Q96I99;E9PDQ8;H0Y852,Q96I99;E9PDQ8,11;9;5,11;9;5,11;9;5,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,"sp|Q96I99|SUCB2_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2;tr|E9PDQ8|E9PDQ8_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 ",11,11,28.7,432
ABHD14B,0.1029610821,0.642208960200487,0,Q96IU4;F8W9U3;B4DQI4,Q96IU4;F8W9U3;B4DQI4,6;5;4,6;5;4,6;5;4,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,6,6,41,210
THOC3,-0.1137570293,0.635159390944706,0,Q96J01;D6RGZ2;D6REC9,Q96J01;D6RGZ2;D6REC9,2;1;1,2;1;1,2;1;1,THO complex subunit 3,THOC3,sp|Q96J01|THOC3_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1;tr|D6RGZ2|D6RGZ2_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1;tr|D6REC9|D6REC9_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=,2,2,5.1,351
CNDP2,-0.1539816581,0.275158373323865,0,Q96KP4;J3QKT2;J3QRA8;J3KSV5;A0A087WYZ1;J3KSS4;J3QQN6;J3QR27;J3QLU1;J3QKQ0;J3QRD0;J3QL02;J3QRH4;J3QRP4;A0A087WVS2;J3KRD5,Q96KP4;J3QKT2,15;8;6;6;6;5;5;5;5;5;5;5;3;2;2;1,15;8;6;6;6;5;5;5;5;5;5;5;3;2;2;1,15;8;6;6;6;5;5;5;5;5;5;5;3;2;2;1,Cytosolic non-specific dipeptidase,CNDP2,sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2;tr|J3QKT2|J3QKT2_HUMAN Cytosolic non-specific dipeptidase (Fragment) OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=1,15,15,43.2,475
PRRC1,0.2824299629,0.211920414801901,0,Q96M27,Q96M27,4,4,4,Protein PRRC1,PRRC1,sp|Q96M27|PRRC1_HUMAN Protein PRRC1 OS=Homo sapiens OX=9606 GN=PRRC1 PE=1 SV=1,4,4,10.8,445
CFAP54,-1.027683024,0.237871707732527,0,Q96N23;A0A0A0MTQ3;A0A1B0GU80,Q96N23;A0A0A0MTQ3,3;2;1,3;2;1,3;2;1,Cilia- and flagella-associated protein 54,CFAP54,sp|Q96N23|CFA54_HUMAN Cilia- and flagella-associated protein 54 OS=Homo sapiens OX=9606 GN=CFAP54 PE=2 SV=3;tr|A0A0A0MTQ3|A0A0A0MTQ3_HUMAN Cilia- and flagella-associated protein 54 OS=Homo sapiens OX=9606 GN=CFAP54 PE=1 SV=1,3,3,1.5,3096
RBM14,-0.0114271975,0.934296913217399,0,Q96PK6;A0A0A6YYI9;F8WDX3;A0A0A0MSL8;B8ZZ74,Q96PK6,17;4;4;4;4,17;4;4;4;4,17;4;4;4;4,RNA-binding protein 14,RBM14,sp|Q96PK6|RBM14_HUMAN RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,17,17,30.5,669
