Gene_names,TRPC4AP_vs_BirA_logFC,TRPC4AP_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TRCP4AC_N1,Peptides_TRCP4AC_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TRCP4AC_N1,Razor___unique_peptides_TRCP4AC_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TRCP4AC_N1,Unique_peptides_TRCP4AC_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TRCP4AC_N1,Identification_type_TRCP4AC_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TRCP4AC_N1,Ratio_H_L_TRCP4AC_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TRCP4AC_N1,Ratio_H_L_normalized_TRCP4AC_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TRCP4AC_N1,Ratio_H_L_variability_____TRCP4AC_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TRCP4AC_N1,Ratio_H_L_count_TRCP4AC_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TRCP4AC_N1,Ratio_H_L_iso_count_TRCP4AC_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TRCP4AC_N1,Ratio_H_L_type_TRCP4AC_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TRCP4AC_N1____,Sequence_coverage_TRCP4AC_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TRCP4AC_N1,Intensity_L_TRCP4AC_N1,Intensity_H_TRCP4AC_N1,Intensity_TRCP4AC_N2,Intensity_L_TRCP4AC_N2,Intensity_H_TRCP4AC_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TRCP4AC_N1,metacell_Intensity_L_TRCP4AC_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
RNPS1,-0.260383486813435,0.377139509687616,Q15287;H3BV80;H3BMS0;H3BMM9;H3BTC0;H3BPG5,Q15287;H3BV80;H3BMS0;H3BMM9;H3BTC0;H3BPG5,3;3;3;3;3;2,3;3;3;3;3;2,3;3;3;3;3;2,RNA-binding protein with serine-rich domain 1,sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1;tr|H3BV80|H3BV80_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=2;tr|H3BMS0|H3BMS0_HUMAN RNA-bindin,6,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,12.8,12.8,12.8,34.208,305,305;211;257;284;302;128,0.0,4.1383,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41966,1.074,24.786,10,5,Median,0.41397,0.42627,0.44887,0.39075,1.4386,1.1481,1.0139,0.95058,26.854,33.726,21.195,7.8241,3,3,2,2,1,1,2,1,Median,Median,Median,Median,7.9,7.9,10.2,7.9,513260000,337030000,176230000,119490000,78203000,41286000,141220000,87377000,53842000,137020000,90358000,46660000,115530000,81088000,34445000,,,,821,5487;10438;11535,True;True;True,5715;10904;12055,16023;30897;30898;30899;34092;34093;34094;34095;34096;34097,32165;61970;61971;61972;68379;68380;68381;68382;68383;68384;68385;68386,32165;61970;68386,,,,,-1;-1;-1;-1;-1;-1,protein_822,quanti,quanti,quanti,quanti
PFDN5,-0.394974367915641,0.528806544017864,Q99471;H3BMQ1;H3BPF6,Q99471;H3BMQ1;H3BPF6,3;3;3,3;3;3,3;3;3,Prefoldin subunit 5,sp|Q99471|PFD5_HUMAN Prefoldin subunit 5 OS=Homo sapiens OX=9606 GN=PFDN5 PE=1 SV=2;tr|H3BMQ1|H3BMQ1_HUMAN Prefoldin subunit 5 OS=Homo sapiens OX=9606 GN=PFDN5 PE=1 SV=1;tr|H3BPF6|H3BPF6_HUMAN Prefoldin subunit 5 (Fragment) OS=Homo sapiens OX=9606 GN=PFDN5,3,3,3,3,2,2,1,2,2,2,1,2,2,2,1,2,22.7,22.7,22.7,17.328,154,154;84;152,0.0,7.8473,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44101,1.191,29.607,9,1,Leave out requantified,0.36824,0.39801,0.56356,0.70086,1.191,0.99583,1.2677,1.5854,13.249,17.836,,15.662,3,2,1,3,0,0,0,1,Plateau,Median,Median,Median,14.9,14.9,10.4,22.1,328000000,215400000,112600000,95928000,69201000,26726000,64672000,42340000,22332000,62210000,42451000,19759000,105190000,61411000,43782000,,,,822,6045;6833;7524,True;True;True,6322;7150;7874,17902;20252;20253;20254;20255;20256;20257;22244;22245,36204;41032;41033;41034;41035;41036;41037;41038;41039;45062;45063,36204;41034;45063,,,,,-1;-1;-1,protein_823,quanti,quanti,quanti,quanti
IST1,-1.6472249087746,0.00822882298771576,P53990;H3BMU1;H3BUI0;H3BQF7;J3KR23;H3BQ38;E9PF00;H3BPP6;H3BRE2;F5GXM3,P53990;H3BMU1;H3BUI0;H3BQF7;J3KR23,3;3;3;2;2;1;1;1;1;1,3;3;3;2;2;1;1;1;1;1,3;3;3;2;2;1;1;1;1;1,IST1 homolog,sp|P53990|IST1_HUMAN IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BMU1|H3BMU1_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BUI0|H3BUI0_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr,10,3,3,3,2,3,1,1,2,3,1,1,2,3,1,1,9.6,9.6,9.6,39.75,364,364;206;253;166;289;40;41;59;105;141,0.0026954,1.8426,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.8985,2.0822,4.1321,8,2,Leave out requantified,0.81834,0.8985,0.89812,0.72877,2.2457,2.2313,1.8883,1.5508,14.82,10.945,,,2,4,1,1,0,1,0,1,Median,Linear,Median,Median,6.9,9.6,1.9,1.9,189410000,97489000,91924000,42694000,23553000,19142000,96884000,47278000,49606000,29677000,15083000,14595000,20158000,11576000,8582400,,,,823,9474;10544;16995,True;True;True,9905;11021;17723,28158;28159;28160;31179;50028;50029;50030;50031,56606;56607;62480;100846;100847;100848;100849;100850;100851,56607;62480;100849,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_824,quanti,quanti,quanti,quanti
CALB2;CALB1,20.1529460967122,3.06005418209328e-06,P22676;H3BN14;P05937,P22676;H3BN14;P05937,2;2;1,2;2;1,2;2;1,Calretinin;Calbindin,sp|P22676|CALB2_HUMAN Calretinin OS=Homo sapiens OX=9606 GN=CALB2 PE=2 SV=2;tr|H3BN14|H3BN14_HUMAN Calretinin (Fragment) OS=Homo sapiens OX=9606 GN=CALB2 PE=1 SV=2;sp|P05937|CALB1_HUMAN Calbindin OS=Homo sapiens OX=9606 GN=CALB1 PE=1 SV=2,3,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,8.5,8.5,8.5,31.54,271,271;235;261,0.0096525,1.2596,,,By MS/MS,By MS/MS,0.43167,0.98115,10.236,3,1,Median,,,0.43106,0.45156,,,0.88439,1.0319,,,,7.1337,0,0,1,2,0,0,0,1,Median,Median,Median,Median,0.0,0.0,4.1,8.5,98650000,67405000,31245000,0,0,0,0,0,0,35623000,24789000,10834000,63027000,42616000,20411000,,,,824,3211;9081,True;True,3351;9501,9513;27098;27099,19265;54749;54750,19265;54749,,,,,-1;-1;-1,protein_825,quanti,quanti,imputed MEC,imputed MEC
RPS17,-0.754809148665441,0.020954017718631,P08708;H3BNC9;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4,P08708;H3BNC9;H0YN88;A0A075B716,12;12;10;10;5;1,12;12;10;10;5;1,12;12;10;10;5;1,40S ribosomal protein S17,sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2;tr|H3BNC9|H3BNC9_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2;tr|H0YN88|H0YN88_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=,6,12,12,12,11,11,7,7,11,11,7,7,11,11,7,7,65.2,65.2,65.2,15.55,135,135;584;136;191;59;293,0.0,65.271,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3427,0.97345,22.172,49,10,Leave out requantified,0.23259,0.25546,0.49728,0.47222,0.79533,0.74634,1.2145,1.2185,26.343,46.938,11.683,7.1917,16,14,10,9,7,2,1,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,65.2,64.4,55.6,55.6,6851400000,5005700000,1845700000,1679000000,1333300000,345690000,1931400000,1513700000,417700000,1995600000,1352400000,643170000,1245500000,806290000,439170000,,,,828,2643;5914;5915;8886;8887;11122;11123;12324;15025;15026;15027;15442,True;True;True;True;True;True;True;True;True;True;True;True,2764;6189;6190;6191;9301;9302;11624;11625;12883;15680;15681;15682;16115;16116,8009;8010;8011;8012;8013;17550;17551;17552;17553;17554;17555;17556;17557;17558;17559;26531;26532;26533;26534;26535;26536;26537;26538;26539;32874;32875;32876;32877;32878;32879;36221;44172;44173;44174;44175;44176;44177;44178;44179;44180;44181;44182;44183;45442;45443;45444;45445;45446;45447,16392;16393;16394;16395;16396;16397;16398;16399;16400;16401;16402;16403;16404;16405;16406;16407;16408;16409;16410;16411;16412;16413;16414;16415;16416;35518;35519;35520;35521;35522;35523;35524;35525;35526;35527;35528;35529;35530;35531;35532;35533;35534;35535;35536;35537;35538;53568;53569;53570;53571;53572;53573;53574;53575;53576;53577;53578;53579;53580;53581;53582;53583;53584;53585;53586;53587;53588;53589;53590;53591;53592;65819;65820;65821;65822;65823;65824;65825;65826;65827;65828;65829;65830;65831;65832;65833;72531;72532;89070;89071;89072;89073;89074;89075;89076;89077;89078;89079;89080;89081;89082;89083;89084;89085;89086;89087;89088;89089;89090;89091;89092;89093;89094;89095;89096;89097;89098;89099;89100;89101;89102;89103;91548;91549;91550;91551;91552;91553;91554;91555;91556;91557;91558;91559;91560,16416;35519;35537;53572;53579;65819;65827;72531;89078;89080;89103;91557,,,,,-1;-1;-1;-1;-1;-1,protein_829,quanti,quanti,quanti,quanti
COX5A,-0.0232282315449126,0.926900382982153,P20674;H3BNX8;H3BRM5;H3BRI0;H3BV69,P20674;H3BNX8,7;7;3;3;3,7;7;3;3;3,7;7;3;3;3,"Cytochrome c oxidase subunit 5A, mitochondrial","sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2;tr|H3BNX8|H3BNX8_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=1",5,7,7,7,5,5,7,6,5,5,7,6,5,5,7,6,40.7,40.7,40.7,16.762,150,150;153;69;84;111,0.0,70.263,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38314,0.95413,32.654,31,2,Leave out requantified,0.36835,0.4444,0.41478,0.40121,1.2653,1.3087,0.91352,0.94424,10.791,16.615,27.935,22.419,7,7,9,8,0,1,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,32.7,32.7,40.7,40.7,2816000000,2015800000,800150000,492980000,355940000,137050000,790760000,545250000,245510000,968190000,703900000,264290000,564020000,410720000,153310000,,,,830,4753;6327;9254;12213;14453;16626;16627,True;True;True;True;True;True;True,4948;6612;9678;12771;15086;17345;17346,13861;13862;13863;13864;13865;13866;13867;13868;18684;18685;18686;18687;27549;27550;27551;27552;35951;35952;35953;35954;35955;35956;35957;42472;42473;49043;49044;49045;49046;49047;49048,28052;28053;28054;28055;28056;28057;28058;28059;28060;28061;28062;28063;28064;28065;28066;28067;37814;37815;37816;37817;37818;37819;37820;37821;37822;37823;37824;37825;37826;37827;37828;55523;55524;55525;55526;55527;55528;55529;55530;55531;55532;55533;55534;71955;71956;71957;71958;71959;71960;71961;71962;71963;71964;71965;85452;98963;98964;98965;98966;98967;98968;98969;98970;98971;98972,28052;37827;55533;71955;85452;98963;98970,,,,,-1;-1;-1;-1;-1,protein_831,quanti,quanti,quanti,quanti
HEXA,0.130390949306349,0.765670172921767,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;tr|H3BS10|H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;tr|H3BP20|H3BP20_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA,5,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,4.2,4.2,4.2,60.702,529,529;509;540;318;373,0.0,6.4978,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.76458,1.9161,27.733,9,2,Leave out requantified,0.42338,0.88333,0.7022,0.69317,1.4838,2.1809,1.5749,1.6255,89.673,25.561,8.3879,34.862,2,2,3,2,0,0,2,0,Median,Median,Median,Median,2.1,4.2,4.2,4.2,428420000,254890000,173530000,99197000,64180000,35018000,70986000,41242000,29744000,178080000,101310000,76765000,80161000,48157000,32005000,,,,831,1177;4881,True;True,1230;5085,3533;3534;3535;3536;3537;3538;14281;14282;14283,7067;7068;7069;7070;7071;7072;7073;7074;7075;7076;7077;7078;7079;28845;28846;28847;28848;28849,7073;28847,,,,,-1;-1;-1;-1;-1,protein_832,quanti,quanti,quanti,quanti
FUS,0.433356753291864,0.405186260604429,P35637;H3BPE7,P35637;H3BPE7,5;5,5;5,5;5,RNA-binding protein FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,2,5,5,5,2,2,3,5,2,2,3,5,2,2,3,5,15.0,15.0,15.0,53.425,526,526;527,0.0,12.337,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42287,1.0181,12.878,15,2,Leave out requantified,0.2723,0.26627,0.45392,0.44273,0.96948,0.74357,1.0615,1.082,10.184,27.986,11.361,5.5434,2,3,4,6,0,0,0,2,Median,Median,Leave out requantified,Leave out requantified,4.4,4.4,10.5,15.0,1609500000,1140500000,468990000,190180000,155580000,34593000,354530000,279340000,75190000,476820000,302320000,174490000,587980000,403270000,184710000,,,,834,102;103;1443;8777;14042,True;True;True;True;True,103;104;1508;9189;14661,257;258;259;260;261;262;263;264;265;266;4433;26209;26210;41263;41264,503;504;505;506;507;508;509;510;511;512;513;514;515;516;517;518;519;520;521;9153;52973;52974;52975;52976;52977;52978;82683;82684;82685;82686,505;513;9153;52975;82686,,,,,-1;-1,protein_835,quanti,quanti,quanti,quanti
PDPR,-21.664738613379,2.08257177397476e-07,Q8NCN5;H3BQG3;A8MT40,Q8NCN5;H3BQG3,5;5;2,5;5;2,5;5;2,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial","sp|Q8NCN5|PDPR_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR PE=1 SV=2;tr|H3BQG3|H3BQG3_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR ",3,5,5,5,3,4,0,0,3,4,0,0,3,4,0,0,7.3,7.3,7.3,99.363,879,879;491;779,0.0,4.2682,By MS/MS,By MS/MS,,,0.477,1.4156,67.905,7,5,Median,0.49511,0.58456,,,3.0692,1.4599,,,87.154,28.96,,,3,4,0,0,2,3,0,0,Plateau,Linear,Median,Median,4.7,5.7,0.0,0.0,237900000,150760000,87134000,93661000,52928000,40734000,144230000,97833000,46401000,0,0,0,0,0,0,,,,837,3520;9944;10417;10604;14592,True;True;True;True;True,3674;10389;10883;11081;15228,10337;29473;29474;30840;31325;42854;42855,20821;59127;59128;61865;62750;86196;86197,20821;59127;61865;62750;86196,,,,,-1;-1;-1,protein_838,imputed MEC,imputed MEC,quanti,quanti
NOB1,-1.66288491096733,0.00215944257761745,Q9ULX3;H3BUR4,Q9ULX3;H3BUR4,3;3,3;3,3;3,RNA-binding protein NOB1,sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1;tr|H3BUR4|H3BUR4_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1,2,3,3,3,3,3,1,1,3,3,1,1,3,3,1,1,8.3,8.3,8.3,46.674,412,412;66,0.0,4.1535,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.453,3.303,23.908,8,0,Leave out requantified,1.3591,1.5533,1.2905,1.0966,3.2046,3.4046,2.7095,2.3633,25.862,13.287,,,3,3,1,1,0,0,0,0,Leave out requantified,Leave out requantified,Median,Median,8.3,8.3,2.2,2.2,172310000,73713000,98595000,49683000,23546000,26137000,69005000,29449000,39556000,29053000,11320000,17734000,24568000,9398400,15169000,,,,844,1462;3779;8118,True;True;True,1527;3938;8494,4476;4477;11053;11054;24088;24089;24090;24091,9222;22192;48712;48713;48714;48715;48716;48717;48718,9222;22192;48714,,,,,-1;-1,protein_845,quanti,quanti,quanti,quanti
DHX30,-19.7416283607034,7.36659214831821e-08,Q7L2E3;H7BXY3,Q7L2E3;H7BXY3,2;2,2;2,2;2,Putative ATP-dependent RNA helicase DHX30,sp|Q7L2E3|DHX30_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1;tr|H7BXY3|H7BXY3_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1,2,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2.5,2.5,2.5,133.94,1194,1194;1166,0.00058789,2.6229,By MS/MS,By MS/MS,,,0.42555,0.91932,26.558,4,0,Leave out requantified,0.41353,0.43791,,,0.94758,0.8919,,,30.144,22.973,,,2,2,0,0,0,0,0,0,Median,Median,Median,Median,2.5,2.5,0.0,0.0,57073000,38383000,18690000,25171000,16314000,8857100,31902000,22069000,9833200,0,0,0,0,0,0,,,,846,7534;11197,True;True,7884;11700,22273;22274;33095;33096,45116;45117;66314;66315,45116;66314,,,,,-1;-1,protein_847,imputed MEC,imputed MEC,quanti,quanti
STK25;STK26;STK24,20.4097686588107,2.36631512572182e-06,H7C279;Q9P289;Q9Y6E0;O00506;C9JJV0;C9JDH9;C9J6L2;C9JCC0;C9J232;H0Y630;Q8NBY1;B4DR80;B4E0Y9,H7C279;Q9P289;Q9Y6E0;O00506;C9JJV0;C9JDH9;C9J6L2;C9JCC0;C9J232;H0Y630;Q8NBY1;B4DR80;B4E0Y9,2;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1,Serine/threonine-protein kinase 26;Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 36 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit;Serine/threonine-protein kinase 25,tr|H7C279|H7C279_HUMAN Serine/threonine-protein kinase 25 (Fragment) OS=Homo sapiens OX=9606 GN=STK25 PE=1 SV=1;sp|Q9P289|STK26_HUMAN Serine/threonine-protein kinase 26 OS=Homo sapiens OX=9606 GN=STK26 PE=1 SV=2;sp|Q9Y6E0|STK24_HUMAN Serine/threonine-prote,13,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,9.7,9.7,9.7,27.788,247,247;416;443;426;79;148;161;163;177;369;392;412;438,0.0027624,2.0118,,,By MS/MS,By MS/MS,0.24485,0.55133,117.59,2,1,Median,,,0.10749,0.55772,,,0.24005,1.2662,,,,,0,0,1,1,0,0,1,0,Median,Median,Median,Median,0.0,0.0,2.8,6.9,116990000,96298000,20695000,0,0,0,0,0,0,82132000,76612000,5519300,34862000,19686000,15176000,,,,853,7940;14468,True;True,8310;15101,23508;42523,47529;85567;85568,47529;85567,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_854,quanti,quanti,imputed MEC,imputed MEC
EBNA1BP2,0.591115334771587,0.350760535901703,Q99848;H7C2Q8,Q99848;H7C2Q8,4;4,4;4,4;4,Probable rRNA-processing protein EBP2,"sp|Q99848|EBP2_HUMAN Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2;tr|H7C2Q8|H7C2Q8_HUMAN EBNA1 binding protein 2, isoform CRA_d OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=1",2,4,4,4,1,3,2,2,1,3,2,2,1,3,2,2,20.3,20.3,20.3,34.852,306,306;361,0.0,3.2917,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.0562,2.383,29.871,8,1,Leave out requantified,0.72675,0.8261,1.3065,1.184,2.0033,2.0306,2.7906,2.6931,,32.579,24.063,5.1092,1,3,2,2,0,1,0,0,Median,Median,Median,Median,5.2,15.4,11.4,10.1,258580000,123480000,135090000,20697000,10922000,9774800,70981000,36653000,34328000,104150000,44508000,59638000,62752000,31400000,31351000,,,,855,1886;4549;4947;11683,True;True;True;True,1964;4736;5154;12224,5801;5802;5803;5804;13232;13233;14498;34481,11840;11841;11842;11843;11844;11845;11846;11847;11848;11849;26749;26750;29273;69197,11845;26750;29273;69197,,,,,-1;-1,protein_856,quanti,quanti,quanti,quanti
SRRT,-1.00826233309434,0.0144492752331326,Q9BXP5;H7C3A1;H7C1K0,Q9BXP5;H7C3A1,11;11;4,11;11;4,11;11;4,Serrate RNA effector molecule homolog,sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1;tr|H7C3A1|H7C3A1_HUMAN Serrate RNA effector molecule homolog (Fragment) OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,3,11,11,11,5,4,6,4,5,4,6,4,5,4,6,4,12.7,12.7,12.7,100.67,876,876;499;47,0.0,16.851,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39434,0.90433,37.329,18,8,Leave out requantified,0.29281,0.27377,0.48131,0.553,0.78373,0.92725,0.88662,1.2344,34.766,27.388,32.405,74.156,5,4,5,4,3,2,1,2,Median,Linear,Leave out requantified,Median,7.3,5.7,8.4,5.3,524420000,347250000,177160000,113290000,84001000,29293000,172080000,131680000,40394000,140190000,76832000,63357000,98859000,54739000,44120000,,,,856,397;914;6926;9513;9514;9808;11044;13682;13884;14925;15602,True;True;True;True;True;True;True;True;True;True;True,416;956;7251;9944;9945;10249;11546;14292;14499;15576;16286,1140;2714;2715;20535;28265;28266;28267;29066;29067;32640;40210;40211;40212;40213;40810;43876;43877;45991;45992,2277;5421;5422;5423;5424;41624;56790;56791;56792;56793;58330;58331;65338;80455;80456;80457;80458;80459;80460;80461;81706;88453;88454;88455;88456;92751;92752,2277;5421;41624;56790;56792;58330;65338;80455;81706;88454;92752,,,,,-1;-1;-1,protein_857,quanti,quanti,quanti,quanti
NSF,-0.288379711233347,0.587334886929429,P46459;I3L0N3;I3L0L3;K7EQD6,P46459;I3L0N3,9;9;1;1,9;9;1;1,9;9;1;1,Vesicle-fusing ATPase,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,4,9,9,9,6,5,7,3,6,5,7,3,6,5,7,3,18.7,18.7,18.7,82.593,744,744;739;161;180,0.0,17.84,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4664,1.1362,59.777,20,10,Leave out requantified,0.3297,0.4604,0.43675,0.43233,0.94535,1.1552,0.95962,0.99076,82.565,25.297,80.993,24.214,5,5,7,3,2,1,5,2,Leave out requantified,Leave out requantified,Median,Median,10.2,7.8,15.9,5.0,852070000,554970000,297090000,168690000,109070000,59626000,204880000,139480000,65405000,381470000,241430000,140040000,97019000,64994000,32025000,,,,863,4742;5265;5894;6029;9422;10992;14088;15597;16409,True;True;True;True;True;True;True;True;True,4936;5482;6169;6306;9850;11494;14709;16281;17124,13814;13815;13816;13817;15389;17503;17504;17865;28012;28013;32501;32502;32503;32504;41437;41438;45976;45977;45978;45979;48413,27914;27915;27916;27917;27918;27919;27920;27921;27922;30963;35438;35439;35440;35441;36138;56341;65071;65072;65073;65074;65075;65076;65077;83138;83139;92720;92721;92722;92723;92724;97716,27915;30963;35439;36138;56341;65073;83139;92720;97716,,,,,-1;-1;-1;-1,protein_864,quanti,quanti,quanti,quanti
