Gene_names,KATNB1_vs_zBirA_logFC,KATNB1_vs_zBirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_KATNB1_N1,Peptides_KATNB1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_KATNB1_N1,Razor___unique_peptides_KATNB1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_KATNB1_N1,Unique_peptides_KATNB1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_KATNB1_N1,Identification_type_KATNB1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_KATNB1_N1,Ratio_H_L_KATNB1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_KATNB1_N1,Ratio_H_L_normalized_KATNB1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____KATNB1_N1,Ratio_H_L_variability_____KATNB1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_KATNB1_N1,Ratio_H_L_count_KATNB1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_KATNB1_N1,Ratio_H_L_iso_count_KATNB1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_KATNB1_N1,Ratio_H_L_type_KATNB1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_KATNB1_N1____,Sequence_coverage_KATNB1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_KATNB1_N1,Intensity_L_KATNB1_N1,Intensity_H_KATNB1_N1,Intensity_KATNB1_N2,Intensity_L_KATNB1_N2,Intensity_H_KATNB1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_KATNB1_N1,metacell_Intensity_L_KATNB1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
EIF2B4,1.83840309689011,0.00757684034139394,Q9UI10;A0A087WTA5;E7ERK9;H7C2L8;A0A087WW69;F8W8L6,Q9UI10;A0A087WTA5;E7ERK9,7;7;7;3;3;1,7;7;7;3;3;1,7;7;7;3;3;1,Translation initiation factor eIF-2B subunit delta,sp|Q9UI10|EI2BD_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens OX=9606 GN=EIF2B4 PE=1 SV=2;tr|A0A087WTA5|A0A087WTA5_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens OX=9606 GN=EIF2B4 PE=1 SV=1;tr|E7ERK9|E7E,6,7,7,7,2,1,6,5,2,1,6,5,2,1,6,5,22.9,22.9,22.9,57.557,523,523;520;544;194;228;235,0.0,13.398,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5702,1.1435,26.274,14,2,Leave out requantified,1.1583,0.43715,0.69672,0.60908,3.831,1.107,1.2866,1.0891,166.4,,28.659,24.944,2,1,6,5,1,0,1,0,Median,Median,Leave out requantified,Leave out requantified,4.4,2.1,19.7,15.9,827270000,464820000,362450000,75850000,34652000,41198000,32800000,23465000,9334600,462060000,247640000,214420000,256560000,159060000,97497000,,,,15,10599;14837;15115;16433;19100;19532;20070,True;True;True;True;True;True;True,11389;15876;16174;17556;20361;20842;21416,30422;42110;42821;42822;46525;46526;54129;54130;54131;54132;55520;56972;56973;56974,64060;88106;88107;88108;89487;89488;89489;89490;89491;89492;89493;89494;89495;97248;97249;97250;97251;97252;97253;97254;97255;113821;113822;113823;113824;113825;113826;113827;113828;113829;116970;120020;120021;120022,64060;88108;89487;97248;113825;116970;120021,,,,,-1;-1;-1;-1;-1;-1,protein_16,quanti,quanti,quanti,quanti
KHSRP,-0.826805505753558,0.00919954173937643,Q92945;A0A087WTP3;M0R0I5;M0QYH3;M0QXW7;M0R3J3,Q92945;A0A087WTP3;M0R0I5,18;18;10;7;5;2,16;16;8;5;4;2,16;16;8;5;4;2,Far upstream element-binding protein 2,sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4;tr|A0A087WTP3|A0A087WTP3_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=1;tr|M0R0I5|M0R0I5_HUMAN Far upstream ele,6,18,16,16,12,13,13,13,10,12,13,13,10,12,13,13,35.2,32.6,32.6,73.114,711,711;711;279;169;116;269,0.0,96.016,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.55913,1.2871,17.471,48,3,Leave out requantified,0.39889,0.4807,0.6706,0.68125,1.412,1.338,1.2129,1.2272,14.577,13.055,28.919,17.823,10,12,13,13,1,1,1,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,21.2,26.4,28.4,28.4,4912000000,3034800000,1877200000,976380000,671810000,304580000,1158500000,772440000,386020000,1571500000,882760000,688760000,1205600000,707760000,497850000,,,,19,791;792;1024;2670;5794;5795;5807;7297;7435;7789;7793;7978;9403;12979;13153;17096;18179;19921,False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,837;838;1090;2869;6196;6197;6211;7841;7999;8368;8372;8570;10104;13915;14097;18251;19387;21262,2177;2178;2179;2180;2181;2926;2927;2928;2929;7818;16144;16145;16146;16181;16182;20731;20732;20733;20734;21154;21155;22085;22086;22087;22088;22094;22095;22096;22097;22651;22652;22653;22654;26864;26865;37060;37061;37062;37063;37518;37519;37520;37521;48397;48398;48399;48400;51444;51445;51446;51447;56608;56609,4466;4467;4468;4469;4470;4471;4472;4473;4474;4475;4476;4477;4478;4479;4480;4481;4482;6078;6079;6080;6081;6082;6083;6084;6085;6086;16499;16500;33882;33883;33884;33959;33960;33961;33962;43627;43628;43629;43630;43631;43632;43633;43634;43635;43636;43637;43638;43639;43640;43641;43642;44528;44529;46445;46446;46447;46448;46449;46450;46451;46452;46459;46460;46461;46462;46463;46464;46465;46466;46467;46468;47741;47742;47743;47744;47745;47746;47747;47748;47749;56666;56667;56668;77692;77693;77694;77695;77696;77697;77698;77699;78599;78600;78601;78602;78603;78604;78605;78606;78607;78608;101131;101132;101133;101134;101135;101136;101137;101138;101139;107881;107882;107883;107884;107885;107886;107887;107888;119361;119362;119363,4467;4475;6083;16499;33882;33884;33959;43641;44529;46446;46459;47745;56667;77693;78602;101135;107882;119363,,,,,-1;-1;-1;-1;-1;-1,protein_20,quanti,quanti,quanti,quanti
PYCR2,1.08347020304658,0.101827646931706,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9;A0A087WX69;A0A087WZF0,Q96C36;A0A087WTV6;J3KR12,5;5;4;2;1;1,4;4;3;1;1;1,4;4;3;1;1;1,Pyrroline-5-carboxylate reductase 2,sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|J3KR12|J3KR12_HUMAN Uncharacterized protei,6,5,4,4,3,2,3,4,2,1,2,3,2,1,2,3,20.6,16.6,16.6,33.637,320,320;246;359;319;87;157,0.0,6.3702,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.65429,1.3412,17.828,9,1,Leave out requantified,0.58045,0.60487,0.62848,0.70151,1.4289,1.547,1.1001,1.1867,7.9277,,9.8624,17.999,2,1,2,4,0,0,0,1,Median,Median,Median,Leave out requantified,11.2,9.1,14.7,18.4,361800000,214880000,146920000,31401000,19066000,12335000,33472000,21612000,11860000,102430000,63067000,39367000,194490000,111140000,83353000,,,,21,5763;12940;16328;17023;19333,True;True;False;True;True,6163;13875;17448;18176;20624,16060;16061;36960;46264;46265;46266;46267;46268;46269;46270;48173;48174;48175;48176;54914;54915,33721;33722;77507;96768;96769;96770;96771;96772;96773;96774;96775;96776;96777;96778;96779;96780;96781;96782;96783;96784;100659;100660;100661;100662;100663;100664;100665;100666;100667;100668;100669;100670;100671;100672;100673;100674;100675;115654;115655,33721;77507;96769;100659;115654,,,,,-1;-1;-1;-1;-1;-1,protein_22,quanti,quanti,quanti,quanti
HNRNPDL,0.281850631830491,0.371154136471787,A0A087WU03,A0A087WU03,2,2,2,,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,40.4,40.4,40.4,6.7215,57,57,0.0,4.5608,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42218,0.89929,14.48,7,0,Leave out requantified,0.33858,0.32527,0.49447,0.49814,1.0106,0.70866,0.84116,0.85357,,46.15,7.4086,7.1019,1,2,2,2,0,0,0,0,Median,Median,Median,Median,40.4,40.4,31.6,31.6,248100000,169510000,78595000,27175000,19945000,7229600,44137000,31308000,12829000,91737000,58999000,32738000,85055000,59257000,25798000,,,,24,12788;12789,True;True,13711;13712,36548;36549;36550;36551;36552;36553;36554,76615;76616;76617;76618;76619;76620;76621;76622;76623;76624;76625;76626;76627,76616;76624,,,,,-1,protein_25,quanti,quanti,quanti,quanti
MINOS1;MINOS1-NBL1,-19.9816271597586,4.95246378519926e-07,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,MICOS complex subunit MIC10,sp|Q5TGZ0|MIC10_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A087WU07|A0A087WU07_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN MICOS complex subunit MIC1,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,59.0,59.0,59.0,8.8081,78,78;62;39;70;71,0.0004878,2.5108,By MS/MS,By MS/MS,,,0.43947,1.1147,6.7279,2,1,Median,0.4253,0.45411,,,1.0629,1.169,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,59.0,14.1,0.0,0.0,51101000,35019000,16082000,16839000,12962000,3876800,34262000,22057000,12205000,0,0,0,0,0,0,,,,25,13440;15721,True;True,14417;16808,38365;44513;44514,80329;92989;92990,80329;92990,,,,,-1;-1;-1;-1;-1,protein_26,imputed MEC,imputed MEC,quanti,quanti
MRPL45,-0.258688443696997,0.575080394781754,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,3;3;3;3,3;3;3;3,3;3;3;3,"39S ribosomal protein L45, mitochondrial","sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A087WU62|A0A087WU62_HUMAN 39S",4,3,3,3,1,2,1,2,1,2,1,2,1,2,1,2,15.0,15.0,15.0,35.351,306,306;256;256;306,0.0,3.6143,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45161,0.72733,44.27,6,0,Leave out requantified,0.15657,0.426,0.4413,0.40855,0.45017,1.07,0.79768,0.68779,,50.732,,7.9049,1,2,1,2,0,0,0,0,Median,Median,Median,Median,4.6,11.1,4.6,8.5,230310000,159550000,70766000,25014000,20747000,4267700,67262000,42186000,25076000,65822000,44138000,21684000,72215000,52477000,19738000,,,,29,4796;8932;11494,True;True;True,5118;9596;12337,13336;25435;25436;25437;25438;33007,27716;27717;53522;53523;53524;53525;53526;53527;53528;53529;53530;53531;69468,27716;53522;69468,,,,,-1;-1;-1;-1,protein_30,quanti,quanti,quanti,quanti
POLA1,0.241592344743104,0.412333552446098,P09884;A0A087WU64;A6NMQ1,P09884;A0A087WU64;A6NMQ1,2;2;2,2;2;2,2;2;2,DNA polymerase alpha catalytic subunit;DNA polymerase,sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2;tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1;tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,3,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1.2,1.2,1.2,165.91,1462,1462;1461;1468,0.01764,1.1313,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48146,1.0379,12.112,5,0,Leave out requantified,0.24376,0.25143,0.51541,0.58558,0.92422,0.7697,0.98204,1.0727,,,,7.445,1,1,1,2,0,0,0,0,Median,Median,Median,Median,0.5,0.5,0.5,1.2,2284100000,1587200000,696830000,236640000,192930000,43704000,371590000,295460000,76132000,840890000,555040000,285850000,834930000,543790000,291140000,,,,30,3285;14420,True;True,3524;15436,9453;41009;41010;41011;41012,19954;85793;85794;85795;85796;85797;85798;85799;85800;85801,19954;85795,,,,,-1;-1;-1,protein_31,quanti,quanti,quanti,quanti
CTNNBL1,-1.0900110641855,0.0061474642310931,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,5;5;1,5;5;1,5;5;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,5,5,5,2,3,3,3,2,3,3,3,2,3,3,3,11.7,11.7,11.7,65.173,563,563;568;166,0.0,7.0827,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.66851,1.3142,17.967,10,3,Leave out requantified,0.45748,0.57255,0.79722,0.79484,1.2541,1.2588,1.3408,1.3464,40.276,40.064,3.5584,15.663,2,2,3,3,0,1,1,1,Median,Median,Plateau,Plateau,6.0,8.0,5.2,5.2,236260000,141740000,94516000,48875000,30647000,18228000,66051000,43718000,22333000,70030000,37537000,32492000,51299000,29836000,21463000,,,,31,5272;11315;12769;17616;21199,True;True;True;True;True,5609;12149;13692;18805;22619,14594;14595;32570;32571;36507;36508;36509;49946;49947;49948;49949;60159,30386;30387;30388;30389;68680;76543;76544;76545;76546;76547;76548;104673;104674;104675;104676;104677;104678;126637,30387;68680;76545;104675;126637,,,,,-1;-1;-1,protein_32,quanti,quanti,quanti,quanti
HNRNPDL,0.354606176313812,0.12154499212645,O14979;A0A087WUK2,O14979;A0A087WUK2,12;12,10;10,10;10,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,12,10,10,5,5,12,8,3,3,10,6,3,3,10,6,29.8,27.4,27.4,46.437,420,420;363,0.0,37.783,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37109,0.74282,16.773,27,8,Leave out requantified,0.26747,0.35794,0.4205,0.3847,0.99733,0.99823,0.74089,0.73549,24.301,31.894,12.188,17.133,4,4,11,8,1,3,3,1,Median,Median,Leave out requantified,Leave out requantified,12.1,12.1,29.8,24.0,5036200000,3559400000,1476700000,613900000,479620000,134290000,719970000,522960000,197010000,2266200000,1563100000,703120000,1436100000,993750000,442300000,,,,35,2654;3115;4601;5653;5695;12866;12867;14104;15120;16728;18979;19445,True;True;True;True;False;True;True;True;True;False;True;True,2852;3340;4915;6031;6080;6081;13794;13795;15105;16179;17865;20233;20749,7779;7780;8967;8968;8969;8970;8971;12801;12802;12803;12804;15677;15678;15808;15809;15810;15811;15812;15813;15814;15815;15816;15817;36764;36765;40159;42831;42832;42833;42834;42835;42836;42837;42838;47332;47333;47334;47335;53753;53754;53755;55261,16438;16439;18916;18917;18918;18919;18920;18921;26671;26672;26673;26674;26675;26676;26677;26678;26679;26680;26681;26682;32843;32844;32845;32846;32847;32848;32849;33107;33108;33109;33110;33111;33112;33113;33114;33115;33116;33117;33118;33119;33120;33121;33122;33123;33124;33125;33126;33127;33128;33129;33130;33131;33132;33133;33134;33135;77070;77071;77072;84141;84142;84143;89511;89512;89513;89514;89515;89516;89517;89518;89519;89520;89521;89522;89523;89524;89525;98922;98923;98924;98925;98926;98927;98928;98929;113078;113079;116341;116342;116343,16439;18917;26672;32848;33113;77070;77072;84143;89516;98923;113079;116342,,,,,-1;-1,protein_36,quanti,quanti,quanti,quanti
SLIRP,0.856180356628947,0.0231454970581184,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,8;8;8;8;8;7;3;3;1,8;8;8;8;8;7;3;3;1,8;8;8;8;8;7;3;3;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,8,8,8,4,3,6,7,4,3,6,7,4,3,6,7,67.9,67.9,67.9,12.349,109,109;92;96;98;124;76;56;72;40,0.0,25.124,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.68518,1.3439,15.665,22,3,Leave out requantified,0.49915,0.66547,0.71014,0.7416,1.3419,1.977,1.3068,1.3523,25.744,25.125,13.514,4.601,4,3,7,8,0,1,0,2,Leave out requantified,Median,Leave out requantified,Leave out requantified,34.9,33.9,67.0,67.0,1982600000,1154000000,828590000,198090000,131270000,66827000,203540000,123680000,79855000,817160000,472810000,344350000,763800000,426240000,337550000,,,,36,2552;3710;6197;13514;15067;15180;15181;16073,True;True;True;True;True;True;True;True,2744;3966;6646;14493;16122;16243;16244;17181,7503;7504;7505;7506;10500;10501;17499;17500;38537;38538;38539;38540;38541;38542;42667;43038;43039;43040;43041;45512;45513;45514;45515,15914;15915;15916;15917;15918;15919;22019;22020;22021;36836;36837;36838;36839;36840;36841;80677;80678;80679;80680;80681;80682;80683;80684;80685;80686;80687;80688;80689;89140;89944;89945;89946;89947;89948;89949;89950;89951;89952;89953;89954;89955;89956;89957;89958;89959;95106;95107;95108;95109;95110;95111;95112;95113;95114;95115;95116;95117;95118;95119;95120;95121;95122;95123;95124,15916;22020;36839;80679;89140;89945;89951;95110,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_37,quanti,quanti,quanti,quanti
GPX1,-0.89399248746912,0.046501426897988,P07203;A0A2R8Y6B6;A0A087WUQ6,P07203;A0A2R8Y6B6;A0A087WUQ6,5;5;5,5;5;5,5;5;5,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens ,3,5,5,5,2,1,2,1,2,1,2,1,2,1,2,1,27.1,27.1,27.1,22.088,203,203;157;202,0.0039216,1.6989,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.91344,1.4264,141.24,5,1,Leave out requantified,6.0326,,0.87522,0.7828,20.649,,1.3758,1.3262,37.214,,5.1097,,2,0,2,1,1,0,0,0,Median,Median,Median,Median,9.9,8.9,13.8,5.9,285520000,77583000,207930000,187400000,16408000,170990000,20086000,20086000,0,53501000,28329000,25173000,24528000,12761000,11767000,,,,37,2529;3491;4933;4934;10897,True;True;True;True;True,2720;3740;5259;5260;11702,7453;9974;13682;13683;13684;31299,15827;20980;28446;28447;28448;66058,15827;20980;28447;28448;66058,,,,,-1;-1;-1,protein_38,quanti,quanti,quanti,quanti
EIF5B,-1.07827855284622,0.0874780114106757,O60841;A0A087WUT6,O60841;A0A087WUT6,10;10,10;10,10;10,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,10,10,10,5,5,3,5,5,5,3,5,5,5,3,5,14.6,14.6,14.6,138.83,1220,1220;1220,0.0,14.416,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47698,0.88315,17.803,20,6,Leave out requantified,0.32523,0.31699,0.55146,0.5448,1.0537,0.86726,0.89506,0.90497,15.504,16.107,10.767,17.184,6,5,4,5,3,2,0,1,Median,Leave out requantified,Leave out requantified,Leave out requantified,7.8,7.5,3.8,7.9,912240000,617630000,294620000,213910000,158230000,55678000,230380000,158660000,71719000,187380000,114580000,72793000,280580000,186150000,94427000,,,,38,987;6229;7020;7314;7724;8434;9668;9913;10935;11303,True;True;True;True;True;True;True;True;True;True,1049;6678;7530;7862;8295;9072;10387;10652;11746;12133,2810;17583;19820;19821;20804;20805;20806;21897;21898;21899;24080;27641;28402;31432;31433;31434;32522;32523;32524;32525,5793;36997;41446;41447;41448;43798;43799;46004;46005;46006;46007;50765;58207;58208;58209;58210;59775;66278;66279;66280;68553;68554;68555;68556;68557;68558;68559;68560,5793;36997;41448;43799;46007;50765;58208;59775;66280;68554,,,,,-1;-1,protein_39,quanti,quanti,quanti,quanti
SPTBN1,0.281645246759783,0.381513980076125,Q01082;A0A087WUZ3;F8W6C1;O15020;A4QPE4,Q01082;A0A087WUZ3,28;28;8;1;1,28;28;8;1;1,27;27;7;0;0,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",5,28,28,27,12,17,14,14,12,17,14,14,12,17,14,13,16.6,16.6,16.2,274.61,2364,2364;2366;690;2390;934,0.0,48.443,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.53121,1.0501,31.298,59,17,Leave out requantified,0.40976,0.55333,0.59562,0.52843,1.0158,1.2498,1.0048,0.9217,33.03,20.163,31.806,45.142,12,17,16,14,5,3,5,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,7.0,11.0,8.2,7.8,2376200000,1477800000,898460000,224630000,158080000,66554000,464690000,289170000,175520000,988730000,613410000,375320000,698180000,417110000,281070000,,,,39,1802;2696;2711;3012;4425;4950;7245;8263;8761;9869;9870;10847;11666;11931;12221;12222;12955;13123;14832;15489;16046;17243;17258;17740;18087;18567;18683;19894,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1938;2900;2915;3232;4728;5276;7787;8885;9411;10606;10607;11649;12517;12793;13104;13105;13891;14067;15871;16567;17150;18404;18420;18934;19294;19801;19924;21235,5340;5341;5342;7899;7926;7927;7928;7929;8694;12314;12315;13716;13717;20584;23584;23585;24950;24951;28252;28253;28254;28255;28256;31122;31123;31124;33442;33443;34170;34982;34983;34984;34985;34986;34987;36995;37441;37442;42098;42099;43874;43875;45434;48796;48797;48845;48846;48847;48848;50267;51188;51189;51190;52626;52627;52952;52953;52954;56542;56543,11327;11328;11329;11330;16726;16772;16773;16774;16775;16776;16777;16778;16779;16780;16781;18395;25659;25660;28507;28508;28509;28510;28511;28512;43299;49738;49739;49740;52533;52534;59466;59467;59468;59469;65565;65566;65567;65568;70321;70322;70323;70324;70325;70326;71709;73413;73414;73415;73416;73417;73418;73419;73420;73421;73422;73423;73424;77561;78442;78443;78444;88084;88085;88086;91608;91609;91610;91611;91612;94927;101946;101947;101948;101949;101950;102048;102049;102050;102051;102052;102053;105392;107373;107374;107375;110665;110666;110667;111375;111376;111377;111378;111379;119242;119243,11328;16726;16773;18395;25660;28511;43299;49738;52534;59467;59469;65568;70322;71709;73413;73424;77561;78443;88086;91612;94927;101948;102049;105392;107374;110666;111378;119242,,,,,-1;-1;-1;-1;-1,protein_40,quanti,quanti,quanti,quanti
MTHFD1L,1.78598750647508,0.000568297718031949,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM0;Q4VXM1,Q6UB35;A0A087WVM4;B7ZM99,5;5;5;2;1,4;4;4;2;1,4;4;4;2;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",5,5,4,4,2,2,4,4,1,1,4,4,1,1,4,4,6.1,5.1,5.1,105.79,978,978;913;979;92;57,0.0,8.1199,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.81039,1.3857,13.999,10,2,Leave out requantified,0.4209,0.50587,0.84089,0.8551,0.9629,1.0125,1.4698,1.4036,,,2.8241,16.178,1,1,4,4,1,0,1,0,Median,Median,Leave out requantified,Leave out requantified,2.2,2.0,5.1,5.1,279300000,149420000,129890000,12170000,8631800,3537900,15610000,10571000,5039600,154140000,76440000,77695000,97390000,53774000,43616000,,,,44,2774;7609;10167;17597;19425,True;True;True;True;False,2983;8177;10938;18778;20728,8111;8112;21614;21615;29281;29282;29283;49854;49855;49856;55212;55213;55214;55215,17225;17226;17227;17228;45489;45490;61674;61675;61676;61677;104419;104420;104421;116243;116244;116245;116246;116247;116248;116249,17227;45489;61674;104420;116247,,,,,-1;-1;-1;-1;-1,protein_45,quanti,quanti,quanti,quanti
