KATNB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
CTTN,-0.1501608825,0.204928793919553,0,Q14247;H0YEV2;H0YCD9,Q14247,12;2;2,12;2;2,12;2;2,Src substrate cortactin,CTTN,sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,12,12,29.5,550
TRIM25,-0.3350275633,0.0237602641030709,0,Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,10;8,10;8,10;8,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,10,10,17,630
FLNC,1.0809197631,0.00184577144568799,1,Q14315,Q14315,98,98,90,Filamin-C,FLNC,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,98,90,42.3,2725
GNA13,-0.8289141512,0.0280324841828129,0,Q14344,Q14344,3,3,3,Guanine nucleotide-binding protein subunit alpha-13,GNA13,sp|Q14344|GNA13_HUMAN Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens OX=9606 GN=GNA13 PE=1 SV=2,3,3,11.1,377
GALE,-0.7784562414,0.000537881957438124,0,Q14376;Q5QPP3;Q5QPP4;Q5QPP1;Q5QPP9,Q14376;Q5QPP3;Q5QPP4;Q5QPP1,19;13;12;10;5,19;13;12;10;5,19;13;12;10;5,UDP-glucose 4-epimerase,GALE,sp|Q14376|GALE_HUMAN UDP-glucose 4-epimerase OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=2;tr|Q5QPP3|Q5QPP3_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=1;tr|Q5QPP4|Q5QPP4_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sap,19,19,83,348
CAPRIN1,-0.2627504028,0.0976892042561246,0,Q14444;G3V153;E9PLA9,Q14444;G3V153;E9PLA9,7;6;5,7;6;5,7;6;5,Caprin-1,CAPRIN1,sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2;tr|G3V153|G3V153_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1;tr|E9PLA9|E9PLA9_HUMAN Caprin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1,7,7,14,709
RBM39,-0.012776095,0.919299455515759,0,Q14498;H0Y4X3;A0A0U1RQH7;G3XAC6;Q5QP23;Q5QP22;Q86U06;A0A0U1RQW2,Q14498;H0Y4X3;A0A0U1RQH7;G3XAC6,8;6;5;5;3;2;1;1,8;6;5;5;3;2;1;1,8;6;5;5;3;2;1;1,RNA-binding protein 39,RBM39,sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2;tr|H0Y4X3|H0Y4X3_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=8;tr|A0A0U1RQH7|A0A0U1RQH7_HUMAN RNA-binding protein 39 (Fragment) OS=,8,8,21.5,530
MCM6,-0.295735233,0.0798247414426073,0,Q14566,Q14566,31,31,31,DNA replication licensing factor MCM6,MCM6,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,31,31,43.2,821
SMC1A,0.0134459458,0.896861041392205,0,Q14683;G8JLG1;H0Y7K8;V9GYN9,Q14683;G8JLG1,5;4;2;1,5;4;2;1,5;4;2;1,Structural maintenance of chromosomes protein 1A;Structural maintenance of chromosomes protein,SMC1A,sp|Q14683|SMC1A_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2;tr|G8JLG1|G8JLG1_HUMAN Structural maintenance of chromosomes protein OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,5,5,4.7,1233
GANAB,-0.4128561355,0.0326804767223897,0,Q14697;F5H6X6;E9PKU7;E9PNH1,Q14697;F5H6X6;E9PKU7,32;31;29;6,32;31;29;6,32;31;29;6,Neutral alpha-glucosidase AB,GANAB,sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3;tr|F5H6X6|F5H6X6_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1;tr|E9PKU7|E9PKU7_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens,32,32,45.6,944
MVP,-0.8424242528,0.00113888023516452,0,Q14764;H3BRL2;H3BQK6;H3BP76;H3BUK7;H3BNF6;H3BNF2;H3BUP3;H3BQE7;H3BPZ2,Q14764,30;7;7;6;6;6;3;3;3;2,30;7;7;6;6;6;3;3;3;2,30;7;7;6;6;6;3;3;3;2,Major vault protein,MVP,sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,30,30,48.2,893
LASP1,0.0867810752,0.455697232009234,0,Q14847;C9J9W2;K7ESD6,Q14847;C9J9W2,9;7;1,9;7;1,7;6;0,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,9,7,37.5,261
RAB39A;RAB6A;RAB6B,-0.1813076724,0.134681673871996,0,Q14964;P20340;Q9NRW1;C9JB90;C9JU14;J3KR73,Q14964;P20340;Q9NRW1;C9JB90;C9JU14;J3KR73,3;2;2;2;2;2,3;2;2;2;2;2,3;2;2;2;2;2,Ras-related protein Rab-39A;Ras-related protein Rab-6A;Ras-related protein Rab-6B,RAB39A;RAB6A;RAB6B,sp|Q14964|RB39A_HUMAN Ras-related protein Rab-39A OS=Homo sapiens OX=9606 GN=RAB39A PE=1 SV=2;sp|P20340|RAB6A_HUMAN Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3;sp|Q9NRW1|RAB6B_HUMAN Ras-related protein Rab-6B OS=Homo sapiens OX=96,3,3,6.9,217
KPNB1,0.0155863714,0.854678817009189,0,Q14974;J3KTM9;J3QR48;J3QKQ5;J3KS06;J3QRG4,Q14974;J3KTM9,31;21;9;4;1;1,31;21;9;4;1;1,31;21;9;4;1;1,Importin subunit beta-1,KPNB1,sp|Q14974|IMB1_HUMAN Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2;tr|J3KTM9|J3KTM9_HUMAN Importin subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=1,31,31,40.5,876
PSMD6,0.4647362254,0.104332399295612,0,Q15008;C9J7B7;C9J0E9,Q15008,7;3;2,7;3;2,7;3;2,26S proteasome non-ATPase regulatory subunit 6,PSMD6,sp|Q15008|PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,7,7,24.2,389
SEPT2,-0.3965114038,0.00740661263002423,0,Q15019;B5MCX3;C9J2Q4;C9J938;H7C2Y0;C9JB25;C9IZU3;C9IY94;C9JQJ4;H7C310;C9JZI2;B5MD47;F8WB65;C9JFT1;A0A1B0GXJ2;C9JT15;C9JSE7;H7C1T1,Q15019;B5MCX3;C9J2Q4,15;13;8;7;7;7;7;5;5;5;4;3;3;3;3;2;2;1,15;13;8;7;7;7;7;5;5;5;4;3;3;3;3;2;2;1,15;13;8;7;7;7;7;5;5;5;4;3;3;3;3;2;2;1,Septin-2,SEPT2,sp|Q15019|SEPT2_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|B5MCX3|B5MCX3_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|C9J2Q4|C9J2Q4_HUMAN Septin-2 (Fragment) OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1,15,15,48.5,361
NCAPD2,-0.9198570241,0.238919264888814,0,Q15021;E7EN77;F5H431;F5GZK7,Q15021;E7EN77,6;4;1;1,6;4;1;1,6;4;1;1,Condensin complex subunit 1,NCAPD2,sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3;tr|E7EN77|E7EN77_HUMAN Condensin complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=2,6,6,6.5,1401
EFTUD2,-0.0925914113,0.456244253887449,0,Q15029;K7EP67;K7EJ74,Q15029,30;10;6,28;8;4,28;8;4,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,30,28,39.6,972
KARS,0.2360309463,0.108805820421313,0,Q15046;H3BVA8;J3KRL2;H3BPV7;H3BRC9,Q15046,18;5;4;2;1,18;5;4;2;1,18;5;4;2;1,Lysine--tRNA ligase,KARS,sp|Q15046|SYK_HUMAN Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,18,18,30.8,597
EIF4H,-0.0963130415,0.403387233399278,0,Q15056,Q15056,5,5,5,Eukaryotic translation initiation factor 4H,EIF4H,sp|Q15056|IF4H_HUMAN Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,5,5,26.2,248
EEA1,-1.0290319449,0.0252333763896386,1,Q15075,Q15075,11,11,11,Early endosome antigen 1,EEA1,sp|Q15075|EEA1_HUMAN Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,11,11,9.6,1411
PDIA6,-0.3511663242,0.0154598447696355,0,Q15084,Q15084,20,20,20,Protein disulfide-isomerase A6,PDIA6,sp|Q15084|PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,20,20,54.8,440
PAFAH1B3,-0.5776840952,0.00391581145476051,0,Q15102;M0R389;M0R1K3;M0QZT2;M0QXS6;M0R323,Q15102;M0R389;M0R1K3,11;7;6;5;4;4,11;7;6;5;4;4,11;7;6;5;4;4,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,sp|Q15102|PA1B3_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1;tr|M0R389|M0R389_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B,11,11,74.9,231
PEA15,0.2166012113,0.159376183304379,0,Q15121;B1AKZ5,Q15121;B1AKZ5,4;2,4;2,4;2,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,4,4,49.2,130
PLEC,0.4902474809,0.00335390382313825,0,Q15149;H0YDN1;E9PMV1;P58107;A0A075B730;E9PKG0;E9PQ28;E9PIA2,Q15149;H0YDN1,254;196;28;9;9;8;2;2,254;196;28;9;9;8;2;2,253;195;28;9;9;8;2;2,Plectin,PLEC,sp|Q15149|PLEC_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3;tr|H0YDN1|H0YDN1_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=9,254,253,55.7,4684
PPA1,0.2490931031,0.0452421965990534,0,Q15181;Q5SQT6,Q15181,19;9,19;9,19;9,Inorganic pyrophosphatase,PPA1,sp|Q15181|IPYR_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2,19,19,75.4,289
NONO,-0.3157890072,0.0209471826354422,0,Q15233;C9JYS8;C9IZL7;H7C367;C9J4X2;C9JJ13,Q15233;C9JYS8;C9IZL7,25;14;13;10;5;2,23;14;11;8;5;2,23;14;11;8;5;2,Non-POU domain-containing octamer-binding protein,NONO,sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4;tr|C9JYS8|C9JYS8_HUMAN Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=8;tr|C9IZL7|C9IZL7_,25,23,59,471
QPRT,-0.7792152171,0.0040082862907707,0,Q15274;H3BP73,Q15274,7;1,7;1,7;1,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT,sp|Q15274|NADC_HUMAN Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens OX=9606 GN=QPRT PE=1 SV=3,7,7,24.6,297
RCN1,-0.2592506022,0.344785829540438,0,Q15293;E9PP27,Q15293,7;1,7;1,7;1,Reticulocalbin-1,RCN1,sp|Q15293|RCN1_HUMAN Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,7,7,27.5,331
PCBP1,-0.2150606433,0.0650064206887035,0,Q15365;F8VTZ0;H3BSP4;P57723;C9K0A2;F8WC71;C9IZV9;C9J7A9;C9JSA6;C9J5V4;C9JTY5;C9JZY3;C9J0A4,Q15365,20;3;2;1;1;1;1;1;1;1;1;1;1,20;3;2;1;1;1;1;1;1;1;1;1;1,16;0;0;0;0;0;0;0;0;0;0;0;0,Poly(rC)-binding protein 1,PCBP1,sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,20,16,85.1,356
TCEB2,-0.3301390887,0.0311349402306283,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,5;4;3;3,5;4;3;3,5;4;3;3,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|B8ZZU8|B8ZZU8_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|I3L0M9|I3L0M9_HUMAN El,5,5,43.2,118
SF3B3,-0.2139395765,0.101285740901835,0,Q15393;H3BMB0;J3QRB2;J3QL37;I3L4G7;J3QKV4,Q15393,35;1;1;1;1;1,35;1;1;1;1;1,35;1;1;1;1;1,Splicing factor 3B subunit 3,SF3B3,sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,35,35,31.9,1217
CNN3,0.3441543885,0.011457560837327,0,Q15417;E9PDU6,Q15417;E9PDU6,12;8,11;8,11;8,Calponin-3;Calponin,CNN3,sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1;tr|E9PDU6|E9PDU6_HUMAN Calponin (Fragment) OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,12,11,34.3,329
SAFB,0.0266383293,0.889084213731666,0,Q15424;K7ES42,Q15424,9;3,9;3,6;3,Scaffold attachment factor B1,SAFB,sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,9,6,15.6,915
SF3A2,0.5047348169,0.00476310605015751,0,Q15428;K7EMT0,Q15428,6;2,6;2,6;2,Splicing factor 3A subunit 2,SF3A2,sp|Q15428|SF3A2_HUMAN Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2,6,6,16.6,464
SF3A1,0.0583142893,0.583192809454233,0,Q15459;H7C1L2;F8WB66,Q15459,11;2;1,11;2;1,11;2;1,Splicing factor 3A subunit 1,SF3A1,sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,11,11,17.7,793
TRIP13,0.3459626982,0.131270740691437,0,Q15645;H0YAL2,Q15645;H0YAL2,6;3,6;3,6;3,Pachytene checkpoint protein 2 homolog,TRIP13,sp|Q15645|PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2;tr|H0YAL2|H0YAL2_HUMAN Pachytene checkpoint protein 2 homolog (Fragment) OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=1,6,6,20.4,432
MAPRE1,0.0550914635,0.629498640257964,0,Q15691,Q15691,16,16,16,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,16,16,72.4,268
ELAVL1,0.1746489511,0.162143664944083,0,Q15717;M0QZR9;M0R055,Q15717;M0QZR9,13;8;4,13;8;4,13;8;4,ELAV-like protein 1,ELAVL1,sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2;tr|M0QZR9|M0QZR9_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=1,13,13,44.8,326
MYLK,-0.5760940072,0.00340208574636221,0,Q15746,Q15746,1,1,1,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,"sp|Q15746|MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4",1,1,0.4,1914
SLC1A5,-0.3749671911,0.113750051283913,0,Q15758;M0QXM4;M0QX44,Q15758;M0QXM4,4;3;1,4;3;1,4;3;1,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2;tr|M0QXM4|M0QXM4_HUMAN Amino acid transporter OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=1,4,4,10,541
TOMM34,0.0982071423,0.504895484909328,0,Q15785,Q15785,16,16,16,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,16,16,60.8,309
UBE2V2,0.2961284647,0.0277635705541796,0,Q15819;G3V113;H0YBP9;H0YBX6,Q15819;G3V113;H0YBP9,6;5;4;2,3;2;2;1,3;2;2;1,Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4;tr|G3V113|G3V113_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=1;tr|H0YBP9|H0YBP9_HUMAN Ubiquitin-conjug,6,3,45.5,145
NEDD8;NEDD8-MDP1,0.1565201161,0.15534484748011,0,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,3;2;2;2;2,3;2;2;2;2,3;2;2;2;2,NEDD8,NEDD8;NEDD8-MDP1,sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1;tr|F8VSA6|F8VSA6_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=4 SV=1;tr|E9PS38|E9PS38_HUMAN NEDD8-MDP1 readthrough OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=4 SV=2;tr|S4R3E9|S4R3E9_HU,3,3,40.7,81
RAB11B;RAB11A,-0.2581638668,0.0360219568653006,0,Q15907;P62491;H3BMH2;H3BSC1;B4DQU5;P57735,Q15907;P62491;H3BMH2;H3BSC1,13;12;12;12;3;1,13;12;12;12;3;1,13;12;12;12;3;1,Ras-related protein Rab-11B;Ras-related protein Rab-11A,RAB11B;RAB11A,sp|Q15907|RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;sp|P62491|RB11A_HUMAN Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3;tr|H3BMH2|H3BMH2_HUMAN Ras-related protein Rab-11A (Fragment) OS=Hom,13,13,54.6,218
ZYX,0.6855898547,0.030805092668841,0,Q15942;H0Y2Y8;C9IZ41;H7C3D3;C9JJK5;H7C3R3,Q15942;H0Y2Y8,11;10;4;3;2;1,11;10;4;3;2;1,11;10;4;3;2;1,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,11,11,27.1,572
ADRM1,0.0765775528,0.436078817876202,0,Q16186;A0A087WX59;A0A087WUX6,Q16186;A0A087WX59,5;3;2,5;3;2,5;3;2,Proteasomal ubiquitin receptor ADRM1,ADRM1,sp|Q16186|ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2;tr|A0A087WX59|A0A087WX59_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=1,5,5,19.4,407
UAP1,0.8335818374,0.0257836607136969,0,Q16222,Q16222,10,10,9,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1,sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3,10,9,27.8,522
DDB1,-0.2473288295,0.0525030147627249,0,Q16531;F5GY55;F5H2L3;F5GWI0;F5GZY8;F5H198;F5GYG8;REV__Q04656,Q16531;F5GY55,29;27;5;4;4;3;2;1,29;27;5;4;4;3;2;1,29;27;5;4;4;3;2;1,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,29,29,33.6,1140
MRPL23,-0.2953050096,0.126406476273214,0,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,4;3;3;3;2,4;3;3;3;2,4;3;3;3;2,"39S ribosomal protein L23, mitochondrial",MRPL23,"sp|Q16540|RM23_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A6NJD9|A6NJD9_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A8MVT4|A8MVT4_HUMAN 39S ribosomal prote",4,4,35.9,153
CDC37,0.3325540564,0.0644412763680161,0,Q16543;K7EQA9;K7EKQ2;K7EL68;K7EIU0,Q16543;K7EQA9;K7EKQ2;K7EL68,12;9;7;6;2,12;9;7;6;2,12;9;7;6;2,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,12,12,33.1,378
DBN1,-0.4429229931,0.0113990048547245,0,Q16643;D6R9W4;D6RFI1;D6RCR4;D6R9Q9,Q16643;D6R9W4;D6RFI1,7;6;5;2;1,7;6;5;2;1,7;6;5;2;1,Drebrin,DBN1,sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4;tr|D6R9W4|D6R9W4_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1;tr|D6RFI1|D6RFI1_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1,7,7,13.9,649
FSCN1,0.0884355806,0.432469408980951,0,Q16658;C9JPH9;C9JFC0;A0A0A0MSB2,Q16658,28;4;4;4,28;4;4;4,28;4;4;4,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,28,28,62.3,493
DECR1,-0.7725315261,0.00744364576736426,0,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2;H0YAW3,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2,4;3;3;2;2;1,4;3;3;2;2;1,4;3;3;2;2;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",4,4,15.5,335
NDUFA5,-0.0708114785,0.526447469850601,0,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5;A0A087WXR5,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5,4;3;3;3;2;1,4;3;3;3;2;1,4;3;3;3;2;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1;t,4,4,42.2,116
TST,-1.2266758835,0.000140113346085892,1,Q16762;B1AH48,Q16762,3;1,3;1,3;1,Thiosulfate sulfurtransferase,TST,sp|Q16762|THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4,3,3,18.5,297
