Gene_names,DCAF11_vs_BirA_logFC,DCAF11_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alon_N1,Peptides_BirA_alon_N2,Peptides_DCAF11_N1,Peptides_DCAF11_N2,Razor___unique_peptides_BirA_alon_N1,Razor___unique_peptides_BirA_alon_N2,Razor___unique_peptides_DCAF11_N1,Razor___unique_peptides_DCAF11_N2,Unique_peptides_BirA_alon_N1,Unique_peptides_BirA_alon_N2,Unique_peptides_DCAF11_N1,Unique_peptides_DCAF11_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alon_N1,Identification_type_BirA_alon_N2,Identification_type_DCAF11_N1,Identification_type_DCAF11_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alon_N1,Ratio_H_L_BirA_alon_N2,Ratio_H_L_DCAF11_N1,Ratio_H_L_DCAF11_N2,Ratio_H_L_normalized_BirA_alon_N1,Ratio_H_L_normalized_BirA_alon_N2,Ratio_H_L_normalized_DCAF11_N1,Ratio_H_L_normalized_DCAF11_N2,Ratio_H_L_variability_____BirA_alon_N1,Ratio_H_L_variability_____BirA_alon_N2,Ratio_H_L_variability_____DCAF11_N1,Ratio_H_L_variability_____DCAF11_N2,Ratio_H_L_count_BirA_alon_N1,Ratio_H_L_count_BirA_alon_N2,Ratio_H_L_count_DCAF11_N1,Ratio_H_L_count_DCAF11_N2,Ratio_H_L_iso_count_BirA_alon_N1,Ratio_H_L_iso_count_BirA_alon_N2,Ratio_H_L_iso_count_DCAF11_N1,Ratio_H_L_iso_count_DCAF11_N2,Ratio_H_L_type_BirA_alon_N1,Ratio_H_L_type_BirA_alon_N2,Ratio_H_L_type_DCAF11_N1,Ratio_H_L_type_DCAF11_N2,Sequence_coverage_BirA_alon_N1____,Sequence_coverage_BirA_alon_N2____,Sequence_coverage_DCAF11_N1____,Sequence_coverage_DCAF11_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alon_N1,Intensity_L_BirA_alon_N1,Intensity_H_BirA_alon_N1,Intensity_BirA_alon_N2,Intensity_L_BirA_alon_N2,Intensity_H_BirA_alon_N2,Intensity_DCAF11_N1,Intensity_L_DCAF11_N1,Intensity_H_DCAF11_N1,Intensity_DCAF11_N2,Intensity_L_DCAF11_N2,Intensity_H_DCAF11_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF11_N1,metacell_Intensity_L_DCAF11_N2,metacell_Intensity_L_BirA_alon_N1,metacell_Intensity_L_BirA_alon_N2
MINOS1;MINOS1-NBL1,-19.5136668124349,1.31840425966234e-07,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,MICOS complex subunit MIC10,sp|Q5TGZ0|MIC10_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A087WU07|A0A087WU07_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN MICOS complex subunit MIC1,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,59.0,59.0,59.0,8.8081,78,78;62;39;70;71,0.0,1.889,By MS/MS,By MS/MS,,,0.43947,1.1147,6.7279,2,1,Median,0.4253,0.45411,,,1.0629,1.169,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,59.0,14.1,0.0,0.0,51101000,35019000,16082000,16839000,12962000,3876800,34262000,22057000,12205000,0,0,0,0,0,0,,,,19,10443;12093,True;True,12150;14026,32356;37183;37184,60700;69789;69790,60700;69790,,,,,-1;-1;-1;-1;-1,protein_20,imputed MEC,imputed MEC,quanti,quanti
CTNNBL1,-1.23265840433263,0.0113476686822399,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,6;6;1,6;6;1,6;6;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,6,6,6,2,3,2,3,2,3,2,3,2,3,2,3,16.9,16.9,16.9,65.173,563,563;568;166,0.0,2.0227,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.62578,1.3701,32.132,9,2,Leave out requantified,0.45748,0.57255,0.83896,0.70035,1.2541,1.2588,1.4412,1.1356,40.276,40.064,35.089,11.865,2,2,2,3,0,1,0,1,Median,Median,Median,Median,6.0,8.0,6.6,5.2,160040000,99347000,60698000,48875000,30647000,18228000,66051000,43718000,22333000,14316000,7377300,6938800,30802000,17604000,13198000,,,,23,4020;7855;8765;9874;13589;16362,True;True;True;True;True;True,4571;9203;10249;11503;15725;18947,12152;24564;27442;27443;30705;41840;41841;41842;41843;50448,22884;46399;51800;57713;78812;78813;78814;78815;78816;95604,22884;46399;51800;57713;78813;95604,2;3,,457;458,,-1;-1;-1,protein_24,quanti,quanti,quanti,quanti
HNRNPDL,0.778405908167699,0.13819815161523,O14979;A0A087WUK2,O14979;A0A087WUK2,8;8,6;6,6;6,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,8,6,6,5,4,8,7,3,2,6,5,3,2,6,5,16.9,14.5,14.5,46.437,420,420;363,0.0,20.498,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37513,0.75908,15.195,21,3,Leave out requantified,0.26747,0.377,0.3928,0.40702,0.99733,0.99823,0.74383,0.78584,24.301,7.364,14.21,16.34,4,2,7,8,1,1,0,1,Median,Median,Leave out requantified,Leave out requantified,12.1,8.3,16.9,15.2,2590500000,1884500000,706020000,613900000,479620000,134290000,468940000,350810000,118130000,600390000,414010000,186390000,907260000,640030000,267220000,,,,25,2499;3507;4295;4330;9961;10923;11642;12876,True;True;True;False;True;True;True;False,2868;3989;4903;4904;4948;4949;11596;12687;13523;13524;14911,7890;7891;7892;7893;10643;10644;10645;10646;13003;13004;13005;13124;13125;13126;13127;13128;13129;13130;13131;13132;13133;30923;30924;33778;35854;35855;35856;35857;35858;35859;35860;39573;39574;39575;39576;39577;39578;39579,15120;15121;15122;15123;15124;15125;20113;20114;20115;20116;20117;20118;20119;20120;20121;20122;20123;20124;20125;20126;20127;20128;20129;24624;24625;24626;24627;24843;24844;24845;24846;24847;24848;24849;24850;24851;24852;24853;24854;24855;24856;24857;24858;24859;24860;24861;24862;24863;24864;24865;24866;24867;24868;24869;24870;24871;58125;58126;58127;58128;63466;67368;67369;67370;67371;67372;67373;67374;67375;67376;67377;67378;67379;67380;67381;67382;67383;67384;67385;67386;74274;74275;74276;74277;74278;74279;74280;74281;74282;74283;74284,15124;20129;24624;24866;58127;63466;67377;74278,,,,,-1;-1,protein_26,quanti,quanti,quanti,quanti
SLIRP,0.996000348116343,0.0442639418262334,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1;H0YJ07;H0YJU7,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,6;6;6;6;6;5;1;1;1,6;6;6;6;6;5;1;1;1,6;6;6;6;6;5;1;1;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,6,6,6,5,4,6,5,5,4,6,5,5,4,6,5,67.9,67.9,67.9,12.349,109,109;92;96;98;124;76;40;56;72,0.0,9.7252,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.69826,1.541,13.291,24,3,Leave out requantified,0.51525,0.66547,0.79084,0.77563,1.4835,1.977,1.5326,1.4098,22.87,18.41,21.972,9.668,5,4,7,8,0,1,0,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,47.7,46.8,67.9,67.0,1174300000,689460000,484880000,213560000,141210000,72354000,222700000,134180000,88517000,280400000,156860000,123540000,457680000,257210000,200470000,,,,26,2127;4752;10493;11600;11686;12371,True;True;True;True;True;True,2444;5481;12204;13472;13578;13579;14342,6780;6781;6782;6783;14619;14620;14621;14622;14623;32485;32486;32487;32488;32489;32490;35715;35716;36016;36017;36018;38029;38030;38031;38032,13074;13075;13076;27720;27721;27722;27723;27724;60944;60945;60946;60947;60948;60949;60950;60951;60952;60953;60954;60955;67067;67695;67696;67697;67698;67699;67700;67701;67702;67703;71382;71383;71384;71385;71386;71387;71388;71389;71390;71391;71392;71393;71394;71395;71396,13075;27724;60951;67067;67702;71390,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_27,quanti,quanti,quanti,quanti
GPX1,-19.6161991950888,6.99380358354449e-08,P07203;A0A2R8Y6B6;A0A087WUQ6,P07203;A0A2R8Y6B6;A0A087WUQ6,3;3;3,3;3;3,3;3;3,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens ,3,3,3,3,2,1,0,0,2,1,0,0,2,1,0,0,18.7,18.7,18.7,22.088,203,203;157;202,0.019022,0.61243,By MS/MS,By MS/MS,,,6.0326,20.649,37.214,2,1,Median,6.0326,,,,20.649,,,,37.214,,,,2,0,0,0,1,0,0,0,Median,Median,Median,Median,9.9,8.9,0.0,0.0,207490000,36494000,170990000,187400000,16408000,170990000,20086000,20086000,0,0,0,0,0,0,0,,,,27,2732;3760;8412,True;True;True,3133;4279;9834,8530;11394;26308,16312;21513;21514;49772,16312;21514;49772,,,,,-1;-1;-1,protein_28,imputed MEC,imputed MEC,quanti,quanti
EIF5B,-0.952882324028366,0.033197308785845,O60841;A0A087WUT6,O60841;A0A087WUT6,6;6,6;6,6;6,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,6,6,6,4,5,3,3,4,5,3,3,4,5,3,3,9.1,9.1,9.1,138.83,1220,1220;1220,0.0,7.4887,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41893,1.0108,11.113,16,5,Leave out requantified,0.31215,0.31699,0.61141,0.55367,1.0431,0.86726,1.0985,1.0275,17.143,16.107,6.4383,25.153,5,5,3,3,2,2,0,1,Median,Leave out requantified,Leave out requantified,Median,6.6,7.5,5.7,4.7,643240000,431560000,211680000,192110000,141760000,50347000,230380000,158660000,71719000,58161000,32610000,25551000,162590000,98531000,64060000,,,,28,4783;5364;5591;6487;8442;8756,True;True;True;True;True;True,5520;6224;6530;7565;9875;10236,14712;16551;16552;17408;17409;17410;17411;20190;26423;26424;26425;26426;27397;27398;27399;27400,27862;31210;31211;31212;33005;33006;38290;49936;51690;51691;51692;51693;51694;51695;51696,27862;31212;33006;38290;49936;51693,,,,,-1;-1,protein_29,quanti,quanti,quanti,quanti
SPTBN1,-0.109405940831181,0.843287286402494,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,23;23;9,23;23;9,23;23;9,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,23,23,23,11,17,8,14,11,17,8,14,11,17,8,14,15.0,15.0,15.0,274.61,2364,2364;2366;690,0.0,29.048,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.55552,1.2362,24.03,52,11,Leave out requantified,0.40976,0.55552,0.55076,0.58853,1.1534,1.2498,0.94085,1.1001,33.29,20.105,13.447,23.3,11,17,9,15,4,3,1,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,6.4,10.7,4.1,8.7,1289800000,808780000,480990000,214210000,148190000,66019000,456780000,283410000,173370000,99770000,61121000,38649000,519010000,316060000,202950000,,,,29,1514;2244;3380;3776;5538;6353;6745;7615;8367;9448;9449;9681;10043;10180;11490;11907;12717;13299;13309;13674;14331;14425;15357,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1735;2581;3852;4296;6463;7411;7854;8918;9780;11006;11007;11284;11685;11846;13338;13823;14735;15381;15394;15827;16574;16686;17791,4856;4857;7128;7129;7130;7131;10270;11431;11432;17233;19766;20968;20969;20970;23712;26153;29378;29379;29380;29381;29382;29383;29384;29385;30118;31138;31139;31140;31141;31142;31143;31552;31553;35398;36643;36644;39117;39118;40842;40843;40878;40879;40880;40881;42094;44079;44080;44370;44371;44372;47443;47444,9330;9331;13712;13713;13714;13715;19395;21568;21569;21570;21571;21572;21573;32672;37525;37526;39716;39717;39718;44813;49361;55168;55169;55170;55171;55172;55173;55174;55175;55176;55177;56610;56611;58514;58515;58516;59212;59213;59214;66513;68795;68796;68797;68798;68799;73457;73458;76627;76628;76629;76630;76708;76709;76710;76711;76712;76713;76714;76715;79345;83286;83287;83288;83874;83875;83876;83877;90054;90055,9330;13712;19395;21572;32672;37525;39716;44813;49361;55169;55177;56610;58515;59213;66513;68799;73458;76629;76713;79345;83287;83875;90054,,,,,-1;-1;-1,protein_30,quanti,quanti,quanti,quanti
POLR2E,-0.593283014441099,0.152079119071694,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",7,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,12.4,12.4,12.4,24.551,210,210;184;204;51;68;83;134,0.0,3.0862,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.87783,1.8626,16.135,5,0,Leave out requantified,0.57692,0.86112,1.0848,1.159,1.817,2.1456,1.999,2.1803,,36.141,,,1,2,1,1,0,0,0,0,Median,Median,Median,Median,6.7,12.4,6.7,6.7,162360000,85918000,76442000,32334000,20294000,12040000,72599000,36642000,35958000,17706000,8565600,9140300,39720000,20417000,19303000,,,,37,1105;9828,True;True,1251;11455,3440;3441;3442;3443;30574,6531;6532;6533;6534;6535;6536;6537;57478,6536;57478,,,,,-1;-1;-1;-1;-1;-1;-1,protein_38,quanti,quanti,quanti,quanti
HYOU1,-0.165174406959601,0.702722771572606,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039;J3KTF1;A0A087WW13;Q9BST8;J3QQH7;J3QLE9;J3QL06,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039,11;11;11;11;11;11;3;1;1;1;1;1,11;11;11;11;11;11;3;1;1;1;1;1,11;11;11;11;11;11;3;1;1;1;1;1,Hypoxia up-regulated protein 1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|E9PJ21|E9PJ21_HUMAN Hypoxia up-regulated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087WWI4|A0A087WWI4_HUMAN Hypoxia up-regulated ,12,11,11,11,4,6,5,6,4,6,5,6,4,6,5,6,14.5,14.5,14.5,111.33,999,999;656;677;678;937;1000;224;102;147;149;154;211,0.0,11.13,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48989,1.0129,20.028,22,7,Leave out requantified,0.37336,0.40294,0.54442,0.54981,1.5051,0.88625,1.034,0.97937,30.04,28.408,30.533,10.468,4,7,5,6,2,3,1,1,Linear,Leave out requantified,Leave out requantified,Leave out requantified,4.5,7.6,7.7,7.1,462800000,304530000,158270000,93042000,67814000,25228000,176830000,117870000,58959000,75009000,48111000,26897000,117920000,70734000,47185000,,,,41,2250;3464;5190;7654;9778;13646;13714;14182;15142;15364;16571,True;True;True;True;True;True;True;True;True;True;True,2587;3944;6002;8959;11392;15793;15872;16401;17539;17798;19188,7141;7142;10509;15953;23831;23832;23833;23834;30383;42013;42216;42217;42218;43588;46766;46767;46768;46769;46770;46771;46772;47465;47466;51097,13732;13733;19860;19861;30066;45046;45047;45048;45049;45050;57112;79224;79613;79614;79615;82248;88674;88675;88676;88677;88678;88679;88680;88681;88682;88683;90080;90081;96951;96952;96953,13733;19860;30066;45050;57112;79224;79614;82248;88682;90081;96952,5,,198,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_42,quanti,quanti,quanti,quanti
TPM3,-0.417001317925592,0.390576256814075,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61,A0A087WWU8;D6R904,22;13;7;6,22;13;7;6,9;9;3;6,,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,4,22,22,9,15,19,16,16,15,19,16,16,8,9,7,7,67.4,67.4,20.7,26.42,227,227;95;87;49,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43163,1.0167,23.988,98,19,Leave out requantified,0.30416,0.35677,0.51568,0.50923,1.0545,1.0568,1.0045,0.99507,16.58,24.912,20.686,21.321,22,27,24,25,8,5,3,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,58.6,60.8,59.0,59.0,17236000000,11983000000,5253400000,3756200000,2828200000,928050000,7113700000,4994300000,2119300000,2757800000,1787100000,970770000,3608700000,2373400000,1235300000,,,,42,612;613;614;1107;1532;2176;3070;3110;3111;5427;6543;6560;6561;7237;7349;7350;7783;7784;8853;9917;11687;13576,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,675;676;677;678;679;1256;1755;2503;3502;3547;3548;6307;6308;7628;7629;7646;7647;8441;8442;8582;8583;9114;9115;10341;11549;13580;15708,1804;1805;1806;1807;1808;1809;1810;1811;1812;1813;1814;1815;1816;1817;1818;3455;3456;3457;3458;3459;3460;3461;3462;4918;4919;4920;4921;4922;4923;4924;4925;6929;9457;9458;9544;9545;9546;9547;9548;9549;9550;9551;16798;16799;16800;16801;16802;16803;16804;16805;16806;16807;20348;20349;20350;20351;20352;20353;20354;20398;20399;20400;20401;20402;22431;22432;22433;22434;22435;22436;22437;22824;22825;22826;24263;24264;24265;24266;24267;24268;24269;24270;24271;24272;24273;27660;27661;30810;36019;36020;36021;36022;41790;41791;41792;41793;41794;41795,3367;3368;3369;3370;3371;3372;3373;3374;3375;3376;3377;3378;3379;3380;3381;3382;3383;3384;3385;3386;3387;3388;3389;3390;3391;3392;3393;3394;3395;3396;3397;3398;3399;3400;3401;3402;3403;3404;3405;3406;3407;3408;3409;6555;6556;6557;6558;6559;6560;6561;6562;6563;6564;6565;6566;6567;6568;6569;6570;6571;6572;6573;6574;6575;9435;9436;9437;9438;9439;9440;9441;9442;9443;9444;13300;17934;17935;17936;17937;18047;18048;18049;18050;18051;18052;18053;18054;18055;18056;18057;18058;18059;18060;18061;18062;31752;31753;31754;31755;31756;31757;31758;31759;31760;31761;31762;31763;31764;31765;31766;31767;38547;38548;38549;38550;38551;38552;38553;38554;38555;38556;38557;38558;38559;38560;38561;38562;38617;38618;38619;38620;38621;38622;38623;38624;38625;38626;38627;38628;38629;38630;42514;42515;42516;42517;42518;42519;42520;42521;42522;42523;42524;42525;42526;42527;42528;42529;42530;42531;42532;43183;43184;43185;43186;43187;45821;45822;45823;45824;45825;45826;45827;45828;45829;45830;45831;45832;45833;45834;45835;45836;45837;45838;45839;45840;45841;45842;45843;45844;45845;52151;57929;67704;67705;67706;67707;67708;67709;67710;67711;78686;78687;78688;78689;78690;78691;78692;78693;78694;78695;78696,3371;3392;3407;6570;9436;13300;17937;18048;18057;31763;38556;38629;38630;42530;43183;43187;45822;45829;52151;57929;67711;78691,6;7,,11;13,,-1;-1;-1;-1,protein_43,quanti,quanti,quanti,quanti
TARDBP;TDP43,1.39779262805887,0.0099177084128221,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A0A0N0M3;K7EJM5;A0A087WXQ5;A0A087WV68;A0A1W2PNU8;K7EN94;A0A087WXV3;A0A087WX67;A0A087WW61;K7EL26;A0A087WZC9;A0A087WYE7;A0A0A0MSV7;K7EJ99;A0A087WTZ4,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A0A0N0M3;K7EJM5,7;7;5;5;5;5;4;4;3;3;3;3;2;2;2;1;1;1;1;1;1,7;7;5;5;5;5;4;4;3;3;3;3;2;2;2;1;1;1;1;1;1,7;7;5;5;5;5;4;4;3;3;3;3;2;2;2;1;1;1;1;1;1,TAR DNA-binding protein 43,sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WX29|A0A087WX29_HUMAN TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WYY0|A0A087WYY0_HUMAN TAR DNA-binding pro,21,7,7,7,4,4,6,6,4,4,6,6,4,4,6,6,22.2,22.2,22.2,44.739,414,414;243;304;301;298;295;269;201;200;212;258;275;175;149;138;65;127;89;84;80;61,0.0,18.136,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.58346,1.2797,18.073,22,4,Leave out requantified,0.41598,0.51885,0.61824,0.6161,1.2625,1.4511,1.2221,1.1174,50.664,24.091,21.549,20.565,4,4,6,8,2,0,0,2,Median,Leave out requantified,Leave out requantified,Leave out requantified,10.1,10.1,21.5,21.5,1025900000,654270000,371660000,158690000,108050000,50638000,175720000,108570000,67145000,258750000,153380000,105370000,432770000,284260000,148510000,,,,43,3517;3982;4609;9505;12253;13987;16548,True;True;True;True;True;True;True,3999;4527;5297;11066;14208;16179;16180;19163,10677;10678;10679;10680;12030;12031;12032;12033;14105;14106;14107;29526;29527;37674;37675;42985;42986;42987;42988;42989;51005;51006,20201;20202;20203;20204;20205;20206;22648;22649;22650;22651;22652;22653;22654;22655;26797;26798;26799;26800;26801;55401;55402;70660;70661;70662;70663;81035;81036;81037;81038;81039;81040;96762;96763;96764,20206;22654;26797;55401;70660;81038;96762,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_44,quanti,quanti,quanti,quanti
RPL17;RPL17-C18orf32,0.599175465768777,0.111219592181109,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81,11;11;11;11;11;10;10;10;8;8;7;4,11;11;11;11;11;10;10;10;8;8;7;4,11;11;11;11;11;10;10;10;8;8;7;4,60S ribosomal protein L17,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,12,11,11,11,7,7,10,9,7,7,10,9,7,7,10,9,50.0,50.0,50.0,21.397,184,184;169;171;174;228;129;131;138;174;190;97;56,0.0,76.909,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50112,0.99594,17.858,46,8,Leave out requantified,0.25731,0.24872,0.52581,0.52484,0.92904,0.68431,1.0017,1.003,21.591,22.963,13.32,15.399,8,9,14,15,4,1,1,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,40.2,38.6,48.4,42.4,3518900000,2452100000,1066800000,692090000,541800000,150280000,737060000,584550000,152520000,702510000,438420000,264090000,1387200000,887370000,499870000,,,,44,4703;6460;7447;10475;10476;11562;11919;15445;16373;16575;16576,True;True;True;True;True;True;True;True;True;True;True,5420;7535;8697;8698;12184;12185;13424;13839;13840;17889;18958;18959;19193;19194,14443;14444;20104;20105;23121;23122;23123;23124;23125;23126;23127;32434;32435;32436;32437;32438;32439;32440;35598;35599;35600;36689;36690;36691;36692;36693;36694;36695;47686;47687;47688;47689;50471;50472;50473;50474;50475;50476;50477;50478;50479;50480;51108;51109;51110;51111,27380;27381;27382;27383;38139;38140;38141;43710;43711;43712;43713;43714;43715;43716;43717;43718;43719;43720;43721;43722;43723;43724;43725;43726;60842;60843;60844;60845;60846;60847;60848;66845;66846;66847;66848;66849;68902;68903;68904;68905;68906;68907;68908;68909;68910;68911;90414;90415;90416;90417;90418;90419;90420;90421;90422;90423;90424;90425;95632;95633;95634;95635;95636;95637;95638;95639;95640;95641;95642;95643;95644;95645;95646;95647;95648;95649;95650;95651;95652;95653;96975;96976;96977;96978;96979;96980;96981;96982;96983;96984;96985,27383;38141;43717;60842;60845;66848;68910;90425;95651;96982;96985,8,,49,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_45,quanti,quanti,quanti,quanti
