SNRNP40_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
NDUFA5,-0.1107654272,0.377260132338041,0,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5;A0A087WXR5,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5,4;3;3;3;2;1,4;3;3;3;2;1,4;3;3;3;2;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1;t,4,4,42.2,116
HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ,-0.6190781331,0.0026908442760608,0,Q16778;P33778;P23527;P06899;Q6DRA6;Q6DN03,Q16778;P33778;P23527;P06899,16;15;15;15;5;5,5;5;5;5;5;5,1;1;1;1;1;1,Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ,sp|Q16778|H2B2E_HUMAN Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=H2BC21 PE=1 SV=3;sp|P33778|H2B1B_HUMAN Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=H2BC3 PE=1 SV=2;sp|P23527|H2B1O_HUMAN Histone H2B type 1-O OS=Homo sapiens OX=9606 GN=H2BC17 PE=1 S,16,1,77.8,126
UPP1,-0.3571367348,0.049355775152522,0,Q16831;F8WD51;C9J486;C9JIP2;B4DND0;C9K0J2,Q16831;F8WD51;C9J486;C9JIP2;B4DND0;C9K0J2,6;5;5;5;5;3,6;5;5;5;5;3,6;5;5;5;5;3,Uridine phosphorylase 1,UPP1,sp|Q16831|UPP1_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|F8WD51|F8WD51_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|C9J486|C9J486_HUMAN Uridine phosphorylase 1 (Fragment) OS=Homo sapiens OX=960,6,6,20.6,310
CDO1,0.3241601363,0.0364679329145131,0,Q16878,Q16878,2,2,2,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,2,2,21,200
HNRNPUL2;HNRNPUL2-BSCL2,-0.3857377811,0.0251100278691463,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,10;9,10;9,10;9,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,10,10,18.2,747
SMU1,-0.4716244291,0.0209654301932404,0,Q2TAY7,Q2TAY7,4,4,4,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,4,4,10.1,513
TUBB8,0.1013981301,0.384819506987657,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,11;10;10,2;2;2,2;2;2,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,11,2,23.4,444
FAM98B,0.4123354158,0.306497882924848,0,Q52LJ0,Q52LJ0,5,5,3,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,5,3,10.6,433
HSP90AB2P,-0.3501261838,0.0863035186428144,0,Q58FF8,Q58FF8,9,2,2,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,9,2,19.9,381
ZNF326,-0.0989483117,0.422620360694304,0,Q5BKZ1;A0A0A0MRN4;E2QRN4,Q5BKZ1;A0A0A0MRN4,4;3;1,4;3;1,4;3;1,DBIRD complex subunit ZNF326,ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2;tr|A0A0A0MRN4|A0A0A0MRN4_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=1,4,4,8.8,582
RRP12,0.0724612955,0.568176910273439,0,Q5JTH9,Q5JTH9,3,3,3,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,3,3,2.9,1297
SH3BGRL3,0.1773002501,0.18912900156631,0,Q9H299;Q5T123,Q9H299;Q5T123,3;3,3;3,3;3,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,3,3,38.7,93
MCM10,-0.1092121623,0.871153631407812,0,Q7L590;Q5T670,Q7L590;Q5T670,2;2,2;2,2;2,Protein MCM10 homolog,MCM10,"sp|Q7L590|MCM10_HUMAN Protein MCM10 homolog OS=Homo sapiens OX=9606 GN=MCM10 PE=1 SV=2;tr|Q5T670|Q5T670_HUMAN MCM10 minichromosome maintenance deficient 10 (S. cerevisiae), isoform CRA_b OS=Homo sapiens OX=9606 GN=MCM10 PE=1 SV=1",2,2,4.8,875
C9orf64,-0.4274313952,0.0238396672299934,0,Q5T6V5;Q5T6V6;Q5T6V7,Q5T6V5,3;1;1,3;1;1,3;1;1,UPF0553 protein C9orf64,C9orf64,sp|Q5T6V5|QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1,3,3,10.3,341
NDRG3,0.0384437884,0.819721983274602,0,Q9UGV2;Q5TH30;Q5TH29;F8WBF9,Q9UGV2;Q5TH30;Q5TH29;F8WBF9,2;2;1;1,2;2;1;1,2;2;1;1,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH29|Q5TH29_HUMAN Protein NDRG3 (Fragment) OS=Homo sapiens OX=9606 GN=",2,2,7.2,375
CROCC,0.7659493916,0.0309590823911992,0,Q5TZA2;B1AKD8,Q5TZA2;B1AKD8,2;1,2;1,2;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1;tr|B1AKD8|B1AKD8_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=2,2,2,1.2,2017
FLNA,0.0313225407,0.809126505288528,0,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6;H0Y5F3,Q60FE5;P21333;A0A087WWY3,52;51;47;9;5;1,47;46;44;6;3;1,47;46;44;6;3;1,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,52,47,26.9,2620
RLTPR,0.0606789799,0.55641879213663,0,Q6F5E8;R4GMZ7,Q6F5E8,3;1,3;1,3;1,Leucine-rich repeat-containing protein 16C,RLTPR,"sp|Q6F5E8|CARL2_HUMAN Capping protein, Arp2/3 and myosin-I linker protein 2 OS=Homo sapiens OX=9606 GN=CARMIL2 PE=1 SV=2",3,3,4.9,1435
HIST2H2AA3;HIST2H2AC,-0.4070319626,0.0114459991983079,0,Q6FI13;Q16777,Q6FI13;Q16777,15;14,3;3,3;3,Histone H2A type 2-A;Histone H2A type 2-C,HIST2H2AA3;HIST2H2AC,sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3;sp|Q16777|H2A2C_HUMAN Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,15,3,76.2,130
CIAPIN1,-0.3094769879,0.0348566764234434,0,Q6FI81;H3BV90;H3BT65;H3BQ23;H3BUG4;H3BPG7,Q6FI81;H3BV90;H3BT65,4;3;2;1;1;1,4;3;2;1;1;1,4;3;2;1;1;1,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,4,4,19.9,312
SMYD5,-2.4748169138,0.00461806067523182,1,Q6GMV2;E2QRN5;F8WEJ9;C9IYN9,Q6GMV2;E2QRN5;F8WEJ9;C9IYN9,3;2;2;2,3;2;2;2,3;2;2;2,SET and MYND domain-containing protein 5,SMYD5,sp|Q6GMV2|SMYD5_HUMAN SET and MYND domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=2;tr|E2QRN5|E2QRN5_HUMAN SET and MYND domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=1;tr|F8WEJ9|F8WEJ9_HUMAN SET and MYND domain-,3,3,11.5,418
SLC25A24,0.0072173966,0.975337197487664,0,Q6NUK1;A0A3B3IU96,Q6NUK1,4;1,4;1,4;1,Calcium-binding mitochondrial carrier protein SCaMC-1,SLC25A24,sp|Q6NUK1|SCMC1_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2,4,4,11.5,477
HIBCH,-1.099271239,0.112718810069117,0,Q6NVY1;B8ZZZ0;H7C400;H7C1A5;F8W8A6;B9A058,Q6NVY1;B8ZZZ0,4;3;1;1;1;1,4;3;1;1;1;1,4;3;1;1;1;1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH,"sp|Q6NVY1|HIBCH_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2;tr|B8ZZZ0|B8ZZZ0_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=1",4,4,11.9,386
PTRF,-0.6225703454,0.0508751473990627,0,Q6NZI2,Q6NZI2,4,4,4,Polymerase I and transcript release factor,PTRF,sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,4,4,9.2,390
EDC4,0.1272107097,0.579965545162043,0,Q6P2E9;I3L2F4,Q6P2E9,6;1,6;1,6;1,Enhancer of mRNA-decapping protein 4,EDC4,sp|Q6P2E9|EDC4_HUMAN Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1,6,6,6.7,1401
FAHD1,-0.5388714501,0.00963691499801531,0,Q6P587,Q6P587,2,2,2,"Acylpyruvase FAHD1, mitochondrial",FAHD1,"sp|Q6P587|FAHD1_HUMAN Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2",2,2,13.4,224
HIST2H3A,-0.5639132216,0.00655448817678077,0,Q71DI3,Q71DI3,11,11,1,Histone H3.2,HIST2H3A,sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3,11,1,59.6,136
SND1,0.0914389846,0.408824225277834,0,Q7KZF4;H7C597,Q7KZF4,31;7,31;7,31;7,Staphylococcal nuclease domain-containing protein 1,SND1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,31,31,51,910
TRMT10C,-0.0028750904,0.979975518500673,0,Q7L0Y3;C9JVB6,Q7L0Y3;C9JVB6,5;4,5;4,5;4,Mitochondrial ribonuclease P protein 1,TRMT10C,sp|Q7L0Y3|TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2;tr|C9JVB6|C9JVB6_HUMAN tRNA methyltransferase 10 homolog C (Fragment) OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=1,5,5,19.9,403
EIF3M,0.129233752,0.316316348202403,0,Q7L2H7;E9PRI2;E7ESM3,Q7L2H7;E9PRI2;E7ESM3,4;2;2,4;2;2,4;2;2,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PRI2|E9PRI2_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E7ESM3|E7ESM3_HU,4,4,8.8,374
CYFIP1,0.1031763466,0.572038801713856,0,Q7L576;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1;A0A0G2JR96;A0A0G2JQT1,Q7L576,4;1;1;1;1;1;1,4;1;1;1;1;1;1,2;1;1;1;1;1;1,Cytoplasmic FMR1-interacting protein 1,CYFIP1,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,4,2,3.4,1253
MYH14,0.3700286515,0.044932544154732,0,Q7Z406;M0QY43;A0A2R8Y4C3;A0A0C4DFM8;A1L2Z2;P12883;P12882;Q9UKX2;P13533;Q9Y623;P13535;P11055;Q9UKX3;A0A494C024,Q7Z406;M0QY43,9;5;2;2;2;1;1;1;1;1;1;1;1;1,4;2;1;1;1;0;0;0;0;0;0;0;0;0,4;2;1;1;1;0;0;0;0;0;0;0;0;0,Myosin-14,MYH14,sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2;tr|M0QY43|M0QY43_HUMAN Myosin-14 (Fragment) OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=8,9,4,5.6,1995
HUWE1,-0.4282503994,0.0427914014038461,0,Q7Z6Z7;H0Y659,Q7Z6Z7;H0Y659,6;4,6;4,6;4,E3 ubiquitin-protein ligase HUWE1,HUWE1,sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3;tr|H0Y659|H0Y659_HUMAN E3 ubiquitin-protein ligase HUWE1 (Fragment) OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=1,6,6,2.1,4374
ISCA2,-0.9023811088,0.00181273000903465,0,Q86U28;J3QSS7,Q86U28;J3QSS7,3;2,3;2,3;2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",ISCA2,"sp|Q86U28|ISCA2_HUMAN Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=ISCA2 PE=1 SV=2;tr|J3QSS7|J3QSS7_HUMAN Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=ISCA2 PE=1 SV=1",3,3,24.7,154
PABPN1,-0.0552907985,0.726091734478431,0,Q86U42;B4DEH8;G3V4T2;H0YJH9;A6NDY0,Q86U42;B4DEH8;G3V4T2,6;4;4;2;1,6;4;4;2;1,6;4;4;2;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|G3V4T2|G3V4T2_HUMAN Polyadenylate-binding protein 2 OS=H,6,6,28.8,306
KTN1,-0.2941302477,0.0472251296563569,0,Q86UP2;G3V4Y7;H0YJZ8;G3V5G2;B7Z6P3;H0YJP2;G3V5P0,Q86UP2;G3V4Y7,7;4;2;2;2;1;1,7;4;2;2;2;1;1,7;4;2;2;2;1;1,Kinectin,KTN1,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1;tr|G3V4Y7|G3V4Y7_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,7,7,7.2,1357
ALYREF,0.1207972299,0.275906266305361,0,Q86V81;E9PB61,Q86V81;E9PB61,8;6,8;6,8;6,THO complex subunit 4,ALYREF,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3;tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,8,8,49,257
CAND1,-0.0876694333,0.661805965484361,0,Q86VP6;A0A0C4DGH5;O75155;F5H6I6;A0A3B3ISC4;F8WBB8;H0YH27,Q86VP6;A0A0C4DGH5,5;3;1;1;1;1;1,5;3;1;1;1;1;1,5;3;1;1;1;1;1,Cullin-associated NEDD8-dissociated protein 1,CAND1,sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2;tr|A0A0C4DGH5|A0A0C4DGH5_HUMAN Cullin-associated NEDD8-dissociated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=1,5,5,5.7,1230
TSPYL5,-0.4392191504,0.0769435349218388,0,Q86VY4,Q86VY4,2,2,2,Testis-specific Y-encoded-like protein 5,TSPYL5,sp|Q86VY4|TSYL5_HUMAN Testis-specific Y-encoded-like protein 5 OS=Homo sapiens OX=9606 GN=TSPYL5 PE=1 SV=2,2,2,8.6,417
THOC6,-0.8476090934,0.024433351181357,0,Q86W42,Q86W42,2,2,2,THO complex subunit 6 homolog,THOC6,sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1,2,2,9.1,341
CXorf67,-0.1124772689,0.535395552478879,0,Q86X51,Q86X51,5,5,5,Uncharacterized protein CXorf67,CXorf67,sp|Q86X51|EZHIP_HUMAN EZH inhibitory protein OS=Homo sapiens OX=9606 GN=EZHIP PE=1 SV=1,5,5,11.3,503
CARM1,-0.0870930569,0.620870078823147,0,Q86X55;K7EK20;K7EPK1;K7EQA8;K7EQB9,Q86X55;K7EK20;K7EPK1,6;3;3;2;1,6;3;3;2;1,6;3;3;2;1,Histone-arginine methyltransferase CARM1,CARM1,sp|Q86X55|CARM1_HUMAN Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3;tr|K7EK20|K7EK20_HUMAN Histone-arginine methyltransferase CARM1 (Fragment) OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=1;tr|K7EPK1|K7EPK1_HUMAN Histone-a,6,6,17.6,608
HIST2H2AB,-0.0754432012,0.827831040359403,0,Q8IUE6,Q8IUE6,10,2,2,Histone H2A type 2-B,HIST2H2AB,sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3,10,2,70.8,130
AHNAK2,-0.7713984782,0.000869764964802301,0,Q8IVF2,Q8IVF2,7,7,7,Protein AHNAK2,AHNAK2,sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,7,7,7.8,5795
MRPL41,0.2672258305,0.221040514008612,0,Q8IXM3,Q8IXM3,3,3,3,"39S ribosomal protein L41, mitochondrial",MRPL41,"sp|Q8IXM3|RM41_HUMAN 39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",3,3,23.4,137
FTSJ3,-0.0636817961,0.622005581973535,0,Q8IY81,Q8IY81,6,6,6,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,6,6,9.1,847
KATNAL2,0.2148995153,0.345569267029459,0,Q8IYT4;K7EM02;K7EIJ8,Q8IYT4;K7EM02;K7EIJ8,2;1;1,2;1;1,2;1;1,Katanin p60 ATPase-containing subunit A-like 2,KATNAL2,sp|Q8IYT4|KATL2_HUMAN Katanin p60 ATPase-containing subunit A-like 2 OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=3;tr|K7EM02|K7EM02_HUMAN Katanin p60 ATPase-containing subunit A-like 2 (Fragment) OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=1;tr|K7EIJ8|K7EIJ8,2,2,5.6,538
CCAR2,0.2042465935,0.198384891473633,0,Q8N163;G3V119;H0YB24;E5RHJ4;H0YC69;E5RGU7;E5RFJ3;H0YC58;A0A087X2B6,Q8N163;G3V119;H0YB24,11;7;7;3;2;2;2;2;1,11;7;7;3;2;2;2;2;1,11;7;7;3;2;2;2;2;1,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2;tr|G3V119|G3V119_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=1;tr|H0YB24|H0YB24_HUMAN Cell cycle a,11,11,15.2,923
NUP93,-0.0806688705,0.482783494251369,0,Q8N1F7;H3BVG0;H3BV15;H3BPA9;H3BV11;H3BRI8;H3BM93,Q8N1F7;H3BVG0,6;4;2;2;1;1;1,6;4;2;2;1;1;1,4;2;2;1;1;1;1,Nuclear pore complex protein Nup93,NUP93,sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2;tr|H3BVG0|H3BVG0_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=1,6,4,8.4,819
ARFGAP1,0.1316476253,0.354362983545785,0,Q8N6T3;E5RHC5;E5RIU2;F8VWB3;E5RGL6;E5RHT6;F8W1U7;E5RHH7;F8VWH9,Q8N6T3;E5RHC5;E5RIU2;F8VWB3;E5RGL6;E5RHT6;F8W1U7,4;3;2;2;2;2;2;1;1,4;3;2;2;2;2;2;1;1,4;3;2;2;2;2;2;1;1,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RHC5|E5RHC5_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5R,4,4,14.3,406
COLGALT1,-1.1781109813,0.0246349549327027,1,Q8NBJ5;M0QYH0;M0QX72,Q8NBJ5,5;1;1,5;1;1,5;1;1,Procollagen galactosyltransferase 1,COLGALT1,sp|Q8NBJ5|GT251_HUMAN Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1,5,5,10.3,622
TXNDC5,-0.1187186182,0.295040611275684,0,Q8NBS9,Q8NBS9,13,13,13,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,13,13,34.5,432
MAPK1IP1L,0.0450523323,0.844844366047534,0,Q8NDC0,Q8NDC0,1,1,1,MAPK-interacting and spindle-stabilizing protein-like,MAPK1IP1L,sp|Q8NDC0|MISSL_HUMAN MAPK-interacting and spindle-stabilizing protein-like OS=Homo sapiens OX=9606 GN=MAPK1IP1L PE=1 SV=4,1,1,6.9,245
NGDN,0.1944387825,0.111289669990805,0,Q8NEJ9;G3V4G1,Q8NEJ9;G3V4G1,2;1,2;1,2;1,Neuroguidin,NGDN,sp|Q8NEJ9|NGDN_HUMAN Neuroguidin OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=1;tr|G3V4G1|G3V4G1_HUMAN Neuroguidin (Fragment) OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=8,2,2,10.2,315
NUP43,-0.0049278076,0.978637882252591,0,Q8NFH3,Q8NFH3,2,2,2,Nucleoporin Nup43,NUP43,sp|Q8NFH3|NUP43_HUMAN Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1,2,2,8.2,380
NPLOC4,-0.2579294347,0.209407689307268,0,Q8TAT6;I3L4U9;A0A0D9SFI9,Q8TAT6,9;2;1,9;2;1,9;2;1,Nuclear protein localization protein 4 homolog,NPLOC4,sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,9,9,17.8,608
LRRC20,-0.0795068835,0.701515677974843,0,Q8TCA0;X6RK58;A0A0A0MS58,Q8TCA0;X6RK58;A0A0A0MS58,6;5;3,6;5;3,6;5;3,Leucine-rich repeat-containing protein 20,LRRC20,sp|Q8TCA0|LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=1;tr|X6RK58|X6RK58_HUMAN Leucine-rich repeat-containing protein 20 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=7;tr|A0A0A0MS58|A0A0A0MS58_HUM,6,6,41.3,184
