Gene_names,SNRNP40_vs_BirA_logFC,SNRNP40_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_SNRNP40_N1,Peptides_SNRNP40_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_SNRNP40_N1,Razor___unique_peptides_SNRNP40_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_SNRNP40_N1,Unique_peptides_SNRNP40_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_SNRNP40_N1,Identification_type_SNRNP40_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_SNRNP40_N1,Ratio_H_L_SNRNP40_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_SNRNP40_N1,Ratio_H_L_normalized_SNRNP40_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____SNRNP40_N1,Ratio_H_L_variability_____SNRNP40_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_SNRNP40_N1,Ratio_H_L_count_SNRNP40_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_SNRNP40_N1,Ratio_H_L_iso_count_SNRNP40_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_SNRNP40_N1,Ratio_H_L_type_SNRNP40_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_SNRNP40_N1____,Sequence_coverage_SNRNP40_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_SNRNP40_N1,Intensity_L_SNRNP40_N1,Intensity_H_SNRNP40_N1,Intensity_SNRNP40_N2,Intensity_L_SNRNP40_N2,Intensity_H_SNRNP40_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_SNRNP40_N1,metacell_Intensity_L_SNRNP40_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
MYO1C,-22.470241166991,2.24761764677224e-08,O00159;F5H6E2;I3L501;I3L3Y6,O00159;F5H6E2,11;10;2;2,11;10;2;2,11;10;2;2,Unconventional myosin-Ic,sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4;tr|F5H6E2|F5H6E2_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,4,11,11,11,7,6,0,1,7,6,0,1,7,6,0,1,15.1,15.1,15.1,121.68,1063,1063;1039;168;170,0.0,12.456,By MS/MS,By MS/MS,,By MS/MS,0.60925,1.1932,32.047,13,3,Leave out requantified,0.28732,0.61475,,,0.84194,1.5637,,,60.424,18.142,,,7,6,0,0,3,0,0,0,Leave out requantified,Leave out requantified,Median,Median,9.2,9.4,0.0,1.8,393340000,253690000,139660000,146260000,106720000,39543000,247080000,146970000,100110000,0,0,0,0,0,0,,,,967,8188;8648;8702;9303;9315;11011;12764;14687;14998;16199;17507,True;True;True;True;True;True;True;True;True;True;True,8488;8974;9029;9653;9665;11422;13241;15205;15521;16772;18106,24502;26041;26186;28058;28059;28092;28093;32884;37910;43635;44510;48245;48246;52001,50563;53788;54034;57839;57840;57892;57893;57894;67330;77583;77584;89656;91468;99544;99545;99546;99547;99548;99549;107175,50563;53788;54034;57839;57893;67330;77583;89656;91468;99544;107175,,,,,-1;-1;-1;-1,protein_968,imputed MEC,imputed MEC,quanti,quanti
AIP,0.151033243324065,0.659111649344916,O00170;E9PMH2,O00170;E9PMH2,4;2,4;2,4;2,AH receptor-interacting protein,sp|O00170|AIP_HUMAN AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2;tr|E9PMH2|E9PMH2_HUMAN Peptidylprolyl isomerase (Fragment) OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2,2,4,4,4,3,2,2,3,3,2,2,3,3,2,2,3,19.4,19.4,19.4,37.636,330,330;232,0.0,8.9914,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47714,1.0964,32.168,10,5,Leave out requantified,0.42803,0.35654,0.47408,0.47582,1.177,0.83422,0.93887,0.90137,47.277,63.563,44.577,86.036,3,2,2,3,2,1,0,2,Median,Median,Median,Median,15.2,11.2,8.5,12.4,275440000,190040000,85398000,60106000,40912000,19194000,47088000,31733000,15355000,105150000,71448000,33697000,63098000,45946000,17151000,,,,968,3826;11331;15930;16079,True;True;True;True,3954;11758;16493;16648,11381;11382;33813;33814;47400;47401;47891;47892;47893;47894,23123;23124;69281;69282;97706;97707;97708;97709;97710;98727;98728;98729;98730;98731;98732;98733;98734;98735,23123;69282;97708;98729,,,,,-1;-1,protein_969,quanti,quanti,quanti,quanti
PSMD11,0.465529145065563,0.183882889237669,O00231;J3QRY4;J3KSW3;J3QS13,O00231,15;6;1;1,15;6;1;1,15;6;1;1,26S proteasome non-ATPase regulatory subunit 11,sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3,4,15,15,15,9,10,11,13,9,10,11,13,9,10,11,13,42.9,42.9,42.9,47.463,422,422;187;45;90,0.0,74.307,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5311,1.2417,16.747,45,12,Leave out requantified,0.3237,0.40713,0.57969,0.60921,1.0816,1.1955,1.1512,1.3645,32.008,24.285,16.446,14.376,9,10,12,14,2,3,3,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,28.7,30.3,34.4,38.2,2863700000,1831700000,1032000000,382360000,252820000,129540000,550570000,364080000,186490000,1092300000,702280000,390020000,838440000,512530000,325900000,,,,970,20;1287;1573;3298;6777;7802;10238;10319;13333;14458;15043;15857;16452;16753;17801,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,20;1333;1629;3410;7022;8087;10608;10694;13822;14968;15566;16408;17033;17342;18410,51;52;53;54;3944;3945;3946;3947;4907;4908;4909;4910;9876;20383;20384;20385;20386;23329;23330;30652;30653;30654;30655;30904;30905;30906;30907;39536;42852;42853;42854;42855;44619;47118;47119;47120;47121;48989;48990;48991;48992;48993;48994;49873;52890;52891,98;99;100;101;102;103;104;105;106;107;108;8169;8170;10293;10294;10295;10296;10297;10298;10299;10300;10301;10302;20193;42182;42183;42184;42185;42186;42187;42188;42189;42190;48248;48249;48250;48251;62902;62903;62904;62905;62906;62907;63450;63451;63452;63453;63454;63455;80967;87787;87788;87789;87790;87791;87792;87793;87794;87795;87796;91651;97083;97084;97085;97086;97087;97088;97089;97090;101179;101180;101181;101182;101183;101184;101185;101186;101187;101188;101189;101190;101191;101192;101193;101194;101195;101196;101197;101198;101199;102988;109064;109065;109066;109067;109068;109069,108;8170;10293;20193;42183;48248;62904;63451;80967;87790;91651;97089;101187;102988;109067,,,,,-1;-1;-1;-1,protein_971,quanti,quanti,quanti,quanti
PSMD12,-1.33455823961974,0.00806485722687095,O00232,O00232,5,5,5,26S proteasome non-ATPase regulatory subunit 12,sp|O00232|PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3,1,5,5,5,3,3,1,1,3,3,1,1,3,3,1,1,13.2,13.2,13.2,52.904,456,456,0.0,5.0779,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44182,0.93435,51.132,8,2,Leave out requantified,0.74534,0.34074,0.5883,0.55789,2.0821,0.77122,1.1191,1.145,57.444,29.383,,,3,3,1,1,1,1,0,0,Plateau,Median,Median,Median,8.3,6.6,2.0,2.0,188820000,123310000,65513000,55790000,36795000,18995000,61881000,41622000,20259000,41491000,25604000,15887000,29659000,19287000,10372000,,,,971,6738;8315;8533;14128;17126,True;True;True;True;True,6981;8623;8857;14631;17720,20265;20266;24958;24959;25654;25655;41891;50952,41948;41949;51524;51525;52935;85675;105102,41948;51525;52935;85675;105102,,,,,-1,protein_972,quanti,quanti,quanti,quanti
PGRMC1,-2.03144815229761,0.00280111927304899,O00264,O00264,13,13,13,Membrane-associated progesterone receptor component 1,sp|O00264|PGRC1_HUMAN Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3,1,13,13,13,10,10,5,6,10,10,5,6,10,10,5,6,39.5,39.5,39.5,21.671,195,195,0.0,47.123,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42339,1.104,20.376,33,11,Leave out requantified,0.30339,0.439,0.42751,0.42587,1.114,1.3063,0.86075,0.89724,10.485,19.623,14.753,10.823,11,11,5,6,5,2,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,26.7,39.0,20.5,21.5,2771100000,1906100000,865000000,796740000,594220000,202510000,1264700000,820710000,444010000,395480000,267070000,128410000,314160000,224080000,90078000,,,,972,2409;2410;2411;3591;4311;4312;5274;6679;6680;7315;7556;12400;12631,True;True;True;True;True;True;True;True;True;True;True;True;True,2498;2499;2500;3714;4447;4448;5454;6921;6922;7576;7832;12862;13100,7465;7466;7467;7468;7469;7470;7471;10668;10669;12782;12783;12784;12785;12786;12787;15761;15762;15763;15764;20101;20102;20103;20104;20105;20106;21910;22616;22617;22618;22619;36836;36837;37506;37507,15617;15618;15619;15620;15621;15622;15623;15624;15625;15626;15627;21764;21765;21766;21767;25998;25999;26000;26001;26002;26003;26004;26005;26006;26007;26008;26009;26010;26011;26012;26013;26014;32257;32258;32259;32260;32261;32262;32263;32264;32265;32266;32267;41642;41643;41644;41645;41646;41647;41648;41649;41650;41651;45297;45298;46794;46795;46796;46797;46798;46799;46800;46801;46802;75346;75347;76731;76732;76733;76734,15621;15626;15627;21764;26003;26013;32260;41648;41651;45298;46802;75347;76733,,,,,-1,protein_973,quanti,quanti,quanti,quanti
SUPT5H,2.43540404839135,0.00293700827141232,O00267,O00267,3,3,3,Transcription elongation factor SPT5,sp|O00267|SPT5H_HUMAN Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1,1,3,3,3,1,1,3,2,1,1,3,2,1,1,3,2,4.4,4.4,4.4,121.0,1087,1087,0.0005777,3.2617,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.64842,1.3324,28.497,8,1,Leave out requantified,0.37,0.45552,0.7353,0.60402,0.86156,0.87814,1.4936,1.2424,,,11.792,4.7106,1,1,4,2,0,0,1,0,Median,Median,Median,Median,1.4,1.4,4.4,3.0,353400000,198910000,154490000,14502000,10129000,4373000,12655000,9006800,3647900,257320000,140920000,116400000,68924000,38848000,30076000,,,,973,7536;8739;15569,True;True;True,7809;9067;16109,22555;22556;22557;26289;26290;26291;46203;46204,46674;46675;46676;54208;54209;95164;95165;95166,46675;54209;95164,,,,,-1,protein_974,quanti,quanti,quanti,quanti
DFFA,0.858090716881257,0.0254887210922782,O00273;K7ERT1,O00273;K7ERT1,4;2,4;2,4;2,DNA fragmentation factor subunit alpha,sp|O00273|DFFA_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1;tr|K7ERT1|K7ERT1_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1,2,4,4,4,2,1,2,2,2,1,2,2,2,1,2,2,17.5,17.5,17.5,36.521,331,331;159,0.0,6.7655,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.7709,1.5647,15.898,8,4,Leave out requantified,0.51536,0.51669,0.78388,0.75814,1.208,1.1665,1.5882,1.5416,21.721,8.6419,3.389,28.407,2,2,2,2,2,2,0,0,Median,Median,Median,Median,7.6,4.8,10.0,10.0,317470000,182000000,135460000,29680000,20146000,9533900,42923000,27549000,15374000,161460000,94900000,66560000,83407000,39409000,43997000,,,,974,3381;4231;9633;10591,True;True;True;True,3496;4366;9988;10972,10092;10093;12518;28934;28935;31646;31647;31648,20625;20626;20627;25386;59392;59393;59394;59395;59396;64937;64938;64939;64940,20626;25386;59396;64939,,,,,-1;-1,protein_975,quanti,quanti,quanti,quanti
CLIC1,-0.0185934181472227,0.938706092184772,O00299,O00299,25,25,25,Chloride intracellular channel protein 1,sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,1,25,25,25,20,21,18,16,20,21,18,16,20,21,18,16,78.4,78.4,78.4,26.922,241,241,0.0,227.7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40014,0.96209,11.454,96,20,Leave out requantified,0.29692,0.33618,0.43737,0.42953,0.99179,0.93088,0.93903,0.95287,18.55,8.149,14.673,14.944,24,26,26,20,6,8,4,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,71.4,78.4,73.0,71.4,12066000000,8459600000,3606600000,2191300000,1659000000,532270000,2357700000,1748500000,609240000,4877700000,3289900000,1587800000,2639500000,1762300000,877250000,,,,975,402;403;709;2929;3856;4109;4110;4607;4608;5500;5501;6332;7540;8075;8497;8752;8753;11713;11714;16058;16059;17553;17554;17685;17686,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,413;414;729;3032;3984;4242;4243;4757;4758;5685;5686;6555;7813;8370;8818;8819;9083;9084;12146;12147;16626;16627;18152;18153;18292;18293,1142;1143;1144;1145;1146;1147;1148;1149;1150;2033;8929;8930;11467;11468;11469;11470;12165;12166;12167;13656;13657;13658;13659;13660;13661;13662;16373;16374;16375;16376;16377;16378;16379;16380;16381;16382;18943;18944;18945;18946;22567;24125;24126;24127;24128;24129;24130;24131;24132;25531;25532;25533;25534;25535;25536;25537;26377;26378;26379;26380;26381;26382;26383;26384;26385;26386;26387;26388;26389;26390;34941;34942;34943;34944;34945;34946;34947;34948;47811;47812;47813;47814;47815;47816;52122;52123;52124;52125;52126;52530;52531;52532;52533;52534;52535;52536;52537;52538,2351;2352;2353;2354;2355;2356;2357;2358;2359;2360;2361;2362;2363;2364;2365;2366;2367;4133;18424;18425;18426;18427;18428;18429;18430;18431;23293;23294;23295;23296;23297;23298;23299;23300;23301;23302;23303;23304;24675;24676;24677;24678;24679;27941;27942;27943;27944;27945;27946;27947;27948;27949;27950;33446;33447;33448;33449;33450;33451;33452;33453;33454;33455;33456;33457;33458;33459;33460;33461;33462;33463;33464;33465;33466;33467;39056;39057;39058;39059;39060;39061;39062;39063;39064;39065;39066;39067;39068;39069;46700;49785;49786;49787;49788;49789;49790;49791;49792;49793;49794;49795;49796;49797;49798;49799;49800;49801;49802;49803;49804;49805;49806;49807;49808;49809;49810;49811;49812;49813;49814;49815;52668;52669;52670;52671;52672;52673;52674;52675;52676;52677;52678;54441;54442;54443;54444;54445;54446;54447;54448;54449;54450;54451;54452;54453;54454;54455;54456;54457;54458;54459;54460;54461;54462;54463;54464;54465;54466;54467;54468;54469;54470;54471;54472;71652;71653;71654;71655;71656;71657;71658;71659;71660;71661;71662;71663;71664;71665;98573;98574;98575;98576;98577;98578;98579;98580;98581;98582;107426;107427;107428;107429;107430;107431;107432;107433;107434;107435;107436;107437;107438;107439;107440;107441;108354;108355;108356;108357;108358;108359;108360;108361;108362;108363;108364;108365;108366;108367;108368;108369;108370;108371,2356;2362;4133;18427;23294;24676;24679;27941;27946;33454;33464;39064;46700;49796;52668;54444;54460;71652;71665;98576;98581;107430;107441;108358;108367,,68,,32,-1,protein_976,quanti,quanti,quanti,quanti
EIF3F,0.511626394482949,0.223579398148447,O00303;H0YDT6;E9PQV8;A0A1W2PP79,O00303,13;3;2;2,13;3;2;2,13;3;2;2,Eukaryotic translation initiation factor 3 subunit F,sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1,4,13,13,13,7,10,11,8,7,10,11,8,7,10,11,8,47.1,47.1,47.1,37.563,357,357;100;124;124,0.0,41.372,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44532,1.0548,20.882,39,8,Leave out requantified,0.32016,0.36095,0.60178,0.5753,0.92133,0.90442,1.2711,1.2337,17.438,17.938,15.24,3.0999,7,12,11,9,2,2,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,23.0,41.5,37.3,26.3,3416700000,2270400000,1146300000,323780000,241970000,81812000,717500000,509050000,208450000,1578000000,1011900000,566080000,797420000,507410000,290000000,,,,976,2161;2885;3912;6361;6897;8016;8765;8766;14287;14808;15866;16596;17224,True;True;True;True;True;True;True;True;True;True;True;True;True,2236;2986;4041;6584;7145;8310;9096;9097;14795;15329;16417;17180;17820,6705;6706;6707;6708;6709;8786;8787;11616;11617;11618;11619;19034;19035;19036;19037;20744;23944;26417;26418;26419;26420;26421;26422;42376;42377;43986;43987;43988;43989;47137;47138;47139;47140;47141;49368;49369;49370;51218;51219,14090;14091;14092;14093;14094;14095;14096;14097;14098;18103;18104;18105;18106;23579;23580;23581;23582;23583;23584;23585;23586;23587;39238;39239;39240;39241;39242;39243;39244;39245;42909;49394;54510;54511;54512;54513;54514;54515;54516;54517;54518;54519;54520;54521;54522;54523;54524;54525;54526;54527;54528;54529;86730;86731;86732;86733;86734;86735;86736;86737;90498;90499;90500;90501;90502;90503;90504;90505;90506;90507;90508;97112;97113;97114;97115;97116;97117;97118;97119;97120;97121;97122;97123;97124;101869;101870;105612;105613,14091;18104;23579;39238;42909;49394;54512;54527;86734;90498;97116;101869;105612,,,,,-1;-1;-1;-1,protein_977,quanti,quanti,quanti,quanti
IPO5,-1.49698484803427,0.0045969149229996,O00410;H0Y8C6;E7ETV3;H0Y3V4;E7EQT5;E7EV12;E7EWK4;E7EX05;E7ESZ1;E7ETV8;C9JZD8;C9JQT6;C9J875;O60518;C9JXE0;F8WF30;C9JZ53;C9J583,O00410;H0Y8C6,15;14;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1,15;14;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1,15;14;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1,Importin-5,sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4;tr|H0Y8C6|H0Y8C6_HUMAN Importin-5 (Fragment) OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=1,18,15,15,15,7,9,7,3,7,9,7,3,7,9,7,3,20.6,20.6,20.6,123.63,1097,1097;1099;170;151;126;124;99;101;88;80;74;70;57;1105;46;45;36;34,0.0,24.191,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.28166,0.82843,46.545,26,7,Leave out requantified,0.23865,0.30109,0.50347,0.45417,0.7958,0.79924,0.95128,0.91677,25.288,21.12,54.448,7.4136,8,8,7,3,1,2,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Median,10.6,14.8,9.6,3.9,840570000,584770000,255800000,213920000,164860000,49055000,270190000,208110000,62078000,270750000,154710000,116040000,85713000,57090000,28624000,,,,977,10;965;1761;3176;3872;7163;9448;10854;11964;13539;13909;14623;15468;15934;17165,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,10;995;1822;3286;4001;7422;9799;11253;12415;14031;14407;15141;16007;16497;17759,23;24;2910;5466;5467;9572;9573;11503;21502;21503;28419;28420;32386;35669;35670;40159;41232;41233;43444;45955;45956;45957;47408;47409;51050;51051;51052,52;53;54;55;56;5944;11415;19654;19655;23364;44445;44446;44447;58433;58434;66357;73110;73111;82167;84337;84338;89259;94661;94662;94663;94664;94665;97719;97720;105283;105284;105285;105286,53;5944;11415;19655;23364;44447;58433;66357;73110;82167;84337;89259;94665;97720;105286,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_978,quanti,quanti,quanti,quanti
DNM1L,0.361366046219946,0.186670004102211,O00429;F8VZ52;F8VR28;F8VYL3;B4DPZ9;F8W1W3;B4DDQ3;F8VUJ9;H0YHY4;H0YI79,O00429,22;8;5;5;5;5;5;4;3;1,22;8;5;5;5;5;5;4;3;1,22;8;5;5;5;5;5;4;3;1,Dynamin-1-like protein,sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,10,22,22,22,12,12,16,11,12,12,16,11,12,12,16,11,37.8,37.8,37.8,81.876,736,736;261;97;117;156;168;180;172;54;48,0.0,83.82,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42391,0.91029,17.454,51,15,Leave out requantified,0.26608,0.38371,0.50049,0.51056,0.70605,0.86085,0.94853,0.98332,35.724,17.079,22.622,18.68,12,12,16,11,6,3,4,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,16.4,17.7,28.4,20.8,2328000000,1331300000,996770000,350860000,223300000,127560000,325040000,230300000,94738000,1065500000,574920000,490620000,586600000,302750000,283850000,,,,980,1248;1249;2297;6115;6481;6482;8635;8740;9601;10524;11187;12596;13316;13855;13898;13899;14114;14173;14174;14684;15928;17397,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1288;1289;2381;6333;6711;6712;8961;9068;9956;10904;11609;13065;13804;14353;14396;14397;14617;14677;14678;15202;16491;17995,3802;3803;3804;3805;3806;7077;18363;18364;18365;18366;19443;19444;19445;19446;26005;26006;26007;26008;26292;26293;28839;31486;31487;31488;31489;33399;37418;37419;39502;41096;41097;41210;41211;41212;41842;41843;41844;42022;42023;42024;42025;42026;42027;42028;43625;47394;47395;47396;51695;51696;51697;51698,7840;7841;7842;7843;7844;7845;7846;7847;7848;14740;37861;37862;37863;37864;37865;37866;37867;37868;37869;37870;40264;40265;40266;40267;53732;53733;53734;53735;53736;53737;54210;54211;59222;64607;64608;64609;64610;64611;64612;64613;64614;64615;68481;76518;76519;76520;76521;76522;80904;84124;84125;84126;84309;84310;84311;85580;85581;85582;85583;85584;85585;86005;86006;86007;86008;86009;86010;86011;86012;86013;86014;89625;89626;89627;97700;97701;97702;106569;106570;106571;106572;106573;106574,7841;7842;14740;37868;40264;40267;53734;54210;59222;64609;68481;76518;80904;84124;84309;84310;85582;86005;86012;89625;97701;106571,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_981,quanti,quanti,quanti,quanti
PSMD14,1.11686148757519,0.00627841913853547,O00487;C9JW37,O00487,6;1,6;1,6;1,26S proteasome non-ATPase regulatory subunit 14,sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,2,6,6,6,3,3,6,4,3,3,6,4,3,3,6,4,37.7,37.7,37.7,34.577,310,310;84,0.0,17.781,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41616,1.0352,19.567,16,0,Leave out requantified,0.24718,0.34156,0.52934,0.51073,0.85172,0.86334,1.109,1.1194,23.834,10.58,17.356,17.939,3,3,6,4,0,0,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,17.1,17.1,37.7,19.4,1286500000,828000000,458530000,125770000,89205000,36570000,143860000,102630000,41230000,695000000,431470000,263530000,321890000,204680000,117200000,,,,982,1903;8607;8874;12294;15850;16784,True;True;True;True;True;True,1967;8933;9206;12752;16401;17373,5895;5896;5897;5898;25923;26717;26718;26719;26720;36536;47101;47102;47103;47104;49972;49973,12265;12266;12267;12268;12269;12270;12271;12272;12273;12274;12275;12276;12277;12278;12279;12280;53526;53527;53528;55142;55143;55144;55145;55146;55147;55148;55149;55150;55151;55152;55153;55154;74736;97041;97042;97043;97044;97045;97046;97047;97048;97049;97050;97051;97052;97053;103175;103176;103177,12267;53526;55153;74736;97044;103177,,,,,-1;-1,protein_983,quanti,quanti,quanti,quanti
KPNA3;KPNA4,2.64051916984008,0.000190589237115685,O00505;O00629,O00505;O00629,2;1,2;1,2;1,Importin subunit alpha-4;Importin subunit alpha-3,sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2;sp|O00629|IMA3_HUMAN Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,4.8,4.8,4.8,57.81,521,521;521,0.0011344,3.0981,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.61216,1.1878,12.883,7,0,Leave out requantified,0.41072,0.5399,0.60945,0.71006,0.92082,1.011,1.1631,1.4998,,,38.998,9.6224,1,1,3,2,0,0,0,0,Median,Median,Median,Median,1.7,1.7,4.8,4.8,244930000,151420000,93509000,11107000,6633500,4473900,11312000,7749100,3562800,149170000,92923000,56244000,73341000,44113000,29228000,,,,983,7779;13060,True;True,8064;13543,23270;23271;23272;38737;38738;38739;38740,48137;48138;79227;79228;79229;79230;79231,48138;79230,,,,,-1;-1,protein_984,quanti,quanti,quanti,quanti
PODXL,-1.32381694806275,0.00405445760400026,O00592,O00592,3,3,3,Podocalyxin,sp|O00592|PODXL_HUMAN Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2,1,3,3,3,3,3,1,1,3,3,1,1,3,3,1,1,5.9,5.9,5.9,58.635,558,558,0.0,8.7037,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36865,1.0117,33.265,8,0,Leave out requantified,0.28385,0.52238,0.34261,0.39666,0.97818,1.3793,0.74753,0.88116,30.0,24.915,,,3,3,1,1,0,0,0,0,Leave out requantified,Leave out requantified,Median,Median,5.9,5.9,2.3,2.3,507770000,349540000,158230000,148530000,105150000,43380000,182100000,114840000,67264000,106960000,80393000,26569000,70179000,49160000,21019000,,,,985,1812;8256;8257,True;True;True,1875;8560;8561,5643;5644;24751;24752;24753;24754;24755;24756,11766;11767;51097;51098;51099;51100;51101;51102;51103;51104;51105,11766;51100;51104,,,,,-1,protein_986,quanti,quanti,quanti,quanti
