Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF7-N1,Intensity DCAF7-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
O43815,O43815,18,18,17,Striatin,STRN,sp|O43815|STRN_HUMAN Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4,18,17,36.2,3.80122640843825,3.8851689207087,28.4437164278717,27.9164426939796
Q13033;G3V340;G3V3G7,Q13033;G3V340,8;4;2,7;3;1,6;3;1,Striatin-3,STRN3,sp|Q13033|STRN3_HUMAN Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=3;tr|G3V340|G3V340_HUMAN Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=1,8,6,13.6,3.80122640843825,3.8851689207087,27.5246982091255,26.0045961306698
Q9NRL3;F5GYK2;M0R317;M0R0P4;M0QXN2;M0R2A7;M0QYS2;M0R0W8;R4GN16;M0QZM0,Q9NRL3;F5GYK2;M0R317,6;6;3;2;1;1;1;1;1;1,4;4;2;1;0;0;0;0;1;1,4;4;2;1;0;0;0;0;1;1,Striatin-4,STRN4,sp|Q9NRL3|STRN4_HUMAN Striatin-4 OS=Homo sapiens OX=9606 GN=STRN4 PE=1 SV=2;tr|F5GYK2|F5GYK2_HUMAN Striatin-4 OS=Homo sapiens OX=9606 GN=STRN4 PE=1 SV=1;tr|M0R317|M0R317_HUMAN Striatin-4 (Fragment) OS=Homo sapiens OX=9606 GN=STRN4 PE=1 SV=1,6,4,11.6,3.80122640843825,3.8851689207087,26.2678162464734,24.9663565294188
Q8TCJ2,Q8TCJ2,2,2,2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,STT3B,sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens OX=9606 GN=STT3B PE=1 SV=1,2,2,1.9,3.80122640843825,3.8851689207087,23.751543241872,23.3165853762308
O60499;Q5U8S2;F6RTM7;K7EK75;K7EPP9;K7ELY2;X6R2W0;K7EIY4,O60499;Q5U8S2;F6RTM7;K7EK75;K7EPP9;K7ELY2;X6R2W0;K7EIY4,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,Syntaxin-10,STX10,sp|O60499|STX10_HUMAN Syntaxin-10 OS=Homo sapiens OX=9606 GN=STX10 PE=1 SV=1;tr|Q5U8S2|Q5U8S2_HUMAN Syntaxin-10 OS=Homo sapiens OX=9606 GN=STX10 PE=1 SV=1;tr|F6RTM7|F6RTM7_HUMAN Syntaxin-10 OS=Homo sapiens OX=9606 GN=STX10 PE=1 SV=1;tr|K7EK75|K7EK75_HUMAN,2,2,16.5,3.80122640843825,3.8851689207087,23.93021540833,22.3372342440816
D6RC71,D6RC71,2,2,2,,STX18,tr|D6RC71|D6RC71_HUMAN Syntaxin-18 (Fragment) OS=Homo sapiens OX=9606 GN=STX18 PE=1 SV=1,2,2,14.2,23.5299229493934,24.4604523965988,26.3056690743341,25.8856521822065
Q13190;H7C3X5;E9PNU4,Q13190;H7C3X5,5;5;2,5;5;2,5;5;2,Syntaxin-5,STX5,sp|Q13190|STX5_HUMAN Syntaxin-5 OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=2;tr|H7C3X5|H7C3X5_HUMAN Syntaxin-5 (Fragment) OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=1,5,5,23.1,3.80122640843825,3.8851689207087,26.5272810760865,26.5171020238385
P53999,P53999,5,5,5,Activated RNA polymerase II transcriptional coactivator p15,SUB1,sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3,5,5,37.8,3.80122640843825,3.8851689207087,27.5576426054145,27.5102809003723
Q8IWZ8;V9GZ08;B4DVK3;K7ESM0;K7EM86;K7ELR6,Q8IWZ8,19;5;4;2;2;2,19;5;4;2;2;2,19;5;4;2;2;2,SURP and G-patch domain-containing protein 1,SUGP1,sp|Q8IWZ8|SUGP1_HUMAN SURP and G-patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUGP1 PE=1 SV=2,19,19,36.0,3.80122640843825,3.8851689207087,28.87859177481,28.7765253518173
Q8IX01;M0R2Z9;M0R3F6;M0R065;M0R216;M0R2Y3,Q8IX01;M0R2Z9;M0R3F6,21;21;17;4;4;1,21;21;17;4;4;1,21;21;17;4;4;1,SURP and G-patch domain-containing protein 2,SUGP2,sp|Q8IX01|SUGP2_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2;tr|M0R2Z9|M0R2Z9_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=1;tr|M0R3F6|M0R3F6_HUMAN SURP and G-p,21,21,28.0,3.80122640843825,3.8851689207087,28.2436800663169,28.3046947270831
Q9Y2Z0,Q9Y2Z0,18,18,18,Suppressor of G2 allele of SKP1 homolog,SUGT1,sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3,18,18,58.9,26.9220696806874,27.5227542789463,28.6521206609293,28.5688817492895
O00267,O00267,4,4,4,Transcription elongation factor SPT5,SUPT5H,sp|O00267|SPT5H_HUMAN Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1,4,4,4.1,3.80122640843825,3.8851689207087,24.6277293513644,24.4884884054603
O15260;Q5T8U5;B7Z1G8,O15260;Q5T8U5;B7Z1G8,2;2;1,2;2;1,2;2;1,Surfeit locus protein 4,SURF4,"sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3;tr|Q5T8U5|Q5T8U5_HUMAN Surfeit 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=1;tr|B7Z1G8|B7Z1G8_HUMAN Surfeit 4, isoform CRA_b OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=1",2,2,10.4,22.4863047525466,22.8471085911561,23.4787715940811,24.5021529342159
O75683,O75683,2,2,2,Surfeit locus protein 6,SURF6,sp|O75683|SURF6_HUMAN Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3,2,2,9.1,3.80122640843825,3.8851689207087,25.0771237570473,24.2469174226244
O95425;A0A0J9YWY6,O95425;A0A0J9YWY6,19;10,19;10,19;10,Supervillin,SVIL,sp|O95425|SVIL_HUMAN Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2;tr|A0A0J9YWY6|A0A0J9YWY6_HUMAN Supervillin (Fragment) OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=1,19,19,12.3,23.1458177395787,24.6293718828688,27.1642293261144,27.4823922963912
Q9UH65;E7EMB1;E9PJM7;E9PJK8,Q9UH65;E7EMB1,26;24;7;4,26;24;7;4,26;24;7;4,Switch-associated protein 70,SWAP70,sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1;tr|E7EMB1|E7EMB1_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1,26,26,46.7,23.2096324530495,23.3655962439878,30.3568893920841,30.0512878646904
Q96A49,Q96A49,7,7,7,Synapse-associated protein 1,SYAP1,sp|Q96A49|SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1,7,7,27.3,3.80122640843825,3.8851689207087,26.1323200781597,26.6404455290473
Q92797;A0A087WUE9;M0R3C7;M0R180;M0QXP5;M0R033;M0R1C2;M0R039,Q92797;A0A087WUE9;M0R3C7,18;14;10;3;3;2;2;1,18;14;10;3;3;2;2;1,18;14;10;3;3;2;2;1,Symplekin,SYMPK,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,18,18,20.0,3.80122640843825,3.8851689207087,27.6075256022659,27.4460853857782
O60506;B7Z645;F6UXX1,O60506;B7Z645,10;8;4,5;4;2,5;4;2,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2;tr|B7Z645|B7Z645_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=1,10,5,18.8,3.80122640843825,3.8851689207087,27.0185009104616,25.8583745326404
G3V5X4;A0A0A0MRE3;Q8WXH0;A0A0C4DGK3;G3V3D4;G3V4T3,G3V5X4;A0A0A0MRE3;Q8WXH0;A0A0C4DGK3,3;3;2;2;1;1,3;3;2;2;1;1,3;3;2;2;1;1,Nesprin-2,SYNE2,tr|G3V5X4|G3V5X4_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=1;tr|A0A0A0MRE3|A0A0A0MRE3_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=1;sp|Q8WXH0|SYNE2_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=3;tr|A0A0C4DGK3|A0A0C4D,3,3,1.1,22.3066080006711,22.7617958791489,24.1066140554351,23.7409830135601
Q6ZMZ3;G3V533,Q6ZMZ3;G3V533,2;2,2;2,2;2,Nesprin-3,SYNE3,sp|Q6ZMZ3|SYNE3_HUMAN Nesprin-3 OS=Homo sapiens OX=9606 GN=SYNE3 PE=1 SV=2;tr|G3V533|G3V533_HUMAN Nesprin-3 OS=Homo sapiens OX=9606 GN=SYNE3 PE=1 SV=1,2,2,4.1,3.80122640843825,3.8851689207087,23.371324668039,22.6910866296665
O43426;A0A0D9SGJ6;J3KQV8;J3KPK1;C9JFZ1;C9JW66;C9J1Z6,O43426;A0A0D9SGJ6;J3KQV8;J3KPK1;C9JFZ1;C9JW66,20;20;20;17;17;11;2,20;20;20;17;17;11;2,20;20;20;17;17;11;2,Synaptojanin-1,SYNJ1,sp|O43426|SYNJ1_HUMAN Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=2;tr|A0A0D9SGJ6|A0A0D9SGJ6_HUMAN Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=1;tr|J3KQV8|J3KQV8_HUMAN Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=1;tr|J3K,20,20,14.9,3.80122640843825,3.8851689207087,28.0858297412254,27.7252694096194
O15056;A0A1W2PR85;E7ER60;H0YEV8;Q5TA15;H7BY56,O15056;A0A1W2PR85;E7ER60,24;23;17;3;1;1,24;23;17;3;1;1,24;23;17;3;1;1,Synaptojanin-2,SYNJ2,sp|O15056|SYNJ2_HUMAN Synaptojanin-2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=3;tr|A0A1W2PR85|A0A1W2PR85_HUMAN Synaptojanin-2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=1;tr|E7ER60|E7ER60_HUMAN Synaptojanin-2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=2,24,24,22.9,3.80122640843825,3.8851689207087,29.0257782430151,28.8994000277947
Q8N3V7,Q8N3V7,25,25,25,Synaptopodin,SYNPO,sp|Q8N3V7|SYNPO_HUMAN Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2,25,25,37.1,23.108736921959,24.5100846738616,30.5476578829063,30.0994884348761
Q9UMZ2;A0A087WZS7,Q9UMZ2,13;3,13;3,13;3,Synergin gamma,SYNRG,sp|Q9UMZ2|SYNRG_HUMAN Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2,13,13,14.9,3.80122640843825,3.8851689207087,28.1844231952756,27.7714651886518
Q96C24,Q96C24,2,2,2,Synaptotagmin-like protein 4,SYTL4,sp|Q96C24|SYTL4_HUMAN Synaptotagmin-like protein 4 OS=Homo sapiens OX=9606 GN=SYTL4 PE=1 SV=2,2,2,5.1,3.80122640843825,3.8851689207087,25.2095904990067,23.1695757961834
Q5T011;A0A1W2PRY5,Q5T011,6;1,6;1,6;1,Protein SZT2,SZT2,sp|Q5T011|SZT2_HUMAN KICSTOR complex protein SZT2 OS=Homo sapiens OX=9606 GN=SZT2 PE=1 SV=3,6,6,2.6,3.80122640843825,3.8851689207087,25.557861676866,25.4161256529939
O75410;E7EVI4;E7ET87;H0YAY0;E5RFM9;R4GMT7;H0YBT8;B4E3H6;E5RJU4;E5RJG6;A0A0C4DGD3;A0A0C4DGD5;H0Y9C3;Q4VXL4;D6RAA5;Q4VXL8,O75410;E7EVI4;E7ET87;H0YAY0;E5RFM9;R4GMT7,14;11;11;10;8;8;6;5;3;1;1;1;1;1;1;1,14;11;11;10;8;8;6;5;3;1;1;1;1;1;1;1,13;10;10;10;8;8;6;5;3;1;1;1;0;0;0;0,Transforming acidic coiled-coil-containing protein 1,TACC1,sp|O75410|TACC1_HUMAN Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=2;tr|E7EVI4|E7EVI4_HUMAN Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=1;tr|E7ET87|E7ET87_HU,14,13,24.8,3.80122640843825,3.8851689207087,27.7172498887989,27.5129198164929
Q9Y6A5;A0A494BZT8;Q8IX09;C9JWI7;H0Y8F2;C9JA91;E7EMT0;A0A494C117;F8WC55,Q9Y6A5;A0A494BZT8,13;13;3;3;3;3;3;3;1,13;13;3;3;3;3;3;3;1,13;13;3;3;3;3;3;3;1,Transforming acidic coiled-coil-containing protein 3,TACC3,sp|Q9Y6A5|TACC3_HUMAN Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens OX=9606 GN=TACC3 PE=1 SV=1;tr|A0A494BZT8|A0A494BZT8_HUMAN Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens OX=9606 GN=TACC3 PE=1 SV=1,13,13,22.7,3.80122640843825,3.8851689207087,27.9432431027051,27.7891142028514
P21675;Q8IZX4;H7BY98;H7C2K9;H0Y8N6;H0Y9L7,P21675;Q8IZX4,19;11;4;4;3;3,19;11;4;4;3;3,19;11;4;4;3;3,Transcription initiation factor TFIID subunit 1;Transcription initiation factor TFIID subunit 1-like,TAF1;TAF1L,sp|P21675|TAF1_HUMAN Transcription initiation factor TFIID subunit 1 OS=Homo sapiens OX=9606 GN=TAF1 PE=1 SV=2;sp|Q8IZX4|TAF1L_HUMAN Transcription initiation factor TFIID subunit 1-like OS=Homo sapiens OX=9606 GN=TAF1L PE=1 SV=1,19,19,13.4,3.80122640843825,3.8851689207087,27.9394368126575,27.8867534850945
Q6P1X5;H0YC37;H0YB55;H0YEX2,Q6P1X5,7;2;1;1,7;2;1;1,7;2;1;1,Transcription initiation factor TFIID subunit 2,TAF2,sp|Q6P1X5|TAF2_HUMAN Transcription initiation factor TFIID subunit 2 OS=Homo sapiens OX=9606 GN=TAF2 PE=1 SV=3,7,7,7.5,3.80122640843825,3.8851689207087,25.9741472486075,25.8793515955796
Q5VWG9,Q5VWG9,3,3,3,Transcription initiation factor TFIID subunit 3,TAF3,sp|Q5VWG9|TAF3_HUMAN Transcription initiation factor TFIID subunit 3 OS=Homo sapiens OX=9606 GN=TAF3 PE=1 SV=1,3,3,4.1,3.80122640843825,3.8851689207087,25.4232934203948,25.4733621575189
P49848;J3KR72;C9JFL8;C9JTY6;C9JIS2;E5RHA1;C9J088;C9JHQ8;E5RKA5;F8WEJ7;C9J7C4,P49848;J3KR72,10;10;4;4;2;2;2;1;1;1;1,10;10;4;4;2;2;2;1;1;1;1,10;10;4;4;2;2;2;1;1;1;1,Transcription initiation factor TFIID subunit 6,TAF6,sp|P49848|TAF6_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1;tr|J3KR72|J3KR72_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1,10,10,18.6,22.7315054886355,23.0929564607125,25.9445170846361,25.7200976836996
Q15545;A0A096LPC3,Q15545,7;1,7;1,7;1,Transcription initiation factor TFIID subunit 7,TAF7,sp|Q15545|TAF7_HUMAN Transcription initiation factor TFIID subunit 7 OS=Homo sapiens OX=9606 GN=TAF7 PE=1 SV=1,7,7,25.2,3.80122640843825,3.8851689207087,27.2443607862179,27.0849685970592
Q16594;D6RIE8;D6RGK3;D6RIV9;D6RIY1;Q9HBM6;D6RHW1,Q16594;D6RIE8;D6RGK3;D6RIV9;D6RIY1;Q9HBM6;D6RHW1,8;8;7;7;6;5;5,8;8;7;7;6;5;5,8;8;7;7;6;5;5,Transcription initiation factor TFIID subunit 9;Transcription initiation factor TFIID subunit 9B,TAF9;TAF9B,sp|Q16594|TAF9_HUMAN Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1;tr|D6RIE8|D6RIE8_HUMAN Transcription initiation factor TFIID subunit 9 (Fragment) OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=9;tr|D6RGK3|D6RGK3_HUMA,8,8,31.8,3.80122640843825,3.8851689207087,27.4840839760914,27.5212571636343
Q01995;H0YCU9;E9PJ32,Q01995;H0YCU9,8;7;3,8;7;3,8;7;3,Transgelin,TAGLN,sp|Q01995|TAGL_HUMAN Transgelin OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=4;tr|H0YCU9|H0YCU9_HUMAN Transgelin (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=1,8,8,45.3,3.80122640843825,3.8851689207087,27.2242583070056,27.157980762113
P37802;X6RJP6,P37802;X6RJP6,16;15,16;15,15;15,Transgelin-2,TAGLN2,sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1,16,15,77.4,29.2763748790349,29.4699515293563,32.8597167854932,32.6787125675109
Q9C0D5,Q9C0D5,18,18,18,Protein TANC1,TANC1,sp|Q9C0D5|TANC1_HUMAN Protein TANC1 OS=Homo sapiens OX=9606 GN=TANC1 PE=1 SV=3,18,18,12.4,3.80122640843825,3.8851689207087,26.9337084819517,27.2921962155171
Q9C0B7,Q9C0B7,21,21,21,Transport and Golgi organization protein 6 homolog,TANGO6,sp|Q9C0B7|TNG6_HUMAN Transport and Golgi organization protein 6 homolog OS=Homo sapiens OX=9606 GN=TANGO6 PE=1 SV=2,21,21,25.4,3.80122640843825,3.8851689207087,28.9302436121331,28.5024109472478
Q92844;H7C3L4;E7EQA9;H7BZ28,Q92844;H7C3L4;E7EQA9;H7BZ28,2;2;2;1,2;2;2;1,2;2;2;1,TRAF family member-associated NF-kappa-B activator,TANK,sp|Q92844|TANK_HUMAN TRAF family member-associated NF-kappa-B activator OS=Homo sapiens OX=9606 GN=TANK PE=1 SV=2;tr|H7C3L4|H7C3L4_HUMAN TRAF family member-associated NF-kappa-B activator (Fragment) OS=Homo sapiens OX=9606 GN=TANK PE=1 SV=1;tr|E7EQA9|E7EQA,2,2,5.4,3.80122640843825,3.8851689207087,23.2334634509173,22.5321475745724
Q9H2K8;G3V1Q8,Q9H2K8;G3V1Q8,2;1,2;1,2;1,Serine/threonine-protein kinase TAO3,TAOK3,sp|Q9H2K8|TAOK3_HUMAN Serine/threonine-protein kinase TAO3 OS=Homo sapiens OX=9606 GN=TAOK3 PE=1 SV=2;tr|G3V1Q8|G3V1Q8_HUMAN Serine/threonine-protein kinase TAO3 OS=Homo sapiens OX=9606 GN=TAOK3 PE=1 SV=1,2,2,3.9,3.80122640843825,3.8851689207087,24.1068536328137,23.9837083164939
Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A087WV68;K7EN94;A0A0A0N0M3;K7EJM5;A0A087WXQ5;A0A087WXV3;A0A1W2PNU8;A0A087WX67;A0A087WW61;K7EL26;A0A087WZC9;A0A087WYE7;A0A0A0MSV7;K7EJ99;A0A087WTZ4,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A087WV68;K7EN94;A0A0A0N0M3;K7EJM5;A0A087WXQ5,5;5;4;4;4;4;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1,5;5;4;4;4;4;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1,5;5;4;4;4;4;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1,TAR DNA-binding protein 43,TARDBP;TDP43,sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WX29|A0A087WX29_HUMAN TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WYY0|A0A087WYY0_HUMAN TAR DNA-binding pro,5,5,21.0,24.3743130590286,24.9528706139903,27.1961050003232,26.7108282896966
P26639;A2RTX5;B7ZLP8,P26639,7;1;1,7;1;1,7;1;1,"Threonine--tRNA ligase, cytoplasmic",TARS,"sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",7,7,10.9,3.80122640843825,3.8851689207087,25.5427704641039,26.3067470489138
Q8TC07;F8WCB5;F8WDJ1;F8WF35,Q8TC07,16;2;1;1,16;2;1;1,7;2;1;1,TBC1 domain family member 15,TBC1D15,sp|Q8TC07|TBC15_HUMAN TBC1 domain family member 15 OS=Homo sapiens OX=9606 GN=TBC1D15 PE=1 SV=2,16,7,23.7,3.80122640843825,3.8851689207087,28.982614330978,28.6872239686151
Q9BYX2,Q9BYX2,7,7,7,TBC1 domain family member 2A,TBC1D2,sp|Q9BYX2|TBD2A_HUMAN TBC1 domain family member 2A OS=Homo sapiens OX=9606 GN=TBC1D2 PE=1 SV=3,7,7,9.8,3.80122640843825,3.8851689207087,25.8125723730442,26.4886722702463
Q9UPU7;C9JW56,Q9UPU7,6;2,6;2,6;2,TBC1 domain family member 2B,TBC1D2B,sp|Q9UPU7|TBD2B_HUMAN TBC1 domain family member 2B OS=Homo sapiens OX=9606 GN=TBC1D2B PE=1 SV=2,6,6,9.2,3.80122640843825,3.8851689207087,25.2929158473449,24.2237613432261
Q92609;C9J3F6;C9JNM0;C9JED7;F2Z3C3;C9K0P2;C9J397;C9JWX0;C9JW04;C9JDR8;C9JMP7;C9JIU4;F2Z3I5,Q92609;C9J3F6,11;8;3;3;3;3;3;3;3;3;2;2;2,11;8;3;3;3;3;3;3;3;3;2;2;2,11;8;3;3;3;3;3;3;3;3;2;2;2,TBC1 domain family member 5,TBC1D5,sp|Q92609|TBCD5_HUMAN TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1;tr|C9J3F6|C9J3F6_HUMAN TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1,11,11,17.1,3.80122640843825,3.8851689207087,27.527534634478,27.0910362985909
O95759;J3KQ40;Q0IIM8;D6RFZ2,O95759;J3KQ40,19;19;1;1,19;19;1;1,18;18;0;0,TBC1 domain family member 8,TBC1D8,sp|O95759|TBCD8_HUMAN TBC1 domain family member 8 OS=Homo sapiens OX=9606 GN=TBC1D8 PE=1 SV=3;tr|J3KQ40|J3KQ40_HUMAN TBC1 domain family member 8 OS=Homo sapiens OX=9606 GN=TBC1D8 PE=1 SV=1,19,18,22.6,3.80122640843825,3.8851689207087,28.7854083152003,28.3003369184145
Q99426;K7EP07;K7EK42;A0A494C0X0;K7EL99,Q99426;K7EP07;K7EK42;A0A494C0X0,3;2;2;2;1,3;2;2;2;1,3;2;2;2;1,Tubulin-folding cofactor B,TBCB,sp|Q99426|TBCB_HUMAN Tubulin-folding cofactor B OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=2;tr|K7EP07|K7EP07_HUMAN Tubulin-folding cofactor B (Fragment) OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=8;tr|K7EK42|K7EK42_HUMAN Tubulin-folding cofactor B OS=Homo sapie,3,3,16.0,3.80122640843825,3.8851689207087,26.0633432348206,25.5614497104206
Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8Y6Q1;A0A2R8YFL4;A0A2R8YER9;A0A2R8Y809;A0A2R8Y4V6;A0A2R8Y784;A0A2R8Y6L2;A0A2R8Y4E7;A0A2R8Y4P2;A0A2R8YFM3;A0A2R8Y787;A0A2R8Y5H6;A0A2R8Y897;A0A2R8Y597;A0A2R8Y6G3;A0A2R8Y7H8;A0A2R8YF12;A0A2R8YH53,Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8Y6Q1;A0A2R8YFL4,9;8;8;7;7;7;5;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,9;8;8;7;7;7;5;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,9;8;8;7;7;7;5;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,Tubulin-specific chaperone E,TBCE,sp|Q15813|TBCE_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8Y5Q8|A0A2R8Y5Q8_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8YHI9|A0A2R8YHI9_HUMAN Tubulin-specific chaperone E OS,9,9,22.4,3.80122640843825,3.8851689207087,25.341197106255,26.578307267632
Q5QJ74;A0A2R8YFB7;E9PP54;E9PNS0,Q5QJ74;A0A2R8YFB7;E9PP54,3;3;2;1,3;3;2;1,3;3;2;1,Tubulin-specific chaperone cofactor E-like protein,TBCEL,sp|Q5QJ74|TBCEL_HUMAN Tubulin-specific chaperone cofactor E-like protein OS=Homo sapiens OX=9606 GN=TBCEL PE=1 SV=2;tr|A0A2R8YFB7|A0A2R8YFB7_HUMAN NIDO domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|E9PP54|E9PP54_HUMAN Tubulin-sp,3,3,12.7,3.80122640843825,3.8851689207087,25.5137331370299,25.8648343189992
Q15369;E5RHG8;R4GMY8,Q15369;E5RHG8;R4GMY8,3;3;2,3;3;2,3;3;2,Transcription elongation factor B polypeptide 1,TCEB1,sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|E5RHG8|E5RHG8_HUMAN Elongin-C (Fragment) OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|R4GMY8|R4GMY8_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,3,3,41.1,3.80122640843825,3.8851689207087,26.9816348676305,27.1688263402245
