Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TLE3-N1,Intensity TLE3-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q13263;M0R0K9;M0R3C0;M0R2I3,Q13263,23;11;4;3,23;11;4;3,23;11;4;3,Transcription intermediary factor 1-beta,TRIM28,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5,23,23,39.9,27.9218994880004,27.4239826046609,30.3578333240263,30.1086143036992
Q9UPN9;H0Y612,Q9UPN9;H0Y612,14;13,14;13,14;13,E3 ubiquitin-protein ligase TRIM33,TRIM33,sp|Q9UPN9|TRI33_HUMAN E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens OX=9606 GN=TRIM33 PE=1 SV=3;tr|H0Y612|H0Y612_HUMAN E3 ubiquitin-protein ligase TRIM33 (Fragment) OS=Homo sapiens OX=9606 GN=TRIM33 PE=1 SV=1,14,14,17.3,26.6712816830137,27.1212943100911,26.570091368229,27.1461791142328
O94972;J3QSA0;J3KS72;J3QRK3;J3KT90,O94972;J3QSA0;J3KS72;J3QRK3;J3KT90,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,E3 ubiquitin-protein ligase TRIM37,TRIM37,sp|O94972|TRI37_HUMAN E3 ubiquitin-protein ligase TRIM37 OS=Homo sapiens OX=9606 GN=TRIM37 PE=1 SV=2;tr|J3QSA0|J3QSA0_HUMAN E3 ubiquitin-protein ligase TRIM37 OS=Homo sapiens OX=9606 GN=TRIM37 PE=1 SV=1;tr|J3KS72|J3KS72_HUMAN E3 ubiquitin-protein ligase TR,2,2,3.6,25.1475577234709,25.1263341375484,4.43802889902157,4.4166468749236
Q9BRZ2;C9JI91;A0A0D9SF19,Q9BRZ2,13;5;1,13;5;1,13;5;1,E3 ubiquitin-protein ligase TRIM56,TRIM56,sp|Q9BRZ2|TRI56_HUMAN E3 ubiquitin-protein ligase TRIM56 OS=Homo sapiens OX=9606 GN=TRIM56 PE=1 SV=3,13,13,24.0,24.2019480018814,24.0646388378808,26.5777312264821,25.3931953481551
Q8N7C3;J3KNI5;Q6T5J5,Q8N7C3;J3KNI5;Q6T5J5,2;2;1,2;2;1,2;2;1,Probable E3 ubiquitin-protein ligase TRIML2,TRIML2;FLJ25801,sp|Q8N7C3|TRIMM_HUMAN Probable E3 ubiquitin-protein ligase TRIML2 OS=Homo sapiens OX=9606 GN=TRIML2 PE=1 SV=1;tr|J3KNI5|J3KNI5_HUMAN Probable E3 ubiquitin-protein ligase TRIML2 (Fragment) OS=Homo sapiens OX=9606 GN=TRIML2 PE=1 SV=1;tr|Q6T5J5|Q6T5J5_HUMAN P,2,2,6.5,4.20850867790137,4.29066777690332,22.1662538171808,23.1665545740761
O75962;E7EWP2;E7EPJ7;F5H228;A0A087X139;A0A1W2PRD7,O75962;E7EWP2;E7EPJ7;F5H228,27;24;21;18;3;3,27;24;21;18;3;3,24;21;19;15;3;3,Triple functional domain protein,TRIO,sp|O75962|TRIO_HUMAN Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2;tr|E7EWP2|E7EWP2_HUMAN Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2;tr|E7EPJ7|E7EPJ7_HUMAN Triple functional domain protein (Fragm,27,24,12.3,21.7729144048194,20.5583347577024,28.3720225131472,27.9324699720657
Q15654;H7BZE2,Q15654;H7BZE2,10;5,10;5,10;5,Thyroid receptor-interacting protein 6,TRIP6,sp|Q15654|TRIP6_HUMAN Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3;tr|H7BZE2|H7BZE2_HUMAN Thyroid receptor-interacting protein 6 (Fragment) OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=8,10,10,34.5,26.0562275597437,27.0216809889885,27.9721322804829,25.1861248212337
Q32P41;G3V494;G3V5X1,Q32P41,16;2;2,16;2;2,16;2;2,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,sp|Q32P41|TRM5_HUMAN tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,16,16,42.0,26.604983656548,26.4008359291037,27.8826784015658,27.8219544593472
Q9UJA5,Q9UJA5,6,6,6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6,sp|Q9UJA5|TRM6_HUMAN tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens OX=9606 GN=TRMT6 PE=1 SV=1,6,6,16.9,24.4286699298753,22.5787679350075,25.1280182428117,25.2568470368809
Q9UHF7;E5RFF3;E5RJ97;H0YC29;H0YAV4;C9J6L7;E7EVN4;F8W8T0,Q9UHF7;E5RFF3;E5RJ97;H0YC29,21;17;14;11;6;1;1;1,21;17;14;11;6;1;1;1,21;17;14;11;6;1;1;1,Zinc finger transcription factor Trps1,TRPS1,sp|Q9UHF7|TRPS1_HUMAN Zinc finger transcription factor Trps1 OS=Homo sapiens OX=9606 GN=TRPS1 PE=1 SV=2;tr|E5RFF3|E5RFF3_HUMAN Zinc finger transcription factor Trps1 OS=Homo sapiens OX=9606 GN=TRPS1 PE=1 SV=1;tr|E5RJ97|E5RJ97_HUMAN Zinc finger transcriptio,21,21,19.9,27.290175818442,27.9608005724588,4.43802889902157,4.4166468749236
Q92574;A0A2R8Y5N2;A0A2R8Y5S3;A0A2R8YFV7;A0A2R8Y6S1;Q86WV8;A0A2R8Y7E9;A0A2R8Y6W1;Q59IT9;A0A2R8Y5J1;A0A2R8Y5Q4;A0A2R8Y6N1;A0A2R8YEH9;A0A2R8YGL0;A0A2R8Y5F8;A0A2R8Y6S8;A0A2R8Y5U8;A0A2R8YGX7;A0A2R8YD74,Q92574;A0A2R8Y5N2;A0A2R8Y5S3;A0A2R8YFV7;A0A2R8Y6S1,9;9;9;9;6;3;3;3;3;2;2;2;2;2;2;2;1;1;1,9;9;9;9;6;3;3;3;3;2;2;2;2;2;2;2;1;1;1,9;9;9;9;6;3;3;3;3;2;2;2;2;2;2;2;1;1;1,Hamartin,TSC1,sp|Q92574|TSC1_HUMAN Hamartin OS=Homo sapiens OX=9606 GN=TSC1 PE=1 SV=2;tr|A0A2R8Y5N2|A0A2R8Y5N2_HUMAN Hamartin OS=Homo sapiens OX=9606 GN=TSC1 PE=1 SV=1;tr|A0A2R8Y5S3|A0A2R8Y5S3_HUMAN Hamartin OS=Homo sapiens OX=9606 GN=TSC1 PE=1 SV=1;tr|A0A2R8YFV7|A0A2R8,9,9,11.2,4.20850867790137,4.29066777690332,26.6993557674185,26.6204482807974
Q9Y3Q8,Q9Y3Q8,3,3,2,TSC22 domain family protein 4,TSC22D4,sp|Q9Y3Q8|T22D4_HUMAN TSC22 domain family protein 4 OS=Homo sapiens OX=9606 GN=TSC22D4 PE=1 SV=2,3,2,9.6,4.20850867790137,4.29066777690332,25.4319563615961,25.6882449724495
Q63HK5,Q63HK5,3,3,3,Teashirt homolog 3,TSHZ3,sp|Q63HK5|TSH3_HUMAN Teashirt homolog 3 OS=Homo sapiens OX=9606 GN=TSHZ3 PE=1 SV=2,3,3,3.8,23.9679839847816,22.3693555904338,4.43802889902157,4.4166468749236
Q2NL82;I3L1Q5,Q2NL82,4;1,4;1,4;1,Pre-rRNA-processing protein TSR1 homolog,TSR1,sp|Q2NL82|TSR1_HUMAN Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens OX=9606 GN=TSR1 PE=1 SV=1,4,4,6.1,4.20850867790137,4.29066777690332,25.2722020456279,25.6944222930271
Q99614;H0YB37,Q99614;H0YB37,4;3,4;3,4;3,Tetratricopeptide repeat protein 1,TTC1,sp|Q99614|TTC1_HUMAN Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1;tr|H0YB37|H0YB37_HUMAN Tetratricopeptide repeat protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1,4,4,16.4,4.20850867790137,4.29066777690332,26.7555726202573,26.6221253458405
Q96N46;C9J974,Q96N46;C9J974,2;1,2;1,2;1,Tetratricopeptide repeat protein 14,TTC14,sp|Q96N46|TTC14_HUMAN Tetratricopeptide repeat protein 14 OS=Homo sapiens OX=9606 GN=TTC14 PE=1 SV=1;tr|C9J974|C9J974_HUMAN Tetratricopeptide repeat protein 14 (Fragment) OS=Homo sapiens OX=9606 GN=TTC14 PE=1 SV=1,2,2,3.8,22.6301204516345,23.2776088379052,23.488575254448,23.3989784864771
Q96AY4;A0A087WW06,Q96AY4;A0A087WW06,4;4,4;4,4;4,Tetratricopeptide repeat protein 28,TTC28,sp|Q96AY4|TTC28_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4;tr|A0A087WW06|A0A087WW06_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=1,4,4,2.1,4.20850867790137,4.29066777690332,24.4748169709686,24.5818518400695
O95801,O95801,2,2,2,Tetratricopeptide repeat protein 4,TTC4,sp|O95801|TTC4_HUMAN Tetratricopeptide repeat protein 4 OS=Homo sapiens OX=9606 GN=TTC4 PE=1 SV=3,2,2,5.7,4.20850867790137,4.29066777690332,23.4309680286565,22.6676971576115
Q8N5M4;E9PKV8;H0YDR3;E7EST3,Q8N5M4;E9PKV8;H0YDR3;E7EST3,2;2;1;1,2;2;1;1,2;2;1;1,Tetratricopeptide repeat protein 9C,TTC9C,sp|Q8N5M4|TTC9C_HUMAN Tetratricopeptide repeat protein 9C OS=Homo sapiens OX=9606 GN=TTC9C PE=1 SV=1;tr|E9PKV8|E9PKV8_HUMAN Tetratricopeptide repeat protein 9C (Fragment) OS=Homo sapiens OX=9606 GN=TTC9C PE=1 SV=1;tr|H0YDR3|H0YDR3_HUMAN Tetratricopeptide r,2,2,17.0,23.1959848958409,24.7411134713844,25.7247101423087,25.7584729198685
Q9UNY4;X6RI15,Q9UNY4,27;3,27;3,27;3,Transcription termination factor 2,TTF2,sp|Q9UNY4|TTF2_HUMAN Transcription termination factor 2 OS=Homo sapiens OX=9606 GN=TTF2 PE=1 SV=2,27,27,32.0,26.1768151494114,26.5630512329685,28.357665559035,28.685019340432
O43156,O43156,4,4,4,TELO2-interacting protein 1 homolog,TTI1,sp|O43156|TTI1_HUMAN TELO2-interacting protein 1 homolog OS=Homo sapiens OX=9606 GN=TTI1 PE=1 SV=3,4,4,6.2,4.20850867790137,4.29066777690332,22.610271515487,29.5812379129032
Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,5;5;5,5;5;5,5;5;5,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,5,5,0.2,23.4496423055401,23.3139591521976,26.4549302458771,26.2736254536077
P68363;P68366;C9JDS9,P68363;P68366,24;19;7,5;4;1,2;2;0,Tubulin alpha-1B chain;Tubulin alpha-4A chain,TUBA1B;TUBA4A,sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,24,2,64.5,27.2579980564465,24.9217519714295,29.8933655106049,30.520564222024
Q9BQE3;F5H5D3;A0A1W2PQM2;F8VVB9;F8VRZ4;F8VS66;F8VWV9;F8VX09;C9JEV8;C9JQ00;C9JJQ8;C9K0S6;F8VRK0;C9JDL2;Q9H853;F8W0F6;F8VXZ7,Q9BQE3;F5H5D3;A0A1W2PQM2,25;25;13;10;5;5;4;4;3;3;3;2;2;2;1;1;1,25;25;13;10;5;5;4;4;3;3;3;2;2;2;1;1;1,4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Tubulin alpha-1C chain,TUBA1C,sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|F5H5D3|F5H5D3_HUMAN Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|A0A1W2PQM2|A0A1W2PQM2_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN,25,4,64.4,28.8587539271505,29.5555231979167,34.0505096420477,34.1207754039212
P0DPH8;P0DPH7;Q6PEY2;V9GZ17,P0DPH8;P0DPH7;Q6PEY2,21;21;16;7,2;2;2;0,2;2;2;0,Tubulin alpha-3E chain,TUBA3E,sp|P0DPH8|TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;sp|P0DPH7|TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;sp|Q6PEY2|TBA3E_HUMAN Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E,21,2,56.2,24.3159838621226,24.0440185020485,28.2322871913857,28.0013673877858
P07437;Q5JP53;Q5ST81,P07437;Q5JP53;Q5ST81,20;20;17,20;20;17,4;4;2,Tubulin beta chain,TUBB,sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2;tr|Q5JP53|Q5JP53_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=1;tr|Q5ST81|Q5ST81_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=1,20,4,57.9,26.4579191298533,28.5281310667291,30.9406273574058,31.0619460734892
Q13509;A0A0B4J269;G3V2A3;G3V5W4;G3V2R8;G3V3R4;G3V2N6,Q13509;A0A0B4J269,16;16;5;2;2;2;2,4;4;0;1;1;1;1,2;2;0;1;1;1;1,Tubulin beta-3 chain,TUBB3,sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2;tr|A0A0B4J269|A0A0B4J269_HUMAN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1,16,2,36.0,24.7433801572439,24.1462373919909,25.923566511229,25.9654760588285
Q9BUF5;K7ESM5;K7ES63;K7EL29;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EN98;K7EPE5,Q9BUF5;K7ESM5,16;13;3;2;1;1;1;1;1;1;1,5;2;1;1;1;1;1;1;1;1;1,4;1;0;1;1;1;1;1;1;1;1,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,16,4,39.0,25.1363791267822,24.2125248831552,27.0071012004915,26.0378331256545
P49411,P49411,2,2,2,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",2,2,7.3,4.20850867790137,4.29066777690332,24.7487313187588,24.0726743297543
Q12792;F8VS81;F8W1Q9;F8VRG3,Q12792;F8VS81,13;9;3;2,11;7;2;2,11;7;2;2,Twinfilin-1,TWF1,sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3;tr|F8VS81|F8VS81_HUMAN Twinfilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=1,13,11,49.4,24.3197581064803,22.2082438858274,27.8507298532977,27.635818071326
Q6IBS0;D6RG15;H0Y858;F8W645;H7C5I2,Q6IBS0;D6RG15,16;12;6;1;1,16;12;6;1;1,14;10;5;0;1,Twinfilin-2,TWF2,sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2;tr|D6RG15|D6RG15_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=1,16,14,58.2,23.8617381774743,25.451707908733,29.6785362856383,29.4841224003132
P10599,P10599,2,2,2,Thioredoxin,TXN,sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,2,2,21.0,25.1391612200608,24.8536712500012,4.43802889902157,4.4166468749236
O14530;F8WCJ3;B8ZZX4,O14530;F8WCJ3;B8ZZX4,3;2;2,3;2;2,3;2;2,Thioredoxin domain-containing protein 9,TXNDC9,sp|O14530|TXND9_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2;tr|F8WCJ3|F8WCJ3_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=1;tr|B8ZZX4|B8ZZX4_HUMAN Thioredoxin domain-c,3,3,11.9,23.371457616944,23.4198264821322,25.6853870124977,25.6541165627758
O43396;K7ER96;K7EPB7;K7EKG2;K7EME7,O43396;K7ER96,16;15;2;1;1,16;15;2;1;1,8;7;1;1;1,Thioredoxin-like protein 1,TXNL1,sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3;tr|K7ER96|K7ER96_HUMAN Thioredoxin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=1,16,8,58.8,29.8025805068687,29.1742425223271,27.6288141786435,27.4610772103985
Q16881;A0A087WSW9;A0A087WSY9;E9PIR7;F8W809;A0A182DWI3;E2QRB9;E9PKD3;A0A0B4J225;E9PIZ5;E9PRI8;E9PQI3;E9PLT3;E9PKI4,Q16881;A0A087WSW9;A0A087WSY9;E9PIR7;F8W809;A0A182DWI3;E2QRB9,13;13;13;12;12;12;11;5;2;2;1;1;1;1,13;13;13;12;12;12;11;5;2;2;1;1;1;1,13;13;13;12;12;12;11;5;2;2;1;1;1;1,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,"sp|Q16881|TRXR1_HUMAN Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=3;tr|A0A087WSW9|A0A087WSW9_HUMAN Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=1;tr|A0A087WSY9|A0A087WSY9_HUMAN Thioredoxi",13,13,31.6,25.8501456238278,23.631786317307,28.2086234454729,28.1832876619301
Q01081;P0DN76;Q8WU68;K7EJH3;A0A1B0GW87;K7EJM7;M0QYK5;M0R2N4,Q01081;P0DN76;Q8WU68;K7EJH3;A0A1B0GW87;K7EJM7;M0QYK5;M0R2N4,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,Splicing factor U2AF 35 kDa subunit;Splicing factor U2AF 26 kDa subunit,U2AF1;U2AF1L4,sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3;sp|P0DN76|U2AF5_HUMAN Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens OX=9606 GN=U2AF1L5 PE=1 SV=1;sp|Q8WU68|U2AF4_HUMAN Splicing factor U,2,2,12.5,23.3344271518845,23.5378973981261,21.844908004078,22.9301247678398
P26368;K7ENG2,P26368;K7ENG2,8;7,8;7,8;7,Splicing factor U2AF 65 kDa subunit,U2AF2,sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4;tr|K7ENG2|K7ENG2_HUMAN U2 snRNP auxiliary factor large subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=1,8,8,28.6,25.094020323833,25.4978357604086,26.2612841950751,25.7044307520009
O15042;E7ET15;H0Y8D9;E7EW00;H7C4V2;C9J5L1;U3KPT1;C9JDJ7,O15042;E7ET15;H0Y8D9,34;33;17;15;6;4;3;3,34;33;17;15;6;4;3;3,34;33;17;15;6;4;3;3,U2 snRNP-associated SURP motif-containing protein,U2SURP,sp|O15042|SR140_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2;tr|E7ET15|E7ET15_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=1;tr|H0Y8D9|H0Y8D9_HUMAN,34,34,35.8,29.3710254882002,29.9343835849312,30.0505096420477,30.1073675916955
P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS1;Q5JRS3;Q5JRS2,P22314,13;4;3;3;2;2;2,13;4;3;3;2;2;2,13;4;3;3;2;2;2,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,13,13,20.0,23.7634458105158,21.8824102068733,27.7858136235443,27.5046097733828
Q8TBC4;F8W8D4;F8WF86,Q8TBC4;F8W8D4,11;9;3,11;9;3,11;9;3,NEDD8-activating enzyme E1 catalytic subunit,UBA3,sp|Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=2;tr|F8W8D4|F8W8D4_HUMAN NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=1,11,11,26.8,24.9677641656346,25.8890189056713,28.0537753598992,27.3274025656865
A0AVT1;H0Y8S8,A0AVT1,5;2,5;2,5;2,Ubiquitin-like modifier-activating enzyme 6,UBA6,sp|A0AVT1|UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,5,5,5.6,4.20850867790137,4.29066777690332,25.1580770991329,25.2521254524939
Q9NZ09;A0A0D9SG79,Q9NZ09;A0A0D9SG79,3;3,3;3,3;3,Ubiquitin-associated protein 1,UBAP1,sp|Q9NZ09|UBAP1_HUMAN Ubiquitin-associated protein 1 OS=Homo sapiens OX=9606 GN=UBAP1 PE=1 SV=1;tr|A0A0D9SG79|A0A0D9SG79_HUMAN Ubiquitin-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=UBAP1 PE=1 SV=1,3,3,8.6,23.7638638588381,23.0130956804046,25.0617993316423,24.9114567247326
Q5T6F2;A2A305;A0A0D9SFI5;Q5JV08;H0YDN2,Q5T6F2,21;10;4;3;1,21;10;4;3;1,21;10;4;3;1,Ubiquitin-associated protein 2,UBAP2,sp|Q5T6F2|UBAP2_HUMAN Ubiquitin-associated protein 2 OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1,21,21,32.7,28.8216199989212,28.6612912665214,30.5384364066983,30.5304585202731
F8W726;Q14157;Q5VU77;Q5VU79;Q5VU78;Q5VU81;Q5VU80;H0Y5H6;H7C2T8,F8W726;Q14157,25;24;12;8;8;7;7;2;2,25;24;12;8;8;7;7;2;2,25;24;12;8;8;7;7;2;2,Ubiquitin-associated protein 2-like,UBAP2L,tr|F8W726|F8W726_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2;sp|Q14157|UBP2L_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,25,25,35.9,28.9253844314173,28.7148942541377,31.4568936127576,31.4390659203009
P0CG48;F5GYU3;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H265;P0CG47;F5H2Z3;F5H6Q2;J3QTR3;J3QS39;P62987;P62979;M0R1M6;Q49A90;A0A2R8Y422;M0R1V7;M0R2S1;F5GZ39;J3QSA3,P0CG48;F5GYU3;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H265;P0CG47;F5H2Z3;F5H6Q2;J3QTR3;J3QS39;P62987;P62979;M0R1M6;Q49A90;A0A2R8Y422;M0R1V7;M0R2S1;F5GZ39;J3QSA3,6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;4;3;3,6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;4;3;3,6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;4;3;3,Polyubiquitin-C;Ubiquitin;Polyubiquitin-B;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a,UBC;UBB;RPS27A;UBA52,sp|P0CG48|UBC_HUMAN Polyubiquitin-C OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=3;tr|F5GYU3|F5GYU3_HUMAN Polyubiquitin-C (Fragment) OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=1;tr|Q96C32|Q96C32_HUMAN Polyubiquitin-C OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=1;tr|Q5PY6,6,6,64.4,28.3869779921324,28.9836203091863,27.3118131598024,27.3433337543312
P61081;M0QYI6,P61081,4;1,4;1,4;1,NEDD8-conjugating enzyme Ubc12,UBE2M,sp|P61081|UBC12_HUMAN NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens OX=9606 GN=UBE2M PE=1 SV=1,4,4,20.2,22.8912274584168,24.8556209345828,26.0684981797721,26.0588716751063
Q9C0C9;K7EQ12,Q9C0C9,31;5,31;5,10;5,E2/E3 hybrid ubiquitin-protein ligase UBE2O,UBE2O,sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3,31,10,33.5,4.20850867790137,4.29066777690332,30.3051950321978,30.0497309993873
Q13404;I3L0A0;Q15819;E5RIF1;D6RG00;A0A0A0MSL3;G3V2F7;H0YBX6,Q13404;I3L0A0;Q15819;E5RIF1;D6RG00;A0A0A0MSL3;G3V2F7;H0YBX6,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,Ubiquitin-conjugating enzyme E2 variant 1;Ubiquitin-conjugating enzyme E2 variant 2,UBE2V1;TMEM189-UBE2V1;UBE2V2,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Homo sapiens OX=9606 GN=TMEM189-UBE2V1 PE=1 SV=1;sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant,2,2,12.9,4.20850867790137,4.29066777690332,23.7289966514765,22.9460131352223
